Date,PORTUGAL SMID VALUE SMID (Small+Mid Cap)
2001-09-04,242.594
2001-09-05,240.493
2001-09-06,241.555
2001-09-07,241.232
2001-09-10,237.728
2001-09-11,229.085
2001-09-12,224.24
2001-09-13,224.699
2001-09-14,221.649
2001-09-17,219.647
2001-09-18,226.106
2001-09-19,230.32
2001-09-20,224.522
2001-09-21,222.842
2001-09-24,224.003
2001-09-25,225.9
2001-09-26,231.368
2001-09-27,232.908
2001-09-28,231.306
2001-10-01,231.441
2001-10-02,233.728
2001-10-03,233.27
2001-10-04,233.63
2001-10-05,235.05
2001-10-08,232.546
2001-10-09,235.117
2001-10-10,237.186
2001-10-11,237.072
2001-10-12,240.7
2001-10-15,241.399
2001-10-16,246.931
2001-10-17,249.275
2001-10-18,251.297
2001-10-19,252.92
2001-10-22,255.675
2001-10-23,256.601
2001-10-24,256.944
2001-10-25,254.568
2001-10-26,253.265
2001-10-29,254.885
2001-10-30,253.766
2001-10-31,256.602
2001-11-01,258.24
2001-11-02,258.887
2001-11-05,262.45
2001-11-06,264.956
2001-11-07,266.958
2001-11-08,263.049
2001-11-09,261.397
2001-11-12,262.534
2001-11-13,261.773
2001-11-14,261.008
2001-11-15,259.682
2001-11-16,260.12
2001-11-19,262.335
2001-11-20,262.589
2001-11-21,260.306
2001-11-22,262.146
2001-11-23,259.968
2001-11-26,259.47
2001-11-27,259.691
2001-11-28,257.198
2001-11-29,259.486
2001-11-30,260.233
2001-12-03,257.616
2001-12-04,261.031
2001-12-05,262.59
2001-12-06,263.566
2001-12-07,264.034
2001-12-10,261.655
2001-12-11,263.07
2001-12-12,264.695
2001-12-13,266.02
2001-12-14,266.294
2001-12-17,267.157
2001-12-18,265.369
2001-12-19,263.005
2001-12-20,263.485
2001-12-21,258.774
2001-12-24,256.192
2001-12-25,256.192
2001-12-26,256.411
2001-12-27,262.039
2001-12-28,262.525
2001-12-31,265.085
2002-01-01,265.085
2002-01-02,267.921
2002-01-03,270.507
2002-01-04,269.842
2002-01-07,268.286
2002-01-08,267.657
2002-01-09,264.801
2002-01-10,266.529
2002-01-11,267.178
2002-01-14,266.171
2002-01-15,269.66
2002-01-16,267.819
2002-01-17,267.639
2002-01-18,268.843
2002-01-21,268.817
2002-01-22,269.044
2002-01-23,268.667
2002-01-24,266.62
2002-01-25,261.459
2002-01-28,260.662
2002-01-29,259.292
2002-01-30,258.956
2002-01-31,261.071
2002-02-01,264.206
2002-02-04,263.655
2002-02-05,264.51
2002-02-06,264.572
2002-02-07,264.76
2002-02-08,266.138
2002-02-11,269.797
2002-02-12,269.413
2002-02-13,268.501
2002-02-14,267.951
2002-02-15,268.28
2002-02-18,267.273
2002-02-19,267.435
2002-02-20,266.758
2002-02-21,265.544
2002-02-22,264.37
2002-02-25,263.377
2002-02-26,263.117
2002-02-27,260.853
2002-02-28,263.378
2002-03-01,264.219
2002-03-04,267.207
2002-03-05,268.137
2002-03-06,271.522
2002-03-07,273.139
2002-03-08,273.96
2002-03-11,273.565
2002-03-12,272.871
2002-03-13,274.308
2002-03-14,276.606
2002-03-15,277.11
2002-03-18,277.901
2002-03-19,280.167
2002-03-20,280.538
2002-03-21,279.465
2002-03-22,280.373
2002-03-25,279.203
2002-03-26,279.086
2002-03-27,279.126
2002-03-28,278.176
2002-03-29,278.176
2002-04-01,280.455
2002-04-02,279.362
2002-04-03,278.162
2002-04-04,278.899
2002-04-05,279.027
2002-04-08,277.831
2002-04-09,280.151
2002-04-10,280.993
2002-04-11,282.919
2002-04-12,280.682
2002-04-15,281.22
2002-04-16,282.189
2002-04-17,283.874
2002-04-18,285.764
2002-04-19,283.784
2002-04-22,284.265
2002-04-23,285.259
2002-04-24,286.396
2002-04-25,288.515
2002-04-26,290.181
2002-04-29,289.459
2002-04-30,290.029
2002-05-01,291.671
2002-05-02,286.083
2002-05-03,288.036
2002-05-06,288.465
2002-05-07,285.44
2002-05-08,287.383
2002-05-09,290.275
2002-05-10,293.914
2002-05-13,292.246
2002-05-14,291.226
2002-05-15,289.339
2002-05-16,287.209
2002-05-17,291.869
2002-05-20,292.834
2002-05-21,289.732
2002-05-22,295.033
2002-05-23,294.61
2002-05-24,298.214
2002-05-27,300.265
2002-05-28,304.968
2002-05-29,305.421
2002-05-30,307.271
2002-05-31,296.848
2002-06-03,300.385
2002-06-04,298.758
2002-06-05,298.792
2002-06-06,296.81
2002-06-07,295.745
2002-06-10,295.479
2002-06-11,295.524
2002-06-12,294.352
2002-06-13,290.567
2002-06-14,285.561
2002-06-17,288.24
2002-06-18,290.342
2002-06-19,291.65
2002-06-20,294.365
2002-06-21,293.743
2002-06-24,290.753
2002-06-25,292.315
2002-06-26,293.058
2002-06-27,292.016
2002-06-28,293.326
2002-07-01,291.948
2002-07-02,285.86
2002-07-03,278.88
2002-07-04,279.55
2002-07-05,282.284
2002-07-08,287.129
2002-07-09,288.1
2002-07-10,286.941
2002-07-11,284.25
2002-07-12,284.15
2002-07-15,283.979
2002-07-16,284.336
2002-07-17,284.612
2002-07-18,282.089
2002-07-19,274.958
2002-07-22,265.342
2002-07-23,257.656
2002-07-24,250.801
2002-07-25,257.606
2002-07-26,255.914
2002-07-29,258.715
2002-07-30,258.177
2002-07-31,257.862
2002-08-01,257.18
2002-08-02,253.31
2002-08-05,246.326
2002-08-06,241.352
2002-08-07,237.907
2002-08-08,242.176
2002-08-09,248.272
2002-08-12,249.031
2002-08-13,247.522
2002-08-14,248.37
2002-08-15,246.52
2002-08-16,245.486
2002-08-19,246.215
2002-08-20,245.458
2002-08-21,247.709
2002-08-22,252.636
2002-08-23,252.258
2002-08-26,250.833
2002-08-27,255.181
2002-08-28,251.72
2002-08-29,252.492
2002-08-30,252.705
2002-09-02,247.799
2002-09-03,250.052
2002-09-04,247.106
2002-09-05,244.917
2002-09-06,244.973
2002-09-09,243.478
2002-09-10,242.978
2002-09-11,243.969
2002-09-12,242.97
2002-09-13,240.947
2002-09-16,235.582
2002-09-17,228.703
2002-09-18,221.418
2002-09-19,220.07
2002-09-20,224.743
2002-09-23,215.742
2002-09-24,209.547
2002-09-25,214.743
2002-09-26,216.925
2002-09-27,209.605
2002-09-30,204.646
2002-10-01,205.125
2002-10-02,209.782
2002-10-03,209.487
2002-10-04,208.899
2002-10-07,207.341
2002-10-08,209.834
2002-10-09,210.827
2002-10-10,208.094
2002-10-11,215.665
2002-10-14,210.985
2002-10-15,214.377
2002-10-16,213.814
2002-10-17,212.689
2002-10-18,210.023
2002-10-21,209.438
2002-10-22,208.884
2002-10-23,199.367
2002-10-24,203.831
2002-10-25,211.951
2002-10-28,217.418
2002-10-29,212.295
2002-10-30,215.515
2002-10-31,220.337
2002-11-01,221.705
2002-11-04,228.357
2002-11-05,228.839
2002-11-06,228.4
2002-11-07,231.219
2002-11-08,232.774
2002-11-11,231.948
2002-11-12,231.228
2002-11-13,229.933
2002-11-14,232.962
2002-11-15,239.681
2002-11-18,243.418
2002-11-19,245.537
2002-11-20,244.912
2002-11-21,244.655
2002-11-22,245.682
2002-11-25,250.033
2002-11-26,247.487
2002-11-27,249.948
2002-11-28,253.444
2002-11-29,253.646
2002-12-02,252.314
2002-12-03,250.621
2002-12-04,257.373
2002-12-05,258.114
2002-12-06,258.047
2002-12-09,249.997
2002-12-10,247.555
2002-12-11,243.772
2002-12-12,242.253
2002-12-13,242.264
2002-12-16,241.743
2002-12-17,245.526
2002-12-18,249.316
2002-12-19,247.563
2002-12-20,245.837
2002-12-23,242.824
2002-12-24,243.829
2002-12-25,243.829
2002-12-26,244.444
2002-12-27,241.756
2002-12-30,242.019
2002-12-31,246.766
2003-01-01,246.766
2003-01-02,250.642
2003-01-03,251.578
2003-01-06,248.744
2003-01-07,252.709
2003-01-08,252.196
2003-01-09,255.104
2003-01-10,257.196
2003-01-13,260.168
2003-01-14,260.887
2003-01-15,257.127
2003-01-16,259.26
2003-01-17,257.732
2003-01-20,255.362
2003-01-21,247.762
2003-01-22,249.057
2003-01-23,252.371
2003-01-24,252.95
2003-01-27,247.668
2003-01-28,244.289
2003-01-29,239.235
2003-01-30,237.561
2003-01-31,238.291
2003-02-03,241.596
2003-02-04,240.139
2003-02-05,240.69
2003-02-06,241.222
2003-02-07,238.896
2003-02-10,236.428
2003-02-11,237.416
2003-02-12,235.168
2003-02-13,236.439
2003-02-14,238.248
2003-02-17,240.019
2003-02-18,239.148
2003-02-19,235.204
2003-02-20,234.698
2003-02-21,230.534
2003-02-24,224.861
2003-02-25,212.689
2003-02-26,214.044
2003-02-27,214.135
2003-02-28,213.59
2003-03-03,213.056
2003-03-04,215.746
2003-03-05,217.213
2003-03-06,218.877
2003-03-07,221.286
2003-03-10,226.519
2003-03-11,234.194
2003-03-12,233.848
2003-03-13,231.826
2003-03-14,227.322
2003-03-17,221.511
2003-03-18,224.232
2003-03-19,221.19
2003-03-20,220.172
2003-03-21,223.173
2003-03-24,221.24
2003-03-25,224.205
2003-03-26,227.588
2003-03-27,226.234
2003-03-28,225.092
2003-03-31,223.407
2003-04-01,227.75
2003-04-02,229.245
2003-04-03,227.266
2003-04-04,232.128
2003-04-07,236.726
2003-04-08,234.927
2003-04-09,234.636
2003-04-10,233.398
2003-04-11,230.839
2003-04-14,227.681
2003-04-15,233.831
2003-04-16,233.058
2003-04-17,232.558
2003-04-18,232.558
2003-04-21,231.556
2003-04-22,230.638
2003-04-23,231.842
2003-04-24,232.084
2003-04-25,233.241
2003-04-28,233.399
2003-04-29,233.924
2003-04-30,237.98
2003-05-01,240.166
2003-05-02,242.178
2003-05-05,245.099
2003-05-06,252.435
2003-05-07,252.752
2003-05-08,256.885
2003-05-09,254.599
2003-05-12,257.806
2003-05-13,256.129
2003-05-14,257.217
2003-05-15,255.164
2003-05-16,256.027
2003-05-19,259.457
2003-05-20,261.179
2003-05-21,260.423
2003-05-22,260.131
2003-05-23,262.008
2003-05-26,263.903
2003-05-27,264.518
2003-05-28,266.686
2003-05-29,267.228
2003-05-30,267.861
2003-06-02,275.15
2003-06-03,277.917
2003-06-04,281.977
2003-06-05,288.588
2003-06-06,282.471
2003-06-09,282.224
2003-06-10,280.01
2003-06-11,285.948
2003-06-12,286.404
2003-06-13,286.885
2003-06-16,291.974
2003-06-17,288.626
2003-06-18,282.249
2003-06-19,279.986
2003-06-20,282.674
2003-06-23,284.037
2003-06-24,279.689
2003-06-25,283.015
2003-06-26,280.886
2003-06-27,280.763
2003-06-30,279.558
2003-07-01,279.958
2003-07-02,283.759
2003-07-03,286.717
2003-07-04,283.185
2003-07-07,283.336
2003-07-08,285.386
2003-07-09,279.796
2003-07-10,280.334
2003-07-11,282.802
2003-07-14,284.616
2003-07-15,281.849
2003-07-16,278.743
2003-07-17,278.519
2003-07-18,275.461
2003-07-21,275.178
2003-07-22,275.436
2003-07-23,278.347
2003-07-24,283.88
2003-07-25,284.2
2003-07-28,282.889
2003-07-29,283.317
2003-07-30,280.064
2003-07-31,277.167
2003-08-01,275.071
2003-08-04,276.185
2003-08-05,280.136
2003-08-06,278.741
2003-08-07,281.989
2003-08-08,278.886
2003-08-11,278.622
2003-08-12,279.762
2003-08-13,279.17
2003-08-14,278.221
2003-08-15,278.751
2003-08-18,280.547
2003-08-19,279.111
2003-08-20,279.702
2003-08-21,279.384
2003-08-22,278.526
2003-08-25,279.907
2003-08-26,279.006
2003-08-27,280.629
2003-08-28,279.936
2003-08-29,278.358
2003-09-01,280.091
2003-09-02,277.575
2003-09-03,277.737
2003-09-04,277.425
2003-09-05,280.247
2003-09-08,281.72
2003-09-09,283.945
2003-09-10,283.244
2003-09-11,284.248
2003-09-12,285.847
2003-09-15,286.002
2003-09-16,282.387
2003-09-17,285.696
2003-09-18,288.928
2003-09-19,293.079
2003-09-22,294.57
2003-09-23,299.743
2003-09-24,299.999
2003-09-25,298.816
2003-09-26,296.338
2003-09-29,302.168
2003-09-30,306.34
2003-10-01,308.419
2003-10-02,310.297
2003-10-03,308.863
2003-10-06,309.182
2003-10-07,311.889
2003-10-08,315.335
2003-10-09,314.266
2003-10-10,314.864
2003-10-13,313.815
2003-10-14,314.755
2003-10-15,313.109
2003-10-16,312.667
2003-10-17,312.509
2003-10-20,309.418
2003-10-21,311.695
2003-10-22,312.066
2003-10-23,310.9
2003-10-24,311.856
2003-10-27,308.026
2003-10-28,305.502
2003-10-29,305.652
2003-10-30,306.091
2003-10-31,304.668
2003-11-03,300.997
2003-11-04,304.597
2003-11-05,305.329
2003-11-06,303.826
2003-11-07,307.85
2003-11-10,307.024
2003-11-11,307.354
2003-11-12,312.462
2003-11-13,314.245
2003-11-14,317.548
2003-11-17,314.63
2003-11-18,315.49
2003-11-19,318.466
2003-11-20,318.134
2003-11-21,318.472
2003-11-24,314.863
2003-11-25,314.537
2003-11-26,319.712
2003-11-27,319.718
2003-11-28,325.652
2003-12-01,324.828
2003-12-02,328.704
2003-12-03,328.236
2003-12-04,327.854
2003-12-05,328.969
2003-12-08,332.775
2003-12-09,333.309
2003-12-10,333.588
2003-12-11,328.834
2003-12-12,333.066
2003-12-15,335.469
2003-12-16,339.422
2003-12-17,337.927
2003-12-18,338.292
2003-12-19,337.39
2003-12-22,341.035
2003-12-23,343.135
2003-12-24,344.136
2003-12-25,344.136
2003-12-26,343.998
2003-12-29,344.125
2003-12-30,346.247
2003-12-31,349.494
2004-01-01,349.494
2004-01-02,356.878
2004-01-05,361.966
2004-01-06,354.155
2004-01-07,351.88
2004-01-08,353.482
2004-01-09,355.362
2004-01-12,351.582
2004-01-13,346.62
2004-01-14,344.892
2004-01-15,342.514
2004-01-16,336.815
2004-01-19,337.149
2004-01-20,338.486
2004-01-21,345.244
2004-01-22,348.09
2004-01-23,349.02
2004-01-26,346.014
2004-01-27,347.344
2004-01-28,346.222
2004-01-29,337.804
2004-01-30,347.555
2004-02-02,346.004
2004-02-03,351.089
2004-02-04,349.661
2004-02-05,352.572
2004-02-06,363.771
2004-02-09,364.315
2004-02-10,370.595
2004-02-11,377.308
2004-02-12,375.329
2004-02-13,376.829
2004-02-16,379.258
2004-02-17,383.815
2004-02-18,391.627
2004-02-19,388.629
2004-02-20,382.901
2004-02-23,388.289
2004-02-24,392.715
2004-02-25,389.279
2004-02-26,380.899
2004-02-27,382.932
2004-03-01,385.834
2004-03-02,387.931
2004-03-03,387.065
2004-03-04,388.007
2004-03-05,399.741
2004-03-08,408.395
2004-03-09,403.752
2004-03-10,392.62
2004-03-11,382.625
2004-03-12,383.794
2004-03-15,373.27
2004-03-16,376.181
2004-03-17,380.253
2004-03-18,381.202
2004-03-19,378.449
2004-03-22,375.823
2004-03-23,370.647
2004-03-24,365.958
2004-03-25,370.408
2004-03-26,371.759
2004-03-29,369.822
2004-03-30,371.268
2004-03-31,378.553
2004-04-01,384.576
2004-04-02,384.768
2004-04-05,378.26
2004-04-06,374.701
2004-04-07,387.245
2004-04-08,384.447
2004-04-09,384.447
2004-04-12,383.367
2004-04-13,381.988
2004-04-14,379.778
2004-04-15,375.404
2004-04-16,384.874
2004-04-19,388.238
2004-04-20,383.716
2004-04-21,374.72
2004-04-22,371.423
2004-04-23,370.934
2004-04-26,368.635
2004-04-27,371.906
2004-04-28,370.976
2004-04-29,375.617
2004-04-30,374.65
2004-05-03,376.101
2004-05-04,380.992
2004-05-05,385.212
2004-05-06,379.562
2004-05-07,373.832
2004-05-10,367.439
2004-05-11,368.145
2004-05-12,369.763
2004-05-13,368.578
2004-05-14,368.821
2004-05-17,365.231
2004-05-18,365.002
2004-05-19,369.886
2004-05-20,365.561
2004-05-21,369.103
2004-05-24,365.976
2004-05-25,367.71
2004-05-26,367.456
2004-05-27,376.751
2004-05-28,372.713
2004-05-31,374.276
2004-06-01,376.311
2004-06-02,376.807
2004-06-03,379.366
2004-06-04,379.713
2004-06-07,386.697
2004-06-08,379.447
2004-06-09,375.416
2004-06-10,376.411
2004-06-11,374.415
2004-06-14,371.5
2004-06-15,376.504
2004-06-16,376.546
2004-06-17,377.392
2004-06-18,379.138
2004-06-21,379.18
2004-06-22,379.941
2004-06-23,382.957
2004-06-24,383.082
2004-06-25,382.963
2004-06-28,389.856
2004-06-29,384.825
2004-06-30,388.697
2004-07-01,387.925
2004-07-02,394.876
2004-07-05,387.759
2004-07-06,387.932
2004-07-07,392.302
2004-07-08,393.285
2004-07-09,395.246
2004-07-12,400.224
2004-07-13,399.543
2004-07-14,401.061
2004-07-15,401.592
2004-07-16,408.252
2004-07-19,403.2
2004-07-20,403.522
2004-07-21,399.021
2004-07-22,400.729
2004-07-23,394.61
2004-07-26,392.654
2004-07-27,391.461
2004-07-28,392.766
2004-07-29,390.02
2004-07-30,375.38
2004-08-02,384.789
2004-08-03,383.697
2004-08-04,380.436
2004-08-05,381.02
2004-08-06,385.707
2004-08-09,392.075
2004-08-10,394.596
2004-08-11,387.335
2004-08-12,388.161
2004-08-13,394.256
2004-08-16,394.636
2004-08-17,391.747
2004-08-18,393.891
2004-08-19,394.893
2004-08-20,397.658
2004-08-23,391.387
2004-08-24,389.767
2004-08-25,387.61
2004-08-26,387.48
2004-08-27,383.737
2004-08-30,387.165
2004-08-31,388.983
2004-09-01,388.009
2004-09-02,388.625
2004-09-03,387.534
2004-09-06,385.262
2004-09-07,386.784
2004-09-08,395.418
2004-09-09,399.319
2004-09-10,404.028
2004-09-13,404.744
2004-09-14,407.515
2004-09-15,402.598
2004-09-16,401.678
2004-09-17,403.633
2004-09-20,405.256
2004-09-21,407.756
2004-09-22,411.156
2004-09-23,412.219
2004-09-24,409.038
2004-09-27,407.858
2004-09-28,406.105
2004-09-29,409.133
2004-09-30,416.216
2004-10-01,412.461
2004-10-04,410.935
2004-10-05,416.052
2004-10-06,416.394
2004-10-07,407.554
2004-10-08,412.266
2004-10-11,407.807
2004-10-12,409.361
2004-10-13,405.993
2004-10-14,413.766
2004-10-15,412.21
2004-10-18,417.263
2004-10-19,418.808
2004-10-20,424.084
2004-10-21,425.32
2004-10-22,426.861
2004-10-25,423.99
2004-10-26,418.437
2004-10-27,420.835
2004-10-28,423.121
2004-10-29,419.972
2004-11-01,424.222
2004-11-02,425.909
2004-11-03,431.321
2004-11-04,435.525
2004-11-05,429.997
2004-11-08,431.946
2004-11-09,433.737
2004-11-10,443.642
2004-11-11,441.377
2004-11-12,441.989
2004-11-15,432.671
2004-11-16,427.655
2004-11-17,441.856
2004-11-18,436.57
2004-11-19,435.325
2004-11-22,438.194
2004-11-23,437.529
2004-11-24,440.116
2004-11-25,443.007
2004-11-26,446.531
2004-11-29,443.641
2004-11-30,442.493
2004-12-01,441.948
2004-12-02,436.728
2004-12-03,440.336
2004-12-06,441.116
2004-12-07,443.171
2004-12-08,439.972
2004-12-09,438.482
2004-12-10,435.832
2004-12-13,442.816
2004-12-14,445.229
2004-12-15,455.231
2004-12-16,447.981
2004-12-17,441.35
2004-12-20,450.712
2004-12-21,448.142
2004-12-22,447.122
2004-12-23,448.952
2004-12-24,450.584
2004-12-27,452.564
2004-12-28,452.228
2004-12-29,452.483
2004-12-30,453.297
2004-12-31,452.942
2005-01-03,446.81
2005-01-04,445.463
2005-01-05,445.94
2005-01-06,445.097
2005-01-07,442.651
2005-01-10,441.275
2005-01-11,444.928
2005-01-12,446.815
2005-01-13,444.844
2005-01-14,434.87
2005-01-17,441.291
2005-01-18,436.244
2005-01-19,439.699
2005-01-20,435.748
2005-01-21,439.115
2005-01-24,439.284
2005-01-25,435.92
2005-01-26,444.09
2005-01-27,440.223
2005-01-28,443.656
2005-01-31,446.495
2005-02-01,448.659
2005-02-02,447.949
2005-02-03,446.479
2005-02-04,447.237
2005-02-07,440.626
2005-02-08,441.534
2005-02-09,441.16
2005-02-10,445.353
2005-02-11,447.34
2005-02-14,447.215
2005-02-15,451.57
2005-02-16,452.3
2005-02-17,452.474
2005-02-18,448.765
2005-02-21,439.446
2005-02-22,444.076
2005-02-23,441.355
2005-02-24,441.457
2005-02-25,440.119
2005-02-28,442.038
2005-03-01,438.334
2005-03-02,435.52
2005-03-03,437.461
2005-03-04,440.861
2005-03-07,441.741
2005-03-08,444.914
2005-03-09,444.286
2005-03-10,443.822
2005-03-11,445.441
2005-03-14,442.188
2005-03-15,437.892
2005-03-16,439.591
2005-03-17,436.942
2005-03-18,431.75
2005-03-21,427.826
2005-03-22,428.365
2005-03-23,423.288
2005-03-24,426.558
2005-03-25,426.558
2005-03-28,423.565
2005-03-29,426.045
2005-03-30,423.605
2005-03-31,420.886
2005-04-01,423.612
2005-04-04,417.49
2005-04-05,419.521
2005-04-06,417.059
2005-04-07,421.204
2005-04-08,419.479
2005-04-11,423.255
2005-04-12,421.017
2005-04-13,425.493
2005-04-14,420.785
2005-04-15,423.973
2005-04-18,425.383
2005-04-19,424.996
2005-04-20,426.322
2005-04-21,427.958
2005-04-22,428.46
2005-04-25,426.315
2005-04-26,425.515
2005-04-27,422.476
2005-04-28,423.155
2005-04-29,424.136
2005-05-02,422.5
2005-05-03,423.819
2005-05-04,427.69
2005-05-05,427.943
2005-05-06,421.949
2005-05-09,419.105
2005-05-10,422.283
2005-05-11,417.509
2005-05-12,417.237
2005-05-13,416.59
2005-05-16,414.343
2005-05-17,416.549
2005-05-18,416.441
2005-05-19,415.586
2005-05-20,419.476
2005-05-23,421.811
2005-05-24,422.553
2005-05-25,413.213
2005-05-26,413.911
2005-05-27,415.416
2005-05-30,409.741
2005-05-31,400.965
2005-06-01,404.286
2005-06-02,401.781
2005-06-03,404.67
2005-06-06,405.232
2005-06-07,405.45
2005-06-08,402.967
2005-06-09,400.445
2005-06-10,397.119
2005-06-13,396.888
2005-06-14,397.153
2005-06-15,397.069
2005-06-16,394.578
2005-06-17,401.119
2005-06-20,401.063
2005-06-21,401.138
2005-06-22,398.005
2005-06-23,397.795
2005-06-24,399.371
2005-06-27,396.473
2005-06-28,394.101
2005-06-29,396.531
2005-06-30,399.479
2005-07-01,396.451
2005-07-04,394.028
2005-07-05,393.924
2005-07-06,394.973
2005-07-07,393.215
2005-07-08,394.52
2005-07-11,399.036
2005-07-12,403.799
2005-07-13,400.738
2005-07-14,398.972
2005-07-15,395.967
2005-07-18,397.923
2005-07-19,396.339
2005-07-20,397.479
2005-07-21,402.852
2005-07-22,399.3
2005-07-25,399.368
2005-07-26,406.191
2005-07-27,411.777
2005-07-28,414.007
2005-07-29,417.168
2005-08-01,419.552
2005-08-02,421.203
2005-08-03,431.515
2005-08-04,436.432
2005-08-05,434.741
2005-08-08,435.178
2005-08-09,430.796
2005-08-10,434.091
2005-08-11,436.394
2005-08-12,438.066
2005-08-15,435.644
2005-08-16,434.477
2005-08-17,434.18
2005-08-18,426.898
2005-08-19,430.392
2005-08-22,435.257
2005-08-23,433.234
2005-08-24,435.721
2005-08-25,436.699
2005-08-26,438.705
2005-08-29,436.365
2005-08-30,435.601
2005-08-31,442.105
2005-09-01,447.304
2005-09-02,446.713
2005-09-05,450.378
2005-09-06,452.847
2005-09-07,452.098
2005-09-08,449.586
2005-09-09,449.649
2005-09-12,444.212
2005-09-13,448.207
2005-09-14,448.69
2005-09-15,445.785
2005-09-16,447.103
2005-09-19,444.531
2005-09-20,448.367
2005-09-21,449.505
2005-09-22,445.62
2005-09-23,445.048
2005-09-26,446.345
2005-09-27,449.858
2005-09-28,445.207
2005-09-29,446.241
2005-09-30,447.527
2005-10-03,441.638
2005-10-04,443.147
2005-10-05,444.833
2005-10-06,450.188
2005-10-07,446.645
2005-10-10,446.346
2005-10-11,442.915
2005-10-12,444.171
2005-10-13,435.988
2005-10-14,439.973
2005-10-17,439.249
2005-10-18,436.98
2005-10-19,434.754
2005-10-20,436.199
2005-10-21,439.071
2005-10-24,440.143
2005-10-25,446.386
2005-10-26,440.658
2005-10-27,441.294
2005-10-28,440.578
2005-10-31,440.217
2005-11-01,438.663
2005-11-02,443.028
2005-11-03,440.132
2005-11-04,434.392
2005-11-07,434.267
