Date,SPAIN SMALL VALUE Small Cap
2002-10-31,179.319
2002-11-29,187.882
2002-12-31,191.668
2003-01-31,198.145
2003-02-28,206.262
2003-03-31,210.532
2003-04-30,220.614
2003-05-30,242.275
2003-06-30,252.189
2003-07-31,265.257
2003-08-29,264.304
2003-09-30,274.363
2003-10-31,288.782
2003-11-28,312.943
2003-12-31,339.105
2004-01-30,355.561
2004-02-27,374.452
2004-03-31,369.73
2004-04-30,368.079
2004-05-31,363.818
2004-06-30,369.09
2004-07-30,361.613
2004-08-31,367.386
2004-09-30,392.425
2004-10-29,412.086
2004-11-30,455.27
2004-12-31,493.651
2005-01-31,505.305
2005-02-28,556.269
2005-03-31,535.167
2005-04-29,517.076
2005-05-31,528.014
2005-06-30,539.306
2005-07-29,559.997
2005-08-31,563.636
2005-09-30,577.868
2005-10-31,547.495
2005-11-30,552.735
2005-12-30,565.887
2006-01-31,613.25
2006-02-28,637.845
2006-03-31,657.254
2006-04-28,693.948
2006-05-31,670.179
2006-06-30,675.168
2006-07-31,694.92
2006-08-31,715.946
2006-09-29,745.003
2006-10-31,814.603
2006-11-30,881.712
2006-12-29,901.954
2007-01-31,959.346
2007-02-28,983.914
2007-03-30,1046.359
2007-04-30,1045.887
2007-05-31,1000.0
2007-06-29,973.219
2007-07-31,985.936
2007-08-31,940.712
2007-09-28,984.266
2007-10-31,1073.106
2007-11-30,1062.054
2007-12-31,968.997
2008-01-31,857.716
2008-02-29,912.276
2008-03-31,961.459
2008-04-30,978.534
2008-05-30,950.244
2008-06-30,852.772
2008-07-31,760.321
2008-08-29,729.924
2008-09-30,600.703
2008-10-31,480.055
2008-11-28,455.498
2008-12-31,471.305
2009-01-30,433.474
2009-02-27,383.458
2009-03-31,412.399
2009-04-30,494.823
2009-05-29,562.749
2009-06-30,553.918
2009-07-31,588.303
2009-08-31,638.394
2009-09-30,696.266
2009-10-30,633.728
2009-11-30,627.29
2009-12-31,607.758
2010-01-29,585.007
2010-02-26,549.973
2010-03-31,547.539
2010-04-30,530.105
2010-05-31,438.669
2010-06-30,430.177
2010-07-30,478.963
2010-08-31,464.17
2010-09-30,524.078
2010-10-29,554.223
2010-11-30,457.239
2010-12-31,519.205
2011-01-31,576.572
2011-02-28,615.401
2011-03-31,645.895
2011-04-29,674.005
2011-05-31,628.465
2011-06-30,591.747
2011-07-29,540.421
2011-08-31,485.396
2011-09-30,405.09
2011-10-31,455.224
2011-11-30,407.977
2011-12-30,391.038
2012-01-31,403.121
2012-02-29,401.166
2012-03-30,380.853
2012-04-30,333.249
2012-05-31,271.931
2012-06-29,302.503
2012-07-31,288.357
2012-08-31,322.832
2012-09-28,336.26
2012-10-31,344.522
2012-11-30,344.595
2012-12-31,377.385
2013-01-31,419.718
2013-02-28,409.006
2013-03-29,383.892
2013-04-30,414.802
2013-05-31,414.374
2013-06-28,413.453
2013-07-31,478.43
2013-08-30,480.927
2013-09-30,548.742
2013-10-31,605.568
2013-11-29,603.658
2013-12-31,625.277
2014-01-31,655.051
2014-02-28,694.922
2014-03-31,705.261
2014-04-30,692.906
2014-05-30,703.053
2014-06-30,714.477
2014-07-31,688.024
2014-08-29,672.11
2014-09-30,635.726
2014-10-31,590.316
2014-11-28,588.8
2014-12-31,547.075
2015-01-30,559.928
2015-02-27,620.396
2015-03-31,617.966
2015-04-30,635.421
2015-05-29,620.275
2015-06-30,611.704
2015-07-31,612.215
2015-08-31,573.745
2015-09-30,511.285
2015-10-30,553.362
2015-11-30,531.354
2015-12-31,520.48
2016-01-29,466.817
2016-02-29,472.656
2016-03-31,507.867
2016-04-29,528.565
2016-05-31,514.527
2016-06-30,471.463
2016-07-29,509.198
2016-08-31,508.506
2016-09-30,526.41
2016-10-31,519.833
2016-11-30,496.952
2016-12-30,526.29
2017-01-31,541.808
2017-02-28,536.814
2017-03-31,554.808
2017-04-28,579.94
2017-05-31,614.275
2017-06-30,544.596
2017-07-31,554.689
2017-08-31,553.957
2017-09-29,543.697
2017-10-31,553.132
2017-11-30,562.906
2017-12-29,575.173
2018-01-31,613.655
2018-02-28,597.961
2018-03-30,589.563
2018-04-30,606.779
2018-05-31,565.323
2018-06-29,568.643
2018-07-31,568.603
2018-08-31,566.293
2018-09-28,561.56
2018-10-31,489.81
2018-11-30,479.433
2018-12-31,463.075
2019-01-31,499.507
2019-02-28,504.141
2019-03-29,501.278
2019-04-30,511.347
2019-05-31,481.929
2019-06-28,498.332
2019-07-31,477.888
2019-08-30,468.042
2019-09-30,466.554
2019-10-31,489.73
2019-11-29,514.651
2019-12-31,522.65
2020-01-31,504.883
2020-02-28,478.528
2020-03-31,385.037
2020-04-30,403.371
2020-05-29,412.677
2020-06-30,418.161
2020-07-31,429.642
2020-08-31,454.924
2020-09-30,437.774
2020-10-30,404.078
2020-11-30,511.618
2020-12-31,538.338
2021-01-29,528.271
2021-02-26,572.512
2021-03-31,584.337
2021-04-30,615.836
2021-05-31,658.512
2021-06-30,615.53
2021-07-30,620.469
2021-08-31,632.776
2021-09-30,616.852
2021-10-29,620.75
2021-11-30,567.314
2021-12-31,598.407
2022-01-31,604.203
2022-02-28,605.326
2022-03-31,605.173
2022-04-29,579.78
2022-05-31,610.647
2022-06-30,554.103
2022-07-29,531.623
2022-08-31,520.821
2022-09-30,481.633
2022-10-31,527.632
2022-11-30,578.28
2022-12-30,598.561
2023-01-31,679.534
2023-02-28,681.216
2023-03-31,621.98
2023-04-28,631.118
2023-05-31,603.577
2023-06-30,653.214
2023-07-31,691.934
2023-08-31,668.818
2023-09-29,650.051
2023-10-31,642.085
2023-11-30,724.56
2023-12-29,707.696
2024-01-31,701.116
2024-02-29,689.991
2024-03-29,775.071
2024-04-30,834.435
2024-05-31,908.397
2024-06-28,860.69
2024-07-31,890.287
2024-08-30,926.267
2024-09-30,943.236
2024-10-31,877.8
2024-11-29,868.478
2024-12-31,846.378
2025-01-31,907.592
2025-02-28,946.037
2025-03-31,1002.189
2025-04-30,1075.235
2025-05-30,1164.348
2025-06-30,1210.655
