Date,SPAIN SMALL VALUE Small Cap
2001-05-04,148.372
2001-05-07,147.98
2001-05-08,147.211
2001-05-09,146.572
2001-05-10,147.212
2001-05-11,146.293
2001-05-14,145.78
2001-05-15,146.803
2001-05-16,147.571
2001-05-17,147.084
2001-05-18,146.428
2001-05-21,146.033
2001-05-22,144.918
2001-05-23,143.706
2001-05-24,143.442
2001-05-25,143.093
2001-05-28,144.108
2001-05-29,142.793
2001-05-30,143.652
2001-05-31,142.57
2001-06-01,142.632
2001-06-04,143.566
2001-06-05,143.745
2001-06-06,143.341
2001-06-07,143.694
2001-06-08,143.686
2001-06-11,142.409
2001-06-12,143.244
2001-06-13,143.746
2001-06-14,145.495
2001-06-15,145.939
2001-06-18,144.764
2001-06-19,144.351
2001-06-20,142.89
2001-06-21,142.633
2001-06-22,143.158
2001-06-25,144.398
2001-06-26,144.345
2001-06-27,143.728
2001-06-28,141.899
2001-06-29,142.193
2001-07-02,143.031
2001-07-03,143.587
2001-07-04,143.506
2001-07-05,141.91
2001-07-06,142.215
2001-07-09,142.111
2001-07-10,143.51
2001-07-11,143.251
2001-07-12,141.696
2001-07-13,141.713
2001-07-16,142.517
2001-07-17,141.818
2001-07-18,145.444
2001-07-19,145.669
2001-07-20,146.254
2001-07-23,145.395
2001-07-24,146.439
2001-07-25,146.858
2001-07-26,146.336
2001-07-27,146.97
2001-07-30,147.797
2001-07-31,148.197
2001-08-01,149.4
2001-08-02,149.849
2001-08-03,150.722
2001-08-06,149.606
2001-08-07,148.991
2001-08-08,148.527
2001-08-09,149.847
2001-08-10,150.431
2001-08-13,151.407
2001-08-14,151.407
2001-08-15,153.718
2001-08-16,153.65
2001-08-17,154.392
2001-08-20,153.4
2001-08-21,153.939
2001-08-22,155.44
2001-08-23,154.384
2001-08-24,154.354
2001-08-27,153.427
2001-08-28,153.359
2001-08-29,153.551
2001-08-30,152.781
2001-08-31,152.35
2001-09-03,151.433
2001-09-04,148.796
2001-09-05,148.185
2001-09-06,147.636
2001-09-07,149.637
2001-09-10,147.652
2001-09-11,144.152
2001-09-12,142.997
2001-09-13,144.082
2001-09-14,143.175
2001-09-17,141.131
2001-09-18,141.408
2001-09-19,143.456
2001-09-20,140.716
2001-09-21,134.588
2001-09-24,137.011
2001-09-25,139.109
2001-09-26,140.746
2001-09-27,140.807
2001-09-28,140.461
2001-10-01,141.009
2001-10-02,142.502
2001-10-03,143.27
2001-10-04,143.173
2001-10-05,143.988
2001-10-08,143.876
2001-10-09,144.495
2001-10-10,143.581
2001-10-11,143.199
2001-10-12,143.834
2001-10-15,144.238
2001-10-16,145.184
2001-10-17,145.407
2001-10-18,144.587
2001-10-19,143.189
2001-10-22,142.925
2001-10-23,143.06
2001-10-24,143.755
2001-10-25,144.591
2001-10-26,144.787
2001-10-29,147.3
2001-10-30,146.554
2001-10-31,145.167
2001-11-01,145.983
2001-11-02,145.624
2001-11-05,145.289
2001-11-06,145.274
2001-11-07,145.986
2001-11-08,145.471
2001-11-09,145.486
2001-11-12,144.847
2001-11-13,143.855
2001-11-14,144.735
2001-11-15,144.57
2001-11-16,144.506
2001-11-19,145.858
2001-11-20,146.28
2001-11-21,145.29
2001-11-22,146.426
2001-11-23,146.425
2001-11-26,147.369
2001-11-27,147.777
2001-11-28,148.492
2001-11-29,148.708
2001-11-30,150.968
2001-12-03,149.877
2001-12-04,150.558
2001-12-05,150.536
2001-12-06,151.053
2001-12-07,150.296
2001-12-10,149.232
2001-12-11,149.286
2001-12-12,149.869
2001-12-13,149.03
2001-12-14,150.153
2001-12-17,151.144
2001-12-18,150.102
2001-12-19,149.961
2001-12-20,148.929
2001-12-21,147.828
2001-12-24,146.353
2001-12-25,146.353
2001-12-26,146.478
2001-12-27,147.289
2001-12-28,147.654
2001-12-31,149.147
2002-01-01,149.147
2002-01-02,151.487
2002-01-03,150.884
2002-01-04,149.752
2002-01-07,149.966
2002-01-08,150.226
2002-01-09,148.977
2002-01-10,149.169
2002-01-11,148.925
2002-01-14,148.981
2002-01-15,148.552
2002-01-16,147.96
2002-01-17,147.838
2002-01-18,148.543
2002-01-21,149.105
2002-01-22,149.7
2002-01-23,150.362
2002-01-24,151.044
2002-01-25,149.239
2002-01-28,149.409
2002-01-29,149.235
2002-01-30,149.508
2002-01-31,150.372
2002-02-01,150.346
2002-02-04,151.483
2002-02-05,151.618
2002-02-06,152.43
2002-02-07,152.415
2002-02-08,153.078
2002-02-11,154.876
2002-02-12,154.61
2002-02-13,154.325
2002-02-14,155.122
2002-02-15,156.019
2002-02-18,156.134
2002-02-19,156.714
2002-02-20,156.657
2002-02-21,156.984
2002-02-22,157.645
2002-02-25,156.812
2002-02-26,156.433
2002-02-27,156.369
2002-02-28,157.471
2002-03-01,158.161
2002-03-04,159.007
2002-03-05,159.337
2002-03-06,160.64
2002-03-07,163.213
2002-03-08,162.898
2002-03-11,163.979
2002-03-12,163.21
2002-03-13,162.898
2002-03-14,164.771
2002-03-15,165.224
2002-03-18,165.029
2002-03-19,166.955
2002-03-20,168.033
2002-03-21,167.334
2002-03-22,167.403
2002-03-25,166.996
2002-03-26,167.005
2002-03-27,166.864
2002-03-28,167.439
2002-03-29,167.439
2002-04-01,168.811
2002-04-02,169.432
2002-04-03,169.493
2002-04-04,169.339
2002-04-05,169.956
2002-04-08,168.398
2002-04-09,169.641
2002-04-10,171.335
2002-04-11,172.147
2002-04-12,171.582
2002-04-15,172.857
2002-04-16,175.064
2002-04-17,177.239
2002-04-18,177.613
2002-04-19,178.903
2002-04-22,178.911
2002-04-23,179.137
2002-04-24,181.245
2002-04-25,182.736
2002-04-26,182.319
2002-04-29,182.554
2002-04-30,183.458
2002-05-01,184.497
2002-05-02,183.457
2002-05-03,185.537
2002-05-06,186.189
2002-05-07,184.201
2002-05-08,184.508
2002-05-09,185.536
2002-05-10,186.541
2002-05-13,185.836
2002-05-14,184.636
2002-05-15,185.822
2002-05-16,186.385
2002-05-17,188.834
2002-05-20,188.3
2002-05-21,188.661
2002-05-22,190.436
2002-05-23,190.009
2002-05-24,190.711
2002-05-27,190.653
2002-05-28,194.7
2002-05-29,193.409
2002-05-30,193.338
2002-05-31,192.371
2002-06-03,194.406
2002-06-04,193.993
2002-06-05,190.697
2002-06-06,192.963
2002-06-07,193.274
2002-06-10,193.846
2002-06-11,195.344
2002-06-12,194.016
2002-06-13,192.237
2002-06-14,190.165
2002-06-17,189.305
2002-06-18,191.539
2002-06-19,191.05
2002-06-20,192.08
2002-06-21,191.821
2002-06-24,190.542
2002-06-25,190.095
2002-06-26,190.734
2002-06-27,189.727
2002-06-28,193.865
2002-07-01,194.934
2002-07-02,193.123
2002-07-03,192.371
2002-07-04,192.385
2002-07-05,194.679
2002-07-08,197.098
2002-07-09,197.699
2002-07-10,194.73
2002-07-11,192.699
2002-07-12,193.398
2002-07-15,193.226
2002-07-16,193.39
2002-07-17,193.608
2002-07-18,195.134
2002-07-19,194.393
2002-07-22,190.063
2002-07-23,186.078
2002-07-24,182.945
2002-07-25,186.393
2002-07-26,182.963
2002-07-29,184.597
2002-07-30,184.972
2002-07-31,183.499
2002-08-01,181.738
2002-08-02,181.909
2002-08-05,179.664
2002-08-06,175.084
2002-08-07,175.452
2002-08-08,177.263
2002-08-09,177.709
2002-08-12,177.457
2002-08-13,178.296
2002-08-14,179.621
2002-08-15,178.283
2002-08-16,180.493
2002-08-19,180.867
2002-08-20,179.244
2002-08-21,180.926
2002-08-22,181.358
2002-08-23,181.391
2002-08-26,182.298
2002-08-27,183.604
2002-08-28,181.286
2002-08-29,180.898
2002-08-30,181.183
2002-09-02,180.643
2002-09-03,181.026
2002-09-04,180.984
2002-09-05,179.741
2002-09-06,179.191
2002-09-09,178.871
2002-09-10,177.837
2002-09-11,177.522
2002-09-12,178.356
2002-09-13,177.168
2002-09-16,176.108
2002-09-17,174.565
2002-09-18,173.941
2002-09-19,173.567
2002-09-20,172.119
2002-09-23,170.659
2002-09-24,167.474
2002-09-25,167.084
2002-09-26,167.03
2002-09-27,167.561
2002-09-30,167.786
2002-10-01,166.103
2002-10-02,168.717
2002-10-03,169.293
2002-10-04,168.58
2002-10-07,168.074
2002-10-08,167.099
2002-10-09,167.77
2002-10-10,168.524
2002-10-11,170.48
2002-10-14,170.181
2002-10-15,172.25
2002-10-16,171.676
2002-10-17,172.632
2002-10-18,173.124
2002-10-21,174.204
2002-10-22,175.782
2002-10-23,174.734
2002-10-24,175.101
2002-10-25,176.182
2002-10-28,178.316
2002-10-29,177.225
2002-10-30,176.596
2002-10-31,179.319
2002-11-01,180.432
2002-11-04,182.53
2002-11-05,182.896
2002-11-06,182.334
2002-11-07,182.885
2002-11-08,184.744
2002-11-11,183.661
2002-11-12,184.179
2002-11-13,184.685
2002-11-14,185.026
2002-11-15,184.766
2002-11-18,186.103
2002-11-19,187.441
2002-11-20,185.066
2002-11-21,185.268
2002-11-22,185.174
2002-11-25,185.214
2002-11-26,184.728
2002-11-27,185.618
2002-11-28,187.006
2002-11-29,187.882
2002-12-02,188.9
2002-12-03,188.303
2002-12-04,188.781
2002-12-05,188.84
2002-12-06,190.228
2002-12-09,189.064
2002-12-10,188.732
2002-12-11,188.461
2002-12-12,188.895
2002-12-13,188.727
2002-12-16,190.239
2002-12-17,191.562
2002-12-18,190.149
2002-12-19,189.395
2002-12-20,191.312
2002-12-23,189.943
2002-12-24,190.729
2002-12-25,190.729
2002-12-26,191.21
2002-12-27,189.909
2002-12-30,190.92
2002-12-31,191.668
2003-01-01,191.668
2003-01-02,194.438
2003-01-03,196.001
2003-01-06,197.205
2003-01-07,194.239
2003-01-08,192.428
2003-01-09,194.734
2003-01-10,195.422
2003-01-13,196.208
2003-01-14,196.75
2003-01-15,196.918
2003-01-16,197.659
2003-01-17,199.187
2003-01-20,197.814
2003-01-21,197.847
2003-01-22,205.575
2003-01-23,208.474
2003-01-24,208.199
2003-01-27,203.056
2003-01-28,201.309
2003-01-29,200.801
2003-01-30,198.839
2003-01-31,198.145
2003-02-03,199.723
2003-02-04,200.55
2003-02-05,201.707
2003-02-06,201.508
2003-02-07,199.851
2003-02-10,197.64
2003-02-11,197.996
2003-02-12,197.561
2003-02-13,200.816
2003-02-14,200.585
2003-02-17,201.362
2003-02-18,202.333
2003-02-19,201.981
2003-02-20,204.144
2003-02-21,205.096
2003-02-24,204.074
2003-02-25,201.299
2003-02-26,202.063
2003-02-27,204.178
2003-02-28,206.262
2003-03-03,208.132
2003-03-04,205.509
2003-03-05,208.104
2003-03-06,206.339
2003-03-07,206.332
2003-03-10,206.231
2003-03-11,204.96
2003-03-12,202.902
2003-03-13,202.664
2003-03-14,205.494
2003-03-17,203.058
2003-03-18,202.028
2003-03-19,204.266
2003-03-20,204.368
2003-03-21,207.139
2003-03-24,206.86
2003-03-25,207.979
2003-03-26,207.072
2003-03-27,208.299
2003-03-28,208.108
2003-03-31,210.532
2003-04-01,211.498
2003-04-02,212.097
2003-04-03,212.091
2003-04-04,211.584
2003-04-07,212.911
2003-04-08,213.601
2003-04-09,215.909
2003-04-10,217.654
2003-04-11,216.142
2003-04-14,215.074
2003-04-15,213.84
2003-04-16,214.492
2003-04-17,215.278
2003-04-18,215.278
2003-04-21,214.35
2003-04-22,215.891
2003-04-23,216.949
2003-04-24,216.377
2003-04-25,215.495
2003-04-28,217.184
2003-04-29,217.35
2003-04-30,220.614
2003-05-01,222.641
2003-05-02,221.911
2003-05-05,223.663
2003-05-06,227.5
2003-05-07,226.916
2003-05-08,227.48
2003-05-09,228.603
2003-05-12,231.347
2003-05-13,230.346
2003-05-14,229.933
2003-05-15,229.326
2003-05-16,230.94
2003-05-19,231.936
2003-05-20,233.483
2003-05-21,232.729
2003-05-22,234.713
2003-05-23,238.218
2003-05-26,239.782
2003-05-27,240.701
2003-05-28,240.481
2003-05-29,243.253
2003-05-30,242.275
2003-06-02,245.327
2003-06-03,244.828
2003-06-04,246.912
2003-06-05,251.068
2003-06-06,252.695
2003-06-09,253.864
2003-06-10,251.818
2003-06-11,256.169
2003-06-12,255.438
2003-06-13,256.176
2003-06-16,257.02
2003-06-17,257.061
2003-06-18,256.551
2003-06-19,253.953
2003-06-20,254.772
2003-06-23,250.678
2003-06-24,250.104
2003-06-25,252.438
2003-06-26,248.983
2003-06-27,250.881
2003-06-30,252.189
2003-07-01,252.517
2003-07-02,254.704
2003-07-03,256.245
2003-07-04,258.381
2003-07-07,260.402
2003-07-08,259.252
2003-07-09,259.826
2003-07-10,259.455
2003-07-11,260.309
2003-07-14,261.896
2003-07-15,261.85
2003-07-16,262.374
2003-07-17,261.644
2003-07-18,260.614
2003-07-21,261.569
2003-07-22,262.206
2003-07-23,264.77
2003-07-24,268.482
2003-07-25,270.043
2003-07-28,269.9
2003-07-29,269.39
2003-07-30,267.053
2003-07-31,265.257
2003-08-01,264.015
2003-08-04,266.264
2003-08-05,267.092
2003-08-06,266.81
2003-08-07,267.153
2003-08-08,265.211
2003-08-11,265.673
2003-08-12,265.093
2003-08-13,266.42
2003-08-14,266.243
2003-08-15,266.054
2003-08-18,267.562
2003-08-19,265.975
2003-08-20,267.019
2003-08-21,264.442
2003-08-22,261.738
2003-08-25,262.76
2003-08-26,260.755
2003-08-27,261.804
2003-08-28,263.592
2003-08-29,264.304
2003-09-01,265.892
2003-09-02,264.539
2003-09-03,266.627
2003-09-04,266.718
2003-09-05,269.79
2003-09-08,272.524
2003-09-09,272.76
2003-09-10,272.18
2003-09-11,271.367
2003-09-12,273.944
2003-09-15,273.768
2003-09-16,271.629
2003-09-17,274.928
2003-09-18,277.326
2003-09-19,276.995
2003-09-22,274.717
2003-09-23,275.299
2003-09-24,275.458
2003-09-25,275.187
2003-09-26,271.794
2003-09-29,272.93
2003-09-30,274.363
2003-10-01,278.577
2003-10-02,278.254
2003-10-03,279.592
2003-10-06,281.575
2003-10-07,283.883
2003-10-08,285.478
2003-10-09,284.808
2003-10-10,285.787
2003-10-13,284.029
2003-10-14,283.782
2003-10-15,283.341
2003-10-16,283.493
2003-10-17,281.615
2003-10-20,282.943
2003-10-21,284.147
2003-10-22,283.723
2003-10-23,282.628
2003-10-24,285.321
2003-10-27,283.839
2003-10-28,283.498
2003-10-29,285.312
2003-10-30,288.322
2003-10-31,288.782
2003-11-03,287.461
2003-11-04,287.529
2003-11-05,287.532
2003-11-06,288.426
2003-11-07,291.383
2003-11-10,291.24
2003-11-11,292.385
2003-11-12,297.496
2003-11-13,301.478
2003-11-14,307.372
2003-11-17,302.064
2003-11-18,304.454
2003-11-19,305.068
2003-11-20,304.152
2003-11-21,305.783
2003-11-24,306.207
2003-11-25,309.02
2003-11-26,310.623
2003-11-27,311.278
2003-11-28,312.943
2003-12-01,314.833
2003-12-02,318.628
2003-12-03,318.872
2003-12-04,316.584
2003-12-05,320.076
2003-12-08,322.093
2003-12-09,322.868
2003-12-10,323.452
2003-12-11,322.32
2003-12-12,324.221
2003-12-15,326.902
2003-12-16,327.628
2003-12-17,330.084
2003-12-18,330.349
2003-12-19,329.306
2003-12-22,332.575
2003-12-23,334.169
2003-12-24,335.111
2003-12-25,335.111
2003-12-26,334.976
2003-12-29,337.451
2003-12-30,336.874
2003-12-31,339.105
2004-01-01,339.105
2004-01-02,341.767
2004-01-05,345.456
2004-01-06,347.528
2004-01-07,348.839
2004-01-08,350.04
2004-01-09,354.566
2004-01-12,354.646
2004-01-13,357.095
2004-01-14,354.993
2004-01-15,354.494
2004-01-16,350.475
2004-01-19,354.567
2004-01-20,361.096
2004-01-21,362.478
2004-01-22,364.106
2004-01-23,362.359
2004-01-26,357.591
2004-01-27,361.774
2004-01-28,362.06
2004-01-29,354.983
2004-01-30,355.561
2004-02-02,355.122
2004-02-03,356.607
2004-02-04,356.316
2004-02-05,362.499
2004-02-06,367.409
2004-02-09,368.32
2004-02-10,371.504
2004-02-11,371.348
2004-02-12,378.275
2004-02-13,381.851
2004-02-16,383.749
2004-02-17,388.126
2004-02-18,389.016
2004-02-19,383.637
2004-02-20,378.121
2004-02-23,378.302
2004-02-24,378.168
2004-02-25,375.636
2004-02-26,372.117
2004-02-27,374.452
2004-03-01,376.324
2004-03-02,371.385
2004-03-03,365.797
2004-03-04,368.945
2004-03-05,378.267
2004-03-08,377.942
2004-03-09,378.964
2004-03-10,373.421
2004-03-11,367.943
2004-03-12,362.564
2004-03-15,352.096
2004-03-16,361.825
2004-03-17,363.15
2004-03-18,364.612
2004-03-19,364.574
2004-03-22,360.177
2004-03-23,357.224
2004-03-24,356.266
2004-03-25,359.742
2004-03-26,359.033
2004-03-29,362.813
2004-03-30,364.736
2004-03-31,369.73
2004-04-01,374.986
2004-04-02,372.728
2004-04-05,369.347
2004-04-06,371.257
2004-04-07,374.02
2004-04-08,376.177
2004-04-09,376.177
2004-04-12,375.12
2004-04-13,372.214
2004-04-14,369.385
2004-04-15,370.127
2004-04-16,373.139
2004-04-19,370.929
2004-04-20,369.094
2004-04-21,364.133
2004-04-22,365.75
2004-04-23,366.522
2004-04-26,368.736
2004-04-27,369.428
2004-04-28,365.34
2004-04-29,365.977
2004-04-30,368.079
2004-05-03,368.526
2004-05-04,372.463
2004-05-05,373.13
2004-05-06,368.926
2004-05-07,362.519
2004-05-10,352.272
2004-05-11,352.276
2004-05-12,354.384
2004-05-13,351.062
2004-05-14,349.806
2004-05-17,348.189
2004-05-18,347.973
2004-05-19,356.455
2004-05-20,350.957
2004-05-21,353.812
2004-05-24,354.279
2004-05-25,356.164
2004-05-26,359.539
2004-05-27,366.57
2004-05-28,363.675
2004-05-31,363.818
2004-06-01,360.828
2004-06-02,363.392
2004-06-03,363.922
2004-06-04,368.097
2004-06-07,370.066
2004-06-08,370.41
2004-06-09,363.327
2004-06-10,361.958
2004-06-11,358.308
2004-06-14,358.248
2004-06-15,359.1
2004-06-16,359.298
2004-06-17,359.969
2004-06-18,361.981
2004-06-21,361.812
2004-06-22,361.251
2004-06-23,362.05
2004-06-24,363.239
2004-06-25,361.131
2004-06-28,367.62
2004-06-29,367.25
2004-06-30,369.09
2004-07-01,369.306
2004-07-02,373.126
2004-07-05,372.341
2004-07-06,371.169
2004-07-07,375.594
2004-07-08,376.219
2004-07-09,377.027
2004-07-12,377.665
2004-07-13,375.087
2004-07-14,374.561
2004-07-15,373.15
2004-07-16,375.11
2004-07-19,375.796
2004-07-20,373.662
2004-07-21,369.159
2004-07-22,369.236
2004-07-23,363.047
2004-07-26,362.552
2004-07-27,359.553
2004-07-28,356.534
2004-07-29,362.403
2004-07-30,361.613
2004-08-02,358.988
2004-08-03,361.657
2004-08-04,358.05
2004-08-05,358.886
2004-08-06,361.218
2004-08-09,360.297
2004-08-10,362.744
2004-08-11,358.449
2004-08-12,358.09
2004-08-13,359.056
2004-08-16,358.795
2004-08-17,363.132
2004-08-18,362.431
2004-08-19,365.968
2004-08-20,362.87
2004-08-23,363.435
2004-08-24,363.813
2004-08-25,362.423
2004-08-26,363.989
2004-08-27,363.244
2004-08-30,365.579
2004-08-31,367.386
2004-09-01,368.72
2004-09-02,369.46
2004-09-03,368.722
2004-09-06,372.055
2004-09-07,374.101
2004-09-08,376.136
2004-09-09,376.183
2004-09-10,381.135
2004-09-13,383.567
2004-09-14,383.348
2004-09-15,377.337
2004-09-16,377.628
2004-09-17,377.971
2004-09-20,376.831
2004-09-21,383.488
2004-09-22,381.212
2004-09-23,381.278
2004-09-24,386.015
2004-09-27,388.211
2004-09-28,389.002
2004-09-29,390.473
2004-09-30,392.425
2004-10-01,395.911
2004-10-04,393.309
2004-10-05,392.389
2004-10-06,391.564
2004-10-07,390.633
2004-10-08,392.353
2004-10-11,391.117
2004-10-12,388.827
2004-10-13,386.846
2004-10-14,388.87
2004-10-15,391.613
2004-10-18,393.081
2004-10-19,395.413
2004-10-20,397.739
2004-10-21,400.282
2004-10-22,400.887
2004-10-25,404.192
2004-10-26,407.688
2004-10-27,412.514
2004-10-28,414.661
2004-10-29,412.086
2004-11-01,412.879
2004-11-02,416.202
2004-11-03,421.07
2004-11-04,424.849
2004-11-05,429.573
2004-11-08,430.86
2004-11-09,429.928
2004-11-10,437.443
2004-11-11,440.703
2004-11-12,440.883
2004-11-15,434.581
2004-11-16,436.889
2004-11-17,443.343
2004-11-18,443.452
2004-11-19,447.587
2004-11-22,447.869
2004-11-23,450.369
2004-11-24,455.843
2004-11-25,460.468
2004-11-26,459.581
2004-11-29,456.87
2004-11-30,455.27
2004-12-01,459.034
2004-12-02,460.325
2004-12-03,466.225
2004-12-06,468.178
2004-12-07,467.088
2004-12-08,461.505
2004-12-09,457.73
2004-12-10,459.185
2004-12-13,463.364
2004-12-14,465.657
2004-12-15,470.096
2004-12-16,468.131
2004-12-17,469.725
2004-12-20,478.42
2004-12-21,477.653
2004-12-22,481.78
2004-12-23,486.543
2004-12-24,487.804
2004-12-27,489.126
2004-12-28,490.189
2004-12-29,492.735
2004-12-30,495.012
2004-12-31,493.651
2005-01-03,494.59
2005-01-04,491.74
2005-01-05,486.69
2005-01-06,482.859
2005-01-07,478.638
2005-01-10,481.684
2005-01-11,484.329
2005-01-12,488.246
2005-01-13,489.249
2005-01-14,483.998
2005-01-17,486.156
2005-01-18,485.747
2005-01-19,487.022
2005-01-20,483.329
2005-01-21,487.179
2005-01-24,486.179
2005-01-25,485.731
2005-01-26,494.753
2005-01-27,496.434
2005-01-28,499.164
2005-01-31,505.305
2005-02-01,508.547
2005-02-02,514.97
2005-02-03,515.928
2005-02-04,524.924
2005-02-07,517.499
2005-02-08,519.164
2005-02-09,521.604
2005-02-10,526.088
2005-02-11,532.017
2005-02-14,538.791
2005-02-15,541.478
2005-02-16,546.612
2005-02-17,553.684
2005-02-18,552.241
2005-02-21,547.771
2005-02-22,548.135
2005-02-23,547.04
2005-02-24,553.995
2005-02-25,552.264
2005-02-28,556.269
2005-03-01,554.873
2005-03-02,548.478
2005-03-03,546.804
2005-03-04,554.476
2005-03-07,554.637
2005-03-08,557.407
2005-03-09,555.757
2005-03-10,550.139
2005-03-11,554.136
2005-03-14,546.043
2005-03-15,545.752
2005-03-16,542.064
2005-03-17,540.562
2005-03-18,539.602
2005-03-21,534.004
2005-03-22,537.643
2005-03-23,527.837
2005-03-24,531.062
2005-03-25,531.062
2005-03-28,527.335
2005-03-29,527.417
2005-03-30,533.264
2005-03-31,535.167
2005-04-01,535.092
2005-04-04,525.397
2005-04-05,528.335
2005-04-06,531.873
2005-04-07,536.683
2005-04-08,535.94
2005-04-11,539.845
2005-04-12,536.344
2005-04-13,541.094
2005-04-14,533.58
2005-04-15,529.618
2005-04-18,523.21
2005-04-19,525.559
2005-04-20,527.854
2005-04-21,532.268
2005-04-22,531.334
2005-04-25,527.379
2005-04-26,526.87
2005-04-27,523.277
2005-04-28,519.912
2005-04-29,517.076
2005-05-02,519.124
2005-05-03,521.498
2005-05-04,523.355
2005-05-05,522.039
2005-05-06,519.58
2005-05-09,517.455
2005-05-10,518.77
2005-05-11,517.972
2005-05-12,518.052
2005-05-13,517.885
2005-05-16,520.007
2005-05-17,518.457
2005-05-18,524.794
2005-05-19,525.163
2005-05-20,521.941
2005-05-23,525.281
2005-05-24,525.535
2005-05-25,528.382
2005-05-26,529.637
2005-05-27,529.142
2005-05-30,533.292
2005-05-31,528.014
2005-06-01,529.923
2005-06-02,528.744
2005-06-03,529.734
2005-06-06,531.464
2005-06-07,536.58
2005-06-08,533.479
2005-06-09,528.27
2005-06-10,531.134
2005-06-13,529.2
2005-06-14,529.637
2005-06-15,527.337
2005-06-16,531.087
2005-06-17,539.257
2005-06-20,533.187
2005-06-21,535.547
2005-06-22,537.522
2005-06-23,536.636
2005-06-24,537.554
2005-06-27,537.504
2005-06-28,538.199
2005-06-29,539.034
2005-06-30,539.306
2005-07-01,538.142
2005-07-04,535.938
2005-07-05,535.349
2005-07-06,536.9
2005-07-07,529.37
2005-07-08,534.609
2005-07-11,546.004
2005-07-12,553.133
2005-07-13,549.908
2005-07-14,549.113
2005-07-15,544.306
2005-07-18,548.01
2005-07-19,548.233
2005-07-20,550.084
2005-07-21,555.778
2005-07-22,559.555
2005-07-25,556.376
2005-07-26,553.467
2005-07-27,557.606
2005-07-28,557.88
2005-07-29,559.997
2005-08-01,565.952
2005-08-02,564.759
2005-08-03,571.829
2005-08-04,572.53
2005-08-05,570.533
2005-08-08,576.554
2005-08-09,576.651
2005-08-10,582.051
2005-08-11,584.816
2005-08-12,583.2
2005-08-15,581.185
2005-08-16,576.923
2005-08-17,572.547
2005-08-18,564.961
2005-08-19,565.249
2005-08-22,571.476
2005-08-23,566.315
2005-08-24,566.712
2005-08-25,563.925
2005-08-26,562.594
2005-08-29,559.059
2005-08-30,555.02
2005-08-31,563.636
2005-09-01,574.944
2005-09-02,578.262
2005-09-05,579.962
2005-09-06,584.351
2005-09-07,588.222
2005-09-08,586.435
2005-09-09,587.411
2005-09-12,581.633
2005-09-13,575.7
2005-09-14,576.463
2005-09-15,574.527
2005-09-16,574.894
2005-09-19,571.844
2005-09-20,572.424
2005-09-21,570.627
2005-09-22,565.978
2005-09-23,564.736
2005-09-26,565.425
2005-09-27,563.619
2005-09-28,567.273
2005-09-29,570.512
2005-09-30,577.868
2005-10-03,572.297
2005-10-04,572.414
2005-10-05,571.814
2005-10-06,577.184
2005-10-07,576.099
2005-10-10,572.999
2005-10-11,572.932
2005-10-12,573.981
2005-10-13,560.255
2005-10-14,565.591
2005-10-17,561.669
2005-10-18,555.151
2005-10-19,544.828
2005-10-20,542.939
2005-10-21,541.543
2005-10-24,548.38
2005-10-25,551.855
2005-10-26,548.923
2005-10-27,547.736
2005-10-28,546.798
2005-10-31,547.495
2005-11-01,549.794
2005-11-02,553.58
2005-11-03,552.38
2005-11-04,539.375
2005-11-07,542.635
2005-11-08,540.4
2005-11-09,539.476
