Date,CANADA IMI GROWTH IMI (Large+Mid+Small Cap)
2005-11-08,637.937
2005-11-09,640.43
2005-11-10,632.475
2005-11-11,638.966
2005-11-14,635.634
2005-11-15,632.012
2005-11-16,641.018
2005-11-17,642.912
2005-11-18,640.808
2005-11-21,652.015
2005-11-22,659.899
2005-11-23,660.961
2005-11-24,666.047
2005-11-25,665.588
2005-11-28,660.421
2005-11-29,658.71
2005-11-30,654.012
2005-12-01,666.87
2005-12-02,671.629
2005-12-05,674.981
2005-12-06,683.709
2005-12-07,686.977
2005-12-08,691.443
2005-12-09,688.609
2005-12-12,691.545
2005-12-13,696.725
2005-12-14,694.078
2005-12-15,690.486
2005-12-16,690.538
2005-12-19,687.883
2005-12-20,683.272
2005-12-21,686.121
2005-12-22,691.405
2005-12-23,691.556
2005-12-26,691.556
2005-12-27,687.872
2005-12-28,695.398
2005-12-29,697.682
2005-12-30,693.768
2006-01-02,693.768
2006-01-03,715.124
2006-01-04,723.928
2006-01-05,716.406
2006-01-06,725.216
2006-01-09,719.153
2006-01-10,724.011
2006-01-11,725.613
2006-01-12,722.931
2006-01-13,724.849
2006-01-16,736.631
2006-01-17,731.35
2006-01-18,716.486
2006-01-19,734.791
2006-01-20,739.223
2006-01-23,752.671
2006-01-24,744.959
2006-01-25,746.955
2006-01-26,753.43
2006-01-27,765.361
2006-01-30,775.517
2006-01-31,776.72
2006-02-01,779.179
2006-02-02,774.189
2006-02-03,771.651
2006-02-06,785.077
2006-02-07,757.957
2006-02-08,749.357
2006-02-09,749.188
2006-02-10,734.567
2006-02-13,721.128
2006-02-14,729.268
2006-02-15,722.448
2006-02-16,732.688
2006-02-17,743.206
2006-02-20,756.193
2006-02-21,754.347
2006-02-22,745.837
2006-02-23,737.467
2006-02-24,745.191
2006-02-27,739.75
2006-02-28,741.375
2006-03-01,753.747
2006-03-02,768.586
2006-03-03,769.838
2006-03-06,759.903
2006-03-07,746.717
2006-03-08,730.849
2006-03-09,729.698
2006-03-10,733.915
2006-03-13,740.896
2006-03-14,750.055
2006-03-15,758.883
2006-03-16,761.088
2006-03-17,750.897
2006-03-20,740.111
2006-03-21,741.393
2006-03-22,743.407
2006-03-23,746.027
2006-03-24,754.43
2006-03-27,749.449
2006-03-28,748.681
2006-03-29,758.77
2006-03-30,770.545
2006-03-31,760.244
2006-04-03,766.558
2006-04-04,769.834
2006-04-05,783.9
2006-04-06,794.235
2006-04-07,788.752
2006-04-10,793.688
2006-04-11,784.295
2006-04-12,783.619
2006-04-13,787.018
2006-04-14,787.018
2006-04-17,799.455
2006-04-18,814.631
2006-04-19,823.699
2006-04-20,803.442
2006-04-21,817.581
2006-04-24,808.09
2006-04-25,811.172
2006-04-26,810.564
2006-04-27,801.19
2006-04-28,808.672
2006-05-01,818.47
2006-05-02,830.265
2006-05-03,822.936
2006-05-04,823.492
2006-05-05,830.711
2006-05-08,825.847
2006-05-09,842.549
2006-05-10,840.268
2006-05-11,830.284
2006-05-12,810.82
2006-05-15,780.012
2006-05-16,778.96
2006-05-17,764.413
2006-05-18,746.574
2006-05-19,745.865
2006-05-22,750.192
2006-05-23,753.382
2006-05-24,735.522
2006-05-25,767.12
2006-05-26,773.933
2006-05-29,787.476
2006-05-30,775.117
2006-05-31,779.099
2006-06-01,786.584
2006-06-02,794.827
2006-06-05,774.634
2006-06-06,759.552
2006-06-07,743.709
2006-06-08,731.008
2006-06-09,738.608
2006-06-12,721.772
2006-06-13,695.602
2006-06-14,704.759
2006-06-15,726.39
2006-06-16,722.79
2006-06-19,701.125
2006-06-20,707.215
2006-06-21,727.12
2006-06-22,722.764
2006-06-23,731.822
2006-06-26,741.1
2006-06-27,734.88
2006-06-28,736.411
2006-06-29,760.419
2006-06-30,770.801
2006-07-03,771.217
2006-07-04,787.325
2006-07-05,774.479
2006-07-06,772.903
2006-07-07,768.089
2006-07-10,757.137
2006-07-11,763.91
2006-07-12,759.501
2006-07-13,750.341
2006-07-14,757.219
2006-07-17,740.725
2006-07-18,739.302
2006-07-19,748.898
2006-07-20,734.057
2006-07-21,724.209
2006-07-24,738.702
2006-07-25,753.273
2006-07-26,762.973
2006-07-27,762.095
2006-07-28,770.307
2006-07-31,773.041
2006-08-01,778.406
2006-08-02,793.713
2006-08-03,788.09
2006-08-04,785.876
2006-08-07,791.666
2006-08-08,796.662
2006-08-09,798.487
2006-08-10,790.889
2006-08-11,790.025
2006-08-14,776.836
2006-08-15,785.683
2006-08-16,792.731
2006-08-17,789.542
2006-08-18,786.504
2006-08-21,799.267
2006-08-22,807.02
2006-08-23,808.123
2006-08-24,800.585
2006-08-25,804.52
2006-08-28,803.921
2006-08-29,797.408
2006-08-30,798.638
2006-08-31,801.247
2006-09-01,811.573
2006-09-04,811.133
2006-09-05,813.138
2006-09-06,800.488
2006-09-07,788.428
2006-09-08,775.196
2006-09-11,750.595
2006-09-12,751.134
2006-09-13,757.721
2006-09-14,747.3
2006-09-15,743.404
2006-09-18,756.636
2006-09-19,744.159
2006-09-20,733.94
2006-09-21,737.894
2006-09-22,735.639
2006-09-25,733.51
2006-09-26,744.477
2006-09-27,758.118
2006-09-28,762.802
2006-09-29,759.882
2006-10-02,754.07
2006-10-03,725.652
2006-10-04,730.031
2006-10-05,745.361
2006-10-06,741.224
2006-10-09,744.494
2006-10-10,746.373
2006-10-11,731.857
2006-10-12,743.076
2006-10-13,760.088
2006-10-16,773.423
2006-10-17,765.731
2006-10-18,765.589
2006-10-19,776.268
2006-10-20,778.731
2006-10-23,784.844
2006-10-24,789.813
2006-10-25,806.321
2006-10-26,802.38
2006-10-27,803.54
2006-10-30,800.282
2006-10-31,807.828
2006-11-01,789.447
2006-11-02,790.044
2006-11-03,804.121
2006-11-06,810.874
2006-11-07,811.476
2006-11-08,817.985
2006-11-09,822.419
2006-11-10,815.555
2006-11-13,810.692
2006-11-14,805.076
2006-11-15,810.071
2006-11-16,801.588
2006-11-17,800.157
2006-11-20,801.732
2006-11-21,816.485
2006-11-22,818.471
2006-11-23,824.828
2006-11-24,830.708
2006-11-27,825.589
2006-11-28,827.013
2006-11-29,837.641
2006-11-30,845.785
2006-12-01,845.043
2006-12-04,849.058
2006-12-05,855.341
2006-12-06,851.35
2006-12-07,847.322
2006-12-08,845.107
2006-12-11,843.719
2006-12-12,837.085
2006-12-13,842.222
2006-12-14,847.833
2006-12-15,832.184
2006-12-18,825.609
2006-12-19,829.617
2006-12-20,834.146
2006-12-21,823.699
2006-12-22,820.536
2006-12-25,820.536
2006-12-26,818.732
2006-12-27,829.011
2006-12-28,835.169
2006-12-29,832.305
2007-01-01,832.305
2007-01-02,834.477
2007-01-03,810.15
2007-01-04,795.028
2007-01-05,792.591
2007-01-08,798.579
2007-01-09,788.734
2007-01-10,789.573
2007-01-11,794.629
2007-01-12,814.204
2007-01-15,822.529
2007-01-16,814.253
2007-01-17,813.717
2007-01-18,805.282
2007-01-19,815.655
2007-01-22,814.223
2007-01-23,829.712
2007-01-24,836.912
2007-01-25,831.333
2007-01-26,831.175
2007-01-29,827.907
2007-01-30,834.229
2007-01-31,837.857
2007-02-01,848.573
2007-02-02,841.239
2007-02-05,845.071
2007-02-06,845.785
2007-02-07,842.448
2007-02-08,846.636
2007-02-09,845.529
2007-02-12,841.56
2007-02-13,856.858
2007-02-14,859.485
2007-02-15,868.315
2007-02-16,872.498
2007-02-19,870.305
2007-02-20,868.105
2007-02-21,873.899
2007-02-22,873.963
2007-02-23,877.822
2007-02-26,882.763
2007-02-27,848.512
2007-02-28,846.545
2007-03-01,841.895
2007-03-02,826.891
2007-03-05,813.156
2007-03-06,829.342
2007-03-07,836.239
2007-03-08,839.474
2007-03-09,842.281
2007-03-12,845.915
2007-03-13,826.143
2007-03-14,823.864
2007-03-15,828.236
2007-03-16,824.454
2007-03-19,836.597
2007-03-20,840.089
2007-03-21,857.29
2007-03-22,857.756
2007-03-23,864.176
2007-03-26,869.894
2007-03-27,863.887
2007-03-28,866.847
2007-03-29,870.16
2007-03-30,868.351
2007-04-02,876.032
2007-04-03,883.293
2007-04-04,892.14
2007-04-05,896.675
2007-04-06,896.675
2007-04-09,900.025
2007-04-10,899.994
2007-04-11,898.292
2007-04-12,913.415
2007-04-13,921.356
2007-04-16,928.926
2007-04-17,926.598
2007-04-18,930.384
2007-04-19,916.652
2007-04-20,925.881
2007-04-23,924.241
2007-04-24,919.964
2007-04-25,930.705
2007-04-26,919.56
2007-04-27,929.508
2007-04-30,919.258
2007-05-01,916.55
2007-05-02,934.642
2007-05-03,947.473
2007-05-04,952.069
2007-05-07,955.179
2007-05-08,958.593
2007-05-09,958.132
2007-05-10,950.328
2007-05-11,958.263
2007-05-14,952.619
2007-05-15,961.161
2007-05-16,964.003
2007-05-17,973.949
2007-05-18,983.661
2007-05-21,988.922
2007-05-22,986.836
2007-05-23,991.592
2007-05-24,972.022
2007-05-25,984.689
2007-05-28,987.685
2007-05-29,985.332
2007-05-30,993.298
2007-05-31,1000.0
2007-06-01,1012.278
2007-06-04,1024.994
2007-06-05,1022.992
2007-06-06,1009.639
2007-06-07,987.44
2007-06-08,993.505
2007-06-11,996.066
2007-06-12,984.977
2007-06-13,992.638
2007-06-14,1009.494
2007-06-15,1028.764
2007-06-18,1023.658
2007-06-19,1028.555
2007-06-20,1011.215
2007-06-21,1018.635
2007-06-22,1010.809
2007-06-25,990.092
2007-06-26,972.924
2007-06-27,980.686
2007-06-28,986.862
2007-06-29,1005.519
2007-07-02,1015.35
2007-07-03,1020.217
2007-07-04,1025.142
2007-07-05,1027.192
2007-07-06,1042.929
2007-07-09,1049.151
2007-07-10,1040.743
2007-07-11,1039.088
2007-07-12,1060.741
2007-07-13,1074.463
2007-07-16,1062.836
2007-07-17,1065.858
2007-07-18,1089.698
2007-07-19,1096.542
2007-07-20,1091.066
2007-07-23,1079.61
2007-07-24,1046.714
2007-07-25,1043.828
2007-07-26,1016.85
2007-07-27,1006.451
2007-07-30,1012.233
2007-07-31,1009.366
2007-08-01,999.541
2007-08-02,1018.171
2007-08-03,998.934
2007-08-06,999.978
2007-08-07,994.246
2007-08-08,1017.873
2007-08-09,989.314
2007-08-10,988.54
2007-08-13,992.26
2007-08-14,965.267
2007-08-15,932.851
2007-08-16,909.558
2007-08-17,936.384
2007-08-20,947.715
2007-08-21,956.2
2007-08-22,975.314
2007-08-23,978.583
2007-08-24,987.927
2007-08-27,982.477
2007-08-28,953.362
2007-08-29,974.458
2007-08-30,974.463
2007-08-31,995.341
2007-09-03,1000.733
2007-09-04,1010.436
2007-09-05,1004.326
2007-09-06,1020.214
2007-09-07,1007.716
2007-09-10,1001.742
2007-09-11,1021.285
2007-09-12,1035.449
2007-09-13,1050.303
2007-09-14,1052.502
2007-09-17,1052.45
2007-09-18,1078.574
2007-09-19,1074.668
2007-09-20,1087.332
2007-09-21,1098.266
2007-09-24,1096.585
2007-09-25,1097.258
2007-09-26,1092.132
2007-09-27,1107.558
2007-09-28,1114.941
2007-10-01,1124.522
2007-10-02,1109.996
2007-10-03,1100.679
2007-10-04,1108.773
2007-10-05,1143.836
2007-10-08,1138.613
2007-10-09,1146.186
2007-10-10,1151.544
2007-10-11,1157.435
2007-10-12,1164.982
2007-10-15,1163.595
2007-10-16,1153.486
2007-10-17,1165.839
2007-10-18,1182.266
2007-10-19,1164.154
2007-10-22,1146.442
2007-10-23,1170.567
2007-10-24,1170.305
2007-10-25,1181.294
2007-10-26,1202.569
2007-10-29,1226.926
2007-10-30,1207.712
2007-10-31,1244.956
2007-11-01,1219.806
2007-11-02,1245.334
2007-11-05,1239.333
2007-11-06,1266.54
2007-11-07,1261.359
2007-11-08,1246.013
2007-11-09,1199.495
2007-11-12,1130.623
2007-11-13,1145.7
2007-11-14,1162.838
2007-11-15,1115.413
2007-11-16,1122.234
2007-11-19,1096.168
2007-11-20,1112.324
2007-11-21,1090.035
2007-11-22,1101.858
2007-11-23,1110.628
2007-11-26,1099.969
2007-11-27,1087.861
2007-11-28,1110.252
2007-11-29,1110.328
2007-11-30,1094.165
2007-12-03,1089.374
2007-12-04,1075.491
2007-12-05,1090.516
2007-12-06,1108.943
2007-12-07,1117.835
2007-12-10,1125.402
2007-12-11,1095.237
2007-12-12,1109.992
2007-12-13,1096.471
2007-12-14,1092.251
2007-12-17,1072.734
2007-12-18,1070.456
2007-12-19,1083.987
2007-12-20,1097.894
2007-12-21,1132.633
2007-12-24,1145.425
2007-12-25,1145.425
2007-12-26,1151.075
2007-12-27,1154.908
2007-12-28,1173.746
2007-12-31,1159.445
2008-01-01,1159.445
2008-01-02,1169.208
2008-01-03,1184.405
2008-01-04,1151.709
2008-01-07,1130.084
2008-01-08,1133.572
2008-01-09,1126.582
2008-01-10,1121.863
2008-01-11,1112.306
2008-01-14,1128.395
2008-01-15,1089.051
2008-01-16,1049.888
2008-01-17,1017.517
2008-01-18,1018.466
2008-01-21,959.27
2008-01-22,1012.129
2008-01-23,993.595
2008-01-24,1045.357
2008-01-25,1053.566
2008-01-28,1063.975
2008-01-29,1071.565
2008-01-30,1072.759
2008-01-31,1072.469
2008-02-01,1093.341
2008-02-04,1097.278
2008-02-05,1053.85
2008-02-06,1049.002
2008-02-07,1043.808
2008-02-08,1072.148
2008-02-11,1085.859
2008-02-12,1085.777
2008-02-13,1102.687
2008-02-14,1105.69
2008-02-15,1099.795
2008-02-18,1094.01
2008-02-19,1113.488
2008-02-20,1116.891
2008-02-21,1123.355
2008-02-22,1125.72
2008-02-25,1157.737
2008-02-26,1175.068
2008-02-27,1184.131
2008-02-28,1209.673
2008-02-29,1177.436
2008-03-03,1171.142
2008-03-04,1164.735
2008-03-05,1182.802
2008-03-06,1172.044
2008-03-07,1155.991
2008-03-10,1113.555
2008-03-11,1152.089
2008-03-12,1151.787
2008-03-13,1179.702
2008-03-14,1163.328
2008-03-17,1122.32
2008-03-18,1136.071
2008-03-19,1074.249
2008-03-20,1049.265
2008-03-21,1049.265
2008-03-24,1074.283
2008-03-25,1109.854
2008-03-26,1125.68
2008-03-27,1122.467
2008-03-28,1113.003
2008-03-31,1102.193
2008-04-01,1099.335
2008-04-02,1124.941
2008-04-03,1141.183
2008-04-04,1159.875
2008-04-07,1161.825
2008-04-08,1162.786
2008-04-09,1164.602
2008-04-10,1181.023
2008-04-11,1158.09
2008-04-14,1171.231
2008-04-15,1189.013
2008-04-16,1236.36
2008-04-17,1222.776
2008-04-18,1234.304
2008-04-21,1250.963
2008-04-22,1244.291
2008-04-23,1209.842
2008-04-24,1190.363
2008-04-25,1215.652
2008-04-28,1200.704
2008-04-29,1173.726
2008-04-30,1192.931
2008-05-01,1182.036
2008-05-02,1206.88
2008-05-05,1225.204
2008-05-06,1252.332
2008-05-07,1254.234
2008-05-08,1276.604
2008-05-09,1270.78
2008-05-12,1292.279
2008-05-13,1289.578
2008-05-14,1285.476
2008-05-15,1306.129
2008-05-16,1330.775
2008-05-19,1337.815
2008-05-20,1355.162
2008-05-21,1335.255
2008-05-22,1331.828
2008-05-23,1319.577
2008-05-26,1321.886
2008-05-27,1289.054
2008-05-28,1311.087
2008-05-29,1302.403
2008-05-30,1305.974
2008-06-02,1310.523
2008-06-03,1293.28
2008-06-04,1276.5
2008-06-05,1303.428
2008-06-06,1316.497
2008-06-09,1314.975
2008-06-10,1288.409
2008-06-11,1300.624
2008-06-12,1276.86
2008-06-13,1288.064
2008-06-16,1310.12
2008-06-17,1330.079
2008-06-18,1336.205
2008-06-19,1314.492
2008-06-20,1292.003
2008-06-23,1314.712
2008-06-24,1284.292
2008-06-25,1280.069
2008-06-26,1273.829
2008-06-27,1284.428
2008-06-30,1295.324
2008-07-01,1284.562
2008-07-02,1246.766
2008-07-03,1247.364
2008-07-04,1235.338
2008-07-07,1203.61
2008-07-08,1205.671
2008-07-09,1200.097
2008-07-10,1225.199
2008-07-11,1228.808
2008-07-14,1255.89
2008-07-15,1225.962
2008-07-16,1214.869
2008-07-17,1195.019
2008-07-18,1193.051
2008-07-21,1218.161
2008-07-22,1193.492
2008-07-23,1154.825
2008-07-24,1131.595
2008-07-25,1146.123
2008-07-28,1136.78
2008-07-29,1122.907
2008-07-30,1167.82
2008-07-31,1149.074
2008-08-01,1137.453
2008-08-04,1133.263
2008-08-05,1072.95
2008-08-06,1097.783
2008-08-07,1095.493
2008-08-08,1059.976
2008-08-11,1043.238
2008-08-12,1048.066
2008-08-13,1080.357
2008-08-14,1075.616
2008-08-15,1038.998
2008-08-18,1047.759
2008-08-19,1056.716
2008-08-20,1089.751
2008-08-21,1135.313
2008-08-22,1114.214
2008-08-25,1099.989
2008-08-26,1109.488
2008-08-27,1124.261
2008-08-28,1126.942
2008-08-29,1117.019
2008-09-01,1107.562
2008-09-02,1049.752
2008-09-03,1029.395
2008-09-04,997.27
2008-09-05,1003.261
2008-09-08,972.186
2008-09-09,916.912
2008-09-10,948.033
2008-09-11,956.839
2008-09-12,995.791
2008-09-15,936.253
2008-09-16,943.185
2008-09-17,927.152
2008-09-18,933.736
2008-09-19,1029.727
2008-09-22,1029.292
2008-09-23,1005.52
2008-09-24,1001.975
2008-09-25,1001.414
2008-09-26,944.573
2008-09-29,865.415
2008-09-30,877.344
2008-10-01,868.256
2008-10-02,767.104
2008-10-03,759.475
2008-10-06,696.527
2008-10-07,674.086
2008-10-08,694.945
2008-10-09,658.874
2008-10-10,587.109
2008-10-13,602.421
2008-10-14,665.329
2008-10-15,590.49
2008-10-16,575.965
2008-10-17,599.524
2008-10-20,647.136
2008-10-21,600.711
2008-10-22,538.666
2008-10-23,539.7
2008-10-24,538.607
2008-10-27,483.489
2008-10-28,525.655
2008-10-29,587.453
2008-10-30,620.354
2008-10-31,613.521
2008-11-03,616.486
2008-11-04,674.799
2008-11-05,656.364
2008-11-06,605.684
2008-11-07,612.721
2008-11-10,619.315
2008-11-11,590.784
2008-11-12,539.411
2008-11-13,571.236
2008-11-14,550.57
2008-11-17,530.202
2008-11-18,539.54
2008-11-19,515.322
2008-11-20,450.489
2008-11-21,500.676
2008-11-24,536.144
2008-11-25,535.036
2008-11-26,560.725
2008-11-27,565.656
2008-11-28,592.662
2008-12-01,526.249
2008-12-02,528.398
2008-12-03,520.616
2008-12-04,499.729
2008-12-05,492.057
2008-12-08,540.132
2008-12-09,534.009
2008-12-10,560.713
2008-12-11,557.747
2008-12-12,562.029
2008-12-15,565.026
2008-12-16,593.51
2008-12-17,605.883
2008-12-18,584.268
2008-12-19,580.661
2008-12-22,556.291
2008-12-23,563.713
2008-12-24,562.29
2008-12-25,562.29
2008-12-26,559.689
2008-12-29,584.758
2008-12-30,594.336
2008-12-31,599.503
2009-01-01,599.503
2009-01-02,625.993
2009-01-05,644.368
2009-01-06,660.795
2009-01-07,627.45
2009-01-08,640.341
2009-01-09,627.463
2009-01-12,598.233
2009-01-13,598.705
2009-01-14,572.593
2009-01-15,582.063
2009-01-16,597.005
2009-01-19,586.905
2009-01-20,564.669
2009-01-21,577.661
2009-01-22,565.93
2009-01-23,590.03
2009-01-26,602.108
2009-01-27,600.465
2009-01-28,618.794
2009-01-29,610.596
2009-01-30,594.289
2009-02-02,591.964
2009-02-03,588.698
2009-02-04,602.971
2009-02-05,616.125
2009-02-06,621.099
2009-02-09,631.325
2009-02-10,616.816
2009-02-11,597.443
2009-02-12,599.784
2009-02-13,597.658
2009-02-16,596.143
2009-02-17,569.591
2009-02-18,560.35
2009-02-19,558.174
2009-02-20,543.407
2009-02-23,526.015
2009-02-24,534.172
2009-02-25,529.979
2009-02-26,550.749
2009-02-27,537.772
2009-03-02,498.394
2009-03-03,497.443
2009-03-04,510.388
2009-03-05,505.354
2009-03-06,501.68
2009-03-09,496.87
2009-03-10,515.126
2009-03-11,525.88
2009-03-12,538.222
2009-03-13,546.159
2009-03-16,549.517
2009-03-17,558.778
2009-03-18,565.854
2009-03-19,595.65
2009-03-20,580.055
2009-03-23,608.491
2009-03-24,603.182
2009-03-25,602.903
2009-03-26,614.498
2009-03-27,597.85
2009-03-30,577.826
2009-03-31,581.455
2009-04-01,594.16
2009-04-02,610.903
2009-04-03,613.278
2009-04-06,607.194
2009-04-07,594.809
2009-04-08,605.387
2009-04-09,623.746
2009-04-10,623.746
2009-04-13,630.579
2009-04-14,632.858
2009-04-15,633.255
2009-04-16,637.451
2009-04-17,637.058
2009-04-20,612.532
2009-04-21,611.507
2009-04-22,619.71
2009-04-23,633.817
2009-04-24,652.857
2009-04-27,643.31
2009-04-28,633.511
2009-04-29,646.029
2009-04-30,647.751
2009-05-01,661.447
2009-05-04,695.323
2009-05-05,694.187
2009-05-06,713.811
2009-05-07,707.854
2009-05-08,731.451
2009-05-11,723.707
2009-05-12,724.776
2009-05-13,701.007
2009-05-14,703.963
2009-05-15,704.684
2009-05-18,706.739
2009-05-19,734.821
2009-05-20,757.413
2009-05-21,733.421
2009-05-22,749.732
2009-05-25,752.664
2009-05-26,769.017
2009-05-27,766.901
2009-05-28,786.91
2009-05-29,797.642
2009-06-01,823.227
2009-06-02,824.299
2009-06-03,785.412
2009-06-04,798.015
2009-06-05,794.518
2009-06-08,782.637
2009-06-09,795.636
2009-06-10,797.367
2009-06-11,814.46
2009-06-12,793.557
2009-06-15,762.687
2009-06-16,756.584
2009-06-17,728.95
2009-06-18,736.44
2009-06-19,743.726
2009-06-22,691.577
2009-06-23,705.448
2009-06-24,724.639
2009-06-25,735.27
2009-06-26,741.021
2009-06-29,740.855
2009-06-30,732.598
2009-07-01,741.085
2009-07-02,724.485
2009-07-03,725.734
2009-07-06,700.117
2009-07-07,692.627
2009-07-08,675.938
2009-07-09,685.835
2009-07-10,680.391
2009-07-13,688.218
2009-07-14,703.791
2009-07-15,733.072
2009-07-16,743.871
2009-07-17,752.67
2009-07-20,774.944
2009-07-21,775.347
2009-07-22,767.55
2009-07-23,791.595
2009-07-24,791.836
2009-07-27,793.299
2009-07-28,772.402
2009-07-29,759.793
2009-07-30,781.586
2009-07-31,791.515
2009-08-03,803.028
2009-08-04,821.066
2009-08-05,820.277
2009-08-06,808.385
2009-08-07,798.934
2009-08-10,792.036
2009-08-11,771.074
2009-08-12,779.776
2009-08-13,798.128
2009-08-14,791.432
2009-08-17,753.236
2009-08-18,770.607
2009-08-19,772.937
2009-08-20,778.963
2009-08-21,800.296
2009-08-24,801.733
2009-08-25,799.028
2009-08-26,784.254
2009-08-27,777.671
2009-08-28,798.01
2009-08-31,773.569
2009-09-01,769.589
2009-09-02,774.888
2009-09-03,793.403
2009-09-04,809.917
2009-09-07,820.867
2009-09-08,831.926
2009-09-09,820.275
2009-09-10,831.596
2009-09-11,849.882
2009-09-14,842.861
2009-09-15,862.239
2009-09-16,877.761
2009-09-17,880.707
2009-09-18,860.986
2009-09-21,851.831
2009-09-22,874.485
2009-09-23,863.612
2009-09-24,834.781
2009-09-25,820.983
2009-09-28,825.087
2009-09-29,833.028
2009-09-30,843.722
2009-10-01,817.471
2009-10-02,803.986
2009-10-05,817.93
2009-10-06,849.469
2009-10-07,854.872
2009-10-08,872.915
2009-10-09,880.331
2009-10-12,887.011
2009-10-13,894.647
2009-10-14,906.782
2009-10-15,903.266
2009-10-16,896.525
2009-10-19,903.815
2009-10-20,891.246
2009-10-21,890.105
2009-10-22,890.54
2009-10-23,872.359
2009-10-26,850.195
2009-10-27,837.402
2009-10-28,803.039
2009-10-29,831.048
2009-10-30,811.217
2009-11-02,807.858
2009-11-03,829.025
2009-11-04,839.947
2009-11-05,846.332
2009-11-06,850.338
2009-11-09,880.902
2009-11-10,878.251
2009-11-11,884.673
2009-11-12,871.64
2009-11-13,877.431
2009-11-16,892.899
2009-11-17,890.451
2009-11-18,897.381
2009-11-19,879.997
2009-11-20,875.034
2009-11-23,890.158
2009-11-24,880.85
2009-11-25,898.692
2009-11-26,875.03
2009-11-27,874.376
2009-11-30,876.647
2009-12-01,915.105
2009-12-02,924.194
2009-12-03,904.047
2009-12-04,890.52
2009-12-07,885.187
2009-12-08,865.166
2009-12-09,875.387
2009-12-10,885.408
2009-12-11,875.544
2009-12-14,880.026
2009-12-15,880.835
2009-12-16,891.401
2009-12-17,861.629
2009-12-18,863.102
2009-12-21,878.098
2009-12-22,880.472
2009-12-23,898.294
2009-12-24,906.327
2009-12-25,906.327
2009-12-28,910.8
2009-12-29,905.425
2009-12-30,899.727
2009-12-31,903.176
2010-01-01,903.176
2010-01-04,928.0
2010-01-05,931.839
2010-01-06,942.989
2010-01-07,938.719
2010-01-08,946.598
2010-01-11,949.643
2010-01-12,927.409
2010-01-13,931.722
2010-01-14,930.163
2010-01-15,918.235
2010-01-18,924.44
2010-01-19,920.896
2010-01-20,895.74
2010-01-21,877.721
2010-01-22,865.188
2010-01-25,858.7
2010-01-26,855.63
2010-01-27,849.478
2010-01-28,847.099
2010-01-29,825.998
2010-02-01,849.632
2010-02-02,858.591
2010-02-03,857.883
2010-02-04,824.551
2010-02-05,838.046
2010-02-08,826.16
2010-02-09,838.215
2010-02-10,838.219
2010-02-11,862.48
2010-02-12,867.29
2010-02-15,871.543
2010-02-16,889.089
2010-02-17,886.916
2010-02-18,897.498
2010-02-19,893.309
2010-02-22,887.63
2010-02-23,870.68
2010-02-24,866.831
2010-02-25,866.065
2010-02-26,873.727
2010-03-01,888.905
2010-03-02,909.032
2010-03-03,916.207
2010-03-04,907.278
2010-03-05,925.857
2010-03-08,924.025
2010-03-09,920.117
2010-03-10,926.339
2010-03-11,922.843
2010-03-12,935.961
2010-03-15,925.621
2010-03-16,938.848
2010-03-17,943.374
2010-03-18,933.172
2010-03-19,920.749
2010-03-22,916.588
2010-03-23,922.14
2010-03-24,903.378
2010-03-25,905.466
2010-03-26,902.638
2010-03-29,921.838
2010-03-30,921.526
2010-03-31,927.313
2010-04-01,942.737
2010-04-02,942.737
2010-04-05,955.877
2010-04-06,955.744
2010-04-07,952.35
2010-04-08,951.454
2010-04-09,959.035
2010-04-12,958.449
2010-04-13,950.163
2010-04-14,963.289
2010-04-15,961.825
2010-04-16,933.587
2010-04-19,929.546
2010-04-20,947.714
2010-04-21,950.132
2010-04-22,950.097
2010-04-23,955.946
2010-04-26,963.073
2010-04-27,950.943
2010-04-28,945.944
2010-04-29,962.493
2010-04-30,960.696
2010-05-03,952.138
2010-05-04,930.445
2010-05-05,912.627
2010-05-06,908.497
2010-05-07,882.41
2010-05-10,919.273
2010-05-11,932.45
2010-05-12,953.659
2010-05-13,943.475
2010-05-14,926.798
2010-05-17,907.635
2010-05-18,904.339
2010-05-19,875.631
2010-05-20,840.533
2010-05-21,854.592
2010-05-24,856.204
2010-05-25,842.168
2010-05-26,856.906
2010-05-27,883.05
2010-05-28,879.559
2010-05-31,890.066
2010-06-01,873.629
2010-06-02,891.064
2010-06-03,896.236
2010-06-04,871.928
2010-06-07,860.327
2010-06-08,862.952
2010-06-09,874.607
2010-06-10,895.863
2010-06-11,898.048
2010-06-14,905.225
2010-06-15,919.019
2010-06-16,924.637
2010-06-17,923.317
2010-06-18,927.306
2010-06-21,929.114
2010-06-22,914.978
2010-06-23,899.581
2010-06-24,887.327
2010-06-25,893.309
2010-06-28,891.971
2010-06-29,852.048
2010-06-30,844.278
2010-07-01,843.365
2010-07-02,830.826
2010-07-05,820.692
2010-07-06,836.765
2010-07-07,853.742
2010-07-08,864.812
2010-07-09,885.299
2010-07-12,882.367
2010-07-13,894.367
2010-07-14,889.066
2010-07-15,892.885
2010-07-16,869.629
2010-07-19,867.079
2010-07-20,873.73
2010-07-21,876.853
2010-07-22,893.07
2010-07-23,897.75
2010-07-26,903.766
2010-07-27,893.281
2010-07-28,890.792
2010-07-29,895.849
2010-07-30,900.29
2010-08-02,907.337
2010-08-03,912.911
2010-08-04,921.448
2010-08-05,925.407
2010-08-06,919.227
2010-08-09,925.583
2010-08-10,914.796
2010-08-11,888.184
