Date,FRANCE IMI VALUE IMI (Large+Mid+Small Cap)
2001-07-31,419.759
2001-08-01,423.116
2001-08-02,424.584
2001-08-03,423.745
2001-08-06,423.21
2001-08-07,421.212
2001-08-08,417.569
2001-08-09,417.099
2001-08-10,416.593
2001-08-13,422.086
2001-08-14,425.468
2001-08-15,429.413
2001-08-16,426.051
2001-08-17,420.775
2001-08-20,420.036
2001-08-21,421.844
2001-08-22,422.872
2001-08-23,418.58
2001-08-24,426.157
2001-08-27,424.321
2001-08-28,418.891
2001-08-29,420.792
2001-08-30,410.922
2001-08-31,407.76
2001-09-03,399.943
2001-09-04,395.136
2001-09-05,386.198
2001-09-06,376.653
2001-09-07,375.733
2001-09-10,370.45
2001-09-11,344.527
2001-09-12,343.921
2001-09-13,346.51
2001-09-14,334.43
2001-09-17,341.516
2001-09-18,336.789
2001-09-19,336.06
2001-09-20,321.229
2001-09-21,311.379
2001-09-24,328.726
2001-09-25,337.037
2001-09-26,341.865
2001-09-27,343.786
2001-09-28,342.813
2001-10-01,339.083
2001-10-02,340.855
2001-10-03,339.195
2001-10-04,349.879
2001-10-05,350.503
2001-10-08,349.341
2001-10-09,349.107
2001-10-10,355.906
2001-10-11,356.708
2001-10-12,359.624
2001-10-15,349.573
2001-10-16,358.178
2001-10-17,365.621
2001-10-18,357.639
2001-10-19,350.919
2001-10-22,353.786
2001-10-23,360.943
2001-10-24,366.553
2001-10-25,360.32
2001-10-26,366.914
2001-10-29,364.517
2001-10-30,356.324
2001-10-31,360.87
2001-11-01,365.316
2001-11-02,365.569
2001-11-05,370.713
2001-11-06,370.962
2001-11-07,375.218
2001-11-08,380.525
2001-11-09,376.071
2001-11-12,366.91
2001-11-13,375.668
2001-11-14,380.417
2001-11-15,385.638
2001-11-16,388.193
2001-11-19,390.783
2001-11-20,385.485
2001-11-21,378.848
2001-11-22,382.836
2001-11-23,380.47
2001-11-26,381.629
2001-11-27,376.347
2001-11-28,374.527
2001-11-29,374.641
2001-11-30,380.968
2001-12-03,378.314
2001-12-04,383.07
2001-12-05,394.865
2001-12-06,397.416
2001-12-07,395.701
2001-12-10,388.19
2001-12-11,387.383
2001-12-12,387.803
2001-12-13,378.735
2001-12-14,375.512
2001-12-17,388.332
2001-12-18,386.64
2001-12-19,384.345
2001-12-20,380.054
2001-12-21,380.713
2001-12-24,376.918
2001-12-25,376.918
2001-12-26,377.24
2001-12-27,385.922
2001-12-28,386.81
2001-12-31,390.582
2002-01-01,390.582
2002-01-02,395.223
2002-01-03,403.575
2002-01-04,403.356
2002-01-07,396.854
2002-01-08,394.206
2002-01-09,392.632
2002-01-10,389.506
2002-01-11,390.925
2002-01-14,384.861
2002-01-15,386.019
2002-01-16,375.514
2002-01-17,378.276
2002-01-18,376.437
2002-01-21,373.948
2002-01-22,374.946
2002-01-23,375.368
2002-01-24,377.508
2002-01-25,370.273
2002-01-28,373.513
2002-01-29,368.649
2002-01-30,361.962
2002-01-31,365.164
2002-02-01,364.714
2002-02-04,361.316
2002-02-05,354.957
2002-02-06,351.868
2002-02-07,355.21
2002-02-08,358.456
2002-02-11,364.993
2002-02-12,363.362
2002-02-13,362.704
2002-02-14,366.858
2002-02-15,363.137
2002-02-18,359.768
2002-02-19,353.238
2002-02-20,350.189
2002-02-21,355.199
2002-02-22,354.256
2002-02-25,357.027
2002-02-26,360.711
2002-02-27,364.168
2002-02-28,367.718
2002-03-01,369.602
2002-03-04,382.206
2002-03-05,380.838
2002-03-06,385.164
2002-03-07,390.266
2002-03-08,389.897
2002-03-11,386.083
2002-03-12,380.537
2002-03-13,379.928
2002-03-14,384.366
2002-03-15,388.218
2002-03-18,391.565
2002-03-19,394.809
2002-03-20,393.073
2002-03-21,391.109
2002-03-22,392.209
2002-03-25,390.048
2002-03-26,391.927
2002-03-27,390.753
2002-03-28,395.818
2002-03-29,395.818
2002-04-01,399.063
2002-04-02,395.368
2002-04-03,395.064
2002-04-04,389.028
2002-04-05,385.546
2002-04-08,377.05
2002-04-09,380.362
2002-04-10,385.772
2002-04-11,381.69
2002-04-12,382.234
2002-04-15,386.376
2002-04-16,394.587
2002-04-17,397.333
2002-04-18,399.51
2002-04-19,400.526
2002-04-22,396.668
2002-04-23,395.982
2002-04-24,393.322
2002-04-25,390.329
2002-04-26,390.912
2002-04-29,390.067
2002-04-30,391.312
2002-05-01,393.527
2002-05-02,389.481
2002-05-03,389.043
2002-05-06,390.149
2002-05-07,383.782
2002-05-08,391.525
2002-05-09,390.98
2002-05-10,389.053
2002-05-13,389.983
2002-05-14,391.635
2002-05-15,397.885
2002-05-16,398.06
2002-05-17,404.374
2002-05-20,401.392
2002-05-21,400.436
2002-05-22,399.072
2002-05-23,397.568
2002-05-24,399.062
2002-05-27,398.27
2002-05-28,400.522
2002-05-29,400.655
2002-05-30,396.711
2002-05-31,398.685
2002-06-03,397.197
2002-06-04,386.88
2002-06-05,384.892
2002-06-06,388.86
2002-06-07,380.91
2002-06-10,381.242
2002-06-11,387.038
2002-06-12,379.686
2002-06-13,374.176
2002-06-14,363.502
2002-06-17,375.737
2002-06-18,377.176
2002-06-19,373.511
2002-06-20,366.624
2002-06-21,365.758
2002-06-24,355.283
2002-06-25,360.292
2002-06-26,358.874
2002-06-27,359.42
2002-06-28,375.173
2002-07-01,376.877
2002-07-02,357.23
2002-07-03,346.247
2002-07-04,350.714
2002-07-05,362.512
2002-07-08,367.722
2002-07-09,366.988
2002-07-10,352.762
2002-07-11,339.762
2002-07-12,338.929
2002-07-15,327.102
2002-07-16,328.113
2002-07-17,338.382
2002-07-18,343.747
2002-07-19,327.583
2002-07-22,308.825
2002-07-23,295.529
2002-07-24,288.502
2002-07-25,305.538
2002-07-26,301.108
2002-07-29,316.022
2002-07-30,317.379
2002-07-31,320.651
2002-08-01,307.112
2002-08-02,306.959
2002-08-05,297.647
2002-08-06,304.344
2002-08-07,304.652
2002-08-08,314.594
2002-08-09,321.83
2002-08-12,317.772
2002-08-13,318.832
2002-08-14,307.119
2002-08-15,315.529
2002-08-16,316.301
2002-08-19,325.907
2002-08-20,324.106
2002-08-21,333.697
2002-08-22,340.628
2002-08-23,333.921
2002-08-26,329.561
2002-08-27,342.17
2002-08-28,328.168
2002-08-29,319.606
2002-08-30,320.99
2002-09-02,314.61
2002-09-03,304.726
2002-09-04,304.337
2002-09-05,298.282
2002-09-06,306.339
2002-09-09,301.543
2002-09-10,307.657
2002-09-11,315.176
2002-09-12,302.516
2002-09-13,294.779
2002-09-16,291.339
2002-09-17,287.482
2002-09-18,277.68
2002-09-19,272.707
2002-09-20,269.608
2002-09-23,258.413
2002-09-24,250.875
2002-09-25,253.77
2002-09-26,269.73
2002-09-27,268.664
2002-09-30,254.144
2002-10-01,256.545
2002-10-02,266.215
2002-10-03,259.66
2002-10-04,246.896
2002-10-07,244.579
2002-10-08,240.904
2002-10-09,237.953
2002-10-10,247.896
2002-10-11,263.464
2002-10-14,261.486
2002-10-15,280.731
2002-10-16,281.392
2002-10-17,289.295
2002-10-18,288.388
2002-10-21,287.749
2002-10-22,283.495
2002-10-23,270.668
2002-10-24,278.512
2002-10-25,277.269
2002-10-28,285.863
2002-10-29,271.936
2002-10-30,283.068
2002-10-31,292.714
2002-11-01,290.529
2002-11-04,301.92
2002-11-05,307.049
2002-11-06,303.357
2002-11-07,296.648
2002-11-08,292.529
2002-11-11,291.155
2002-11-12,291.598
2002-11-13,288.538
2002-11-14,297.911
2002-11-15,300.57
2002-11-18,306.547
2002-11-19,302.905
2002-11-20,299.074
2002-11-21,312.266
2002-11-22,316.975
2002-11-25,311.832
2002-11-26,304.053
2002-11-27,310.136
2002-11-28,315.058
2002-11-29,316.556
2002-12-02,316.405
2002-12-03,310.597
2002-12-04,305.879
2002-12-05,301.77
2002-12-06,304.88
2002-12-09,296.715
2002-12-10,299.376
2002-12-11,304.511
2002-12-12,302.613
2002-12-13,298.899
2002-12-16,310.161
2002-12-17,309.602
2002-12-18,301.525
2002-12-19,297.655
2002-12-20,300.862
2002-12-23,299.723
2002-12-24,301.22
2002-12-25,301.22
2002-12-26,301.98
2002-12-27,297.356
2002-12-30,298.868
2002-12-31,304.262
2003-01-01,304.262
2003-01-02,314.429
2003-01-03,316.531
2003-01-06,321.06
2003-01-07,314.734
2003-01-08,307.522
2003-01-09,315.542
2003-01-10,319.363
2003-01-13,321.771
2003-01-14,325.448
2003-01-15,322.658
2003-01-16,323.041
2003-01-17,316.593
2003-01-20,313.124
2003-01-21,310.106
2003-01-22,305.188
2003-01-23,305.893
2003-01-24,304.962
2003-01-27,294.699
2003-01-28,295.205
2003-01-29,296.448
2003-01-30,302.959
2003-01-31,306.024
2003-02-03,309.843
2003-02-04,303.745
2003-02-05,306.029
2003-02-06,300.73
2003-02-07,295.669
2003-02-10,292.427
2003-02-11,298.524
2003-02-12,291.806
2003-02-13,292.906
2003-02-14,300.147
2003-02-17,303.558
2003-02-18,306.67
2003-02-19,300.262
2003-02-20,296.391
2003-02-21,297.169
2003-02-24,290.098
2003-02-25,277.269
2003-02-26,273.646
2003-02-27,281.494
2003-02-28,287.356
2003-03-03,287.676
2003-03-04,279.769
2003-03-05,280.344
2003-03-06,277.063
2003-03-07,272.66
2003-03-10,265.96
2003-03-11,263.908
2003-03-12,252.404
2003-03-13,264.169
2003-03-14,281.387
2003-03-17,287.843
2003-03-18,284.944
2003-03-19,287.771
2003-03-20,282.496
2003-03-21,292.191
2003-03-24,278.415
2003-03-25,285.048
2003-03-26,284.298
2003-03-27,279.151
2003-03-28,281.674
2003-03-31,273.93
2003-04-01,275.074
2003-04-02,283.126
2003-04-03,286.81
2003-04-04,290.121
2003-04-07,301.705
2003-04-08,297.77
2003-04-09,297.177
2003-04-10,291.242
2003-04-11,292.592
2003-04-14,298.682
2003-04-15,304.049
2003-04-16,303.951
2003-04-17,305.985
2003-04-18,305.985
2003-04-21,304.666
2003-04-22,310.814
2003-04-23,317.182
2003-04-24,312.652
2003-04-25,308.436
2003-04-28,316.335
2003-04-29,318.933
2003-04-30,324.353
2003-05-01,327.332
2003-05-02,326.842
2003-05-05,333.358
2003-05-06,342.522
2003-05-07,340.348
2003-05-08,332.578
2003-05-09,336.143
2003-05-12,337.324
2003-05-13,337.273
2003-05-14,337.347
2003-05-15,339.219
2003-05-16,342.164
2003-05-19,331.345
2003-05-20,331.146
2003-05-21,330.739
2003-05-22,334.138
2003-05-23,336.498
2003-05-26,337.515
2003-05-27,338.19
2003-05-28,340.775
2003-05-29,346.611
2003-05-30,347.351
2003-06-02,352.168
2003-06-03,352.034
2003-06-04,355.053
2003-06-05,358.74
2003-06-06,362.868
2003-06-09,360.563
2003-06-10,361.688
2003-06-11,369.24
2003-06-12,373.137
2003-06-13,369.485
2003-06-16,379.246
2003-06-17,380.333
2003-06-18,376.759
2003-06-19,370.868
2003-06-20,372.021
2003-06-23,360.711
2003-06-24,357.488
2003-06-25,359.848
2003-06-26,357.014
2003-06-27,357.168
2003-06-30,355.653
2003-07-01,351.648
2003-07-02,357.503
2003-07-03,360.015
2003-07-04,357.12
2003-07-07,366.114
2003-07-08,365.528
2003-07-09,362.266
2003-07-10,357.46
2003-07-11,360.701
2003-07-14,366.029
2003-07-15,363.999
2003-07-16,360.946
2003-07-17,357.738
2003-07-18,358.836
2003-07-21,357.228
2003-07-22,359.104
2003-07-23,360.752
2003-07-24,370.017
2003-07-25,367.309
2003-07-28,372.204
2003-07-29,370.504
2003-07-30,370.915
2003-07-31,371.892
2003-08-01,367.987
2003-08-04,368.514
2003-08-05,374.091
2003-08-06,367.741
2003-08-07,368.946
2003-08-08,369.558
2003-08-11,372.274
2003-08-12,373.89
2003-08-13,374.612
2003-08-14,379.579
2003-08-15,381.458
2003-08-18,380.798
2003-08-19,380.246
2003-08-20,377.671
2003-08-21,373.773
2003-08-22,372.325
2003-08-25,369.249
2003-08-26,364.293
2003-08-27,367.258
2003-08-28,371.457
2003-08-29,371.865
2003-09-01,377.591
2003-09-02,374.243
2003-09-03,381.372
2003-09-04,382.269
2003-09-05,384.078
2003-09-08,388.376
2003-09-09,385.772
2003-09-10,380.583
2003-09-11,380.589
2003-09-12,381.44
2003-09-15,383.263
2003-09-16,385.093
2003-09-17,387.675
2003-09-18,390.548
2003-09-19,388.597
2003-09-22,382.574
2003-09-23,380.34
2003-09-24,380.832
2003-09-25,378.144
2003-09-26,374.239
2003-09-29,372.975
2003-09-30,370.016
2003-10-01,379.114
2003-10-02,378.844
2003-10-03,388.344
2003-10-06,388.531
2003-10-07,388.086
2003-10-08,389.814
2003-10-09,396.149
2003-10-10,396.255
2003-10-13,397.905
2003-10-14,397.973
2003-10-15,398.961
2003-10-16,399.204
2003-10-17,394.798
2003-10-20,396.926
2003-10-21,396.491
2003-10-22,392.217
2003-10-23,388.384
2003-10-24,390.357
2003-10-27,394.426
2003-10-28,395.568
2003-10-29,398.915
2003-10-30,402.56
2003-10-31,400.073
2003-11-03,402.724
2003-11-04,402.789
2003-11-05,398.621
2003-11-06,398.621
2003-11-07,404.175
2003-11-10,402.11
2003-11-11,400.763
2003-11-12,405.586
2003-11-13,408.677
2003-11-14,415.284
2003-11-17,404.226
2003-11-18,406.419
2003-11-19,406.132
2003-11-20,404.38
2003-11-21,409.832
2003-11-24,409.236
2003-11-25,411.773
2003-11-26,417.343
2003-11-27,419.385
2003-11-28,420.681
2003-12-01,427.559
2003-12-02,431.171
2003-12-03,436.503
2003-12-04,434.802
2003-12-05,433.92
2003-12-08,433.744
2003-12-09,436.3
2003-12-10,435.064
2003-12-11,434.843
2003-12-12,440.549
2003-12-15,443.145
2003-12-16,443.414
2003-12-17,443.037
2003-12-18,445.417
2003-12-19,445.006
2003-12-22,446.91
2003-12-23,446.742
2003-12-24,449.053
2003-12-25,449.053
2003-12-26,448.873
2003-12-29,451.69
2003-12-30,454.773
2003-12-31,460.947
2004-01-01,460.947
2004-01-02,465.172
2004-01-05,470.419
2004-01-06,471.312
2004-01-07,465.148
2004-01-08,469.443
2004-01-09,473.527
2004-01-12,470.541
2004-01-13,472.221
2004-01-14,471.354
2004-01-15,471.932
2004-01-16,469.069
2004-01-19,470.534
2004-01-20,474.151
2004-01-21,477.633
2004-01-22,481.22
2004-01-23,480.886
2004-01-26,474.127
2004-01-27,479.885
2004-01-28,479.727
2004-01-29,465.629
2004-01-30,462.558
2004-02-02,467.667
2004-02-03,468.572
2004-02-04,463.902
2004-02-05,465.833
2004-02-06,472.127
2004-02-09,477.02
2004-02-10,478.722
2004-02-11,480.715
2004-02-12,486.911
2004-02-13,482.055
2004-02-16,486.377
2004-02-17,489.715
2004-02-18,490.259
2004-02-19,489.873
2004-02-20,483.568
2004-02-23,485.209
2004-02-24,483.403
2004-02-25,479.827
2004-02-26,475.516
2004-02-27,477.13
2004-03-01,479.914
2004-03-02,479.895
2004-03-03,471.189
2004-03-04,475.973
2004-03-05,483.608
2004-03-08,483.625
2004-03-09,478.355
2004-03-10,474.442
2004-03-11,461.11
2004-03-12,457.714
2004-03-15,448.868
2004-03-16,455.96
2004-03-17,459.84
2004-03-18,459.301
2004-03-19,459.723
2004-03-22,451.179
2004-03-23,449.178
2004-03-24,443.735
2004-03-25,449.599
2004-03-26,450.704
2004-03-29,458.246
2004-03-30,458.568
2004-03-31,462.836
2004-04-01,471.624
2004-04-02,472.484
2004-04-05,473.413
2004-04-06,472.638
2004-04-07,474.864
2004-04-08,474.447
2004-04-09,474.447
2004-04-12,473.115
2004-04-13,471.133
2004-04-14,465.704
2004-04-15,464.645
2004-04-16,472.731
2004-04-19,471.211
2004-04-20,472.932
2004-04-21,466.407
2004-04-22,469.37
2004-04-23,471.035
2004-04-26,471.597
2004-04-27,474.278
2004-04-28,465.121
2004-04-29,462.576
2004-04-30,461.046
2004-05-03,465.426
2004-05-04,470.502
2004-05-05,475.471
2004-05-06,462.255
2004-05-07,454.664
2004-05-10,439.258
2004-05-11,444.538
2004-05-12,442.453
2004-05-13,446.823
2004-05-14,446.258
2004-05-17,445.183
2004-05-18,446.465
2004-05-19,458.888
2004-05-20,451.087
2004-05-21,455.046
2004-05-24,457.544
2004-05-25,460.733
2004-05-26,466.853
2004-05-27,474.297
2004-05-28,468.094
2004-05-31,470.707
2004-06-01,466.435
2004-06-02,470.539
2004-06-03,471.63
2004-06-04,477.596
2004-06-07,483.129
2004-06-08,482.123
2004-06-09,472.56
2004-06-10,474.413
2004-06-11,470.241
2004-06-14,466.735
2004-06-15,471.505
2004-06-16,472.725
2004-06-17,475.638
2004-06-18,482.847
2004-06-21,480.884
2004-06-22,475.2
2004-06-23,477.936
2004-06-24,484.821
2004-06-25,481.618
2004-06-28,487.125
2004-06-29,481.975
2004-06-30,482.052
2004-07-01,479.712
2004-07-02,481.489
2004-07-05,480.441
2004-07-06,477.277
2004-07-07,479.658
2004-07-08,482.787
2004-07-09,482.873
2004-07-12,481.816
2004-07-13,479.18
2004-07-14,480.715
2004-07-15,475.278
2004-07-16,478.357
2004-07-19,475.971
2004-07-20,474.723
2004-07-21,472.959
2004-07-22,467.261
2004-07-23,460.859
2004-07-26,457.92
2004-07-27,460.074
2004-07-28,461.091
2004-07-29,470.126
2004-07-30,469.603
2004-08-02,467.569
2004-08-03,472.603
2004-08-04,468.62
2004-08-05,470.749
2004-08-06,467.813
2004-08-09,463.436
2004-08-10,470.449
2004-08-11,463.674
2004-08-12,464.27
2004-08-13,467.486
2004-08-16,470.465
2004-08-17,470.711
2004-08-18,470.442
2004-08-19,473.755
2004-08-20,472.538
2004-08-23,474.02
2004-08-24,470.832
2004-08-25,470.333
2004-08-26,474.4
2004-08-27,475.912
2004-08-30,475.662
2004-08-31,475.764
2004-09-01,478.241
2004-09-02,479.738
2004-09-03,479.848
2004-09-06,481.072
2004-09-07,481.681
2004-09-08,483.087
2004-09-09,481.51
2004-09-10,489.732
2004-09-13,493.142
2004-09-14,493.041
2004-09-15,486.336
2004-09-16,485.804
2004-09-17,491.325
2004-09-20,488.819
2004-09-21,497.644
2004-09-22,492.797
2004-09-23,490.468
2004-09-24,491.066
2004-09-27,491.193
2004-09-28,494.245
2004-09-29,495.828
2004-09-30,494.571
2004-10-01,505.314
2004-10-04,503.532
2004-10-05,506.672
2004-10-06,506.193
2004-10-07,504.454
2004-10-08,507.619
2004-10-11,505.676
2004-10-12,497.759
2004-10-13,496.798
2004-10-14,497.874
2004-10-15,501.533
2004-10-18,502.089
2004-10-19,505.916
2004-10-20,504.348
2004-10-21,507.312
2004-10-22,509.458
2004-10-25,504.37
2004-10-26,505.211
2004-10-27,512.777
2004-10-28,516.287
2004-10-29,512.994
2004-11-01,517.501
2004-11-02,519.406
2004-11-03,523.848
2004-11-04,526.647
2004-11-05,530.067
2004-11-08,530.873
2004-11-09,528.299
2004-11-10,530.52
2004-11-11,535.807
2004-11-12,536.293
2004-11-15,534.149
2004-11-16,531.272
2004-11-17,540.02
2004-11-18,536.375
2004-11-19,534.608
2004-11-22,531.441
2004-11-23,535.15
2004-11-24,536.253
2004-11-25,544.62
2004-11-26,543.456
2004-11-29,543.362
2004-11-30,540.776
2004-12-01,547.736
2004-12-02,546.499
2004-12-03,546.413
2004-12-06,546.205
2004-12-07,548.366
2004-12-08,540.165
2004-12-09,536.552
2004-12-10,538.712
2004-12-13,546.378
2004-12-14,547.618
2004-12-15,552.441
2004-12-16,547.899
2004-12-17,537.776
2004-12-20,547.92
2004-12-21,546.344
2004-12-22,551.609
2004-12-23,559.018
2004-12-24,560.606
2004-12-27,563.384
2004-12-28,563.118
2004-12-29,562.609
2004-12-30,564.887
2004-12-31,562.043
2005-01-03,560.837
2005-01-04,554.844
2005-01-05,549.625
2005-01-06,550.75
2005-01-07,548.788
2005-01-10,550.805
2005-01-11,550.078
2005-01-12,551.171
2005-01-13,550.832
2005-01-14,550.896
2005-01-17,553.767
2005-01-18,551.778
2005-01-19,552.192
2005-01-20,544.992
2005-01-21,549.717
2005-01-24,550.875
2005-01-25,552.123
2005-01-26,556.746
2005-01-27,556.71
2005-01-28,552.825
2005-01-31,559.405
2005-02-01,563.104
2005-02-02,567.257
2005-02-03,561.327
2005-02-04,565.466
2005-02-07,563.781
2005-02-08,560.685
2005-02-09,559.968
2005-02-10,565.132
2005-02-11,572.429
2005-02-14,575.621
2005-02-15,578.536
2005-02-16,576.502
2005-02-17,580.557
2005-02-18,583.779
2005-02-21,580.6
2005-02-22,584.448
2005-02-23,579.513
2005-02-24,581.037
2005-02-25,590.0
2005-02-28,592.54
2005-03-01,590.784
2005-03-02,587.743
2005-03-03,588.058
2005-03-04,598.425
2005-03-07,597.389
2005-03-08,602.798
2005-03-09,600.989
2005-03-10,598.667
2005-03-11,602.431
2005-03-14,599.439
2005-03-15,601.358
2005-03-16,597.005
2005-03-17,596.172
2005-03-18,595.168
2005-03-21,587.903
2005-03-22,589.389
2005-03-23,578.283
2005-03-24,581.984
2005-03-25,581.984
2005-03-28,577.899
2005-03-29,579.965
2005-03-30,578.15
2005-03-31,580.69
2005-04-01,580.964
2005-04-04,572.526
2005-04-05,577.591
2005-04-06,579.743
2005-04-07,584.715
2005-04-08,581.117
2005-04-11,586.383
2005-04-12,581.387
2005-04-13,582.865
2005-04-14,575.209
2005-04-15,568.503
2005-04-18,560.232
2005-04-19,563.637
2005-04-20,563.275
2005-04-21,564.204
2005-04-22,568.866
2005-04-25,566.322
2005-04-26,565.811
2005-04-27,555.443
2005-04-28,552.313
2005-04-29,552.291
2005-05-02,553.882
2005-05-03,558.0
2005-05-04,563.946
2005-05-05,568.832
2005-05-06,566.994
2005-05-09,564.382
2005-05-10,564.227
2005-05-11,559.131
2005-05-12,559.195
2005-05-13,556.249
2005-05-16,552.95
2005-05-17,552.839
2005-05-18,563.994
2005-05-19,566.763
2005-05-20,563.187
2005-05-23,568.126
2005-05-24,567.494
2005-05-25,568.364
2005-05-26,569.937
2005-05-27,571.706
2005-05-30,570.915
2005-05-31,563.086
2005-06-01,567.579
2005-06-02,570.365
2005-06-03,566.219
2005-06-06,564.435
2005-06-07,569.678
2005-06-08,571.672
2005-06-09,563.258
2005-06-10,563.537
2005-06-13,560.948
2005-06-14,559.9
2005-06-15,561.867
2005-06-16,564.574
2005-06-17,574.87
2005-06-20,565.475
2005-06-21,569.454
2005-06-22,571.384
2005-06-23,569.254
2005-06-24,565.33
2005-06-27,561.902
2005-06-28,562.793
2005-06-29,568.673
2005-06-30,571.878
2005-07-01,569.716
2005-07-04,564.803
2005-07-05,563.377
2005-07-06,567.112
2005-07-07,559.067
2005-07-08,566.063
2005-07-11,579.491
2005-07-12,584.174
2005-07-13,582.962
2005-07-14,587.8
2005-07-15,585.025
2005-07-18,585.877
2005-07-19,589.734
2005-07-20,590.671
2005-07-21,600.692
2005-07-22,597.082
2005-07-25,594.012
2005-07-26,591.788
2005-07-27,596.183
2005-07-28,602.103
2005-07-29,602.806
2005-08-01,606.945
2005-08-02,612.548
2005-08-03,617.538
2005-08-04,615.298
2005-08-05,610.169
2005-08-08,612.742
2005-08-09,619.132
2005-08-10,627.39
2005-08-11,628.231
2005-08-12,623.27
2005-08-15,619.481
2005-08-16,615.424
2005-08-17,612.667
2005-08-18,602.714
2005-08-19,605.998
2005-08-22,610.938
2005-08-23,603.274
2005-08-24,604.147
2005-08-25,598.24
2005-08-26,595.67
2005-08-29,594.633
2005-08-30,590.185
2005-08-31,600.446
2005-09-01,610.517
2005-09-02,611.75
2005-09-05,615.199
2005-09-06,620.764
2005-09-07,622.18
2005-09-08,618.358
2005-09-09,622.481
2005-09-12,615.765
2005-09-13,610.128
2005-09-14,613.411
2005-09-15,609.645
2005-09-16,613.176
2005-09-19,606.674
2005-09-20,612.155
2005-09-21,605.856
2005-09-22,597.941
2005-09-23,598.755
2005-09-26,609.616
2005-09-27,605.979
2005-09-28,616.352
2005-09-29,613.317
2005-09-30,619.103
2005-10-03,615.848
2005-10-04,622.438
2005-10-05,616.597
2005-10-06,618.954
2005-10-07,616.581
2005-10-10,613.52
2005-10-11,613.084
2005-10-12,611.539
2005-10-13,600.675
2005-10-14,612.905
2005-10-17,610.27
2005-10-18,601.831
2005-10-19,590.022
2005-10-20,593.322
2005-10-21,592.627
2005-10-24,597.186
2005-10-25,600.259
2005-10-26,601.627
2005-10-27,597.02
2005-10-28,592.142
2005-10-31,599.61
2005-11-01,601.889
2005-11-02,604.446
2005-11-03,611.077
2005-11-04,600.175
2005-11-07,600.355
