Date,JAPAN MID VALUE Mid Cap
2002-06-28,434.722
2002-07-31,417.492
2002-08-30,413.76
2002-09-30,400.442
2002-10-31,367.356
2002-11-29,371.21
2002-12-31,371.647
2003-01-31,368.641
2003-02-28,378.436
2003-03-31,371.356
2003-04-30,378.331
2003-05-30,389.736
2003-06-30,415.41
2003-07-31,425.982
2003-08-29,470.878
2003-09-30,509.179
2003-10-31,535.645
2003-11-28,514.576
2003-12-31,558.442
2004-01-30,566.86
2004-02-27,574.324
2004-03-31,672.37
2004-04-30,627.981
2004-05-31,614.518
2004-06-30,668.226
2004-07-30,627.76
2004-08-31,634.23
2004-09-30,628.974
2004-10-29,640.374
2004-11-30,676.367
2004-12-31,708.85
2005-01-31,721.106
2005-02-28,737.7
2005-03-31,737.426
2005-04-29,721.907
2005-05-31,707.236
2005-06-30,711.492
2005-07-29,720.956
2005-08-31,759.528
2005-09-30,830.857
2005-10-31,836.351
2005-11-30,845.864
2005-12-30,913.157
2006-01-31,942.991
2006-02-28,930.858
2006-03-31,961.632
2006-04-28,985.26
2006-05-31,939.979
2006-06-30,927.218
2006-07-31,921.663
2006-08-31,930.0
2006-09-29,923.993
2006-10-31,929.975
2006-11-30,932.7
2006-12-29,945.766
2007-01-31,964.352
2007-02-28,1022.771
2007-03-30,1013.445
2007-04-30,997.291
2007-05-31,1000.0
2007-06-29,985.032
2007-07-31,973.695
2007-08-31,949.286
2007-09-28,968.585
2007-10-31,973.25
2007-11-30,946.002
2007-12-31,910.835
2008-01-31,894.452
2008-02-29,893.444
2008-03-31,888.541
2008-04-30,915.07
2008-05-30,935.593
2008-06-30,862.807
2008-07-31,834.018
2008-08-29,795.611
2008-09-30,723.019
2008-10-31,612.547
2008-11-28,642.807
2008-12-31,693.193
2009-01-30,637.755
2009-02-27,545.452
2009-03-31,594.686
2009-04-30,649.861
2009-05-29,721.776
2009-06-30,766.788
2009-07-31,778.392
2009-08-31,825.412
2009-09-30,800.126
2009-10-30,767.22
2009-11-30,742.619
2009-12-31,737.068
2010-01-29,756.49
2010-02-26,775.714
2010-03-31,819.93
2010-04-30,838.398
2010-05-31,774.822
2010-06-30,769.037
2010-07-30,781.606
2010-08-31,760.165
2010-09-30,793.138
2010-10-29,807.344
2010-11-30,821.371
2010-12-31,898.537
2011-01-31,898.143
2011-02-28,934.735
2011-03-31,861.316
2011-04-29,863.866
2011-05-31,846.974
2011-06-30,865.41
2011-07-29,905.03
2011-08-31,860.297
2011-09-30,872.882
2011-10-31,846.079
2011-11-30,808.219
2011-12-30,826.062
2012-01-31,860.566
2012-02-29,875.13
2012-03-30,896.153
2012-04-30,862.542
2012-05-31,779.035
2012-06-29,819.988
2012-07-31,789.787
2012-08-31,772.012
2012-09-28,787.619
2012-10-31,778.142
2012-11-30,794.618
2012-12-31,862.92
2013-01-31,870.308
2013-02-28,907.21
2013-03-29,970.412
2013-04-30,1078.94
2013-05-31,1011.635
2013-06-28,1024.32
2013-07-31,1035.955
2013-08-30,1015.959
2013-09-30,1114.287
2013-10-31,1105.26
2013-11-29,1111.654
2013-12-31,1117.441
2014-01-31,1085.732
2014-02-28,1076.928
2014-03-31,1069.915
2014-04-30,1058.459
2014-05-30,1103.071
2014-06-30,1157.526
2014-07-31,1162.126
2014-08-29,1138.465
2014-09-30,1110.039
2014-10-31,1100.999
2014-11-28,1103.082
2014-12-31,1107.223
2015-01-30,1149.493
2015-02-27,1217.844
2015-03-31,1212.886
2015-04-30,1264.288
2015-05-29,1283.855
2015-06-30,1251.351
2015-07-31,1280.719
2015-08-31,1209.341
2015-09-30,1167.645
2015-10-30,1256.463
2015-11-30,1221.574
2015-12-31,1221.794
2016-01-29,1128.215
2016-02-29,1095.548
2016-03-31,1135.728
2016-04-29,1188.282
2016-05-31,1155.728
2016-06-30,1105.505
2016-07-29,1176.537
2016-08-31,1202.368
2016-09-30,1226.641
2016-10-31,1248.903
2016-11-30,1222.985
2016-12-30,1262.534
2017-01-31,1316.68
2017-02-28,1348.409
2017-03-31,1318.564
2017-04-28,1331.206
2017-05-31,1348.643
2017-06-30,1374.494
2017-07-31,1398.305
2017-08-31,1399.121
2017-09-29,1427.946
2017-10-31,1475.689
2017-11-30,1495.868
2017-12-29,1523.784
2018-01-31,1581.378
2018-02-28,1526.798
2018-03-30,1499.058
2018-04-30,1539.331
2018-05-31,1509.298
2018-06-29,1458.315
2018-07-31,1473.431
2018-08-31,1462.167
2018-09-28,1504.1
2018-10-31,1383.901
2018-11-30,1407.886
2018-12-31,1322.366
2019-01-31,1413.841
2019-02-28,1395.648
2019-03-29,1399.085
2019-04-30,1400.695
2019-05-31,1313.367
2019-06-28,1369.587
2019-07-31,1343.793
2019-08-30,1307.689
2019-09-30,1384.282
2019-10-31,1458.541
2019-11-29,1450.231
2019-12-31,1465.247
2020-01-31,1423.777
2020-02-28,1268.277
2020-03-31,1112.271
2020-04-30,1149.298
2020-05-29,1220.264
2020-06-30,1198.056
2020-07-31,1139.764
2020-08-31,1260.424
2020-09-30,1268.56
2020-10-30,1229.59
2020-11-30,1365.593
2020-12-31,1424.669
2021-01-29,1449.291
2021-02-26,1504.253
2021-03-31,1558.867
2021-04-30,1526.317
2021-05-31,1540.49
2021-06-30,1514.665
2021-07-30,1496.467
2021-08-31,1540.9
2021-09-30,1562.3
2021-10-29,1507.066
2021-11-30,1411.632
2021-12-31,1452.465
2022-01-31,1458.769
2022-02-28,1484.3
2022-03-31,1462.545
2022-04-29,1344.398
2022-05-31,1382.069
2022-06-30,1305.912
2022-07-29,1350.458
2022-08-31,1337.3
2022-09-30,1192.499
2022-10-31,1204.602
2022-11-30,1319.782
2022-12-30,1353.914
2023-01-31,1417.155
2023-02-28,1386.821
2023-03-31,1401.905
2023-04-28,1425.528
2023-05-31,1386.355
2023-06-30,1436.215
2023-07-31,1519.696
2023-08-31,1532.883
2023-09-29,1532.951
2023-10-31,1451.266
2023-11-30,1533.427
2023-12-29,1588.273
2024-01-31,1658.91
2024-02-29,1631.707
2024-03-29,1736.234
2024-04-30,1674.23
2024-05-31,1697.553
2024-06-28,1634.106
2024-07-31,1743.464
2024-08-30,1751.849
2024-09-30,1747.534
2024-10-31,1647.397
2024-11-29,1658.043
2024-12-31,1627.003
2025-01-31,1652.839
2025-02-28,1694.596
2025-03-31,1716.61
2025-04-30,1759.778
2025-05-30,1802.997
2025-06-30,1818.999
2025-07-31,1824.858
