Date,JAPAN MID VALUE Mid Cap
1994-05-31,801.77
1994-06-30,856.23
1994-07-29,833.015
1994-08-31,827.507
1994-09-30,807.792
1994-10-31,820.35
1994-11-30,769.178
1994-12-30,784.337
1995-01-31,756.164
1995-02-28,706.771
1995-03-31,764.912
1995-04-28,792.38
1995-05-31,737.17
1995-06-30,704.518
1995-07-31,742.659
1995-08-31,724.371
1995-09-29,714.248
1995-10-31,683.546
1995-11-30,710.551
1995-12-29,744.534
1996-01-31,747.377
1996-02-29,739.783
1996-03-29,763.527
1996-04-30,831.828
1996-05-31,791.099
1996-06-28,791.544
1996-07-31,756.818
1996-08-30,717.211
1996-09-30,732.404
1996-10-31,687.746
1996-11-29,674.873
1996-12-31,620.025
1997-01-31,561.107
1997-02-28,561.856
1997-03-31,536.947
1997-04-30,542.073
1997-05-30,608.848
1997-06-30,631.915
1997-07-31,585.421
1997-08-29,523.549
1997-09-30,484.123
1997-10-31,484.921
1997-11-28,422.314
1997-12-31,361.99
1998-01-30,424.392
1998-02-27,438.168
1998-03-31,414.149
1998-04-30,398.463
1998-05-29,386.374
1998-06-30,392.162
1998-07-31,386.756
1998-08-31,359.11
1998-09-30,357.686
1998-10-30,407.417
1998-11-30,416.712
1998-12-31,434.394
1999-01-29,432.866
1999-02-26,421.194
1999-03-31,469.018
1999-04-30,489.842
1999-05-31,478.863
1999-06-30,500.288
1999-07-30,533.941
1999-08-31,550.505
1999-09-30,571.273
1999-10-29,566.867
1999-11-30,546.902
1999-12-31,526.3
2000-01-31,536.57
2000-02-29,508.023
2000-03-31,558.758
2000-04-28,532.072
2000-05-31,548.314
2000-06-30,609.895
2000-07-31,540.568
2000-08-31,569.865
2000-09-29,555.59
2000-10-31,527.058
2000-11-30,529.388
2000-12-29,498.862
2001-01-31,485.892
2001-02-28,478.016
2001-03-30,461.869
2001-04-30,508.824
2001-05-31,511.667
2001-06-29,491.389
2001-07-31,463.715
2001-08-31,466.086
2001-09-28,433.39
2001-10-31,430.913
2001-11-30,412.412
2001-12-31,379.418
2002-01-31,360.777
2002-02-28,379.806
2002-03-29,394.663
2002-04-30,414.464
2002-05-31,453.836
