Date,JAPAN MID VALUE Mid Cap
2001-01-01,498.935
2001-01-02,497.65
2001-01-03,498.128
2001-01-04,487.178
2001-01-05,486.781
2001-01-08,486.676
2001-01-09,478.266
2001-01-10,474.819
2001-01-11,464.318
2001-01-12,464.59
2001-01-15,461.822
2001-01-16,468.83
2001-01-17,466.987
2001-01-18,474.158
2001-01-19,477.238
2001-01-22,479.656
2001-01-23,479.197
2001-01-24,473.905
2001-01-25,479.402
2001-01-26,477.872
2001-01-29,480.169
2001-01-30,481.822
2001-01-31,485.892
2001-02-01,491.535
2001-02-02,487.575
2001-02-05,482.473
2001-02-06,479.411
2001-02-07,476.837
2001-02-08,473.615
2001-02-09,474.684
2001-02-12,474.634
2001-02-13,474.114
2001-02-14,480.005
2001-02-15,483.945
2001-02-16,479.773
2001-02-19,477.289
2001-02-20,483.248
2001-02-21,477.248
2001-02-22,475.699
2001-02-23,482.298
2001-02-26,483.126
2001-02-27,487.458
2001-02-28,478.016
2001-03-01,474.491
2001-03-02,457.977
2001-03-05,456.915
2001-03-06,468.186
2001-03-07,465.247
2001-03-08,467.212
2001-03-09,468.142
2001-03-12,455.634
2001-03-13,446.421
2001-03-14,441.242
2001-03-15,447.161
2001-03-16,440.909
2001-03-19,446.539
2001-03-20,445.01
2001-03-21,466.474
2001-03-22,453.195
2001-03-23,464.806
2001-03-26,484.44
2001-03-27,483.938
2001-03-28,492.256
2001-03-29,475.744
2001-03-30,461.869
2001-04-02,453.351
2001-04-03,469.751
2001-04-04,476.137
2001-04-05,482.025
2001-04-06,483.934
2001-04-09,472.989
2001-04-10,471.156
2001-04-11,476.041
2001-04-12,483.574
2001-04-13,484.295
2001-04-16,480.311
2001-04-17,482.17
2001-04-18,496.124
2001-04-19,500.781
2001-04-20,498.674
2001-04-23,502.924
2001-04-24,504.777
2001-04-25,507.535
2001-04-26,511.793
2001-04-27,507.797
2001-04-30,508.824
2001-05-01,528.381
2001-05-02,527.266
2001-05-03,531.405
2001-05-04,531.493
2001-05-07,529.424
2001-05-08,520.351
2001-05-09,513.6
2001-05-10,510.624
2001-05-11,511.478
2001-05-14,502.476
2001-05-15,505.226
2001-05-16,498.517
2001-05-17,506.604
2001-05-18,504.274
2001-05-21,511.812
2001-05-22,512.402
2001-05-23,520.128
2001-05-24,520.18
2001-05-25,513.624
2001-05-28,509.994
2001-05-29,516.007
2001-05-30,509.734
2001-05-31,511.667
2001-06-01,510.897
2001-06-04,510.562
2001-06-05,505.524
2001-06-06,503.323
2001-06-07,508.74
2001-06-08,509.496
2001-06-11,503.827
2001-06-12,490.828
2001-06-13,494.392
2001-06-14,492.352
2001-06-15,487.463
2001-06-18,483.56
2001-06-19,482.026
2001-06-20,482.341
2001-06-21,485.963
2001-06-22,492.584
2001-06-25,490.945
2001-06-26,495.299
2001-06-27,491.036
2001-06-28,485.325
2001-06-29,491.389
2001-07-02,487.243
2001-07-03,488.374
2001-07-04,482.419
2001-07-05,478.011
2001-07-06,470.708
2001-07-09,467.793
2001-07-10,469.916
2001-07-11,467.384
2001-07-12,474.69
2001-07-13,471.544
2001-07-16,469.003
2001-07-17,465.855
2001-07-18,462.879
2001-07-19,465.251
2001-07-20,466.744
2001-07-23,454.465
2001-07-24,459.275
2001-07-25,463.304
2001-07-26,465.038
2001-07-27,465.913
2001-07-30,455.42
2001-07-31,463.715
2001-08-01,468.897
2001-08-02,482.2
2001-08-03,476.498
2001-08-06,478.273
2001-08-07,481.369
2001-08-08,479.546
2001-08-09,469.78
2001-08-10,474.993
2001-08-13,468.481
2001-08-14,478.55
2001-08-15,487.982
2001-08-16,484.033
2001-08-17,482.71
2001-08-20,475.804
2001-08-21,481.771
2001-08-22,486.134
2001-08-23,482.283
2001-08-24,480.244
2001-08-27,479.894
2001-08-28,477.142
2001-08-29,473.635
2001-08-30,466.713
2001-08-31,466.086
2001-09-03,456.188
2001-09-04,461.592
2001-09-05,451.22
2001-09-06,449.51
2001-09-07,448.433
2001-09-10,435.102
2001-09-11,442.555
2001-09-12,412.95
2001-09-13,422.655
2001-09-14,440.047
2001-09-17,420.93
2001-09-18,427.379
2001-09-19,432.441
2001-09-20,431.499
2001-09-21,423.277
2001-09-24,420.12
2001-09-25,424.893
2001-09-26,424.408
2001-09-27,420.02
2001-09-28,433.39
2001-10-01,438.567
2001-10-02,442.141
2001-10-03,439.039
2001-10-04,445.863
2001-10-05,442.381
2001-10-08,443.913
2001-10-09,434.068
2001-10-10,429.967
2001-10-11,434.927
2001-10-12,439.09
2001-10-15,439.234
2001-10-16,439.955
2001-10-17,441.142
2001-10-18,434.106
2001-10-19,433.705
2001-10-22,432.511
2001-10-23,436.488
2001-10-24,438.303
2001-10-25,444.146
2001-10-26,441.267
2001-10-29,435.062
2001-10-30,434.297
2001-10-31,430.913
2001-11-01,427.806
2001-11-02,426.157
2001-11-05,428.233
2001-11-06,432.36
2001-11-07,426.055
2001-11-08,427.912
2001-11-09,422.438
2001-11-12,419.872
2001-11-13,412.596
2001-11-14,410.112
2001-11-15,415.341
2001-11-16,412.498
2001-11-19,413.36
2001-11-20,413.275
2001-11-21,413.806
2001-11-22,412.266
2001-11-23,410.418
2001-11-26,419.355
2001-11-27,417.702
2001-11-28,412.65
2001-11-29,410.953
2001-11-30,412.412
2001-12-03,401.948
2001-12-04,400.853
2001-12-05,404.257
2001-12-06,405.669
2001-12-07,398.352
2001-12-10,390.621
2001-12-11,385.846
2001-12-12,392.197
2001-12-13,385.846
2001-12-14,380.497
2001-12-17,372.718
2001-12-18,372.796
2001-12-19,370.378
2001-12-20,377.553
2001-12-21,375.576
2001-12-24,374.406
2001-12-25,373.422
2001-12-26,368.866
2001-12-27,373.278
2001-12-28,379.013
2001-12-31,379.418
2002-01-01,379.418
2002-01-02,376.374
2002-01-03,377.589
2002-01-04,381.589
2002-01-07,381.552
2002-01-08,369.574
2002-01-09,366.974
2002-01-10,362.474
2002-01-11,360.743
2002-01-14,361.784
2002-01-15,358.059
2002-01-16,359.075
2002-01-17,359.347
2002-01-18,367.885
2002-01-21,370.847
2002-01-22,360.151
2002-01-23,359.79
2002-01-24,359.077
2002-01-25,359.311
2002-01-28,365.474
2002-01-29,362.205
2002-01-30,361.612
2002-01-31,360.777
2002-02-01,356.47
2002-02-04,354.246
2002-02-05,347.251
2002-02-06,346.41
2002-02-07,350.588
2002-02-08,351.06
2002-02-11,354.186
2002-02-12,364.741
2002-02-13,367.187
2002-02-14,369.425
2002-02-15,367.749
2002-02-18,369.328
2002-02-19,357.492
2002-02-20,356.42
2002-02-21,364.77
2002-02-22,366.91
2002-02-25,365.042
2002-02-26,362.917
2002-02-27,373.721
2002-02-28,379.806
2002-03-01,385.999
2002-03-04,404.326
2002-03-05,400.257
2002-03-06,401.808
2002-03-07,417.853
2002-03-08,418.306
2002-03-11,424.038
2002-03-12,415.062
2002-03-13,404.842
2002-03-14,408.083
2002-03-15,413.098
2002-03-18,404.381
2002-03-19,410.535
2002-03-20,407.646
2002-03-21,405.964
2002-03-22,395.807
2002-03-25,395.591
2002-03-26,396.585
2002-03-27,401.748
2002-03-28,400.739
2002-03-29,394.663
2002-04-01,389.998
2002-04-02,392.598
2002-04-03,401.354
2002-04-04,406.448
2002-04-05,408.533
2002-04-08,409.018
2002-04-09,402.317
2002-04-10,407.88
2002-04-11,401.213
2002-04-12,395.838
2002-04-15,399.453
2002-04-16,404.839
2002-04-17,409.589
2002-04-18,415.286
2002-04-19,413.969
2002-04-22,419.0
2002-04-23,418.913
2002-04-24,417.581
2002-04-25,422.349
2002-04-26,418.005
2002-04-29,417.239
2002-04-30,414.464
2002-05-01,419.837
2002-05-02,419.495
2002-05-03,422.749
2002-05-06,421.422
2002-05-07,415.205
2002-05-08,416.699
2002-05-09,419.096
2002-05-10,420.451
2002-05-13,417.455
2002-05-14,412.983
2002-05-15,420.13
2002-05-16,426.221
2002-05-17,433.403
2002-05-20,436.947
2002-05-21,443.949
2002-05-22,449.676
2002-05-23,452.183
2002-05-24,454.316
2002-05-27,454.773
2002-05-28,456.29
2002-05-29,454.385
2002-05-30,456.229
2002-05-31,453.836
2002-06-03,458.106
2002-06-04,453.151
2002-06-05,452.571
2002-06-06,448.335
2002-06-07,445.614
2002-06-10,443.892
2002-06-11,443.79
2002-06-12,439.216
2002-06-13,433.623
2002-06-14,430.149
2002-06-17,419.146
2002-06-18,422.378
2002-06-19,414.221
2002-06-20,421.179
2002-06-21,421.975
2002-06-24,425.329
2002-06-25,424.089
2002-06-26,423.343
2002-06-27,423.321
2002-06-28,434.722
2002-07-01,437.273
2002-07-02,438.411
2002-07-03,448.511
2002-07-04,444.567
2002-07-05,448.597
2002-07-08,452.165
2002-07-09,461.875
2002-07-10,457.164
2002-07-11,454.295
2002-07-12,456.284
2002-07-15,450.643
2002-07-16,445.148
2002-07-17,444.302
2002-07-18,448.436
2002-07-19,445.294
2002-07-22,442.556
2002-07-23,439.535
2002-07-24,441.541
2002-07-25,436.039
2002-07-26,418.363
2002-07-29,414.628
2002-07-30,418.842
2002-07-31,417.492
2002-08-01,414.885
2002-08-02,414.798
2002-08-05,415.483
2002-08-06,401.645
2002-08-07,410.566
2002-08-08,409.913
2002-08-09,419.079
2002-08-12,413.566
2002-08-13,411.953
2002-08-14,423.173
2002-08-15,424.891
2002-08-16,424.066
2002-08-19,414.015
2002-08-20,410.933
2002-08-21,412.368
2002-08-22,413.012
2002-08-23,413.363
2002-08-26,422.014
2002-08-27,419.596
2002-08-28,417.045
2002-08-29,411.443
2002-08-30,413.76
2002-09-02,411.189
2002-09-03,403.152
2002-09-04,392.875
2002-09-05,398.408
2002-09-06,393.423
2002-09-09,397.085
2002-09-10,394.651
2002-09-11,392.642
2002-09-12,394.65
2002-09-13,390.447
2002-09-16,386.755
2002-09-17,395.322
2002-09-18,396.414
2002-09-19,404.165
2002-09-20,393.448
2002-09-23,391.811
2002-09-24,391.207
2002-09-25,386.74
2002-09-26,392.309
2002-09-27,399.412
2002-09-30,400.442
2002-10-01,388.76
2002-10-02,382.367
2002-10-03,379.765
2002-10-04,381.146
2002-10-07,364.785
2002-10-08,365.701
2002-10-09,358.878
2002-10-10,356.887
2002-10-11,360.228
2002-10-14,359.996
2002-10-15,367.774
2002-10-16,369.5
2002-10-17,369.671
2002-10-18,370.456
2002-10-21,371.139
2002-10-22,359.59
2002-10-23,360.349
2002-10-24,356.982
2002-10-25,362.736
2002-10-28,363.305
2002-10-29,366.077
2002-10-30,369.386
2002-10-31,367.356
2002-11-01,368.173
2002-11-04,367.512
2002-11-05,374.961
2002-11-06,374.203
2002-11-07,375.418
2002-11-08,373.717
2002-11-11,366.194
2002-11-12,365.859
2002-11-13,361.267
2002-11-14,354.124
2002-11-15,357.332
2002-11-18,350.688
2002-11-19,342.959
2002-11-20,346.162
2002-11-21,351.408
2002-11-22,354.997
2002-11-25,363.176
2002-11-26,360.078
2002-11-27,364.167
2002-11-28,370.137
2002-11-29,371.21
2002-12-02,363.082
2002-12-03,362.396
2002-12-04,357.389
2002-12-05,353.33
2002-12-06,354.183
2002-12-09,353.41
2002-12-10,356.424
2002-12-11,353.933
2002-12-12,353.275
2002-12-13,355.433
2002-12-16,350.623
2002-12-17,353.474
2002-12-18,346.888
2002-12-19,352.055
2002-12-20,353.383
2002-12-23,354.442
2002-12-24,357.163
2002-12-25,355.994
2002-12-26,363.331
2002-12-27,368.845
2002-12-30,372.102
2002-12-31,371.647
2003-01-01,371.647
2003-01-02,368.157
2003-01-03,368.203
2003-01-06,378.325
2003-01-07,370.318
2003-01-08,365.466
2003-01-09,367.334
2003-01-10,367.723
2003-01-13,369.562
2003-01-14,376.282
2003-01-15,381.415
2003-01-16,383.942
2003-01-17,387.301
2003-01-20,382.665
2003-01-21,385.623
2003-01-22,382.444
2003-01-23,389.753
2003-01-24,389.725
2003-01-27,382.382
2003-01-28,380.119
2003-01-29,373.509
2003-01-30,371.137
2003-01-31,368.641
2003-02-03,374.156
2003-02-04,379.72
2003-02-05,380.382
2003-02-06,378.985
2003-02-07,377.254
2003-02-10,376.195
2003-02-11,375.033
2003-02-12,381.326
2003-02-13,379.651
2003-02-14,383.634
2003-02-17,386.236
2003-02-18,390.088
2003-02-19,389.803
2003-02-20,388.599
2003-02-21,382.767
2003-02-24,385.605
2003-02-25,377.99
2003-02-26,378.499
2003-02-27,376.702
2003-02-28,378.436
2003-03-03,382.018
2003-03-04,382.686
2003-03-05,382.717
2003-03-06,380.788
2003-03-07,373.279
2003-03-10,368.188
2003-03-11,362.158
2003-03-12,363.686
2003-03-13,360.281
2003-03-14,359.368
2003-03-17,355.008
2003-03-18,357.067
2003-03-19,357.099
2003-03-20,363.392
2003-03-21,359.518
2003-03-24,372.877
2003-03-25,369.413
2003-03-26,375.432
2003-03-27,379.111
2003-03-28,377.136
2003-03-31,371.356
2003-04-01,372.62
2003-04-02,374.908
2003-04-03,371.507
2003-04-04,371.717
2003-04-07,376.832
2003-04-08,374.326
2003-04-09,372.574
2003-04-10,372.749
2003-04-11,366.812
2003-04-14,365.267
2003-04-15,370.035
2003-04-16,371.034
2003-04-17,371.391
2003-04-18,372.005
2003-04-21,373.407
2003-04-22,369.413
2003-04-23,368.237
2003-04-24,370.163
2003-04-25,366.137
2003-04-28,364.069
2003-04-29,364.57
2003-04-30,378.331
2003-05-01,381.974
2003-05-02,382.87
2003-05-05,383.774
2003-05-06,390.12
2003-05-07,395.745
2003-05-08,392.554
2003-05-09,396.283
2003-05-12,400.241
2003-05-13,399.157
2003-05-14,401.553
2003-05-15,396.708
2003-05-16,395.98
2003-05-19,388.997
2003-05-20,389.85
2003-05-21,387.843
2003-05-22,390.672
2003-05-23,396.524
2003-05-26,397.592
2003-05-27,391.567
2003-05-28,389.333
2003-05-29,392.987
2003-05-30,389.736
2003-06-02,394.537
2003-06-03,393.506
2003-06-04,393.138
2003-06-05,401.876
2003-06-06,400.465
2003-06-09,404.353
2003-06-10,406.882
2003-06-11,410.647
2003-06-12,409.836
2003-06-13,413.254
2003-06-16,410.536
2003-06-17,411.042
2003-06-18,411.788
2003-06-19,409.172
2003-06-20,413.814
2003-06-23,420.432
2003-06-24,412.421
2003-06-25,416.601
2003-06-26,412.046
2003-06-27,416.522
2003-06-30,415.41
2003-07-01,421.882
2003-07-02,432.605
2003-07-03,434.57
2003-07-04,432.478
2003-07-07,436.985
2003-07-08,434.603
2003-07-09,443.555
2003-07-10,444.72
2003-07-11,436.454
2003-07-14,439.043
2003-07-15,436.244
2003-07-16,430.807
2003-07-17,421.725
2003-07-18,424.347
2003-07-21,425.887
2003-07-22,420.784
2003-07-23,428.802
2003-07-24,430.932
2003-07-25,429.448
2003-07-28,435.129
2003-07-29,434.701
2003-07-30,427.402
2003-07-31,425.982
2003-08-01,430.027
2003-08-04,426.396
2003-08-05,423.02
2003-08-06,419.207
2003-08-07,422.871
2003-08-08,424.424
2003-08-11,430.477
2003-08-12,433.193
2003-08-13,437.244
2003-08-14,444.555
2003-08-15,443.537
2003-08-18,448.951
2003-08-19,453.633
2003-08-20,464.6
2003-08-21,467.725
2003-08-22,467.217
2003-08-25,466.394
2003-08-26,468.224
2003-08-27,466.604
2003-08-28,464.649
2003-08-29,470.878
2003-09-01,483.137
2003-09-02,482.81
2003-09-03,486.311
2003-09-04,483.736
2003-09-05,481.97
2003-09-08,484.333
2003-09-09,493.632
2003-09-10,489.811
2003-09-11,481.997
2003-09-12,489.7
2003-09-15,489.2
2003-09-16,500.797
2003-09-17,504.206
2003-09-18,509.734
2003-09-19,515.793
2003-09-22,516.563
2003-09-23,518.671
2003-09-24,520.742
2003-09-25,511.675
2003-09-26,508.022
2003-09-29,506.835
2003-09-30,509.179
2003-10-01,521.183
2003-10-02,537.896
2003-10-03,540.88
2003-10-06,538.87
2003-10-07,545.21
2003-10-08,539.974
2003-10-09,542.234
2003-10-10,551.902
2003-10-13,550.003
2003-10-14,550.937
2003-10-15,547.564
2003-10-16,553.878
2003-10-17,552.068
2003-10-20,554.033
2003-10-21,551.405
2003-10-22,545.566
2003-10-23,516.939
2003-10-24,521.609
2003-10-27,533.378
2003-10-28,539.23
2003-10-29,547.1
2003-10-30,548.137
2003-10-31,535.645
2003-11-03,529.504
2003-11-04,550.881
2003-11-05,548.695
2003-11-06,534.116
2003-11-07,539.774
2003-11-10,542.555
2003-11-11,526.359
2003-11-12,522.113
2003-11-13,530.783
2003-11-14,527.079
2003-11-17,501.938
2003-11-18,505.223
2003-11-19,497.985
2003-11-20,506.629
