Date,JAPAN MID VALUE Mid Cap
2003-11-21,509.047
2003-11-24,507.114
2003-11-25,513.84
2003-11-26,522.062
2003-11-27,521.424
2003-11-28,514.576
2003-12-01,524.644
2003-12-02,530.461
2003-12-03,531.06
2003-12-04,534.282
2003-12-05,535.978
2003-12-08,527.926
2003-12-09,529.339
2003-12-10,521.273
2003-12-11,525.775
2003-12-12,532.83
2003-12-15,542.261
2003-12-16,538.995
2003-12-17,534.39
2003-12-18,535.001
2003-12-19,540.826
2003-12-22,545.31
2003-12-23,545.589
2003-12-24,545.078
2003-12-25,544.148
2003-12-26,547.715
2003-12-29,551.322
2003-12-30,559.67
2003-12-31,558.442
2004-01-01,558.442
2004-01-02,559.225
2004-01-05,570.915
2004-01-06,570.676
2004-01-07,569.949
2004-01-08,569.919
2004-01-09,570.455
2004-01-12,570.133
2004-01-13,571.143
2004-01-14,573.025
2004-01-15,566.063
2004-01-16,565.962
2004-01-19,570.52
2004-01-20,570.528
2004-01-21,569.924
2004-01-22,575.898
2004-01-23,578.208
2004-01-26,577.011
2004-01-27,575.209
2004-01-28,572.042
2004-01-29,565.014
2004-01-30,566.86
2004-02-02,574.868
2004-02-03,571.949
2004-02-04,563.423
2004-02-05,563.015
2004-02-06,564.791
2004-02-09,560.856
2004-02-10,562.28
2004-02-11,562.28
2004-02-12,567.41
2004-02-13,571.727
2004-02-16,574.744
2004-02-17,574.723
2004-02-18,571.317
2004-02-19,567.443
2004-02-20,557.757
2004-02-23,564.687
2004-02-24,557.312
2004-02-25,558.277
2004-02-26,559.946
2004-02-27,574.324
2004-03-01,590.558
2004-03-02,588.056
2004-03-03,587.805
2004-03-04,585.222
2004-03-05,589.574
2004-03-08,585.599
2004-03-09,593.953
2004-03-10,595.28
2004-03-11,592.033
2004-03-12,586.47
2004-03-15,598.667
2004-03-16,606.814
2004-03-17,623.537
2004-03-18,635.629
2004-03-19,628.136
2004-03-22,624.716
2004-03-23,625.712
2004-03-24,644.031
2004-03-25,655.377
2004-03-26,661.268
2004-03-29,660.473
2004-03-30,656.504
2004-03-31,672.37
2004-04-01,674.235
2004-04-02,674.192
2004-04-05,672.775
2004-04-06,668.919
2004-04-07,674.515
2004-04-08,673.628
2004-04-09,666.01
2004-04-12,674.676
2004-04-13,675.668
2004-04-14,667.151
2004-04-15,651.598
2004-04-16,655.556
2004-04-19,642.473
2004-04-20,656.074
2004-04-21,650.104
2004-04-22,647.68
2004-04-23,650.607
2004-04-26,654.736
2004-04-27,645.959
2004-04-28,645.156
2004-04-29,643.778
2004-04-30,627.981
2004-05-03,627.772
2004-05-04,630.887
2004-05-05,637.913
2004-05-06,620.275
2004-05-07,598.198
2004-05-10,556.185
2004-05-11,563.901
2004-05-12,583.918
2004-05-13,562.919
2004-05-14,563.832
2004-05-17,543.9
2004-05-18,554.649
2004-05-19,579.166
2004-05-20,580.752
2004-05-21,594.48
2004-05-24,594.896
2004-05-25,589.764
2004-05-26,601.492
2004-05-27,602.835
2004-05-28,614.75
2004-05-31,614.518
2004-06-01,620.536
2004-06-02,618.075
2004-06-03,602.894
2004-06-04,606.315
2004-06-07,628.503
2004-06-08,633.614
2004-06-09,637.741
2004-06-10,645.411
2004-06-11,639.562
2004-06-14,637.125
2004-06-15,636.979
2004-06-16,647.208
2004-06-17,650.098
2004-06-18,644.275
2004-06-21,655.428
2004-06-22,653.95
2004-06-23,655.597
2004-06-24,669.277
2004-06-25,666.065
2004-06-28,673.531
2004-06-29,670.895
2004-06-30,668.226
2004-07-01,672.842
2004-07-02,663.322
2004-07-05,647.015
2004-07-06,642.783
2004-07-07,642.136
2004-07-08,639.328
2004-07-09,651.489
2004-07-12,660.652
2004-07-13,657.995
2004-07-14,647.313
2004-07-15,645.682
2004-07-16,652.049
2004-07-19,654.549
2004-07-20,648.705
2004-07-21,647.202
2004-07-22,641.523
2004-07-23,633.62
2004-07-26,628.471
2004-07-27,616.608
2004-07-28,618.795
2004-07-29,613.302
2004-07-30,627.76
2004-08-02,629.004
2004-08-03,626.21
2004-08-04,615.306
2004-08-05,617.684
2004-08-06,621.203
2004-08-09,614.903
2004-08-10,615.724
2004-08-11,621.753
2004-08-12,619.86
2004-08-13,609.576
2004-08-16,602.74
2004-08-17,607.655
2004-08-18,610.967
2004-08-19,621.275
2004-08-20,621.984
2004-08-23,623.953
2004-08-24,623.191
2004-08-25,628.939
2004-08-26,634.136
2004-08-27,639.541
2004-08-30,636.294
2004-08-31,634.23
2004-09-01,639.63
2004-09-02,641.175
2004-09-03,629.867
2004-09-06,643.298
2004-09-07,648.165
2004-09-08,650.16
2004-09-09,639.883
2004-09-10,639.795
2004-09-13,641.006
2004-09-14,645.731
2004-09-15,634.297
2004-09-16,634.518
2004-09-17,630.894
2004-09-20,632.099
2004-09-21,629.594
2004-09-22,624.523
2004-09-23,626.249
2004-09-24,619.476
2004-09-27,617.372
2004-09-28,614.816
2004-09-29,620.682
2004-09-30,628.974
2004-10-01,637.999
2004-10-04,644.68
2004-10-05,645.347
2004-10-06,647.961
2004-10-07,647.049
2004-10-08,655.21
2004-10-11,658.359
2004-10-12,648.717
2004-10-13,645.177
2004-10-14,635.332
2004-10-15,635.664
2004-10-18,632.651
2004-10-19,643.986
2004-10-20,636.496
2004-10-21,637.109
2004-10-22,640.42
2004-10-25,635.811
2004-10-26,632.419
2004-10-27,633.374
2004-10-28,642.032
2004-10-29,640.374
2004-11-01,639.445
2004-11-02,649.735
2004-11-03,650.286
2004-11-04,655.137
2004-11-05,663.234
2004-11-08,657.874
2004-11-09,655.913
2004-11-10,649.456
2004-11-11,644.698
2004-11-12,657.51
2004-11-15,669.77
2004-11-16,670.798
2004-11-17,673.092
2004-11-18,671.187
2004-11-19,679.261
2004-11-22,664.62
2004-11-23,662.566
2004-11-24,669.313
2004-11-25,674.026
2004-11-26,670.314
2004-11-29,679.701
2004-11-30,676.367
2004-12-01,668.842
2004-12-02,677.992
2004-12-03,683.022
2004-12-06,677.322
2004-12-07,670.857
2004-12-08,661.356
2004-12-09,651.7
2004-12-10,648.243
2004-12-13,655.479
2004-12-14,658.526
2004-12-15,670.024
2004-12-16,666.313
2004-12-17,672.953
2004-12-20,676.263
2004-12-21,675.551
2004-12-22,682.761
2004-12-23,685.858
2004-12-24,694.679
2004-12-27,697.276
2004-12-28,698.985
2004-12-29,692.342
2004-12-30,704.963
2004-12-31,708.85
2005-01-03,706.059
2005-01-04,700.258
2005-01-05,696.949
2005-01-06,693.87
2005-01-07,694.87
2005-01-10,697.364
2005-01-11,708.534
2005-01-12,714.987
2005-01-13,710.0
2005-01-14,714.109
2005-01-17,721.535
2005-01-18,713.563
2005-01-19,715.727
2005-01-20,703.279
2005-01-21,704.045
2005-01-24,713.513
2005-01-25,705.361
2005-01-26,719.58
2005-01-27,717.0
2005-01-28,715.318
2005-01-31,721.106
2005-02-01,716.137
2005-02-02,723.862
2005-02-03,715.64
2005-02-04,720.646
2005-02-07,720.168
2005-02-08,709.826
2005-02-09,709.947
2005-02-10,712.173
2005-02-11,711.567
2005-02-14,719.299
2005-02-15,723.16
2005-02-16,713.716
2005-02-17,713.486
2005-02-18,715.599
2005-02-21,718.38
2005-02-22,723.187
2005-02-23,713.261
2005-02-24,715.216
2005-02-25,722.736
2005-02-28,737.7
2005-03-01,740.615
2005-03-02,739.469
2005-03-03,741.345
2005-03-04,746.239
2005-03-07,746.455
2005-03-08,749.589
2005-03-09,757.645
2005-03-10,755.156
2005-03-11,762.436
2005-03-14,752.702
2005-03-15,756.189
2005-03-16,760.074
2005-03-17,753.66
2005-03-18,758.093
2005-03-21,756.866
2005-03-22,760.584
2005-03-23,747.439
2005-03-24,742.092
2005-03-25,743.905
2005-03-28,744.616
2005-03-29,728.23
2005-03-30,723.196
2005-03-31,737.426
2005-04-01,738.054
2005-04-04,728.527
2005-04-05,731.768
2005-04-06,733.264
2005-04-07,734.668
2005-04-08,734.218
2005-04-11,732.038
2005-04-12,724.142
2005-04-13,728.844
2005-04-14,717.56
2005-04-15,711.562
2005-04-18,686.306
2005-04-19,702.139
2005-04-20,704.191
2005-04-21,695.389
2005-04-22,712.388
2005-04-25,714.867
2005-04-26,712.855
2005-04-27,713.074
2005-04-28,714.687
2005-04-29,721.907
2005-05-02,722.687
2005-05-03,722.584
2005-05-04,728.625
2005-05-05,727.509
2005-05-06,735.23
2005-05-09,731.951
2005-05-10,729.315
2005-05-11,727.659
2005-05-12,718.378
2005-05-13,708.685
2005-05-16,698.717
2005-05-17,689.477
2005-05-18,688.781
2005-05-19,698.464
2005-05-20,692.925
2005-05-23,702.237
2005-05-24,699.978
2005-05-25,690.109
2005-05-26,688.704
2005-05-27,693.466
2005-05-30,700.493
2005-05-31,707.236
2005-06-01,707.995
2005-06-02,706.963
2005-06-03,710.073
2005-06-06,714.781
2005-06-07,712.795
2005-06-08,715.798
2005-06-09,705.758
2005-06-10,707.807
2005-06-13,698.715
2005-06-14,701.613
2005-06-15,705.965
2005-06-16,709.895
2005-06-17,718.931
2005-06-20,718.241
2005-06-21,722.25
2005-06-22,720.507
2005-06-23,720.525
2005-06-24,716.982
2005-06-27,710.644
2005-06-28,716.349
2005-06-29,715.583
2005-06-30,711.492
2005-07-01,710.139
2005-07-04,713.468
2005-07-05,711.599
2005-07-06,709.2
2005-07-07,705.233
2005-07-08,702.961
2005-07-11,707.511
2005-07-12,712.931
2005-07-13,705.659
2005-07-14,707.799
2005-07-15,707.265
2005-07-18,710.429
2005-07-19,701.89
2005-07-20,702.129
2005-07-21,721.112
2005-07-22,714.509
2005-07-25,713.761
2005-07-26,709.091
2005-07-27,714.482
2005-07-28,717.29
2005-07-29,720.956
2005-08-01,722.948
2005-08-02,727.202
2005-08-03,730.319
2005-08-04,722.003
2005-08-05,706.983
2005-08-08,710.596
2005-08-09,718.562
2005-08-10,743.123
2005-08-11,757.129
2005-08-12,759.071
2005-08-15,762.155
2005-08-16,766.621
2005-08-17,762.226
2005-08-18,755.353
2005-08-19,751.095
2005-08-22,767.82
2005-08-23,767.926
2005-08-24,766.681
2005-08-25,765.587
2005-08-26,772.623
2005-08-29,758.856
2005-08-30,759.331
2005-08-31,759.528
2005-09-01,771.366
2005-09-02,776.401
2005-09-05,782.897
2005-09-06,775.118
2005-09-07,769.805
2005-09-08,761.741
2005-09-09,779.774
2005-09-12,787.072
2005-09-13,783.985
2005-09-14,786.971
2005-09-15,792.829
2005-09-16,787.56
2005-09-19,788.055
2005-09-20,805.241
2005-09-21,810.117
2005-09-22,812.716
2005-09-23,808.151
2005-09-26,825.056
2005-09-27,817.732
2005-09-28,830.743
2005-09-29,848.876
2005-09-30,830.857
2005-10-03,819.036
2005-10-04,821.896
2005-10-05,813.051
2005-10-06,797.614
2005-10-07,797.293
2005-10-10,794.084
2005-10-11,812.837
2005-10-12,815.007
2005-10-13,809.737
2005-10-14,807.928
2005-10-17,800.551
2005-10-18,793.905
2005-10-19,787.921
2005-10-20,793.874
2005-10-21,794.386
2005-10-24,794.652
2005-10-25,809.451
2005-10-26,812.656
2005-10-27,831.634
2005-10-28,827.182
2005-10-31,836.351
2005-11-01,844.65
2005-11-02,842.523
2005-11-03,840.364
2005-11-04,839.387
2005-11-07,842.426
2005-11-08,841.94
2005-11-09,838.666
