Date,JAPAN MID VALUE Mid Cap
2016-02-29,1112.789
2016-03-31,1155.183
2016-04-29,1208.711
2016-05-31,1175.743
2016-06-30,1124.923
2016-07-29,1197.203
2016-08-31,1223.76
2016-09-30,1250.124
2016-10-31,1272.786
2016-11-30,1246.441
2016-12-30,1287.004
2017-01-31,1342.2
2017-02-28,1374.753
2017-03-31,1346.101
2017-04-28,1359.01
2017-05-31,1376.955
2017-06-30,1403.528
2017-07-31,1427.844
2017-08-31,1428.931
2017-09-29,1460.119
2017-10-31,1508.958
2017-11-30,1529.683
2017-12-29,1558.434
2018-01-31,1617.338
2018-02-28,1561.834
2018-03-30,1535.638
2018-04-30,1576.881
2018-05-31,1546.337
2018-06-29,1494.34
2018-07-31,1509.833
2018-08-31,1498.6
2018-09-28,1543.512
2018-10-31,1420.174
2018-11-30,1444.918
2018-12-31,1357.467
2019-01-31,1451.373
2019-02-28,1432.96
2019-03-29,1438.879
2019-04-30,1440.532
2019-05-31,1350.973
2019-06-28,1409.166
2019-07-31,1382.628
2019-08-30,1345.757
2019-09-30,1426.866
2019-10-31,1503.4
2019-11-29,1494.915
2019-12-31,1510.742
2020-01-31,1467.986
2020-02-28,1307.985
2020-03-31,1149.669
2020-04-30,1187.897
2020-05-29,1261.276
2020-06-30,1238.506
2020-07-31,1178.246
2020-08-31,1303.188
2020-09-30,1313.58
2020-10-30,1273.217
2020-11-30,1414.067
2020-12-31,1475.522
2021-01-29,1501.023
2021-02-26,1558.236
2021-03-31,1617.218
2021-04-30,1583.457
2021-05-31,1598.526
2021-06-30,1572.033
2021-07-30,1553.147
2021-08-31,1599.624
2021-09-30,1624.615
2021-10-29,1567.177
2021-11-30,1468.168
2021-12-31,1511.089
2022-01-31,1517.678
2022-02-28,1544.608
2022-03-31,1525.884
2022-04-29,1402.634
2022-05-31,1442.302
2022-06-30,1363.406
2022-07-29,1409.914
2022-08-31,1396.382
2022-09-30,1248.584
2022-10-31,1261.283
2022-11-30,1382.034
2022-12-30,1418.364
2023-01-31,1484.616
2023-02-28,1453.053
2023-03-31,1472.469
2023-04-28,1497.282
2023-05-31,1456.193
2023-06-30,1508.976
2023-07-31,1596.686
2023-08-31,1610.714
2023-09-29,1613.521
2023-10-31,1527.608
2023-11-30,1614.192
2023-12-29,1672.405
2024-01-31,1746.784
2024-02-29,1718.509
2024-03-29,1831.709
2024-04-30,1766.371
2024-05-31,1791.398
2024-06-28,1724.941
2024-07-31,1840.378
2024-08-30,1849.309
2024-09-30,1848.364
2024-10-31,1742.449
2024-11-29,1753.895
2024-12-31,1721.62
2025-01-31,1749.08
2025-02-28,1793.274
2025-03-31,1820.475
2025-04-30,1866.3
2025-05-30,1912.31
