Date,GERMANY MID CAP Mid Cap
2010-02-26,435.252
2010-03-31,477.877
2010-04-30,473.272
2010-05-31,402.721
2010-06-30,401.534
2010-07-30,449.429
2010-08-31,424.027
2010-09-30,492.46
2010-10-29,534.639
2010-11-30,505.755
2010-12-31,549.321
2011-01-31,551.179
2011-02-28,577.91
2011-03-31,572.217
2011-04-29,621.028
2011-05-31,607.32
2011-06-30,607.482
2011-07-29,568.986
2011-08-31,502.24
2011-09-30,428.418
2011-10-31,490.622
2011-11-30,471.748
2011-12-30,443.271
2012-01-31,506.732
2012-02-29,542.522
2012-03-30,550.351
2012-04-30,544.035
2012-05-31,464.797
2012-06-29,473.558
2012-07-31,489.054
2012-08-31,498.134
2012-09-28,516.511
2012-10-31,535.349
2012-11-30,560.283
2012-12-31,574.921
2013-01-31,619.506
2013-02-28,621.074
2013-03-29,605.893
2013-04-30,626.863
2013-05-31,627.423
2013-06-28,621.948
2013-07-31,665.63
2013-08-30,659.915
2013-09-30,711.848
2013-10-31,747.275
2013-11-29,770.421
2013-12-31,793.343
2014-01-31,762.564
2014-02-28,832.037
2014-03-31,817.475
2014-04-30,801.526
2014-05-30,822.566
2014-06-30,814.809
2014-07-31,757.643
2014-08-29,760.759
2014-09-30,709.31
2014-10-31,702.649
2014-11-28,741.823
2014-12-31,736.158
2015-01-30,761.907
2015-02-27,799.429
2015-03-31,786.42
2015-04-30,793.891
2015-05-29,796.597
2015-06-30,786.634
2015-07-31,820.441
2015-08-31,788.866
2015-09-30,780.974
2015-10-30,822.271
2015-11-30,808.701
2015-12-31,805.621
2016-01-29,760.072
2016-02-29,742.837
2016-03-31,821.074
2016-04-29,817.601
2016-05-31,811.807
2016-06-30,791.282
2016-07-29,860.998
2016-08-31,865.232
2016-09-30,884.925
2016-10-31,846.979
2016-11-30,790.291
2016-12-30,828.422
2017-01-31,868.465
2017-02-28,875.647
2017-03-31,921.127
2017-04-28,953.002
2017-05-31,1031.146
2017-06-30,1036.572
2017-07-31,1061.715
2017-08-31,1075.466
2017-09-29,1108.662
2017-10-31,1127.914
2017-11-30,1161.23
2017-12-29,1185.366
2018-01-31,1242.29
2018-02-28,1189.251
2018-03-30,1160.126
2018-04-30,1163.547
2018-05-31,1148.476
2018-06-29,1125.651
2018-07-31,1194.669
2018-08-31,1200.272
2018-09-28,1152.493
2018-10-31,1035.698
2018-11-30,995.466
2018-12-31,924.977
2019-01-31,1014.167
2019-02-28,1023.075
2019-03-29,1015.391
2019-04-30,1060.687
2019-05-31,992.986
2019-06-28,1037.841
2019-07-31,1023.717
2019-08-30,1017.7
2019-09-30,1037.886
2019-10-31,1047.274
2019-11-29,1083.887
2019-12-31,1128.598
2020-01-31,1119.414
2020-02-28,1021.31
2020-03-31,845.398
2020-04-30,928.309
2020-05-29,1056.178
2020-06-30,1098.245
2020-07-31,1180.342
2020-08-31,1256.769
2020-09-30,1220.392
2020-10-30,1172.615
2020-11-30,1315.304
2020-12-31,1422.953
2021-01-29,1408.092
2021-02-26,1353.851
2021-03-31,1346.334
2021-04-30,1436.645
2021-05-31,1480.768
2021-06-30,1463.084
2021-07-30,1509.484
2021-08-31,1524.229
2021-09-30,1402.433
2021-10-29,1407.599
2021-11-30,1371.443
2021-12-31,1399.519
2022-01-31,1293.046
2022-02-28,1248.057
2022-03-31,1171.765
2022-04-29,1077.57
2022-05-31,1089.975
2022-06-30,950.116
2022-07-29,984.565
2022-08-31,886.555
2022-09-30,788.996
2022-10-31,841.723
2022-11-30,945.141
2022-12-30,981.009
2023-01-31,1122.164
2023-02-28,1092.939
2023-03-31,1101.652
2023-04-28,1153.733
2023-05-31,1052.312
2023-06-30,1108.483
2023-07-31,1151.818
2023-08-31,1103.017
2023-09-29,1013.446
2023-10-31,949.78
2023-11-30,1069.106
2023-12-29,1109.104
2024-01-31,1085.153
2024-02-29,1117.745
2024-03-29,1204.881
2024-04-30,1179.393
2024-05-31,1252.048
2024-06-28,1191.436
2024-07-31,1256.184
2024-08-30,1305.532
2024-09-30,1389.873
2024-10-31,1343.116
2024-11-29,1401.993
2024-12-31,1364.404
2025-01-31,1492.865
2025-02-28,1569.764
2025-03-31,1688.112
2025-04-30,1894.531
2025-05-30,2117.567
2025-06-30,2185.078
2025-07-31,2165.99
2025-08-29,2201.745
2025-09-30,2188.653
