Date,GERMANY MID CAP Mid Cap
2009-09-30,465.249
2009-10-30,419.98
2009-11-30,454.146
2009-12-31,453.814
2010-01-29,436.815
2010-02-26,430.981
2010-03-31,473.188
2010-04-30,468.518
2010-05-31,397.871
2010-06-30,396.519
2010-07-30,443.756
2010-08-31,418.675
2010-09-30,486.244
2010-10-29,527.89
2010-11-30,499.371
2010-12-31,542.387
2011-01-31,544.221
2011-02-28,570.415
2011-03-31,564.796
2011-04-29,612.672
2011-05-31,597.289
2011-06-30,597.2
2011-07-29,559.056
2011-08-31,493.475
2011-09-30,420.942
2011-10-31,482.06
2011-11-30,463.515
2011-12-30,435.536
2012-01-31,497.888
2012-02-29,533.055
2012-03-30,540.349
2012-04-30,533.659
2012-05-31,454.682
2012-06-29,462.921
2012-07-31,477.943
2012-08-31,486.817
2012-09-28,504.776
2012-10-31,522.805
2012-11-30,547.155
2012-12-31,561.45
2013-01-31,604.99
2013-02-28,606.522
2013-03-29,591.696
2013-04-30,611.981
2013-05-31,611.298
2013-06-28,605.514
2013-07-31,647.038
2013-08-30,641.291
2013-09-30,691.758
2013-10-31,726.014
2013-11-29,748.501
2013-12-31,770.771
2014-01-31,740.867
2014-02-28,808.364
2014-03-31,794.216
2014-04-30,777.995
2014-05-30,796.766
2014-06-30,787.745
2014-07-31,732.442
2014-08-29,735.454
2014-09-30,685.716
2014-10-31,679.276
2014-11-28,717.147
2014-12-31,711.671
2015-01-30,736.563
2015-02-27,772.694
2015-03-31,760.12
2015-04-30,767.008
2015-05-29,766.715
2015-06-30,756.522
2015-07-31,789.035
2015-08-31,758.669
2015-09-30,751.079
2015-10-30,790.676
2015-11-30,777.628
2015-12-31,774.666
2016-01-29,730.867
2016-02-29,714.166
2016-03-31,789.384
2016-04-29,785.474
2016-05-31,777.746
2016-06-30,757.713
2016-07-29,823.81
2016-08-31,827.861
2016-09-30,846.704
2016-10-31,810.396
2016-11-30,756.157
2016-12-30,792.641
2017-01-31,830.955
2017-02-28,837.682
2017-03-31,881.19
2017-04-28,911.413
2017-05-31,982.944
2017-06-30,987.655
2017-07-31,1011.612
2017-08-31,1024.714
2017-09-29,1056.343
2017-10-31,1074.687
2017-11-30,1106.431
2017-12-29,1129.427
2018-01-31,1183.666
2018-02-28,1132.788
2018-03-30,1105.045
2018-04-30,1106.139
2018-05-31,1089.098
2018-06-29,1067.016
2018-07-31,1132.439
2018-08-31,1137.75
2018-09-28,1092.431
2018-10-31,981.723
2018-11-30,943.588
2018-12-31,876.773
2019-01-31,961.315
2019-02-28,969.39
2019-03-29,962.075
2019-04-30,1003.843
2019-05-31,936.712
2019-06-28,978.512
2019-07-31,965.195
2019-08-30,959.523
2019-09-30,978.554
2019-10-31,987.406
2019-11-29,1021.926
2019-12-31,1064.081
2020-01-31,1055.422
2020-02-28,962.758
2020-03-31,796.93
2020-04-30,874.871
2020-05-29,994.235
2020-06-30,1032.334
2020-07-31,1109.176
2020-08-31,1180.827
2020-09-30,1146.648
2020-10-30,1101.758
2020-11-30,1235.824
2020-12-31,1336.846
2021-01-29,1322.885
2021-02-26,1271.926
2021-03-31,1264.864
2021-04-30,1348.465
2021-05-31,1388.135
2021-06-30,1371.147
2021-07-30,1414.335
2021-08-31,1428.15
2021-09-30,1314.032
2021-10-29,1318.872
2021-11-30,1284.995
2021-12-31,1311.302
2022-01-31,1211.54
2022-02-28,1169.387
2022-03-31,1097.848
2022-04-29,1007.81
2022-05-31,1017.404
2022-06-30,886.264
2022-07-29,918.288
2022-08-31,826.875
2022-09-30,735.884
2022-10-31,785.062
2022-11-30,881.517
2022-12-30,914.97
2023-01-31,1046.624
2023-02-28,1019.366
2023-03-31,1027.426
2023-04-28,1075.753
2023-05-31,979.137
2023-06-30,1030.472
2023-07-31,1070.757
2023-08-31,1025.39
2023-09-29,942.123
2023-10-31,882.938
2023-11-30,993.866
2023-12-29,1031.049
2024-01-31,1008.784
2024-02-29,1039.082
2024-03-29,1120.024
2024-04-30,1096.005
2024-05-31,1160.298
2024-06-28,1103.061
2024-07-31,1163.006
2024-08-30,1208.693
2024-09-30,1286.779
2024-10-31,1243.49
2024-11-29,1298.0
2024-12-31,1263.199
2025-01-31,1382.131
2025-02-28,1453.326
2025-03-31,1562.896
2025-04-30,1753.536
2025-05-30,1952.833
2025-06-30,2014.866
2025-07-31,1997.205
2025-08-29,2030.174
2025-09-30,2018.102
