Date,WORLD SMID GROWTH SMID (Small+Mid Cap)
2014-01-31,1289.158
2014-02-28,1366.251
2014-03-31,1347.238
2014-04-30,1328.937
2014-05-30,1354.587
2014-06-30,1397.928
2014-07-31,1352.606
2014-08-29,1394.363
2014-09-30,1329.359
2014-10-31,1346.054
2014-11-28,1367.62
2014-12-31,1364.223
2015-01-30,1343.519
2015-02-27,1434.892
2015-03-31,1434.418
2015-04-30,1454.054
2015-05-29,1472.369
2015-06-30,1456.259
2015-07-31,1469.74
2015-08-31,1388.2
2015-09-30,1324.946
2015-10-30,1411.272
2015-11-30,1423.472
2015-12-31,1396.853
2016-01-29,1284.495
2016-02-29,1291.887
2016-03-31,1394.365
2016-04-29,1416.039
2016-05-31,1434.738
2016-06-30,1406.194
2016-07-29,1483.539
2016-08-31,1474.948
2016-09-30,1492.972
2016-10-31,1433.189
2016-11-30,1459.166
2016-12-30,1471.999
2017-01-31,1520.758
2017-02-28,1553.753
2017-03-31,1575.859
2017-04-28,1614.077
2017-05-31,1649.739
2017-06-30,1661.612
2017-07-31,1698.366
2017-08-31,1706.124
2017-09-29,1757.709
2017-10-31,1797.206
2017-11-30,1838.411
2017-12-29,1867.784
2018-01-31,1961.643
2018-02-28,1888.085
2018-03-30,1880.756
2018-04-30,1888.749
2018-05-31,1940.134
2018-06-29,1935.459
2018-07-31,1964.725
2018-08-31,2013.287
2018-09-28,1994.75
2018-10-31,1775.424
2018-11-30,1782.424
2018-12-31,1636.857
2019-01-31,1796.012
2019-02-28,1874.911
2019-03-29,1889.517
2019-04-30,1957.104
2019-05-31,1850.554
2019-06-28,1977.274
2019-07-31,1990.65
2019-08-30,1943.164
2019-09-30,1952.524
2019-10-31,2006.754
2019-11-29,2088.027
2019-12-31,2139.099
2020-01-31,2125.159
2020-02-28,1950.725
2020-03-31,1651.787
2020-04-30,1876.188
2020-05-29,2051.242
2020-06-30,2109.802
2020-07-31,2239.627
2020-08-31,2345.819
2020-09-30,2319.306
2020-10-30,2301.287
2020-11-30,2600.902
2020-12-31,2772.162
2021-01-29,2789.32
2021-02-26,2852.143
2021-03-31,2844.409
2021-04-30,2978.0
2021-05-31,2976.628
2021-06-30,3046.763
2021-07-30,3064.453
2021-08-31,3148.662
2021-09-30,3019.837
2021-10-29,3161.441
2021-11-30,3029.358
2021-12-31,3092.476
2022-01-31,2728.251
2022-02-28,2706.058
2022-03-31,2735.491
2022-04-29,2461.913
2022-05-31,2417.736
2022-06-30,2194.581
2022-07-29,2417.051
2022-08-31,2324.725
2022-09-30,2091.326
2022-10-31,2221.45
2022-11-30,2378.34
2022-12-30,2294.056
2023-01-31,2506.935
2023-02-28,2451.28
2023-03-31,2469.823
2023-04-28,2463.443
2023-05-31,2429.909
2023-06-30,2572.182
2023-07-31,2671.076
2023-08-31,2571.644
2023-09-29,2425.226
2023-10-31,2266.253
2023-11-30,2514.162
2023-12-29,2725.305
2024-01-31,2670.6
2024-02-29,2821.618
2024-03-29,2900.862
2024-04-30,2737.59
2024-05-31,2836.528
2024-06-28,2819.712
2024-07-31,2935.686
2024-08-30,2982.311
2024-09-30,3056.281
2024-10-31,2978.614
2024-11-29,3200.736
2024-12-31,3024.25
2025-01-31,3161.65
2025-02-28,3047.715
2025-03-31,2900.327
2025-04-30,2990.053
2025-05-30,3210.754
