Date,WORLD SMID GROWTH SMID (Small+Mid Cap)
1994-05-31,336.447
1994-06-30,337.303
1994-07-29,340.388
1994-08-31,351.252
1994-09-30,344.751
1994-10-31,350.38
1994-11-30,330.804
1994-12-30,336.228
1995-01-31,327.541
1995-02-28,329.014
1995-03-31,341.848
1995-04-28,348.72
1995-05-31,344.538
1995-06-30,350.853
1995-07-31,373.159
1995-08-31,370.792
1995-09-29,377.14
1995-10-31,365.169
1995-11-30,373.426
1995-12-29,382.573
1996-01-31,385.732
1996-02-29,395.698
1996-03-29,404.803
1996-04-30,428.435
1996-05-31,433.185
1996-06-28,423.289
1996-07-31,395.679
1996-08-30,407.452
1996-09-30,418.139
1996-10-31,410.657
1996-11-29,419.824
1996-12-31,413.912
1997-01-31,414.66
1997-02-28,407.005
1997-03-31,389.784
1997-04-30,386.643
1997-05-30,425.477
1997-06-30,439.623
1997-07-31,451.096
1997-08-29,443.854
1997-09-30,461.341
1997-10-31,436.831
1997-11-28,422.777
1997-12-31,417.33
1998-01-30,423.253
1998-02-27,458.814
1998-03-31,480.182
1998-04-30,489.013
1998-05-29,475.634
1998-06-30,475.662
1998-07-31,461.203
1998-08-31,377.867
1998-09-30,386.282
1998-10-30,413.86
1998-11-30,438.089
1998-12-31,468.232
1999-01-29,485.092
1999-02-26,459.988
1999-03-31,477.848
1999-04-30,505.166
1999-05-31,500.167
1999-06-30,536.551
1999-07-30,543.987
1999-08-31,555.098
1999-09-30,562.991
1999-10-29,585.861
1999-11-30,644.086
1999-12-31,734.149
2000-01-31,725.442
2000-02-29,864.13
2000-03-31,826.664
2000-04-28,726.265
2000-05-31,679.528
2000-06-30,747.802
2000-07-31,704.834
2000-08-31,759.53
2000-09-29,715.828
2000-10-31,651.554
2000-11-30,553.868
2000-12-29,573.026
2001-01-31,597.555
2001-02-28,528.362
2001-03-30,471.611
2001-04-30,522.71
2001-05-31,523.27
2001-06-29,510.985
2001-07-31,482.453
2001-08-31,456.867
2001-09-28,387.601
2001-10-31,419.294
2001-11-30,447.889
2001-12-31,457.845
2002-01-31,444.642
2002-02-28,430.513
2002-03-29,460.031
2002-04-30,453.117
2002-05-31,451.114
2002-06-28,417.517
2002-07-31,372.453
2002-08-30,369.82
2002-09-30,337.964
2002-10-31,355.711
2002-11-29,381.227
2002-12-31,360.893
2003-01-31,354.06
2003-02-28,347.592
2003-03-31,350.867
2003-04-30,380.789
2003-05-30,416.641
2003-06-30,424.643
2003-07-31,439.888
2003-08-29,463.208
2003-09-30,465.986
2003-10-31,505.808
2003-11-28,515.356
2003-12-31,531.506
2004-01-30,550.102
2004-02-27,559.863
2004-03-31,566.177
2004-04-30,548.067
2004-05-31,554.908
2004-06-30,572.209
2004-07-30,537.09
2004-08-31,532.945
2004-09-30,554.141
2004-10-29,572.344
2004-11-30,613.632
2004-12-31,640.392
2005-01-31,630.606
2005-02-28,652.049
2005-03-31,638.154
2005-04-29,613.02
2005-05-31,634.718
2005-06-30,651.21
2005-07-29,683.294
2005-08-31,690.47
2005-09-30,708.393
2005-10-31,685.721
2005-11-30,717.61
2005-12-30,743.865
2006-01-31,798.981
2006-02-28,790.119
2006-03-31,822.106
2006-04-28,844.839
2006-05-31,803.191
2006-06-30,796.149
2006-07-31,775.003
2006-08-31,796.442
2006-09-29,804.268
2006-10-31,838.114
2006-11-30,871.37
2006-12-29,883.292
2007-01-31,901.532
2007-02-28,908.738
2007-03-30,931.075
2007-04-30,967.981
2007-05-31,1000.0
2007-06-29,995.254
2007-07-31,973.799
2007-08-31,960.282
2007-09-28,1000.209
2007-10-31,1043.9
2007-11-30,979.044
2007-12-31,973.282
2008-01-31,881.835
2008-02-29,894.698
2008-03-31,879.759
2008-04-30,930.747
2008-05-30,971.071
2008-06-30,907.994
2008-07-31,861.494
2008-08-29,851.861
2008-09-30,710.92
2008-10-31,541.963
2008-11-28,499.161
2008-12-31,525.619
2009-01-30,494.281
2009-02-27,452.885
2009-03-31,486.8
2009-04-30,551.635
2009-05-29,599.218
2009-06-30,602.706
2009-07-31,648.166
2009-08-31,674.948
2009-09-30,715.323
2009-10-30,691.911
2009-11-30,714.612
2009-12-31,747.28
2010-01-29,719.957
2010-02-26,738.391
2010-03-31,792.312
2010-04-30,814.264
2010-05-31,738.09
2010-06-30,710.38
2010-07-30,765.834
2010-08-31,736.74
2010-09-30,825.975
2010-10-29,859.76
2010-11-30,867.006
2010-12-31,939.683
2011-01-31,948.859
2011-02-28,987.664
2011-03-31,1001.497
2011-04-29,1043.877
2011-05-31,1028.082
2011-06-30,1007.576
2011-07-29,986.572
2011-08-31,911.698
2011-09-30,808.556
2011-10-31,908.144
2011-11-30,885.099
2011-12-30,870.735
2012-01-31,930.678
2012-02-29,975.735
2012-03-30,984.396
2012-04-30,979.819
2012-05-31,889.384
2012-06-29,919.664
2012-07-31,923.455
2012-08-31,955.54
2012-09-28,985.166
2012-10-31,973.511
2012-11-30,987.212
2012-12-31,1009.728
2013-01-31,1061.384
2013-02-28,1067.953
2013-03-29,1102.394
2013-04-30,1117.694
2013-05-31,1132.918
2013-06-28,1109.28
2013-07-31,1177.525
2013-08-30,1160.955
2013-09-30,1236.962
2013-10-31,1265.473
2013-11-29,1284.134
2013-12-31,1318.329
