Date,AUSTRALIA SMALL GROWTH Small Cap
2003-03-27,199.897
2003-03-28,200.856
2003-03-31,202.68
2003-04-01,202.167
2003-04-02,199.692
2003-04-03,200.058
2003-04-04,203.791
2003-04-07,205.79
2003-04-08,205.663
2003-04-09,206.245
2003-04-10,209.849
2003-04-11,210.397
2003-04-14,209.982
2003-04-15,209.917
2003-04-16,212.954
2003-04-17,212.026
2003-04-18,212.026
2003-04-21,211.526
2003-04-22,215.937
2003-04-23,216.195
2003-04-24,216.084
2003-04-25,215.176
2003-04-28,216.085
2003-04-29,218.403
2003-04-30,221.495
2003-05-01,224.224
2003-05-02,223.447
2003-05-05,226.074
2003-05-06,227.137
2003-05-07,226.874
2003-05-08,229.315
2003-05-09,231.681
2003-05-12,234.513
2003-05-13,234.482
2003-05-14,232.653
2003-05-15,230.891
2003-05-16,232.875
2003-05-19,236.352
2003-05-20,234.514
2003-05-21,235.203
2003-05-22,235.425
2003-05-23,236.572
2003-05-26,238.442
2003-05-27,236.753
2003-05-28,232.755
2003-05-29,232.381
2003-05-30,235.292
2003-06-02,236.501
2003-06-03,236.752
2003-06-04,238.985
2003-06-05,241.249
2003-06-06,239.809
2003-06-09,238.944
2003-06-10,239.549
2003-06-11,241.975
2003-06-12,243.072
2003-06-13,245.048
2003-06-16,247.376
2003-06-17,249.583
2003-06-18,250.903
2003-06-19,250.437
2003-06-20,250.001
2003-06-23,248.239
2003-06-24,247.006
2003-06-25,250.139
2003-06-26,246.305
2003-06-27,247.508
2003-06-30,248.749
2003-07-01,251.85
2003-07-02,253.525
2003-07-03,256.157
2003-07-04,254.138
2003-07-07,254.488
2003-07-08,249.031
2003-07-09,245.078
2003-07-10,246.712
2003-07-11,247.117
2003-07-14,249.646
2003-07-15,247.525
2003-07-16,250.344
2003-07-17,248.016
2003-07-18,244.928
2003-07-21,247.096
2003-07-22,246.123
2003-07-23,249.417
2003-07-24,253.585
2003-07-25,253.38
2003-07-28,254.836
2003-07-29,255.425
2003-07-30,251.116
2003-07-31,250.809
2003-08-01,253.654
2003-08-04,252.343
2003-08-05,249.808
2003-08-06,250.944
2003-08-07,253.259
2003-08-08,254.999
2003-08-11,257.216
2003-08-12,258.048
2003-08-13,258.286
2003-08-14,257.735
2003-08-15,258.601
2003-08-18,257.544
2003-08-19,257.333
2003-08-20,260.38
2003-08-21,257.604
2003-08-22,255.553
2003-08-25,256.451
2003-08-26,252.904
2003-08-27,250.947
2003-08-28,252.944
2003-08-29,257.221
2003-09-01,257.392
2003-09-02,257.705
2003-09-03,257.116
2003-09-04,257.51
2003-09-05,259.896
2003-09-08,261.561
2003-09-09,266.577
2003-09-10,268.674
2003-09-11,266.905
2003-09-12,267.723
2003-09-15,269.057
2003-09-16,269.051
2003-09-17,270.188
2003-09-18,272.611
2003-09-19,278.738
2003-09-22,281.213
2003-09-23,279.997
2003-09-24,281.032
2003-09-25,280.766
2003-09-26,277.353
2003-09-29,274.122
2003-09-30,277.828
2003-10-01,279.5
2003-10-02,281.894
2003-10-03,281.459
2003-10-06,281.14
2003-10-07,285.386
2003-10-08,288.278
2003-10-09,289.515
2003-10-10,291.572
2003-10-13,292.914
2003-10-14,292.741
2003-10-15,292.57
2003-10-16,293.24
2003-10-17,293.848
2003-10-20,294.018
2003-10-21,298.16
2003-10-22,301.151
2003-10-23,298.577
2003-10-24,298.456
2003-10-27,299.85
2003-10-28,300.053
2003-10-29,301.834
2003-10-30,305.169
2003-10-31,305.979
2003-11-03,302.702
2003-11-04,300.274
2003-11-05,302.96
2003-11-06,305.343
2003-11-07,305.497
2003-11-10,309.246
2003-11-11,309.11
2003-11-12,306.856
2003-11-13,309.587
2003-11-14,309.463
2003-11-17,305.119
2003-11-18,307.052
2003-11-19,308.437
2003-11-20,308.772
2003-11-21,307.851
2003-11-24,305.372
2003-11-25,305.419
2003-11-26,308.254
2003-11-27,309.211
2003-11-28,311.476
2003-12-01,311.547
2003-12-02,314.6
2003-12-03,317.621
2003-12-04,317.326
2003-12-05,318.381
2003-12-08,321.213
2003-12-09,318.962
2003-12-10,319.021
2003-12-11,313.655
2003-12-12,317.601
2003-12-15,320.595
2003-12-16,318.536
2003-12-17,317.87
2003-12-18,315.146
2003-12-19,315.708
2003-12-22,316.174
2003-12-23,318.894
2003-12-24,323.484
2003-12-25,323.484
2003-12-26,322.831
2003-12-29,324.603
2003-12-30,328.482
2003-12-31,331.184
2004-01-01,331.184
2004-01-02,333.175
2004-01-05,335.473
2004-01-06,339.315
2004-01-07,338.122
2004-01-08,339.936
2004-01-09,343.387
2004-01-12,342.201
2004-01-13,342.931
2004-01-14,342.891
2004-01-15,341.067
2004-01-16,339.917
2004-01-19,333.582
2004-01-20,341.255
2004-01-21,345.364
2004-01-22,349.511
2004-01-23,349.516
2004-01-26,348.436
2004-01-27,347.806
2004-01-28,344.012
2004-01-29,334.224
2004-01-30,334.302
2004-02-02,332.048
2004-02-03,335.01
2004-02-04,331.159
2004-02-05,332.579
2004-02-06,337.115
2004-02-09,340.763
2004-02-10,343.493
2004-02-11,345.142
2004-02-12,351.543
2004-02-13,351.814
2004-02-16,353.905
2004-02-17,358.599
2004-02-18,359.847
2004-02-19,357.778
2004-02-20,352.208
2004-02-23,348.681
2004-02-24,351.549
2004-02-25,349.58
2004-02-26,346.671
2004-02-27,351.787
2004-03-01,355.671
2004-03-02,354.466
2004-03-03,342.246
2004-03-04,344.483
2004-03-05,349.692
2004-03-08,348.925
2004-03-09,353.051
2004-03-10,346.093
2004-03-11,337.824
2004-03-12,332.266
2004-03-15,333.648
2004-03-16,339.259
2004-03-17,337.069
2004-03-18,344.037
2004-03-19,346.062
2004-03-22,345.806
2004-03-23,345.284
2004-03-24,343.171
2004-03-25,340.87
2004-03-26,345.103
2004-03-29,345.806
2004-03-30,349.081
2004-03-31,351.97
2004-04-01,357.648
2004-04-02,354.106
2004-04-05,352.869
2004-04-06,356.971
2004-04-07,359.032
2004-04-08,356.94
2004-04-09,356.94
2004-04-12,358.766
2004-04-13,353.724
2004-04-14,342.171
2004-04-15,342.487
2004-04-16,347.175
2004-04-19,348.83
2004-04-20,346.183
2004-04-21,342.607
2004-04-22,339.462
2004-04-23,341.715
2004-04-26,342.007
2004-04-27,342.13
2004-04-28,340.218
2004-04-29,333.112
2004-04-30,333.684
2004-05-03,330.876
2004-05-04,334.788
2004-05-05,338.516
2004-05-06,333.175
2004-05-07,321.861
2004-05-10,312.422
2004-05-11,312.708
2004-05-12,317.246
2004-05-13,313.104
2004-05-14,311.239
2004-05-17,311.789
2004-05-18,308.857
2004-05-19,316.243
2004-05-20,312.995
2004-05-21,318.953
2004-05-24,317.499
2004-05-25,320.318
2004-05-26,323.376
2004-05-27,331.474
2004-05-28,330.204
2004-05-31,332.309
2004-06-01,330.276
2004-06-02,327.754
2004-06-03,322.232
2004-06-04,324.288
2004-06-07,330.857
2004-06-08,329.435
2004-06-09,325.512
2004-06-10,328.964
2004-06-11,326.795
2004-06-14,326.63
2004-06-15,323.565
2004-06-16,324.13
2004-06-17,323.136
2004-06-18,327.698
2004-06-21,328.648
2004-06-22,326.307
2004-06-23,327.382
2004-06-24,333.465
2004-06-25,333.182
2004-06-28,333.331
2004-06-29,330.114
2004-06-30,333.915
2004-07-01,339.013
2004-07-02,344.294
2004-07-05,346.108
2004-07-06,349.529
2004-07-07,354.43
2004-07-08,354.491
2004-07-09,353.486
2004-07-12,356.593
2004-07-13,354.426
2004-07-14,352.228
2004-07-15,351.387
2004-07-16,355.912
2004-07-19,357.139
2004-07-20,353.039
2004-07-21,349.995
2004-07-22,351.432
2004-07-23,346.71
2004-07-26,345.606
2004-07-27,344.818
2004-07-28,343.408
2004-07-29,342.351
2004-07-30,346.534
2004-08-02,350.395
2004-08-03,349.629
2004-08-04,348.924
2004-08-05,349.283
2004-08-06,354.405
2004-08-09,353.33
2004-08-10,352.367
2004-08-11,351.68
2004-08-12,351.567
2004-08-13,351.843
2004-08-16,353.26
2004-08-17,350.855
2004-08-18,350.046
2004-08-19,358.638
2004-08-20,361.601
2004-08-23,361.875
2004-08-24,357.049
2004-08-25,359.534
2004-08-26,359.574
2004-08-27,363.13
2004-08-30,359.413
2004-08-31,363.402
2004-09-01,364.319
2004-09-02,359.972
2004-09-03,357.498
2004-09-06,357.743
2004-09-07,359.026
2004-09-08,360.39
2004-09-09,357.28
2004-09-10,363.718
2004-09-13,364.219
2004-09-14,369.549
2004-09-15,363.416
2004-09-16,365.996
2004-09-17,365.078
2004-09-20,366.141
2004-09-21,369.156
2004-09-22,372.671
2004-09-23,377.313
2004-09-24,376.514
2004-09-27,377.203
2004-09-28,380.405
2004-09-29,381.102
2004-09-30,387.399
2004-10-01,385.389
2004-10-04,384.854
2004-10-05,388.053
2004-10-06,390.602
2004-10-07,391.997
2004-10-08,395.058
2004-10-11,397.544
2004-10-12,399.587
2004-10-13,398.116
2004-10-14,402.827
2004-10-15,403.487
2004-10-18,402.732
2004-10-19,402.973
2004-10-20,407.12
2004-10-21,412.077
2004-10-22,415.94
2004-10-25,418.604
2004-10-26,421.329
2004-10-27,429.671
2004-10-28,428.963
2004-10-29,432.228
2004-11-01,433.003
2004-11-02,432.219
2004-11-03,439.895
2004-11-04,443.783
2004-11-05,444.587
2004-11-08,443.634
2004-11-09,445.114
2004-11-10,447.776
2004-11-11,448.925
2004-11-12,451.007
2004-11-15,452.697
2004-11-16,453.447
2004-11-17,458.047
2004-11-18,457.645
2004-11-19,461.418
2004-11-22,458.698
2004-11-23,461.632
2004-11-24,466.631
2004-11-25,472.395
2004-11-26,468.893
2004-11-29,468.016
2004-11-30,462.132
2004-12-01,459.172
2004-12-02,461.582
2004-12-03,460.952
2004-12-06,463.787
2004-12-07,462.075
2004-12-08,442.202
2004-12-09,437.999
2004-12-10,437.272
2004-12-13,442.759
2004-12-14,443.554
2004-12-15,449.41
2004-12-16,447.305
2004-12-17,449.963
2004-12-20,455.887
2004-12-21,458.083
2004-12-22,462.84
2004-12-23,462.185
2004-12-24,466.706
2004-12-27,469.884
2004-12-28,470.126
2004-12-29,468.841
2004-12-30,473.259
2004-12-31,477.685
2005-01-03,473.389
2005-01-04,470.75
2005-01-05,467.468
2005-01-06,464.168
2005-01-07,464.862
2005-01-10,468.982
2005-01-11,471.824
2005-01-12,475.425
2005-01-13,476.715
2005-01-14,473.585
2005-01-17,474.478
2005-01-18,471.482
2005-01-19,472.249
2005-01-20,470.58
2005-01-21,475.152
2005-01-24,476.731
2005-01-25,473.998
2005-01-26,480.073
2005-01-27,485.681
2005-01-28,483.926
2005-01-31,488.177
2005-02-01,489.894
2005-02-02,492.32
2005-02-03,491.19
2005-02-04,491.946
2005-02-07,495.727
2005-02-08,489.628
2005-02-09,490.166
2005-02-10,495.126
2005-02-11,497.881
2005-02-14,501.651
2005-02-15,500.682
2005-02-16,496.364
2005-02-17,498.777
2005-02-18,499.782
2005-02-21,503.089
2005-02-22,504.57
2005-02-23,492.386
2005-02-24,490.571
2005-02-25,492.832
2005-02-28,502.822
2005-03-01,500.145
2005-03-02,496.721
2005-03-03,498.803
2005-03-04,506.723
2005-03-07,509.768
2005-03-08,518.702
2005-03-09,515.597
2005-03-10,513.936
2005-03-11,518.035
2005-03-14,517.046
2005-03-15,517.94
2005-03-16,524.689
2005-03-17,521.665
2005-03-18,522.346
2005-03-21,520.425
2005-03-22,520.293
2005-03-23,502.227
2005-03-24,493.422
2005-03-25,493.422
2005-03-28,491.665
2005-03-29,486.108
2005-03-30,482.751
2005-03-31,490.381
2005-04-01,494.12
2005-04-04,487.656
2005-04-05,488.377
2005-04-06,484.989
2005-04-07,489.123
2005-04-08,492.144
2005-04-11,491.611
2005-04-12,493.079
2005-04-13,494.694
2005-04-14,483.76
2005-04-15,471.128
2005-04-18,458.686
2005-04-19,470.278
2005-04-20,476.388
2005-04-21,475.143
2005-04-22,481.348
2005-04-25,478.857
2005-04-26,476.323
2005-04-27,472.758
2005-04-28,471.166
2005-04-29,468.493
2005-05-02,468.211
2005-05-03,461.74
2005-05-04,457.955
2005-05-05,459.63
2005-05-06,457.822
2005-05-09,455.408
2005-05-10,458.777
2005-05-11,461.129
2005-05-12,457.383
2005-05-13,453.017
2005-05-16,446.005
2005-05-17,443.276
2005-05-18,448.152
2005-05-19,456.076
2005-05-20,455.134
2005-05-23,463.433
2005-05-24,469.199
2005-05-25,469.177
2005-05-26,467.461
2005-05-27,470.137
2005-05-30,470.035
2005-05-31,468.265
2005-06-01,466.282
2005-06-02,473.625
2005-06-03,479.556
2005-06-06,487.107
2005-06-07,488.262
2005-06-08,492.079
2005-06-09,490.996
2005-06-10,489.426
2005-06-13,488.944
2005-06-14,493.104
2005-06-15,495.945
2005-06-16,502.067
2005-06-17,510.929
2005-06-20,511.246
2005-06-21,510.225
2005-06-22,507.983
2005-06-23,502.481
2005-06-24,496.128
2005-06-27,498.887
2005-06-28,501.641
2005-06-29,498.852
2005-06-30,501.141
2005-07-01,491.339
2005-07-04,491.044
2005-07-05,486.597
2005-07-06,486.104
2005-07-07,478.844
2005-07-08,480.926
2005-07-11,487.932
2005-07-12,494.701
2005-07-13,492.385
2005-07-14,498.224
2005-07-15,494.115
2005-07-18,496.902
2005-07-19,493.794
2005-07-20,499.269
2005-07-21,512.502
2005-07-22,520.359
2005-07-25,522.687
2005-07-26,518.696
2005-07-27,516.252
2005-07-28,515.206
2005-07-29,519.235
2005-08-01,519.22
2005-08-02,522.451
2005-08-03,525.133
2005-08-04,523.603
2005-08-05,520.974
2005-08-08,523.162
2005-08-09,522.533
2005-08-10,527.314
2005-08-11,537.585
2005-08-12,537.564
2005-08-15,536.367
2005-08-16,541.422
2005-08-17,536.507
2005-08-18,528.728
2005-08-19,527.111
2005-08-22,539.006
2005-08-23,541.503
2005-08-24,541.019
2005-08-25,542.357
2005-08-26,543.607
2005-08-29,534.974
2005-08-30,534.961
2005-08-31,538.729
2005-09-01,554.561
2005-09-02,553.404
2005-09-05,556.062
2005-09-06,557.601
2005-09-07,560.693
2005-09-08,560.929
2005-09-09,559.647
2005-09-12,559.709
2005-09-13,559.237
2005-09-14,561.874
2005-09-15,558.643
2005-09-16,563.708
2005-09-19,563.252
2005-09-20,570.247
2005-09-21,572.461
2005-09-22,565.193
2005-09-23,562.751
2005-09-26,568.408
2005-09-27,567.525
2005-09-28,568.811
2005-09-29,574.813
2005-09-30,575.578
2005-10-03,577.65
2005-10-04,574.834
2005-10-05,557.346
2005-10-06,541.936
2005-10-07,544.081
2005-10-10,549.893
2005-10-11,544.513
2005-10-12,547.537
2005-10-13,536.598
2005-10-14,537.941
2005-10-17,540.817
2005-10-18,540.119
2005-10-19,531.887
2005-10-20,532.36
2005-10-21,524.7
2005-10-24,523.824
2005-10-25,534.664
2005-10-26,541.953
2005-10-27,542.021
2005-10-28,530.508
2005-10-31,538.732
2005-11-01,535.837
2005-11-02,530.901
2005-11-03,534.865
2005-11-04,532.552
2005-11-07,532.279
2005-11-08,536.606
2005-11-09,534.873
