Date,SPAIN SMALL GROWTH Small Cap
2017-04-28,768.064
2017-05-31,820.281
2017-06-30,806.293
2017-07-31,837.359
2017-08-31,840.325
2017-09-29,843.698
2017-10-31,834.824
2017-11-30,846.335
2017-12-29,863.808
2018-01-31,926.938
2018-02-28,886.233
2018-03-30,898.892
2018-04-30,913.975
2018-05-31,871.107
2018-06-29,864.588
2018-07-31,881.605
2018-08-31,864.815
2018-09-28,856.988
2018-10-31,772.237
2018-11-30,766.927
2018-12-31,726.008
2019-01-31,777.639
2019-02-28,762.404
2019-03-29,775.838
2019-04-30,797.685
2019-05-31,779.31
2019-06-28,808.401
2019-07-31,778.383
2019-08-30,741.495
2019-09-30,755.757
2019-10-31,806.058
2019-11-29,799.871
2019-12-31,822.624
2020-01-31,800.946
2020-02-28,747.152
2020-03-31,532.14
2020-04-30,601.765
2020-05-29,609.907
2020-06-30,641.001
2020-07-31,666.517
2020-08-31,694.168
2020-09-30,677.962
2020-10-30,655.619
2020-11-30,777.077
2020-12-31,849.129
2021-01-29,863.587
2021-02-26,895.423
2021-03-31,907.178
2021-04-30,947.903
2021-05-31,918.788
2021-06-30,877.255
2021-07-30,898.227
2021-08-31,906.551
2021-09-30,900.182
2021-10-29,949.262
2021-11-30,883.145
2021-12-31,933.746
2022-01-31,838.508
2022-02-28,852.224
2022-03-31,885.721
2022-04-29,861.269
2022-05-31,855.942
2022-06-30,753.973
2022-07-29,716.971
2022-08-31,669.921
2022-09-30,591.912
2022-10-31,608.328
2022-11-30,657.753
2022-12-30,685.382
2023-01-31,751.478
2023-02-28,746.25
2023-03-31,752.641
2023-04-28,731.853
2023-05-31,685.958
2023-06-30,726.986
2023-07-31,771.357
2023-08-31,761.835
2023-09-29,719.242
2023-10-31,676.01
2023-11-30,780.181
2023-12-29,819.799
2024-01-31,809.949
2024-02-29,807.765
2024-03-29,843.68
2024-04-30,829.44
2024-05-31,937.848
2024-06-28,884.538
2024-07-31,898.015
2024-08-30,905.544
2024-09-30,926.503
2024-10-31,907.348
2024-11-29,872.885
2024-12-31,861.545
2025-01-31,912.463
2025-02-28,895.36
2025-03-31,930.419
2025-04-30,989.406
2025-05-30,1090.286
2025-06-30,1141.86
