Date,SPAIN SMALL GROWTH Small Cap
2002-06-03,233.757
2002-06-04,231.143
2002-06-05,229.238
2002-06-06,231.342
2002-06-07,230.0
2002-06-10,229.903
2002-06-11,230.58
2002-06-12,230.354
2002-06-13,230.292
2002-06-14,226.439
2002-06-17,226.618
2002-06-18,226.185
2002-06-19,226.763
2002-06-20,225.929
2002-06-21,223.494
2002-06-24,222.013
2002-06-25,223.352
2002-06-26,223.287
2002-06-27,222.302
2002-06-28,227.528
2002-07-01,227.728
2002-07-02,224.021
2002-07-03,220.517
2002-07-04,221.294
2002-07-05,225.728
2002-07-08,229.507
2002-07-09,229.237
2002-07-10,224.302
2002-07-11,217.171
2002-07-12,219.313
2002-07-15,219.067
2002-07-16,218.423
2002-07-17,219.094
2002-07-18,221.746
2002-07-19,218.101
2002-07-22,212.988
2002-07-23,207.264
2002-07-24,203.856
2002-07-25,207.608
2002-07-26,203.666
2002-07-29,208.257
2002-07-30,209.692
2002-07-31,209.697
2002-08-01,208.042
2002-08-02,206.31
2002-08-05,202.84
2002-08-06,199.217
2002-08-07,198.128
2002-08-08,201.684
2002-08-09,202.96
2002-08-12,202.147
2002-08-13,202.271
2002-08-14,200.669
2002-08-15,199.175
2002-08-16,203.35
2002-08-19,203.644
2002-08-20,200.768
2002-08-21,203.041
2002-08-22,203.427
2002-08-23,202.524
2002-08-26,203.117
2002-08-27,205.046
2002-08-28,201.638
2002-08-29,200.249
2002-08-30,199.454
2002-09-02,199.72
2002-09-03,197.911
2002-09-04,198.372
2002-09-05,195.096
2002-09-06,196.58
2002-09-09,193.967
2002-09-10,195.371
2002-09-11,197.211
2002-09-12,195.716
2002-09-13,193.395
2002-09-16,191.389
2002-09-17,190.897
2002-09-18,189.587
2002-09-19,189.862
2002-09-20,188.215
2002-09-23,184.355
2002-09-24,178.586
2002-09-25,176.719
2002-09-26,177.924
2002-09-27,178.558
2002-09-30,178.606
2002-10-01,179.444
2002-10-02,182.645
2002-10-03,182.624
2002-10-04,180.291
2002-10-07,179.807
2002-10-08,178.934
2002-10-09,179.57
2002-10-10,179.568
2002-10-11,182.97
2002-10-14,184.062
2002-10-15,187.718
2002-10-16,188.505
2002-10-17,190.454
2002-10-18,189.691
2002-10-21,188.663
2002-10-22,189.121
2002-10-23,186.396
2002-10-24,187.994
2002-10-25,189.135
2002-10-28,190.968
2002-10-29,188.256
2002-10-30,189.61
2002-10-31,192.334
2002-11-01,193.528
2002-11-04,197.235
2002-11-05,197.725
2002-11-06,196.418
2002-11-07,195.995
2002-11-08,195.172
2002-11-11,194.676
2002-11-12,197.18
2002-11-13,198.465
2002-11-14,199.557
2002-11-15,199.823
2002-11-18,202.135
2002-11-19,203.767
2002-11-20,199.659
2002-11-21,202.259
2002-11-22,203.518
2002-11-25,202.728
2002-11-26,200.549
2002-11-27,203.254
2002-11-28,205.348
2002-11-29,206.326
2002-12-02,206.44
2002-12-03,204.659
2002-12-04,205.16
2002-12-05,205.42
2002-12-06,206.929
2002-12-09,206.302
2002-12-10,206.197
2002-12-11,206.17
2002-12-12,205.856
2002-12-13,204.66
2002-12-16,205.932
2002-12-17,207.576
2002-12-18,205.01
2002-12-19,205.625
2002-12-20,205.67
2002-12-23,204.872
2002-12-24,205.72
2002-12-25,205.72
2002-12-26,206.239
2002-12-27,204.386
2002-12-30,203.207
2002-12-31,204.004
2003-01-01,204.004
2003-01-02,206.938
2003-01-03,209.778
2003-01-06,211.067
2003-01-07,208.654
2003-01-08,206.859
2003-01-09,209.667
2003-01-10,211.082
2003-01-13,211.815
2003-01-14,213.695
2003-01-15,213.036
2003-01-16,215.185
2003-01-17,215.986
2003-01-20,215.983
2003-01-21,215.275
2003-01-22,213.887
2003-01-23,216.756
2003-01-24,216.909
2003-01-27,212.723
2003-01-28,212.087
2003-01-29,211.564
2003-01-30,210.484
2003-01-31,209.588
2003-02-03,212.335
2003-02-04,212.923
2003-02-05,214.007
2003-02-06,213.342
2003-02-07,211.846
2003-02-10,209.839
2003-02-11,210.498
2003-02-12,211.289
2003-02-13,213.324
2003-02-14,214.52
2003-02-17,215.068
2003-02-18,215.984
2003-02-19,215.19
2003-02-20,215.912
2003-02-21,216.242
2003-02-24,214.574
2003-02-25,210.921
2003-02-26,211.906
2003-02-27,213.435
2003-02-28,215.782
2003-03-03,217.779
2003-03-04,216.544
2003-03-05,220.751
2003-03-06,218.878
2003-03-07,218.529
2003-03-10,216.491
2003-03-11,215.733
2003-03-12,213.013
2003-03-13,213.464
2003-03-14,215.763
2003-03-17,216.457
2003-03-18,216.483
2003-03-19,217.216
2003-03-20,217.86
2003-03-21,219.499
2003-03-24,216.426
2003-03-25,217.962
2003-03-26,218.497
2003-03-27,218.395
2003-03-28,219.462
2003-03-31,220.245
2003-04-01,221.585
2003-04-02,223.465
2003-04-03,222.586
2003-04-04,222.795
2003-04-07,224.731
2003-04-08,225.03
2003-04-09,226.915
2003-04-10,229.365
2003-04-11,228.213
2003-04-14,230.795
2003-04-15,231.033
2003-04-16,231.765
2003-04-17,233.718
2003-04-18,233.718
2003-04-21,232.711
2003-04-22,234.09
2003-04-23,235.462
2003-04-24,235.081
2003-04-25,233.876
2003-04-28,236.038
2003-04-29,235.384
2003-04-30,237.592
2003-05-01,239.774
2003-05-02,239.465
2003-05-05,241.413
2003-05-06,245.966
2003-05-07,246.365
2003-05-08,247.006
2003-05-09,248.384
2003-05-12,249.327
2003-05-13,248.415
2003-05-14,247.742
2003-05-15,248.399
2003-05-16,250.844
2003-05-19,250.198
2003-05-20,250.607
2003-05-21,249.703
2003-05-22,252.982
2003-05-23,256.248
2003-05-26,258.837
2003-05-27,259.429
2003-05-28,258.972
2003-05-29,261.924
2003-05-30,262.155
2003-06-02,264.136
2003-06-03,263.588
2003-06-04,266.691
2003-06-05,271.178
2003-06-06,268.906
2003-06-09,269.979
2003-06-10,269.129
2003-06-11,273.209
2003-06-12,271.803
2003-06-13,273.041
2003-06-16,276.564
2003-06-17,275.247
2003-06-18,272.408
2003-06-19,270.008
2003-06-20,273.01
2003-06-23,267.141
2003-06-24,265.277
2003-06-25,268.935
2003-06-26,265.634
2003-06-27,264.194
2003-06-30,263.128
2003-07-01,264.99
2003-07-02,264.972
2003-07-03,263.566
2003-07-04,263.491
2003-07-07,263.834
2003-07-08,263.312
2003-07-09,263.934
2003-07-10,263.57
2003-07-11,266.232
2003-07-14,267.485
2003-07-15,266.834
2003-07-16,265.724
2003-07-17,266.226
2003-07-18,263.895
2003-07-21,266.201
2003-07-22,267.95
2003-07-23,271.072
2003-07-24,274.137
2003-07-25,271.29
2003-07-28,273.699
2003-07-29,271.897
2003-07-30,269.881
2003-07-31,268.242
2003-08-01,267.64
2003-08-04,269.295
2003-08-05,269.82
2003-08-06,269.02
2003-08-07,269.808
2003-08-08,268.122
2003-08-11,268.537
2003-08-12,268.725
2003-08-13,268.551
2003-08-14,269.446
2003-08-15,269.254
2003-08-18,267.586
2003-08-19,266.641
2003-08-20,267.71
2003-08-21,264.696
2003-08-22,262.735
2003-08-25,263.218
2003-08-26,262.069
2003-08-27,262.451
2003-08-28,264.084
2003-08-29,265.378
2003-09-01,267.052
2003-09-02,264.991
2003-09-03,267.467
2003-09-04,269.076
2003-09-05,271.719
2003-09-08,274.133
2003-09-09,275.341
2003-09-10,273.271
2003-09-11,273.573
2003-09-12,276.255
2003-09-15,277.017
2003-09-16,275.771
2003-09-17,278.596
2003-09-18,279.0
2003-09-19,280.108
2003-09-22,278.252
2003-09-23,278.434
2003-09-24,278.716
2003-09-25,279.136
2003-09-26,276.092
2003-09-29,276.746
2003-09-30,277.191
2003-10-01,279.168
2003-10-02,279.958
2003-10-03,281.429
2003-10-06,282.104
2003-10-07,284.756
2003-10-08,286.071
2003-10-09,285.924
2003-10-10,287.584
2003-10-13,286.28
2003-10-14,286.368
2003-10-15,286.934
2003-10-16,288.154
2003-10-17,285.567
2003-10-20,287.5
2003-10-21,288.064
2003-10-22,288.158
2003-10-23,287.402
2003-10-24,287.803
2003-10-27,287.44
2003-10-28,286.995
2003-10-29,287.672
2003-10-30,288.7
2003-10-31,287.725
2003-11-03,285.67
2003-11-04,288.191
2003-11-05,287.467
2003-11-06,286.02
2003-11-07,289.175
2003-11-10,289.485
2003-11-11,289.557
2003-11-12,293.519
2003-11-13,295.23
2003-11-14,297.476
2003-11-17,294.165
2003-11-18,296.651
2003-11-19,296.615
2003-11-20,295.282
2003-11-21,296.729
2003-11-24,296.07
2003-11-25,297.026
2003-11-26,299.59
2003-11-27,299.943
2003-11-28,301.91
2003-12-01,303.718
2003-12-02,306.943
2003-12-03,307.458
2003-12-04,305.368
2003-12-05,307.495
2003-12-08,309.433
2003-12-09,309.92
2003-12-10,309.76
2003-12-11,308.084
2003-12-12,310.974
2003-12-15,312.352
2003-12-16,313.173
2003-12-17,315.119
2003-12-18,315.596
2003-12-19,316.197
2003-12-22,318.082
2003-12-23,318.585
2003-12-24,319.482
2003-12-25,319.482
2003-12-26,319.354
2003-12-29,320.358
2003-12-30,321.717
2003-12-31,323.848
2004-01-01,323.848
2004-01-02,329.516
2004-01-05,333.255
2004-01-06,335.254
2004-01-07,332.597
2004-01-08,336.998
2004-01-09,340.617
2004-01-12,341.157
2004-01-13,340.809
2004-01-14,340.178
2004-01-15,339.382
2004-01-16,336.849
2004-01-19,338.722
2004-01-20,343.224
2004-01-21,343.665
2004-01-22,345.785
2004-01-23,344.791
2004-01-26,340.822
2004-01-27,343.699
2004-01-28,342.056
2004-01-29,336.467
2004-01-30,335.366
2004-02-02,337.665
2004-02-03,340.805
2004-02-04,338.171
2004-02-05,341.714
2004-02-06,346.069
2004-02-09,348.051
2004-02-10,349.182
2004-02-11,349.52
2004-02-12,356.385
2004-02-13,355.396
2004-02-16,356.592
2004-02-17,359.677
2004-02-18,361.541
2004-02-19,359.042
2004-02-20,354.656
2004-02-23,355.638
2004-02-24,357.391
2004-02-25,355.136
2004-02-26,351.881
2004-02-27,354.336
2004-03-01,355.769
2004-03-02,351.393
2004-03-03,346.466
2004-03-04,348.709
2004-03-05,356.355
2004-03-08,355.357
2004-03-09,355.033
2004-03-10,349.482
2004-03-11,344.249
2004-03-12,340.638
2004-03-15,330.171
2004-03-16,336.604
2004-03-17,336.437
2004-03-18,338.332
2004-03-19,337.852
2004-03-22,334.757
2004-03-23,333.337
2004-03-24,329.711
2004-03-25,333.585
2004-03-26,332.187
2004-03-29,335.902
2004-03-30,335.893
2004-03-31,340.116
2004-04-01,347.076
2004-04-02,344.972
2004-04-05,341.958
2004-04-06,342.816
2004-04-07,346.471
2004-04-08,346.755
2004-04-09,346.755
2004-04-12,345.781
2004-04-13,343.125
2004-04-14,340.383
2004-04-15,340.522
2004-04-16,344.935
2004-04-19,343.827
2004-04-20,342.515
2004-04-21,338.828
2004-04-22,339.417
2004-04-23,340.386
2004-04-26,342.263
2004-04-27,343.679
2004-04-28,338.969
2004-04-29,338.194
2004-04-30,338.098
2004-05-03,338.62
2004-05-04,341.889
2004-05-05,345.032
2004-05-06,340.37
2004-05-07,333.475
2004-05-10,323.321
2004-05-11,324.521
2004-05-12,324.544
2004-05-13,324.626
2004-05-14,323.584
2004-05-17,321.911
2004-05-18,322.96
2004-05-19,330.071
2004-05-20,325.171
2004-05-21,328.765
2004-05-24,329.503
2004-05-25,332.035
2004-05-26,334.784
2004-05-27,340.539
2004-05-28,339.456
2004-05-31,340.147
2004-06-01,336.834
2004-06-02,340.666
2004-06-03,339.37
2004-06-04,342.326
2004-06-07,347.006
2004-06-08,346.293
2004-06-09,340.498
2004-06-10,338.682
2004-06-11,335.437
2004-06-14,335.139
2004-06-15,336.37
2004-06-16,335.347
2004-06-17,336.027
2004-06-18,339.124
2004-06-21,339.887
2004-06-22,338.492
2004-06-23,340.161
2004-06-24,343.836
2004-06-25,342.492
2004-06-28,346.093
2004-06-29,342.791
2004-06-30,344.168
2004-07-01,347.103
2004-07-02,349.683
2004-07-05,348.501
2004-07-06,347.398
2004-07-07,349.771
2004-07-08,351.154
2004-07-09,350.285
2004-07-12,352.982
2004-07-13,352.189
2004-07-14,352.158
2004-07-15,351.027
2004-07-16,354.243
2004-07-19,351.75
2004-07-20,351.875
2004-07-21,349.346
2004-07-22,347.775
2004-07-23,341.635
2004-07-26,339.761
2004-07-27,339.705
2004-07-28,337.564
2004-07-29,341.923
2004-07-30,341.366
2004-08-02,339.403
2004-08-03,339.787
2004-08-04,336.477
2004-08-05,336.794
2004-08-06,337.269
2004-08-09,335.993
2004-08-10,338.977
2004-08-11,334.355
2004-08-12,336.249
2004-08-13,339.404
2004-08-16,339.157
2004-08-17,343.939
2004-08-18,343.046
2004-08-19,345.284
2004-08-20,344.232
2004-08-23,343.826
2004-08-24,342.207
2004-08-25,340.891
2004-08-26,342.595
2004-08-27,341.289
2004-08-30,341.876
2004-08-31,344.769
2004-09-01,347.298
2004-09-02,348.733
2004-09-03,348.546
2004-09-06,351.67
2004-09-07,352.274
2004-09-08,353.843
2004-09-09,354.37
2004-09-10,359.909
2004-09-13,361.666
2004-09-14,361.114
2004-09-15,356.261
2004-09-16,358.024
2004-09-17,358.886
2004-09-20,358.225
2004-09-21,362.004
2004-09-22,359.628
2004-09-23,360.046
2004-09-24,361.135
2004-09-27,359.381
2004-09-28,362.569
2004-09-29,365.058
2004-09-30,368.028
2004-10-01,371.062
2004-10-04,369.247
2004-10-05,369.601
2004-10-06,370.455
2004-10-07,369.467
2004-10-08,374.013
2004-10-11,372.223
2004-10-12,370.044
2004-10-13,366.623
2004-10-14,367.728
2004-10-15,371.038
2004-10-18,371.621
2004-10-19,373.06
2004-10-20,374.002
2004-10-21,375.164
2004-10-22,377.037
2004-10-25,377.809
2004-10-26,379.12
2004-10-27,382.112
2004-10-28,383.109
2004-10-29,381.397
2004-11-01,382.132
2004-11-02,383.755
2004-11-03,387.858
2004-11-04,390.275
2004-11-05,393.122
2004-11-08,396.14
2004-11-09,395.606
2004-11-10,396.629
2004-11-11,397.153
2004-11-12,399.418
2004-11-15,395.664
2004-11-16,394.535
2004-11-17,399.124
2004-11-18,397.366
2004-11-19,400.368
2004-11-22,399.767
2004-11-23,401.536
2004-11-24,405.726
2004-11-25,410.413
2004-11-26,411.23
2004-11-29,410.422
2004-11-30,408.483
2004-12-01,411.315
2004-12-02,412.908
2004-12-03,416.814
2004-12-06,418.56
2004-12-07,418.265
2004-12-08,413.266
2004-12-09,413.604
2004-12-10,414.338
2004-12-13,420.616
2004-12-14,422.696
2004-12-15,427.426
2004-12-16,425.117
2004-12-17,423.642
2004-12-20,431.305
2004-12-21,429.427
2004-12-22,432.422
2004-12-23,435.747
2004-12-24,436.877
2004-12-27,439.559
2004-12-28,439.234
2004-12-29,439.589
2004-12-30,442.325
2004-12-31,441.108
2005-01-03,440.903
2005-01-04,438.134
2005-01-05,434.178
2005-01-06,430.76
2005-01-07,428.994
2005-01-10,431.28
2005-01-11,430.79
2005-01-12,437.116
2005-01-13,439.081
2005-01-14,437.066
2005-01-17,439.412
2005-01-18,437.941
2005-01-19,440.881
2005-01-20,435.617
2005-01-21,438.733
2005-01-24,439.952
2005-01-25,440.338
2005-01-26,445.308
2005-01-27,446.298
2005-01-28,447.099
2005-01-31,452.166
2005-02-01,456.754
2005-02-02,459.541
2005-02-03,456.426
2005-02-04,458.458
2005-02-07,455.437
2005-02-08,453.619
2005-02-09,453.927
2005-02-10,458.738
2005-02-11,461.407
2005-02-14,466.839
2005-02-15,467.161
2005-02-16,468.771
2005-02-17,474.609
2005-02-18,473.226
2005-02-21,468.492
2005-02-22,469.345
2005-02-23,472.169
2005-02-24,474.736
2005-02-25,476.62
2005-02-28,479.131
2005-03-01,480.579
2005-03-02,477.977
2005-03-03,476.461
2005-03-04,484.89
2005-03-07,484.105
2005-03-08,487.138
2005-03-09,485.818
2005-03-10,481.265
2005-03-11,483.698
2005-03-14,478.95
2005-03-15,478.992
2005-03-16,480.208
2005-03-17,479.524
2005-03-18,477.859
2005-03-21,475.766
2005-03-22,479.559
2005-03-23,471.213
2005-03-24,471.993
2005-03-25,471.993
2005-03-28,468.681
2005-03-29,471.232
2005-03-30,471.675
2005-03-31,472.087
2005-04-01,473.971
2005-04-04,468.724
2005-04-05,472.375
2005-04-06,473.887
2005-04-07,480.381
2005-04-08,477.35
2005-04-11,480.623
2005-04-12,475.494
2005-04-13,476.866
2005-04-14,472.805
2005-04-15,468.69
2005-04-18,466.569
2005-04-19,471.268
2005-04-20,472.883
2005-04-21,473.923
2005-04-22,474.819
2005-04-25,471.406
2005-04-26,470.43
2005-04-27,463.798
2005-04-28,460.377
2005-04-29,459.379
2005-05-02,462.973
2005-05-03,465.774
2005-05-04,468.578
2005-05-05,469.439
2005-05-06,468.3
2005-05-09,468.965
2005-05-10,471.511
2005-05-11,467.444
2005-05-12,470.382
2005-05-13,467.972
2005-05-16,467.044
2005-05-17,467.585
2005-05-18,471.734
2005-05-19,472.979
2005-05-20,471.801
2005-05-23,475.006
2005-05-24,477.142
2005-05-25,478.859
2005-05-26,481.691
2005-05-27,480.887
2005-05-30,483.007
2005-05-31,479.92
2005-06-01,482.107
2005-06-02,482.761
2005-06-03,481.398
2005-06-06,481.041
2005-06-07,485.104
2005-06-08,485.877
2005-06-09,480.994
2005-06-10,481.198
2005-06-13,478.946
2005-06-14,482.01
2005-06-15,481.887
2005-06-16,483.584
2005-06-17,491.456
2005-06-20,485.458
2005-06-21,488.396
2005-06-22,490.836
2005-06-23,489.943
2005-06-24,488.202
2005-06-27,487.538
2005-06-28,487.615
2005-06-29,490.152
2005-06-30,492.476
2005-07-01,492.93
2005-07-04,490.099
2005-07-05,490.177
2005-07-06,489.519
2005-07-07,484.448
2005-07-08,490.245
2005-07-11,501.461
2005-07-12,506.957
2005-07-13,503.806
2005-07-14,504.154
2005-07-15,500.429
2005-07-18,500.515
2005-07-19,498.054
2005-07-20,499.853
2005-07-21,502.674
2005-07-22,504.868
2005-07-25,501.539
2005-07-26,500.954
2005-07-27,501.951
2005-07-28,506.209
2005-07-29,507.12
2005-08-01,509.532
2005-08-02,511.888
2005-08-03,517.078
2005-08-04,520.688
2005-08-05,519.983
2005-08-08,523.395
2005-08-09,522.097
2005-08-10,524.744
2005-08-11,526.291
2005-08-12,523.847
2005-08-15,523.527
2005-08-16,520.5
2005-08-17,516.429
2005-08-18,509.692
2005-08-19,509.191
2005-08-22,514.206
2005-08-23,510.851
2005-08-24,512.219
2005-08-25,510.061
2005-08-26,509.57
2005-08-29,506.56
2005-08-30,505.125
2005-08-31,511.534
2005-09-01,524.646
2005-09-02,529.027
2005-09-05,528.325
2005-09-06,533.641
2005-09-07,538.091
2005-09-08,536.271
2005-09-09,538.633
2005-09-12,532.212
2005-09-13,528.016
2005-09-14,532.702
2005-09-15,534.199
2005-09-16,538.997
2005-09-19,538.769
2005-09-20,544.328
2005-09-21,542.273
2005-09-22,538.163
2005-09-23,534.149
2005-09-26,537.452
2005-09-27,536.446
2005-09-28,541.214
2005-09-29,541.233
2005-09-30,545.135
2005-10-03,539.351
2005-10-04,540.91
2005-10-05,542.662
2005-10-06,546.483
2005-10-07,543.053
2005-10-10,543.011
2005-10-11,543.849
2005-10-12,543.654
2005-10-13,531.1
2005-10-14,536.838
2005-10-17,533.859
2005-10-18,527.777
2005-10-19,518.64
2005-10-20,520.45
2005-10-21,520.99
2005-10-24,527.41
2005-10-25,534.298
2005-10-26,535.472
2005-10-27,530.972
2005-10-28,531.269
2005-10-31,532.194
2005-11-01,533.881
2005-11-02,536.164
2005-11-03,536.197
2005-11-04,525.745
2005-11-07,526.3
2005-11-08,522.478
2005-11-09,522.889
