Date,ITALY MID CAP Mid Cap
2003-08-29,337.382
2003-09-30,355.505
2003-10-31,377.713
2003-11-28,404.243
2003-12-31,410.828
2004-01-30,430.22
2004-02-27,429.658
2004-03-31,399.606
2004-04-30,405.976
2004-05-31,407.362
2004-06-30,427.862
2004-07-30,413.774
2004-08-31,410.853
2004-09-30,431.454
2004-10-29,447.192
2004-11-30,483.072
2004-12-31,525.948
2005-01-31,523.249
2005-02-28,540.952
2005-03-31,539.77
2005-04-29,528.15
2005-05-31,532.547
2005-06-30,535.364
2005-07-29,552.904
2005-08-31,554.619
2005-09-30,578.208
2005-10-31,546.928
2005-11-30,562.893
2005-12-30,574.965
2006-01-31,626.514
2006-02-28,665.344
2006-03-31,692.078
2006-04-28,731.555
2006-05-31,739.707
2006-06-30,734.65
2006-07-31,761.997
2006-08-31,799.77
2006-09-29,789.19
2006-10-31,827.289
2006-11-30,862.71
2006-12-29,895.555
2007-01-31,920.691
2007-02-28,921.163
2007-03-30,949.109
2007-04-30,1019.462
2007-05-31,1000.0
2007-06-29,966.859
2007-07-31,909.45
2007-08-31,905.668
2007-09-28,919.907
2007-10-31,968.148
2007-11-30,935.226
2007-12-31,919.401
2008-01-31,837.714
2008-02-29,849.762
2008-03-31,833.193
2008-04-30,844.751
2008-05-30,843.892
2008-06-30,746.612
2008-07-31,745.365
2008-08-29,731.147
2008-09-30,628.394
2008-10-31,484.214
2008-11-28,464.484
2008-12-31,495.074
2009-01-30,446.216
2009-02-27,397.845
2009-03-31,424.677
2009-04-30,503.514
2009-05-29,556.996
2009-06-30,527.149
2009-07-31,560.049
2009-08-31,614.964
2009-09-30,653.576
2009-10-30,627.412
2009-11-30,642.12
2009-12-31,646.139
2010-01-29,600.962
2010-02-26,573.842
2010-03-31,624.267
2010-04-30,585.365
2010-05-31,495.809
2010-06-30,485.814
2010-07-30,555.096
2010-08-31,509.217
2010-09-30,564.502
2010-10-29,592.019
2010-11-30,497.385
2010-12-31,533.863
2011-01-31,581.738
2011-02-28,578.486
2011-03-31,576.389
2011-04-29,627.84
2011-05-31,593.174
2011-06-30,567.856
2011-07-29,498.866
2011-08-31,416.303
2011-09-30,382.531
2011-10-31,406.975
2011-11-30,362.676
2011-12-30,342.317
2012-01-31,383.941
2012-02-29,408.091
2012-03-30,401.298
2012-04-30,351.915
2012-05-31,296.381
2012-06-29,332.29
2012-07-31,311.071
2012-08-31,352.445
2012-09-28,367.394
2012-10-31,374.334
2012-11-30,369.193
2012-12-31,398.904
2013-01-31,454.184
2013-02-28,407.598
2013-03-29,375.189
2013-04-30,417.059
2013-05-31,452.227
2013-06-28,405.128
2013-07-31,449.325
2013-08-30,447.84
2013-09-30,480.986
2013-10-31,539.926
2013-11-29,535.79
2013-12-31,544.63
2014-01-31,564.633
2014-02-28,609.615
2014-03-31,647.783
2014-04-30,653.277
2014-05-30,618.726
2014-06-30,586.917
2014-07-31,554.498
2014-08-29,542.855
2014-09-30,519.275
2014-10-31,491.522
2014-11-28,504.02
2014-12-31,457.169
2015-01-30,465.436
2015-02-27,525.032
2015-03-31,529.056
2015-04-30,537.006
2015-05-29,549.112
2015-06-30,530.149
2015-07-31,556.953
2015-08-31,535.674
2015-09-30,502.82
2015-10-30,533.835
2015-11-30,514.98
2015-12-31,504.261
2016-01-29,404.95
2016-02-29,385.12
2016-03-31,414.218
2016-04-29,438.76
2016-05-31,410.379
2016-06-30,373.49
2016-07-29,397.818
2016-08-31,404.721
2016-09-30,396.784
2016-10-31,414.367
2016-11-30,416.71
2016-12-30,454.87
2017-01-31,465.472
2017-02-28,474.853
2017-03-31,501.859
2017-04-28,532.505
2017-05-31,549.742
2017-06-30,547.847
2017-07-31,599.434
2017-08-31,629.498
2017-09-29,668.654
2017-10-31,676.946
2017-11-30,654.134
2017-12-29,647.722
2018-01-31,711.281
2018-02-28,670.953
2018-03-30,661.363
2018-04-30,677.854
2018-05-31,639.009
2018-06-29,634.951
2018-07-31,658.672
2018-08-31,640.511
2018-09-28,647.079
2018-10-31,566.671
2018-11-30,558.249
2018-12-31,538.683
2019-01-31,605.007
2019-02-28,627.913
2019-03-29,642.536
2019-04-30,660.144
2019-05-31,620.889
2019-06-28,697.203
2019-07-31,686.222
2019-08-30,683.771
2019-09-30,692.061
2019-10-31,729.872
2019-11-29,743.841
2019-12-31,750.177
2020-01-31,716.687
2020-02-28,672.178
2020-03-31,530.122
2020-04-30,560.804
2020-05-29,578.478
2020-06-30,614.165
2020-07-31,641.469
2020-08-31,666.89
2020-09-30,653.323
2020-10-30,617.07
2020-11-30,757.07
2020-12-31,806.013
2021-01-29,763.667
2021-02-26,819.071
2021-03-31,828.234
2021-04-30,844.775
2021-05-31,904.775
2021-06-30,901.257
2021-07-30,910.219
2021-08-31,918.935
2021-09-30,884.922
2021-10-29,923.642
2021-11-30,904.083
2021-12-31,949.85
2022-01-31,865.011
2022-02-28,836.573
2022-03-31,855.619
2022-04-29,808.803
2022-05-31,815.953
2022-06-30,715.972
2022-07-29,749.861
2022-08-31,699.292
2022-09-30,664.007
2022-10-31,717.092
2022-11-30,805.648
2022-12-30,820.506
2023-01-31,888.712
2023-02-28,867.413
2023-03-31,873.235
2023-04-28,891.28
2023-05-31,836.059
2023-06-30,898.684
2023-07-31,930.733
2023-08-31,892.524
2023-09-29,823.239
2023-10-31,769.729
2023-11-30,827.322
2023-12-29,886.371
2024-01-31,876.379
2024-02-29,916.171
2024-03-29,965.585
2024-04-30,939.662
2024-05-31,1008.489
2024-06-28,946.427
2024-07-31,993.791
2024-08-30,1022.437
2024-09-30,1024.247
2024-10-31,979.08
2024-11-29,975.865
2024-12-31,982.478
2025-01-31,1075.843
2025-02-28,1110.966
2025-03-31,1138.796
2025-04-30,1207.013
2025-05-30,1334.011
2025-06-30,1349.581
2025-07-31,1354.133
2025-08-29,1439.585
