Date,ITALY MID CAP Mid Cap
2001-06-12,376.234
2001-06-13,378.827
2001-06-14,375.512
2001-06-15,373.949
2001-06-18,371.645
2001-06-19,369.417
2001-06-20,362.19
2001-06-21,362.471
2001-06-22,362.459
2001-06-25,366.64
2001-06-26,362.403
2001-06-27,361.652
2001-06-28,356.685
2001-06-29,360.489
2001-07-02,362.098
2001-07-03,363.422
2001-07-04,361.101
2001-07-05,354.416
2001-07-06,351.769
2001-07-09,351.752
2001-07-10,353.966
2001-07-11,352.204
2001-07-12,349.11
2001-07-13,347.254
2001-07-16,346.723
2001-07-17,340.945
2001-07-18,345.501
2001-07-19,348.334
2001-07-20,347.918
2001-07-23,346.832
2001-07-24,347.503
2001-07-25,348.082
2001-07-26,347.923
2001-07-27,347.733
2001-07-30,349.266
2001-07-31,350.674
2001-08-01,355.486
2001-08-02,360.344
2001-08-03,360.666
2001-08-06,358.539
2001-08-07,358.742
2001-08-08,358.995
2001-08-09,360.581
2001-08-10,360.389
2001-08-13,362.922
2001-08-14,363.065
2001-08-15,368.608
2001-08-16,364.793
2001-08-17,361.269
2001-08-20,356.852
2001-08-21,358.991
2001-08-22,360.562
2001-08-23,356.784
2001-08-24,359.287
2001-08-27,356.282
2001-08-28,353.059
2001-08-29,352.317
2001-08-30,342.982
2001-08-31,341.326
2001-09-03,336.023
2001-09-04,331.562
2001-09-05,324.947
2001-09-06,319.679
2001-09-07,322.463
2001-09-10,314.136
2001-09-11,295.631
2001-09-12,291.406
2001-09-13,293.696
2001-09-14,282.353
2001-09-17,278.219
2001-09-18,273.494
2001-09-19,272.163
2001-09-20,260.896
2001-09-21,245.714
2001-09-24,258.309
2001-09-25,266.926
2001-09-26,271.655
2001-09-27,273.918
2001-09-28,281.163
2001-10-01,274.632
2001-10-02,276.589
2001-10-03,276.75
2001-10-04,284.289
2001-10-05,280.543
2001-10-08,281.2
2001-10-09,281.153
2001-10-10,284.278
2001-10-11,287.48
2001-10-12,287.808
2001-10-15,284.376
2001-10-16,288.651
2001-10-17,293.422
2001-10-18,290.871
2001-10-19,285.035
2001-10-22,286.676
2001-10-23,290.212
2001-10-24,291.211
2001-10-25,288.201
2001-10-26,294.281
2001-10-29,295.162
2001-10-30,285.025
2001-10-31,286.872
2001-11-01,288.667
2001-11-02,285.43
2001-11-05,287.579
2001-11-06,284.987
2001-11-07,288.543
2001-11-08,292.438
2001-11-09,292.273
2001-11-12,285.843
2001-11-13,289.343
2001-11-14,293.571
2001-11-15,297.857
2001-11-16,304.308
2001-11-19,316.014
2001-11-20,312.61
2001-11-21,309.137
2001-11-22,313.08
2001-11-23,313.937
2001-11-26,316.308
2001-11-27,310.011
2001-11-28,310.274
2001-11-29,313.522
2001-11-30,316.348
2001-12-03,311.109
2001-12-04,316.704
2001-12-05,322.892
2001-12-06,324.454
2001-12-07,325.137
2001-12-10,319.606
2001-12-11,318.952
2001-12-12,316.973
2001-12-13,310.328
2001-12-14,310.401
2001-12-17,317.113
2001-12-18,314.551
2001-12-19,309.817
2001-12-20,304.676
2001-12-21,303.363
2001-12-24,300.336
2001-12-25,300.336
2001-12-26,300.592
2001-12-27,306.848
2001-12-28,305.658
2001-12-31,308.639
2002-01-01,308.639
2002-01-02,313.859
2002-01-03,318.121
2002-01-04,316.733
2002-01-07,315.895
2002-01-08,317.93
2002-01-09,319.068
2002-01-10,316.925
2002-01-11,316.193
2002-01-14,312.161
2002-01-15,313.236
2002-01-16,307.038
2002-01-17,307.878
2002-01-18,309.792
2002-01-21,307.307
2002-01-22,308.528
2002-01-23,309.971
2002-01-24,309.733
2002-01-25,305.208
2002-01-28,306.413
2002-01-29,308.436
2002-01-30,308.625
2002-01-31,310.5
2002-02-01,309.354
2002-02-04,308.883
2002-02-05,306.139
2002-02-06,302.281
2002-02-07,302.796
2002-02-08,304.637
2002-02-11,304.979
2002-02-12,302.685
2002-02-13,302.667
2002-02-14,304.381
2002-02-15,303.437
2002-02-18,301.64
2002-02-19,296.071
2002-02-20,294.66
2002-02-21,296.925
2002-02-22,300.06
2002-02-25,298.0
2002-02-26,297.449
2002-02-27,303.074
2002-02-28,304.651
2002-03-01,308.516
2002-03-04,318.251
2002-03-05,315.309
2002-03-06,320.054
2002-03-07,323.142
2002-03-08,322.361
2002-03-11,321.511
2002-03-12,317.925
2002-03-13,321.959
2002-03-14,325.759
2002-03-15,327.165
2002-03-18,326.961
2002-03-19,330.537
2002-03-20,327.226
2002-03-21,327.024
2002-03-22,326.89
2002-03-25,324.293
2002-03-26,323.521
2002-03-27,322.872
2002-03-28,326.149
2002-03-29,326.149
2002-04-01,328.822
2002-04-02,326.398
2002-04-03,325.652
2002-04-04,324.542
2002-04-05,322.816
2002-04-08,315.788
2002-04-09,318.016
2002-04-10,322.778
2002-04-11,323.218
2002-04-12,324.392
2002-04-15,324.412
2002-04-16,330.732
2002-04-17,332.774
2002-04-18,332.96
2002-04-19,335.137
2002-04-22,334.163
2002-04-23,334.58
2002-04-24,336.454
2002-04-25,336.307
2002-04-26,335.133
2002-04-29,334.447
2002-04-30,334.346
2002-05-01,336.238
2002-05-02,331.763
2002-05-03,331.463
2002-05-06,331.652
2002-05-07,326.116
2002-05-08,328.498
2002-05-09,325.099
2002-05-10,323.459
2002-05-13,325.064
2002-05-14,325.274
2002-05-15,328.393
2002-05-16,330.055
2002-05-17,333.32
2002-05-20,328.842
2002-05-21,327.705
2002-05-22,329.68
2002-05-23,325.292
2002-05-24,322.068
2002-05-27,319.984
2002-05-28,324.496
2002-05-29,326.075
2002-05-30,325.824
2002-05-31,325.33
2002-06-03,322.026
2002-06-04,316.384
2002-06-05,314.357
2002-06-06,314.9
2002-06-07,313.376
2002-06-10,316.307
2002-06-11,323.518
2002-06-12,317.641
2002-06-13,311.145
2002-06-14,304.357
2002-06-17,311.844
2002-06-18,313.142
2002-06-19,313.43
2002-06-20,309.608
2002-06-21,308.39
2002-06-24,305.545
2002-06-25,306.866
2002-06-26,310.94
2002-06-27,309.324
2002-06-28,317.721
2002-07-01,317.817
2002-07-02,308.669
2002-07-03,301.004
2002-07-04,302.142
2002-07-05,309.216
2002-07-08,313.877
2002-07-09,316.537
2002-07-10,308.768
2002-07-11,300.464
2002-07-12,297.434
2002-07-15,292.335
2002-07-16,295.998
2002-07-17,300.525
2002-07-18,304.284
2002-07-19,298.597
2002-07-22,284.054
2002-07-23,275.166
2002-07-24,273.678
2002-07-25,276.16
2002-07-26,278.503
2002-07-29,284.528
2002-07-30,285.269
2002-07-31,282.62
2002-08-01,278.589
2002-08-02,278.136
2002-08-05,269.92
2002-08-06,273.154
2002-08-07,270.416
2002-08-08,276.915
2002-08-09,281.54
2002-08-12,277.832
2002-08-13,281.21
2002-08-14,277.677
2002-08-15,275.609
2002-08-16,285.67
2002-08-19,290.553
2002-08-20,288.333
2002-08-21,292.475
2002-08-22,294.918
2002-08-23,292.893
2002-08-26,290.91
2002-08-27,297.89
2002-08-28,292.175
2002-08-29,285.574
2002-08-30,285.763
2002-09-02,284.436
2002-09-03,278.37
2002-09-04,278.756
2002-09-05,275.424
2002-09-06,280.941
2002-09-09,274.382
2002-09-10,278.598
2002-09-11,283.158
2002-09-12,277.528
2002-09-13,275.564
2002-09-16,272.272
2002-09-17,267.909
2002-09-18,265.095
2002-09-19,263.458
2002-09-20,263.291
2002-09-23,250.93
2002-09-24,249.749
2002-09-25,249.338
2002-09-26,254.654
2002-09-27,254.232
2002-09-30,249.191
2002-10-01,249.221
2002-10-02,252.617
2002-10-03,253.365
2002-10-04,245.473
2002-10-07,242.691
2002-10-08,238.232
2002-10-09,235.12
2002-10-10,240.061
2002-10-11,247.982
2002-10-14,246.115
2002-10-15,259.677
2002-10-16,255.796
2002-10-17,259.338
2002-10-18,259.056
2002-10-21,261.331
2002-10-22,265.359
2002-10-23,259.787
2002-10-24,265.968
2002-10-25,265.642
2002-10-28,269.424
2002-10-29,261.71
2002-10-30,267.442
2002-10-31,272.754
2002-11-01,272.739
2002-11-04,288.158
2002-11-05,292.445
2002-11-06,289.642
2002-11-07,282.509
2002-11-08,281.233
2002-11-11,275.919
2002-11-12,278.774
2002-11-13,279.146
2002-11-14,283.99
2002-11-15,285.694
2002-11-18,289.644
2002-11-19,290.522
2002-11-20,290.213
2002-11-21,295.528
2002-11-22,296.147
2002-11-25,296.127
2002-11-26,293.661
2002-11-27,302.247
2002-11-28,306.638
2002-11-29,307.801
2002-12-02,304.991
2002-12-03,296.734
2002-12-04,297.985
2002-12-05,293.696
2002-12-06,292.827
2002-12-09,286.406
2002-12-10,291.038
2002-12-11,294.03
2002-12-12,293.304
2002-12-13,291.726
2002-12-16,296.048
2002-12-17,296.18
2002-12-18,290.335
2002-12-19,285.698
2002-12-20,288.904
2002-12-23,285.959
2002-12-24,287.143
2002-12-25,287.143
2002-12-26,287.867
2002-12-27,284.48
2002-12-30,286.867
2002-12-31,287.992
2003-01-01,287.992
2003-01-02,297.414
2003-01-03,301.66
2003-01-06,307.405
2003-01-07,300.905
2003-01-08,298.353
2003-01-09,305.819
2003-01-10,307.012
2003-01-13,309.163
2003-01-14,312.083
2003-01-15,307.355
2003-01-16,307.936
2003-01-17,301.13
2003-01-20,298.711
2003-01-21,291.46
2003-01-22,287.56
2003-01-23,289.719
2003-01-24,289.488
2003-01-27,285.578
2003-01-28,283.852
2003-01-29,285.782
2003-01-30,286.117
2003-01-31,286.278
2003-02-03,291.527
2003-02-04,286.47
2003-02-05,291.581
2003-02-06,290.321
2003-02-07,290.439
2003-02-10,283.911
2003-02-11,289.688
2003-02-12,288.698
2003-02-13,291.802
2003-02-14,295.434
2003-02-17,299.36
2003-02-18,302.898
2003-02-19,297.075
2003-02-20,298.214
2003-02-21,302.969
2003-02-24,299.076
2003-02-25,292.41
2003-02-26,292.828
2003-02-27,296.543
2003-02-28,299.367
2003-03-03,300.584
2003-03-04,297.768
2003-03-05,294.966
2003-03-06,288.32
2003-03-07,286.249
2003-03-10,279.623
2003-03-11,279.98
2003-03-12,275.326
2003-03-13,277.256
2003-03-14,284.158
2003-03-17,288.588
2003-03-18,287.395
2003-03-19,289.504
2003-03-20,285.249
2003-03-21,291.706
2003-03-24,286.499
2003-03-25,290.864
2003-03-26,290.615
2003-03-27,286.486
2003-03-28,290.114
2003-03-31,286.705
2003-04-01,287.277
2003-04-02,294.418
2003-04-03,296.09
2003-04-04,295.356
2003-04-07,302.26
2003-04-08,305.359
2003-04-09,304.175
2003-04-10,305.77
2003-04-11,305.003
2003-04-14,308.094
2003-04-15,310.422
2003-04-16,310.946
2003-04-17,317.775
2003-04-18,317.775
2003-04-21,316.406
2003-04-22,321.99
2003-04-23,326.018
2003-04-24,326.369
2003-04-25,321.47
2003-04-28,326.092
2003-04-29,327.522
2003-04-30,333.923
2003-05-01,336.99
2003-05-02,335.327
2003-05-05,342.176
2003-05-06,346.982
2003-05-07,346.288
2003-05-08,342.09
2003-05-09,342.322
2003-05-12,341.735
2003-05-13,343.528
2003-05-14,345.266
2003-05-15,347.219
2003-05-16,350.575
2003-05-19,342.41
2003-05-20,341.791
2003-05-21,338.707
2003-05-22,345.17
2003-05-23,348.169
2003-05-26,350.238
2003-05-27,352.0
2003-05-28,353.674
2003-05-29,357.49
2003-05-30,362.893
2003-06-02,363.867
2003-06-03,360.149
2003-06-04,360.766
2003-06-05,363.16
2003-06-06,362.394
2003-06-09,360.208
2003-06-10,360.403
2003-06-11,365.842
2003-06-12,364.556
2003-06-13,364.637
2003-06-16,372.443
2003-06-17,373.447
2003-06-18,371.107
2003-06-19,368.261
2003-06-20,365.607
2003-06-23,358.318
2003-06-24,358.181
2003-06-25,360.844
2003-06-26,355.577
2003-06-27,354.242
2003-06-30,348.287
2003-07-01,345.887
2003-07-02,343.918
2003-07-03,342.267
2003-07-04,343.716
2003-07-07,348.979
2003-07-08,349.251
2003-07-09,348.098
2003-07-10,345.474
2003-07-11,347.105
2003-07-14,348.776
2003-07-15,345.615
2003-07-16,344.388
2003-07-17,342.103
2003-07-18,344.653
2003-07-21,343.4
2003-07-22,343.764
2003-07-23,348.681
2003-07-24,353.511
2003-07-25,353.981
2003-07-28,356.451
2003-07-29,353.999
2003-07-30,353.171
2003-07-31,353.786
2003-08-01,350.38
2003-08-04,349.98
2003-08-05,351.547
2003-08-06,348.617
2003-08-07,349.172
2003-08-08,348.145
2003-08-11,348.757
2003-08-12,349.397
2003-08-13,351.387
2003-08-14,354.903
2003-08-15,354.651
2003-08-18,353.278
2003-08-19,351.777
2003-08-20,352.619
2003-08-21,348.977
2003-08-22,346.963
2003-08-25,345.893
2003-08-26,342.503
2003-08-27,344.272
2003-08-28,344.979
2003-08-29,346.153
2003-09-01,348.324
2003-09-02,346.769
2003-09-03,352.426
2003-09-04,354.341
2003-09-05,360.709
2003-09-08,369.229
2003-09-09,366.772
2003-09-10,363.111
2003-09-11,364.03
2003-09-12,365.556
2003-09-15,366.876
2003-09-16,368.337
2003-09-17,371.576
2003-09-18,375.595
2003-09-19,378.578
2003-09-22,373.867
2003-09-23,373.698
2003-09-24,372.534
2003-09-25,371.018
2003-09-26,366.535
2003-09-29,367.332
2003-09-30,364.746
2003-10-01,371.756
2003-10-02,375.434
2003-10-03,379.848
2003-10-06,378.548
2003-10-07,380.916
2003-10-08,381.277
2003-10-09,383.772
2003-10-10,384.203
2003-10-13,383.724
2003-10-14,386.001
2003-10-15,388.788
2003-10-16,390.467
2003-10-17,386.161
2003-10-20,384.761
2003-10-21,384.633
2003-10-22,382.555
2003-10-23,381.08
2003-10-24,382.243
2003-10-27,382.529
2003-10-28,383.519
2003-10-29,386.13
2003-10-30,387.845
2003-10-31,387.532
2003-11-03,386.029
2003-11-04,386.972
2003-11-05,385.037
2003-11-06,384.585
2003-11-07,390.716
2003-11-10,392.007
2003-11-11,389.436
2003-11-12,394.557
2003-11-13,398.109
2003-11-14,400.806
2003-11-17,395.645
2003-11-18,401.27
2003-11-19,402.822
2003-11-20,400.154
2003-11-21,402.103
2003-11-24,404.499
2003-11-25,404.691
2003-11-26,407.829
2003-11-27,409.928
2003-11-28,414.583
2003-12-01,415.068
2003-12-02,419.359
2003-12-03,424.568
2003-12-04,426.194
2003-12-05,428.391
2003-12-08,428.974
2003-12-09,425.212
2003-12-10,422.757
2003-12-11,422.645
2003-12-12,423.504
2003-12-15,426.071
2003-12-16,427.277
2003-12-17,428.765
2003-12-18,428.775
2003-12-19,423.482
2003-12-22,414.502
2003-12-23,414.047
2003-12-24,415.213
2003-12-25,415.213
2003-12-26,415.047
2003-12-29,418.332
2003-12-30,418.564
2003-12-31,421.337
2004-01-01,421.337
2004-01-02,425.625
2004-01-05,429.414
2004-01-06,432.188
2004-01-07,424.064
2004-01-08,428.617
2004-01-09,435.554
2004-01-12,435.279
2004-01-13,433.811
2004-01-14,435.498
2004-01-15,436.279
2004-01-16,430.699
2004-01-19,435.584
2004-01-20,441.203
2004-01-21,444.921
2004-01-22,445.655
2004-01-23,448.824
2004-01-26,447.09
2004-01-27,452.47
2004-01-28,453.92
2004-01-29,442.443
2004-01-30,441.224
2004-02-02,442.871
2004-02-03,442.426
2004-02-04,442.412
2004-02-05,441.663
2004-02-06,448.383
2004-02-09,450.194
2004-02-10,452.548
2004-02-11,449.752
2004-02-12,453.621
2004-02-13,448.647
2004-02-16,449.747
2004-02-17,455.061
2004-02-18,455.539
2004-02-19,448.739
2004-02-20,443.76
2004-02-23,443.754
2004-02-24,445.25
2004-02-25,441.913
2004-02-26,438.884
2004-02-27,440.648
2004-03-01,442.225
2004-03-02,436.479
2004-03-03,430.915
2004-03-04,434.89
2004-03-05,444.423
2004-03-08,443.347
2004-03-09,442.121
2004-03-10,434.679
2004-03-11,426.887
2004-03-12,423.138
2004-03-15,412.288
2004-03-16,420.226
2004-03-17,417.06
2004-03-18,415.055
2004-03-19,410.33
2004-03-22,405.456
2004-03-23,405.316
2004-03-24,401.597
2004-03-25,405.333
2004-03-26,402.236
2004-03-29,408.685
2004-03-30,407.367
2004-03-31,409.828
2004-04-01,416.912
2004-04-02,415.75
2004-04-05,415.356
2004-04-06,416.229
2004-04-07,422.892
2004-04-08,420.353
2004-04-09,420.353
2004-04-12,419.172
2004-04-13,418.515
2004-04-14,416.4
2004-04-15,414.899
2004-04-16,418.215
2004-04-19,420.144
2004-04-20,418.785
2004-04-21,416.803
2004-04-22,420.072
2004-04-23,419.205
2004-04-26,420.752
2004-04-27,421.996
2004-04-28,416.468
2004-04-29,417.436
2004-04-30,416.36
2004-05-03,417.187
2004-05-04,418.642
2004-05-05,422.817
2004-05-06,411.393
2004-05-07,406.375
2004-05-10,396.028
2004-05-11,399.711
2004-05-12,397.763
2004-05-13,399.94
2004-05-14,398.739
2004-05-17,396.196
2004-05-18,398.006
2004-05-19,407.383
2004-05-20,401.97
2004-05-21,405.24
2004-05-24,404.472
2004-05-25,406.354
2004-05-26,410.353
2004-05-27,418.144
2004-05-28,417.063
2004-05-31,415.436
2004-06-01,415.086
2004-06-02,418.912
2004-06-03,419.15
2004-06-04,422.279
2004-06-07,427.082
2004-06-08,425.681
2004-06-09,419.037
2004-06-10,420.983
2004-06-11,416.063
2004-06-14,415.226
2004-06-15,420.359
2004-06-16,420.22
2004-06-17,422.868
2004-06-18,424.73
2004-06-21,425.22
2004-06-22,423.858
2004-06-23,425.789
2004-06-24,432.061
2004-06-25,431.62
2004-06-28,438.898
2004-06-29,435.675
2004-06-30,436.144
2004-07-01,434.672
2004-07-02,438.423
2004-07-05,436.079
2004-07-06,432.021
2004-07-07,433.597
2004-07-08,435.981
2004-07-09,436.617
2004-07-12,435.117
2004-07-13,432.806
2004-07-14,432.472
2004-07-15,427.591
2004-07-16,432.117
2004-07-19,430.172
2004-07-20,427.789
2004-07-21,425.33
2004-07-22,421.566
2004-07-23,416.513
2004-07-26,416.457
2004-07-27,417.308
2004-07-28,415.651
2004-07-29,420.785
2004-07-30,421.784
2004-08-02,420.985
2004-08-03,421.659
2004-08-04,417.902
2004-08-05,416.496
2004-08-06,416.735
2004-08-09,412.925
2004-08-10,416.89
2004-08-11,409.834
2004-08-12,410.023
2004-08-13,412.465
2004-08-16,416.226
2004-08-17,415.624
2004-08-18,414.338
2004-08-19,417.179
2004-08-20,415.353
2004-08-23,415.434
2004-08-24,413.749
2004-08-25,412.862
2004-08-26,414.74
2004-08-27,414.853
2004-08-30,414.143
2004-08-31,418.806
2004-09-01,422.102
2004-09-02,426.111
2004-09-03,425.67
2004-09-06,427.127
2004-09-07,424.447
2004-09-08,426.273
2004-09-09,424.407
2004-09-10,431.551
2004-09-13,432.665
2004-09-14,432.548
2004-09-15,427.739
2004-09-16,428.333
2004-09-17,433.372
2004-09-20,432.901
2004-09-21,440.033
2004-09-22,437.139
2004-09-23,437.03
2004-09-24,436.813
2004-09-27,432.239
2004-09-28,433.803
2004-09-29,438.29
2004-09-30,439.806
2004-10-01,442.904
2004-10-04,442.178
2004-10-05,444.867
2004-10-06,443.871
2004-10-07,443.79
2004-10-08,448.535
2004-10-11,447.417
2004-10-12,442.385
2004-10-13,444.237
2004-10-14,446.834
2004-10-15,449.112
2004-10-18,450.127
2004-10-19,450.3
2004-10-20,448.857
2004-10-21,449.94
2004-10-22,451.49
2004-10-25,449.707
2004-10-26,452.675
2004-10-27,456.073
2004-10-28,456.85
2004-10-29,455.849
2004-11-01,459.673
2004-11-02,460.087
2004-11-03,464.847
2004-11-04,465.711
2004-11-05,468.477
2004-11-08,472.102
2004-11-09,472.253
2004-11-10,471.819
2004-11-11,474.592
2004-11-12,475.216
2004-11-15,474.931
2004-11-16,475.588
2004-11-17,484.065
2004-11-18,483.125
2004-11-19,484.07
2004-11-22,483.899
2004-11-23,485.185
2004-11-24,488.062
2004-11-25,494.082
2004-11-26,492.915
2004-11-29,493.346
2004-11-30,491.97
2004-12-01,495.926
2004-12-02,496.378
2004-12-03,500.332
2004-12-06,503.537
2004-12-07,507.235
2004-12-08,501.547
2004-12-09,497.524
2004-12-10,498.273
2004-12-13,505.808
2004-12-14,506.888
2004-12-15,513.757
2004-12-16,508.664
2004-12-17,506.384
2004-12-20,517.36
2004-12-21,519.263
2004-12-22,522.298
2004-12-23,528.322
2004-12-24,529.691
2004-12-27,532.93
2004-12-28,533.649
2004-12-29,534.572
2004-12-30,537.113
2004-12-31,535.636
2005-01-03,532.57
2005-01-04,529.732
2005-01-05,529.751
2005-01-06,529.451
2005-01-07,524.461
2005-01-10,525.773
2005-01-11,518.405
2005-01-12,524.455
2005-01-13,523.878
2005-01-14,523.906
2005-01-17,525.467
2005-01-18,521.385
2005-01-19,523.513
2005-01-20,518.5
2005-01-21,522.021
2005-01-24,522.081
2005-01-25,524.468
2005-01-26,527.556
2005-01-27,523.983
2005-01-28,523.35
2005-01-31,532.887
2005-02-01,533.113
2005-02-02,534.513
2005-02-03,531.483
2005-02-04,534.962
2005-02-07,532.697
2005-02-08,533.32
2005-02-09,533.557
2005-02-10,537.583
2005-02-11,539.403
2005-02-14,546.629
2005-02-15,545.688
2005-02-16,539.819
2005-02-17,542.484
2005-02-18,541.585
2005-02-21,536.537
2005-02-22,538.906
2005-02-23,536.005
2005-02-24,538.26
2005-02-25,546.262
2005-02-28,550.916
2005-03-01,551.674
2005-03-02,546.791
2005-03-03,547.213
2005-03-04,557.469
2005-03-07,557.236
2005-03-08,559.531
2005-03-09,557.883
2005-03-10,554.703
2005-03-11,555.284
2005-03-14,552.113
2005-03-15,550.592
2005-03-16,549.233
2005-03-17,546.437
2005-03-18,548.425
2005-03-21,547.202
2005-03-22,548.143
2005-03-23,539.64
2005-03-24,539.839
2005-03-25,539.839
2005-03-28,536.05
2005-03-29,539.214
2005-03-30,545.562
2005-03-31,549.713
2005-04-01,553.893
2005-04-04,548.235
2005-04-05,548.16
2005-04-06,552.468
2005-04-07,559.641
2005-04-08,556.548
2005-04-11,561.249
2005-04-12,553.348
2005-04-13,557.443
2005-04-14,552.929
2005-04-15,545.363
2005-04-18,540.064
2005-04-19,543.536
2005-04-20,540.923
2005-04-21,546.865
2005-04-22,550.341
2005-04-25,546.485
2005-04-26,544.277
2005-04-27,538.674
2005-04-28,535.762
2005-04-29,537.627
2005-05-02,541.354
2005-05-03,543.571
2005-05-04,547.84
2005-05-05,549.819
2005-05-06,546.05
2005-05-09,545.404
2005-05-10,541.514
2005-05-11,545.145
2005-05-12,544.127
2005-05-13,544.182
2005-05-16,544.744
2005-05-17,539.601
2005-05-18,546.588
2005-05-19,547.387
2005-05-20,544.662
2005-05-23,552.447
2005-05-24,547.93
2005-05-25,550.875
2005-05-26,550.043
2005-05-27,549.052
2005-05-30,547.664
2005-05-31,539.394
2005-06-01,539.004
2005-06-02,543.041
2005-06-03,540.117
2005-06-06,539.854
2005-06-07,540.528
2005-06-08,542.317
2005-06-09,539.494
2005-06-10,536.088
2005-06-13,534.039
2005-06-14,534.875
2005-06-15,537.56
2005-06-16,539.971
2005-06-17,547.99
2005-06-20,542.351
2005-06-21,543.93
2005-06-22,541.994
2005-06-23,538.049
2005-06-24,535.307
2005-06-27,535.034
2005-06-28,535.076
2005-06-29,537.938
2005-06-30,542.005
2005-07-01,537.766
2005-07-04,534.0
2005-07-05,532.907
2005-07-06,533.779
2005-07-07,525.735
2005-07-08,533.421
2005-07-11,541.882
2005-07-12,548.58
2005-07-13,546.903
2005-07-14,548.706
2005-07-15,544.804
2005-07-18,548.629
2005-07-19,552.426
2005-07-20,554.281
2005-07-21,560.009
2005-07-22,560.69
2005-07-25,557.267
2005-07-26,554.31
2005-07-27,557.216
2005-07-28,560.463
2005-07-29,559.763
2005-08-01,564.834
2005-08-02,569.64
2005-08-03,573.723
2005-08-04,569.949
2005-08-05,567.146
2005-08-08,571.032
2005-08-09,571.573
2005-08-10,574.539
2005-08-11,575.047
2005-08-12,572.322
2005-08-15,569.261
2005-08-16,564.921
2005-08-17,561.446
2005-08-18,553.068
2005-08-19,556.464
2005-08-22,563.148
2005-08-23,559.234
2005-08-24,563.393
2005-08-25,563.729
2005-08-26,559.103
2005-08-29,557.316
2005-08-30,552.777
2005-08-31,561.498
2005-09-01,571.12
2005-09-02,576.259
2005-09-05,579.429
2005-09-06,579.822
2005-09-07,579.665
2005-09-08,578.47
2005-09-09,580.728
2005-09-12,577.043
2005-09-13,576.172
2005-09-14,582.06
2005-09-15,576.72
2005-09-16,578.89
2005-09-19,574.538
2005-09-20,578.43
2005-09-21,582.906
2005-09-22,575.233
2005-09-23,572.352
2005-09-26,577.096
2005-09-27,577.074
2005-09-28,583.437
2005-09-29,583.389
2005-09-30,585.38
2005-10-03,580.931
2005-10-04,586.975
2005-10-05,582.063
2005-10-06,585.098
2005-10-07,579.902
2005-10-10,575.479
2005-10-11,568.945
2005-10-12,566.203
2005-10-13,557.518
2005-10-14,566.978
2005-10-17,564.425
2005-10-18,555.071
2005-10-19,548.689
2005-10-20,547.772
2005-10-21,552.244
2005-10-24,554.634
2005-10-25,560.337
2005-10-26,557.863
2005-10-27,551.655
2005-10-28,551.258
2005-10-31,553.712
2005-11-01,557.56
2005-11-02,564.936
2005-11-03,567.381
2005-11-04,555.181
2005-11-07,557.511
2005-11-08,553.576
2005-11-09,555.024
2005-11-10,554.437
