Date,ITALY MID CAP Mid Cap
2002-01-28,295.169
2002-01-29,297.117
2002-01-30,297.299
2002-01-31,299.106
2002-02-01,298.002
2002-02-04,297.548
2002-02-05,294.904
2002-02-06,291.189
2002-02-07,291.685
2002-02-08,293.458
2002-02-11,293.787
2002-02-12,291.577
2002-02-13,291.56
2002-02-14,293.211
2002-02-15,292.302
2002-02-18,290.571
2002-02-19,285.206
2002-02-20,283.847
2002-02-21,286.029
2002-02-22,289.049
2002-02-25,287.065
2002-02-26,286.534
2002-02-27,291.952
2002-02-28,293.472
2002-03-01,297.195
2002-03-04,306.573
2002-03-05,303.739
2002-03-06,308.31
2002-03-07,311.284
2002-03-08,310.532
2002-03-11,309.713
2002-03-12,306.259
2002-03-13,310.145
2002-03-14,313.805
2002-03-15,315.159
2002-03-18,314.963
2002-03-19,318.408
2002-03-20,315.218
2002-03-21,315.024
2002-03-22,314.894
2002-03-25,312.392
2002-03-26,311.649
2002-03-27,311.024
2002-03-28,314.18
2002-03-29,314.18
2002-04-01,316.755
2002-04-02,314.421
2002-04-03,313.702
2002-04-04,312.633
2002-04-05,310.969
2002-04-08,304.199
2002-04-09,306.346
2002-04-10,310.933
2002-04-11,311.357
2002-04-12,312.488
2002-04-15,312.508
2002-04-16,318.595
2002-04-17,320.563
2002-04-18,320.741
2002-04-19,322.839
2002-04-22,321.93
2002-04-23,322.332
2002-04-24,324.137
2002-04-25,323.995
2002-04-26,322.865
2002-04-29,322.278
2002-04-30,322.18
2002-05-01,324.004
2002-05-02,319.691
2002-05-03,319.402
2002-05-06,319.642
2002-05-07,314.306
2002-05-08,316.602
2002-05-09,313.326
2002-05-10,311.746
2002-05-13,313.292
2002-05-14,313.495
2002-05-15,316.501
2002-05-16,318.103
2002-05-17,321.249
2002-05-20,318.101
2002-05-21,317.001
2002-05-22,318.912
2002-05-23,314.667
2002-05-24,311.548
2002-05-27,309.574
2002-05-28,313.94
2002-05-29,315.467
2002-05-30,315.224
2002-05-31,314.746
2002-06-03,311.55
2002-06-04,306.091
2002-06-05,304.13
2002-06-06,304.656
2002-06-07,303.182
2002-06-10,306.017
2002-06-11,312.993
2002-06-12,307.308
2002-06-13,301.023
2002-06-14,294.456
2002-06-17,301.699
2002-06-18,302.955
2002-06-19,303.233
2002-06-20,299.536
2002-06-21,298.357
2002-06-24,295.717
2002-06-25,296.995
2002-06-26,300.939
2002-06-27,299.374
2002-06-28,307.501
2002-07-01,307.631
2002-07-02,298.776
2002-07-03,291.357
2002-07-04,292.458
2002-07-05,299.306
2002-07-08,303.817
2002-07-09,306.392
2002-07-10,298.872
2002-07-11,290.834
2002-07-12,287.901
2002-07-15,282.966
2002-07-16,286.511
2002-07-17,290.893
2002-07-18,294.531
2002-07-19,289.026
2002-07-22,274.95
2002-07-23,266.347
2002-07-24,264.907
2002-07-25,267.309
2002-07-26,269.577
2002-07-29,275.408
2002-07-30,276.126
2002-07-31,273.562
2002-08-01,269.66
2002-08-02,269.222
2002-08-05,261.269
2002-08-06,264.399
2002-08-07,261.749
2002-08-08,268.04
2002-08-09,272.516
2002-08-12,268.927
2002-08-13,272.197
2002-08-14,268.777
2002-08-15,266.775
2002-08-16,276.514
2002-08-19,281.24
2002-08-20,279.092
2002-08-21,283.101
2002-08-22,285.466
2002-08-23,283.506
2002-08-26,281.587
2002-08-27,288.343
2002-08-28,282.811
2002-08-29,276.422
2002-08-30,276.604
2002-09-02,275.319
2002-09-03,269.448
2002-09-04,269.822
2002-09-05,266.596
2002-09-06,271.937
2002-09-09,265.588
2002-09-10,269.669
2002-09-11,274.083
2002-09-12,268.633
2002-09-13,266.732
2002-09-16,263.545
2002-09-17,259.323
2002-09-18,256.598
2002-09-19,255.014
2002-09-20,254.852
2002-09-23,242.888
2002-09-24,241.744
2002-09-25,241.347
2002-09-26,246.492
2002-09-27,246.084
2002-09-30,241.204
2002-10-01,241.233
2002-10-02,244.52
2002-10-03,245.244
2002-10-04,237.605
2002-10-07,234.912
2002-10-08,230.596
2002-10-09,227.584
2002-10-10,232.367
2002-10-11,240.034
2002-10-14,238.227
2002-10-15,251.354
2002-10-16,247.598
2002-10-17,251.026
2002-10-18,250.754
2002-10-21,252.955
2002-10-22,256.854
2002-10-23,251.46
2002-10-24,257.444
2002-10-25,257.128
2002-10-28,260.789
2002-10-29,253.322
2002-10-30,258.87
2002-10-31,264.012
2002-11-01,263.998
2002-11-04,278.922
2002-11-05,283.072
2002-11-06,280.359
2002-11-07,273.455
2002-11-08,272.219
2002-11-11,267.076
2002-11-12,269.839
2002-11-13,270.199
2002-11-14,274.888
2002-11-15,276.537
2002-11-18,280.465
2002-11-19,281.315
2002-11-20,281.016
2002-11-21,286.162
2002-11-22,286.761
2002-11-25,286.743
2002-11-26,284.355
2002-11-27,292.669
2002-11-28,296.921
2002-11-29,298.046
2002-12-02,295.326
2002-12-03,287.33
2002-12-04,288.541
2002-12-05,284.388
2002-12-06,283.547
2002-12-09,277.33
2002-12-10,281.814
2002-12-11,284.712
2002-12-12,284.008
2002-12-13,282.481
2002-12-16,286.666
2002-12-17,286.794
2002-12-18,281.134
2002-12-19,276.644
2002-12-20,279.749
2002-12-23,276.897
2002-12-24,278.043
2002-12-25,278.043
2002-12-26,278.744
2002-12-27,275.464
2002-12-30,277.776
2002-12-31,278.865
2003-01-01,278.865
2003-01-02,287.989
2003-01-03,292.101
2003-01-06,297.663
2003-01-07,291.369
2003-01-08,288.898
2003-01-09,296.128
2003-01-10,297.283
2003-01-13,299.365
2003-01-14,302.193
2003-01-15,297.614
2003-01-16,298.177
2003-01-17,291.587
2003-01-20,289.244
2003-01-21,282.223
2003-01-22,278.447
2003-01-23,280.538
2003-01-24,280.313
2003-01-27,276.527
2003-01-28,274.856
2003-01-29,276.725
2003-01-30,277.05
2003-01-31,277.205
2003-02-03,282.288
2003-02-04,277.392
2003-02-05,282.341
2003-02-06,281.121
2003-02-07,281.235
2003-02-10,274.914
2003-02-11,280.507
2003-02-12,279.549
2003-02-13,282.555
2003-02-14,286.071
2003-02-17,289.873
2003-02-18,293.299
2003-02-19,287.661
2003-02-20,288.763
2003-02-21,293.368
2003-02-24,289.598
2003-02-25,283.143
2003-02-26,283.548
2003-02-27,287.146
2003-02-28,289.88
2003-03-03,291.058
2003-03-04,288.332
2003-03-05,285.618
2003-03-06,279.182
2003-03-07,277.178
2003-03-10,270.762
2003-03-11,271.107
2003-03-12,266.601
2003-03-13,268.47
2003-03-14,275.153
2003-03-17,279.442
2003-03-18,278.287
2003-03-19,280.33
2003-03-20,276.209
2003-03-21,282.462
2003-03-24,277.42
2003-03-25,281.646
2003-03-26,281.405
2003-03-27,277.407
2003-03-28,280.92
2003-03-31,277.619
2003-04-01,278.173
2003-04-02,285.088
2003-04-03,286.706
2003-04-04,285.996
2003-04-07,292.681
2003-04-08,295.682
2003-04-09,294.535
2003-04-10,296.08
2003-04-11,295.337
2003-04-14,298.33
2003-04-15,300.584
2003-04-16,301.092
2003-04-17,307.705
2003-04-18,307.705
2003-04-21,306.378
2003-04-22,311.786
2003-04-23,315.686
2003-04-24,316.026
2003-04-25,311.283
2003-04-28,315.758
2003-04-29,317.143
2003-04-30,323.341
2003-05-01,326.311
2003-05-02,324.7
2003-05-05,331.332
2003-05-06,335.986
2003-05-07,335.314
2003-05-08,331.249
2003-05-09,331.474
2003-05-12,330.905
2003-05-13,332.641
2003-05-14,334.324
2003-05-15,336.215
2003-05-16,339.465
2003-05-19,333.558
2003-05-20,332.955
2003-05-21,329.951
2003-05-22,336.247
2003-05-23,339.168
2003-05-26,341.184
2003-05-27,342.9
2003-05-28,344.531
2003-05-29,348.248
2003-05-30,353.511
2003-06-02,354.46
2003-06-03,350.838
2003-06-04,351.439
2003-06-05,353.772
2003-06-06,353.025
2003-06-09,350.896
2003-06-10,351.086
2003-06-11,356.384
2003-06-12,355.131
2003-06-13,355.211
2003-06-16,362.815
2003-06-17,363.793
2003-06-18,361.513
2003-06-19,358.74
2003-06-20,356.155
2003-06-23,349.178
2003-06-24,349.044
2003-06-25,351.639
2003-06-26,346.507
2003-06-27,345.206
2003-06-30,339.463
2003-07-01,337.123
2003-07-02,335.204
2003-07-03,333.596
2003-07-04,335.008
2003-07-07,340.137
2003-07-08,340.402
2003-07-09,339.278
2003-07-10,336.721
2003-07-11,338.311
2003-07-14,339.939
2003-07-15,336.859
2003-07-16,335.662
2003-07-17,333.435
2003-07-18,335.921
2003-07-21,334.699
2003-07-22,335.054
2003-07-23,339.847
2003-07-24,344.555
2003-07-25,345.013
2003-07-28,347.42
2003-07-29,345.03
2003-07-30,344.223
2003-07-31,344.822
2003-08-01,341.503
2003-08-04,341.113
2003-08-05,342.64
2003-08-06,339.785
2003-08-07,340.325
2003-08-08,339.324
2003-08-11,339.921
2003-08-12,340.544
2003-08-13,342.484
2003-08-14,345.911
2003-08-15,345.666
2003-08-18,344.327
2003-08-19,342.864
2003-08-20,343.685
2003-08-21,340.136
2003-08-22,338.172
2003-08-25,337.13
2003-08-26,333.826
2003-08-27,335.55
2003-08-28,336.238
2003-08-29,337.382
2003-09-01,339.498
2003-09-02,337.983
2003-09-03,343.497
2003-09-04,345.363
2003-09-05,351.57
2003-09-08,359.874
2003-09-09,357.479
2003-09-10,353.911
2003-09-11,354.807
2003-09-12,356.294
2003-09-15,357.581
2003-09-16,359.005
2003-09-17,362.161
2003-09-18,366.079
2003-09-19,368.986
2003-09-22,364.395
2003-09-23,364.23
2003-09-24,363.096
2003-09-25,361.618
2003-09-26,357.248
2003-09-29,358.025
2003-09-30,355.505
2003-10-01,362.337
2003-10-02,365.922
2003-10-03,370.224
2003-10-06,368.957
2003-10-07,371.265
2003-10-08,371.617
2003-10-09,374.049
2003-10-10,374.469
2003-10-13,374.002
2003-10-14,376.221
2003-10-15,378.938
2003-10-16,380.574
2003-10-17,376.377
2003-10-20,375.013
2003-10-21,374.888
2003-10-22,372.862
2003-10-23,371.425
2003-10-24,372.558
2003-10-27,372.837
2003-10-28,373.802
2003-10-29,376.347
2003-10-30,378.018
2003-10-31,377.713
2003-11-03,376.249
2003-11-04,377.168
2003-11-05,375.281
2003-11-06,374.841
2003-11-07,380.817
2003-11-10,382.075
2003-11-11,379.569
2003-11-12,384.56
2003-11-13,388.023
2003-11-14,390.651
2003-11-17,385.621
2003-11-18,391.104
2003-11-19,392.616
2003-11-20,390.015
2003-11-21,391.915
2003-11-24,394.41
2003-11-25,394.598
2003-11-26,397.657
2003-11-27,399.704
2003-11-28,404.243
2003-12-01,404.716
2003-12-02,408.9
2003-12-03,413.979
2003-12-04,415.564
2003-12-05,417.706
2003-12-08,418.275
2003-12-09,414.607
2003-12-10,412.213
2003-12-11,412.104
2003-12-12,412.941
2003-12-15,415.444
2003-12-16,416.621
2003-12-17,418.071
2003-12-18,418.081
2003-12-19,412.92
2003-12-22,404.164
2003-12-23,403.72
2003-12-24,404.858
2003-12-25,404.858
2003-12-26,404.695
2003-12-29,407.899
2003-12-30,408.125
2003-12-31,410.828
2004-01-01,410.828
2004-01-02,415.009
2004-01-05,418.704
2004-01-06,421.409
2004-01-07,413.487
2004-01-08,417.927
2004-01-09,424.691
2004-01-12,424.423
2004-01-13,422.992
2004-01-14,424.636
2004-01-15,425.398
2004-01-16,419.957
2004-01-19,424.72
2004-01-20,430.2
2004-01-21,433.824
2004-01-22,434.54
2004-01-23,437.63
2004-01-26,435.939
2004-01-27,441.185
2004-01-28,442.599
2004-01-29,431.408
2004-01-30,430.22
2004-02-02,431.825
2004-02-03,431.391
2004-02-04,431.378
2004-02-05,430.647
2004-02-06,437.2
2004-02-09,438.966
2004-02-10,441.261
2004-02-11,438.535
2004-02-12,442.308
2004-02-13,437.457
2004-02-16,438.53
2004-02-17,443.712
2004-02-18,444.177
2004-02-19,437.547
2004-02-20,432.693
2004-02-23,432.686
2004-02-24,434.145
2004-02-25,430.891
2004-02-26,427.938
2004-02-27,429.658
2004-03-01,431.196
2004-03-02,425.593
2004-03-03,420.168
2004-03-04,424.043
2004-03-05,433.339
2004-03-08,432.29
2004-03-09,431.094
2004-03-10,423.838
2004-03-11,416.24
2004-03-12,412.585
2004-03-15,402.005
2004-03-16,409.745
2004-03-17,406.658
2004-03-18,404.703
2004-03-19,400.096
2004-03-22,395.344
2004-03-23,395.207
2004-03-24,391.581
2004-03-25,395.223
2004-03-26,392.204
2004-03-29,398.492
2004-03-30,397.207
2004-03-31,399.606
2004-04-01,406.514
2004-04-02,405.381
2004-04-05,404.997
2004-04-06,405.848
2004-04-07,412.344
2004-04-08,409.869
2004-04-09,409.869
2004-04-12,408.718
2004-04-13,408.077
2004-04-14,406.014
2004-04-15,404.551
2004-04-16,407.784
2004-04-19,409.665
2004-04-20,408.34
2004-04-21,406.407
2004-04-22,409.595
2004-04-23,408.75
2004-04-26,410.258
2004-04-27,411.471
2004-04-28,406.081
2004-04-29,407.025
2004-04-30,405.976
2004-05-03,406.956
2004-05-04,408.375
2004-05-05,412.448
2004-05-06,401.304
2004-05-07,396.409
2004-05-10,386.316
2004-05-11,389.909
2004-05-12,388.008
2004-05-13,390.132
2004-05-14,388.96
2004-05-17,386.48
2004-05-18,388.245
2004-05-19,397.392
2004-05-20,392.112
2004-05-21,395.301
2004-05-24,396.61
2004-05-25,398.456
2004-05-26,402.377
2004-05-27,410.017
2004-05-28,408.957
2004-05-31,407.362
2004-06-01,407.018
2004-06-02,410.769
2004-06-03,411.003
2004-06-04,414.072
2004-06-07,418.781
2004-06-08,417.407
2004-06-09,410.892
2004-06-10,412.801
2004-06-11,407.976
2004-06-14,407.156
2004-06-15,412.189
2004-06-16,412.052
2004-06-17,414.649
2004-06-18,416.475
2004-06-21,417.145
2004-06-22,415.809
2004-06-23,417.704
2004-06-24,423.856
2004-06-25,423.423
2004-06-28,430.564
2004-06-29,427.402
2004-06-30,427.862
2004-07-01,426.418
2004-07-02,430.097
2004-07-05,427.798
2004-07-06,423.817
2004-07-07,425.363
2004-07-08,427.702
2004-07-09,428.326
2004-07-12,426.855
2004-07-13,424.587
2004-07-14,424.26
2004-07-15,419.471
2004-07-16,423.911
2004-07-19,422.003
2004-07-20,419.665
2004-07-21,417.253
2004-07-22,413.56
2004-07-23,408.604
2004-07-26,408.549
2004-07-27,409.384
2004-07-28,407.758
2004-07-29,412.794
2004-07-30,413.774
2004-08-02,412.991
2004-08-03,413.652
2004-08-04,409.966
2004-08-05,408.587
2004-08-06,408.821
2004-08-09,405.084
2004-08-10,408.974
2004-08-11,402.051
2004-08-12,402.237
2004-08-13,404.633
2004-08-16,408.322
2004-08-17,407.731
2004-08-18,406.47
2004-08-19,409.256
2004-08-20,407.466
2004-08-23,407.545
2004-08-24,405.892
2004-08-25,405.021
2004-08-26,406.864
2004-08-27,406.975
2004-08-30,406.279
2004-08-31,410.853
2004-09-01,414.086
2004-09-02,418.019
2004-09-03,417.586
2004-09-06,419.016
2004-09-07,416.386
2004-09-08,418.178
2004-09-09,416.347
2004-09-10,423.356
2004-09-13,424.449
2004-09-14,424.334
2004-09-15,419.616
2004-09-16,420.2
2004-09-17,425.143
2004-09-20,424.681
2004-09-21,431.677
2004-09-22,428.838
2004-09-23,428.731
2004-09-24,428.518
2004-09-27,424.031
2004-09-28,425.566
2004-09-29,429.967
2004-09-30,431.454
2004-10-01,434.493
2004-10-04,433.781
2004-10-05,436.419
2004-10-06,435.442
2004-10-07,435.362
2004-10-08,440.017
2004-10-11,438.921
2004-10-12,433.985
2004-10-13,435.801
2004-10-14,438.348
2004-10-15,440.583
2004-10-18,441.579
2004-10-19,441.749
2004-10-20,440.333
2004-10-21,441.395
2004-10-22,442.916
2004-10-25,441.167
2004-10-26,444.079
2004-10-27,447.412
2004-10-28,448.175
2004-10-29,447.192
2004-11-01,450.944
2004-11-02,451.35
2004-11-03,456.02
2004-11-04,456.867
2004-11-05,459.581
2004-11-08,463.137
2004-11-09,463.285
2004-11-10,462.859
2004-11-11,465.58
2004-11-12,466.192
2004-11-15,465.912
2004-11-16,466.557
2004-11-17,474.872
2004-11-18,473.95
2004-11-19,474.878
2004-11-22,475.147
2004-11-23,476.41
2004-11-24,479.235
2004-11-25,485.146
2004-11-26,484.0
2004-11-29,484.423
2004-11-30,483.072
2004-12-01,486.956
2004-12-02,487.401
2004-12-03,491.283
2004-12-06,494.43
2004-12-07,498.061
2004-12-08,492.475
2004-12-09,488.525
2004-12-10,489.261
2004-12-13,496.66
2004-12-14,497.721
2004-12-15,504.465
2004-12-16,499.464
2004-12-17,497.225
2004-12-20,508.003
2004-12-21,509.872
2004-12-22,512.852
2004-12-23,518.766
2004-12-24,520.111
2004-12-27,523.291
2004-12-28,523.998
2004-12-29,524.904
2004-12-30,527.399
2004-12-31,525.948
2005-01-03,522.938
2005-01-04,520.151
2005-01-05,520.17
2005-01-06,519.875
2005-01-07,514.975
2005-01-10,516.263
2005-01-11,509.029
2005-01-12,514.97
2005-01-13,514.403
2005-01-14,514.431
2005-01-17,515.963
2005-01-18,511.955
2005-01-19,514.045
2005-01-20,509.122
2005-01-21,512.579
2005-01-24,512.638
2005-01-25,514.982
2005-01-26,518.014
2005-01-27,514.506
2005-01-28,513.885
2005-01-31,523.249
2005-02-01,523.471
2005-02-02,524.845
2005-02-03,521.871
2005-02-04,525.287
2005-02-07,523.062
2005-02-08,523.674
2005-02-09,523.907
2005-02-10,527.86
2005-02-11,529.647
2005-02-14,536.743
2005-02-15,535.819
2005-02-16,530.056
2005-02-17,532.672
2005-02-18,531.79
2005-02-21,526.833
2005-02-22,529.159
2005-02-23,526.31
2005-02-24,528.525
2005-02-25,536.382
2005-02-28,540.952
2005-03-01,541.697
2005-03-02,536.902
2005-03-03,537.316
2005-03-04,547.386
2005-03-07,547.157
2005-03-08,549.411
2005-03-09,547.793
2005-03-10,544.67
2005-03-11,545.241
2005-03-14,542.127
2005-03-15,540.634
2005-03-16,539.3
2005-03-17,536.554
2005-03-18,538.506
2005-03-21,537.305
2005-03-22,538.229
2005-03-23,529.88
2005-03-24,530.075
2005-03-25,530.075
2005-03-28,526.355
2005-03-29,529.462
2005-03-30,535.695
2005-03-31,539.77
2005-04-01,543.875
2005-04-04,538.32
2005-04-05,538.246
2005-04-06,542.476
2005-04-07,549.519
2005-04-08,546.482
2005-04-11,551.098
2005-04-12,543.34
2005-04-13,547.361
2005-04-14,542.928
2005-04-15,535.499
2005-04-18,530.544
2005-04-19,533.954
2005-04-20,531.388
2005-04-21,537.225
2005-04-22,540.639
2005-04-25,536.851
2005-04-26,534.682
2005-04-27,529.178
2005-04-28,526.318
2005-04-29,528.15
2005-05-02,531.811
2005-05-03,533.989
2005-05-04,538.182
2005-05-05,540.127
2005-05-06,536.424
2005-05-09,536.003
2005-05-10,532.18
2005-05-11,535.748
2005-05-12,534.748
2005-05-13,534.802
2005-05-16,535.354
2005-05-17,530.3
2005-05-18,537.167
2005-05-19,537.951
2005-05-20,535.274
2005-05-23,545.434
2005-05-24,540.974
2005-05-25,543.882
2005-05-26,543.06
2005-05-27,542.082
2005-05-30,540.712
2005-05-31,532.547
2005-06-01,532.161
2005-06-02,536.147
2005-06-03,533.261
2005-06-06,533.001
2005-06-07,533.666
2005-06-08,535.432
2005-06-09,532.645
2005-06-10,529.282
2005-06-13,527.259
2005-06-14,528.085
2005-06-15,530.735
2005-06-16,533.116
2005-06-17,541.033
2005-06-20,535.706
2005-06-21,537.266
2005-06-22,535.353
2005-06-23,531.457
2005-06-24,528.748
2005-06-27,528.478
2005-06-28,528.52
2005-06-29,531.347
2005-06-30,535.364
2005-07-01,531.178
2005-07-04,527.458
2005-07-05,526.378
2005-07-06,527.239
2005-07-07,519.293
2005-07-08,526.886
2005-07-11,535.243
2005-07-12,541.858
2005-07-13,540.202
2005-07-14,541.984
2005-07-15,538.128
2005-07-18,541.907
2005-07-19,545.658
2005-07-20,547.49
2005-07-21,553.148
2005-07-22,553.82
2005-07-25,550.439
2005-07-26,547.519
2005-07-27,550.389
2005-07-28,553.597
2005-07-29,552.904
2005-08-01,557.913
2005-08-02,562.66
2005-08-03,566.693
2005-08-04,562.966
2005-08-05,560.198
2005-08-08,564.035
2005-08-09,564.569
2005-08-10,567.5
2005-08-11,568.002
2005-08-12,565.31
2005-08-15,562.286
2005-08-16,557.999
2005-08-17,554.567
2005-08-18,546.292
2005-08-19,549.646
2005-08-22,556.248
2005-08-23,552.382
2005-08-24,556.491
2005-08-25,556.822
2005-08-26,552.253
2005-08-29,550.487
2005-08-30,546.005
2005-08-31,554.619
2005-09-01,564.122
2005-09-02,569.199
2005-09-05,572.329
2005-09-06,572.718
2005-09-07,572.563
2005-09-08,571.383
2005-09-09,573.613
2005-09-12,569.973
2005-09-13,569.113
2005-09-14,574.929
2005-09-15,569.654
2005-09-16,571.798
2005-09-19,567.499
2005-09-20,571.343
2005-09-21,575.764
2005-09-22,568.185
2005-09-23,565.34
2005-09-26,570.025
2005-09-27,570.004
2005-09-28,576.289
2005-09-29,576.241
2005-09-30,578.208
2005-10-03,573.813
2005-10-04,579.784
2005-10-05,574.931
2005-10-06,577.93
2005-10-07,572.797
2005-10-10,568.429
2005-10-11,561.974
2005-10-12,559.266
2005-10-13,550.687
2005-10-14,560.031
2005-10-17,557.51
2005-10-18,548.27
2005-10-19,541.966
2005-10-20,541.061
2005-10-21,545.477
2005-10-24,547.838
2005-10-25,553.471
2005-10-26,551.028
2005-10-27,544.896
2005-10-28,544.504
2005-10-31,546.928
2005-11-01,550.729
2005-11-02,558.014
2005-11-03,560.429
2005-11-04,548.379
2005-11-07,550.68
2005-11-08,546.793
2005-11-09,548.223
2005-11-10,547.644
