Date,ACWI IMI IMI (Large+Mid+Small Cap)
2001-12-07,506.726
2001-12-10,498.985
2001-12-11,497.922
2001-12-12,499.308
2001-12-13,491.616
2001-12-14,491.236
2001-12-17,496.142
2001-12-18,497.776
2001-12-19,497.291
2001-12-20,494.431
2001-12-21,495.53
2001-12-24,494.863
2001-12-25,494.954
2001-12-26,496.126
2001-12-27,501.682
2001-12-28,504.376
2001-12-31,503.121
2002-01-01,503.122
2002-01-02,504.735
2002-01-03,509.795
2002-01-04,513.245
2002-01-07,510.604
2002-01-08,507.18
2002-01-09,505.402
2002-01-10,503.817
2002-01-11,501.07
2002-01-14,496.814
2002-01-15,497.823
2002-01-16,490.932
2002-01-17,494.435
2002-01-18,492.362
2002-01-21,492.063
2002-01-22,488.653
2002-01-23,491.472
2002-01-24,493.605
2002-01-25,492.075
2002-01-28,493.475
2002-01-29,484.292
2002-01-30,484.398
2002-01-31,489.901
2002-02-01,487.659
2002-02-04,480.367
2002-02-05,476.412
2002-02-06,473.457
2002-02-07,473.893
2002-02-08,478.438
2002-02-11,484.301
2002-02-12,484.399
2002-02-13,487.722
2002-02-14,488.958
2002-02-15,485.493
2002-02-18,484.491
2002-02-19,476.256
2002-02-20,477.811
2002-02-21,476.213
2002-02-22,477.804
2002-02-25,482.699
2002-02-26,483.457
2002-02-27,486.454
2002-02-28,486.09
2002-03-01,494.302
2002-03-04,506.517
2002-03-05,504.81
2002-03-06,510.439
2002-03-07,513.829
2002-03-08,515.914
2002-03-11,517.125
2002-03-12,512.958
2002-03-13,509.518
2002-03-14,511.395
2002-03-15,515.836
2002-03-18,515.72
2002-03-19,518.326
2002-03-20,513.306
2002-03-21,513.208
2002-03-22,511.241
2002-03-25,505.58
2002-03-26,507.163
2002-03-27,509.287
2002-03-28,511.772
2002-03-29,510.806
2002-04-01,511.134
2002-04-02,509.219
2002-04-03,507.125
2002-04-04,506.975
2002-04-05,506.239
2002-04-08,504.748
2002-04-09,502.811
2002-04-10,507.712
2002-04-11,500.116
2002-04-12,501.688
2002-04-15,501.824
2002-04-16,510.916
2002-04-17,512.774
2002-04-18,512.651
2002-04-19,512.582
2002-04-22,508.421
2002-04-23,506.623
2002-04-24,504.762
2002-04-25,504.057
2002-04-26,499.659
2002-04-29,496.668
2002-04-30,499.882
2002-05-01,502.997
2002-05-02,501.772
2002-05-03,500.512
2002-05-06,495.168
2002-05-07,491.576
2002-05-08,502.927
2002-05-09,499.083
2002-05-10,494.385
2002-05-13,499.028
2002-05-14,504.285
2002-05-15,506.497
2002-05-16,508.162
2002-05-17,512.628
2002-05-20,508.992
2002-05-21,505.479
2002-05-22,506.753
2002-05-23,508.472
2002-05-24,506.382
2002-05-27,505.754
2002-05-28,504.114
2002-05-29,502.036
2002-05-30,500.767
2002-05-31,501.125
2002-06-03,494.179
2002-06-04,491.672
2002-06-05,491.926
2002-06-06,486.723
2002-06-07,484.365
2002-06-10,484.914
2002-06-11,480.798
2002-06-12,479.815
2002-06-13,474.905
2002-06-14,470.779
2002-06-17,480.34
2002-06-18,481.108
2002-06-19,474.235
2002-06-20,469.605
2002-06-21,465.295
2002-06-24,464.205
2002-06-25,461.372
2002-06-26,459.17
2002-06-27,464.735
2002-06-28,470.795
2002-07-01,465.029
2002-07-02,455.206
2002-07-03,453.09
2002-07-04,454.941
2002-07-05,468.605
2002-07-08,467.02
2002-07-09,461.368
2002-07-10,448.377
2002-07-11,444.646
2002-07-12,443.894
2002-07-15,438.119
2002-07-16,433.866
2002-07-17,438.272
2002-07-18,434.219
2002-07-19,420.605
2002-07-22,406.121
2002-07-23,395.842
2002-07-24,405.224
2002-07-25,408.021
2002-07-26,409.03
2002-07-29,426.49
2002-07-30,429.634
2002-07-31,430.916
2002-08-01,419.773
2002-08-02,414.198
2002-08-05,402.49
2002-08-06,409.289
2002-08-07,414.971
2002-08-08,425.912
2002-08-09,429.733
2002-08-12,426.638
2002-08-13,422.313
2002-08-14,430.7
2002-08-15,436.307
2002-08-16,437.428
2002-08-19,444.132
2002-08-20,439.295
2002-08-21,444.69
2002-08-22,449.727
2002-08-23,442.476
2002-08-26,444.593
2002-08-27,443.296
2002-08-28,434.133
2002-08-29,432.343
2002-08-30,432.439
2002-09-02,430.706
2002-09-03,416.85
2002-09-04,420.042
2002-09-05,415.931
2002-09-06,421.849
2002-09-09,423.063
2002-09-10,426.613
2002-09-11,428.669
2002-09-12,419.832
2002-09-13,417.815
2002-09-16,416.298
2002-09-17,411.581
2002-09-18,407.176
2002-09-19,399.483
2002-09-20,398.701
2002-09-23,391.604
2002-09-24,385.68
2002-09-25,391.87
2002-09-26,400.575
2002-09-27,394.19
2002-09-30,387.696
2002-10-01,395.834
2002-10-02,392.465
2002-10-03,388.44
2002-10-04,381.044
2002-10-07,373.448
2002-10-08,374.914
2002-10-09,368.002
2002-10-10,376.539
2002-10-11,389.982
2002-10-14,391.019
2002-10-15,408.361
2002-10-16,401.501
2002-10-17,409.846
2002-10-18,411.085
2002-10-21,415.31
2002-10-22,410.858
2002-10-23,410.522
2002-10-24,409.057
2002-10-25,413.368
2002-10-28,413.598
2002-10-29,407.194
2002-10-30,412.077
2002-10-31,413.186
2002-11-01,417.005
2002-11-04,422.887
2002-11-05,426.198
2002-11-06,427.531
2002-11-07,421.374
2002-11-08,418.04
2002-11-11,410.791
2002-11-12,413.941
2002-11-13,412.431
2002-11-14,419.36
2002-11-15,422.805
2002-11-18,420.95
2002-11-19,419.104
2002-11-20,423.096
2002-11-21,432.444
2002-11-22,432.494
2002-11-25,432.599
2002-11-26,425.101
2002-11-27,434.018
2002-11-28,436.44
2002-11-29,435.624
2002-12-02,435.11
2002-12-03,429.372
2002-12-04,427.057
2002-12-05,422.811
2002-12-06,424.665
2002-12-09,416.858
2002-12-10,420.629
2002-12-11,421.664
2002-12-12,420.517
2002-12-13,416.564
2002-12-16,423.908
2002-12-17,421.898
2002-12-18,415.6
2002-12-19,413.938
2002-12-20,418.132
2002-12-23,419.074
2002-12-24,418.443
2002-12-25,418.327
2002-12-26,418.591
2002-12-27,412.625
2002-12-30,414.809
2002-12-31,416.28
2003-01-01,416.283
2003-01-02,425.701
2003-01-03,427.1
2003-01-06,434.797
2003-01-07,430.917
2003-01-08,425.068
2003-01-09,431.277
2003-01-10,432.388
2003-01-13,432.768
2003-01-14,435.448
2003-01-15,431.102
2003-01-16,429.984
2003-01-17,424.919
2003-01-20,423.155
2003-01-21,418.535
2003-01-22,414.252
2003-01-23,417.317
2003-01-24,409.826
2003-01-27,401.404
2003-01-28,404.075
2003-01-29,405.675
2003-01-30,401.823
2003-01-31,404.454
2003-02-03,407.673
2003-02-04,403.206
2003-02-05,403.464
2003-02-06,399.349
2003-02-07,395.679
2003-02-10,395.936
2003-02-11,395.816
2003-02-12,392.039
2003-02-13,391.543
2003-02-14,396.985
2003-02-17,399.086
2003-02-18,404.239
2003-02-19,401.029
2003-02-20,399.24
2003-02-21,402.518
2003-02-24,397.485
2003-02-25,394.944
2003-02-26,392.106
2003-02-27,394.801
2003-02-28,397.499
2003-03-03,397.599
2003-03-04,392.606
2003-03-05,393.896
2003-03-06,390.638
2003-03-07,390.163
2003-03-10,381.968
2003-03-11,379.183
2003-03-12,376.892
2003-03-13,387.418
2003-03-14,391.003
2003-03-17,400.395
2003-03-18,402.228
2003-03-19,405.048
2003-03-20,406.521
2003-03-21,413.879
2003-03-24,403.606
2003-03-25,407.07
2003-03-26,406.495
2003-03-27,405.075
2003-03-28,403.589
2003-03-31,396.67
2003-04-01,400.626
2003-04-02,408.997
2003-04-03,408.079
2003-04-04,409.543
2003-04-07,413.619
2003-04-08,411.595
2003-04-09,408.351
2003-04-10,409.233
2003-04-11,408.125
2003-04-14,413.688
2003-04-15,417.797
2003-04-16,415.048
2003-04-17,420.169
2003-04-18,420.399
2003-04-21,419.601
2003-04-22,426.022
2003-04-23,429.467
2003-04-24,426.625
2003-04-25,421.147
2003-04-28,427.342
2003-04-29,428.63
2003-04-30,431.397
2003-05-01,432.372
2003-05-02,436.713
2003-05-05,437.95
2003-05-06,443.155
2003-05-07,441.513
2003-05-08,437.086
2003-05-09,442.246
2003-05-12,446.938
2003-05-13,446.456
2003-05-14,446.365
2003-05-15,448.868
2003-05-16,449.43
2003-05-19,440.59
2003-05-20,440.499
2003-05-21,440.857
2003-05-22,444.943
2003-05-23,446.943
2003-05-26,447.584
2003-05-27,452.644
2003-05-28,454.236
2003-05-29,455.405
2003-05-30,458.807
2003-06-02,462.93
2003-06-03,462.959
2003-06-04,468.392
2003-06-05,471.96
2003-06-06,472.611
2003-06-09,468.553
2003-06-10,470.701
2003-06-11,477.201
2003-06-12,478.587
2003-06-13,475.239
2003-06-16,483.176
2003-06-17,485.343
2003-06-18,484.345
2003-06-19,478.353
2003-06-20,478.725
2003-06-23,471.86
2003-06-24,470.343
2003-06-25,470.19
2003-06-26,471.178
2003-06-27,469.587
2003-06-30,468.12
2003-07-01,470.305
2003-07-02,476.782
2003-07-03,476.449
2003-07-04,475.614
2003-07-07,482.94
2003-07-08,483.845
2003-07-09,482.276
2003-07-10,477.162
2003-07-11,479.402
2003-07-14,483.961
2003-07-15,481.298
2003-07-16,478.141
2003-07-17,471.56
2003-07-18,474.919
2003-07-21,471.336
2003-07-22,474.328
2003-07-23,476.35
2003-07-24,477.46
2003-07-25,481.876
2003-07-28,483.301
2003-07-29,481.105
2003-07-30,478.708
2003-07-31,479.289
2003-08-01,475.92
2003-08-04,475.697
2003-08-05,471.451
2003-08-06,469.807
2003-08-07,472.57
2003-08-08,473.868
2003-08-11,476.476
2003-08-12,480.068
2003-08-13,480.154
2003-08-14,483.762
2003-08-15,484.182
2003-08-18,487.712
2003-08-19,488.893
2003-08-20,489.617
2003-08-21,491.03
2003-08-22,487.308
2003-08-25,486.502
2003-08-26,485.936
2003-08-27,487.26
2003-08-28,489.683
2003-08-29,492.226
2003-09-01,494.98
2003-09-02,498.33
2003-09-03,501.737
2003-09-04,502.622
2003-09-05,501.808
2003-09-08,506.465
2003-09-09,504.611
2003-09-10,499.206
2003-09-11,500.144
2003-09-12,502.165
2003-09-15,501.34
2003-09-16,506.83
2003-09-17,507.715
2003-09-18,513.114
2003-09-19,512.728
2003-09-22,507.67
2003-09-23,509.464
2003-09-24,504.264
2003-09-25,500.409
2003-09-26,496.515
2003-09-29,499.225
2003-09-30,495.845
2003-10-01,505.677
2003-10-02,508.746
2003-10-03,514.547
2003-10-06,516.289
2003-10-07,519.038
2003-10-08,517.122
2003-10-09,520.774
2003-10-10,522.396
2003-10-13,525.458
2003-10-14,526.904
2003-10-15,526.232
2003-10-16,528.604
2003-10-17,524.374
2003-10-20,526.179
2003-10-21,527.32
2003-10-22,521.239
2003-10-23,517.169
2003-10-24,516.754
2003-10-27,519.234
2003-10-28,525.05
2003-10-29,527.354
2003-10-30,527.837
2003-10-31,526.778
2003-11-03,529.484
2003-11-04,530.125
2003-11-05,528.713
2003-11-06,528.734
2003-11-07,530.456
2003-11-10,527.765
2003-11-11,524.881
2003-11-12,530.674
2003-11-13,533.375
2003-11-14,531.643
2003-11-17,524.787
2003-11-18,523.88
2003-11-19,523.954
2003-11-20,522.197
2003-11-21,523.394
2003-11-24,528.534
2003-11-25,530.536
2003-11-26,534.328
2003-11-27,534.781
2003-11-28,535.429
2003-12-01,542.291
2003-12-02,542.969
2003-12-03,543.172
2003-12-04,543.59
2003-12-05,541.21
2003-12-08,542.688
2003-12-09,540.87
2003-12-10,538.12
2003-12-11,542.079
2003-12-12,545.339
2003-12-15,545.228
2003-12-16,545.46
2003-12-17,545.766
2003-12-18,550.745
2003-12-19,551.435
2003-12-22,553.633
2003-12-23,555.607
2003-12-24,556.139
2003-12-25,556.2
2003-12-26,557.167
2003-12-29,562.789
2003-12-30,565.361
2003-12-31,566.898
2004-01-01,566.917
2004-01-02,568.419
2004-01-05,576.263
2004-01-06,577.522
2004-01-07,576.871
2004-01-08,580.736
2004-01-09,580.024
2004-01-12,580.922
2004-01-13,579.321
2004-01-14,581.745
2004-01-15,580.078
2004-01-16,581.82
2004-01-19,582.552
2004-01-20,585.629
2004-01-21,589.081
2004-01-22,589.567
2004-01-23,589.031
2004-01-26,590.355
2004-01-27,588.303
2004-01-28,583.551
2004-01-29,578.961
2004-01-30,578.569
2004-02-02,580.292
2004-02-03,581.356
2004-02-04,575.914
2004-02-05,577.597
2004-02-06,585.061
2004-02-09,586.699
2004-02-10,588.977
2004-02-11,592.677
2004-02-12,593.844
2004-02-13,592.136
2004-02-16,592.771
2004-02-17,598.498
2004-02-18,596.887
2004-02-19,594.537
2004-02-20,589.904
2004-02-23,589.167
2004-02-24,587.832
2004-02-25,588.309
2004-02-26,588.088
2004-02-27,590.201
2004-03-01,597.492
2004-03-02,594.45
2004-03-03,591.57
2004-03-04,594.576
2004-03-05,598.94
2004-03-08,595.29
2004-03-09,592.85
2004-03-10,583.854
2004-03-11,574.633
2004-03-12,577.494
2004-03-15,571.025
2004-03-16,575.664
2004-03-17,581.749
2004-03-18,582.747
2004-03-19,579.443
2004-03-22,571.631
2004-03-23,570.879
2004-03-24,569.326
2004-03-25,576.726
2004-03-26,577.459
2004-03-29,584.773
2004-03-30,587.089
2004-03-31,589.625
2004-04-01,594.816
2004-04-02,597.55
2004-04-05,599.577
2004-04-06,598.729
2004-04-07,598.754
2004-04-08,597.889
2004-04-09,596.879
2004-04-12,599.196
2004-04-13,592.834
2004-04-14,587.97
2004-04-15,586.608
2004-04-16,590.792
2004-04-19,591.013
2004-04-20,586.569
2004-04-21,585.299
2004-04-22,590.217
2004-04-23,591.335
2004-04-26,591.253
2004-04-27,591.233
2004-04-28,582.709
2004-04-29,578.638
2004-04-30,574.308
2004-05-03,577.528
2004-05-04,581.881
2004-05-05,584.339
2004-05-06,577.348
2004-05-07,567.8
2004-05-10,553.546
2004-05-11,557.804
2004-05-12,560.303
2004-05-13,558.389
2004-05-14,556.687
2004-05-17,550.313
2004-05-18,554.64
2004-05-19,561.126
2004-05-20,558.176
2004-05-21,562.827
2004-05-24,564.385
2004-05-25,570.181
2004-05-26,573.344
2004-05-27,579.198
2004-05-28,578.983
2004-05-31,579.162
2004-06-01,579.142
2004-06-02,580.768
2004-06-03,575.93
2004-06-04,579.2
2004-06-07,589.565
2004-06-08,590.01
2004-06-09,584.058
2004-06-10,585.86
2004-06-11,583.636
2004-06-14,577.957
2004-06-15,581.621
2004-06-16,583.814
2004-06-17,584.557
2004-06-18,586.149
2004-06-21,585.551
2004-06-22,584.819
2004-06-23,588.529
2004-06-24,591.736
2004-06-25,590.026
2004-06-28,591.727
2004-06-29,590.634
2004-06-30,592.165
2004-07-01,589.073
2004-07-02,588.094
2004-07-05,586.432
2004-07-06,582.505
2004-07-07,584.471
2004-07-08,581.673
2004-07-09,583.542
2004-07-12,584.197
2004-07-13,583.239
2004-07-14,581.685
2004-07-15,578.567
2004-07-16,579.252
2004-07-19,578.596
2004-07-20,579.554
2004-07-21,574.163
2004-07-22,572.45
2004-07-23,566.575
2004-07-26,563.907
2004-07-27,566.052
2004-07-28,566.608
2004-07-29,570.213
2004-07-30,572.032
2004-08-02,573.135
2004-08-03,571.731
2004-08-04,568.923
2004-08-05,564.111
2004-08-06,558.997
2004-08-09,557.353
2004-08-10,563.096
2004-08-11,560.131
2004-08-12,556.153
2004-08-13,556.999
2004-08-16,562.036
2004-08-17,563.548
2004-08-18,567.81
2004-08-19,569.408
2004-08-20,571.469
2004-08-23,571.047
2004-08-24,570.05
2004-08-25,573.21
2004-08-26,574.748
2004-08-27,576.736
2004-08-30,573.673
2004-08-31,575.321
2004-09-01,578.356
2004-09-02,582.347
2004-09-03,579.312
2004-09-06,581.394
2004-09-07,584.245
2004-09-08,583.412
2004-09-09,583.194
2004-09-10,587.267
2004-09-13,589.321
2004-09-14,590.727
2004-09-15,585.269
2004-09-16,587.54
2004-09-17,589.337
2004-09-20,587.361
2004-09-21,591.946
2004-09-22,586.076
2004-09-23,584.764
2004-09-24,584.371
2004-09-27,581.101
2004-09-28,584.047
2004-09-29,586.544
2004-09-30,588.661
2004-10-01,596.896
2004-10-04,599.31
2004-10-05,600.028
2004-10-06,602.617
2004-10-07,598.777
2004-10-08,598.255
2004-10-11,598.527
2004-10-12,594.075
2004-10-13,590.787
2004-10-14,588.215
2004-10-15,590.739
2004-10-18,591.921
2004-10-19,591.38
2004-10-20,590.629
2004-10-21,593.066
2004-10-22,590.507
2004-10-25,589.182
2004-10-26,594.257
2004-10-27,600.807
2004-10-28,603.027
2004-10-29,603.095
2004-11-01,604.675
2004-11-02,606.477
2004-11-03,613.177
2004-11-04,619.366
2004-11-05,623.016
2004-11-08,622.36
2004-11-09,621.836
2004-11-10,621.882
2004-11-11,625.918
2004-11-12,632.005
2004-11-15,633.325
2004-11-16,630.52
2004-11-17,635.72
2004-11-18,635.041
2004-11-19,631.787
2004-11-22,631.463
2004-11-23,632.763
2004-11-24,636.208
2004-11-25,639.266
2004-11-26,639.432
2004-11-29,639.777
2004-11-30,637.462
2004-12-01,644.017
2004-12-02,644.89
2004-12-03,646.734
2004-12-06,645.973
2004-12-07,641.411
2004-12-08,638.643
2004-12-09,637.828
2004-12-10,637.175
2004-12-13,643.427
2004-12-14,645.676
2004-12-15,650.399
2004-12-16,648.105
2004-12-17,645.101
2004-12-20,648.567
2004-12-21,651.103
2004-12-22,654.067
2004-12-23,656.361
2004-12-24,658.18
2004-12-27,657.983
2004-12-28,661.091
2004-12-29,660.391
2004-12-30,662.923
2004-12-31,662.855
2005-01-03,658.171
2005-01-04,650.437
2005-01-05,646.059
2005-01-06,645.737
2005-01-07,644.494
2005-01-10,647.048
2005-01-11,645.578
2005-01-12,648.255
2005-01-13,645.039
2005-01-14,646.704
2005-01-17,648.138
2005-01-18,649.937
2005-01-19,647.373
2005-01-20,641.642
2005-01-21,640.401
2005-01-24,640.178
2005-01-25,640.29
2005-01-26,645.893
2005-01-27,646.175
2005-01-28,644.03
2005-01-31,649.693
2005-02-01,652.673
2005-02-02,655.557
2005-02-03,653.006
2005-02-04,659.173
2005-02-07,658.398
2005-02-08,657.23
2005-02-09,654.475
2005-02-10,657.988
2005-02-11,662.301
2005-02-14,665.586
2005-02-15,667.499
2005-02-16,666.496
2005-02-17,665.281
2005-02-18,666.189
2005-02-21,666.445
2005-02-22,662.816
2005-02-23,661.938
2005-02-24,665.264
2005-02-25,671.97
2005-02-28,672.341
2005-03-01,674.172
2005-03-02,672.927
2005-03-03,673.535
2005-03-04,681.045
2005-03-07,681.17
2005-03-08,681.247
2005-03-09,677.45
2005-03-10,675.803
2005-03-11,675.558
2005-03-14,674.833
2005-03-15,672.613
2005-03-16,669.731
2005-03-17,669.104
2005-03-18,668.138
2005-03-21,664.263
2005-03-22,661.611
2005-03-23,655.368
2005-03-24,654.852
2005-03-25,655.295
2005-03-28,654.46
2005-03-29,650.483
2005-03-30,655.251
2005-03-31,657.856
2005-04-01,656.924
2005-04-04,653.776
2005-04-05,657.217
2005-04-06,659.326
2005-04-07,663.134
2005-04-08,659.887
2005-04-11,660.736
2005-04-12,660.034
2005-04-13,657.387
2005-04-14,649.922
2005-04-15,641.944
2005-04-18,637.913
2005-04-19,644.018
2005-04-20,639.786
2005-04-21,646.106
2005-04-22,646.231
2005-04-25,649.026
2005-04-26,644.782
2005-04-27,643.045
2005-04-28,637.856
2005-04-29,642.478
2005-05-02,644.04
2005-05-03,644.829
2005-05-04,652.34
2005-05-05,652.972
2005-05-06,653.453
2005-05-09,654.484
2005-05-10,650.2
2005-05-11,649.738
2005-05-12,644.683
2005-05-13,641.092
2005-05-16,642.568
2005-05-17,644.676
2005-05-18,651.024
2005-05-19,654.926
2005-05-20,653.052
2005-05-23,656.83
2005-05-24,657.323
2005-05-25,654.916
2005-05-26,657.528
2005-05-27,659.565
2005-05-30,660.514
2005-05-31,656.756
2005-06-01,661.206
2005-06-02,662.622
2005-06-03,660.887
2005-06-06,661.668
2005-06-07,663.263
2005-06-08,663.633
2005-06-09,662.356
2005-06-10,662.211
2005-06-13,662.108
2005-06-14,663.859
2005-06-15,666.124
2005-06-16,669.161
2005-06-17,674.39
2005-06-20,672.528
2005-06-21,672.859
2005-06-22,673.83
2005-06-23,669.591
2005-06-24,665.489
2005-06-27,664.017
2005-06-28,668.132
2005-06-29,668.146
2005-06-30,665.664
2005-07-01,665.636
2005-07-04,665.365
2005-07-05,667.895
2005-07-06,667.053
2005-07-07,664.505
2005-07-08,671.04
2005-07-11,678.193
2005-07-12,681.677
2005-07-13,680.411
2005-07-14,682.379
2005-07-15,681.238
2005-07-18,679.688
2005-07-19,681.564
2005-07-20,683.763
2005-07-21,685.199
2005-07-22,687.514
2005-07-25,685.565
2005-07-26,684.915
2005-07-27,688.08
2005-07-28,692.661
2005-07-29,691.755
2005-08-01,694.218
2005-08-02,699.56
2005-08-03,701.592
2005-08-04,697.819
2005-08-05,691.777
2005-08-08,692.684
2005-08-09,696.136
2005-08-10,700.793
2005-08-11,705.551
2005-08-12,703.437
2005-08-15,703.294
2005-08-16,698.084
2005-08-17,696.736
2005-08-18,692.089
2005-08-19,693.4
2005-08-22,698.261
2005-08-23,695.425
2005-08-24,693.024
2005-08-25,693.301
2005-08-26,690.805
2005-08-29,690.713
2005-08-30,689.023
2005-08-31,697.011
2005-09-01,704.051
2005-09-02,704.819
2005-09-05,706.212
2005-09-06,711.22
2005-09-07,712.532
2005-09-08,709.881
2005-09-09,715.648
2005-09-12,714.378
2005-09-13,709.841
2005-09-14,710.364
2005-09-15,709.722
2005-09-16,713.445
2005-09-19,711.47
2005-09-20,710.784
2005-09-21,706.96
2005-09-22,705.126
2005-09-23,704.295
2005-09-26,708.524
2005-09-27,706.818
2005-09-28,710.196
2005-09-29,715.403
2005-09-30,717.216
2005-10-03,715.658
2005-10-04,713.344
2005-10-05,703.653
2005-10-06,698.364
2005-10-07,698.827
2005-10-10,695.889
2005-10-11,696.137
2005-10-12,691.994
2005-10-13,686.255
2005-10-14,691.689
2005-10-17,691.847
2005-10-18,684.794
2005-10-19,686.084
2005-10-20,681.799
2005-10-21,682.637
2005-10-24,690.274
2005-10-25,692.461
2005-10-26,691.572
2005-10-27,686.506
2005-10-28,690.541
2005-10-31,698.109
2005-11-01,699.314
2005-11-02,706.134
2005-11-03,710.124
2005-11-04,706.957
2005-11-07,708.346
2005-11-08,706.915
