Date,ACWI IMI IMI (Large+Mid+Small Cap)
2001-01-01,611.088
2001-01-02,599.396
2001-01-03,612.925
2001-01-04,612.941
2001-01-05,604.948
2001-01-08,602.54
2001-01-09,599.969
2001-01-10,602.441
2001-01-11,608.15
2001-01-12,608.605
2001-01-15,608.23
2001-01-16,609.777
2001-01-17,614.2
2001-01-18,621.753
2001-01-19,620.293
2001-01-22,620.703
2001-01-23,625.738
2001-01-24,624.556
2001-01-25,622.895
2001-01-26,621.759
2001-01-29,624.688
2001-01-30,628.356
2001-01-31,628.635
2001-02-01,630.668
2001-02-02,621.648
2001-02-05,621.423
2001-02-06,620.729
2001-02-07,615.444
2001-02-08,610.278
2001-02-09,604.738
2001-02-12,610.211
2001-02-13,606.062
2001-02-14,603.568
2001-02-15,606.52
2001-02-16,598.313
2001-02-19,597.248
2001-02-20,589.298
2001-02-21,580.891
2001-02-22,577.6
2001-02-23,574.752
2001-02-26,582.359
2001-02-27,580.356
2001-02-28,574.488
2001-03-01,573.562
2001-03-02,570.362
2001-03-05,572.334
2001-03-06,579.974
2001-03-07,581.719
2001-03-08,581.337
2001-03-09,571.879
2001-03-12,552.204
2001-03-13,550.274
2001-03-14,538.754
2001-03-15,541.63
2001-03-16,530.8
2001-03-19,535.102
2001-03-20,531.184
2001-03-21,525.56
2001-03-22,514.195
2001-03-23,526.092
2001-03-26,537.1
2001-03-27,546.257
2001-03-28,536.82
2001-03-29,530.847
2001-03-30,533.346
2001-04-02,526.96
2001-04-03,514.27
2001-04-04,516.539
2001-04-05,532.123
2001-04-06,527.695
2001-04-09,529.793
2001-04-10,538.585
2001-04-11,539.814
2001-04-12,546.862
2001-04-13,546.785
2001-04-16,543.169
2001-04-17,544.798
2001-04-18,561.487
2001-04-19,570.431
2001-04-20,567.689
2001-04-23,561.148
2001-04-24,557.634
2001-04-25,563.376
2001-04-26,567.61
2001-04-27,572.121
2001-04-30,573.519
2001-05-01,580.808
2001-05-02,582.561
2001-05-03,576.223
2001-05-04,581.154
2001-05-07,581.477
2001-05-08,578.365
2001-05-09,574.95
2001-05-10,576.383
2001-05-11,572.203
2001-05-14,568.28
2001-05-15,571.447
2001-05-16,579.541
2001-05-17,584.702
2001-05-18,585.174
2001-05-21,592.483
2001-05-22,591.858
2001-05-23,585.644
2001-05-24,586.143
2001-05-25,581.357
2001-05-28,581.226
2001-05-29,576.966
2001-05-30,568.486
2001-05-31,569.193
2001-06-01,570.216
2001-06-04,572.375
2001-06-05,577.503
2001-06-06,573.599
2001-06-07,576.188
2001-06-08,573.032
2001-06-11,566.572
2001-06-12,563.157
2001-06-13,561.672
2001-06-14,555.352
2001-06-15,552.24
2001-06-18,547.634
2001-06-19,547.658
2001-06-20,548.615
2001-06-21,553.026
2001-06-22,551.808
2001-06-25,550.67
2001-06-26,548.585
2001-06-27,547.269
2001-06-28,549.689
2001-06-29,553.615
2001-07-02,556.638
2001-07-03,554.771
2001-07-04,552.671
2001-07-05,545.607
2001-07-06,535.734
2001-07-09,537.072
2001-07-10,533.675
2001-07-11,530.933
2001-07-12,539.403
2001-07-13,540.714
2001-07-16,536.58
2001-07-17,537.079
2001-07-18,535.634
2001-07-19,538.896
2001-07-20,537.723
2001-07-23,531.124
2001-07-24,526.251
2001-07-25,529.68
2001-07-26,533.665
2001-07-27,536.169
2001-07-30,536.201
2001-07-31,540.399
2001-08-01,544.331
2001-08-02,548.146
2001-08-03,545.562
2001-08-06,541.099
2001-08-07,541.276
2001-08-08,534.743
2001-08-09,531.982
2001-08-10,533.76
2001-08-13,534.459
2001-08-14,537.164
2001-08-15,537.414
2001-08-16,535.587
2001-08-17,529.124
2001-08-20,528.903
2001-08-21,527.741
2001-08-22,530.987
2001-08-23,528.229
2001-08-24,535.287
2001-08-27,534.689
2001-08-28,528.477
2001-08-29,525.112
2001-08-30,516.961
2001-08-31,517.533
2001-09-03,513.964
2001-09-04,514.59
2001-09-05,509.905
2001-09-06,501.047
2001-09-07,494.603
2001-09-10,491.563
2001-09-11,484.946
2001-09-12,480.842
2001-09-13,482.786
2001-09-14,479.508
2001-09-17,465.326
2001-09-18,463.311
2001-09-19,459.515
2001-09-20,446.045
2001-09-21,434.651
2001-09-24,448.861
2001-09-25,454.123
2001-09-26,453.215
2001-09-27,456.643
2001-09-28,466.455
2001-10-01,464.315
2001-10-02,468.567
2001-10-03,474.148
2001-10-04,478.945
2001-10-05,479.485
2001-10-08,477.153
2001-10-09,474.827
2001-10-10,481.921
2001-10-11,489.12
2001-10-12,488.527
2001-10-15,485.63
2001-10-16,489.579
2001-10-17,487.824
2001-10-18,481.885
2001-10-19,480.534
2001-10-22,485.115
2001-10-23,487.439
2001-10-24,489.035
2001-10-25,491.486
2001-10-26,494.547
2001-10-29,487.278
2001-10-30,479.271
2001-10-31,479.923
2001-11-01,486.92
2001-11-02,487.64
2001-11-05,493.661
2001-11-06,498.396
2001-11-07,498.059
2001-11-08,500.657
2001-11-09,499.467
2001-11-12,496.441
2001-11-13,503.077
2001-11-14,505.206
2001-11-15,506.726
2001-11-16,508.046
2001-11-19,512.904
2001-11-20,509.034
2001-11-21,506.39
2001-11-22,507.894
2001-11-23,510.273
2001-11-26,514.681
2001-11-27,511.889
2001-11-28,504.423
2001-11-29,506.752
2001-11-30,508.689
2001-12-03,504.084
2001-12-04,509.954
2001-12-05,521.464
2001-12-06,523.05
2001-12-07,519.254
2001-12-10,511.32
2001-12-11,510.227
2001-12-12,511.636
2001-12-13,503.751
2001-12-14,503.361
2001-12-17,508.387
2001-12-18,510.059
2001-12-19,509.559
2001-12-20,506.618
2001-12-21,507.742
2001-12-24,507.057
2001-12-25,507.148
2001-12-26,508.348
2001-12-27,514.017
2001-12-28,516.776
2001-12-31,515.49
2002-01-01,515.491
2002-01-02,517.131
2002-01-03,522.315
2002-01-04,525.848
2002-01-07,523.142
2002-01-08,519.617
2002-01-09,517.792
2002-01-10,516.165
2002-01-11,513.347
2002-01-14,508.986
2002-01-15,510.02
2002-01-16,502.955
2002-01-17,506.541
2002-01-18,504.413
2002-01-21,504.106
2002-01-22,500.612
2002-01-23,503.499
2002-01-24,505.684
2002-01-25,504.116
2002-01-28,505.549
2002-01-29,496.135
2002-01-30,496.236
2002-01-31,501.861
2002-02-01,499.565
2002-02-04,492.093
2002-02-05,488.038
2002-02-06,485.004
2002-02-07,485.439
2002-02-08,490.093
2002-02-11,496.095
2002-02-12,496.194
2002-02-13,499.575
2002-02-14,500.836
2002-02-15,497.284
2002-02-18,496.254
2002-02-19,487.817
2002-02-20,489.403
2002-02-21,487.764
2002-02-22,489.393
2002-02-25,494.403
2002-02-26,495.174
2002-02-27,498.217
2002-02-28,497.842
2002-03-01,506.252
2002-03-04,518.754
2002-03-05,517.004
2002-03-06,522.754
2002-03-07,526.222
2002-03-08,528.354
2002-03-11,529.593
2002-03-12,525.324
2002-03-13,521.779
2002-03-14,523.699
2002-03-15,528.245
2002-03-18,528.119
2002-03-19,530.785
2002-03-20,525.635
2002-03-21,525.532
2002-03-22,523.508
2002-03-25,517.71
2002-03-26,519.262
2002-03-27,521.431
2002-03-28,523.974
2002-03-29,522.985
2002-04-01,523.32
2002-04-02,521.354
2002-04-03,519.198
2002-04-04,519.043
2002-04-05,518.287
2002-04-08,516.743
2002-04-09,514.755
2002-04-10,519.767
2002-04-11,511.979
2002-04-12,513.582
2002-04-15,513.72
2002-04-16,523.027
2002-04-17,524.908
2002-04-18,524.78
2002-04-19,524.695
2002-04-22,520.419
2002-04-23,518.577
2002-04-24,516.667
2002-04-25,515.93
2002-04-26,511.417
2002-04-29,508.342
2002-04-30,511.626
2002-05-01,514.809
2002-05-02,513.537
2002-05-03,512.242
2002-05-06,506.76
2002-05-07,503.079
2002-05-08,514.679
2002-05-09,510.729
2002-05-10,505.913
2002-05-13,510.646
2002-05-14,516.018
2002-05-15,518.259
2002-05-16,519.958
2002-05-17,524.494
2002-05-20,520.731
2002-05-21,517.133
2002-05-22,518.421
2002-05-23,520.173
2002-05-24,518.028
2002-05-27,517.384
2002-05-28,515.702
2002-05-29,513.554
2002-05-30,512.249
2002-05-31,512.604
2002-06-03,505.487
2002-06-04,502.915
2002-06-05,503.148
2002-06-06,497.818
2002-06-07,495.397
2002-06-10,495.956
2002-06-11,491.744
2002-06-12,490.725
2002-06-13,485.699
2002-06-14,481.475
2002-06-17,491.251
2002-06-18,492.035
2002-06-19,485.002
2002-06-20,480.264
2002-06-21,475.857
2002-06-24,474.715
2002-06-25,471.816
2002-06-26,469.524
2002-06-27,475.208
2002-06-28,481.403
2002-07-01,475.496
2002-07-02,465.438
2002-07-03,463.272
2002-07-04,465.164
2002-07-05,479.133
2002-07-08,477.494
2002-07-09,471.709
2002-07-10,458.422
2002-07-11,454.604
2002-07-12,453.835
2002-07-15,447.929
2002-07-16,443.581
2002-07-17,448.078
2002-07-18,443.932
2002-07-19,430.013
2002-07-22,415.204
2002-07-23,404.694
2002-07-24,414.284
2002-07-25,417.142
2002-07-26,418.172
2002-07-29,436.015
2002-07-30,439.226
2002-07-31,440.528
2002-08-01,429.13
2002-08-02,423.42
2002-08-05,411.45
2002-08-06,418.399
2002-08-07,424.195
2002-08-08,435.377
2002-08-09,439.263
2002-08-12,436.092
2002-08-13,431.663
2002-08-14,440.219
2002-08-15,445.942
2002-08-16,447.08
2002-08-19,453.93
2002-08-20,448.985
2002-08-21,454.492
2002-08-22,459.638
2002-08-23,452.225
2002-08-26,454.379
2002-08-27,453.051
2002-08-28,443.673
2002-08-29,441.837
2002-08-30,441.933
2002-09-02,440.157
2002-09-03,425.995
2002-09-04,429.233
2002-09-05,425.029
2002-09-06,431.071
2002-09-09,432.309
2002-09-10,435.935
2002-09-11,438.022
2002-09-12,428.975
2002-09-13,426.913
2002-09-16,425.359
2002-09-17,420.537
2002-09-18,416.033
2002-09-19,408.17
2002-09-20,407.37
2002-09-23,400.117
2002-09-24,394.063
2002-09-25,400.345
2002-09-26,409.221
2002-09-27,402.694
2002-09-30,396.056
2002-10-01,404.368
2002-10-02,400.913
2002-10-03,396.799
2002-10-04,389.243
2002-10-07,381.483
2002-10-08,382.958
2002-10-09,375.892
2002-10-10,384.603
2002-10-11,398.334
2002-10-14,399.393
2002-10-15,417.104
2002-10-16,410.092
2002-10-17,418.613
2002-10-18,419.878
2002-10-21,424.194
2002-10-22,419.646
2002-10-23,419.3
2002-10-24,417.802
2002-10-25,422.205
2002-10-28,422.439
2002-10-29,415.89
2002-10-30,420.864
2002-10-31,421.979
2002-11-01,425.878
2002-11-04,431.883
2002-11-05,435.262
2002-11-06,436.607
2002-11-07,430.304
2002-11-08,426.895
2002-11-11,419.489
2002-11-12,422.702
2002-11-13,421.139
2002-11-14,428.202
2002-11-15,431.714
2002-11-18,429.811
2002-11-19,427.925
2002-11-20,431.995
2002-11-21,441.533
2002-11-22,441.584
2002-11-25,441.688
2002-11-26,434.017
2002-11-27,443.115
2002-11-28,445.587
2002-11-29,444.745
2002-12-02,444.22
2002-12-03,438.361
2002-12-04,435.973
2002-12-05,431.637
2002-12-06,433.526
2002-12-09,425.554
2002-12-10,429.401
2002-12-11,430.441
2002-12-12,429.265
2002-12-13,425.228
2002-12-16,432.712
2002-12-17,430.662
2002-12-18,424.228
2002-12-19,422.517
2002-12-20,426.796
2002-12-23,427.754
2002-12-24,427.11
2002-12-25,426.988
2002-12-26,427.257
2002-12-27,421.134
2002-12-30,423.359
2002-12-31,424.853
2003-01-01,424.856
2003-01-02,434.459
2003-01-03,435.885
2003-01-06,443.741
2003-01-07,439.777
2003-01-08,433.785
2003-01-09,440.119
2003-01-10,441.251
2003-01-13,441.634
2003-01-14,444.369
2003-01-15,439.922
2003-01-16,438.779
2003-01-17,433.611
2003-01-20,431.811
2003-01-21,427.095
2003-01-22,422.718
2003-01-23,425.843
2003-01-24,418.194
2003-01-27,409.599
2003-01-28,412.324
2003-01-29,413.943
2003-01-30,409.998
2003-01-31,412.682
2003-02-03,415.964
2003-02-04,411.404
2003-02-05,411.654
2003-02-06,407.436
2003-02-07,403.69
2003-02-10,403.947
2003-02-11,403.812
2003-02-12,399.932
2003-02-13,399.418
2003-02-14,404.968
2003-02-17,407.106
2003-02-18,412.355
2003-02-19,409.069
2003-02-20,407.241
2003-02-21,410.583
2003-02-24,405.446
2003-02-25,402.853
2003-02-26,399.931
2003-02-27,402.668
2003-02-28,405.42
2003-03-03,405.517
2003-03-04,400.422
2003-03-05,401.713
2003-03-06,398.383
2003-03-07,397.878
2003-03-10,389.519
2003-03-11,386.675
2003-03-12,384.311
2003-03-13,395.039
2003-03-14,398.693
2003-03-17,408.264
2003-03-18,410.13
2003-03-19,413.003
2003-03-20,414.498
2003-03-21,421.997
2003-03-24,411.52
2003-03-25,415.051
2003-03-26,414.412
2003-03-27,412.948
2003-03-28,411.413
2003-03-31,404.358
2003-04-01,408.387
2003-04-02,416.907
2003-04-03,415.968
2003-04-04,417.45
2003-04-07,421.602
2003-04-08,419.515
2003-04-09,416.181
2003-04-10,417.063
2003-04-11,415.924
2003-04-14,421.592
2003-04-15,425.772
2003-04-16,422.967
2003-04-17,428.158
2003-04-18,428.392
2003-04-21,427.577
2003-04-22,434.111
2003-04-23,437.617
2003-04-24,434.699
2003-04-25,429.108
2003-04-28,435.401
2003-04-29,436.704
2003-04-30,439.507
2003-05-01,440.488
2003-05-02,444.89
2003-05-05,446.144
2003-05-06,451.441
2003-05-07,449.746
2003-05-08,445.232
2003-05-09,450.46
2003-05-12,455.233
2003-05-13,454.728
2003-05-14,454.613
2003-05-15,457.15
2003-05-16,457.686
2003-05-19,448.658
2003-05-20,448.558
2003-05-21,448.912
2003-05-22,453.071
2003-05-23,455.103
2003-05-26,455.752
2003-05-27,460.902
2003-05-28,462.507
2003-05-29,463.683
2003-05-30,467.142
2003-06-02,471.329
2003-06-03,471.358
2003-06-04,476.863
2003-06-05,480.486
2003-06-06,481.132
2003-06-09,476.998
2003-06-10,479.181
