Date,ACWI IMI IMI (Large+Mid+Small Cap)
2003-06-11,485.767
2003-06-12,487.16
2003-06-13,483.746
2003-06-16,491.823
2003-06-17,494.027
2003-06-18,493.006
2003-06-19,486.902
2003-06-20,487.279
2003-06-23,480.257
2003-06-24,478.708
2003-06-25,478.549
2003-06-26,479.522
2003-06-27,477.898
2003-06-30,476.402
2003-07-01,478.608
2003-07-02,485.196
2003-07-03,484.852
2003-07-04,484.003
2003-07-07,491.455
2003-07-08,492.351
2003-07-09,490.747
2003-07-10,485.54
2003-07-11,487.814
2003-07-14,492.452
2003-07-15,489.742
2003-07-16,486.522
2003-07-17,479.824
2003-07-18,483.241
2003-07-21,479.593
2003-07-22,482.636
2003-07-23,484.691
2003-07-24,485.818
2003-07-25,490.299
2003-07-28,491.747
2003-07-29,489.5
2003-07-30,487.049
2003-07-31,487.622
2003-08-01,484.19
2003-08-04,483.961
2003-08-05,479.638
2003-08-06,477.952
2003-08-07,480.759
2003-08-08,482.073
2003-08-11,484.706
2003-08-12,488.358
2003-08-13,488.414
2003-08-14,492.082
2003-08-15,492.495
2003-08-18,496.075
2003-08-19,497.274
2003-08-20,498.004
2003-08-21,499.438
2003-08-22,495.652
2003-08-25,494.825
2003-08-26,494.247
2003-08-27,495.579
2003-08-28,498.037
2003-08-29,500.618
2003-09-01,503.413
2003-09-02,506.818
2003-09-03,510.26
2003-09-04,511.155
2003-09-05,510.324
2003-09-08,515.053
2003-09-09,513.165
2003-09-10,507.658
2003-09-11,508.587
2003-09-12,510.64
2003-09-15,509.797
2003-09-16,515.379
2003-09-17,516.276
2003-09-18,521.764
2003-09-19,521.37
2003-09-22,516.224
2003-09-23,518.047
2003-09-24,512.758
2003-09-25,508.804
2003-09-26,504.825
2003-09-29,507.573
2003-09-30,504.137
2003-10-01,514.124
2003-10-02,517.235
2003-10-03,523.132
2003-10-06,524.903
2003-10-07,527.694
2003-10-08,525.717
2003-10-09,529.43
2003-10-10,531.07
2003-10-13,534.181
2003-10-14,535.651
2003-10-15,534.95
2003-10-16,537.36
2003-10-17,533.058
2003-10-20,534.892
2003-10-21,536.052
2003-10-22,529.863
2003-10-23,525.723
2003-10-24,525.301
2003-10-27,527.821
2003-10-28,533.732
2003-10-29,536.057
2003-10-30,536.524
2003-10-31,535.445
2003-11-03,538.192
2003-11-04,538.842
2003-11-05,537.392
2003-11-06,537.405
2003-11-07,539.131
2003-11-10,536.387
2003-11-11,533.456
2003-11-12,539.311
2003-11-13,542.053
2003-11-14,540.278
2003-11-17,533.303
2003-11-18,532.377
2003-11-19,532.445
2003-11-20,530.654
2003-11-21,531.867
2003-11-24,537.088
2003-11-25,539.113
2003-11-26,542.949
2003-11-27,543.409
2003-11-28,544.064
2003-12-01,551.031
2003-12-02,551.718
2003-12-03,551.902
2003-12-04,552.32
2003-12-05,549.9
2003-12-08,551.394
2003-12-09,549.546
2003-12-10,546.735
2003-12-11,550.744
2003-12-12,554.056
2003-12-15,553.939
2003-12-16,554.172
2003-12-17,554.476
2003-12-18,559.521
2003-12-19,560.219
2003-12-22,562.452
2003-12-23,564.453
2003-12-24,564.99
2003-12-25,565.05
2003-12-26,566.032
2003-12-29,571.706
2003-12-30,574.306
2003-12-31,575.867
2004-01-01,575.886
2004-01-02,577.4
2004-01-05,585.367
2004-01-06,586.642
2004-01-07,585.959
2004-01-08,589.881
2004-01-09,589.158
2004-01-12,590.065
2004-01-13,588.431
2004-01-14,590.889
2004-01-15,589.193
2004-01-16,590.959
2004-01-19,591.697
2004-01-20,594.821
2004-01-21,598.321
2004-01-22,598.812
2004-01-23,598.26
2004-01-26,599.604
2004-01-27,597.519
2004-01-28,592.677
2004-01-29,587.992
2004-01-30,587.593
2004-02-02,589.34
2004-02-03,590.42
2004-02-04,584.877
2004-02-05,586.583
2004-02-06,594.157
2004-02-09,595.803
2004-02-10,598.113
2004-02-11,601.836
2004-02-12,603.012
2004-02-13,601.269
2004-02-16,601.906
2004-02-17,607.718
2004-02-18,606.07
2004-02-19,603.68
2004-02-20,598.973
2004-02-23,598.221
2004-02-24,596.863
2004-02-25,597.333
2004-02-26,597.082
2004-02-27,599.208
2004-03-01,606.606
2004-03-02,603.511
2004-03-03,600.561
2004-03-04,603.608
2004-03-05,608.035
2004-03-08,604.323
2004-03-09,601.841
2004-03-10,592.697
2004-03-11,583.308
2004-03-12,586.211
2004-03-15,579.64
2004-03-16,584.346
2004-03-17,590.515
2004-03-18,591.525
2004-03-19,588.166
2004-03-22,580.229
2004-03-23,579.452
2004-03-24,577.869
2004-03-25,585.373
2004-03-26,586.094
2004-03-29,593.488
2004-03-30,595.829
2004-03-31,598.393
2004-04-01,603.651
2004-04-02,606.414
2004-04-05,608.469
2004-04-06,607.582
2004-04-07,607.602
2004-04-08,606.704
2004-04-09,605.68
2004-04-12,608.029
2004-04-13,601.558
2004-04-14,596.617
2004-04-15,595.235
2004-04-16,599.452
2004-04-19,599.67
2004-04-20,595.158
2004-04-21,593.86
2004-04-22,598.839
2004-04-23,599.965
2004-04-26,599.86
2004-04-27,599.835
2004-04-28,591.143
2004-04-29,586.968
2004-04-30,582.558
2004-05-03,585.799
2004-05-04,590.212
2004-05-05,592.686
2004-05-06,585.58
2004-05-07,575.885
2004-05-10,561.421
2004-05-11,565.716
2004-05-12,568.217
2004-05-13,566.267
2004-05-14,564.513
2004-05-17,558.037
2004-05-18,562.409
2004-05-19,568.966
2004-05-20,565.972
2004-05-21,570.686
2004-05-24,572.191
2004-05-25,578.062
2004-05-26,581.253
2004-05-27,587.172
2004-05-28,586.939
2004-05-31,587.117
2004-06-01,587.091
2004-06-02,588.709
2004-06-03,583.796
2004-06-04,587.102
2004-06-07,597.595
2004-06-08,598.036
2004-06-09,591.98
2004-06-10,593.8
2004-06-11,591.56
2004-06-14,585.777
2004-06-15,589.466
2004-06-16,591.687
2004-06-17,592.436
2004-06-18,594.05
2004-06-21,593.417
2004-06-22,592.672
2004-06-23,596.431
2004-06-24,599.656
2004-06-25,597.921
2004-06-28,599.625
2004-06-29,598.513
2004-06-30,600.055
2004-07-01,596.902
2004-07-02,595.906
2004-07-05,594.221
2004-07-06,590.241
2004-07-07,592.211
2004-07-08,589.37
2004-07-09,591.259
2004-07-12,591.916
2004-07-13,590.939
2004-07-14,589.361
2004-07-15,586.199
2004-07-16,586.891
2004-07-19,586.226
2004-07-20,587.19
2004-07-21,581.721
2004-07-22,579.981
2004-07-23,574.025
2004-07-26,571.321
2004-07-27,573.493
2004-07-28,574.038
2004-07-29,577.664
2004-07-30,579.493
2004-08-02,580.607
2004-08-03,579.177
2004-08-04,576.312
2004-08-05,571.434
2004-08-06,566.241
2004-08-09,564.571
2004-08-10,570.385
2004-08-11,567.336
2004-08-12,563.301
2004-08-13,564.147
2004-08-16,569.235
2004-08-17,570.758
2004-08-18,575.06
2004-08-19,576.676
2004-08-20,578.763
2004-08-23,578.326
2004-08-24,577.313
2004-08-25,580.508
2004-08-26,582.061
2004-08-27,584.063
2004-08-30,580.944
2004-08-31,582.608
2004-09-01,585.65
2004-09-02,589.691
2004-09-03,586.616
2004-09-06,588.722
2004-09-07,591.605
2004-09-08,590.745
2004-09-09,590.521
2004-09-10,594.642
2004-09-13,596.694
2004-09-14,598.115
2004-09-15,592.585
2004-09-16,594.882
2004-09-17,596.7
2004-09-20,594.695
2004-09-21,599.335
2004-09-22,593.39
2004-09-23,592.044
2004-09-24,591.643
2004-09-27,588.315
2004-09-28,591.276
2004-09-29,593.793
2004-09-30,595.934
2004-10-01,604.264
2004-10-04,606.698
2004-10-05,607.424
2004-10-06,610.014
2004-10-07,606.12
2004-10-08,605.591
2004-10-11,605.864
2004-10-12,601.356
2004-10-13,598.017
2004-10-14,595.411
2004-10-15,597.965
2004-10-18,599.161
2004-10-19,598.613
2004-10-20,597.847
2004-10-21,600.309
2004-10-22,597.717
2004-10-25,596.375
2004-10-26,601.486
2004-10-27,608.126
2004-10-28,610.341
2004-10-29,610.409
2004-11-01,612.007
2004-11-02,613.828
2004-11-03,620.588
2004-11-04,626.847
2004-11-05,630.539
2004-11-08,629.86
2004-11-09,629.294
2004-11-10,629.321
2004-11-11,633.404
2004-11-12,639.546
2004-11-15,640.865
2004-11-16,638.018
2004-11-17,643.269
2004-11-18,642.576
2004-11-19,639.28
2004-11-22,638.936
2004-11-23,640.248
2004-11-24,643.715
2004-11-25,646.809
2004-11-26,646.964
2004-11-29,647.294
2004-11-30,644.949
2004-12-01,651.552
2004-12-02,652.433
2004-12-03,654.297
2004-12-06,653.521
2004-12-07,648.902
2004-12-08,646.078
2004-12-09,645.25
2004-12-10,644.589
2004-12-13,650.899
2004-12-14,653.173
2004-12-15,657.943
2004-12-16,655.615
2004-12-17,652.576
2004-12-20,656.08
2004-12-21,658.638
2004-12-22,661.605
2004-12-23,663.915
2004-12-24,665.755
2004-12-27,665.554
2004-12-28,668.697
2004-12-29,667.965
2004-12-30,670.516
2004-12-31,670.447
2005-01-03,665.705
2005-01-04,657.872
2005-01-05,653.435
2005-01-06,653.09
2005-01-07,651.832
2005-01-10,654.412
2005-01-11,652.917
2005-01-12,655.611
2005-01-13,652.359
2005-01-14,654.041
2005-01-17,655.492
2005-01-18,657.309
2005-01-19,654.71
2005-01-20,648.901
2005-01-21,647.645
2005-01-24,647.415
2005-01-25,647.529
2005-01-26,653.192
2005-01-27,653.465
2005-01-28,651.282
2005-01-31,657.005
2005-02-01,660.013
2005-02-02,662.916
2005-02-03,660.307
2005-02-04,666.522
2005-02-07,665.734
2005-02-08,664.529
2005-02-09,661.721
2005-02-10,665.267
2005-02-11,669.602
2005-02-14,672.906
2005-02-15,674.832
2005-02-16,673.805
2005-02-17,672.571
2005-02-18,673.488
2005-02-21,673.745
2005-02-22,670.074
2005-02-23,669.174
2005-02-24,672.502
2005-02-25,679.267
2005-02-28,679.629
2005-03-01,681.475
2005-03-02,680.184
2005-03-03,680.782
2005-03-04,688.351
2005-03-07,688.471
2005-03-08,688.535
2005-03-09,684.686
2005-03-10,683.016
2005-03-11,682.739
2005-03-14,682.002
2005-03-15,679.754
2005-03-16,676.827
2005-03-17,676.19
2005-03-18,675.208
2005-03-21,671.291
2005-03-22,668.604
2005-03-23,662.287
2005-03-24,661.758
2005-03-25,662.204
2005-03-28,661.335
2005-03-29,657.288
2005-03-30,662.092
2005-03-31,664.72
2005-04-01,663.761
2005-04-04,660.568
2005-04-05,664.042
2005-04-06,666.149
2005-04-07,669.976
2005-04-08,666.676
2005-04-11,667.521
2005-04-12,666.804
2005-04-13,664.113
2005-04-14,656.561
2005-04-15,648.489
2005-04-18,644.388
2005-04-19,650.552
2005-04-20,646.242
2005-04-21,652.617
2005-04-22,652.701
2005-04-25,655.517
2005-04-26,651.226
2005-04-27,649.436
2005-04-28,644.133
2005-04-29,648.778
2005-05-02,650.329
2005-05-03,651.121
2005-05-04,658.67
2005-05-05,659.298
2005-05-06,659.761
2005-05-09,660.796
2005-05-10,656.467
2005-05-11,655.951
2005-05-12,650.82
2005-05-13,647.168
2005-05-16,648.636
2005-05-17,650.745
2005-05-18,657.126
2005-05-19,661.052
2005-05-20,659.158
2005-05-23,662.925
2005-05-24,663.396
2005-05-25,660.958
2005-05-26,663.578
2005-05-27,665.608
2005-05-30,666.54
2005-05-31,662.744
2005-06-01,667.194
2005-06-02,668.612
2005-06-03,666.85
2005-06-06,667.63
2005-06-07,669.222
2005-06-08,669.575
2005-06-09,668.282
2005-06-10,668.132
2005-06-13,667.993
2005-06-14,669.753
2005-06-15,672.033
2005-06-16,675.094
2005-06-17,680.368
2005-06-20,678.457
2005-06-21,678.788
2005-06-22,679.762
2005-06-23,675.463
2005-06-24,671.31
2005-06-27,669.824
2005-06-28,673.95
2005-06-29,673.955
2005-06-30,671.443
2005-07-01,671.396
2005-07-04,671.122
2005-07-05,673.667
2005-07-06,672.79
2005-07-07,670.214
2005-07-08,676.805
2005-07-11,684.015
2005-07-12,687.523
2005-07-13,686.231
2005-07-14,688.213
2005-07-15,687.059
2005-07-18,685.495
2005-07-19,687.384
2005-07-20,689.593
2005-07-21,691.038
2005-07-22,693.365
2005-07-25,691.4
2005-07-26,690.739
2005-07-27,693.916
2005-07-28,698.506
2005-07-29,697.59
2005-08-01,700.069
2005-08-02,705.447
2005-08-03,707.473
2005-08-04,703.663
2005-08-05,697.567
2005-08-08,698.477
2005-08-09,701.952
2005-08-10,706.597
2005-08-11,711.377
2005-08-12,709.234
2005-08-15,709.063
2005-08-16,703.808
2005-08-17,702.424
2005-08-18,697.733
2005-08-19,699.046
2005-08-22,703.946
2005-08-23,701.081
2005-08-24,698.653
2005-08-25,698.928
2005-08-26,696.404
2005-08-29,696.295
2005-08-30,694.578
2005-08-31,702.594
2005-09-01,709.686
2005-09-02,710.453
2005-09-05,711.849
2005-09-06,716.892
2005-09-07,718.194
2005-09-08,715.518
2005-09-09,721.33
2005-09-12,720.042
2005-09-13,715.44
2005-09-14,715.964
2005-09-15,715.311
2005-09-16,719.063
2005-09-19,717.066
2005-09-20,716.373
2005-09-21,712.516
2005-09-22,710.648
2005-09-23,709.81
2005-09-26,714.064
2005-09-27,712.324
2005-09-28,715.698
2005-09-29,720.937
2005-09-30,722.762
2005-10-03,721.189
2005-10-04,718.847
2005-10-05,709.048
2005-10-06,703.717
2005-10-07,704.182
2005-10-10,701.219
2005-10-11,701.462
2005-10-12,697.276
2005-10-13,691.489
2005-10-14,696.963
2005-10-17,697.12
2005-10-18,690.012
2005-10-19,691.302
2005-10-20,686.981
2005-10-21,687.823
2005-10-24,695.505
2005-10-25,697.709
2005-10-26,696.811
2005-10-27,691.693
2005-10-28,695.749
2005-10-31,703.371
2005-11-01,704.583
2005-11-02,711.433
2005-11-03,715.42
2005-11-04,712.226
2005-11-07,713.62
2005-11-08,712.129
