Date,EM (EMERGING MARKETS) MID VALUE Mid Cap
2002-09-23,205.483
2002-09-24,202.838
2002-09-25,200.417
2002-09-26,201.268
2002-09-27,200.748
2002-09-30,198.304
2002-10-01,200.703
2002-10-02,199.284
2002-10-03,198.153
2002-10-04,198.805
2002-10-07,193.876
2002-10-08,194.092
2002-10-09,191.889
2002-10-10,188.944
2002-10-11,188.771
2002-10-14,190.173
2002-10-15,195.266
2002-10-16,196.476
2002-10-17,199.901
2002-10-18,203.822
2002-10-21,203.414
2002-10-22,202.293
2002-10-23,207.743
2002-10-24,207.489
2002-10-25,206.848
2002-10-28,209.157
2002-10-29,206.499
2002-10-30,206.073
2002-10-31,207.902
2002-11-01,207.042
2002-11-04,211.211
2002-11-05,211.385
2002-11-06,213.934
2002-11-07,215.496
2002-11-08,216.421
2002-11-11,214.661
2002-11-12,213.061
2002-11-13,212.267
2002-11-14,213.216
2002-11-15,216.661
2002-11-18,217.11
2002-11-19,215.254
2002-11-20,214.991
2002-11-21,217.041
2002-11-22,218.406
2002-11-25,220.014
2002-11-26,219.437
2002-11-27,220.319
2002-11-28,219.989
2002-11-29,222.176
2002-12-02,223.536
2002-12-03,224.35
2002-12-04,221.221
2002-12-05,221.596
2002-12-06,221.303
2002-12-09,221.809
2002-12-10,221.309
2002-12-11,220.652
2002-12-12,221.953
2002-12-13,221.064
2002-12-16,221.133
2002-12-17,221.704
2002-12-18,222.266
2002-12-19,222.302
2002-12-20,222.418
2002-12-23,220.032
2002-12-24,217.657
2002-12-25,217.359
2002-12-26,217.544
2002-12-27,216.27
2002-12-30,213.829
2002-12-31,213.783
2003-01-01,213.716
2003-01-02,215.636
2003-01-03,219.225
2003-01-06,221.287
2003-01-07,220.824
2003-01-08,222.059
2003-01-09,222.188
2003-01-10,222.85
2003-01-13,225.968
2003-01-14,225.964
2003-01-15,227.24
2003-01-16,225.444
2003-01-17,222.384
2003-01-20,222.426
2003-01-21,221.201
2003-01-22,220.25
2003-01-23,222.254
2003-01-24,219.069
2003-01-27,215.007
2003-01-28,216.315
2003-01-29,216.644
2003-01-30,218.18
2003-01-31,218.994
2003-02-03,220.281
2003-02-04,220.876
2003-02-05,220.448
2003-02-06,218.267
2003-02-07,215.919
2003-02-10,214.736
2003-02-11,214.842
2003-02-12,215.336
2003-02-13,212.695
2003-02-14,213.224
2003-02-17,218.735
2003-02-18,217.712
2003-02-19,216.077
2003-02-20,217.244
2003-02-21,217.502
2003-02-24,218.6
2003-02-25,214.624
2003-02-26,214.701
2003-02-27,214.231
2003-02-28,213.243
2003-03-03,214.67
2003-03-04,212.863
2003-03-05,210.301
2003-03-06,208.944
2003-03-07,206.993
2003-03-10,204.017
2003-03-11,203.427
2003-03-12,203.624
2003-03-13,203.814
2003-03-14,204.27
2003-03-17,199.123
2003-03-18,204.616
2003-03-19,204.502
2003-03-20,208.258
2003-03-21,209.149
2003-03-24,207.667
2003-03-25,206.367
2003-03-26,206.485
2003-03-27,206.186
2003-03-28,206.614
2003-03-31,203.261
2003-04-01,205.517
2003-04-02,207.697
2003-04-03,209.233
2003-04-04,211.642
2003-04-07,217.403
2003-04-08,217.331
2003-04-09,216.542
2003-04-10,217.591
2003-04-11,219.248
2003-04-14,220.509
2003-04-15,222.697
2003-04-16,225.707
2003-04-17,226.8
2003-04-18,228.174
2003-04-21,227.71
2003-04-22,224.572
2003-04-23,222.745
2003-04-24,220.205
2003-04-25,215.443
2003-04-28,216.064
2003-04-29,220.945
2003-04-30,220.248
2003-05-01,220.339
2003-05-02,221.473
2003-05-05,224.01
2003-05-06,224.81
2003-05-07,227.555
2003-05-08,226.786
2003-05-09,228.652
2003-05-12,231.791
2003-05-13,231.163
2003-05-14,230.143
2003-05-15,229.301
2003-05-16,228.51
2003-05-19,226.196
2003-05-20,225.694
2003-05-21,225.74
2003-05-22,226.899
2003-05-23,231.824
2003-05-26,235.347
2003-05-27,234.575
2003-05-28,237.596
2003-05-29,239.265
2003-05-30,240.084
2003-06-02,242.624
2003-06-03,242.594
2003-06-04,242.688
2003-06-05,245.399
2003-06-06,246.257
2003-06-09,247.563
2003-06-10,247.206
2003-06-11,247.279
2003-06-12,249.51
2003-06-13,252.659
2003-06-16,254.81
2003-06-17,258.391
2003-06-18,256.828
2003-06-19,257.323
2003-06-20,255.94
2003-06-23,252.545
2003-06-24,251.864
2003-06-25,254.349
2003-06-26,253.113
2003-06-27,254.489
2003-06-30,253.647
2003-07-01,256.591
2003-07-02,260.191
2003-07-03,261.297
2003-07-04,263.913
2003-07-07,267.822
2003-07-08,267.378
2003-07-09,267.353
2003-07-10,266.834
2003-07-11,266.385
2003-07-14,270.428
2003-07-15,268.797
2003-07-16,268.611
2003-07-17,265.575
2003-07-18,264.105
2003-07-21,262.609
2003-07-22,263.398
2003-07-23,263.355
2003-07-24,266.103
2003-07-25,267.536
2003-07-28,270.749
2003-07-29,269.708
2003-07-30,268.881
2003-07-31,269.324
2003-08-01,270.89
2003-08-04,270.158
2003-08-05,268.595
2003-08-06,266.497
2003-08-07,268.429
2003-08-08,268.738
2003-08-11,270.301
2003-08-12,271.466
2003-08-13,275.163
2003-08-14,276.508
2003-08-15,277.168
2003-08-18,280.473
2003-08-19,280.43
2003-08-20,280.961
2003-08-21,284.69
2003-08-22,285.718
2003-08-25,284.574
2003-08-26,282.971
2003-08-27,283.968
2003-08-28,282.526
2003-08-29,284.898
2003-09-01,288.727
2003-09-02,289.904
2003-09-03,289.973
2003-09-04,288.794
2003-09-05,288.164
2003-09-08,287.793
2003-09-09,287.546
2003-09-10,286.74
2003-09-11,287.34
2003-09-12,287.705
2003-09-15,285.427
2003-09-16,288.162
2003-09-17,288.527
2003-09-18,287.718
2003-09-19,286.86
2003-09-22,284.117
2003-09-23,286.445
2003-09-24,288.855
2003-09-25,287.257
2003-09-26,285.111
2003-09-29,284.153
2003-09-30,284.949
2003-10-01,287.305
2003-10-02,291.368
2003-10-03,293.798
2003-10-06,296.692
2003-10-07,298.233
2003-10-08,299.517
2003-10-09,304.042
2003-10-10,307.706
2003-10-13,309.399
2003-10-14,309.007
2003-10-15,309.39
2003-10-16,313.155
2003-10-17,311.388
2003-10-20,313.544
2003-10-21,312.531
2003-10-22,311.953
2003-10-23,305.814
2003-10-24,305.586
2003-10-27,306.299
2003-10-28,310.989
2003-10-29,311.346
2003-10-30,314.585
2003-10-31,314.3
2003-11-03,318.775
2003-11-04,320.472
2003-11-05,322.565
2003-11-06,317.718
2003-11-07,321.148
2003-11-10,320.263
2003-11-11,318.336
2003-11-12,319.1
2003-11-13,322.843
2003-11-14,323.246
2003-11-17,318.019
2003-11-18,318.555
2003-11-19,311.434
2003-11-20,308.494
2003-11-21,309.698
2003-11-24,306.958
2003-11-25,310.321
2003-11-26,313.537
2003-11-27,313.016
2003-11-28,317.372
2003-12-01,325.563
2003-12-02,325.769
2003-12-03,327.063
2003-12-04,326.226
2003-12-05,324.786
2003-12-08,323.437
2003-12-09,327.098
2003-12-10,326.99
2003-12-11,328.094
2003-12-12,330.696
2003-12-15,332.852
2003-12-16,330.786
2003-12-17,327.241
2003-12-18,328.392
2003-12-19,329.116
2003-12-22,330.809
2003-12-23,330.956
2003-12-24,331.838
2003-12-25,331.398
2003-12-26,331.947
2003-12-29,333.782
2003-12-30,338.242
2003-12-31,339.724
2004-01-01,339.963
2004-01-02,346.542
2004-01-05,355.744
2004-01-06,354.446
2004-01-07,355.075
2004-01-08,357.842
2004-01-09,363.989
2004-01-12,362.458
2004-01-13,362.298
2004-01-14,361.212
2004-01-15,356.41
2004-01-16,355.426
2004-01-19,357.081
2004-01-20,360.274
2004-01-21,359.653
2004-01-22,359.172
2004-01-23,361.722
2004-01-26,362.619
2004-01-27,365.246
2004-01-28,365.064
2004-01-29,358.911
2004-01-30,358.345
2004-02-02,359.087
2004-02-03,359.191
2004-02-04,359.417
2004-02-05,358.049
2004-02-06,364.683
2004-02-09,371.937
2004-02-10,373.373
2004-02-11,375.543
2004-02-12,378.423
2004-02-13,382.044
2004-02-16,381.89
2004-02-17,383.152
2004-02-18,383.0
2004-02-19,380.588
2004-02-20,379.773
2004-02-23,380.023
2004-02-24,377.777
2004-02-25,380.39
2004-02-26,381.191
2004-02-27,384.385
2004-03-01,390.703
2004-03-02,394.221
2004-03-03,390.872
2004-03-04,392.259
2004-03-05,395.609
2004-03-08,395.659
2004-03-09,395.509
2004-03-10,388.771
2004-03-11,383.327
2004-03-12,381.576
2004-03-15,380.449
2004-03-16,382.473
2004-03-17,384.374
2004-03-18,388.703
2004-03-19,391.907
2004-03-22,383.99
2004-03-23,381.307
2004-03-24,381.165
2004-03-25,377.164
2004-03-26,379.506
2004-03-29,388.062
2004-03-30,391.02
2004-03-31,395.757
2004-04-01,399.313
2004-04-02,401.271
2004-04-05,403.847
2004-04-06,406.426
2004-04-07,407.187
2004-04-08,409.346
2004-04-09,408.884
2004-04-12,413.048
2004-04-13,411.026
2004-04-14,405.904
2004-04-15,402.103
2004-04-16,403.117
2004-04-19,403.393
2004-04-20,403.011
2004-04-21,401.212
2004-04-22,397.346
2004-04-23,399.973
2004-04-26,395.615
2004-04-27,393.987
2004-04-28,388.367
2004-04-29,376.95
2004-04-30,372.448
2004-05-03,369.655
2004-05-04,375.999
2004-05-05,373.406
2004-05-06,367.707
2004-05-07,364.258
2004-05-10,346.562
2004-05-11,348.459
2004-05-12,354.11
2004-05-13,348.594
2004-05-14,341.199
2004-05-17,330.634
2004-05-18,336.173
2004-05-19,349.548
2004-05-20,344.384
2004-05-21,352.384
2004-05-24,356.533
2004-05-25,355.688
2004-05-26,358.125
2004-05-27,364.132
2004-05-28,367.848
2004-05-31,366.118
2004-06-01,367.795
2004-06-02,366.652
2004-06-03,357.679
2004-06-04,361.244
2004-06-07,372.507
2004-06-08,371.508
2004-06-09,370.105
2004-06-10,368.308
2004-06-11,362.896
2004-06-14,356.197
2004-06-15,362.12
2004-06-16,360.827
2004-06-17,362.932
2004-06-18,361.739
2004-06-21,364.119
2004-06-22,363.764
2004-06-23,364.878
2004-06-24,369.792
2004-06-25,372.786
2004-06-28,372.859
2004-06-29,374.334
2004-06-30,377.78
2004-07-01,379.537
2004-07-02,376.673
2004-07-05,376.923
2004-07-06,378.021
2004-07-07,380.419
2004-07-08,376.466
2004-07-09,378.149
2004-07-12,378.29
2004-07-13,377.639
2004-07-14,375.253
2004-07-15,373.922
2004-07-16,374.889
2004-07-19,375.899
2004-07-20,370.918
2004-07-21,372.906
2004-07-22,371.324
2004-07-23,367.954
2004-07-26,365.713
2004-07-27,367.281
2004-07-28,368.1
2004-07-29,365.358
2004-07-30,366.728
2004-08-02,362.21
2004-08-03,362.249
2004-08-04,361.48
2004-08-05,364.412
2004-08-06,363.215
2004-08-09,366.258
2004-08-10,366.256
2004-08-11,362.907
2004-08-12,362.25
2004-08-13,361.289
2004-08-16,360.474
2004-08-17,362.371
2004-08-18,363.867
2004-08-19,370.734
2004-08-20,371.312
2004-08-23,371.783
2004-08-24,373.396
2004-08-25,374.748
2004-08-26,379.87
2004-08-27,379.946
2004-08-30,380.647
2004-08-31,381.901
2004-09-01,386.034
2004-09-02,389.047
2004-09-03,387.327
2004-09-06,388.225
2004-09-07,388.696
2004-09-08,389.643
2004-09-09,391.11
2004-09-10,392.362
2004-09-13,395.396
2004-09-14,397.293
2004-09-15,396.557
2004-09-16,400.895
2004-09-17,400.881
2004-09-20,404.289
2004-09-21,406.486
2004-09-22,401.633
2004-09-23,402.958
2004-09-24,404.021
2004-09-27,403.521
2004-09-28,403.334
2004-09-29,404.683
2004-09-30,407.643
2004-10-01,414.799
2004-10-04,422.359
2004-10-05,423.004
2004-10-06,424.526
2004-10-07,425.522
2004-10-08,428.343
2004-10-11,428.213
2004-10-12,421.217
2004-10-13,418.534
2004-10-14,415.598
2004-10-15,417.732
2004-10-18,418.929
2004-10-19,421.393
2004-10-20,415.889
2004-10-21,416.173
2004-10-22,417.441
2004-10-25,414.775
2004-10-26,415.089
2004-10-27,419.445
2004-10-28,424.339
2004-10-29,425.052
2004-11-01,424.995
2004-11-02,427.15
2004-11-03,432.68
2004-11-04,433.937
2004-11-05,436.422
2004-11-08,433.665
2004-11-09,435.016
2004-11-10,437.711
2004-11-11,437.206
2004-11-12,441.868
2004-11-15,444.71
2004-11-16,446.077
2004-11-17,454.17
2004-11-18,453.214
2004-11-19,452.118
2004-11-22,446.482
2004-11-23,450.187
2004-11-24,454.374
2004-11-25,454.561
2004-11-26,455.229
2004-11-29,458.448
2004-11-30,460.507
2004-12-01,462.729
2004-12-02,464.573
2004-12-03,463.812
2004-12-06,465.159
2004-12-07,462.979
2004-12-08,458.829
2004-12-09,457.339
2004-12-10,454.196
2004-12-13,458.921
2004-12-14,463.836
2004-12-15,468.813
2004-12-16,470.922
2004-12-17,470.532
2004-12-20,472.345
2004-12-21,473.122
2004-12-22,473.268
2004-12-23,473.504
2004-12-24,475.981
2004-12-27,476.352
2004-12-28,477.288
2004-12-29,482.079
2004-12-30,487.095
2004-12-31,490.289
2005-01-03,491.047
2005-01-04,485.298
2005-01-05,480.553
2005-01-06,475.217
2005-01-07,474.245
2005-01-10,475.928
2005-01-11,477.588
2005-01-12,474.031
2005-01-13,476.926
2005-01-14,476.934
2005-01-17,480.842
2005-01-18,479.104
2005-01-19,481.409
2005-01-20,475.899
2005-01-21,474.92
2005-01-24,475.715
2005-01-25,476.485
2005-01-26,483.54
2005-01-27,485.921
2005-01-28,487.499
2005-01-31,491.775
2005-02-01,490.352
2005-02-02,492.876
2005-02-03,496.119
2005-02-04,500.132
2005-02-07,501.69
2005-02-08,499.656
2005-02-09,500.251
2005-02-10,499.484
2005-02-11,503.15
2005-02-14,511.688
2005-02-15,513.074
2005-02-16,513.191
2005-02-17,514.663
2005-02-18,517.114
2005-02-21,520.988
2005-02-22,521.741
2005-02-23,518.905
2005-02-24,524.741
2005-02-25,528.752
2005-02-28,535.56
2005-03-01,535.739
2005-03-02,531.63
2005-03-03,533.28
2005-03-04,533.905
2005-03-07,536.424
2005-03-08,534.065
2005-03-09,535.672
2005-03-10,533.981
2005-03-11,536.742
2005-03-14,529.932
2005-03-15,519.9
2005-03-16,518.903
2005-03-17,514.908
2005-03-18,514.048
2005-03-21,510.424
2005-03-22,507.75
2005-03-23,498.981
2005-03-24,495.922
2005-03-25,499.248
2005-03-28,495.082
2005-03-29,488.605
2005-03-30,490.458
2005-03-31,498.618
2005-04-01,505.336
2005-04-04,501.346
2005-04-05,503.159
2005-04-06,505.303
2005-04-07,506.477
2005-04-08,506.198
2005-04-11,505.496
2005-04-12,503.311
2005-04-13,505.012
2005-04-14,494.866
2005-04-15,488.287
2005-04-18,479.452
2005-04-19,484.371
2005-04-20,484.934
2005-04-21,486.938
2005-04-22,487.726
2005-04-25,488.645
2005-04-26,489.694
2005-04-27,486.241
2005-04-28,484.318
2005-04-29,483.944
2005-05-02,485.729
2005-05-03,486.248
2005-05-04,494.943
2005-05-05,500.488
2005-05-06,503.24
2005-05-09,502.435
2005-05-10,499.158
2005-05-11,494.901
2005-05-12,492.481
2005-05-13,491.323
2005-05-16,489.846
2005-05-17,488.553
2005-05-18,490.412
2005-05-19,494.915
2005-05-20,493.994
2005-05-23,493.305
2005-05-24,494.893
2005-05-25,492.652
2005-05-26,493.743
2005-05-27,500.012
2005-05-30,501.508
2005-05-31,497.796
2005-06-01,497.852
2005-06-02,502.877
2005-06-03,508.56
2005-06-06,507.694
2005-06-07,506.341
2005-06-08,508.246
2005-06-09,504.69
2005-06-10,509.296
2005-06-13,508.384
2005-06-14,508.198
2005-06-15,512.034
2005-06-16,513.37
2005-06-17,517.145
2005-06-20,513.912
2005-06-21,511.263
2005-06-22,518.172
2005-06-23,518.672
2005-06-24,516.292
2005-06-27,513.384
2005-06-28,512.863
2005-06-29,512.464
2005-06-30,511.037
2005-07-01,512.303
2005-07-04,509.786
2005-07-05,505.899
2005-07-06,506.501
2005-07-07,503.416
2005-07-08,504.557
2005-07-11,515.282
2005-07-12,522.82
2005-07-13,523.628
2005-07-14,528.168
2005-07-15,525.798
2005-07-18,527.395
2005-07-19,528.782
2005-07-20,531.882
2005-07-21,534.327
2005-07-22,536.333
2005-07-25,535.833
2005-07-26,532.329
2005-07-27,533.97
2005-07-28,539.162
2005-07-29,539.396
2005-08-01,543.203
2005-08-02,548.956
2005-08-03,554.704
2005-08-04,554.957
2005-08-05,553.764
2005-08-08,550.053
2005-08-09,551.796
2005-08-10,555.68
2005-08-11,554.877
2005-08-12,552.985
2005-08-15,552.501
2005-08-16,549.47
2005-08-17,548.477
2005-08-18,543.852
2005-08-19,537.624
2005-08-22,544.537
2005-08-23,541.152
2005-08-24,533.916
2005-08-25,533.669
2005-08-26,533.446
2005-08-29,526.356
2005-08-30,526.887
2005-08-31,528.694
2005-09-01,534.976
2005-09-02,543.949
2005-09-05,545.801
2005-09-06,547.189
2005-09-07,548.296
2005-09-08,548.027
2005-09-09,550.282
2005-09-12,552.683
2005-09-13,549.1
2005-09-14,551.509
2005-09-15,550.816
2005-09-16,550.749
2005-09-19,550.372
2005-09-20,555.718
2005-09-21,555.618
2005-09-22,551.998
2005-09-23,549.64
2005-09-26,553.462
2005-09-27,553.705
2005-09-28,556.238
2005-09-29,562.269
2005-09-30,567.514
2005-10-03,568.367
2005-10-04,570.852
2005-10-05,564.349
2005-10-06,553.661
2005-10-07,555.428
2005-10-10,559.283
2005-10-11,560.749
2005-10-12,553.717
2005-10-13,542.472
2005-10-14,539.777
2005-10-17,539.971
2005-10-18,533.901
2005-10-19,523.24
2005-10-20,524.676
2005-10-21,527.123
2005-10-24,529.386
2005-10-25,527.68
2005-10-26,526.601
2005-10-27,521.146
2005-10-28,519.022
2005-10-31,528.674
2005-11-01,535.875
2005-11-02,542.898
2005-11-03,543.781
2005-11-04,542.602
2005-11-07,543.02
2005-11-08,542.88
