Date,EUROPE VALUE Standard (Large+Mid Cap)
2001-06-22,3844.605
2001-06-25,3879.08
2001-06-26,3825.338
2001-06-27,3817.182
2001-06-28,3808.363
2001-06-29,3830.153
2001-07-02,3884.635
2001-07-03,3845.989
2001-07-04,3832.798
2001-07-05,3790.141
2001-07-06,3743.748
2001-07-09,3756.69
2001-07-10,3761.614
2001-07-11,3733.005
2001-07-12,3742.595
2001-07-13,3769.86
2001-07-16,3768.125
2001-07-17,3717.181
2001-07-18,3744.591
2001-07-19,3780.714
2001-07-20,3772.807
2001-07-23,3777.646
2001-07-24,3748.678
2001-07-25,3714.854
2001-07-26,3729.43
2001-07-27,3776.57
2001-07-30,3822.361
2001-07-31,3857.551
2001-08-01,3878.67
2001-08-02,3887.627
2001-08-03,3877.539
2001-08-06,3855.75
2001-08-07,3849.883
2001-08-08,3808.107
2001-08-09,3791.35
2001-08-10,3788.463
2001-08-13,3820.437
2001-08-14,3868.302
2001-08-15,3907.709
2001-08-16,3881.737
2001-08-17,3839.531
2001-08-20,3825.762
2001-08-21,3860.605
2001-08-22,3887.899
2001-08-23,3863.26
2001-08-24,3919.92
2001-08-27,3912.55
2001-08-28,3872.494
2001-08-29,3879.642
2001-08-30,3811.467
2001-08-31,3817.41
2001-09-03,3772.372
2001-09-04,3768.101
2001-09-05,3724.696
2001-09-06,3657.186
2001-09-07,3608.054
2001-09-10,3552.732
2001-09-11,3390.758
2001-09-12,3398.198
2001-09-13,3434.905
2001-09-14,3308.783
2001-09-17,3390.321
2001-09-18,3369.094
2001-09-19,3304.975
2001-09-20,3155.223
2001-09-21,3033.528
2001-09-24,3182.413
2001-09-25,3240.693
2001-09-26,3294.982
2001-09-27,3333.719
2001-09-28,3406.151
2001-10-01,3351.728
2001-10-02,3383.99
2001-10-03,3403.978
2001-10-04,3499.27
2001-10-05,3498.689
2001-10-08,3491.536
2001-10-09,3479.256
2001-10-10,3539.738
2001-10-11,3546.079
2001-10-12,3549.007
2001-10-15,3474.205
2001-10-16,3508.991
2001-10-17,3573.997
2001-10-18,3505.878
2001-10-19,3414.462
2001-10-22,3439.409
2001-10-23,3512.003
2001-10-24,3522.253
2001-10-25,3477.063
2001-10-26,3546.495
2001-10-29,3531.307
2001-10-30,3460.842
2001-10-31,3477.048
2001-11-01,3509.542
2001-11-02,3508.274
2001-11-05,3551.896
2001-11-06,3542.295
2001-11-07,3590.49
2001-11-08,3630.481
2001-11-09,3604.842
2001-11-12,3533.018
2001-11-13,3591.478
2001-11-14,3578.988
2001-11-15,3562.254
2001-11-16,3606.502
2001-11-19,3633.854
2001-11-20,3616.741
2001-11-21,3591.632
2001-11-22,3627.717
2001-11-23,3606.828
2001-11-26,3606.899
2001-11-27,3585.142
2001-11-28,3559.284
2001-11-29,3560.83
2001-11-30,3595.413
2001-12-03,3555.131
2001-12-04,3592.935
2001-12-05,3700.299
2001-12-06,3740.233
2001-12-07,3707.294
2001-12-10,3637.958
2001-12-11,3631.669
2001-12-12,3622.497
2001-12-13,3572.024
2001-12-14,3565.704
2001-12-17,3665.46
2001-12-18,3653.977
2001-12-19,3608.311
2001-12-20,3575.586
2001-12-21,3592.74
2001-12-24,3576.303
2001-12-25,3576.303
2001-12-26,3585.322
2001-12-27,3661.235
2001-12-28,3664.413
2001-12-31,3689.909
2002-01-01,3689.909
2002-01-02,3699.976
2002-01-03,3761.496
2002-01-04,3762.364
2002-01-07,3718.604
2002-01-08,3687.103
2002-01-09,3669.565
2002-01-10,3643.364
2002-01-11,3653.4
2002-01-14,3585.806
2002-01-15,3602.021
2002-01-16,3532.129
2002-01-17,3574.022
2002-01-18,3564.776
2002-01-21,3546.138
2002-01-22,3542.627
2002-01-23,3557.561
2002-01-24,3584.522
2002-01-25,3529.398
2002-01-28,3547.167
2002-01-29,3491.102
2002-01-30,3446.932
2002-01-31,3478.931
2002-02-01,3486.685
2002-02-04,3458.002
2002-02-05,3402.592
2002-02-06,3356.97
2002-02-07,3398.601
2002-02-08,3416.125
2002-02-11,3462.339
2002-02-12,3440.525
2002-02-13,3451.628
2002-02-14,3489.101
2002-02-15,3467.469
2002-02-18,3437.964
2002-02-19,3378.273
2002-02-20,3342.184
2002-02-21,3379.315
2002-02-22,3361.661
2002-02-25,3397.118
2002-02-26,3421.178
2002-02-27,3460.15
2002-02-28,3453.602
2002-03-01,3493.226
2002-03-04,3604.759
2002-03-05,3593.97
2002-03-06,3634.15
2002-03-07,3681.069
2002-03-08,3685.1
2002-03-11,3665.462
2002-03-12,3618.672
2002-03-13,3631.332
2002-03-14,3663.801
2002-03-15,3704.481
2002-03-18,3717.482
2002-03-19,3734.939
2002-03-20,3708.885
2002-03-21,3697.389
2002-03-22,3698.62
2002-03-25,3664.478
2002-03-26,3674.197
2002-03-27,3663.491
2002-03-28,3704.095
2002-03-29,3704.095
2002-04-01,3738.584
2002-04-02,3724.01
2002-04-03,3724.718
2002-04-04,3700.699
2002-04-05,3685.04
2002-04-08,3614.35
2002-04-09,3621.787
2002-04-10,3665.973
2002-04-11,3621.989
2002-04-12,3620.198
2002-04-15,3656.569
2002-04-16,3732.312
2002-04-17,3753.941
2002-04-18,3748.181
2002-04-19,3754.705
2002-04-22,3726.432
2002-04-23,3706.774
2002-04-24,3703.485
2002-04-25,3686.042
2002-04-26,3663.404
2002-04-29,3671.156
2002-04-30,3689.602
2002-05-01,3695.862
2002-05-02,3682.904
2002-05-03,3697.167
2002-05-06,3695.879
2002-05-07,3640.329
2002-05-08,3714.972
2002-05-09,3708.649
2002-05-10,3686.09
2002-05-13,3713.854
2002-05-14,3732.133
2002-05-15,3769.846
2002-05-16,3769.458
2002-05-17,3797.694
2002-05-20,3777.29
2002-05-21,3761.739
2002-05-22,3744.54
2002-05-23,3740.543
2002-05-24,3759.039
2002-05-27,3748.358
2002-05-28,3743.547
2002-05-29,3752.282
2002-05-30,3715.838
2002-05-31,3731.819
2002-06-03,3720.257
2002-06-04,3672.33
2002-06-05,3623.891
2002-06-06,3636.403
2002-06-07,3581.081
2002-06-10,3579.19
2002-06-11,3618.029
2002-06-12,3558.951
2002-06-13,3503.756
2002-06-14,3414.171
2002-06-17,3508.303
2002-06-18,3506.883
2002-06-19,3470.937
2002-06-20,3421.704
2002-06-21,3430.679
2002-06-24,3368.51
2002-06-25,3427.166
2002-06-26,3412.883
2002-06-27,3424.01
2002-06-28,3541.501
2002-07-01,3560.571
2002-07-02,3439.131
2002-07-03,3321.243
2002-07-04,3376.95
2002-07-05,3495.185
2002-07-08,3527.85
2002-07-09,3512.731
2002-07-10,3407.247
2002-07-11,3285.314
2002-07-12,3289.536
2002-07-15,3165.813
2002-07-16,3192.07
2002-07-17,3295.989
2002-07-18,3360.865
2002-07-19,3221.773
2002-07-22,3037.276
2002-07-23,2933.873
2002-07-24,2891.466
2002-07-25,3029.057
2002-07-26,3022.541
2002-07-29,3164.343
2002-07-30,3174.3
2002-07-31,3171.926
2002-08-01,3049.122
2002-08-02,3039.221
2002-08-05,2948.076
2002-08-06,3012.124
2002-08-07,2988.116
2002-08-08,3095.588
2002-08-09,3150.257
2002-08-12,3099.522
2002-08-13,3132.657
2002-08-14,3089.853
2002-08-15,3166.978
2002-08-16,3191.169
2002-08-19,3279.297
2002-08-20,3243.044
2002-08-21,3285.292
2002-08-22,3330.177
2002-08-23,3287.283
2002-08-26,3269.056
2002-08-27,3357.658
2002-08-28,3228.491
2002-08-29,3182.833
2002-08-30,3193.244
2002-09-02,3147.031
2002-09-03,3052.373
2002-09-04,3049.873
2002-09-05,3017.899
2002-09-06,3091.469
2002-09-09,3033.771
2002-09-10,3095.794
2002-09-11,3140.565
2002-09-12,3041.009
2002-09-13,2985.229
2002-09-16,2967.868
2002-09-17,2928.937
2002-09-18,2832.529
2002-09-19,2789.191
2002-09-20,2798.773
2002-09-23,2691.708
2002-09-24,2641.534
2002-09-25,2671.358
2002-09-26,2783.791
2002-09-27,2775.796
2002-09-30,2669.499
2002-10-01,2693.572
2002-10-02,2761.263
2002-10-03,2724.514
2002-10-04,2649.781
2002-10-07,2610.142
2002-10-08,2563.918
2002-10-09,2563.49
2002-10-10,2624.767
2002-10-11,2775.239
2002-10-14,2732.702
2002-10-15,2903.82
2002-10-16,2863.567
2002-10-17,2930.532
2002-10-18,2926.461
2002-10-21,2936.428
2002-10-22,2907.751
2002-10-23,2819.164
2002-10-24,2899.609
2002-10-25,2881.843
2002-10-28,2938.126
2002-10-29,2817.333
2002-10-30,2886.904
2002-10-31,2946.1
2002-11-01,2926.733
2002-11-04,3032.633
2002-11-05,3062.947
2002-11-06,3013.4
2002-11-07,2987.442
2002-11-08,2961.209
2002-11-11,2937.272
2002-11-12,2983.477
2002-11-13,2956.069
2002-11-14,3003.031
2002-11-15,3039.869
2002-11-18,3084.101
2002-11-19,3072.77
2002-11-20,3046.55
2002-11-21,3145.165
2002-11-22,3161.842
2002-11-25,3121.142
2002-11-26,3057.308
2002-11-27,3117.548
2002-11-28,3175.035
2002-11-29,3171.387
2002-12-02,3176.965
2002-12-03,3108.052
2002-12-04,3086.307
2002-12-05,3054.287
2002-12-06,3059.837
2002-12-09,2982.87
2002-12-10,3000.049
2002-12-11,3037.946
2002-12-12,3002.503
2002-12-13,2972.703
2002-12-16,3065.056
2002-12-17,3048.972
2002-12-18,2982.038
2002-12-19,2959.397
2002-12-20,2994.956
2002-12-23,3000.677
2002-12-24,3008.637
2002-12-25,3008.637
2002-12-26,3012.476
2002-12-27,2940.336
2002-12-30,2984.781
2002-12-31,3015.569
2003-01-01,3015.569
2003-01-02,3081.948
2003-01-03,3119.336
2003-01-06,3150.991
2003-01-07,3110.416
2003-01-08,3051.685
2003-01-09,3093.575
2003-01-10,3128.398
2003-01-13,3142.092
2003-01-14,3168.64
2003-01-15,3124.058
2003-01-16,3126.284
2003-01-17,3068.865
2003-01-20,3026.961
2003-01-21,2996.653
2003-01-22,2946.24
2003-01-23,2945.295
2003-01-24,2935.286
2003-01-27,2840.523
2003-01-28,2843.175
2003-01-29,2844.643
2003-01-30,2888.241
2003-01-31,2885.801
2003-02-03,2943.427
2003-02-04,2878.876
2003-02-05,2934.732
2003-02-06,2872.026
2003-02-07,2842.939
2003-02-10,2804.953
2003-02-11,2860.959
2003-02-12,2819.735
2003-02-13,2835.922
2003-02-14,2870.877
2003-02-17,2916.377
2003-02-18,2918.48
2003-02-19,2865.168
2003-02-20,2863.455
2003-02-21,2877.194
2003-02-24,2816.955
2003-02-25,2725.547
2003-02-26,2709.621
2003-02-27,2727.297
2003-02-28,2784.452
2003-03-03,2808.459
2003-03-04,2752.16
2003-03-05,2748.001
2003-03-06,2725.38
2003-03-07,2680.891
2003-03-10,2607.325
2003-03-11,2609.893
2003-03-12,2512.105
2003-03-13,2634.636
2003-03-14,2728.571
2003-03-17,2800.176
2003-03-18,2799.362
2003-03-19,2823.614
2003-03-20,2811.029
2003-03-21,2891.804
2003-03-24,2798.072
2003-03-25,2828.102
2003-03-26,2826.134
2003-03-27,2783.836
2003-03-28,2779.534
2003-03-31,2722.113
2003-04-01,2755.447
2003-04-02,2821.18
2003-04-03,2842.523
2003-04-04,2866.217
2003-04-07,2952.745
2003-04-08,2912.029
2003-04-09,2913.289
2003-04-10,2897.164
2003-04-11,2906.31
2003-04-14,2946.864
2003-04-15,3004.026
2003-04-16,2994.099
2003-04-17,3021.262
2003-04-18,3021.262
2003-04-21,3000.258
2003-04-22,3055.405
2003-04-23,3101.945
2003-04-24,3069.905
2003-04-25,3028.109
2003-04-28,3096.418
2003-04-29,3099.942
2003-04-30,3125.818
2003-05-01,3131.194
2003-05-02,3147.15
2003-05-05,3182.87
2003-05-06,3251.173
2003-05-07,3213.523
2003-05-08,3157.222
2003-05-09,3195.33
2003-05-12,3207.793
2003-05-13,3211.777
2003-05-14,3218.533
2003-05-15,3256.877
2003-05-16,3289.166
2003-05-19,3218.494
2003-05-20,3226.64
2003-05-21,3212.201
2003-05-22,3254.502
2003-05-23,3266.427
2003-05-26,3272.173
2003-05-27,3288.369
2003-05-28,3333.989
2003-05-29,3375.634
2003-05-30,3365.913
2003-06-02,3420.515
2003-06-03,3397.247
2003-06-04,3418.285
2003-06-05,3444.197
2003-06-06,3484.903
2003-06-09,3457.43
2003-06-10,3453.181
2003-06-11,3530.941
2003-06-12,3560.029
2003-06-13,3529.565
2003-06-16,3600.664
2003-06-17,3629.961
2003-06-18,3611.505
2003-06-19,3551.008
2003-06-20,3558.744
2003-06-23,3481.842
2003-06-24,3455.874
2003-06-25,3479.346
2003-06-26,3444.358
2003-06-27,3443.611
2003-06-30,3423.432
2003-07-01,3389.738
2003-07-02,3436.382
2003-07-03,3458.07
2003-07-04,3443.712
2003-07-07,3497.783
2003-07-08,3486.379
2003-07-09,3460.376
2003-07-10,3429.93
2003-07-11,3463.232
2003-07-14,3511.302
2003-07-15,3476.415
2003-07-16,3448.598
2003-07-17,3409.202
2003-07-18,3430.809
2003-07-21,3428.543
2003-07-22,3447.812
2003-07-23,3465.663
2003-07-24,3534.667
2003-07-25,3525.748
2003-07-28,3562.111
2003-07-29,3551.215
2003-07-30,3543.097
2003-07-31,3553.175
2003-08-01,3520.345
2003-08-04,3522.774
2003-08-05,3551.455
2003-08-06,3506.715
2003-08-07,3520.169
2003-08-08,3525.758
2003-08-11,3537.82
2003-08-12,3556.367
2003-08-13,3571.797
2003-08-14,3608.723
2003-08-15,3618.617
2003-08-18,3625.695
2003-08-19,3616.649
2003-08-20,3618.479
2003-08-21,3607.843
2003-08-22,3589.933
2003-08-25,3575.302
2003-08-26,3534.535
2003-08-27,3563.736
2003-08-28,3576.153
2003-08-29,3571.434
2003-09-01,3613.903
2003-09-02,3593.025
2003-09-03,3640.819
2003-09-04,3651.425
2003-09-05,3665.827
2003-09-08,3703.943
2003-09-09,3679.914
2003-09-10,3645.65
2003-09-11,3652.635
2003-09-12,3667.527
2003-09-15,3680.216
2003-09-16,3686.23
2003-09-17,3712.553
2003-09-18,3744.071
2003-09-19,3740.302
2003-09-22,3712.704
2003-09-23,3691.119
2003-09-24,3688.327
2003-09-25,3673.273
2003-09-26,3635.381
2003-09-29,3638.697
2003-09-30,3607.566
2003-10-01,3684.17
2003-10-02,3695.899
2003-10-03,3765.808
2003-10-06,3769.699
2003-10-07,3773.015
2003-10-08,3776.161
2003-10-09,3820.852
2003-10-10,3822.848
2003-10-13,3852.204
2003-10-14,3843.891
2003-10-15,3867.401
2003-10-16,3869.427
2003-10-17,3841.565
2003-10-20,3860.029
2003-10-21,3866.977
2003-10-22,3831.688
2003-10-23,3797.038
2003-10-24,3808.975
2003-10-27,3826.632
2003-10-28,3839.84
2003-10-29,3858.67
2003-10-30,3887.172
2003-10-31,3872.387
2003-11-03,3894.752
2003-11-04,3889.611
2003-11-05,3861.628
2003-11-06,3858.044
2003-11-07,3914.052
2003-11-10,3894.553
2003-11-11,3876.236
2003-11-12,3922.627
2003-11-13,3952.705
2003-11-14,3985.416
2003-11-17,3912.237
2003-11-18,3933.099
2003-11-19,3924.825
2003-11-20,3912.185
2003-11-21,3931.568
2003-11-24,3954.067
2003-11-25,3964.571
2003-11-26,3997.842
2003-11-27,4009.428
2003-11-28,4025.702
2003-12-01,4079.705
2003-12-02,4099.123
2003-12-03,4133.609
2003-12-04,4114.866
2003-12-05,4117.688
2003-12-08,4127.473
2003-12-09,4156.777
2003-12-10,4137.869
2003-12-11,4128.778
2003-12-12,4169.341
2003-12-15,4188.656
2003-12-16,4183.275
2003-12-17,4205.958
2003-12-18,4243.517
2003-12-19,4258.991
2003-12-22,4268.171
2003-12-23,4285.956
2003-12-24,4303.293
2003-12-25,4303.293
2003-12-26,4303.118
2003-12-29,4328.636
2003-12-30,4362.501
2003-12-31,4397.11
2004-01-01,4397.11
2004-01-02,4433.399
2004-01-05,4484.654
2004-01-06,4509.507
2004-01-07,4463.37
2004-01-08,4502.751
2004-01-09,4514.142
2004-01-12,4499.311
2004-01-13,4501.369
2004-01-14,4502.22
2004-01-15,4488.0
2004-01-16,4457.121
2004-01-19,4461.125
2004-01-20,4502.672
2004-01-21,4550.926
2004-01-22,4575.263
2004-01-23,4562.268
2004-01-26,4498.451
2004-01-27,4518.273
2004-01-28,4543.155
2004-01-29,4429.379
2004-01-30,4420.83
2004-02-02,4434.518
2004-02-03,4460.427
2004-02-04,4436.037
2004-02-05,4450.878
2004-02-06,4515.837
2004-02-09,4566.898
2004-02-10,4569.839
2004-02-11,4580.749
2004-02-12,4622.622
2004-02-13,4599.684
2004-02-16,4619.225
2004-02-17,4669.229
2004-02-18,4669.323
2004-02-19,4674.122
2004-02-20,4612.972
2004-02-23,4618.032
2004-02-24,4610.609
2004-02-25,4586.141
2004-02-26,4549.115
2004-02-27,4554.025
2004-03-01,4604.352
2004-03-02,4575.459
2004-03-03,4507.573
2004-03-04,4553.297
2004-03-05,4617.377
2004-03-08,4615.036
2004-03-09,4586.766
2004-03-10,4519.172
2004-03-11,4406.666
2004-03-12,4391.741
2004-03-15,4326.054
2004-03-16,4389.855
2004-03-17,4411.319
2004-03-18,4403.903
2004-03-19,4408.026
2004-03-22,4336.002
2004-03-23,4331.181
2004-03-24,4292.903
2004-03-25,4334.022
2004-03-26,4314.999
2004-03-29,4384.158
2004-03-30,4399.627
2004-03-31,4427.219
2004-04-01,4505.93
2004-04-02,4506.261
2004-04-05,4491.641
2004-04-06,4498.227
2004-04-07,4521.874
2004-04-08,4521.077
2004-04-09,4521.077
2004-04-12,4513.148
2004-04-13,4498.492
2004-04-14,4435.884
2004-04-15,4433.534
2004-04-16,4495.5
2004-04-19,4499.45
2004-04-20,4496.01
2004-04-21,4433.537
2004-04-22,4455.352
2004-04-23,4464.076
2004-04-26,4491.237
2004-04-27,4515.947
2004-04-28,4445.389
2004-04-29,4437.18
2004-04-30,4414.773
2004-05-03,4431.841
2004-05-04,4495.561
2004-05-05,4531.918
2004-05-06,4456.013
2004-05-07,4390.415
2004-05-10,4254.371
2004-05-11,4287.01
2004-05-12,4276.226
2004-05-13,4306.19
2004-05-14,4292.098
2004-05-17,4276.333
2004-05-18,4284.229
2004-05-19,4381.397
2004-05-20,4318.505
2004-05-21,4347.844
2004-05-24,4359.929
2004-05-25,4400.906
2004-05-26,4437.566
2004-05-27,4520.233
2004-05-28,4482.848
2004-05-31,4490.173
2004-06-01,4471.404
2004-06-02,4515.741
2004-06-03,4523.344
2004-06-04,4553.883
2004-06-07,4612.733
2004-06-08,4605.289
2004-06-09,4537.641
2004-06-10,4553.825
2004-06-11,4517.116
2004-06-14,4484.361
2004-06-15,4517.195
2004-06-16,4540.098
2004-06-17,4558.698
2004-06-18,4602.085
2004-06-21,4584.461
2004-06-22,4534.849
2004-06-23,4550.662
2004-06-24,4605.524
2004-06-25,4586.971
2004-06-28,4639.493
2004-06-29,4590.317
2004-06-30,4579.692
2004-07-01,4560.875
2004-07-02,4579.857
2004-07-05,4571.49
2004-07-06,4552.402
2004-07-07,4578.538
2004-07-08,4608.826
2004-07-09,4610.673
2004-07-12,4599.521
2004-07-13,4575.045
2004-07-14,4585.14
2004-07-15,4531.848
2004-07-16,4575.048
2004-07-19,4549.641
2004-07-20,4535.972
2004-07-21,4523.414
2004-07-22,4471.486
2004-07-23,4422.499
2004-07-26,4404.24
2004-07-27,4413.937
2004-07-28,4424.676
2004-07-29,4485.492
2004-07-30,4480.179
2004-08-02,4481.496
2004-08-03,4510.507
2004-08-04,4475.642
2004-08-05,4485.811
2004-08-06,4469.182
2004-08-09,4434.878
2004-08-10,4483.742
2004-08-11,4414.004
2004-08-12,4419.582
2004-08-13,4442.489
2004-08-16,4479.733
2004-08-17,4473.922
2004-08-18,4465.862
2004-08-19,4493.815
2004-08-20,4477.446
2004-08-23,4487.283
2004-08-24,4452.948
2004-08-25,4458.639
2004-08-26,4489.351
2004-08-27,4507.377
2004-08-30,4502.41
2004-08-31,4505.386
2004-09-01,4544.731
2004-09-02,4558.039
2004-09-03,4559.538
2004-09-06,4578.752
2004-09-07,4579.075
2004-09-08,4592.57
2004-09-09,4581.608
2004-09-10,4643.505
2004-09-13,4659.063
2004-09-14,4658.22
2004-09-15,4604.562
2004-09-16,4622.509
2004-09-17,4661.711
2004-09-20,4643.767
2004-09-21,4710.679
2004-09-22,4671.187
2004-09-23,4652.458
2004-09-24,4659.61
2004-09-27,4644.182
2004-09-28,4671.544
2004-09-29,4686.514
2004-09-30,4693.419
2004-10-01,4766.86
2004-10-04,4760.079
2004-10-05,4792.234
2004-10-06,4794.624
2004-10-07,4793.334
2004-10-08,4821.854
2004-10-11,4812.517
2004-10-12,4743.298
2004-10-13,4736.295
2004-10-14,4759.778
2004-10-15,4775.18
2004-10-18,4774.467
2004-10-19,4806.875
2004-10-20,4793.454
2004-10-21,4819.737
2004-10-22,4832.526
2004-10-25,4810.353
2004-10-26,4822.023
2004-10-27,4874.816
2004-10-28,4893.842
2004-10-29,4871.367
2004-11-01,4922.895
2004-11-02,4948.003
2004-11-03,5003.492
2004-11-04,5025.42
2004-11-05,5061.615
2004-11-08,5075.47
2004-11-09,5060.351
2004-11-10,5073.891
2004-11-11,5112.725
2004-11-12,5143.231
2004-11-15,5140.645
2004-11-16,5115.027
2004-11-17,5177.309
2004-11-18,5161.184
2004-11-19,5162.544
2004-11-22,5132.696
2004-11-23,5158.92
2004-11-24,5182.284
2004-11-25,5256.716
2004-11-26,5258.983
2004-11-29,5257.259
2004-11-30,5243.898
2004-12-01,5308.649
2004-12-02,5311.729
2004-12-03,5341.635
2004-12-06,5341.947
2004-12-07,5356.229
2004-12-08,5286.47
2004-12-09,5248.74
2004-12-10,5260.498
2004-12-13,5333.107
2004-12-14,5341.267
2004-12-15,5400.304
2004-12-16,5360.615
2004-12-17,5310.447
2004-12-20,5399.572
2004-12-21,5369.149
2004-12-22,5407.33
2004-12-23,5458.015
2004-12-24,5477.615
2004-12-27,5500.996
2004-12-28,5496.246
2004-12-29,5486.086
2004-12-30,5500.796
2004-12-31,5485.175
2005-01-03,5464.295
2005-01-04,5423.429
2005-01-05,5381.827
2005-01-06,5371.571
2005-01-07,5356.125
2005-01-10,5377.787
2005-01-11,5361.337
2005-01-12,5378.589
2005-01-13,5365.279
2005-01-14,5351.293
2005-01-17,5364.13
2005-01-18,5348.737
2005-01-19,5363.827
2005-01-20,5310.722
2005-01-21,5326.611
2005-01-24,5341.034
2005-01-25,5345.663
2005-01-26,5388.569
2005-01-27,5390.49
2005-01-28,5356.116
2005-01-31,5408.341
2005-02-01,5441.804
2005-02-02,5473.654
2005-02-03,5436.602
2005-02-04,5487.941
2005-02-07,5467.001
2005-02-08,5449.248
2005-02-09,5442.171
2005-02-10,5494.299
2005-02-11,5546.554
2005-02-14,5590.165
2005-02-15,5618.332
2005-02-16,5590.483
2005-02-17,5637.926
2005-02-18,5647.45
2005-02-21,5625.133
2005-02-22,5650.845
2005-02-23,5609.803
2005-02-24,5616.223
2005-02-25,5674.773
2005-02-28,5699.369
2005-03-01,5699.103
2005-03-02,5663.067
2005-03-03,5666.848
2005-03-04,5764.649
2005-03-07,5734.753
2005-03-08,5774.136
2005-03-09,5748.649
2005-03-10,5717.855
2005-03-11,5755.809
2005-03-14,5717.281
2005-03-15,5737.137
2005-03-16,5707.362
2005-03-17,5678.88
2005-03-18,5654.89
2005-03-21,5595.378
2005-03-22,5615.444
2005-03-23,5514.506
2005-03-24,5527.795
2005-03-25,5527.795
2005-03-28,5498.712
2005-03-29,5528.869
2005-03-30,5523.703
2005-03-31,5542.619
2005-04-01,5554.749
2005-04-04,5473.378
2005-04-05,5523.976
2005-04-06,5548.635
2005-04-07,5593.799
2005-04-08,5575.467
2005-04-11,5610.868
2005-04-12,5559.409
2005-04-13,5591.656
2005-04-14,5532.105
2005-04-15,5487.34
2005-04-18,5418.003
2005-04-19,5462.725
2005-04-20,5443.157
2005-04-21,5444.771
2005-04-22,5480.328
2005-04-25,5471.695
2005-04-26,5442.964
2005-04-27,5373.375
2005-04-28,5343.842
2005-04-29,5355.056
2005-05-02,5347.424
2005-05-03,5388.807
2005-05-04,5446.724
2005-05-05,5476.178
2005-05-06,5459.17
2005-05-09,5430.464
2005-05-10,5411.434
2005-05-11,5375.19
2005-05-12,5366.758
2005-05-13,5336.467
2005-05-16,5296.494
2005-05-17,5307.196
2005-05-18,5381.377
2005-05-19,5408.509
2005-05-20,5370.507
2005-05-23,5412.42
2005-05-24,5415.967
2005-05-25,5419.617
2005-05-26,5419.552
2005-05-27,5427.023
2005-05-30,5426.747
2005-05-31,5365.824
2005-06-01,5407.157
2005-06-02,5420.787
2005-06-03,5396.058
2005-06-06,5384.714
2005-06-07,5445.145
2005-06-08,5461.948
2005-06-09,5402.776
2005-06-10,5412.046
2005-06-13,5401.31
2005-06-14,5417.511
