Date,EUROPE VALUE Standard (Large+Mid Cap)
2003-04-22,3933.048
2003-04-23,3992.966
2003-04-24,3952.088
2003-04-25,3898.971
2003-04-28,3987.389
2003-04-29,3992.014
2003-04-30,4025.436
2003-05-01,4032.365
2003-05-02,4053.762
2003-05-05,4099.82
2003-05-06,4187.807
2003-05-07,4140.034
2003-05-08,4067.614
2003-05-09,4116.938
2003-05-12,4133.046
2003-05-13,4138.178
2003-05-14,4146.887
2003-05-15,4196.602
2003-05-16,4238.231
2003-05-19,4147.856
2003-05-20,4158.65
2003-05-21,4140.271
2003-05-22,4194.871
2003-05-23,4210.395
2003-05-26,4217.894
2003-05-27,4238.771
2003-05-28,4297.632
2003-05-29,4351.84
2003-05-30,4339.307
2003-06-02,4410.05
2003-06-03,4380.057
2003-06-04,4407.332
2003-06-05,4440.781
2003-06-06,4493.392
2003-06-09,4457.984
2003-06-10,4452.61
2003-06-11,4552.876
2003-06-12,4591.09
2003-06-13,4552.097
2003-06-16,4643.794
2003-06-17,4681.579
2003-06-18,4657.776
2003-06-19,4579.974
2003-06-20,4589.951
2003-06-23,4493.004
2003-06-24,4459.496
2003-06-25,4489.783
2003-06-26,4444.664
2003-06-27,4443.772
2003-06-30,4417.737
2003-07-01,4374.562
2003-07-02,4434.765
2003-07-03,4462.754
2003-07-04,4444.231
2003-07-07,4514.025
2003-07-08,4499.307
2003-07-09,4465.75
2003-07-10,4426.507
2003-07-11,4469.484
2003-07-14,4531.576
2003-07-15,4486.553
2003-07-16,4450.656
2003-07-17,4399.812
2003-07-18,4427.698
2003-07-21,4424.773
2003-07-22,4449.641
2003-07-23,4472.679
2003-07-24,4561.733
2003-07-25,4550.557
2003-07-28,4597.517
2003-07-29,4583.455
2003-07-30,4572.976
2003-07-31,4585.984
2003-08-01,4543.743
2003-08-04,4546.878
2003-08-05,4583.897
2003-08-06,4526.151
2003-08-07,4543.516
2003-08-08,4551.137
2003-08-11,4566.868
2003-08-12,4590.81
2003-08-13,4610.728
2003-08-14,4658.401
2003-08-15,4671.172
2003-08-18,4680.621
2003-08-19,4668.943
2003-08-20,4671.306
2003-08-21,4657.574
2003-08-22,4634.454
2003-08-25,4615.565
2003-08-26,4562.937
2003-08-27,4600.634
2003-08-28,4616.664
2003-08-29,4610.602
2003-09-01,4665.428
2003-09-02,4638.474
2003-09-03,4700.176
2003-09-04,4713.868
2003-09-05,4732.46
2003-09-08,4781.665
2003-09-09,4750.645
2003-09-10,4706.417
2003-09-11,4715.434
2003-09-12,4734.659
2003-09-15,4751.041
2003-09-16,4758.804
2003-09-17,4792.786
2003-09-18,4833.476
2003-09-19,4828.61
2003-09-22,4792.982
2003-09-23,4765.116
2003-09-24,4761.512
2003-09-25,4742.078
2003-09-26,4693.161
2003-09-29,4697.584
2003-09-30,4657.393
2003-10-01,4756.29
2003-10-02,4771.431
2003-10-03,4861.684
2003-10-06,4866.708
2003-10-07,4870.995
2003-10-08,4875.057
2003-10-09,4932.753
2003-10-10,4935.411
2003-10-13,4973.325
2003-10-14,4962.593
2003-10-15,4992.948
2003-10-16,4995.567
2003-10-17,4959.597
2003-10-20,4983.484
2003-10-21,4992.455
2003-10-22,4946.895
2003-10-23,4902.161
2003-10-24,4917.571
2003-10-27,4940.367
2003-10-28,4957.42
2003-10-29,4981.73
2003-10-30,5018.528
2003-10-31,4999.44
2003-11-03,5028.435
2003-11-04,5021.797
2003-11-05,4985.669
2003-11-06,4981.042
2003-11-07,5053.352
2003-11-10,5028.178
2003-11-11,5004.529
2003-11-12,5064.441
2003-11-13,5103.275
2003-11-14,5145.51
2003-11-17,5051.03
2003-11-18,5077.965
2003-11-19,5067.282
2003-11-20,5050.964
2003-11-21,5075.989
2003-11-24,5105.036
2003-11-25,5118.598
2003-11-26,5161.554
2003-11-27,5176.513
2003-11-28,5197.551
2003-12-01,5267.274
2003-12-02,5292.345
2003-12-03,5336.869
2003-12-04,5312.67
2003-12-05,5316.314
2003-12-08,5328.947
2003-12-09,5366.781
2003-12-10,5342.37
2003-12-11,5330.632
2003-12-12,5383.002
2003-12-15,5407.94
2003-12-16,5400.993
2003-12-17,5430.279
2003-12-18,5478.771
2003-12-19,5498.748
2003-12-22,5510.601
2003-12-23,5533.563
2003-12-24,5555.947
2003-12-25,5555.947
2003-12-26,5555.721
2003-12-29,5588.666
2003-12-30,5632.39
2003-12-31,5677.073
2004-01-01,5677.073
2004-01-02,5724.111
2004-01-05,5790.307
2004-01-06,5822.395
2004-01-07,5762.826
2004-01-08,5813.673
2004-01-09,5828.381
2004-01-12,5809.366
2004-01-13,5812.056
2004-01-14,5813.154
2004-01-15,5794.868
2004-01-16,5754.998
2004-01-19,5760.168
2004-01-20,5813.813
2004-01-21,5876.118
2004-01-22,5907.542
2004-01-23,5890.764
2004-01-26,5808.451
2004-01-27,5834.046
2004-01-28,5866.174
2004-01-29,5719.264
2004-01-30,5708.226
2004-02-02,5725.987
2004-02-03,5759.442
2004-02-04,5727.948
2004-02-05,5747.112
2004-02-06,5830.989
2004-02-09,5896.921
2004-02-10,5900.718
2004-02-11,5914.806
2004-02-12,5968.873
2004-02-13,5939.255
2004-02-16,5964.487
2004-02-17,6029.054
2004-02-18,6029.174
2004-02-19,6035.371
2004-02-20,5956.413
2004-02-23,5962.946
2004-02-24,5953.361
2004-02-25,5921.767
2004-02-26,5873.959
2004-02-27,5880.793
2004-03-01,5945.782
2004-03-02,5908.472
2004-03-03,5820.808
2004-03-04,5879.894
2004-03-05,5962.654
2004-03-08,5959.632
2004-03-09,5923.125
2004-03-10,5835.935
2004-03-11,5690.648
2004-03-12,5671.374
2004-03-15,5586.547
2004-03-16,5668.885
2004-03-17,5696.602
2004-03-18,5687.097
2004-03-19,5692.663
2004-03-22,5599.649
2004-03-23,5593.703
2004-03-24,5544.614
2004-03-25,5598.035
2004-03-26,5574.043
2004-03-29,5663.338
2004-03-30,5683.565
2004-03-31,5719.352
2004-04-01,5821.506
2004-04-02,5822.184
2004-04-05,5803.312
2004-04-06,5811.837
2004-04-07,5842.49
2004-04-08,5842.49
2004-04-09,5842.49
2004-04-12,5832.243
2004-04-13,5813.502
2004-04-14,5732.592
2004-04-15,5729.555
2004-04-16,5810.933
2004-04-19,5816.156
2004-04-20,5811.71
2004-04-21,5731.118
2004-04-22,5759.613
2004-04-23,5771.135
2004-04-26,5807.266
2004-04-27,5839.404
2004-04-28,5749.408
2004-04-29,5740.051
2004-04-30,5711.729
2004-05-03,5735.441
2004-05-04,5817.903
2004-05-05,5864.998
2004-05-06,5767.016
2004-05-07,5682.147
2004-05-10,5506.246
2004-05-11,5548.628
2004-05-12,5534.793
2004-05-13,5573.576
2004-05-14,5555.371
2004-05-17,5535.228
2004-05-18,5546.407
2004-05-19,5672.602
2004-05-20,5591.175
2004-05-21,5629.161
2004-05-24,5647.531
2004-05-25,5700.872
2004-05-26,5748.393
2004-05-27,5855.856
2004-05-28,5808.404
2004-05-31,5817.914
2004-06-01,5793.947
2004-06-02,5851.55
2004-06-03,5861.566
2004-06-04,5901.261
2004-06-07,5977.523
2004-06-08,5967.919
2004-06-09,5880.255
2004-06-10,5901.342
2004-06-11,5854.65
2004-06-14,5812.197
2004-06-15,5854.817
2004-06-16,5884.502
2004-06-17,5908.609
2004-06-18,5964.844
2004-06-21,5943.383
2004-06-22,5879.065
2004-06-23,5899.569
2004-06-24,5970.927
2004-06-25,5946.873
2004-06-28,6014.967
2004-06-29,5951.215
2004-06-30,5937.44
2004-07-01,5913.453
2004-07-02,5938.064
2004-07-05,5927.222
2004-07-06,5902.474
2004-07-07,5936.361
2004-07-08,5975.659
2004-07-09,5978.054
2004-07-12,5963.66
2004-07-13,5931.925
2004-07-14,5945.014
2004-07-15,5875.916
2004-07-16,5931.928
2004-07-19,5898.986
2004-07-20,5881.264
2004-07-21,5864.981
2004-07-22,5797.651
2004-07-23,5734.136
2004-07-26,5710.461
2004-07-27,5723.034
2004-07-28,5736.991
2004-07-29,5815.845
2004-07-30,5809.481
2004-08-02,5811.328
2004-08-03,5849.459
2004-08-04,5804.246
2004-08-05,5817.433
2004-08-06,5796.44
2004-08-09,5751.949
2004-08-10,5815.378
2004-08-11,5724.928
2004-08-12,5732.163
2004-08-13,5761.872
2004-08-16,5810.371
2004-08-17,5802.834
2004-08-18,5792.38
2004-08-19,5828.636
2004-08-20,5807.405
2004-08-23,5820.163
2004-08-24,5775.629
2004-08-25,5783.011
2004-08-26,5822.882
2004-08-27,5846.294
2004-08-30,5839.852
2004-08-31,5843.713
2004-09-01,5894.745
2004-09-02,5912.005
2004-09-03,5913.95
2004-09-06,5938.872
2004-09-07,5939.291
2004-09-08,5956.794
2004-09-09,5942.577
2004-09-10,6022.859
2004-09-13,6043.038
2004-09-14,6041.946
2004-09-15,5972.349
2004-09-16,5995.627
2004-09-17,6046.474
2004-09-20,6023.199
2004-09-21,6109.987
2004-09-22,6058.764
2004-09-23,6034.472
2004-09-24,6043.749
2004-09-27,6023.935
2004-09-28,6059.427
2004-09-29,6078.844
2004-09-30,6087.801
2004-10-01,6183.06
2004-10-04,6174.264
2004-10-05,6215.973
2004-10-06,6219.073
2004-10-07,6217.4
2004-10-08,6254.428
2004-10-11,6242.382
2004-10-12,6152.597
2004-10-13,6143.513
2004-10-14,6173.974
2004-10-15,6193.986
2004-10-18,6193.07
2004-10-19,6235.106
2004-10-20,6217.697
2004-10-21,6251.846
2004-10-22,6268.435
2004-10-25,6239.674
2004-10-26,6254.811
2004-10-27,6323.291
2004-10-28,6347.995
2004-10-29,6318.842
2004-11-01,6385.68
2004-11-02,6418.398
2004-11-03,6490.423
2004-11-04,6518.868
2004-11-05,6565.819
2004-11-08,6583.791
2004-11-09,6564.179
2004-11-10,6581.742
2004-11-11,6632.118
2004-11-12,6671.689
2004-11-15,6668.335
2004-11-16,6635.104
2004-11-17,6715.916
2004-11-18,6694.999
2004-11-19,6696.766
2004-11-22,6658.14
2004-11-23,6692.214
2004-11-24,6723.026
2004-11-25,6819.587
2004-11-26,6822.528
2004-11-29,6820.292
2004-11-30,6802.958
2004-12-01,6886.961
2004-12-02,6890.99
2004-12-03,6929.797
2004-12-06,6930.24
2004-12-07,6948.769
2004-12-08,6858.268
2004-12-09,6809.32
2004-12-10,6824.575
2004-12-13,6918.772
2004-12-14,6929.358
2004-12-15,7005.948
2004-12-16,6954.606
2004-12-17,6889.519
2004-12-20,7005.147
2004-12-21,6965.742
2004-12-22,7015.277
2004-12-23,7081.034
2004-12-24,7106.462
2004-12-27,7136.795
2004-12-28,7130.633
2004-12-29,7117.452
2004-12-30,7136.537
2004-12-31,7116.27
2005-01-03,7089.426
2005-01-04,7036.411
2005-01-05,6982.436
2005-01-06,6969.129
2005-01-07,6949.09
2005-01-10,6977.278
2005-01-11,6956.092
2005-01-12,6978.492
2005-01-13,6961.222
2005-01-14,6943.079
2005-01-17,6959.735
2005-01-18,6939.781
2005-01-19,6959.36
2005-01-20,6890.458
2005-01-21,6911.074
2005-01-24,6929.901
2005-01-25,6935.906
2005-01-26,6991.576
2005-01-27,6994.069
2005-01-28,6949.469
2005-01-31,7017.231
2005-02-01,7060.862
2005-02-02,7102.188
2005-02-03,7054.112
2005-02-04,7121.507
2005-02-07,7094.333
2005-02-08,7071.295
2005-02-09,7062.112
2005-02-10,7129.757
2005-02-11,7197.566
2005-02-14,7254.159
2005-02-15,7290.71
2005-02-16,7254.572
2005-02-17,7316.136
2005-02-18,7328.495
2005-02-21,7299.536
2005-02-22,7332.901
2005-02-23,7279.643
2005-02-24,7287.973
2005-02-25,7363.952
2005-02-28,7395.869
2005-03-01,7395.524
2005-03-02,7348.761
2005-03-03,7353.719
2005-03-04,7480.682
2005-03-07,7441.887
2005-03-08,7493.038
2005-03-09,7459.964
2005-03-10,7420.003
2005-03-11,7469.256
2005-03-14,7419.26
2005-03-15,7445.027
2005-03-16,7406.811
2005-03-17,7369.908
2005-03-18,7339.093
2005-03-21,7261.856
2005-03-22,7287.943
2005-03-23,7157.18
2005-03-24,7174.544
2005-03-25,7174.544
2005-03-28,7136.798
2005-03-29,7175.938
2005-03-30,7169.233
2005-03-31,7193.834
2005-04-01,7210.209
2005-04-04,7104.658
2005-04-05,7170.389
2005-04-06,7202.678
2005-04-07,7262.103
2005-04-08,7238.956
2005-04-11,7285.543
2005-04-12,7218.809
2005-04-13,7261.089
2005-04-14,7184.098
2005-04-15,7126.566
2005-04-18,7036.643
2005-04-19,7096.053
2005-04-20,7072.9
2005-04-21,7075.36
2005-04-22,7123.03
2005-04-25,7112.347
2005-04-26,7075.152
2005-04-27,6985.273
2005-04-28,6949.196
2005-04-29,6964.893
2005-05-02,6956.338
2005-05-03,7010.186
2005-05-04,7085.97
2005-05-05,7124.643
2005-05-06,7103.917
2005-05-09,7066.591
2005-05-10,7041.878
2005-05-11,6994.714
2005-05-12,6984.328
2005-05-13,6945.203
2005-05-16,6893.697
2005-05-17,6907.99
2005-05-18,7004.901
2005-05-19,7040.737
2005-05-20,6991.301
2005-05-23,7047.511
2005-05-24,7053.215
2005-05-25,7057.99
2005-05-26,7058.084
2005-05-27,7069.005
2005-05-30,7070.554
2005-05-31,6991.198
2005-06-01,7045.483
2005-06-02,7063.247
2005-06-03,7031.143
2005-06-06,7016.362
2005-06-07,7095.104
2005-06-08,7117.106
2005-06-09,7040.042
2005-06-10,7052.175
2005-06-13,7038.186
2005-06-14,7059.297
