Date,ACWI SMID GROWTH SMID (Small+Mid Cap)
2002-05-15,451.363
2002-05-16,450.777
2002-05-17,454.418
2002-05-20,451.31
2002-05-21,447.202
2002-05-22,447.115
2002-05-23,448.72
2002-05-24,446.811
2002-05-27,446.427
2002-05-28,446.441
2002-05-29,444.051
2002-05-30,443.936
2002-05-31,443.762
2002-06-03,436.21
2002-06-04,434.192
2002-06-05,434.828
2002-06-06,430.603
2002-06-07,429.933
2002-06-10,430.1
2002-06-11,425.115
2002-06-12,422.834
2002-06-13,418.32
2002-06-14,416.057
2002-06-17,423.398
2002-06-18,423.486
2002-06-19,417.687
2002-06-20,412.896
2002-06-21,409.221
2002-06-24,407.749
2002-06-25,403.01
2002-06-26,401.205
2002-06-27,405.586
2002-06-28,410.425
2002-07-01,402.443
2002-07-02,391.807
2002-07-03,390.539
2002-07-04,391.081
2002-07-05,403.143
2002-07-08,400.223
2002-07-09,395.297
2002-07-10,386.176
2002-07-11,383.493
2002-07-12,384.302
2002-07-15,381.223
2002-07-16,378.973
2002-07-17,381.691
2002-07-18,377.834
2002-07-19,369.259
2002-07-22,358.291
2002-07-23,349.837
2002-07-24,356.521
2002-07-25,355.045
2002-07-26,353.001
2002-07-29,366.791
2002-07-30,370.321
2002-07-31,367.232
2002-08-01,359.186
2002-08-02,352.107
2002-08-05,341.924
2002-08-06,346.782
2002-08-07,350.281
2002-08-08,356.727
2002-08-09,359.119
2002-08-12,357.755
2002-08-13,352.842
2002-08-14,361.033
2002-08-15,366.591
2002-08-16,369.794
2002-08-19,374.722
2002-08-20,371.575
2002-08-21,376.795
2002-08-22,380.973
2002-08-23,375.037
2002-08-26,377.186
2002-08-27,372.908
2002-08-28,365.412
2002-08-29,366.129
2002-08-30,364.72
2002-09-02,363.683
2002-09-03,354.157
2002-09-04,357.243
2002-09-05,352.423
2002-09-06,358.401
2002-09-09,359.403
2002-09-10,362.268
2002-09-11,363.51
2002-09-12,357.55
2002-09-13,356.548
2002-09-16,353.952
2002-09-17,350.317
2002-09-18,347.705
2002-09-19,340.735
2002-09-20,339.982
2002-09-23,333.228
2002-09-24,328.741
2002-09-25,335.224
2002-09-26,339.675
2002-09-27,336.878
2002-09-30,332.866
2002-10-01,335.762
2002-10-02,331.86
2002-10-03,327.958
2002-10-04,321.652
2002-10-07,314.255
2002-10-08,315.845
2002-10-09,310.68
2002-10-10,315.839
2002-10-11,325.762
2002-10-14,327.981
2002-10-15,340.862
2002-10-16,335.078
2002-10-17,344.164
2002-10-18,345.25
2002-10-21,350.367
2002-10-22,345.663
2002-10-23,348.201
2002-10-24,346.117
2002-10-25,349.897
2002-10-28,349.438
2002-10-29,345.107
2002-10-30,349.38
2002-10-31,350.323
2002-11-01,355.365
2002-11-04,360.559
2002-11-05,361.402
2002-11-06,365.07
2002-11-07,359.616
2002-11-08,355.445
2002-11-11,347.749
2002-11-12,351.686
2002-11-13,351.251
2002-11-14,357.178
2002-11-15,359.818
2002-11-18,358.804
2002-11-19,355.637
2002-11-20,360.508
2002-11-21,369.182
2002-11-22,370.529
2002-11-25,371.877
2002-11-26,365.079
2002-11-27,373.199
2002-11-28,375.582
2002-11-29,375.357
2002-12-02,375.601
2002-12-03,369.799
2002-12-04,366.411
2002-12-05,363.903
2002-12-06,364.733
2002-12-09,356.629
2002-12-10,360.059
2002-12-11,360.95
2002-12-12,361.321
2002-12-13,356.659
2002-12-16,361.12
2002-12-17,359.601
2002-12-18,353.963
2002-12-19,352.859
2002-12-20,356.233
2002-12-23,357.629
2002-12-24,356.942
2002-12-25,356.891
2002-12-26,357.826
2002-12-27,354.077
2002-12-30,354.157
2002-12-31,355.818
2003-01-01,355.805
2003-01-02,363.116
2003-01-03,363.867
2003-01-06,369.205
2003-01-07,366.887
2003-01-08,361.524
2003-01-09,366.866
2003-01-10,368.635
2003-01-13,368.639
2003-01-14,370.207
2003-01-15,367.672
2003-01-16,367.315
2003-01-17,362.732
2003-01-20,361.987
2003-01-21,358.148
2003-01-22,355.907
2003-01-23,359.699
2003-01-24,354.618
2003-01-27,347.805
2003-01-28,350.378
2003-01-29,351.194
2003-01-30,347.943
2003-01-31,349.455
2003-02-03,350.655
2003-02-04,348.182
2003-02-05,347.767
2003-02-06,345.292
2003-02-07,342.225
2003-02-10,342.613
2003-02-11,342.38
2003-02-12,338.693
2003-02-13,337.005
2003-02-14,340.051
2003-02-17,341.339
2003-02-18,346.475
2003-02-19,344.276
2003-02-20,343.958
2003-02-21,346.189
2003-02-24,342.193
2003-02-25,340.536
2003-02-26,338.454
2003-02-27,340.306
2003-02-28,343.068
2003-03-03,342.673
2003-03-04,339.033
2003-03-05,338.83
2003-03-06,337.414
2003-03-07,337.136
2003-03-10,330.916
2003-03-11,328.293
2003-03-12,326.897
2003-03-13,335.445
2003-03-14,337.282
2003-03-17,344.704
2003-03-18,347.722
2003-03-19,347.616
2003-03-20,349.915
2003-03-21,354.389
2003-03-24,346.721
2003-03-25,350.322
2003-03-26,350.426
2003-03-27,350.306
2003-03-28,349.793
2003-03-31,345.409
2003-04-01,346.598
2003-04-02,353.813
2003-04-03,353.333
2003-04-04,352.393
2003-04-07,355.644
2003-04-08,353.407
2003-04-09,350.752
2003-04-10,352.408
2003-04-11,352.288
2003-04-14,356.195
2003-04-15,359.078
2003-04-16,357.427
2003-04-17,362.606
2003-04-18,362.843
2003-04-21,362.878
2003-04-22,367.618
2003-04-23,370.679
2003-04-24,369.115
2003-04-25,365.039
2003-04-28,369.531
2003-04-29,371.849
2003-04-30,374.581
2003-05-01,376.073
2003-05-02,381.18
2003-05-05,383.804
2003-05-06,387.998
2003-05-07,387.038
2003-05-08,383.603
2003-05-09,387.661
2003-05-12,392.228
2003-05-13,392.34
2003-05-14,392.709
2003-05-15,395.074
2003-05-16,396.024
2003-05-19,388.028
2003-05-20,387.285
2003-05-21,388.224
2003-05-22,392.588
2003-05-23,394.793
2003-05-26,395.543
2003-05-27,401.371
2003-05-28,402.353
2003-05-29,404.433
2003-05-30,409.413
2003-06-02,411.526
2003-06-03,410.123
2003-06-04,415.993
2003-06-05,421.995
2003-06-06,421.858
2003-06-09,416.837
2003-06-10,419.094
2003-06-11,425.098
2003-06-12,426.181
2003-06-13,422.921
2003-06-16,429.019
2003-06-17,430.4
2003-06-18,428.951
2003-06-19,423.785
2003-06-20,423.3
2003-06-23,416.678
2003-06-24,414.657
2003-06-25,417.368
2003-06-26,418.738
2003-06-27,418.622
2003-06-30,417.954
2003-07-01,420.234
2003-07-02,426.694
2003-07-03,426.308
2003-07-04,425.927
2003-07-07,432.591
2003-07-08,436.274
2003-07-09,436.696
2003-07-10,431.669
2003-07-11,432.778
2003-07-14,437.689
2003-07-15,435.833
2003-07-16,432.403
2003-07-17,424.466
2003-07-18,427.088
2003-07-21,424.605
2003-07-22,427.329
2003-07-23,430.71
2003-07-24,431.103
2003-07-25,434.168
2003-07-28,436.906
2003-07-29,435.865
2003-07-30,433.046
2003-07-31,433.435
2003-08-01,432.094
2003-08-04,430.812
2003-08-05,426.255
2003-08-06,423.243
2003-08-07,424.644
2003-08-08,424.95
2003-08-11,428.361
2003-08-12,432.77
2003-08-13,434.755
2003-08-14,436.925
2003-08-15,437.791
2003-08-18,442.645
2003-08-19,445.722
2003-08-20,447.667
2003-08-21,451.241
2003-08-22,447.986
2003-08-25,446.423
2003-08-26,445.945
2003-08-27,448.276
2003-08-28,452.27
2003-08-29,456.247
2003-09-01,458.605
2003-09-02,461.839
2003-09-03,464.7
2003-09-04,465.681
2003-09-05,464.799
2003-09-08,469.588
2003-09-09,467.875
2003-09-10,460.072
2003-09-11,461.504
2003-09-12,464.069
2003-09-15,463.508
2003-09-16,468.655
2003-09-17,470.067
2003-09-18,474.691
2003-09-19,476.242
2003-09-22,471.727
2003-09-23,474.446
2003-09-24,468.899
2003-09-25,463.282
2003-09-26,457.708
2003-09-29,461.125
2003-09-30,459.108
2003-10-01,466.49
2003-10-02,470.685
2003-10-03,477.19
2003-10-06,479.784
2003-10-07,483.279
2003-10-08,481.989
2003-10-09,485.355
2003-10-10,487.844
2003-10-13,490.93
2003-10-14,492.613
2003-10-15,491.979
2003-10-16,495.483
2003-10-17,490.512
2003-10-20,492.171
2003-10-21,494.741
2003-10-22,489.332
2003-10-23,483.931
2003-10-24,484.208
2003-10-27,487.882
2003-10-28,494.593
2003-10-29,498.859
2003-10-30,499.178
2003-10-31,498.025
2003-11-03,500.958
2003-11-04,502.672
2003-11-05,502.149
2003-11-06,502.131
2003-11-07,504.106
2003-11-10,500.236
2003-11-11,495.791
2003-11-12,502.538
2003-11-13,505.334
2003-11-14,500.918
2003-11-17,492.914
2003-11-18,491.484
2003-11-19,490.718
2003-11-20,489.573
2003-11-21,491.091
2003-11-24,497.518
2003-11-25,500.623
2003-11-26,505.29
2003-11-27,505.645
2003-11-28,507.66
2003-12-01,514.109
2003-12-02,515.166
2003-12-03,512.694
2003-12-04,511.101
2003-12-05,508.119
2003-12-08,508.504
2003-12-09,504.034
2003-12-10,499.291
2003-12-11,504.833
2003-12-12,508.206
2003-12-15,506.121
2003-12-16,504.122
2003-12-17,504.478
2003-12-18,509.768
2003-12-19,509.088
2003-12-22,510.79
2003-12-23,513.715
2003-12-24,514.392
2003-12-25,514.618
2003-12-26,515.879
2003-12-29,521.718
2003-12-30,524.317
2003-12-31,524.264
2004-01-01,524.284
2004-01-02,525.906
2004-01-05,533.815
2004-01-06,535.81
2004-01-07,536.388
2004-01-08,540.853
2004-01-09,542.231
2004-01-12,544.046
2004-01-13,542.037
2004-01-14,544.484
2004-01-15,543.825
2004-01-16,547.379
2004-01-19,548.199
2004-01-20,553.334
2004-01-21,553.845
2004-01-22,552.471
2004-01-23,552.4
2004-01-26,553.349
2004-01-27,551.824
2004-01-28,546.32
2004-01-29,540.054
2004-01-30,542.206
2004-02-02,543.246
2004-02-03,543.79
2004-02-04,536.762
2004-02-05,539.387
2004-02-06,549.135
2004-02-09,551.195
2004-02-10,553.275
2004-02-11,556.636
2004-02-12,558.431
2004-02-13,556.035
2004-02-16,556.644
2004-02-17,562.662
2004-02-18,561.901
2004-02-19,556.556
2004-02-20,550.993
2004-02-23,546.921
2004-02-24,546.386
2004-02-25,547.837
2004-02-26,549.484
2004-02-27,552.302
2004-03-01,560.632
2004-03-02,558.008
2004-03-03,554.64
2004-03-04,558.652
2004-03-05,563.109
2004-03-08,558.23
2004-03-09,554.415
2004-03-10,544.708
2004-03-11,537.839
2004-03-12,542.485
2004-03-15,534.86
2004-03-16,538.373
2004-03-17,545.257
2004-03-18,546.501
2004-03-19,544.168
2004-03-22,535.773
2004-03-23,535.407
2004-03-24,534.488
2004-03-25,543.406
2004-03-26,544.638
2004-03-29,552.005
2004-03-30,554.805
2004-03-31,558.451
2004-04-01,564.516
2004-04-02,568.717
2004-04-05,571.283
2004-04-06,569.204
2004-04-07,570.787
2004-04-08,569.927
2004-04-09,568.798
2004-04-12,571.898
2004-04-13,564.274
2004-04-14,559.259
2004-04-15,556.03
2004-04-16,559.046
2004-04-19,560.225
2004-04-20,555.766
2004-04-21,555.66
2004-04-22,561.244
2004-04-23,562.129
2004-04-26,561.769
2004-04-27,560.587
2004-04-28,551.391
2004-04-29,545.106
2004-04-30,539.348
2004-05-03,542.397
2004-05-04,546.635
2004-05-05,549.507
2004-05-06,541.491
2004-05-07,531.126
2004-05-10,514.465
2004-05-11,520.321
2004-05-12,522.205
2004-05-13,520.321
2004-05-14,516.699
2004-05-17,508.777
2004-05-18,514.193
2004-05-19,521.845
2004-05-20,518.225
2004-05-21,524.16
2004-05-24,527.221
2004-05-25,533.895
2004-05-26,537.634
2004-05-27,542.592
2004-05-28,544.627
2004-05-31,544.603
2004-06-01,545.447
2004-06-02,545.902
2004-06-03,538.95
2004-06-04,542.772
2004-06-07,553.152
2004-06-08,553.131
2004-06-09,546.795
2004-06-10,547.738
2004-06-11,545.735
2004-06-14,539.877
2004-06-15,544.211
2004-06-16,546.437
2004-06-17,546.287
2004-06-18,547.343
2004-06-21,546.523
2004-06-22,547.475
2004-06-23,551.651
2004-06-24,555.078
2004-06-25,557.379
2004-06-28,557.438
2004-06-29,557.74
2004-06-30,560.786
2004-07-01,557.052
2004-07-02,555.604
2004-07-05,553.482
2004-07-06,546.823
2004-07-07,548.678
2004-07-08,543.66
2004-07-09,545.95
2004-07-12,545.534
2004-07-13,543.952
2004-07-14,541.477
2004-07-15,540.375
2004-07-16,540.513
2004-07-19,539.306
2004-07-20,541.037
2004-07-21,533.192
2004-07-22,531.502
2004-07-23,524.884
2004-07-26,519.278
2004-07-27,521.511
2004-07-28,520.744
2004-07-29,524.705
2004-07-30,527.191
2004-08-02,526.85
2004-08-03,522.821
2004-08-04,518.687
2004-08-05,514.076
2004-08-06,508.42
2004-08-09,506.317
2004-08-10,512.729
2004-08-11,508.518
2004-08-12,503.949
2004-08-13,504.489
2004-08-16,509.373
2004-08-17,511.553
2004-08-18,516.647
2004-08-19,518.55
2004-08-20,522.008
2004-08-23,520.879
2004-08-24,519.162
2004-08-25,522.842
2004-08-26,523.895
2004-08-27,526.018
2004-08-30,521.985
2004-08-31,524.15
2004-09-01,528.476
2004-09-02,532.406
2004-09-03,528.397
2004-09-06,530.443
2004-09-07,533.361
2004-09-08,532.501
2004-09-09,534.158
2004-09-10,539.246
2004-09-13,542.918
2004-09-14,544.322
2004-09-15,538.365
2004-09-16,541.288
2004-09-17,542.363
2004-09-20,541.529
2004-09-21,546.1
2004-09-22,540.814
2004-09-23,540.881
2004-09-24,540.721
2004-09-27,536.382
2004-09-28,538.827
2004-09-29,541.471
2004-09-30,545.47
2004-10-01,553.006
2004-10-04,556.611
2004-10-05,556.119
2004-10-06,558.599
2004-10-07,555.322
2004-10-08,553.845
2004-10-11,553.923
2004-10-12,549.222
2004-10-13,546.222
2004-10-14,544.223
2004-10-15,546.407
2004-10-18,547.864
2004-10-19,548.189
2004-10-20,548.968
2004-10-21,554.152
2004-10-22,551.753
2004-10-25,551.511
2004-10-26,554.465
2004-10-27,561.559
2004-10-28,562.744
2004-10-29,563.132
2004-11-01,564.384
2004-11-02,566.558
2004-11-03,572.966
2004-11-04,577.916
2004-11-05,582.504
2004-11-08,580.92
2004-11-09,581.548
2004-11-10,582.538
2004-11-11,586.322
2004-11-12,592.879
2004-11-15,594.526
2004-11-16,592.101
2004-11-17,597.581
2004-11-18,596.909
2004-11-19,594.586
2004-11-22,594.992
2004-11-23,597.264
2004-11-24,602.332
2004-11-25,604.879
2004-11-26,605.146
2004-11-29,606.305
2004-11-30,604.554
2004-12-01,609.658
2004-12-02,609.648
2004-12-03,612.148
2004-12-06,611.839
2004-12-07,606.231
2004-12-08,602.851
2004-12-09,601.968
2004-12-10,602.11
2004-12-13,607.422
2004-12-14,610.557
2004-12-15,615.725
2004-12-16,612.816
2004-12-17,612.887
2004-12-20,614.857
2004-12-21,617.654
2004-12-22,619.744
2004-12-23,622.056
2004-12-24,623.695
2004-12-27,623.318
2004-12-28,627.757
2004-12-29,627.661
2004-12-30,630.721
2004-12-31,631.267
2005-01-03,624.624
2005-01-04,615.276
2005-01-05,609.919
2005-01-06,609.431
2005-01-07,607.85
2005-01-10,610.984
2005-01-11,610.093
2005-01-12,613.67
2005-01-13,612.588
2005-01-14,615.0
2005-01-17,616.964
2005-01-18,619.066
2005-01-19,616.96
2005-01-20,612.099
2005-01-21,611.238
2005-01-24,609.465
2005-01-25,609.265
2005-01-26,616.495
2005-01-27,617.68
2005-01-28,615.207
2005-01-31,621.957
2005-02-01,624.278
2005-02-02,627.941
2005-02-03,626.303
2005-02-04,632.744
2005-02-07,631.502
2005-02-08,630.412
2005-02-09,625.273
2005-02-10,627.854
2005-02-11,633.274
2005-02-14,636.23
2005-02-15,637.877
2005-02-16,637.053
2005-02-17,635.925
2005-02-18,636.424
2005-02-21,636.325
2005-02-22,632.709
2005-02-23,632.457
2005-02-24,637.17
2005-02-25,643.65
2005-02-28,644.452
2005-03-01,646.127
2005-03-02,645.089
2005-03-03,645.35
2005-03-04,652.09
2005-03-07,652.629
2005-03-08,651.729
2005-03-09,648.278
2005-03-10,645.442
2005-03-11,646.811
2005-03-14,646.107
2005-03-15,643.95
2005-03-16,641.686
2005-03-17,640.922
2005-03-18,639.849
2005-03-21,637.182
2005-03-22,635.675
2005-03-23,627.378
2005-03-24,628.026
2005-03-25,628.209
2005-03-28,626.436
2005-03-29,620.346
2005-03-30,624.651
2005-03-31,629.215
2005-04-01,629.517
2005-04-04,626.147
2005-04-05,628.858
2005-04-06,630.797
2005-04-07,634.377
2005-04-08,631.198
2005-04-11,631.532
2005-04-12,630.809
2005-04-13,627.45
2005-04-14,618.538
2005-04-15,609.068
2005-04-18,605.065
2005-04-19,613.735
2005-04-20,609.859
2005-04-21,615.956
2005-04-22,615.538
2005-04-25,618.396
2005-04-26,613.234
2005-04-27,609.552
2005-04-28,601.821
2005-04-29,604.523
2005-05-02,606.766
2005-05-03,607.032
2005-05-04,613.769
2005-05-05,615.192
2005-05-06,616.284
2005-05-09,618.093
2005-05-10,614.32
2005-05-11,613.875
2005-05-12,608.384
2005-05-13,605.145
2005-05-16,606.598
2005-05-17,607.794
2005-05-18,614.848
2005-05-19,619.006
2005-05-20,617.526
2005-05-23,621.641
2005-05-24,622.52
2005-05-25,619.406
2005-05-26,623.191
2005-05-27,625.426
2005-05-30,626.239
2005-05-31,625.366
2005-06-01,628.326
2005-06-02,630.856
2005-06-03,630.668
2005-06-06,632.069
2005-06-07,633.232
2005-06-08,633.344
2005-06-09,633.336
2005-06-10,633.33
2005-06-13,633.748
2005-06-14,635.457
2005-06-15,638.278
2005-06-16,643.073
2005-06-17,647.157
2005-06-20,645.118
2005-06-21,644.785
2005-06-22,645.923
2005-06-23,642.222
2005-06-24,638.141
2005-06-27,636.803
2005-06-28,642.04
2005-06-29,642.882
2005-06-30,641.591
2005-07-01,641.539
2005-07-04,641.349
2005-07-05,644.78
2005-07-06,644.717
2005-07-07,643.126
2005-07-08,649.471
2005-07-11,657.351
2005-07-12,661.052
2005-07-13,658.406
2005-07-14,658.385
2005-07-15,657.738
2005-07-18,657.016
2005-07-19,660.233
2005-07-20,663.23
2005-07-21,664.121
2005-07-22,667.777
2005-07-25,665.232
2005-07-26,665.155
2005-07-27,667.651
2005-07-28,673.66
2005-07-29,673.746
2005-08-01,677.211
2005-08-02,681.145
2005-08-03,682.101
2005-08-04,678.549
2005-08-05,671.979
2005-08-08,672.391
2005-08-09,674.692
2005-08-10,679.409
2005-08-11,684.016
2005-08-12,682.156
2005-08-15,681.974
2005-08-16,676.807
2005-08-17,675.337
2005-08-18,670.96
2005-08-19,672.034
2005-08-22,676.977
2005-08-23,675.468
2005-08-24,674.521
2005-08-25,675.029
2005-08-26,672.788
2005-08-29,672.595
2005-08-30,671.129
2005-08-31,680.384
2005-09-01,687.716
2005-09-02,687.135
2005-09-05,688.159
2005-09-06,692.197
2005-09-07,694.806
2005-09-08,692.317
2005-09-09,698.418
2005-09-12,697.917
2005-09-13,693.326
2005-09-14,693.333
2005-09-15,692.22
2005-09-16,694.712
2005-09-19,692.832
2005-09-20,691.224
2005-09-21,687.183
2005-09-22,684.61
2005-09-23,684.741
2005-09-26,689.478
2005-09-27,687.708
2005-09-28,690.385
2005-09-29,696.047
2005-09-30,699.899
2005-10-03,700.276
2005-10-04,697.992
2005-10-05,686.762
2005-10-06,679.445
2005-10-07,681.067
2005-10-10,677.56
2005-10-11,676.785
2005-10-12,670.876
2005-10-13,663.794
2005-10-14,670.21
2005-10-17,670.919
2005-10-18,662.142
2005-10-19,662.455
2005-10-20,659.017
2005-10-21,661.562
2005-10-24,669.798
2005-10-25,672.442
2005-10-26,670.797
2005-10-27,663.253
2005-10-28,666.886
2005-10-31,676.15
2005-11-01,678.22
2005-11-02,687.366
2005-11-03,691.566
2005-11-04,688.044
2005-11-07,688.808
2005-11-08,686.486
