Date,IRELAND IMI VALUE IMI (Large+Mid+Small Cap)
2005-11-08,624.413
2005-11-09,622.209
2005-11-10,628.905
2005-11-11,630.557
2005-11-14,631.234
2005-11-15,629.504
2005-11-16,623.393
2005-11-17,624.344
2005-11-18,629.084
2005-11-21,634.248
2005-11-22,635.5
2005-11-23,644.42
2005-11-24,640.144
2005-11-25,642.333
2005-11-28,646.721
2005-11-29,641.377
2005-11-30,646.034
2005-12-01,649.028
2005-12-02,652.796
2005-12-05,660.102
2005-12-06,662.08
2005-12-07,656.499
2005-12-08,665.166
2005-12-09,669.728
2005-12-12,677.822
2005-12-13,671.911
2005-12-14,674.472
2005-12-15,669.049
2005-12-16,681.769
2005-12-19,673.918
2005-12-20,664.915
2005-12-21,663.935
2005-12-22,661.413
2005-12-23,672.062
2005-12-26,672.062
2005-12-27,671.723
2005-12-28,680.258
2005-12-29,678.806
2005-12-30,670.7
2006-01-02,670.7
2006-01-03,689.081
2006-01-04,699.707
2006-01-05,698.405
2006-01-06,705.258
2006-01-09,702.959
2006-01-10,691.471
2006-01-11,701.191
2006-01-12,702.281
2006-01-13,701.207
2006-01-16,705.033
2006-01-17,702.509
2006-01-18,695.585
2006-01-19,695.17
2006-01-20,692.952
2006-01-23,701.239
2006-01-24,705.321
2006-01-25,707.373
2006-01-26,709.673
2006-01-27,714.604
2006-01-30,710.668
2006-01-31,716.043
2006-02-01,716.351
2006-02-02,712.098
2006-02-03,714.143
2006-02-06,710.705
2006-02-07,700.652
2006-02-08,694.852
2006-02-09,702.557
2006-02-10,701.687
2006-02-13,705.791
2006-02-14,707.122
2006-02-15,714.985
2006-02-16,721.522
2006-02-17,729.452
2006-02-20,735.784
2006-02-21,733.945
2006-02-22,740.541
2006-02-23,745.666
2006-02-24,741.684
2006-02-27,743.825
2006-02-28,743.352
2006-03-01,744.983
2006-03-02,743.488
2006-03-03,738.471
2006-03-06,742.039
2006-03-07,729.05
2006-03-08,730.578
2006-03-09,737.601
2006-03-10,739.114
2006-03-13,750.11
2006-03-14,748.198
2006-03-15,754.234
2006-03-16,750.889
2006-03-17,757.84
2006-03-20,767.684
2006-03-21,762.931
2006-03-22,760.917
2006-03-23,757.028
2006-03-24,768.698
2006-03-27,765.457
2006-03-28,759.347
2006-03-29,749.617
2006-03-30,769.993
2006-03-31,771.275
2006-04-03,773.852
2006-04-04,777.82
2006-04-05,777.194
2006-04-06,770.449
2006-04-07,752.186
2006-04-10,755.673
2006-04-11,747.075
2006-04-12,741.79
2006-04-13,745.634
2006-04-14,745.634
2006-04-17,757.477
2006-04-18,750.524
2006-04-19,755.568
2006-04-20,753.019
2006-04-21,767.435
2006-04-24,759.077
2006-04-25,768.384
2006-04-26,773.572
2006-04-27,776.273
2006-04-28,788.627
2006-05-01,790.004
2006-05-02,787.089
2006-05-03,783.328
2006-05-04,783.468
2006-05-05,790.784
2006-05-08,792.06
2006-05-09,795.433
2006-05-10,793.044
2006-05-11,783.702
2006-05-12,778.016
2006-05-15,768.562
2006-05-16,788.253
2006-05-17,771.256
2006-05-18,769.31
2006-05-19,759.063
2006-05-22,748.2
2006-05-23,769.164
2006-05-24,762.858
2006-05-25,770.715
2006-05-26,776.472
2006-05-29,781.544
2006-05-30,780.451
2006-05-31,770.737
2006-06-01,785.722
2006-06-02,792.908
2006-06-05,793.583
2006-06-06,747.901
2006-06-07,752.867
2006-06-08,732.672
2006-06-09,743.137
2006-06-12,725.948
2006-06-13,698.609
2006-06-14,714.084
2006-06-15,750.012
2006-06-16,757.461
2006-06-19,757.8
2006-06-20,750.151
2006-06-21,753.397
2006-06-22,745.103
2006-06-23,736.944
2006-06-26,745.744
2006-06-27,751.755
2006-06-28,744.065
2006-06-29,751.152
2006-06-30,778.907
2006-07-03,786.511
2006-07-04,783.787
2006-07-05,767.434
2006-07-06,773.134
2006-07-07,777.59
2006-07-10,780.377
2006-07-11,774.315
2006-07-12,771.92
2006-07-13,756.539
2006-07-14,733.973
2006-07-17,719.884
2006-07-18,718.643
2006-07-19,750.574
2006-07-20,760.917
2006-07-21,756.847
2006-07-24,762.965
2006-07-25,751.371
2006-07-26,752.798
2006-07-27,768.21
2006-07-28,777.418
2006-07-31,774.857
2006-08-01,782.111
2006-08-02,804.735
2006-08-03,798.637
2006-08-04,814.605
2006-08-07,799.082
2006-08-08,803.983
2006-08-09,817.316
2006-08-10,799.96
2006-08-11,797.102
2006-08-14,806.501
2006-08-15,820.898
2006-08-16,830.153
2006-08-17,832.444
2006-08-18,826.232
2006-08-21,834.439
2006-08-22,832.25
2006-08-23,827.279
2006-08-24,825.114
2006-08-25,829.752
2006-08-28,831.804
2006-08-29,835.557
2006-08-30,840.012
2006-08-31,839.931
2006-09-01,835.985
2006-09-04,842.771
2006-09-05,841.157
2006-09-06,834.627
2006-09-07,827.176
2006-09-08,814.936
2006-09-11,807.623
2006-09-12,814.525
2006-09-13,817.18
2006-09-14,825.153
2006-09-15,821.966
2006-09-18,827.397
2006-09-19,836.252
2006-09-20,853.815
2006-09-21,851.099
2006-09-22,855.236
2006-09-25,846.279
2006-09-26,848.615
2006-09-27,853.736
2006-09-28,851.197
2006-09-29,852.493
2006-10-02,853.674
2006-10-03,842.97
2006-10-04,846.569
2006-10-05,845.431
2006-10-06,835.876
2006-10-09,848.224
2006-10-10,846.98
2006-10-11,843.921
2006-10-12,857.94
2006-10-13,857.161
2006-10-16,865.708
2006-10-17,857.663
2006-10-18,856.625
2006-10-19,862.236
2006-10-20,855.956
2006-10-23,846.768
2006-10-24,855.853
2006-10-25,855.391
2006-10-26,862.393
2006-10-27,867.449
2006-10-30,866.355
2006-10-31,878.683
2006-11-01,874.723
2006-11-02,865.296
2006-11-03,858.532
2006-11-06,867.199
2006-11-07,890.639
2006-11-08,885.887
2006-11-09,893.419
2006-11-10,898.243
2006-11-13,890.347
2006-11-14,886.006
2006-11-15,892.496
2006-11-16,898.95
2006-11-17,899.68
2006-11-20,898.557
2006-11-21,912.866
2006-11-22,923.925
2006-11-23,921.787
2006-11-24,931.743
2006-11-27,914.946
2006-11-28,901.191
2006-11-29,915.731
2006-11-30,922.216
2006-12-01,918.102
2006-12-04,928.103
2006-12-05,934.558
2006-12-06,954.016
2006-12-07,947.621
2006-12-08,949.702
2006-12-11,944.773
2006-12-12,947.649
2006-12-13,946.415
2006-12-14,959.344
2006-12-15,979.182
2006-12-18,969.484
2006-12-19,971.788
2006-12-20,982.57
2006-12-21,989.114
2006-12-22,981.325
2006-12-25,981.325
2006-12-26,979.796
2006-12-27,982.294
2006-12-28,989.794
2006-12-29,987.743
2007-01-01,987.743
2007-01-02,1016.722
2007-01-03,994.677
2007-01-04,982.675
2007-01-05,980.16
2007-01-08,967.338
2007-01-09,966.046
2007-01-10,954.194
2007-01-11,951.459
2007-01-12,957.615
2007-01-15,966.789
2007-01-16,953.633
2007-01-17,951.408
2007-01-18,951.639
2007-01-19,963.365
2007-01-22,964.825
2007-01-23,969.293
2007-01-24,981.701
2007-01-25,971.414
2007-01-26,956.853
2007-01-29,960.97
2007-01-30,957.625
2007-01-31,951.957
2007-02-01,968.404
2007-02-02,981.364
2007-02-05,976.005
2007-02-06,983.039
2007-02-07,986.248
2007-02-08,992.836
2007-02-09,1002.82
2007-02-12,995.31
2007-02-13,1001.308
2007-02-14,1024.415
2007-02-15,1037.117
2007-02-16,1037.676
2007-02-19,1046.682
2007-02-20,1045.552
2007-02-21,1046.656
2007-02-22,1034.346
2007-02-23,1036.095
2007-02-26,1033.224
2007-02-27,997.524
2007-02-28,981.655
2007-03-01,953.642
2007-03-02,959.714
2007-03-05,944.564
2007-03-06,947.499
2007-03-07,964.984
2007-03-08,990.686
2007-03-09,995.138
2007-03-12,1005.949
2007-03-13,997.754
2007-03-14,960.412
2007-03-15,971.234
2007-03-16,979.662
2007-03-19,991.386
2007-03-20,988.394
2007-03-21,982.386
2007-03-22,1004.923
2007-03-23,991.093
2007-03-26,984.972
2007-03-27,975.897
2007-03-28,959.259
2007-03-29,976.401
2007-03-30,972.953
2007-04-02,963.436
2007-04-03,964.498
2007-04-04,957.659
2007-04-05,961.159
2007-04-06,961.159
2007-04-09,956.151
2007-04-10,975.928
2007-04-11,977.747
2007-04-12,978.937
2007-04-13,992.13
2007-04-16,1014.397
2007-04-17,1014.019
2007-04-18,1005.422
2007-04-19,1003.019
2007-04-20,1015.861
2007-04-23,1012.758
2007-04-24,1008.644
2007-04-25,1010.15
2007-04-26,1004.7
2007-04-27,984.295
2007-04-30,983.684
2007-05-01,983.023
2007-05-02,1007.468
2007-05-03,1018.648
2007-05-04,1014.502
2007-05-07,1017.04
2007-05-08,995.782
2007-05-09,986.648
2007-05-10,981.343
2007-05-11,993.413
2007-05-14,990.4
2007-05-15,994.55
2007-05-16,994.913
2007-05-17,989.814
2007-05-18,1000.707
2007-05-21,1007.465
2007-05-22,1007.671
2007-05-23,1024.119
2007-05-24,1007.901
2007-05-25,1014.949
2007-05-28,1018.802
2007-05-29,1019.395
2007-05-30,1009.905
2007-05-31,1000.0
2007-06-01,1000.962
2007-06-04,1005.584
2007-06-05,979.14
2007-06-06,957.468
2007-06-07,957.039
2007-06-08,948.803
2007-06-11,961.989
2007-06-12,953.882
2007-06-13,943.409
2007-06-14,966.991
2007-06-15,985.921
2007-06-18,985.599
2007-06-19,987.017
2007-06-20,989.5
2007-06-21,963.466
2007-06-22,957.889
2007-06-25,953.493
2007-06-26,955.385
2007-06-27,933.953
2007-06-28,941.483
2007-06-29,944.582
2007-07-02,957.381
2007-07-03,961.398
2007-07-04,970.622
2007-07-05,955.479
2007-07-06,971.585
2007-07-09,965.654
2007-07-10,956.217
2007-07-11,947.791
2007-07-12,947.597
2007-07-13,955.012
2007-07-16,961.677
2007-07-17,957.734
2007-07-18,958.792
2007-07-19,968.998
2007-07-20,956.987
2007-07-23,953.533
2007-07-24,927.123
2007-07-25,903.346
2007-07-26,875.443
2007-07-27,865.005
2007-07-30,856.561
2007-07-31,897.207
2007-08-01,894.36
2007-08-02,913.769
2007-08-03,899.081
2007-08-06,897.833
2007-08-07,919.022
2007-08-08,955.039
2007-08-09,918.052
2007-08-10,871.611
2007-08-13,898.43
2007-08-14,878.517
2007-08-15,869.707
2007-08-16,831.697
2007-08-17,854.189
2007-08-20,859.708
2007-08-21,870.652
2007-08-22,880.695
2007-08-23,890.507
2007-08-24,894.485
2007-08-27,892.904
2007-08-28,862.263
2007-08-29,872.42
2007-08-30,875.454
2007-08-31,884.372
2007-09-03,885.612
2007-09-04,889.61
2007-09-05,866.465
2007-09-06,870.489
2007-09-07,856.34
2007-09-10,846.361
2007-09-11,857.227
2007-09-12,846.52
2007-09-13,844.996
2007-09-14,821.141
2007-09-17,780.117
2007-09-18,779.141
2007-09-19,832.936
2007-09-20,826.873
2007-09-21,828.518
2007-09-24,815.029
2007-09-25,801.14
2007-09-26,805.845
2007-09-27,836.785
2007-09-28,856.331
2007-10-01,870.236
2007-10-02,897.807
2007-10-03,908.129
2007-10-04,910.588
2007-10-05,923.569
2007-10-08,907.235
2007-10-09,908.838
2007-10-10,901.589
2007-10-11,889.802
2007-10-12,863.311
2007-10-15,847.256
2007-10-16,843.217
2007-10-17,853.179
2007-10-18,847.501
2007-10-19,842.426
2007-10-22,820.699
2007-10-23,838.869
2007-10-24,831.198
2007-10-25,842.125
2007-10-26,860.49
2007-10-29,861.892
2007-10-30,862.883
2007-10-31,883.133
2007-11-01,852.802
2007-11-02,834.526
2007-11-05,811.085
2007-11-06,797.723
2007-11-07,778.457
2007-11-08,764.043
2007-11-09,773.991
2007-11-12,777.367
2007-11-13,790.485
2007-11-14,754.745
2007-11-15,754.677
2007-11-16,759.012
2007-11-19,742.753
2007-11-20,730.072
2007-11-21,703.375
2007-11-22,690.054
2007-11-23,732.288
2007-11-26,729.193
2007-11-27,744.336
2007-11-28,771.073
2007-11-29,773.576
2007-11-30,798.085
2007-12-03,784.788
2007-12-04,774.72
2007-12-05,783.739
2007-12-06,807.738
2007-12-07,815.022
2007-12-10,829.773
2007-12-11,816.563
2007-12-12,816.299
2007-12-13,778.057
2007-12-14,774.194
2007-12-17,749.704
2007-12-18,749.464
2007-12-19,739.82
2007-12-20,738.282
2007-12-21,759.0
2007-12-24,771.088
2007-12-25,771.088
2007-12-26,776.388
2007-12-27,772.946
2007-12-28,786.952
2007-12-31,779.066
2008-01-01,779.066
2008-01-02,790.337
2008-01-03,787.576
2008-01-04,792.147
2008-01-07,776.486
2008-01-08,786.212
2008-01-09,765.556
2008-01-10,752.142
2008-01-11,759.95
2008-01-14,773.885
2008-01-15,741.241
2008-01-16,735.281
2008-01-17,739.059
2008-01-18,741.162
2008-01-21,705.33
2008-01-22,733.59
2008-01-23,727.939
2008-01-24,784.81
2008-01-25,783.365
2008-01-28,766.852
2008-01-29,771.386
2008-01-30,777.323
2008-01-31,769.032
2008-02-01,794.961
2008-02-04,793.446
2008-02-05,753.419
2008-02-06,754.699
2008-02-07,732.641
2008-02-08,740.452
2008-02-11,725.262
2008-02-12,746.971
2008-02-13,733.639
2008-02-14,725.826
2008-02-15,714.038
2008-02-18,724.166
2008-02-19,730.967
2008-02-20,732.022
2008-02-21,734.364
2008-02-22,723.333
2008-02-25,745.714
2008-02-26,767.431
2008-02-27,774.189
2008-02-28,766.944
2008-02-29,755.1
2008-03-03,741.097
2008-03-04,725.047
2008-03-05,742.339
2008-03-06,727.629
2008-03-07,729.448
2008-03-10,726.475
2008-03-11,732.796
2008-03-12,756.589
2008-03-13,736.504
2008-03-14,736.991
2008-03-17,708.595
2008-03-18,727.266
2008-03-19,725.962
2008-03-20,765.676
2008-03-21,765.676
2008-03-24,764.584
2008-03-25,793.432
2008-03-26,784.266
2008-03-27,791.408
2008-03-28,774.159
2008-03-31,784.193
2008-04-01,803.367
2008-04-02,821.174
2008-04-03,786.678
2008-04-04,797.584
2008-04-07,805.262
2008-04-08,798.873
2008-04-09,789.825
2008-04-10,782.026
2008-04-11,770.169
2008-04-14,757.855
2008-04-15,746.324
2008-04-16,768.047
2008-04-17,768.082
2008-04-18,781.704
2008-04-21,782.887
2008-04-22,775.085
2008-04-23,775.784
2008-04-24,758.508
2008-04-25,760.779
2008-04-28,772.495
2008-04-29,766.791
2008-04-30,762.444
2008-05-01,756.777
2008-05-02,775.256
2008-05-05,779.131
2008-05-06,777.588
2008-05-07,776.424
2008-05-08,785.252
2008-05-09,776.024
2008-05-12,791.194
2008-05-13,767.454
2008-05-14,769.214
2008-05-15,772.879
2008-05-16,774.595
2008-05-19,775.985
2008-05-20,765.189
2008-05-21,746.179
2008-05-22,743.947
2008-05-23,741.985
2008-05-26,750.003
2008-05-27,746.674
2008-05-28,745.472
2008-05-29,742.192
2008-05-30,746.433
2008-06-02,745.487
2008-06-03,711.965
2008-06-04,706.976
2008-06-05,709.146
2008-06-06,694.03
2008-06-09,670.679
2008-06-10,652.396
2008-06-11,635.423
2008-06-12,642.639
2008-06-13,645.207
2008-06-16,645.078
2008-06-17,649.45
2008-06-18,620.843
2008-06-19,611.349
2008-06-20,598.27
2008-06-23,575.318
2008-06-24,568.216
2008-06-25,582.435
2008-06-26,560.458
2008-06-27,563.835
2008-06-30,540.045
2008-07-01,524.024
2008-07-02,515.624
2008-07-03,517.525
2008-07-04,495.884
2008-07-07,484.813
2008-07-08,443.955
2008-07-09,465.324
2008-07-10,454.818
2008-07-11,421.795
2008-07-14,435.217
2008-07-15,409.577
2008-07-16,424.032
2008-07-17,468.301
2008-07-18,494.501
2008-07-21,519.94
2008-07-22,493.664
2008-07-23,526.742
2008-07-24,507.63
2008-07-25,485.61
2008-07-28,444.866
2008-07-29,445.846
2008-07-30,468.387
2008-07-31,469.285
2008-08-01,465.227
2008-08-04,472.124
2008-08-05,518.475
2008-08-06,531.347
2008-08-07,511.004
2008-08-08,509.752
2008-08-11,534.419
2008-08-12,510.27
2008-08-13,485.881
2008-08-14,502.998
2008-08-15,496.306
2008-08-18,486.664
2008-08-19,459.962
2008-08-20,450.923
2008-08-21,445.699
2008-08-22,457.17
2008-08-25,452.144
2008-08-26,446.18
2008-08-27,456.904
2008-08-28,479.472
2008-08-29,478.131
2008-09-01,474.49
2008-09-02,485.885
2008-09-03,478.265
2008-09-04,464.63
2008-09-05,440.522
2008-09-08,480.868
2008-09-09,477.022
2008-09-10,447.362
2008-09-11,423.787
2008-09-12,432.023
2008-09-15,407.379
2008-09-16,387.105
2008-09-17,352.679
2008-09-18,338.817
2008-09-19,410.622
2008-09-22,391.593
2008-09-23,371.491
2008-09-24,369.903
2008-09-25,377.178
2008-09-26,364.961
2008-09-29,291.021
2008-09-30,332.076
2008-10-01,347.286
2008-10-02,371.591
2008-10-03,394.541
2008-10-06,327.128
2008-10-07,282.845
2008-10-08,246.042
2008-10-09,241.35
2008-10-10,226.192
2008-10-13,208.551
2008-10-14,210.122
2008-10-15,199.813
2008-10-16,186.762
2008-10-17,184.763
2008-10-20,187.082
2008-10-21,194.094
2008-10-22,173.41
2008-10-23,171.305
2008-10-24,156.763
2008-10-27,142.91
2008-10-28,140.462
2008-10-29,159.74
2008-10-30,167.698
2008-10-31,195.83
2008-11-03,190.665
2008-11-04,201.724
2008-11-05,204.968
2008-11-06,177.425
2008-11-07,173.854
2008-11-10,175.752
2008-11-11,162.107
2008-11-12,147.933
2008-11-13,145.027
2008-11-14,139.32
2008-11-17,126.239
2008-11-18,115.967
2008-11-19,118.068
2008-11-20,110.959
2008-11-21,114.708
2008-11-24,126.509
2008-11-25,125.693
2008-11-26,125.499
2008-11-27,130.126
2008-11-28,126.367
2008-12-01,123.024
2008-12-02,123.617
2008-12-03,118.429
2008-12-04,118.627
2008-12-05,116.723
2008-12-08,128.907
2008-12-09,134.09
2008-12-10,135.005
2008-12-11,135.353
2008-12-12,130.066
2008-12-15,136.138
2008-12-16,135.904
2008-12-17,145.306
2008-12-18,137.323
2008-12-19,125.588
2008-12-22,126.209
2008-12-23,126.991
2008-12-24,126.818
2008-12-25,126.818
2008-12-26,127.43
2008-12-29,129.369
2008-12-30,128.117
2008-12-31,125.666
2009-01-01,125.666
2009-01-02,129.115
2009-01-05,129.835
2009-01-06,134.682
2009-01-07,136.778
2009-01-08,138.736
2009-01-09,138.569
2009-01-12,133.51
2009-01-13,130.744
2009-01-14,120.184
2009-01-15,119.645
2009-01-16,117.436
2009-01-19,102.926
2009-01-20,96.387
2009-01-21,95.248
2009-01-22,99.009
2009-01-23,100.22
2009-01-26,108.176
2009-01-27,111.378
2009-01-28,120.788
2009-01-29,109.355
2009-01-30,106.864
2009-02-02,105.46
2009-02-03,104.391
2009-02-04,107.722
2009-02-05,106.155
2009-02-06,112.084
2009-02-09,114.813
2009-02-10,112.825
2009-02-11,109.916
2009-02-12,104.679
2009-02-13,104.066
2009-02-16,95.507
2009-02-17,90.421
2009-02-18,88.648
2009-02-19,89.466
2009-02-20,82.985
2009-02-23,82.6
2009-02-24,83.201
2009-02-25,84.987
2009-02-26,84.166
2009-02-27,84.962
2009-03-02,80.331
2009-03-03,80.809
2009-03-04,91.603
2009-03-05,84.75
2009-03-06,81.544
2009-03-09,77.613
2009-03-10,80.335
2009-03-11,83.739
2009-03-12,86.525
2009-03-13,90.665
2009-03-16,96.883
2009-03-17,96.571
2009-03-18,99.265
2009-03-19,105.406
2009-03-20,107.415
2009-03-23,109.051
2009-03-24,106.977
2009-03-25,107.317
2009-03-26,107.335
2009-03-27,105.621
2009-03-30,101.26
2009-03-31,104.73
2009-04-01,112.259
2009-04-02,118.913
2009-04-03,117.663
2009-04-06,115.704
2009-04-07,114.481
2009-04-08,114.921
2009-04-09,117.977
2009-04-10,117.977
2009-04-13,118.977
2009-04-14,119.281
2009-04-15,114.228
2009-04-16,117.912
2009-04-17,118.473
2009-04-20,111.69
2009-04-21,113.106
2009-04-22,117.041
2009-04-23,115.249
2009-04-24,116.638
2009-04-27,117.972
2009-04-28,116.954
2009-04-29,125.521
2009-04-30,134.544
2009-05-01,134.557
2009-05-04,135.471
2009-05-05,138.917
2009-05-06,134.144
2009-05-07,129.682
2009-05-08,136.8
2009-05-11,133.045
2009-05-12,133.918
2009-05-13,125.076
2009-05-14,129.758
2009-05-15,134.09
2009-05-18,133.905
2009-05-19,142.127
2009-05-20,144.621
2009-05-21,141.455
2009-05-22,145.061
2009-05-25,144.62
2009-05-26,145.506
2009-05-27,145.621
2009-05-28,140.07
2009-05-29,143.148
2009-06-01,143.188
2009-06-02,154.39
2009-06-03,154.823
2009-06-04,153.984
2009-06-05,155.062
2009-06-08,149.583
2009-06-09,153.337
2009-06-10,157.015
2009-06-11,161.316
2009-06-12,161.834
2009-06-15,153.467
2009-06-16,154.926
2009-06-17,146.021
2009-06-18,147.599
2009-06-19,151.902
2009-06-22,142.226
2009-06-23,140.661
2009-06-24,145.661
2009-06-25,140.182
2009-06-26,140.944
2009-06-29,142.924
2009-06-30,142.806
2009-07-01,141.303
2009-07-02,136.49
2009-07-03,138.322
2009-07-06,131.091
2009-07-07,135.244
2009-07-08,135.661
2009-07-09,134.783
2009-07-10,128.74
2009-07-13,131.428
2009-07-14,135.495
2009-07-15,138.302
2009-07-16,138.415
2009-07-17,140.699
2009-07-20,143.509
2009-07-21,144.795
2009-07-22,144.746
2009-07-23,152.551
2009-07-24,150.058
2009-07-27,148.974
2009-07-28,145.806
2009-07-29,146.454
2009-07-30,148.978
2009-07-31,150.08
2009-08-03,158.637
2009-08-04,159.89
2009-08-05,156.49
2009-08-06,158.227
2009-08-07,158.134
2009-08-10,156.895
2009-08-11,155.834
2009-08-12,159.213
2009-08-13,166.09
2009-08-14,165.882
2009-08-17,157.434
2009-08-18,157.781
2009-08-19,160.429
2009-08-20,165.78
2009-08-21,169.094
2009-08-24,168.897
2009-08-25,172.392
2009-08-26,168.949
2009-08-27,172.727
2009-08-28,178.009
2009-08-31,177.093
2009-09-01,171.547
2009-09-02,166.881
2009-09-03,165.464
2009-09-04,170.442
2009-09-07,172.825
2009-09-08,179.98
2009-09-09,182.954
2009-09-10,182.939
2009-09-11,188.905
2009-09-14,191.625
2009-09-15,192.816
2009-09-16,199.812
2009-09-17,211.432
2009-09-18,213.639
2009-09-21,205.307
2009-09-22,205.265
2009-09-23,206.736
2009-09-24,199.231
2009-09-25,198.793
2009-09-28,199.604
2009-09-29,199.875
2009-09-30,201.515
2009-10-01,196.385
2009-10-02,191.092
2009-10-05,192.679
2009-10-06,199.043
2009-10-07,198.35
2009-10-08,205.036
2009-10-09,203.33
2009-10-12,206.644
2009-10-13,199.547
2009-10-14,204.727
2009-10-15,204.777
2009-10-16,197.926
2009-10-19,200.982
2009-10-20,199.887
2009-10-21,199.521
2009-10-22,193.891
2009-10-23,193.94
2009-10-26,186.912
2009-10-27,180.691
2009-10-28,163.256
2009-10-29,170.665
2009-10-30,162.125
2009-11-02,163.449
2009-11-03,155.313
2009-11-04,166.936
2009-11-05,172.6
2009-11-06,171.493
2009-11-09,177.023
2009-11-10,170.271
2009-11-11,171.58
2009-11-12,168.439
2009-11-13,169.583
2009-11-16,168.194
2009-11-17,161.759
2009-11-18,164.341
2009-11-19,160.815
2009-11-20,161.007
2009-11-23,166.406
2009-11-24,163.445
2009-11-25,165.425
2009-11-26,158.746
2009-11-27,162.235
2009-11-30,158.849
2009-12-01,161.854
2009-12-02,164.077
2009-12-03,166.453
2009-12-04,164.694
2009-12-07,162.726
2009-12-08,154.886
2009-12-09,152.946
2009-12-10,150.527
2009-12-11,150.377
2009-12-14,150.235
2009-12-15,148.3
2009-12-16,146.038
2009-12-17,141.26
2009-12-18,141.827
2009-12-21,141.131
2009-12-22,146.495
2009-12-23,150.527
2009-12-24,148.08
2009-12-25,148.08
2009-12-28,148.426
2009-12-29,150.902
2009-12-30,148.67
2009-12-31,149.191
2010-01-01,149.191
2010-01-04,158.025
2010-01-05,159.305
2010-01-06,163.93
2010-01-07,163.258
2010-01-08,163.051
2010-01-11,164.773
2010-01-12,159.71
2010-01-13,160.163
2010-01-14,161.16
2010-01-15,160.716
2010-01-18,160.605
2010-01-19,158.39
2010-01-20,155.278
2010-01-21,150.439
2010-01-22,149.487
2010-01-25,149.02
2010-01-26,147.422
2010-01-27,142.923
2010-01-28,141.509
2010-01-29,141.91
2010-02-01,141.506
2010-02-02,143.801
2010-02-03,141.889
2010-02-04,135.115
2010-02-05,133.145
2010-02-08,134.033
2010-02-09,132.011
2010-02-10,134.609
2010-02-11,133.09
2010-02-12,131.717
2010-02-15,127.874
2010-02-16,133.323
2010-02-17,134.457
2010-02-18,135.356
2010-02-19,133.719
2010-02-22,133.202
2010-02-23,130.001
2010-02-24,126.799
2010-02-25,123.352
2010-02-26,124.355
2010-03-01,122.536
2010-03-02,126.635
2010-03-03,127.991
2010-03-04,131.684
2010-03-05,138.324
2010-03-08,134.757
2010-03-09,133.126
2010-03-10,136.071
2010-03-11,137.88
2010-03-12,142.031
2010-03-15,138.985
2010-03-16,141.296
2010-03-17,145.143
2010-03-18,140.662
2010-03-19,139.971
2010-03-22,138.91
2010-03-23,142.708
2010-03-24,143.195
2010-03-25,148.231
2010-03-26,145.514
2010-03-29,140.065
2010-03-30,140.198
2010-03-31,148.5
2010-04-01,149.134
2010-04-02,149.134
2010-04-05,148.793
2010-04-06,153.227
2010-04-07,154.281
2010-04-08,155.492
2010-04-09,158.875
2010-04-12,161.69
2010-04-13,158.735
2010-04-14,164.0
2010-04-15,163.376
2010-04-16,160.051
2010-04-19,160.379
2010-04-20,164.573
2010-04-21,161.477
2010-04-22,157.947
2010-04-23,159.663
2010-04-26,162.533
2010-04-27,154.342
2010-04-28,150.379
2010-04-29,155.001
2010-04-30,156.453
2010-05-03,155.023
2010-05-04,146.619
2010-05-05,141.138
2010-05-06,136.03
2010-05-07,128.857
2010-05-10,143.774
2010-05-11,140.059
2010-05-12,143.086
2010-05-13,140.357
2010-05-14,133.024
2010-05-17,130.354
2010-05-18,130.628
2010-05-19,125.973
2010-05-20,117.153
2010-05-21,120.69
2010-05-24,117.04
2010-05-25,109.538
2010-05-26,117.426
2010-05-27,118.41
2010-05-28,115.785
2010-05-31,114.625
2010-06-01,114.291
2010-06-02,114.665
2010-06-03,113.802
2010-06-04,112.154
2010-06-07,111.167
2010-06-08,108.13
2010-06-09,111.987
2010-06-10,112.126
2010-06-11,113.122
2010-06-14,118.722
2010-06-15,118.122
2010-06-16,117.549
2010-06-17,118.615
2010-06-18,122.046
2010-06-21,121.753
2010-06-22,116.186
2010-06-23,112.65
2010-06-24,112.318
2010-06-25,111.73
2010-06-28,113.795
2010-06-29,106.773
2010-06-30,106.287
2010-07-01,102.432
2010-07-02,106.002
2010-07-05,105.796
2010-07-06,111.412
2010-07-07,110.585
2010-07-08,114.965
2010-07-09,114.682
2010-07-12,113.856
2010-07-13,115.046
2010-07-14,115.724
2010-07-15,114.422
2010-07-16,114.257
2010-07-19,111.781
2010-07-20,112.634
2010-07-21,113.62
2010-07-22,116.741
2010-07-23,116.381
2010-07-26,120.624
2010-07-27,124.694
2010-07-28,124.254
2010-07-29,125.257
2010-07-30,126.434
2010-08-02,129.591
2010-08-03,130.347
2010-08-04,127.595
2010-08-05,128.986
2010-08-06,127.303
2010-08-09,129.751
2010-08-10,125.428
2010-08-11,121.629
2010-08-12,120.35
2010-08-13,116.726
2010-08-16,115.4
2010-08-17,119.489
2010-08-18,118.699
2010-08-19,115.775
2010-08-20,112.937
2010-08-23,114.366
2010-08-24,111.676
2010-08-25,111.109
2010-08-26,113.124
2010-08-27,112.061
2010-08-30,111.165
2010-08-31,113.517
2010-09-01,115.636
2010-09-02,113.805
2010-09-03,117.568
2010-09-06,117.528
2010-09-07,112.755
2010-09-08,111.897
2010-09-09,112.843
2010-09-10,111.257
2010-09-13,115.875
2010-09-14,114.336
