Date,ACWI SMALL CAP Small Cap
2001-11-16,364.558
2001-11-19,367.961
2001-11-20,366.657
2001-11-21,365.318
2001-11-22,365.942
2001-11-23,368.19
2001-11-26,371.447
2001-11-27,371.404
2001-11-28,367.913
2001-11-29,370.33
2001-11-30,371.28
2001-12-03,368.397
2001-12-04,372.579
2001-12-05,378.612
2001-12-06,381.201
2001-12-07,380.645
2001-12-10,377.59
2001-12-11,376.905
2001-12-12,378.49
2001-12-13,374.273
2001-12-14,374.013
2001-12-17,375.925
2001-12-18,376.993
2001-12-19,374.834
2001-12-20,372.466
2001-12-21,374.45
2001-12-24,374.798
2001-12-25,375.251
2001-12-26,376.914
2001-12-27,379.774
2001-12-28,381.917
2001-12-31,382.204
2002-01-01,382.198
2002-01-02,382.743
2002-01-03,386.284
2002-01-04,389.183
2002-01-07,388.077
2002-01-08,387.864
2002-01-09,387.238
2002-01-10,386.999
2002-01-11,384.796
2002-01-14,381.618
2002-01-15,381.08
2002-01-16,376.446
2002-01-17,378.21
2002-01-18,376.887
2002-01-21,377.682
2002-01-22,374.823
2002-01-23,377.507
2002-01-24,378.66
2002-01-25,377.824
2002-01-28,378.867
2002-01-29,375.792
2002-01-30,376.477
2002-01-31,378.784
2002-02-01,377.777
2002-02-04,373.742
2002-02-05,371.323
2002-02-06,368.986
2002-02-07,367.295
2002-02-08,370.638
2002-02-11,373.991
2002-02-12,375.432
2002-02-13,377.33
2002-02-14,376.912
2002-02-15,376.347
2002-02-18,376.192
2002-02-19,371.599
2002-02-20,372.911
2002-02-21,371.009
2002-02-22,372.852
2002-02-25,373.701
2002-02-26,375.21
2002-02-27,377.343
2002-02-28,376.944
2002-03-01,381.495
2002-03-04,389.259
2002-03-05,389.195
2002-03-06,393.152
2002-03-07,396.868
2002-03-08,398.727
2002-03-11,400.87
2002-03-12,398.421
2002-03-13,396.354
2002-03-14,397.915
2002-03-15,399.448
2002-03-18,400.493
2002-03-19,401.954
2002-03-20,400.409
2002-03-21,402.234
2002-03-22,401.392
2002-03-25,398.395
2002-03-26,399.677
2002-03-27,402.232
2002-03-28,403.214
2002-03-29,402.511
2002-04-01,402.169
2002-04-02,401.257
2002-04-03,400.188
2002-04-04,401.454
2002-04-05,402.174
2002-04-08,403.421
2002-04-09,402.81
2002-04-10,406.663
2002-04-11,403.917
2002-04-12,406.553
2002-04-15,406.506
2002-04-16,411.71
2002-04-17,412.733
2002-04-18,413.264
2002-04-19,413.26
2002-04-22,411.241
2002-04-23,410.531
2002-04-24,409.79
2002-04-25,410.28
2002-04-26,407.958
2002-04-29,406.461
2002-04-30,409.119
2002-05-01,410.674
2002-05-02,411.242
2002-05-03,412.244
2002-05-06,408.453
2002-05-07,405.483
2002-05-08,410.059
2002-05-09,407.638
2002-05-10,405.429
2002-05-13,407.183
2002-05-14,410.524
2002-05-15,412.88
2002-05-16,412.155
2002-05-17,415.231
2002-05-20,413.252
2002-05-21,410.656
2002-05-22,410.993
2002-05-23,412.461
2002-05-24,411.537
2002-05-27,411.585
2002-05-28,411.647
2002-05-29,409.714
2002-05-30,409.957
2002-05-31,409.809
2002-06-03,404.439
2002-06-04,402.508
2002-06-05,402.453
2002-06-06,398.852
2002-06-07,398.807
2002-06-10,398.784
2002-06-11,395.281
2002-06-12,393.729
2002-06-13,389.918
2002-06-14,387.986
2002-06-17,393.061
2002-06-18,393.433
2002-06-19,388.633
2002-06-20,386.142
2002-06-21,385.445
2002-06-24,383.963
2002-06-25,380.334
2002-06-26,378.555
2002-06-27,381.92
2002-06-28,386.715
2002-07-01,381.785
2002-07-02,373.44
2002-07-03,370.745
2002-07-04,371.021
2002-07-05,378.853
2002-07-08,377.677
2002-07-09,375.225
2002-07-10,368.455
2002-07-11,364.518
2002-07-12,363.856
2002-07-15,360.749
2002-07-16,358.314
2002-07-17,359.365
2002-07-18,356.211
2002-07-19,349.898
2002-07-22,340.992
2002-07-23,331.928
2002-07-24,336.142
2002-07-25,337.829
2002-07-26,336.43
2002-07-29,347.579
2002-07-30,350.557
2002-07-31,348.378
2002-08-01,344.228
2002-08-02,337.896
2002-08-05,330.175
2002-08-06,332.646
2002-08-07,336.083
2002-08-08,340.372
2002-08-09,342.421
2002-08-12,341.872
2002-08-13,337.487
2002-08-14,343.952
2002-08-15,346.63
2002-08-16,348.965
2002-08-19,351.634
2002-08-20,350.114
2002-08-21,354.979
2002-08-22,357.537
2002-08-23,353.015
2002-08-26,356.315
2002-08-27,353.594
2002-08-28,348.429
2002-08-29,348.966
2002-08-30,347.94
2002-09-02,347.505
2002-09-03,340.529
2002-09-04,342.736
2002-09-05,338.522
2002-09-06,342.546
2002-09-09,343.042
2002-09-10,344.236
2002-09-11,344.883
2002-09-12,340.708
2002-09-13,340.365
2002-09-16,337.597
2002-09-17,334.652
2002-09-18,331.834
2002-09-19,326.772
2002-09-20,326.184
2002-09-23,320.287
2002-09-24,316.109
2002-09-25,320.259
2002-09-26,324.479
2002-09-27,321.055
2002-09-30,318.968
2002-10-01,320.976
2002-10-02,316.423
2002-10-03,313.607
2002-10-04,307.974
2002-10-07,300.552
2002-10-08,301.041
2002-10-09,294.277
2002-10-10,298.992
2002-10-11,306.582
2002-10-14,307.475
2002-10-15,317.926
2002-10-16,313.145
2002-10-17,320.021
2002-10-18,320.905
2002-10-21,324.607
2002-10-22,321.024
2002-10-23,323.694
2002-10-24,322.051
2002-10-25,325.566
2002-10-28,325.194
2002-10-29,322.605
2002-10-30,325.533
2002-10-31,327.036
2002-11-01,331.361
2002-11-04,334.569
2002-11-05,335.406
2002-11-06,338.268
2002-11-07,334.691
2002-11-08,332.141
2002-11-11,326.004
2002-11-12,328.57
2002-11-13,328.05
2002-11-14,332.271
2002-11-15,334.24
2002-11-18,333.077
2002-11-19,330.456
2002-11-20,333.661
2002-11-21,340.385
2002-11-22,342.038
2002-11-25,344.001
2002-11-26,339.692
2002-11-27,345.71
2002-11-28,347.752
2002-11-29,347.725
2002-12-02,348.547
2002-12-03,344.212
2002-12-04,341.816
2002-12-05,340.12
2002-12-06,340.992
2002-12-09,335.571
2002-12-10,338.449
2002-12-11,338.981
2002-12-12,339.337
2002-12-13,336.505
2002-12-16,339.56
2002-12-17,338.505
2002-12-18,333.968
2002-12-19,333.418
2002-12-20,335.758
2002-12-23,336.513
2002-12-24,336.122
2002-12-25,336.122
2002-12-26,337.536
2002-12-27,335.416
2002-12-30,335.741
2002-12-31,337.439
2003-01-01,337.427
2003-01-02,342.486
2003-01-03,343.201
2003-01-06,348.254
2003-01-07,345.55
2003-01-08,341.714
2003-01-09,345.965
2003-01-10,347.16
2003-01-13,347.787
2003-01-14,349.371
2003-01-15,348.08
2003-01-16,347.7
2003-01-17,344.522
2003-01-20,344.129
2003-01-21,341.348
2003-01-22,339.006
2003-01-23,341.693
2003-01-24,337.474
2003-01-27,331.366
2003-01-28,332.622
2003-01-29,332.525
2003-01-30,329.522
2003-01-31,331.237
2003-02-03,331.851
2003-02-04,331.299
2003-02-05,330.647
2003-02-06,328.394
2003-02-07,325.347
2003-02-10,325.757
2003-02-11,324.886
2003-02-12,322.46
2003-02-13,321.877
2003-02-14,323.431
2003-02-17,324.51
2003-02-18,328.21
2003-02-19,326.658
2003-02-20,326.558
2003-02-21,328.392
2003-02-24,325.251
2003-02-25,323.949
2003-02-26,322.384
2003-02-27,323.712
2003-02-28,325.033
2003-03-03,325.52
2003-03-04,323.047
2003-03-05,322.822
2003-03-06,320.942
2003-03-07,319.998
2003-03-10,314.88
2003-03-11,312.392
2003-03-12,310.776
2003-03-13,316.221
2003-03-14,316.857
2003-03-17,321.635
2003-03-18,324.42
2003-03-19,324.895
2003-03-20,327.241
2003-03-21,331.21
2003-03-24,326.298
2003-03-25,328.488
2003-03-26,327.86
2003-03-27,328.062
2003-03-28,328.04
2003-03-31,325.472
2003-04-01,327.365
2003-04-02,332.279
2003-04-03,331.49
2003-04-04,331.316
2003-04-07,334.539
2003-04-08,332.995
2003-04-09,331.956
2003-04-10,333.699
2003-04-11,333.339
2003-04-14,336.822
2003-04-15,339.32
2003-04-16,339.242
2003-04-17,342.808
2003-04-18,343.099
2003-04-21,343.58
2003-04-22,347.769
2003-04-23,350.769
2003-04-24,349.503
2003-04-25,346.38
2003-04-28,350.181
2003-04-29,352.18
2003-04-30,355.349
2003-05-01,356.729
2003-05-02,360.818
2003-05-05,363.375
2003-05-06,366.872
2003-05-07,366.904
2003-05-08,364.828
2003-05-09,368.253
2003-05-12,372.241
2003-05-13,372.758
2003-05-14,373.759
2003-05-15,375.439
2003-05-16,375.95
2003-05-19,370.488
2003-05-20,370.356
2003-05-21,370.779
2003-05-22,373.774
2003-05-23,376.889
2003-05-26,377.713
2003-05-27,381.495
2003-05-28,382.598
2003-05-29,384.448
2003-05-30,388.552
2003-06-02,391.557
2003-06-03,390.821
2003-06-04,395.579
2003-06-05,401.043
2003-06-06,400.926
2003-06-09,396.822
2003-06-10,398.652
2003-06-11,403.54
2003-06-12,404.932
2003-06-13,402.427
2003-06-16,407.416
2003-06-17,408.664
2003-06-18,407.469
2003-06-19,403.66
2003-06-20,402.937
2003-06-23,397.494
2003-06-24,396.112
2003-06-25,398.707
2003-06-26,399.475
2003-06-27,399.787
2003-06-30,399.69
2003-07-01,401.998
2003-07-02,407.996
2003-07-03,407.615
2003-07-04,407.624
2003-07-07,412.735
2003-07-08,415.4
2003-07-09,416.217
2003-07-10,412.298
2003-07-11,413.471
2003-07-14,417.89
2003-07-15,415.847
2003-07-16,413.356
2003-07-17,406.174
2003-07-18,408.623
2003-07-21,406.646
2003-07-22,408.789
2003-07-23,411.606
2003-07-24,412.44
2003-07-25,415.004
2003-07-28,417.622
2003-07-29,417.211
2003-07-30,415.876
2003-07-31,416.005
2003-08-01,414.572
2003-08-04,413.398
2003-08-05,409.831
2003-08-06,407.503
2003-08-07,408.782
2003-08-08,409.08
2003-08-11,411.686
2003-08-12,415.494
2003-08-13,417.352
2003-08-14,419.387
2003-08-15,420.486
2003-08-18,424.805
2003-08-19,427.908
2003-08-20,429.654
2003-08-21,432.505
2003-08-22,428.819
2003-08-25,427.676
2003-08-26,427.696
2003-08-27,429.622
2003-08-28,432.434
2003-08-29,436.109
2003-09-01,438.029
2003-09-02,441.486
2003-09-03,444.648
2003-09-04,445.209
2003-09-05,444.702
2003-09-08,448.8
2003-09-09,447.966
2003-09-10,441.401
2003-09-11,442.727
2003-09-12,445.314
2003-09-15,445.192
2003-09-16,449.196
2003-09-17,450.516
2003-09-18,454.024
2003-09-19,456.43
2003-09-22,453.483
2003-09-23,455.611
2003-09-24,450.912
2003-09-25,445.466
2003-09-26,440.497
2003-09-29,443.957
2003-09-30,442.691
2003-10-01,449.676
2003-10-02,453.504
2003-10-03,458.817
2003-10-06,461.716
2003-10-07,464.567
2003-10-08,463.709
2003-10-09,466.831
2003-10-10,468.459
2003-10-13,471.56
2003-10-14,473.227
2003-10-15,472.437
2003-10-16,475.311
2003-10-17,471.161
2003-10-20,472.041
2003-10-21,474.253
2003-10-22,469.098
2003-10-23,463.831
2003-10-24,463.935
2003-10-27,468.212
2003-10-28,473.131
2003-10-29,477.293
2003-10-30,477.922
2003-10-31,476.842
2003-11-03,479.807
2003-11-04,482.044
2003-11-05,481.594
2003-11-06,481.559
2003-11-07,483.804
2003-11-10,480.568
2003-11-11,476.131
2003-11-12,482.265
2003-11-13,484.807
2003-11-14,481.71
2003-11-17,474.47
2003-11-18,473.466
2003-11-19,473.182
2003-11-20,472.024
2003-11-21,473.443
2003-11-24,478.413
2003-11-25,482.032
2003-11-26,486.016
2003-11-27,486.327
2003-11-28,487.993
2003-12-01,493.955
2003-12-02,495.434
2003-12-03,493.715
2003-12-04,492.69
2003-12-05,490.931
2003-12-08,492.174
2003-12-09,489.16
2003-12-10,484.985
2003-12-11,489.654
2003-12-12,493.185
2003-12-15,490.985
2003-12-16,490.208
2003-12-17,490.342
2003-12-18,494.311
2003-12-19,494.316
2003-12-22,496.298
2003-12-23,498.955
2003-12-24,499.557
2003-12-25,499.785
2003-12-26,501.215
2003-12-29,506.688
2003-12-30,509.7
2003-12-31,508.434
2004-01-01,508.462
2004-01-02,510.852
2004-01-05,518.06
2004-01-06,519.499
2004-01-07,520.365
2004-01-08,524.38
2004-01-09,525.419
2004-01-12,527.347
2004-01-13,526.81
2004-01-14,528.894
2004-01-15,527.742
2004-01-16,529.541
2004-01-19,530.038
2004-01-20,535.524
2004-01-21,536.627
2004-01-22,536.236
2004-01-23,537.106
2004-01-26,537.779
2004-01-27,536.664
2004-01-28,530.914
2004-01-29,524.436
2004-01-30,526.935
2004-02-02,528.135
2004-02-03,528.589
2004-02-04,520.894
2004-02-05,523.749
2004-02-06,532.384
2004-02-09,534.936
2004-02-10,537.9
2004-02-11,540.732
2004-02-12,542.403
2004-02-13,540.69
2004-02-16,541.502
2004-02-17,546.79
2004-02-18,546.157
2004-02-19,541.229
2004-02-20,536.61
2004-02-23,533.52
2004-02-24,533.591
2004-02-25,535.071
2004-02-26,536.32
2004-02-27,540.016
2004-03-01,547.703
2004-03-02,545.524
2004-03-03,542.77
2004-03-04,546.669
2004-03-05,550.92
2004-03-08,547.509
2004-03-09,544.837
2004-03-10,535.578
2004-03-11,529.397
2004-03-12,533.794
2004-03-15,527.283
2004-03-16,529.858
2004-03-17,536.767
2004-03-18,538.159
2004-03-19,536.683
2004-03-22,529.19
2004-03-23,529.263
2004-03-24,527.756
2004-03-25,535.048
2004-03-26,536.507
2004-03-29,543.296
2004-03-30,546.759
2004-03-31,551.277
2004-04-01,557.023
2004-04-02,559.095
2004-04-05,559.586
2004-04-06,557.293
2004-04-07,559.756
2004-04-08,557.874
2004-04-09,556.72
2004-04-12,558.501
2004-04-13,551.291
2004-04-14,545.448
2004-04-15,543.214
2004-04-16,547.291
2004-04-19,547.741
2004-04-20,543.573
2004-04-21,543.485
2004-04-22,548.072
2004-04-23,548.432
2004-04-26,548.917
2004-04-27,548.179
2004-04-28,540.046
2004-04-29,533.431
2004-04-30,528.567
2004-05-03,530.718
2004-05-04,535.021
2004-05-05,536.734
2004-05-06,529.565
2004-05-07,517.93
2004-05-10,501.11
2004-05-11,506.109
2004-05-12,509.241
2004-05-13,506.565
2004-05-14,503.957
2004-05-17,495.881
2004-05-18,500.792
2004-05-19,507.736
2004-05-20,505.67
2004-05-21,511.346
2004-05-24,514.557
2004-05-25,521.309
2004-05-26,525.279
2004-05-27,529.098
2004-05-28,531.099
2004-05-31,531.032
2004-06-01,532.736
2004-06-02,533.606
2004-06-03,526.746
2004-06-04,530.25
2004-06-07,539.384
2004-06-08,539.363
2004-06-09,534.414
2004-06-10,535.322
2004-06-11,533.571
2004-06-14,527.857
2004-06-15,532.284
2004-06-16,534.459
2004-06-17,535.705
2004-06-18,536.855
2004-06-21,537.126
2004-06-22,537.628
2004-06-23,541.561
2004-06-24,544.225
2004-06-25,546.619
2004-06-28,547.286
2004-06-29,547.441
2004-06-30,551.075
2004-07-01,548.049
2004-07-02,548.174
2004-07-05,546.148
2004-07-06,540.774
2004-07-07,542.606
2004-07-08,537.54
2004-07-09,539.709
2004-07-12,540.318
2004-07-13,539.068
2004-07-14,536.794
2004-07-15,536.443
2004-07-16,537.29
2004-07-19,536.782
2004-07-20,537.911
2004-07-21,530.331
2004-07-22,527.679
2004-07-23,521.907
2004-07-26,517.436
2004-07-27,518.995
2004-07-28,518.723
2004-07-29,522.612
2004-07-30,525.074
2004-08-02,525.684
2004-08-03,522.406
2004-08-04,519.087
2004-08-05,514.291
2004-08-06,510.041
2004-08-09,507.689
2004-08-10,513.688
2004-08-11,510.62
2004-08-12,506.366
2004-08-13,506.843
2004-08-16,511.421
2004-08-17,513.248
2004-08-18,518.095
2004-08-19,519.507
2004-08-20,523.973
2004-08-23,522.402
2004-08-24,521.751
2004-08-25,524.506
2004-08-26,525.153
2004-08-27,527.341
2004-08-30,524.107
2004-08-31,526.613
2004-09-01,530.549
2004-09-02,534.322
2004-09-03,530.907
2004-09-06,532.721
2004-09-07,535.872
2004-09-08,534.803
2004-09-09,536.452
2004-09-10,540.155
2004-09-13,542.346
2004-09-14,542.752
2004-09-15,538.455
2004-09-16,541.962
2004-09-17,541.746
2004-09-20,540.606
2004-09-21,544.566
2004-09-22,539.716
2004-09-23,539.622
2004-09-24,539.394
2004-09-27,535.939
2004-09-28,538.976
2004-09-29,541.707
2004-09-30,546.0
2004-10-01,552.543
2004-10-04,555.232
2004-10-05,555.207
2004-10-06,558.005
2004-10-07,554.48
2004-10-08,554.014
2004-10-11,554.225
2004-10-12,550.667
2004-10-13,546.254
2004-10-14,544.307
2004-10-15,547.224
2004-10-18,547.807
2004-10-19,547.353
2004-10-20,547.763
2004-10-21,551.778
2004-10-22,549.512
2004-10-25,550.531
2004-10-26,553.616
2004-10-27,559.295
2004-10-28,559.708
2004-10-29,559.645
2004-11-01,561.223
2004-11-02,562.268
2004-11-03,569.571
2004-11-04,574.894
2004-11-05,578.32
2004-11-08,577.228
2004-11-09,578.668
2004-11-10,579.841
2004-11-11,583.183
2004-11-12,589.372
2004-11-15,591.061
2004-11-16,588.689
2004-11-17,593.284
2004-11-18,592.203
2004-11-19,590.052
2004-11-22,591.078
2004-11-23,594.0
2004-11-24,598.83
2004-11-25,600.865
2004-11-26,601.497
2004-11-29,603.212
2004-11-30,602.638
2004-12-01,607.713
2004-12-02,607.446
2004-12-03,609.91
2004-12-06,609.302
2004-12-07,603.325
2004-12-08,600.505
2004-12-09,598.901
2004-12-10,599.484
2004-12-13,604.179
2004-12-14,607.052
2004-12-15,613.498
2004-12-16,610.564
2004-12-17,610.9
2004-12-20,612.521
2004-12-21,615.65
2004-12-22,618.075
2004-12-23,620.167
2004-12-24,621.714
2004-12-27,621.073
2004-12-28,625.62
2004-12-29,625.528
2004-12-30,628.747
2004-12-31,629.354
2005-01-03,622.838
2005-01-04,614.297
2005-01-05,608.01
2005-01-06,607.687
2005-01-07,605.937
2005-01-10,609.383
2005-01-11,608.53
2005-01-12,611.632
2005-01-13,611.069
2005-01-14,613.638
2005-01-17,615.568
2005-01-18,617.886
2005-01-19,616.633
2005-01-20,612.05
2005-01-21,612.128
2005-01-24,610.467
2005-01-25,609.645
2005-01-26,617.105
2005-01-27,617.927
2005-01-28,616.131
2005-01-31,623.392
2005-02-01,625.914
2005-02-02,629.924
2005-02-03,628.365
2005-02-04,634.205
2005-02-07,633.327
2005-02-08,632.671
2005-02-09,628.37
2005-02-10,630.579
2005-02-11,635.003
2005-02-14,638.03
2005-02-15,638.87
2005-02-16,638.765
2005-02-17,637.615
2005-02-18,637.601
2005-02-21,637.794
2005-02-22,633.321
2005-02-23,632.564
2005-02-24,636.688
2005-02-25,643.714
2005-02-28,645.724
2005-03-01,647.704
2005-03-02,646.618
2005-03-03,647.37
2005-03-04,654.525
2005-03-07,654.625
2005-03-08,653.898
2005-03-09,650.776
2005-03-10,648.294
2005-03-11,650.327
2005-03-14,649.685
2005-03-15,647.507
2005-03-16,645.83
2005-03-17,645.253
2005-03-18,643.696
2005-03-21,640.734
2005-03-22,638.993
2005-03-23,629.715
2005-03-24,630.075
2005-03-25,630.382
2005-03-28,628.477
2005-03-29,621.809
2005-03-30,625.778
2005-03-31,630.585
2005-04-01,631.057
2005-04-04,627.946
2005-04-05,629.586
2005-04-06,631.528
2005-04-07,634.769
2005-04-08,631.538
2005-04-11,631.125
2005-04-12,631.025
2005-04-13,628.195
2005-04-14,618.799
2005-04-15,610.571
2005-04-18,606.063
2005-04-19,615.131
2005-04-20,611.703
2005-04-21,616.572
2005-04-22,616.362
2005-04-25,619.5
2005-04-26,614.738
2005-04-27,611.794
2005-04-28,604.718
2005-04-29,607.697
2005-05-02,609.797
2005-05-03,609.462
2005-05-04,615.82
2005-05-05,617.328
2005-05-06,618.44
2005-05-09,620.622
2005-05-10,617.187
2005-05-11,616.728
2005-05-12,610.781
2005-05-13,606.407
2005-05-16,608.328
2005-05-17,609.318
2005-05-18,616.448
2005-05-19,620.402
2005-05-20,618.735
2005-05-23,622.909
2005-05-24,623.114
2005-05-25,619.331
2005-05-26,623.16
2005-05-27,626.063
2005-05-30,627.126
2005-05-31,627.47
2005-06-01,630.569
2005-06-02,632.378
2005-06-03,632.266
2005-06-06,634.416
2005-06-07,635.923
2005-06-08,636.301
2005-06-09,635.533
2005-06-10,636.457
2005-06-13,637.017
2005-06-14,639.256
2005-06-15,642.354
2005-06-16,646.991
2005-06-17,650.386
2005-06-20,648.266
2005-06-21,648.151
2005-06-22,649.477
2005-06-23,645.573
2005-06-24,641.857
2005-06-27,640.374
2005-06-28,645.785
2005-06-29,646.634
2005-06-30,645.806
2005-07-01,646.464
2005-07-04,646.334
2005-07-05,649.31
2005-07-06,648.912
2005-07-07,647.201
2005-07-08,654.231
2005-07-11,662.572
2005-07-12,665.83
2005-07-13,662.954
2005-07-14,662.105
2005-07-15,660.982
2005-07-18,659.801
2005-07-19,662.683
2005-07-20,666.37
2005-07-21,666.81
2005-07-22,670.84
2005-07-25,668.106
2005-07-26,668.365
2005-07-27,670.818
2005-07-28,676.583
2005-07-29,677.428
2005-08-01,680.275
2005-08-02,684.383
2005-08-03,684.896
2005-08-04,680.255
2005-08-05,673.105
2005-08-08,672.063
2005-08-09,674.262
2005-08-10,678.555
2005-08-11,683.103
2005-08-12,681.242
2005-08-15,682.011
2005-08-16,677.559
2005-08-17,675.707
2005-08-18,670.57
2005-08-19,671.312
2005-08-22,677.105
2005-08-23,675.895
2005-08-24,675.071
2005-08-25,676.35
2005-08-26,673.868
2005-08-29,673.386
2005-08-30,672.006
2005-08-31,681.044
2005-09-01,688.304
2005-09-02,687.906
2005-09-05,688.798
2005-09-06,693.126
2005-09-07,694.972
2005-09-08,691.961
2005-09-09,697.38
2005-09-12,697.408
2005-09-13,692.95
2005-09-14,692.54
2005-09-15,691.589
2005-09-16,694.39
2005-09-19,692.289
2005-09-20,690.819
2005-09-21,686.011
2005-09-22,683.576
2005-09-23,683.652
2005-09-26,688.209
2005-09-27,686.366
2005-09-28,687.703
2005-09-29,694.146
2005-09-30,697.388
2005-10-03,697.638
2005-10-04,695.136
2005-10-05,683.531
2005-10-06,676.606
2005-10-07,677.826
2005-10-10,674.136
2005-10-11,672.264
2005-10-12,667.337
2005-10-13,661.036
2005-10-14,667.263
2005-10-17,666.995
2005-10-18,659.578
2005-10-19,659.867
2005-10-20,656.473
2005-10-21,658.101
2005-10-24,666.289
2005-10-25,668.754
2005-10-26,667.597
2005-10-27,660.721
2005-10-28,664.293
2005-10-31,673.343
2005-11-01,674.277
2005-11-02,682.871
2005-11-03,685.246
2005-11-04,682.052
2005-11-07,683.796
2005-11-08,681.299
2005-11-09,682.344
2005-11-10,683.824
