Date,ACWI SMALL CAP Small Cap
2004-03-31,551.277
2004-04-30,528.567
2004-05-31,531.032
2004-06-30,551.075
2004-07-30,525.074
2004-08-31,526.613
2004-09-30,546.0
2004-10-29,559.645
2004-11-30,602.638
2004-12-31,629.354
2005-01-31,623.392
2005-02-28,645.724
2005-03-31,630.585
2005-04-29,607.697
2005-05-31,627.47
2005-06-30,645.806
2005-07-29,677.428
2005-08-31,681.044
2005-09-30,697.388
2005-10-31,673.343
2005-11-30,702.775
2005-12-30,726.929
2006-01-31,780.593
2006-02-28,778.309
2006-03-31,809.174
2006-04-28,832.629
2006-05-31,790.68
2006-06-30,780.062
2006-07-31,765.062
2006-08-31,785.248
2006-09-29,791.404
2006-10-31,827.612
2006-11-30,863.548
2006-12-29,879.442
2007-01-31,897.17
2007-02-28,906.588
2007-03-30,930.076
2007-04-30,965.629
2007-05-31,1000.0
2007-06-29,993.155
2007-07-31,971.134
2007-08-31,953.229
2007-09-28,982.938
2007-10-31,1026.318
2007-11-30,953.344
2007-12-31,939.482
2008-01-31,861.11
2008-02-29,871.346
2008-03-31,857.786
2008-04-30,894.351
2008-05-30,921.091
2008-06-30,842.719
2008-07-31,827.304
2008-08-29,820.441
2008-09-30,705.576
2008-10-31,540.94
2008-11-28,496.123
2008-12-31,529.067
2009-01-30,489.332
2009-02-27,441.438
2009-03-31,480.46
2009-04-30,562.93
2009-05-29,621.062
2009-06-30,626.971
2009-07-31,684.974
2009-08-31,722.434
2009-09-30,766.847
2009-10-30,740.823
2009-11-30,760.497
2009-12-31,797.167
2010-01-29,776.69
2010-02-26,792.667
2010-03-31,854.9
2010-04-30,886.414
2010-05-31,800.373
2010-06-30,768.966
2010-07-30,828.111
2010-08-31,795.11
2010-09-30,887.269
2010-10-29,922.657
2010-11-30,924.0
2010-12-31,1006.69
2011-01-31,1010.729
2011-02-28,1042.256
2011-03-31,1058.365
2011-04-29,1099.303
2011-05-31,1075.359
2011-06-30,1051.929
2011-07-29,1032.608
2011-08-31,943.808
2011-09-30,832.694
2011-10-31,929.236
2011-11-30,900.959
2011-12-30,892.954
2012-01-31,963.434
2012-02-29,1011.757
2012-03-30,1016.52
2012-04-30,1007.958
2012-05-31,917.972
2012-06-29,950.443
2012-07-31,949.019
2012-08-31,979.108
2012-09-28,1016.247
2012-10-31,1009.356
2012-11-30,1020.108
2012-12-31,1054.192
2013-01-31,1111.839
2013-02-28,1121.324
2013-03-29,1155.915
2013-04-30,1171.101
2013-05-31,1180.944
2013-06-28,1146.667
2013-07-31,1213.31
2013-08-30,1188.226
2013-09-30,1269.82
2013-10-31,1309.591
2013-11-29,1328.792
2013-12-31,1356.354
2014-01-31,1330.007
2014-02-28,1398.569
2014-03-31,1395.647
2014-04-30,1375.109
2014-05-30,1392.974
2014-06-30,1444.496
2014-07-31,1393.146
2014-08-29,1435.017
2014-09-30,1356.43
2014-10-31,1374.506
2014-11-28,1377.788
2014-12-31,1380.558
2015-01-30,1360.174
2015-02-27,1438.425
2015-03-31,1440.737
2015-04-30,1466.038
2015-05-29,1485.54
2015-06-30,1465.824
2015-07-31,1447.643
2015-08-31,1364.452
2015-09-30,1311.897
2015-10-30,1387.413
2015-11-30,1397.751
2015-12-31,1366.231
2016-01-29,1259.917
2016-02-29,1267.194
2016-03-31,1375.851
2016-04-29,1406.944
2016-05-31,1416.829
2016-06-30,1396.581
2016-07-29,1471.673
2016-08-31,1476.502
2016-09-30,1498.277
2016-10-31,1446.719
2016-11-30,1492.957
2016-12-30,1524.601
2017-01-31,1563.353
2017-02-28,1601.583
2017-03-31,1616.604
2017-04-28,1647.576
2017-05-31,1658.12
2017-06-30,1682.485
2017-07-31,1723.047
2017-08-31,1725.864
2017-09-29,1786.333
2017-10-31,1816.29
2017-11-30,1855.106
2017-12-29,1887.558
2018-01-31,1959.226
2018-02-28,1880.627
2018-03-30,1878.692
2018-04-30,1893.687
2018-05-31,1933.887
2018-06-29,1915.123
2018-07-31,1938.418
2018-08-31,1972.902
2018-09-28,1941.219
2018-10-31,1747.724
2018-11-30,1766.534
2018-12-31,1615.915
2019-01-31,1774.145
2019-02-28,1836.41
2019-03-29,1827.655
2019-04-30,1879.429
2019-05-31,1759.643
2019-06-28,1858.48
2019-07-31,1865.226
2019-08-30,1798.594
2019-09-30,1835.427
2019-10-31,1888.066
2019-11-29,1941.892
2019-12-31,2014.283
2020-01-31,1955.83
2020-02-28,1780.317
2020-03-31,1406.114
2020-04-30,1595.744
2020-05-29,1700.872
2020-06-30,1755.526
2020-07-31,1834.015
2020-08-31,1935.378
2020-09-30,1894.495
2020-10-30,1893.11
2020-11-30,2181.606
2020-12-31,2343.155
2021-01-29,2386.288
2021-02-26,2507.998
2021-03-31,2559.333
2021-04-30,2664.814
2021-05-31,2692.48
2021-06-30,2704.794
2021-07-30,2684.355
2021-08-31,2745.57
2021-09-30,2663.782
2021-10-29,2749.174
2021-11-30,2621.771
2021-12-31,2720.279
2022-01-31,2524.735
2022-02-28,2521.927
2022-03-31,2550.405
2022-04-29,2359.898
2022-05-31,2350.792
2022-06-30,2114.552
2022-07-29,2290.677
2022-08-31,2231.436
2022-09-30,2003.121
2022-10-31,2143.795
2022-11-30,2284.0
2022-12-30,2212.445
2023-01-31,2408.151
2023-02-28,2356.642
2023-03-31,2306.348
2023-04-28,2306.238
2023-05-31,2253.731
2023-06-30,2389.914
2023-07-31,2512.357
2023-08-31,2424.979
2023-09-29,2308.465
2023-10-31,2171.124
2023-11-30,2374.283
2023-12-29,2584.953
2024-01-31,2517.111
2024-02-29,2599.01
2024-03-29,2686.001
2024-04-30,2574.021
2024-05-31,2676.283
2024-06-28,2644.127
2024-07-31,2797.734
2024-08-30,2816.648
2024-09-30,2876.707
2024-10-31,2793.401
2024-11-29,2938.81
2024-12-31,2783.007
2025-01-31,2854.959
2025-02-28,2762.974
2025-03-31,2672.43
2025-04-30,2698.68
2025-05-30,2863.506
2025-06-30,3002.968
