Date,ACWI SMALL CAP Small Cap
2015-04-30,1513.637
2015-05-29,1534.513
2015-06-30,1514.826
2015-07-31,1496.397
2015-08-31,1410.849
2015-09-30,1357.146
2015-10-30,1435.488
2015-11-30,1446.625
2015-12-31,1414.679
2016-01-29,1304.936
2016-02-29,1312.839
2016-03-31,1426.332
2016-04-29,1459.056
2016-05-31,1470.126
2016-06-30,1449.849
2016-07-29,1528.162
2016-08-31,1533.721
2016-09-30,1557.056
2016-10-31,1503.739
2016-11-30,1552.253
2016-12-30,1585.886
2017-01-31,1626.488
2017-02-28,1666.639
2017-03-31,1683.286
2017-04-28,1716.046
2017-05-31,1727.988
2017-06-30,1754.237
2017-07-31,1796.983
2017-08-31,1800.439
2017-09-29,1864.295
2017-10-31,1895.819
2017-11-30,1936.864
2017-12-29,1971.554
2018-01-31,2046.695
2018-02-28,1964.997
2018-03-30,1964.116
2018-04-30,1980.546
2018-05-31,2023.609
2018-06-29,2004.921
2018-07-31,2029.807
2018-08-31,2066.547
2018-09-28,2034.246
2018-10-31,1831.814
2018-11-30,1852.056
2018-12-31,1695.037
2019-01-31,1861.306
2019-02-28,1927.094
2019-03-29,1919.129
2019-04-30,1974.205
2019-05-31,1849.554
2019-06-28,1954.421
2019-07-31,1962.044
2019-08-30,1892.619
2019-09-30,1932.339
2019-10-31,1988.175
2019-11-29,2045.43
2019-12-31,2122.655
2020-01-31,2061.38
2020-02-28,1876.883
2020-03-31,1483.493
2020-04-30,1684.089
2020-05-29,1795.792
2020-06-30,1854.274
2020-07-31,1937.687
2020-08-31,2045.466
2020-09-30,2003.163
2020-10-30,2001.988
2020-11-30,2307.905
2020-12-31,2479.836
2021-01-29,2525.833
2021-02-26,2655.228
2021-03-31,2710.901
2021-04-30,2823.413
2021-05-31,2853.918
2021-06-30,2867.983
2021-07-30,2846.853
2021-08-31,2912.778
2021-09-30,2827.184
2021-10-29,2918.482
2021-11-30,2784.059
2021-12-31,2889.915
2022-01-31,2682.476
2022-02-28,2680.153
2022-03-31,2712.078
2022-04-29,2510.49
2022-05-31,2502.35
2022-06-30,2252.105
2022-07-29,2440.556
2022-08-31,2378.355
2022-09-30,2136.115
2022-10-31,2286.539
2022-11-30,2437.033
2022-12-30,2361.829
2023-01-31,2571.155
2023-02-28,2516.9
2023-03-31,2464.925
2023-04-28,2465.856
2023-05-31,2411.331
2023-06-30,2558.296
2023-07-31,2690.218
2023-08-31,2597.628
2023-09-29,2474.043
2023-10-31,2327.24
2023-11-30,2545.96
2023-12-29,2773.14
2024-01-31,2700.758
2024-02-29,2789.502
2024-03-29,2884.579
2024-04-30,2765.41
2024-05-31,2876.941
2024-06-28,2843.831
2024-07-31,3009.791
2024-08-30,3031.259
2024-09-30,3097.382
2024-10-31,3008.176
2024-11-29,3165.718
2024-12-31,2999.153
2025-01-31,3077.27
2025-02-28,2978.942
2025-03-31,2883.3
2025-04-30,2912.747
2025-05-30,3092.515
2025-06-30,3244.864
2025-07-31,3282.098
2025-08-29,3440.687
2025-09-30,3510.656
2025-10-31,3527.765
