Date,NEW ZEALAND MID GROWTH Mid Cap
2001-09-27,174.261
2001-09-28,177.728
2001-10-01,174.909
2001-10-02,177.598
2001-10-03,179.277
2001-10-04,179.257
2001-10-05,181.19
2001-10-08,184.003
2001-10-09,181.219
2001-10-10,180.527
2001-10-11,181.678
2001-10-12,191.242
2001-10-15,199.305
2001-10-16,198.026
2001-10-17,199.484
2001-10-18,195.054
2001-10-19,193.381
2001-10-22,193.567
2001-10-23,196.359
2001-10-24,198.405
2001-10-25,197.685
2001-10-26,195.5
2001-10-29,198.798
2001-10-30,201.022
2001-10-31,201.551
2001-11-01,204.121
2001-11-02,208.442
2001-11-05,211.891
2001-11-06,213.496
2001-11-07,209.356
2001-11-08,204.772
2001-11-09,205.33
2001-11-12,205.932
2001-11-13,210.29
2001-11-14,206.317
2001-11-15,205.922
2001-11-16,203.555
2001-11-19,201.828
2001-11-20,203.836
2001-11-21,201.11
2001-11-22,201.407
2001-11-23,202.545
2001-11-26,203.361
2001-11-27,206.989
2001-11-28,210.035
2001-11-29,212.241
2001-11-30,214.042
2001-12-03,208.77
2001-12-04,204.497
2001-12-05,208.392
2001-12-06,213.546
2001-12-07,211.819
2001-12-10,210.197
2001-12-11,212.377
2001-12-12,215.64
2001-12-13,215.384
2001-12-14,211.919
2001-12-17,209.451
2001-12-18,206.56
2001-12-19,205.712
2001-12-20,202.27
2001-12-21,203.71
2001-12-24,206.126
2001-12-25,206.126
2001-12-26,206.276
2001-12-27,204.577
2001-12-28,206.564
2001-12-31,206.959
2002-01-01,206.959
2002-01-02,209.047
2002-01-03,213.387
2002-01-04,215.14
2002-01-07,215.789
2002-01-08,216.828
2002-01-09,214.274
2002-01-10,213.417
2002-01-11,212.614
2002-01-14,212.489
2002-01-15,213.164
2002-01-16,212.789
2002-01-17,213.271
2002-01-18,212.723
2002-01-21,215.158
2002-01-22,217.2
2002-01-23,215.411
2002-01-24,214.433
2002-01-25,212.017
2002-01-28,210.829
2002-01-29,209.869
2002-01-30,205.373
2002-01-31,207.122
2002-02-01,208.738
2002-02-04,209.795
2002-02-05,209.061
2002-02-06,209.236
2002-02-07,207.415
2002-02-08,208.193
2002-02-11,208.662
2002-02-12,206.131
2002-02-13,205.727
2002-02-14,206.017
2002-02-15,207.066
2002-02-18,206.785
2002-02-19,206.205
2002-02-20,209.541
2002-02-21,207.411
2002-02-22,209.974
2002-02-25,210.403
2002-02-26,213.463
2002-02-27,213.019
2002-02-28,216.174
2002-03-01,217.754
2002-03-04,219.556
2002-03-05,219.074
2002-03-06,219.892
2002-03-07,223.655
2002-03-08,221.307
2002-03-11,222.165
2002-03-12,225.465
2002-03-13,224.614
2002-03-14,225.384
2002-03-15,230.003
2002-03-18,233.831
2002-03-19,232.959
2002-03-20,235.814
2002-03-21,235.171
2002-03-22,234.621
2002-03-25,233.746
2002-03-26,233.763
2002-03-27,233.479
2002-03-28,237.596
2002-03-29,237.596
2002-04-01,238.675
2002-04-02,239.201
2002-04-03,237.88
2002-04-04,237.332
2002-04-05,235.993
2002-04-08,232.556
2002-04-09,235.242
2002-04-10,238.104
2002-04-11,241.087
2002-04-12,242.964
2002-04-15,243.037
2002-04-16,243.4
2002-04-17,246.688
2002-04-18,243.158
2002-04-19,243.082
2002-04-22,243.215
2002-04-23,244.537
2002-04-24,245.798
2002-04-25,247.832
2002-04-26,247.311
2002-04-29,246.253
2002-04-30,244.751
2002-05-01,247.511
2002-05-02,249.607
2002-05-03,250.642
2002-05-06,250.581
2002-05-07,251.601
2002-05-08,250.657
2002-05-09,247.883
2002-05-10,252.671
2002-05-13,255.161
2002-05-14,256.391
2002-05-15,258.576
2002-05-16,256.685
2002-05-17,259.592
2002-05-20,259.724
2002-05-21,259.765
2002-05-22,262.955
2002-05-23,266.154
2002-05-24,263.303
2002-05-27,262.768
2002-05-28,264.063
2002-05-29,266.568
2002-05-30,267.513
2002-05-31,263.494
2002-06-03,267.235
2002-06-04,268.951
2002-06-05,266.56
2002-06-06,270.757
2002-06-07,271.296
2002-06-10,273.813
2002-06-11,272.401
2002-06-12,272.893
2002-06-13,272.609
2002-06-14,268.102
2002-06-17,271.533
2002-06-18,275.978
2002-06-19,274.375
2002-06-20,274.989
2002-06-21,275.423
2002-06-24,271.289
2002-06-25,268.2
2002-06-26,260.852
2002-06-27,264.216
2002-06-28,260.402
2002-07-01,262.55
2002-07-02,264.604
2002-07-03,261.741
2002-07-04,257.249
2002-07-05,261.656
2002-07-08,268.579
2002-07-09,268.04
2002-07-10,268.493
2002-07-11,259.565
2002-07-12,262.13
2002-07-15,260.323
2002-07-16,258.337
2002-07-17,252.011
2002-07-18,255.578
2002-07-19,255.833
2002-07-22,249.942
2002-07-23,250.532
2002-07-24,238.601
2002-07-25,240.638
2002-07-26,234.616
2002-07-29,241.297
2002-07-30,245.477
2002-07-31,240.738
2002-08-01,239.073
2002-08-02,236.924
2002-08-05,237.46
2002-08-06,232.461
2002-08-07,237.914
2002-08-08,240.156
2002-08-09,244.099
2002-08-12,246.275
2002-08-13,246.36
2002-08-14,246.894
2002-08-15,248.441
2002-08-16,249.241
2002-08-19,251.407
2002-08-20,252.703
2002-08-21,248.86
2002-08-22,250.199
2002-08-23,249.375
2002-08-26,248.849
2002-08-27,252.869
2002-08-28,254.67
2002-08-29,254.081
2002-08-30,252.802
2002-09-02,255.302
2002-09-03,257.396
2002-09-04,254.15
2002-09-05,254.427
2002-09-06,253.623
2002-09-09,251.979
2002-09-10,251.101
2002-09-11,253.916
2002-09-12,256.871
2002-09-13,255.385
2002-09-16,253.035
2002-09-17,253.274
2002-09-18,253.313
2002-09-19,252.297
2002-09-20,252.954
2002-09-23,251.365
2002-09-24,249.282
2002-09-25,250.067
2002-09-26,252.932
2002-09-27,250.174
2002-09-30,254.132
2002-10-01,255.64
2002-10-02,259.513
2002-10-03,259.057
2002-10-04,257.298
2002-10-07,260.582
2002-10-08,261.539
2002-10-09,264.556
2002-10-10,262.117
2002-10-11,265.13
2002-10-14,267.014
2002-10-15,267.29
2002-10-16,264.924
2002-10-17,265.209
2002-10-18,267.034
2002-10-21,270.403
2002-10-22,272.09
2002-10-23,273.055
2002-10-24,270.924
2002-10-25,271.326
2002-10-28,272.553
2002-10-29,271.745
2002-10-30,268.652
2002-10-31,270.56
2002-11-01,275.977
2002-11-04,280.275
2002-11-05,264.759
2002-11-06,268.061
2002-11-07,265.017
2002-11-08,266.182
2002-11-11,264.608
2002-11-12,267.528
2002-11-13,269.192
2002-11-14,269.325
2002-11-15,267.996
2002-11-18,269.263
2002-11-19,268.463
2002-11-20,265.852
2002-11-21,267.871
2002-11-22,267.695
2002-11-25,267.461
2002-11-26,265.345
2002-11-27,263.731
2002-11-28,265.219
2002-11-29,267.912
2002-12-02,269.208
2002-12-03,268.77
2002-12-04,272.537
2002-12-05,273.645
2002-12-06,275.838
2002-12-09,277.369
2002-12-10,276.79
2002-12-11,277.991
2002-12-12,283.616
2002-12-13,289.714
2002-12-16,287.722
2002-12-17,290.802
2002-12-18,289.007
2002-12-19,290.273
2002-12-20,288.475
2002-12-23,292.252
2002-12-24,294.833
2002-12-25,294.833
2002-12-26,295.147
2002-12-27,297.823
2002-12-30,301.908
2002-12-31,302.756
2003-01-01,302.756
2003-01-02,303.103
2003-01-03,302.522
2003-01-06,306.592
2003-01-07,308.38
2003-01-08,304.294
2003-01-09,306.31
2003-01-10,310.274
2003-01-13,316.318
2003-01-14,316.451
2003-01-15,316.11
2003-01-16,319.266
2003-01-17,323.548
2003-01-20,322.642
2003-01-21,319.469
2003-01-22,317.962
2003-01-23,321.611
2003-01-24,324.226
2003-01-27,326.994
2003-01-28,328.007
2003-01-29,327.72
2003-01-30,323.753
2003-01-31,326.177
2003-02-03,323.763
2003-02-04,328.506
2003-02-05,327.44
2003-02-06,327.53
2003-02-07,323.817
2003-02-10,329.798
2003-02-11,331.522
2003-02-12,332.183
2003-02-13,332.85
2003-02-14,334.791
2003-02-17,336.235
2003-02-18,338.535
2003-02-19,340.797
2003-02-20,343.093
2003-02-21,338.763
2003-02-24,336.625
2003-02-25,337.836
2003-02-26,343.915
2003-02-27,346.206
2003-02-28,341.833
2003-03-03,340.655
2003-03-04,343.211
2003-03-05,346.913
2003-03-06,348.658
2003-03-07,344.858
2003-03-10,342.795
2003-03-11,336.858
2003-03-12,335.425
2003-03-13,332.834
2003-03-14,337.473
2003-03-17,338.226
2003-03-18,338.926
2003-03-19,332.351
2003-03-20,331.618
2003-03-21,327.814
2003-03-24,329.193
2003-03-25,327.048
2003-03-26,321.576
2003-03-27,321.811
2003-03-28,319.273
2003-03-31,324.622
2003-04-01,323.65
2003-04-02,320.185
2003-04-03,315.837
2003-04-04,317.53
2003-04-07,322.072
2003-04-08,324.908
2003-04-09,330.39
2003-04-10,326.416
2003-04-11,326.441
2003-04-14,332.376
2003-04-15,335.693
2003-04-16,334.515
2003-04-17,332.109
2003-04-18,332.109
2003-04-21,331.036
2003-04-22,332.375
2003-04-23,333.358
2003-04-24,335.186
2003-04-25,334.038
2003-04-28,330.932
2003-04-29,329.405
2003-04-30,334.351
2003-05-01,334.138
2003-05-02,331.361
2003-05-05,332.271
2003-05-06,332.652
2003-05-07,331.929
2003-05-08,344.238
2003-05-09,345.394
2003-05-12,345.247
2003-05-13,347.103
2003-05-14,347.215
2003-05-15,346.956
2003-05-16,351.486
2003-05-19,353.944
2003-05-20,353.517
2003-05-21,354.158
2003-05-22,355.704
2003-05-23,362.035
2003-05-26,367.939
2003-05-27,370.009
2003-05-28,361.036
2003-05-29,362.878
2003-05-30,363.343
2003-06-02,365.263
2003-06-03,367.925
2003-06-04,369.824
2003-06-05,374.272
2003-06-06,371.891
2003-06-09,372.904
2003-06-10,373.335
2003-06-11,376.774
2003-06-12,376.551
2003-06-13,381.349
2003-06-16,390.795
2003-06-17,393.347
2003-06-18,397.36
2003-06-19,397.568
2003-06-20,400.22
2003-06-23,400.381
2003-06-24,398.36
2003-06-25,402.618
2003-06-26,396.854
2003-06-27,397.855
2003-06-30,410.321
2003-07-01,411.988
2003-07-02,410.6
2003-07-03,412.611
2003-07-04,410.767
2003-07-07,407.441
2003-07-08,398.088
2003-07-09,385.019
2003-07-10,385.521
2003-07-11,391.611
2003-07-14,393.817
2003-07-15,384.145
2003-07-16,379.792
2003-07-17,375.288
2003-07-18,369.227
2003-07-21,379.47
2003-07-22,381.507
2003-07-23,389.0
2003-07-24,396.032
2003-07-25,398.191
2003-07-28,397.4
2003-07-29,401.036
2003-07-30,392.931
2003-07-31,392.2
2003-08-01,395.38
2003-08-04,392.492
2003-08-05,390.245
2003-08-06,391.456
2003-08-07,388.283
2003-08-08,396.006
2003-08-11,401.732
2003-08-12,402.348
2003-08-13,409.172
2003-08-14,406.515
2003-08-15,406.485
2003-08-18,407.097
2003-08-19,407.482
2003-08-20,409.091
2003-08-21,402.717
2003-08-22,401.073
2003-08-25,402.547
2003-08-26,396.007
2003-08-27,386.813
2003-08-28,388.351
2003-08-29,399.28
2003-09-01,399.607
2003-09-02,394.814
2003-09-03,390.899
2003-09-04,387.451
2003-09-05,392.135
2003-09-08,394.39
2003-09-09,398.957
2003-09-10,397.76
2003-09-11,398.085
2003-09-12,398.201
2003-09-15,404.197
2003-09-16,403.108
2003-09-17,405.315
2003-09-18,406.717
2003-09-19,413.382
2003-09-22,415.862
2003-09-23,413.81
2003-09-24,416.721
2003-09-25,419.2
2003-09-26,412.871
2003-09-29,413.386
2003-09-30,418.624
2003-10-01,420.235
2003-10-02,419.309
2003-10-03,419.184
2003-10-06,417.45
2003-10-07,421.578
2003-10-08,420.519
2003-10-09,422.537
2003-10-10,420.231
2003-10-13,417.966
2003-10-14,415.954
2003-10-15,418.001
2003-10-16,419.601
2003-10-17,422.686
2003-10-20,422.82
2003-10-21,426.089
2003-10-22,431.258
2003-10-23,430.388
2003-10-24,433.963
2003-10-27,434.496
2003-10-28,436.88
2003-10-29,442.701
2003-10-30,444.71
2003-10-31,443.937
2003-11-03,446.353
2003-11-04,442.723
2003-11-05,449.974
2003-11-06,447.152
2003-11-07,451.975
2003-11-10,458.973
2003-11-11,467.511
2003-11-12,464.476
2003-11-13,465.92
2003-11-14,466.883
2003-11-17,467.52
2003-11-18,477.783
2003-11-19,479.519
2003-11-20,483.604
2003-11-21,478.423
2003-11-24,471.755
2003-11-25,467.421
2003-11-26,472.926
2003-11-27,467.427
2003-11-28,469.348
2003-12-01,478.606
2003-12-02,478.889
2003-12-03,478.546
2003-12-04,476.211
2003-12-05,477.289
2003-12-08,482.077
2003-12-09,483.231
2003-12-10,485.626
2003-12-11,483.362
2003-12-12,487.259
2003-12-15,487.37
2003-12-16,490.188
2003-12-17,485.726
2003-12-18,483.257
2003-12-19,480.754
2003-12-22,481.953
2003-12-23,481.118
2003-12-24,485.953
2003-12-25,485.953
2003-12-26,486.441
2003-12-29,486.957
2003-12-30,493.324
2003-12-31,495.096
2004-01-01,495.096
2004-01-02,496.302
2004-01-05,505.895
2004-01-06,511.634
2004-01-07,514.09
2004-01-08,511.065
2004-01-09,520.738
2004-01-12,520.356
2004-01-13,520.808
2004-01-14,516.573
2004-01-15,506.819
2004-01-16,503.936
2004-01-19,493.43
2004-01-20,506.636
2004-01-21,510.256
2004-01-22,512.31
2004-01-23,513.729
2004-01-26,512.257
2004-01-27,515.131
2004-01-28,513.768
2004-01-29,502.304
2004-01-30,502.38
2004-02-02,502.763
2004-02-03,505.201
2004-02-04,501.005
2004-02-05,503.722
2004-02-06,505.696
2004-02-09,512.817
2004-02-10,513.287
2004-02-11,506.245
2004-02-12,503.614
2004-02-13,508.763
2004-02-16,510.281
2004-02-17,509.272
2004-02-18,511.89
2004-02-19,508.041
2004-02-20,498.563
2004-02-23,496.182
2004-02-24,497.2
2004-02-25,497.185
2004-02-26,493.753
2004-02-27,485.982
2004-03-01,483.961
2004-03-02,485.088
2004-03-03,477.39
2004-03-04,485.462
2004-03-05,491.68
2004-03-08,485.2
2004-03-09,488.451
2004-03-10,474.036
2004-03-11,462.12
2004-03-12,463.05
2004-03-15,455.139
2004-03-16,460.477
2004-03-17,461.149
2004-03-18,466.614
2004-03-19,466.941
2004-03-22,470.732
2004-03-23,472.213
2004-03-24,469.577
2004-03-25,468.158
2004-03-26,474.074
2004-03-29,478.155
2004-03-30,490.304
2004-03-31,497.25
2004-04-01,500.561
2004-04-02,494.355
2004-04-05,481.932
2004-04-06,489.419
2004-04-07,490.629
2004-04-08,488.22
2004-04-09,488.22
2004-04-12,490.89
2004-04-13,481.185
2004-04-14,461.55
2004-04-15,465.799
2004-04-16,470.095
2004-04-19,474.542
2004-04-20,474.797
2004-04-21,474.392
2004-04-22,478.938
2004-04-23,484.726
2004-04-26,483.698
2004-04-27,479.779
2004-04-28,479.22
2004-04-29,476.142
2004-04-30,475.581
2004-05-03,474.187
2004-05-04,486.041
2004-05-05,486.941
2004-05-06,482.874
2004-05-07,472.822
2004-05-10,458.043
2004-05-11,454.873
2004-05-12,461.934
2004-05-13,454.051
2004-05-14,453.388
2004-05-17,456.519
2004-05-18,455.001
2004-05-19,467.338
2004-05-20,462.809
2004-05-21,466.642
2004-05-24,465.098
2004-05-25,470.602
2004-05-26,474.078
2004-05-27,489.617
2004-05-28,487.01
2004-05-31,486.862
2004-06-01,486.614
2004-06-02,484.269
2004-06-03,484.215
2004-06-04,483.401
2004-06-07,490.736
2004-06-08,488.015
2004-06-09,483.087
2004-06-10,491.243
2004-06-11,488.027
2004-06-14,490.821
2004-06-15,488.898
2004-06-16,490.295
2004-06-17,488.228
2004-06-18,487.914
2004-06-21,487.986
2004-06-22,485.771
2004-06-23,484.063
2004-06-24,488.481
2004-06-25,489.183
2004-06-28,494.33
2004-06-29,491.73
2004-06-30,500.176
2004-07-01,504.294
2004-07-02,509.774
2004-07-05,511.898
2004-07-06,509.148
2004-07-07,517.782
2004-07-08,515.864
2004-07-09,515.575
2004-07-12,515.067
2004-07-13,512.972
2004-07-14,509.13
2004-07-15,510.682
2004-07-16,522.11
2004-07-19,525.841
2004-07-20,527.702
2004-07-21,507.507
2004-07-22,516.919
2004-07-23,508.107
2004-07-26,513.199
2004-07-27,503.719
2004-07-28,505.486
2004-07-29,510.465
2004-07-30,513.568
2004-08-02,513.301
2004-08-03,518.323
2004-08-04,519.089
2004-08-05,523.1
2004-08-06,527.566
2004-08-09,524.363
2004-08-10,523.888
2004-08-11,523.218
2004-08-12,526.233
2004-08-13,528.94
2004-08-16,527.025
2004-08-17,525.234
2004-08-18,525.661
2004-08-19,533.654
2004-08-20,532.876
2004-08-23,531.027
2004-08-24,519.839
2004-08-25,516.231
2004-08-26,514.093
2004-08-27,517.391
2004-08-30,516.201
2004-08-31,521.413
2004-09-01,519.84
2004-09-02,504.463
2004-09-03,499.843
2004-09-06,502.791
2004-09-07,504.56
2004-09-08,508.78
2004-09-09,515.733
2004-09-10,524.111
2004-09-13,515.249
2004-09-14,521.26
2004-09-15,516.842
2004-09-16,520.423
2004-09-17,520.76
2004-09-20,525.836
2004-09-21,527.59
2004-09-22,530.706
2004-09-23,533.504
2004-09-24,533.683
2004-09-27,531.063
2004-09-28,539.759
2004-09-29,540.67
2004-09-30,547.925
2004-10-01,547.587
2004-10-04,540.05
2004-10-05,543.951
2004-10-06,545.245
2004-10-07,541.378
2004-10-08,548.445
2004-10-11,544.974
2004-10-12,541.849
2004-10-13,537.328
2004-10-14,551.375
2004-10-15,555.509
2004-10-18,555.181
2004-10-19,556.483
2004-10-20,559.258
2004-10-21,557.655
2004-10-22,554.277
2004-10-25,560.106
2004-10-26,554.594
2004-10-27,557.859
2004-10-28,551.448
2004-10-29,551.116
2004-11-01,556.128
2004-11-02,564.989
2004-11-03,572.978
2004-11-04,580.328
2004-11-05,580.904
2004-11-08,580.866
2004-11-09,581.755
2004-11-10,575.073
2004-11-11,578.392
2004-11-12,585.176
2004-11-15,589.28
2004-11-16,589.017
2004-11-17,593.316
2004-11-18,592.979
2004-11-19,600.928
2004-11-22,605.77
2004-11-23,607.305
2004-11-24,613.144
2004-11-25,626.051
2004-11-26,626.59
2004-11-29,627.612
2004-11-30,626.952
2004-12-01,629.796
2004-12-02,637.108
2004-12-03,638.176
2004-12-06,643.185
2004-12-07,647.884
2004-12-08,628.029
2004-12-09,622.211
2004-12-10,618.463
2004-12-13,621.803
2004-12-14,619.765
2004-12-15,628.522
2004-12-16,622.06
2004-12-17,624.432
2004-12-20,631.782
2004-12-21,629.12
2004-12-22,632.736
2004-12-23,634.477
2004-12-24,639.754
2004-12-27,641.895
2004-12-28,643.902
2004-12-29,647.603
2004-12-30,651.644
2004-12-31,659.646
2005-01-03,651.837
2005-01-04,644.166
2005-01-05,645.133
2005-01-06,650.554
2005-01-07,646.217
2005-01-10,641.66
2005-01-11,648.39
2005-01-12,642.153
2005-01-13,643.696
2005-01-14,631.919
2005-01-17,630.147
2005-01-18,635.645
2005-01-19,642.067
2005-01-20,640.976
2005-01-21,642.953
2005-01-24,645.223
2005-01-25,643.919
2005-01-26,651.886
2005-01-27,642.309
2005-01-28,638.581
2005-01-31,638.431
2005-02-01,650.092
2005-02-02,655.617
2005-02-03,663.826
2005-02-04,672.269
2005-02-07,666.568
2005-02-08,660.701
2005-02-09,664.66
2005-02-10,663.854
2005-02-11,670.003
2005-02-14,675.505
2005-02-15,669.102
2005-02-16,661.499
2005-02-17,676.859
2005-02-18,686.457
2005-02-21,695.202
2005-02-22,685.901
2005-02-23,671.988
2005-02-24,669.848
2005-02-25,672.031
2005-02-28,693.439
2005-03-01,689.685
2005-03-02,692.403
2005-03-03,693.302
2005-03-04,698.901
2005-03-07,700.983
2005-03-08,711.846
2005-03-09,710.781
2005-03-10,708.234
2005-03-11,708.746
2005-03-14,705.213
2005-03-15,708.253
2005-03-16,702.948
2005-03-17,690.944
2005-03-18,694.592
2005-03-21,690.718
2005-03-22,687.709
2005-03-23,659.647
2005-03-24,650.731
2005-03-25,650.731
2005-03-28,644.636
2005-03-29,645.469
2005-03-30,644.955
2005-03-31,644.152
2005-04-01,646.043
2005-04-04,647.648
2005-04-05,647.907
2005-04-06,650.774
2005-04-07,653.034
2005-04-08,654.689
2005-04-11,660.689
2005-04-12,655.385
2005-04-13,665.429
2005-04-14,663.436
2005-04-15,652.452
2005-04-18,638.488
2005-04-19,646.955
2005-04-20,646.771
2005-04-21,635.246
2005-04-22,643.995
2005-04-25,640.917
2005-04-26,631.72
2005-04-27,641.099
2005-04-28,643.857
2005-04-29,654.264
2005-05-02,651.409
2005-05-03,641.685
2005-05-04,647.3
2005-05-05,638.085
2005-05-06,629.402
2005-05-09,615.616
2005-05-10,620.463
2005-05-11,633.613
2005-05-12,629.837
2005-05-13,625.091
2005-05-16,625.745
2005-05-17,633.954
2005-05-18,631.88
2005-05-19,642.373
2005-05-20,649.317
2005-05-23,656.145
2005-05-24,650.28
2005-05-25,653.162
2005-05-26,638.928
2005-05-27,639.016
2005-05-30,633.788
2005-05-31,632.023
2005-06-01,615.821
2005-06-02,628.342
2005-06-03,640.37
2005-06-06,646.709
2005-06-07,654.491
2005-06-08,655.431
2005-06-09,654.289
2005-06-10,652.65
2005-06-13,658.329
2005-06-14,666.878
2005-06-15,673.12
2005-06-16,679.914
2005-06-17,685.878
2005-06-20,678.445
2005-06-21,683.776
2005-06-22,691.672
2005-06-23,683.81
2005-06-24,665.501
2005-06-27,673.73
2005-06-28,670.954
2005-06-29,678.559
2005-06-30,686.129
2005-07-01,672.022
2005-07-04,680.71
2005-07-05,685.615
2005-07-06,689.633
2005-07-07,678.408
2005-07-08,678.5
2005-07-11,693.16
2005-07-12,701.253
2005-07-13,680.861
2005-07-14,684.81
2005-07-15,678.616
2005-07-18,685.802
2005-07-19,677.494
2005-07-20,682.187
2005-07-21,690.663
2005-07-22,691.431
2005-07-25,691.03
2005-07-26,686.263
2005-07-27,678.505
2005-07-28,684.341
2005-07-29,684.887
2005-08-01,687.552
2005-08-02,698.29
2005-08-03,696.237
2005-08-04,689.778
2005-08-05,685.529
2005-08-08,694.393
2005-08-09,688.033
2005-08-10,684.648
2005-08-11,704.024
2005-08-12,708.457
2005-08-15,708.285
2005-08-16,716.262
2005-08-17,705.409
2005-08-18,693.571
2005-08-19,685.828
2005-08-22,693.679
2005-08-23,691.312
2005-08-24,688.851
2005-08-25,684.815
2005-08-26,676.624
2005-08-29,666.019
2005-08-30,660.465
2005-08-31,669.24
2005-09-01,685.543
2005-09-02,695.259
2005-09-05,700.847
2005-09-06,692.731
2005-09-07,692.145
2005-09-08,694.288
2005-09-09,698.259
2005-09-12,697.663
2005-09-13,696.564
2005-09-14,710.95
2005-09-15,706.45
2005-09-16,706.942
2005-09-19,700.386
2005-09-20,695.24
2005-09-21,692.003
2005-09-22,684.811
2005-09-23,676.589
2005-09-26,673.529
2005-09-27,677.442
2005-09-28,685.939
2005-09-29,699.122
2005-09-30,705.291
2005-10-03,702.685
2005-10-04,711.841
2005-10-05,704.312
2005-10-06,698.191
2005-10-07,689.624
2005-10-10,693.454
2005-10-11,679.675
2005-10-12,680.445
2005-10-13,655.566
2005-10-14,660.129
2005-10-17,667.519
2005-10-18,655.0
2005-10-19,640.738
2005-10-20,645.675
2005-10-21,633.381
2005-10-24,633.788
2005-10-25,637.507
2005-10-26,642.456
2005-10-27,651.015
2005-10-28,646.441
2005-10-31,647.029
2005-11-01,647.976
2005-11-02,636.527
2005-11-03,644.181
2005-11-04,631.627
2005-11-07,626.05
2005-11-08,633.312
2005-11-09,635.814
