Date,NEW ZEALAND MID GROWTH Mid Cap
2011-04-29,882.943
2011-05-31,907.51
2011-06-30,882.92
2011-07-29,898.893
2011-08-31,838.852
2011-09-30,766.091
2011-10-31,741.88
2011-11-30,650.171
2011-12-30,673.242
2012-01-31,704.923
2012-02-29,729.635
2012-03-30,742.28
2012-04-30,735.091
2012-05-31,666.306
2012-06-29,679.784
2012-07-31,721.919
2012-08-31,723.739
2012-09-28,769.465
2012-10-31,789.453
2012-11-30,766.435
2012-12-31,763.655
2013-01-31,814.283
2013-02-28,818.731
2013-03-29,872.059
2013-04-30,918.769
2013-05-31,805.906
2013-06-28,787.438
2013-07-31,808.004
2013-08-30,788.052
2013-09-30,921.11
2013-10-31,947.306
2013-11-29,896.798
2013-12-31,867.741
2014-01-31,892.509
2014-02-28,950.84
2014-03-31,1035.275
2014-04-30,1044.765
2014-05-30,955.988
2014-06-30,957.194
2014-07-31,918.792
2014-08-29,900.679
2014-09-30,812.247
2014-10-31,771.734
2014-11-28,782.707
2014-12-31,819.417
2015-01-30,770.526
2015-02-27,805.751
2015-03-31,803.613
2015-04-30,824.993
2015-05-29,799.036
2015-06-30,738.837
2015-07-31,757.684
2015-08-31,685.552
2015-09-30,675.078
2015-10-30,766.535
2015-11-30,735.687
2015-12-31,797.072
2016-01-29,735.26
2016-02-29,782.09
2016-03-31,888.82
2016-04-29,898.131
2016-05-31,893.574
2016-06-30,935.166
2016-07-29,1042.7
2016-08-31,1042.114
2016-09-30,1038.082
2016-10-31,967.043
2016-11-30,928.218
2016-12-30,912.629
2017-01-31,1009.238
2017-02-28,1008.344
2017-03-31,913.264
2017-04-28,917.992
2017-05-31,922.253
2017-06-30,964.856
2017-07-31,996.345
2017-08-31,955.633
2017-09-29,947.346
2017-10-31,891.158
2017-11-30,927.759
2017-12-29,1009.639
2018-01-31,1039.734
2018-02-28,1006.601
2018-03-30,976.761
2018-04-30,953.453
2018-05-31,992.959
2018-06-29,1039.43
2018-07-31,1011.293
2018-08-31,1138.616
2018-09-28,1053.359
2018-10-31,935.656
2018-11-30,963.466
2018-12-31,953.439
2019-01-31,1025.945
2019-02-28,1134.557
2019-03-29,1185.108
2019-04-30,1240.143
2019-05-31,1172.926
2019-06-28,1180.301
2019-07-31,1327.335
2019-08-30,1155.198
2019-09-30,1130.704
2019-10-31,1189.649
2019-11-29,1389.643
2019-12-31,1468.81
2020-01-31,1436.316
2020-02-28,1442.282
2020-03-31,1391.637
2020-04-30,1496.344
2020-05-29,1549.619
2020-06-30,1711.823
2020-07-31,1828.416
2020-08-31,1654.882
2020-09-30,1335.464
2020-10-30,1274.331
2020-11-30,1365.303
2020-12-31,1192.959
2021-01-29,1157.323
2021-02-26,1004.526
2021-03-31,893.948
2021-04-30,821.96
2021-05-31,677.986
2021-06-30,681.274
2021-07-30,667.212
2021-08-31,661.097
2021-09-30,696.867
2021-10-29,738.657
2021-11-30,672.293
2021-12-31,670.102
2022-01-31,559.73
2022-02-28,579.139
2022-03-31,565.55
2022-04-29,486.349
2022-05-31,473.889
2022-06-30,435.583
2022-07-29,461.874
2022-08-31,435.614
2022-09-30,380.267
2022-10-31,415.331
2022-11-30,502.265
2022-12-30,502.124
2023-01-31,561.623
2023-02-28,551.334
2023-03-31,568.633
2023-04-28,572.543
2023-05-31,504.914
2023-06-30,524.408
2023-07-31,536.582
2023-08-31,481.522
2023-09-29,466.176
2023-10-31,435.028
2023-11-30,510.439
2023-12-29,537.289
2024-01-31,526.148
2024-02-29,537.469
2024-03-29,541.225
2024-04-30,565.491
2024-05-31,613.11
2024-06-28,605.485
2024-07-31,626.856
2024-08-30,701.202
2024-09-30,693.213
2024-10-31,665.677
2024-11-29,689.493
2024-12-31,653.718
2025-01-31,637.6
2025-02-28,581.247
2025-03-31,574.513
2025-04-30,610.573
2025-05-30,650.545
