Date,GERMANY MID VALUE Mid Cap
2005-11-10,519.391
2005-11-11,519.958
2005-11-14,522.145
2005-11-15,518.75
2005-11-16,518.624
2005-11-17,522.227
2005-11-18,525.037
2005-11-21,529.243
2005-11-22,527.755
2005-11-23,539.99
2005-11-24,534.818
2005-11-25,533.375
2005-11-28,527.719
2005-11-29,524.585
2005-11-30,524.887
2005-12-01,523.977
2005-12-02,527.448
2005-12-05,532.355
2005-12-06,536.915
2005-12-07,536.85
2005-12-08,540.783
2005-12-09,538.008
2005-12-12,545.126
2005-12-13,541.741
2005-12-14,544.636
2005-12-15,540.62
2005-12-16,546.695
2005-12-19,545.384
2005-12-20,546.597
2005-12-21,545.755
2005-12-22,549.164
2005-12-23,549.721
2005-12-26,549.721
2005-12-27,552.631
2005-12-28,556.861
2005-12-29,556.217
2005-12-30,552.323
2006-01-02,559.929
2006-01-03,578.464
2006-01-04,592.998
2006-01-05,595.185
2006-01-06,602.657
2006-01-09,600.371
2006-01-10,590.632
2006-01-11,600.7
2006-01-12,598.212
2006-01-13,596.199
2006-01-16,595.75
2006-01-17,587.702
2006-01-18,584.727
2006-01-19,594.303
2006-01-20,586.136
2006-01-23,594.651
2006-01-24,599.673
2006-01-25,610.634
2006-01-26,622.555
2006-01-27,638.636
2006-01-30,637.299
2006-01-31,635.616
2006-02-01,634.623
2006-02-02,629.066
2006-02-03,623.166
2006-02-06,624.255
2006-02-07,617.537
2006-02-08,616.935
2006-02-09,619.009
2006-02-10,612.467
2006-02-13,622.754
2006-02-14,621.381
2006-02-15,623.503
2006-02-16,625.516
2006-02-17,623.549
2006-02-20,626.046
2006-02-21,626.812
2006-02-22,633.537
2006-02-23,634.877
2006-02-24,639.533
2006-02-27,642.015
2006-02-28,637.921
2006-03-01,644.325
2006-03-02,638.911
2006-03-03,637.921
2006-03-06,651.712
2006-03-07,637.436
2006-03-08,625.485
2006-03-09,630.908
2006-03-10,639.952
2006-03-13,640.739
2006-03-14,645.738
2006-03-15,649.751
2006-03-16,665.785
2006-03-17,669.071
2006-03-20,669.974
2006-03-21,671.194
2006-03-22,663.871
2006-03-23,665.652
2006-03-24,671.42
2006-03-27,669.483
2006-03-28,669.358
2006-03-29,668.327
2006-03-30,683.646
2006-03-31,680.326
2006-04-03,683.45
2006-04-04,693.493
2006-04-05,691.602
2006-04-06,690.055
2006-04-07,686.57
2006-04-10,692.275
2006-04-11,681.808
2006-04-12,676.531
2006-04-13,677.382
2006-04-14,677.382
2006-04-17,688.141
2006-04-18,687.303
2006-04-19,706.509
2006-04-20,710.499
2006-04-21,725.431
2006-04-24,729.963
2006-04-25,741.688
2006-04-26,736.73
2006-04-27,739.996
2006-04-28,738.679
2006-05-01,739.969
2006-05-02,754.292
2006-05-03,742.734
2006-05-04,751.224
2006-05-05,781.532
2006-05-08,789.323
2006-05-09,799.353
2006-05-10,794.953
2006-05-11,793.585
2006-05-12,792.46
2006-05-15,761.502
2006-05-16,753.79
2006-05-17,728.82
2006-05-18,721.897
2006-05-19,726.277
2006-05-22,698.805
2006-05-23,730.827
2006-05-24,707.626
2006-05-25,730.882
2006-05-26,746.361
2006-05-29,749.007
2006-05-30,739.939
2006-05-31,742.475
2006-06-01,748.4
2006-06-02,762.655
2006-06-05,755.108
2006-06-06,733.131
2006-06-07,732.281
2006-06-08,710.649
2006-06-09,720.547
2006-06-12,711.548
2006-06-13,696.131
2006-06-14,699.421
2006-06-15,718.409
2006-06-16,711.847
2006-06-19,709.036
2006-06-20,713.728
2006-06-21,720.952
2006-06-22,717.97
2006-06-23,716.022
2006-06-26,718.99
2006-06-27,712.464
2006-06-28,707.919
2006-06-29,713.58
2006-06-30,740.409
2006-07-03,746.543
2006-07-04,749.016
2006-07-05,737.782
2006-07-06,745.191
2006-07-07,746.841
2006-07-10,749.337
2006-07-11,737.656
2006-07-12,736.602
2006-07-13,724.396
2006-07-14,706.924
2006-07-17,699.369
2006-07-18,700.776
2006-07-19,723.755
2006-07-20,730.404
2006-07-21,723.638
2006-07-24,734.212
2006-07-25,736.802
2006-07-26,738.945
2006-07-27,752.199
2006-07-28,757.54
2006-07-31,755.812
2006-08-01,747.981
2006-08-02,763.503
2006-08-03,758.474
2006-08-04,771.46
2006-08-07,765.326
2006-08-08,765.981
2006-08-09,771.079
2006-08-10,750.855
2006-08-11,752.04
2006-08-14,753.16
2006-08-15,758.504
2006-08-16,766.755
2006-08-17,774.337
2006-08-18,772.105
2006-08-21,775.422
2006-08-22,773.316
2006-08-23,772.412
2006-08-24,773.533
2006-08-25,769.12
2006-08-28,781.527
2006-08-29,783.47
2006-08-30,791.069
2006-08-31,790.541
2006-09-01,795.164
2006-09-04,802.246
2006-09-05,794.144
2006-09-06,788.718
2006-09-07,777.816
2006-09-08,776.463
2006-09-11,780.978
2006-09-12,788.861
2006-09-13,792.618
2006-09-14,797.947
2006-09-15,795.899
2006-09-18,795.077
2006-09-19,790.045
2006-09-20,800.118
2006-09-21,816.015
2006-09-22,808.269
2006-09-25,804.731
2006-09-26,812.505
2006-09-27,811.775
2006-09-28,810.053
2006-09-29,811.594
2006-10-02,813.245
2006-10-03,811.496
2006-10-04,819.045
2006-10-05,827.273
2006-10-06,815.116
2006-10-09,814.617
2006-10-10,816.467
2006-10-11,816.114
2006-10-12,817.449
2006-10-13,814.119
2006-10-16,820.635
2006-10-17,803.974
2006-10-18,808.365
2006-10-19,810.147
2006-10-20,807.584
2006-10-23,812.172
2006-10-24,815.564
2006-10-25,823.209
2006-10-26,828.909
2006-10-27,823.708
2006-10-30,817.437
2006-10-31,827.924
2006-11-01,832.017
2006-11-02,834.44
2006-11-03,830.745
2006-11-06,837.091
2006-11-07,843.095
2006-11-08,847.24
2006-11-09,837.267
2006-11-10,840.857
2006-11-13,842.901
2006-11-14,841.204
2006-11-15,843.825
2006-11-16,846.508
2006-11-17,845.706
2006-11-20,845.115
2006-11-21,844.504
2006-11-22,855.937
2006-11-23,850.022
2006-11-24,858.986
2006-11-27,846.678
2006-11-28,843.611
2006-11-29,855.229
2006-11-30,857.37
2006-12-01,866.365
2006-12-04,871.772
2006-12-05,874.231
2006-12-06,872.477
2006-12-07,872.061
2006-12-08,873.642
2006-12-11,868.636
2006-12-12,870.53
2006-12-13,879.57
2006-12-14,885.218
2006-12-15,878.69
2006-12-18,874.339
2006-12-19,876.542
2006-12-20,877.651
2006-12-21,874.835
2006-12-22,872.802
2006-12-25,872.802
2006-12-26,871.442
2006-12-27,875.344
2006-12-28,879.338
2006-12-29,881.505
2007-01-01,881.505
2007-01-02,898.13
2007-01-03,906.267
2007-01-04,903.899
2007-01-05,895.946
2007-01-08,892.194
2007-01-09,895.519
2007-01-10,879.442
2007-01-11,888.976
2007-01-12,898.15
2007-01-15,899.447
2007-01-16,894.554
2007-01-17,902.873
2007-01-18,901.729
2007-01-19,909.265
2007-01-22,900.345
2007-01-23,899.747
2007-01-24,897.858
2007-01-25,883.233
2007-01-26,878.771
2007-01-29,883.81
2007-01-30,889.832
2007-01-31,887.167
2007-02-01,895.359
2007-02-02,891.55
2007-02-05,888.14
2007-02-06,891.465
2007-02-07,906.788
2007-02-08,911.57
2007-02-09,908.614
2007-02-12,896.599
2007-02-13,908.705
2007-02-14,928.721
2007-02-15,929.509
2007-02-16,928.826
2007-02-19,932.696
2007-02-20,930.285
2007-02-21,924.089
2007-02-22,922.969
2007-02-23,923.723
2007-02-26,920.093
2007-02-27,901.39
2007-02-28,884.929
2007-03-01,881.306
2007-03-02,876.094
2007-03-05,862.068
2007-03-06,867.054
2007-03-07,879.276
2007-03-08,883.077
2007-03-09,890.982
2007-03-12,890.305
2007-03-13,881.558
2007-03-14,864.557
2007-03-15,869.652
2007-03-16,867.364
2007-03-19,893.106
2007-03-20,898.126
2007-03-21,895.498
2007-03-22,912.941
2007-03-23,913.392
2007-03-26,909.341
2007-03-27,906.015
2007-03-28,908.444
2007-03-29,916.424
2007-03-30,915.422
2007-04-02,924.736
2007-04-03,934.478
2007-04-04,943.58
2007-04-05,949.54
2007-04-06,949.54
2007-04-09,944.594
2007-04-10,958.091
2007-04-11,968.752
2007-04-12,974.948
2007-04-13,988.839
2007-04-16,1007.552
2007-04-17,1006.666
2007-04-18,999.165
2007-04-19,1001.571
2007-04-20,1010.96
2007-04-23,1011.049
2007-04-24,1011.381
2007-04-25,1022.033
2007-04-26,1022.349
2007-04-27,1025.952
2007-04-30,1022.676
2007-05-01,1018.854
2007-05-02,1014.358
2007-05-03,993.902
2007-05-04,1021.706
2007-05-07,1034.157
2007-05-08,1011.681
2007-05-09,1021.728
2007-05-10,1006.62
2007-05-11,1015.836
2007-05-14,1011.373
2007-05-15,1015.238
2007-05-16,1008.68
2007-05-17,1006.113
2007-05-18,1009.814
2007-05-21,1009.077
2007-05-22,1017.272
2007-05-23,1028.937
2007-05-24,1010.959
2007-05-25,1002.841
2007-05-28,1002.841
2007-05-29,1007.905
2007-05-30,991.1
2007-05-31,1000.0
2007-06-01,1005.232
2007-06-04,1014.156
2007-06-05,1014.23
2007-06-06,985.735
2007-06-07,967.89
2007-06-08,946.582
2007-06-11,961.014
2007-06-12,949.327
2007-06-13,937.624
2007-06-14,949.745
2007-06-15,980.183
2007-06-18,975.776
2007-06-19,976.925
2007-06-20,983.181
2007-06-21,966.125
2007-06-22,958.602
2007-06-25,959.755
2007-06-26,956.099
2007-06-27,947.406
2007-06-28,965.315
2007-06-29,969.88
2007-07-02,974.901
2007-07-03,982.891
2007-07-04,1001.389
2007-07-05,993.651
2007-07-06,998.253
2007-07-09,1011.429
2007-07-10,999.217
2007-07-11,1004.825
2007-07-12,1028.914
2007-07-13,1038.368
2007-07-16,1034.025
2007-07-17,1034.984
2007-07-18,1020.411
2007-07-19,1029.605
2007-07-20,1024.622
2007-07-23,1029.648
2007-07-24,1019.028
2007-07-25,1012.13
2007-07-26,992.277
2007-07-27,996.578
2007-07-30,984.528
2007-07-31,999.86
2007-08-01,982.717
2007-08-02,983.724
2007-08-03,956.747
2007-08-06,943.202
2007-08-07,950.688
2007-08-08,958.724
2007-08-09,929.132
2007-08-10,897.619
2007-08-13,907.026
2007-08-14,897.505
2007-08-15,880.425
2007-08-16,832.377
2007-08-17,855.679
2007-08-20,862.277
2007-08-21,861.024
2007-08-22,876.251
2007-08-23,897.414
2007-08-24,889.586
2007-08-27,901.768
2007-08-28,892.964
2007-08-29,895.774
2007-08-30,893.059
2007-08-31,912.948
2007-09-03,910.556
2007-09-04,916.638
2007-09-05,910.067
2007-09-06,911.155
2007-09-07,895.125
2007-09-10,880.835
2007-09-11,895.853
2007-09-12,897.366
2007-09-13,900.887
2007-09-14,886.124
2007-09-17,868.197
2007-09-18,874.29
2007-09-19,912.537
2007-09-20,904.62
2007-09-21,918.976
2007-09-24,917.096
2007-09-25,908.419
2007-09-26,913.374
2007-09-27,923.417
2007-09-28,948.771
2007-10-01,986.121
2007-10-02,990.153
2007-10-03,997.87
2007-10-04,994.765
2007-10-05,1008.062
2007-10-08,993.351
2007-10-09,995.248
2007-10-10,1017.17
2007-10-11,1036.632
2007-10-12,1024.482
2007-10-15,1018.131
2007-10-16,997.889
2007-10-17,1011.14
2007-10-18,998.186
2007-10-19,981.18
2007-10-22,949.828
2007-10-23,963.086
2007-10-24,944.148
2007-10-25,952.438
2007-10-26,946.824
2007-10-29,960.635
2007-10-30,959.391
2007-10-31,986.59
2007-11-01,955.833
2007-11-02,965.963
2007-11-05,942.7
2007-11-06,947.195
2007-11-07,935.666
2007-11-08,946.78
2007-11-09,918.433
2007-11-12,913.855
2007-11-13,927.247
2007-11-14,953.374
2007-11-15,925.21
2007-11-16,907.58
2007-11-19,872.791
2007-11-20,878.088
2007-11-21,829.627
2007-11-22,841.936
2007-11-23,851.997
2007-11-26,849.533
2007-11-27,851.055
2007-11-28,878.555
2007-11-29,878.63
2007-11-30,892.12
2007-12-03,896.206
2007-12-04,885.852
2007-12-05,895.446
2007-12-06,888.113
2007-12-07,905.187
2007-12-10,920.928
2007-12-11,912.941
2007-12-12,922.368
2007-12-13,895.89
2007-12-14,884.493
2007-12-17,851.292
2007-12-18,854.841
2007-12-19,850.651
2007-12-20,847.309
2007-12-21,856.786
2007-12-24,858.694
2007-12-25,858.694
2007-12-26,864.596
2007-12-27,874.502
2007-12-28,888.972
2007-12-31,883.894
2008-01-01,883.894
2008-01-02,869.187
2008-01-03,861.031
2008-01-04,851.291
2008-01-07,844.234
2008-01-08,846.848
2008-01-09,816.939
2008-01-10,805.2
2008-01-11,827.033
2008-01-14,844.181
2008-01-15,716.082
2008-01-16,696.863
2008-01-17,687.428
2008-01-18,680.163
2008-01-21,605.907
2008-01-22,643.093
2008-01-23,615.176
2008-01-24,663.057
2008-01-25,671.996
2008-01-28,659.506
2008-01-29,691.512
2008-01-30,689.342
2008-01-31,683.891
2008-02-01,703.455
2008-02-04,698.679
2008-02-05,639.427
2008-02-06,665.358
2008-02-07,645.892
2008-02-08,646.229
2008-02-11,645.543
2008-02-12,678.478
2008-02-13,684.511
2008-02-14,677.062
2008-02-15,666.462
2008-02-18,687.088
2008-02-19,701.452
2008-02-20,685.414
2008-02-21,698.146
2008-02-22,689.543
2008-02-25,704.593
2008-02-26,728.406
2008-02-27,745.073
2008-02-28,729.134
2008-02-29,720.833
2008-03-03,701.422
2008-03-04,699.716
2008-03-05,718.772
2008-03-06,709.63
2008-03-07,702.644
2008-03-10,667.899
2008-03-11,680.838
2008-03-12,697.427
2008-03-13,691.267
2008-03-14,699.003
2008-03-17,658.791
2008-03-18,679.059
2008-03-19,658.801
2008-03-20,641.514
2008-03-21,641.514
2008-03-24,640.598
2008-03-25,684.595
2008-03-26,686.163
2008-03-27,712.961
2008-03-28,706.262
2008-03-31,705.476
2008-04-01,715.04
2008-04-02,727.397
2008-04-03,720.094
2008-04-04,726.533
2008-04-07,741.693
2008-04-08,722.959
2008-04-09,710.376
2008-04-10,708.958
2008-04-11,703.153
2008-04-14,695.265
2008-04-15,698.326
2008-04-16,766.58
2008-04-17,757.716
2008-04-18,769.471
2008-04-21,775.892
2008-04-22,776.388
2008-04-23,768.833
2008-04-24,763.749
2008-04-25,769.379
2008-04-28,778.275
2008-04-29,762.625
2008-04-30,764.144
2008-05-01,758.328
2008-05-02,762.844
2008-05-05,770.889
2008-05-06,761.878
2008-05-07,772.294
2008-05-08,773.467
2008-05-09,763.4
2008-05-12,766.771
2008-05-13,765.831
2008-05-14,757.343
2008-05-15,767.586
2008-05-16,780.807
2008-05-19,780.6
2008-05-20,769.621
2008-05-21,760.839
2008-05-22,764.38
2008-05-23,765.249
2008-05-26,767.846
2008-05-27,761.636
2008-05-28,759.82
2008-05-29,750.719
2008-05-30,763.344
2008-06-02,754.598
2008-06-03,750.965
2008-06-04,746.197
2008-06-05,759.396
2008-06-06,765.448
2008-06-09,763.985
2008-06-10,747.646
2008-06-11,740.567
2008-06-12,738.775
2008-06-13,736.506
2008-06-16,742.044
2008-06-17,740.88
2008-06-18,727.727
2008-06-19,719.964
2008-06-20,726.023
2008-06-23,705.117
2008-06-24,708.316
2008-06-25,712.549
2008-06-26,701.652
2008-06-27,691.833
2008-06-30,684.737
2008-07-01,657.942
2008-07-02,659.206
2008-07-03,647.671
2008-07-04,635.892
2008-07-07,640.456
2008-07-08,624.94
2008-07-09,645.439
2008-07-10,637.26
2008-07-11,628.715
2008-07-14,631.094
2008-07-15,609.701
2008-07-16,603.568
2008-07-17,620.853
2008-07-18,634.38
2008-07-21,632.865
2008-07-22,629.862
2008-07-23,636.152
2008-07-24,625.957
2008-07-25,621.155
2008-07-28,610.114
2008-07-29,607.542
2008-07-30,619.339
2008-07-31,624.576
2008-08-01,612.981
2008-08-04,606.403
2008-08-05,617.744
2008-08-06,624.702
2008-08-07,612.629
2008-08-08,601.917
2008-08-11,608.088
2008-08-12,598.152
2008-08-13,582.399
2008-08-14,579.883
2008-08-15,573.498
2008-08-18,573.582
2008-08-19,554.283
2008-08-20,559.169
2008-08-21,556.984
2008-08-22,569.451
2008-08-25,565.247
2008-08-26,561.902
2008-08-27,565.731
2008-08-28,576.013
2008-08-29,581.328
2008-09-01,573.802
2008-09-02,571.871
2008-09-03,556.238
2008-09-04,532.61
2008-09-05,516.788
2008-09-08,527.467
2008-09-09,517.523
2008-09-10,514.47
2008-09-11,504.248
2008-09-12,510.055
2008-09-15,484.072
2008-09-16,467.31
2008-09-17,452.719
2008-09-18,454.636
2008-09-19,497.966
2008-09-22,498.34
2008-09-23,493.47
2008-09-24,487.458
2008-09-25,484.702
2008-09-26,468.804
2008-09-29,370.236
2008-09-30,369.727
2008-10-01,363.93
2008-10-02,364.431
2008-10-03,382.135
2008-10-06,329.336
2008-10-07,316.684
2008-10-08,298.194
2008-10-09,304.839
2008-10-10,273.25
2008-10-13,319.139
2008-10-14,324.949
2008-10-15,296.238
2008-10-16,272.959
2008-10-17,283.683
2008-10-20,282.59
2008-10-21,271.086
2008-10-22,250.023
2008-10-23,246.953
2008-10-24,233.103
2008-10-27,205.508
2008-10-28,207.381
2008-10-29,229.661
2008-10-30,243.697
2008-10-31,243.888
2008-11-03,256.129
2008-11-04,279.339
2008-11-05,270.366
2008-11-06,234.904
2008-11-07,235.679
2008-11-10,242.065
2008-11-11,222.765
2008-11-12,212.554
2008-11-13,213.299
2008-11-14,217.56
2008-11-17,214.125
2008-11-18,211.142
2008-11-19,198.766
2008-11-20,187.318
2008-11-21,184.609
2008-11-24,211.627
2008-11-25,220.714
2008-11-26,217.031
2008-11-27,227.99
2008-11-28,223.621
2008-12-01,207.228
2008-12-02,214.142
2008-12-03,216.267
2008-12-04,217.774
2008-12-05,207.164
2008-12-08,223.161
2008-12-09,224.624
2008-12-10,226.898
2008-12-11,229.332
2008-12-12,224.823
2008-12-15,230.296
2008-12-16,232.54
2008-12-17,241.863
2008-12-18,249.02
2008-12-19,230.081
2008-12-22,227.382
2008-12-23,240.72
2008-12-24,241.488
2008-12-25,241.488
2008-12-26,242.653
2008-12-29,253.136
2008-12-30,257.654
2008-12-31,253.209
2009-01-01,253.209
2009-01-02,256.864
2009-01-05,254.554
2009-01-06,253.076
2009-01-07,255.371
2009-01-08,245.398
2009-01-09,234.098
2009-01-12,228.165
2009-01-13,224.902
2009-01-14,210.416
2009-01-15,204.124
2009-01-16,202.735
2009-01-19,193.028
2009-01-20,186.92
2009-01-21,189.226
2009-01-22,187.587
2009-01-23,182.336
2009-01-26,195.979
2009-01-27,194.822
2009-01-28,215.039
2009-01-29,207.873
2009-01-30,201.667
2009-02-02,197.45
2009-02-03,203.59
2009-02-04,209.625
2009-02-05,210.607
2009-02-06,217.572
2009-02-09,217.673
2009-02-10,209.029
2009-02-11,206.543
2009-02-12,201.681
2009-02-13,205.376
2009-02-16,202.328
2009-02-17,188.999
2009-02-18,188.519
2009-02-19,191.786
2009-02-20,183.293
2009-02-23,179.113
2009-02-24,175.413
2009-02-25,173.233
2009-02-26,183.198
2009-02-27,180.189
2009-03-02,170.517
2009-03-03,167.063
2009-03-04,174.168
2009-03-05,154.861
2009-03-06,150.803
2009-03-09,151.111
2009-03-10,163.266
2009-03-11,168.31
2009-03-12,167.68
2009-03-13,167.703
2009-03-16,174.658
2009-03-17,174.047
2009-03-18,175.406
2009-03-19,185.026
2009-03-20,182.3
2009-03-23,188.987
2009-03-24,185.952
2009-03-25,189.984
2009-03-26,189.528
2009-03-27,184.413
2009-03-30,172.698
2009-03-31,178.863
2009-04-01,182.427
2009-04-02,199.471
2009-04-03,201.336
2009-04-06,203.017
2009-04-07,195.124
2009-04-08,193.298
2009-04-09,203.043
2009-04-10,203.043
2009-04-13,204.765
2009-04-14,214.064
2009-04-15,213.094
2009-04-16,221.762
2009-04-17,229.04
2009-04-20,210.74
2009-04-21,213.748
2009-04-22,219.679
2009-04-23,223.512
2009-04-24,236.847
2009-04-27,229.343
2009-04-28,222.12
2009-04-29,229.394
2009-04-30,235.66
2009-05-01,235.696
2009-05-04,248.911
2009-05-05,248.748
2009-05-06,248.652
2009-05-07,251.067
2009-05-08,256.036
2009-05-11,246.02
2009-05-12,237.879
2009-05-13,223.739
2009-05-14,226.226
2009-05-15,231.067
2009-05-18,238.795
2009-05-19,248.557
2009-05-20,255.316
2009-05-21,247.13
2009-05-22,254.529
2009-05-25,252.424
2009-05-26,253.336
2009-05-27,255.365
2009-05-28,252.845
2009-05-29,256.697
2009-06-01,265.481
2009-06-02,269.12
2009-06-03,260.419
2009-06-04,260.568
2009-06-05,256.677
2009-06-08,250.034
2009-06-09,251.099
2009-06-10,254.947
2009-06-11,258.295
2009-06-12,256.017
2009-06-15,241.753
2009-06-16,240.51
2009-06-17,228.986
2009-06-18,231.704
2009-06-19,232.92
2009-06-22,221.926
2009-06-23,226.533
2009-06-24,232.403
2009-06-25,229.966
2009-06-26,232.438
2009-06-29,235.024
2009-06-30,234.65
2009-07-01,254.103
2009-07-02,240.946
2009-07-03,240.537
2009-07-06,233.543
2009-07-07,234.9
2009-07-08,228.229
2009-07-09,231.075
2009-07-10,228.48
2009-07-13,235.858
2009-07-14,238.187
2009-07-15,247.593
2009-07-16,251.027
2009-07-17,249.66
2009-07-20,254.178
2009-07-21,256.263
2009-07-22,255.669
2009-07-23,261.967
2009-07-24,259.598
2009-07-27,266.832
2009-07-28,262.023
2009-07-29,261.227
2009-07-30,265.999
2009-07-31,267.532
2009-08-03,280.795
2009-08-04,278.066
2009-08-05,283.973
2009-08-06,285.886
2009-08-07,286.073
2009-08-10,286.958
2009-08-11,276.239
2009-08-12,285.375
2009-08-13,286.914
2009-08-14,283.016
2009-08-17,275.535
2009-08-18,280.321
2009-08-19,281.046
2009-08-20,284.353
2009-08-21,290.861
2009-08-24,296.027
2009-08-25,297.537
2009-08-26,297.566
2009-08-27,293.795
2009-08-28,307.495
2009-08-31,302.637
2009-09-01,298.553
2009-09-02,291.306
2009-09-03,298.098
2009-09-04,303.824
2009-09-07,312.819
2009-09-08,326.147
2009-09-09,343.222
2009-09-10,336.537
2009-09-11,343.443
2009-09-14,339.435
2009-09-15,345.795
2009-09-16,356.944
2009-09-17,357.25
2009-09-18,356.856
2009-09-21,347.053
2009-09-22,355.816
2009-09-23,353.447
2009-09-24,344.774
2009-09-25,339.767
2009-09-28,348.198
2009-09-29,346.511
2009-09-30,344.936
2009-10-01,334.83
2009-10-02,320.72
2009-10-05,324.274
2009-10-06,340.699
2009-10-07,339.366
2009-10-08,344.703
2009-10-09,344.71
2009-10-12,350.876
2009-10-13,348.05
2009-10-14,358.34
2009-10-15,356.952
2009-10-16,348.457
2009-10-19,351.164
2009-10-20,348.094
2009-10-21,348.19
2009-10-22,341.506
2009-10-23,343.697
2009-10-26,329.54
2009-10-27,316.173
2009-10-28,298.72
2009-10-29,309.26
2009-10-30,299.706
2009-11-02,304.116
2009-11-03,295.35
2009-11-04,309.752
2009-11-05,306.375
2009-11-06,310.559
2009-11-09,323.123
2009-11-10,316.351
2009-11-11,319.992
2009-11-12,316.801
2009-11-13,314.407
2009-11-16,321.993
2009-11-17,316.243
2009-11-18,318.757
2009-11-19,309.96
2009-11-20,303.871
2009-11-23,314.287
2009-11-24,309.13
2009-11-25,309.821
2009-11-26,297.804
2009-11-27,301.477
2009-11-30,301.702
2009-12-01,311.852
2009-12-02,312.645
2009-12-03,314.856
2009-12-04,311.892
2009-12-07,310.575
2009-12-08,305.422
2009-12-09,303.487
2009-12-10,303.511
2009-12-11,303.658
2009-12-14,306.665
2009-12-15,306.757
2009-12-16,312.525
2009-12-17,304.952
2009-12-18,302.835
2009-12-21,307.34
2009-12-22,307.214
2009-12-23,308.622
2009-12-24,309.15
2009-12-25,309.15
2009-12-28,311.878
2009-12-29,311.943
2009-12-30,308.457
2009-12-31,309.46
2010-01-01,309.46
2010-01-04,317.143
2010-01-05,320.162
2010-01-06,319.21
2010-01-07,319.988
2010-01-08,322.415
2010-01-11,330.694
2010-01-12,324.276
2010-01-13,325.822
2010-01-14,331.897
2010-01-15,328.287
2010-01-18,329.782
2010-01-19,331.967
2010-01-20,325.009
2010-01-21,321.252
2010-01-22,317.863
2010-01-25,313.795
2010-01-26,311.522
2010-01-27,309.096
2010-01-28,305.274
2010-01-29,307.364
2010-02-01,310.659
2010-02-02,315.917
2010-02-03,313.049
2010-02-04,302.001
2010-02-05,292.902
2010-02-08,294.804
2010-02-09,295.289
2010-02-10,297.254
2010-02-11,292.34
2010-02-12,290.601
2010-02-15,291.658
2010-02-16,297.42
2010-02-17,299.761
2010-02-18,302.992
2010-02-19,301.414
2010-02-22,303.499
2010-02-23,298.432
2010-02-24,299.919
2010-02-25,294.065
2010-02-26,303.012
2010-03-01,303.475
2010-03-02,312.514
2010-03-03,318.644
2010-03-04,319.692
2010-03-05,319.997
2010-03-08,319.056
2010-03-09,316.346
2010-03-10,321.089
2010-03-11,321.392
2010-03-12,323.817
2010-03-15,318.813
2010-03-16,325.244
2010-03-17,329.599
2010-03-18,326.223
2010-03-19,324.013
2010-03-22,324.337
2010-03-23,326.275
2010-03-24,320.636
2010-03-25,327.575
2010-03-26,326.801
2010-03-29,331.713
2010-03-30,329.325
2010-03-31,332.511
2010-04-01,337.843
2010-04-02,337.843
2010-04-05,337.069
2010-04-06,338.859
2010-04-07,336.479
2010-04-08,334.218
2010-04-09,339.763
2010-04-12,342.622
2010-04-13,338.939
2010-04-14,344.052
2010-04-15,345.704
2010-04-16,336.282
2010-04-19,330.184
2010-04-20,334.444
2010-04-21,331.068
2010-04-22,324.248
2010-04-23,328.233
2010-04-26,330.622
2010-04-27,320.887
2010-04-28,312.539
2010-04-29,320.999
2010-04-30,320.125
2010-05-03,320.832
2010-05-04,307.596
2010-05-05,296.566
2010-05-06,288.798
2010-05-07,279.511
2010-05-10,296.002
2010-05-11,290.537
2010-05-12,296.666
2010-05-13,295.838
2010-05-14,283.276
2010-05-17,278.563
2010-05-18,281.437
2010-05-19,274.003
2010-05-20,267.647
2010-05-21,269.394
2010-05-24,266.285
2010-05-25,253.403
2010-05-26,259.047
2010-05-27,269.494
2010-05-28,271.291
2010-05-31,271.551
2010-06-01,269.576
2010-06-02,267.523
2010-06-03,270.971
2010-06-04,261.113
2010-06-07,255.79
2010-06-08,251.144
2010-06-09,258.244
2010-06-10,265.058
2010-06-11,267.441
2010-06-14,276.751
2010-06-15,280.537
2010-06-16,281.993
2010-06-17,283.493
2010-06-18,287.195
2010-06-21,289.278
2010-06-22,285.129
2010-06-23,281.713
2010-06-24,278.617
2010-06-25,274.136
2010-06-28,280.548
2010-06-29,267.215
2010-06-30,268.513
2010-07-01,267.761
2010-07-02,272.634
2010-07-05,271.5
2010-07-06,283.84
2010-07-07,281.955
2010-07-08,285.569
2010-07-09,287.77
2010-07-12,287.972
2010-07-13,296.138
2010-07-14,297.168
2010-07-15,298.91
2010-07-16,296.287
2010-07-19,294.529
2010-07-20,290.973
2010-07-21,293.149
2010-07-22,303.893
2010-07-23,303.617
2010-07-26,309.563
2010-07-27,309.029
2010-07-28,308.131
2010-07-29,307.155
2010-07-30,304.384
2010-08-02,316.491
2010-08-03,319.952
2010-08-04,319.026
2010-08-05,322.324
2010-08-06,321.645
2010-08-09,322.337
2010-08-10,310.782
2010-08-11,298.227
2010-08-12,292.546
2010-08-13,288.97
2010-08-16,291.135
2010-08-17,296.06
2010-08-18,295.082
2010-08-19,291.483
2010-08-20,282.142
2010-08-23,283.667
2010-08-24,278.987
2010-08-25,274.788
2010-08-26,281.001
2010-08-27,283.019
2010-08-30,282.669
2010-08-31,285.289
2010-09-01,295.275
2010-09-02,298.122
2010-09-03,301.036
2010-09-06,301.963
2010-09-07,296.211
2010-09-08,298.747
2010-09-09,302.251
2010-09-10,302.372
2010-09-13,307.214
2010-09-14,310.849
2010-09-15,310.921
2010-09-16,310.788
