Date,UNITED KINGDOM LARGE GROWTH Large Cap
2016-11-30,1018.787
2016-12-30,1045.952
2017-01-31,1062.94
2017-02-28,1115.722
2017-03-31,1138.674
2017-04-28,1158.09
2017-05-31,1225.083
2017-06-30,1200.748
2017-07-31,1214.295
2017-08-31,1206.091
2017-09-29,1212.64
2017-10-31,1227.413
2017-11-30,1223.473
2017-12-29,1294.556
2018-01-31,1317.585
2018-02-28,1219.459
2018-03-30,1232.898
2018-04-30,1257.803
2018-05-31,1245.676
2018-06-29,1244.244
2018-07-31,1279.958
2018-08-31,1253.373
2018-09-28,1271.433
2018-10-31,1190.122
2018-11-30,1213.323
2018-12-31,1172.078
2019-01-31,1231.239
2019-02-28,1283.132
2019-03-29,1315.724
2019-04-30,1343.207
2019-05-31,1320.395
2019-06-28,1374.193
2019-07-31,1373.484
2019-08-30,1392.983
2019-09-30,1392.508
2019-10-31,1422.279
2019-11-29,1419.396
2019-12-31,1463.364
2020-01-31,1455.653
2020-02-28,1309.871
2020-03-31,1207.118
2020-04-30,1320.044
2020-05-29,1352.484
2020-06-30,1339.567
2020-07-31,1423.411
2020-08-31,1442.554
2020-09-30,1425.971
2020-10-30,1319.11
2020-11-30,1436.311
2020-12-31,1478.98
2021-01-29,1492.289
2021-02-26,1514.006
2021-03-31,1521.706
2021-04-30,1622.368
2021-05-31,1716.016
2021-06-30,1704.18
2021-07-30,1704.544
2021-08-31,1708.283
2021-09-30,1706.077
2021-10-29,1752.636
2021-11-30,1657.355
2021-12-31,1774.497
2022-01-31,1681.478
2022-02-28,1691.341
2022-03-31,1684.759
2022-04-29,1660.425
2022-05-31,1637.152
2022-06-30,1536.917
2022-07-29,1664.288
2022-08-31,1542.582
2022-09-30,1422.14
2022-10-31,1475.842
2022-11-30,1620.383
2022-12-30,1609.144
2023-01-31,1633.967
2023-02-28,1642.4
2023-03-31,1719.154
2023-04-28,1807.772
2023-05-31,1743.435
2023-06-30,1803.002
2023-07-31,1818.867
2023-08-31,1730.259
2023-09-29,1666.276
2023-10-31,1622.029
2023-11-30,1685.602
2023-12-29,1775.668
2024-01-31,1784.386
2024-02-29,1801.783
2024-03-29,1859.867
2024-04-30,1871.955
2024-05-31,1939.001
2024-06-28,1900.01
2024-07-31,1954.802
2024-08-30,2098.129
2024-09-30,2062.141
2024-10-31,1927.418
2024-11-29,1917.888
2024-12-31,1848.515
2025-01-31,1947.652
2025-02-28,2026.334
2025-03-31,2033.529
2025-04-30,2128.234
2025-05-30,2206.362
2025-06-30,2199.138
2025-07-31,2202.641
2025-08-29,2250.194
2025-09-30,2234.658
