Date,UNITED KINGDOM LARGE GROWTH Large Cap
2003-01-20,420.022
2003-01-21,415.497
2003-01-22,411.178
2003-01-23,405.702
2003-01-24,404.549
2003-01-27,390.955
2003-01-28,392.416
2003-01-29,397.256
2003-01-30,409.584
2003-01-31,410.419
2003-02-03,421.45
2003-02-04,411.525
2003-02-05,420.09
2003-02-06,409.355
2003-02-07,405.664
2003-02-10,403.776
2003-02-11,412.901
2003-02-12,407.072
2003-02-13,404.791
2003-02-14,403.612
2003-02-17,408.426
2003-02-18,410.259
2003-02-19,403.035
2003-02-20,407.977
2003-02-21,411.313
2003-02-24,404.53
2003-02-25,393.083
2003-02-26,394.311
2003-02-27,389.158
2003-02-28,399.748
2003-03-03,404.063
2003-03-04,395.558
2003-03-05,393.294
2003-03-06,395.213
2003-03-07,389.599
2003-03-10,381.753
2003-03-11,383.805
2003-03-12,368.948
2003-03-13,391.808
2003-03-14,399.802
2003-03-17,409.987
2003-03-18,409.097
2003-03-19,415.501
2003-03-20,415.93
2003-03-21,426.408
2003-03-24,417.281
2003-03-25,418.698
2003-03-26,423.072
2003-03-27,417.218
2003-03-28,412.579
2003-03-31,405.25
2003-04-01,410.973
2003-04-02,419.634
2003-04-03,422.154
2003-04-04,426.199
2003-04-07,438.574
2003-04-08,433.62
2003-04-09,435.779
2003-04-10,430.879
2003-04-11,429.387
2003-04-14,435.478
2003-04-15,441.706
2003-04-16,434.701
2003-04-17,440.81
2003-04-18,440.81
2003-04-21,436.636
2003-04-22,443.931
2003-04-23,451.393
2003-04-24,447.693
2003-04-25,449.198
2003-04-28,454.88
2003-04-29,449.485
2003-04-30,455.987
2003-05-01,457.395
2003-05-02,462.809
2003-05-05,463.675
2003-05-06,471.442
2003-05-07,459.9
2003-05-08,454.747
2003-05-09,460.937
2003-05-12,465.605
2003-05-13,464.844
2003-05-14,467.223
2003-05-15,470.7
2003-05-16,477.176
2003-05-19,465.165
2003-05-20,467.351
2003-05-21,463.963
2003-05-22,467.457
2003-05-23,463.823
2003-05-26,464.036
2003-05-27,466.974
2003-05-28,472.509
2003-05-29,476.476
2003-05-30,465.676
2003-06-02,474.172
2003-06-03,474.611
2003-06-04,476.578
2003-06-05,481.792
2003-06-06,491.209
2003-06-09,485.14
2003-06-10,483.315
2003-06-11,496.083
2003-06-12,493.509
2003-06-13,490.564
2003-06-16,497.572
2003-06-17,506.331
2003-06-18,506.101
2003-06-19,496.039
2003-06-20,496.341
2003-06-23,485.279
2003-06-24,481.425
2003-06-25,486.166
2003-06-26,479.369
2003-06-27,479.876
2003-06-30,475.425
2003-07-01,469.997
2003-07-02,475.197
2003-07-03,483.055
2003-07-04,481.553
2003-07-07,478.43
2003-07-08,470.447
2003-07-09,465.533
2003-07-10,464.213
2003-07-11,467.526
2003-07-14,473.065
2003-07-15,458.845
2003-07-16,454.927
2003-07-17,452.049
2003-07-18,452.194
2003-07-21,452.882
2003-07-22,459.569
2003-07-23,466.003
2003-07-24,475.062
2003-07-25,473.672
2003-07-28,474.582
2003-07-29,473.048
2003-07-30,471.17
2003-07-31,466.24
2003-08-01,459.536
2003-08-04,460.375
2003-08-05,460.272
2003-08-06,456.267
2003-08-07,460.869
2003-08-08,465.502
2003-08-11,465.278
2003-08-12,466.283
2003-08-13,468.733
2003-08-14,471.417
2003-08-15,470.038
2003-08-18,469.921
2003-08-19,465.716
2003-08-20,464.492
2003-08-21,459.733
2003-08-22,457.374
2003-08-25,457.751
2003-08-26,454.809
2003-08-27,459.199
2003-08-28,459.461
2003-08-29,455.55
2003-09-01,457.623
2003-09-02,455.81
2003-09-03,461.11
2003-09-04,463.961
2003-09-05,469.18
2003-09-08,472.212
2003-09-09,471.247
2003-09-10,473.367
2003-09-11,474.021
2003-09-12,474.459
2003-09-15,475.163
2003-09-16,477.029
2003-09-17,482.701
2003-09-18,489.435
2003-09-19,486.689
2003-09-22,488.258
2003-09-23,492.449
2003-09-24,493.036
2003-09-25,490.729
2003-09-26,487.543
2003-09-29,486.121
2003-09-30,480.797
2003-10-01,489.468
2003-10-02,495.935
2003-10-03,502.103
2003-10-06,501.105
2003-10-07,498.895
2003-10-08,494.4
2003-10-09,501.164
2003-10-10,500.266
2003-10-13,505.055
2003-10-14,504.121
2003-10-15,506.894
2003-10-16,508.529
2003-10-17,508.046
2003-10-20,508.561
2003-10-21,508.71
2003-10-22,505.057
2003-10-23,505.417
2003-10-24,506.374
2003-10-27,509.97
2003-10-28,507.986
2003-10-29,507.446
2003-10-30,513.199
2003-10-31,507.111
2003-11-03,505.188
2003-11-04,504.543
2003-11-05,504.29
2003-11-06,502.807
2003-11-07,507.938
2003-11-10,504.583
2003-11-11,504.948
2003-11-12,513.278
2003-11-13,518.219
2003-11-14,523.396
2003-11-17,519.362
2003-11-18,522.963
2003-11-19,518.053
2003-11-20,517.276
2003-11-21,518.518
2003-11-24,521.074
2003-11-25,521.001
2003-11-26,523.172
2003-11-27,524.255
2003-11-28,522.815
2003-12-01,532.201
2003-12-02,532.242
2003-12-03,532.466
2003-12-04,527.637
2003-12-05,528.526
2003-12-08,529.053
2003-12-09,531.512
2003-12-10,527.637
2003-12-11,526.585
2003-12-12,528.72
2003-12-15,527.893
2003-12-16,528.697
2003-12-17,534.792
2003-12-18,541.718
2003-12-19,538.76
2003-12-22,539.219
2003-12-23,545.171
2003-12-24,548.467
2003-12-25,548.467
2003-12-26,549.069
2003-12-29,548.859
2003-12-30,553.44
2003-12-31,558.26
2004-01-01,558.26
2004-01-02,562.645
2004-01-05,568.202
2004-01-06,570.837
2004-01-07,566.562
2004-01-08,571.266
2004-01-09,576.656
2004-01-12,573.861
2004-01-13,573.347
2004-01-14,572.346
2004-01-15,561.524
2004-01-16,559.332
2004-01-19,557.289
2004-01-20,566.773
2004-01-21,572.67
2004-01-22,572.333
2004-01-23,566.667
2004-01-26,562.09
2004-01-27,562.246
2004-01-28,563.924
2004-01-29,550.697
2004-01-30,551.2
2004-02-02,549.718
2004-02-03,557.776
2004-02-04,556.746
2004-02-05,558.581
2004-02-06,561.511
2004-02-09,566.296
2004-02-10,565.449
2004-02-11,562.013
2004-02-12,566.122
2004-02-13,570.085
2004-02-16,566.254
2004-02-17,577.884
2004-02-18,577.252
2004-02-19,583.057
2004-02-20,577.719
2004-02-23,577.523
2004-02-24,581.03
2004-02-25,580.879
2004-02-26,574.298
2004-02-27,569.276
2004-03-01,580.182
2004-03-02,574.365
2004-03-03,562.695
2004-03-04,565.756
2004-03-05,573.639
2004-03-08,573.592
2004-03-09,570.473
2004-03-10,561.468
2004-03-11,548.078
2004-03-12,549.23
2004-03-15,543.041
2004-03-16,551.465
2004-03-17,553.038
2004-03-18,552.968
2004-03-19,555.622
2004-03-22,549.568
2004-03-23,545.183
2004-03-24,539.833
2004-03-25,540.595
2004-03-26,539.437
2004-03-29,546.254
2004-03-30,548.54
2004-03-31,548.191
2004-04-01,557.932
2004-04-02,556.107
2004-04-05,550.52
2004-04-06,555.968
2004-04-07,561.669
2004-04-08,561.478
2004-04-09,561.478
2004-04-12,561.478
2004-04-13,556.943
2004-04-14,545.709
2004-04-15,548.917
2004-04-16,563.308
2004-04-19,567.621
2004-04-20,563.119
2004-04-21,555.584
2004-04-22,558.508
2004-04-23,555.481
2004-04-26,561.523
2004-04-27,563.423
2004-04-28,549.838
2004-04-29,553.088
2004-04-30,549.797
2004-05-03,550.2
2004-05-04,564.811
2004-05-05,568.773
2004-05-06,561.843
2004-05-07,557.842
2004-05-10,543.754
2004-05-11,542.761
2004-05-12,544.721
2004-05-13,544.569
2004-05-14,541.737
2004-05-17,541.04
2004-05-18,545.085
2004-05-19,555.487
2004-05-20,545.262
2004-05-21,550.538
2004-05-24,548.725
2004-05-25,549.288
2004-05-26,551.809
2004-05-27,560.069
2004-05-28,554.719
2004-05-31,554.719
2004-06-01,554.43
2004-06-02,554.417
2004-06-03,556.824
2004-06-04,557.561
2004-06-07,560.731
2004-06-08,563.523
2004-06-09,561.662
2004-06-10,559.766
2004-06-11,556.939
2004-06-14,549.578
2004-06-15,553.352
2004-06-16,559.766
2004-06-17,562.039
2004-06-18,565.4
2004-06-21,562.367
2004-06-22,554.677
2004-06-23,556.199
2004-06-24,557.229
2004-06-25,556.945
2004-06-28,560.268
2004-06-29,552.665
2004-06-30,547.215
2004-07-01,542.677
2004-07-02,545.881
2004-07-05,543.964
2004-07-06,543.775
2004-07-07,547.075
2004-07-08,551.312
2004-07-09,549.043
2004-07-12,547.671
2004-07-13,545.132
2004-07-14,549.098
2004-07-15,544.598
2004-07-16,548.594
2004-07-19,544.841
2004-07-20,541.836
2004-07-21,540.289
2004-07-22,536.763
2004-07-23,533.891
2004-07-26,530.441
2004-07-27,532.963
2004-07-28,534.307
2004-07-29,539.869
2004-07-30,539.562
2004-08-02,541.492
2004-08-03,542.243
2004-08-04,541.223
2004-08-05,541.209
2004-08-06,536.952
2004-08-09,531.637
2004-08-10,535.588
2004-08-11,530.897
2004-08-12,531.317
2004-08-13,535.113
2004-08-16,540.812
2004-08-17,538.666
2004-08-18,537.111
2004-08-19,542.354
2004-08-20,538.228
2004-08-23,543.193
2004-08-24,536.833
2004-08-25,538.752
2004-08-26,544.293
2004-08-27,548.319
2004-08-30,548.166
2004-08-31,545.245
2004-09-01,546.932
2004-09-02,546.847
2004-09-03,546.792
2004-09-06,550.383
2004-09-07,547.263
2004-09-08,550.625
2004-09-09,546.048
2004-09-10,551.631
2004-09-13,551.232
2004-09-14,550.575
2004-09-15,543.973
2004-09-16,548.427
2004-09-17,551.964
2004-09-20,546.422
2004-09-21,552.575
2004-09-22,552.434
2004-09-23,553.503
2004-09-24,553.297
2004-09-27,550.173
2004-09-28,555.947
2004-09-29,556.549
2004-09-30,557.584
2004-10-01,563.655
2004-10-04,560.392
2004-10-05,561.707
2004-10-06,558.603
2004-10-07,555.32
2004-10-08,561.023
2004-10-11,558.47
2004-10-12,553.134
2004-10-13,553.152
2004-10-14,552.327
2004-10-15,556.364
2004-10-18,555.78
2004-10-19,564.04
2004-10-20,561.874
2004-10-21,567.936
2004-10-22,566.54
2004-10-25,563.473
2004-10-26,565.551
2004-10-27,573.184
2004-10-28,571.92
2004-10-29,572.628
2004-11-01,578.469
2004-11-02,581.61
2004-11-03,590.666
2004-11-04,589.404
2004-11-05,592.845
2004-11-08,591.634
2004-11-09,592.273
2004-11-10,589.839
2004-11-11,593.831
2004-11-12,598.767
2004-11-15,600.357
2004-11-16,599.741
2004-11-17,604.789
2004-11-18,605.041
2004-11-19,595.318
2004-11-22,592.103
2004-11-23,597.476
2004-11-24,599.926
2004-11-25,606.633
2004-11-26,605.565
2004-11-29,607.153
2004-11-30,604.799
2004-12-01,615.739
2004-12-02,618.762
2004-12-03,622.741
2004-12-06,619.848
2004-12-07,621.822
2004-12-08,614.546
2004-12-09,608.105
2004-12-10,605.614
2004-12-13,613.817
2004-12-14,609.752
2004-12-15,615.668
2004-12-16,615.577
2004-12-17,607.754
2004-12-20,615.625
2004-12-21,608.407
2004-12-22,610.211
2004-12-23,613.336
2004-12-24,616.663
2004-12-27,619.064
2004-12-28,617.543
2004-12-29,617.187
2004-12-30,619.683
2004-12-31,619.636
2005-01-03,614.23
2005-01-04,610.968
2005-01-05,607.926
2005-01-06,606.163
2005-01-07,608.483
2005-01-10,607.366
2005-01-11,606.071
2005-01-12,604.73
2005-01-13,601.577
2005-01-14,600.629
2005-01-17,601.567
2005-01-18,599.319
2005-01-19,601.256
2005-01-20,597.164
2005-01-21,597.309
2005-01-24,600.079
2005-01-25,598.785
2005-01-26,604.9
2005-01-27,608.449
2005-01-28,605.181
2005-01-31,607.449
2005-02-01,610.204
2005-02-02,613.625
2005-02-03,612.353
2005-02-04,616.877
2005-02-07,614.853
2005-02-08,612.925
2005-02-09,616.718
2005-02-10,620.463
2005-02-11,623.86
2005-02-14,631.951
2005-02-15,634.906
2005-02-16,632.395
2005-02-17,636.614
2005-02-18,637.977
2005-02-21,642.399
2005-02-22,641.821
2005-02-23,637.851
2005-02-24,636.528
2005-02-25,642.396
2005-02-28,641.236
2005-03-01,645.157
2005-03-02,642.377
2005-03-03,647.454
2005-03-04,654.209
2005-03-07,649.777
2005-03-08,652.623
2005-03-09,648.55
2005-03-10,646.964
2005-03-11,650.328
2005-03-14,643.248
2005-03-15,647.334
2005-03-16,647.373
2005-03-17,645.232
2005-03-18,640.545
2005-03-21,635.948
2005-03-22,637.189
2005-03-23,627.006
2005-03-24,627.425
2005-03-25,627.425
2005-03-28,625.999
2005-03-29,625.984
2005-03-30,629.244
2005-03-31,629.59
2005-04-01,631.351
2005-04-04,623.169
2005-04-05,631.503
2005-04-06,632.13
2005-04-07,635.434
2005-04-08,635.746
2005-04-11,640.842
2005-04-12,636.125
2005-04-13,640.495
2005-04-14,636.522
2005-04-15,635.759
2005-04-18,632.399
2005-04-19,640.368
2005-04-20,636.314
2005-04-21,635.053
2005-04-22,638.446
2005-04-25,638.2
2005-04-26,632.898
2005-04-27,629.397
2005-04-28,634.577
2005-04-29,636.163
2005-05-02,630.551
2005-05-03,638.359
2005-05-04,645.34
2005-05-05,646.807
2005-05-06,644.789
2005-05-09,640.241
2005-05-10,638.454
2005-05-11,634.638
2005-05-12,632.994
2005-05-13,629.619
2005-05-16,623.493
2005-05-17,626.247
2005-05-18,630.936
2005-05-19,631.184
2005-05-20,631.235
2005-05-23,634.62
2005-05-24,630.211
2005-05-25,627.45
2005-05-26,629.262
2005-05-27,630.388
2005-05-30,630.543
2005-05-31,627.623
2005-06-01,632.915
2005-06-02,632.034
2005-06-03,631.363
2005-06-06,630.42
2005-06-07,639.145
2005-06-08,640.04
2005-06-09,633.919
2005-06-10,634.339
2005-06-13,632.061
2005-06-14,632.653
2005-06-15,631.92
2005-06-16,635.639
2005-06-17,641.989
2005-06-20,643.454
2005-06-21,645.596
2005-06-22,643.929
2005-06-23,642.759
2005-06-24,638.946
2005-06-27,637.061
2005-06-28,641.096
2005-06-29,637.66
2005-06-30,633.912
2005-07-01,632.757
2005-07-04,634.923
2005-07-05,634.31
2005-07-06,641.061
2005-07-07,626.71
2005-07-08,634.881
2005-07-11,640.831
2005-07-12,641.353
2005-07-13,637.397
2005-07-14,640.108
2005-07-15,633.536
2005-07-18,631.805
2005-07-19,627.144
2005-07-20,625.975
2005-07-21,632.021
2005-07-22,634.83
2005-07-25,640.602
2005-07-26,634.036
2005-07-27,635.878
2005-07-28,643.276
2005-07-29,649.61
2005-08-01,651.935
2005-08-02,658.053
2005-08-03,667.063
2005-08-04,666.308
2005-08-05,663.405
2005-08-08,674.75
2005-08-09,677.72
2005-08-10,684.13
2005-08-11,687.593
2005-08-12,688.02
2005-08-15,684.441
2005-08-16,681.274
2005-08-17,678.296
2005-08-18,669.505
2005-08-19,674.708
2005-08-22,679.278
2005-08-23,674.402
2005-08-24,670.676
2005-08-25,670.427
2005-08-26,667.44
2005-08-29,665.281
2005-08-30,664.331
2005-08-31,675.318
2005-09-01,692.436
2005-09-02,697.973
2005-09-05,697.466
2005-09-06,701.314
2005-09-07,702.25
2005-09-08,698.191
2005-09-09,702.183
2005-09-12,697.991
2005-09-13,692.484
2005-09-14,696.048
2005-09-15,693.563
2005-09-16,698.705
2005-09-19,704.778
2005-09-20,701.795
2005-09-21,700.628
2005-09-22,695.455
2005-09-23,693.843
2005-09-26,699.49
2005-09-27,696.407
2005-09-28,701.449
2005-09-29,700.224
2005-09-30,702.834
2005-10-03,699.83
2005-10-04,699.196
2005-10-05,688.454
2005-10-06,686.448
2005-10-07,680.713
2005-10-10,680.527
2005-10-11,678.845
2005-10-12,678.326
2005-10-13,666.728
2005-10-14,674.276
2005-10-17,672.94
2005-10-18,666.812
2005-10-19,661.301
2005-10-20,663.226
2005-10-21,660.703
2005-10-24,667.9
2005-10-25,668.203
2005-10-26,673.215
2005-10-27,670.422
2005-10-28,673.195
2005-10-31,682.941
2005-11-01,683.733
2005-11-02,689.546
2005-11-03,700.021
2005-11-04,689.38
2005-11-07,690.073
2005-11-08,688.926
