Date,NETHERLANDS Standard (Large+Mid Cap)
2002-03-22,5531.909
2002-03-25,5481.313
2002-03-26,5497.445
2002-03-27,5495.616
2002-03-28,5583.995
2002-03-29,5583.995
2002-04-01,5629.76
2002-04-02,5630.957
2002-04-03,5603.121
2002-04-04,5523.748
2002-04-05,5455.744
2002-04-08,5353.056
2002-04-09,5381.885
2002-04-10,5443.426
2002-04-11,5406.9
2002-04-12,5385.167
2002-04-15,5423.882
2002-04-16,5566.122
2002-04-17,5620.451
2002-04-18,5636.943
2002-04-19,5636.656
2002-04-22,5610.66
2002-04-23,5602.763
2002-04-24,5549.982
2002-04-25,5522.677
2002-04-26,5503.439
2002-04-29,5484.95
2002-04-30,5555.782
2002-05-01,5587.226
2002-05-02,5510.758
2002-05-03,5523.962
2002-05-06,5494.159
2002-05-07,5431.128
2002-05-08,5497.867
2002-05-09,5508.237
2002-05-10,5471.645
2002-05-13,5499.615
2002-05-14,5543.588
2002-05-15,5600.457
2002-05-16,5598.647
2002-05-17,5625.761
2002-05-20,5593.858
2002-05-21,5546.997
2002-05-22,5540.179
2002-05-23,5579.602
2002-05-24,5607.271
2002-05-27,5592.983
2002-05-28,5601.103
2002-05-29,5594.378
2002-05-30,5518.455
2002-05-31,5586.881
2002-06-03,5525.873
2002-06-04,5380.062
2002-06-05,5368.491
2002-06-06,5442.008
2002-06-07,5305.003
2002-06-10,5282.069
2002-06-11,5368.749
2002-06-12,5225.697
2002-06-13,5181.072
2002-06-14,5045.345
2002-06-17,5206.653
2002-06-18,5250.89
2002-06-19,5205.005
2002-06-20,5123.495
2002-06-21,5087.826
2002-06-24,4995.873
2002-06-25,5127.685
2002-06-26,5106.37
2002-06-27,5142.153
2002-06-28,5415.243
2002-07-01,5413.478
2002-07-02,5213.276
2002-07-03,5034.411
2002-07-04,5199.693
2002-07-05,5362.531
2002-07-08,5393.42
2002-07-09,5375.3
2002-07-10,5052.018
2002-07-11,4855.548
2002-07-12,4817.717
2002-07-15,4579.387
2002-07-16,4547.771
2002-07-17,4728.115
2002-07-18,4794.345
2002-07-19,4636.192
2002-07-22,4259.575
2002-07-23,4113.019
2002-07-24,3980.21
2002-07-25,4197.932
2002-07-26,4157.679
2002-07-29,4390.171
2002-07-30,4362.24
2002-07-31,4452.341
2002-08-01,4199.111
2002-08-02,4156.076
2002-08-05,4026.188
2002-08-06,4120.505
2002-08-07,4138.751
2002-08-08,4329.197
2002-08-09,4442.719
2002-08-12,4341.315
2002-08-13,4405.267
2002-08-14,4320.897
2002-08-15,4488.484
2002-08-16,4556.567
2002-08-19,4687.919
2002-08-20,4619.854
2002-08-21,4649.307
2002-08-22,4777.258
2002-08-23,4715.234
2002-08-26,4595.22
2002-08-27,4800.75
2002-08-28,4595.984
2002-08-29,4476.832
2002-08-30,4532.937
2002-09-02,4466.716
2002-09-03,4322.224
2002-09-04,4299.365
2002-09-05,4241.577
2002-09-06,4365.146
2002-09-09,4233.516
2002-09-10,4324.691
2002-09-11,4438.262
2002-09-12,4236.775
2002-09-13,4142.526
2002-09-16,4099.8
2002-09-17,4024.381
2002-09-18,3883.226
2002-09-19,3837.686
2002-09-20,3801.164
2002-09-23,3678.051
2002-09-24,3656.511
2002-09-25,3699.963
2002-09-26,3927.132
2002-09-27,3901.576
2002-09-30,3725.835
2002-10-01,3835.751
2002-10-02,3991.817
2002-10-03,3943.761
2002-10-04,3839.012
2002-10-07,3780.907
2002-10-08,3674.058
2002-10-09,3684.727
2002-10-10,3785.785
2002-10-11,3958.209
2002-10-14,3927.776
2002-10-15,4184.82
2002-10-16,4087.134
2002-10-17,4184.602
2002-10-18,4202.17
2002-10-21,4199.691
2002-10-22,4154.594
2002-10-23,4002.179
2002-10-24,4087.959
2002-10-25,4031.342
2002-10-28,4135.74
2002-10-29,3927.079
2002-10-30,4076.99
2002-10-31,4211.932
2002-11-01,4195.447
2002-11-04,4326.688
2002-11-05,4374.445
2002-11-06,4305.235
2002-11-07,4199.632
2002-11-08,4164.208
2002-11-11,4138.628
2002-11-12,4141.713
2002-11-13,4103.452
2002-11-14,4178.544
2002-11-15,4229.497
2002-11-18,4293.36
2002-11-19,4291.785
2002-11-20,4229.19
2002-11-21,4406.975
2002-11-22,4416.784
2002-11-25,4399.576
2002-11-26,4291.485
2002-11-27,4391.807
2002-11-28,4449.915
2002-11-29,4459.99
2002-12-02,4444.374
2002-12-03,4339.47
2002-12-04,4266.052
2002-12-05,4228.73
2002-12-06,4248.98
2002-12-09,4161.625
2002-12-10,4164.232
2002-12-11,4218.07
2002-12-12,4189.278
2002-12-13,4134.613
2002-12-16,4272.172
2002-12-17,4240.079
2002-12-18,4134.659
2002-12-19,4104.08
2002-12-20,4166.737
2002-12-23,4226.413
2002-12-24,4235.364
2002-12-25,4235.364
2002-12-26,4246.044
2002-12-27,4139.687
2002-12-30,4189.88
2002-12-31,4220.092
2003-01-01,4220.092
2003-01-02,4351.651
2003-01-03,4341.757
2003-01-06,4397.261
2003-01-07,4352.075
2003-01-08,4266.41
2003-01-09,4354.155
2003-01-10,4389.002
2003-01-13,4407.764
2003-01-14,4416.108
2003-01-15,4355.98
2003-01-16,4343.964
2003-01-17,4240.205
2003-01-20,4157.936
2003-01-21,4090.822
2003-01-22,4004.4
2003-01-23,3983.75
2003-01-24,3970.759
2003-01-27,3826.576
2003-01-28,3842.958
2003-01-29,3858.851
2003-01-30,3944.183
2003-01-31,3955.597
2003-02-03,4007.856
2003-02-04,3895.571
2003-02-05,3951.842
2003-02-06,3850.883
2003-02-07,3771.467
2003-02-10,3708.962
2003-02-11,3795.043
2003-02-12,3688.976
2003-02-13,3714.007
2003-02-14,3811.158
2003-02-17,3872.081
2003-02-18,3894.705
2003-02-19,3820.011
2003-02-20,3797.473
2003-02-21,3821.769
2003-02-24,3671.102
2003-02-25,3535.397
2003-02-26,3504.621
2003-02-27,3552.939
2003-02-28,3663.444
2003-03-03,3702.893
2003-03-04,3619.523
2003-03-05,3599.176
2003-03-06,3530.81
2003-03-07,3413.723
2003-03-10,3335.89
2003-03-11,3338.3
2003-03-12,3182.739
2003-03-13,3398.879
2003-03-14,3550.659
2003-03-17,3678.68
2003-03-18,3619.604
2003-03-19,3662.457
2003-03-20,3623.876
2003-03-21,3753.534
2003-03-24,3583.89
2003-03-25,3704.81
2003-03-26,3698.029
2003-03-27,3636.643
2003-03-28,3681.216
2003-03-31,3556.973
2003-04-01,3628.42
2003-04-02,3730.74
2003-04-03,3746.749
2003-04-04,3754.177
2003-04-07,3900.514
2003-04-08,3834.674
2003-04-09,3829.04
2003-04-10,3790.146
2003-04-11,3818.454
2003-04-14,3857.203
2003-04-15,3959.207
2003-04-16,3958.734
2003-04-17,3996.909
2003-04-18,3996.909
2003-04-21,3979.68
2003-04-22,4017.219
2003-04-23,4071.036
2003-04-24,3991.088
2003-04-25,3919.017
2003-04-28,4030.82
2003-04-29,3984.876
2003-04-30,4009.355
2003-05-01,4046.179
2003-05-02,4002.789
2003-05-05,4112.966
2003-05-06,4200.795
2003-05-07,4153.242
2003-05-08,4090.745
2003-05-09,4154.734
2003-05-12,4193.915
2003-05-13,4184.588
2003-05-14,4175.739
2003-05-15,4181.349
2003-05-16,4248.007
2003-05-19,4128.954
2003-05-20,4141.009
2003-05-21,4073.382
2003-05-22,4142.944
2003-05-23,4124.286
2003-05-26,4142.293
2003-05-27,4171.664
2003-05-28,4230.454
2003-05-29,4260.475
2003-05-30,4258.852
2003-06-02,4319.243
2003-06-03,4283.429
2003-06-04,4364.118
2003-06-05,4414.081
2003-06-06,4488.794
2003-06-09,4429.358
2003-06-10,4421.306
2003-06-11,4548.847
2003-06-12,4604.102
2003-06-13,4499.202
2003-06-16,4619.622
2003-06-17,4605.665
2003-06-18,4588.132
2003-06-19,4499.211
2003-06-20,4531.187
2003-06-23,4344.587
2003-06-24,4304.459
2003-06-25,4377.629
2003-06-26,4308.618
2003-06-27,4351.48
2003-06-30,4291.383
2003-07-01,4250.843
2003-07-02,4332.09
2003-07-03,4346.423
2003-07-04,4299.394
2003-07-07,4413.007
2003-07-08,4396.95
2003-07-09,4346.204
2003-07-10,4293.545
2003-07-11,4338.379
2003-07-14,4400.227
2003-07-15,4378.482
2003-07-16,4355.077
2003-07-17,4289.487
2003-07-18,4379.926
2003-07-21,4379.575
2003-07-22,4439.869
2003-07-23,4449.609
2003-07-24,4526.298
2003-07-25,4485.112
2003-07-28,4513.112
2003-07-29,4472.42
2003-07-30,4446.005
2003-07-31,4477.245
2003-08-01,4419.372
2003-08-04,4417.833
2003-08-05,4454.963
2003-08-06,4404.943
2003-08-07,4446.077
2003-08-08,4478.667
2003-08-11,4518.887
2003-08-12,4527.028
2003-08-13,4521.677
2003-08-14,4576.518
2003-08-15,4599.453
2003-08-18,4598.001
2003-08-19,4566.075
2003-08-20,4566.129
2003-08-21,4562.645
2003-08-22,4568.42
2003-08-25,4536.783
2003-08-26,4480.722
2003-08-27,4537.46
2003-08-28,4559.884
2003-08-29,4569.323
2003-09-01,4658.03
2003-09-02,4611.814
2003-09-03,4653.008
2003-09-04,4670.534
2003-09-05,4711.98
2003-09-08,4778.734
2003-09-09,4749.416
2003-09-10,4679.874
2003-09-11,4672.188
2003-09-12,4685.308
2003-09-15,4714.554
2003-09-16,4707.908
2003-09-17,4754.45
2003-09-18,4763.996
2003-09-19,4757.231
2003-09-22,4705.141
2003-09-23,4655.929
2003-09-24,4660.064
2003-09-25,4633.0
2003-09-26,4545.134
2003-09-29,4551.809
2003-09-30,4508.774
2003-10-01,4609.338
2003-10-02,4626.789
2003-10-03,4733.992
2003-10-06,4705.912
2003-10-07,4715.065
2003-10-08,4709.317
2003-10-09,4783.399
2003-10-10,4797.922
2003-10-13,4832.951
2003-10-14,4811.015
2003-10-15,4850.401
2003-10-16,4833.829
2003-10-17,4835.687
2003-10-20,4798.43
2003-10-21,4828.74
2003-10-22,4777.868
2003-10-23,4699.364
2003-10-24,4695.407
2003-10-27,4718.319
2003-10-28,4716.958
2003-10-29,4745.293
2003-10-30,4778.514
2003-10-31,4782.761
2003-11-03,4853.791
2003-11-04,4843.623
2003-11-05,4807.467
2003-11-06,4829.72
2003-11-07,4903.5
2003-11-10,4869.457
2003-11-11,4840.236
2003-11-12,4883.701
2003-11-13,4932.921
2003-11-14,4956.472
2003-11-17,4835.165
2003-11-18,4865.838
2003-11-19,4861.919
2003-11-20,4846.609
2003-11-21,4839.374
2003-11-24,4886.603
2003-11-25,4899.492
2003-11-26,4930.438
2003-11-27,4947.577
2003-11-28,4950.648
2003-12-01,5019.025
2003-12-02,5068.402
2003-12-03,5102.181
2003-12-04,5065.44
2003-12-05,5063.794
2003-12-08,5057.756
2003-12-09,5077.049
2003-12-10,5039.617
2003-12-11,5038.668
2003-12-12,5083.904
2003-12-15,5100.478
2003-12-16,5100.918
2003-12-17,5114.426
2003-12-18,5158.907
2003-12-19,5200.611
2003-12-22,5207.454
2003-12-23,5213.006
2003-12-24,5244.45
2003-12-25,5244.45
2003-12-26,5242.344
2003-12-29,5295.856
2003-12-30,5352.587
2003-12-31,5405.341
2004-01-01,5405.341
2004-01-02,5456.391
2004-01-05,5501.69
2004-01-06,5517.667
2004-01-07,5450.103
2004-01-08,5523.144
2004-01-09,5465.32
2004-01-12,5412.666
2004-01-13,5418.37
2004-01-14,5416.571
2004-01-15,5428.835
2004-01-16,5407.796
2004-01-19,5410.484
2004-01-20,5455.67
2004-01-21,5530.204
2004-01-22,5563.853
2004-01-23,5545.95
2004-01-26,5467.739
2004-01-27,5513.181
2004-01-28,5537.895
2004-01-29,5386.91
2004-01-30,5382.57
2004-02-02,5415.412
2004-02-03,5419.789
2004-02-04,5368.998
2004-02-05,5399.404
2004-02-06,5448.463
2004-02-09,5489.536
2004-02-10,5513.428
2004-02-11,5528.329
2004-02-12,5613.493
2004-02-13,5563.453
2004-02-16,5590.813
2004-02-17,5652.087
2004-02-18,5653.854
2004-02-19,5635.682
2004-02-20,5570.061
2004-02-23,5540.058
2004-02-24,5505.944
2004-02-25,5474.007
2004-02-26,5451.167
2004-02-27,5467.342
2004-03-01,5525.017
2004-03-02,5514.277
2004-03-03,5432.086
2004-03-04,5458.579
2004-03-05,5517.402
2004-03-08,5515.536
2004-03-09,5469.521
2004-03-10,5387.412
2004-03-11,5248.0
2004-03-12,5240.381
2004-03-15,5140.698
2004-03-16,5200.698
2004-03-17,5232.236
2004-03-18,5175.102
2004-03-19,5154.143
2004-03-22,5061.581
2004-03-23,5030.352
2004-03-24,4967.903
2004-03-25,5060.828
2004-03-26,5054.335
2004-03-29,5151.584
2004-03-30,5162.479
2004-03-31,5194.284
2004-04-01,5268.312
2004-04-02,5294.142
2004-04-05,5266.682
2004-04-06,5257.787
2004-04-07,5312.44
2004-04-08,5289.551
2004-04-09,5289.551
2004-04-12,5274.694
2004-04-13,5244.208
2004-04-14,5205.564
2004-04-15,5228.632
2004-04-16,5309.625
2004-04-19,5311.814
2004-04-20,5300.553
2004-04-21,5254.682
2004-04-22,5275.083
2004-04-23,5277.12
2004-04-26,5275.222
2004-04-27,5292.938
2004-04-28,5174.539
2004-04-29,5181.459
2004-04-30,5169.935
2004-05-03,5202.104
2004-05-04,5269.838
2004-05-05,5330.202
2004-05-06,5221.579
2004-05-07,5144.393
2004-05-10,5000.96
2004-05-11,5029.796
2004-05-12,4983.318
2004-05-13,5019.282
2004-05-14,4987.279
2004-05-17,4979.076
2004-05-18,4997.707
2004-05-19,5114.564
2004-05-20,5035.892
2004-05-21,5069.638
2004-05-24,5094.638
2004-05-25,5133.431
2004-05-26,5172.845
2004-05-27,5283.043
2004-05-28,5258.8
2004-05-31,5271.22
2004-06-01,5202.203
2004-06-02,5260.227
2004-06-03,5269.526
2004-06-04,5298.185
2004-06-07,5381.629
2004-06-08,5370.365
2004-06-09,5276.901
2004-06-10,5292.301
2004-06-11,5252.569
2004-06-14,5222.302
2004-06-15,5253.853
2004-06-16,5279.621
2004-06-17,5301.116
2004-06-18,5362.458
2004-06-21,5351.196
2004-06-22,5276.757
2004-06-23,5287.99
2004-06-24,5373.926
2004-06-25,5361.823
2004-06-28,5431.732
2004-06-29,5381.811
2004-06-30,5369.027
2004-07-01,5375.151
2004-07-02,5378.293
2004-07-05,5341.275
2004-07-06,5295.409
2004-07-07,5314.213
2004-07-08,5343.318
2004-07-09,5351.639
2004-07-12,5319.778
2004-07-13,5281.387
2004-07-14,5296.296
2004-07-15,5235.733
2004-07-16,5271.359
2004-07-19,5231.528
2004-07-20,5231.684
2004-07-21,5208.858
2004-07-22,5131.191
2004-07-23,5068.976
2004-07-26,5021.81
2004-07-27,5043.89
2004-07-28,5028.246
2004-07-29,5140.197
2004-07-30,5119.773
2004-08-02,5060.461
2004-08-03,5111.743
2004-08-04,5064.131
2004-08-05,5082.386
2004-08-06,5020.354
2004-08-09,4989.197
2004-08-10,5061.141
2004-08-11,4970.08
2004-08-12,4970.5
2004-08-13,5002.449
2004-08-16,5066.393
2004-08-17,5071.324
2004-08-18,5071.59
2004-08-19,5107.284
2004-08-20,5091.414
2004-08-23,5122.4
2004-08-24,5071.72
2004-08-25,5062.964
2004-08-26,5096.111
2004-08-27,5104.96
2004-08-30,5096.856
2004-08-31,5102.896
2004-09-01,5142.182
2004-09-02,5167.254
2004-09-03,5156.308
2004-09-06,5195.619
2004-09-07,5207.671
2004-09-08,5219.882
2004-09-09,5190.945
2004-09-10,5272.858
2004-09-13,5315.513
2004-09-14,5309.61
2004-09-15,5237.98
2004-09-16,5232.436
2004-09-17,5285.229
2004-09-20,5244.176
2004-09-21,5329.302
2004-09-22,5232.346
2004-09-23,5201.639
2004-09-24,5178.96
2004-09-27,5162.188
2004-09-28,5181.019
2004-09-29,5185.658
2004-09-30,5212.757
2004-10-01,5307.964
2004-10-04,5303.223
2004-10-05,5337.574
2004-10-06,5349.125
2004-10-07,5356.925
2004-10-08,5377.985
2004-10-11,5355.886
2004-10-12,5257.148
2004-10-13,5254.088
2004-10-14,5275.315
2004-10-15,5298.094
2004-10-18,5294.578
2004-10-19,5340.03
2004-10-20,5306.466
2004-10-21,5332.727
2004-10-22,5345.197
2004-10-25,5318.975
2004-10-26,5336.946
2004-10-27,5416.836
2004-10-28,5456.674
2004-10-29,5437.91
2004-11-01,5460.857
2004-11-02,5480.692
2004-11-03,5539.205
2004-11-04,5549.213
2004-11-05,5602.937
2004-11-08,5628.681
2004-11-09,5607.31
2004-11-10,5632.527
2004-11-11,5682.937
2004-11-12,5715.27
2004-11-15,5700.321
2004-11-16,5671.831
2004-11-17,5735.481
2004-11-18,5713.729
2004-11-19,5718.182
2004-11-22,5675.754
2004-11-23,5696.946
2004-11-24,5723.619
2004-11-25,5822.754
2004-11-26,5830.527
2004-11-29,5833.329
2004-11-30,5798.333
2004-12-01,5881.542
2004-12-02,5879.667
2004-12-03,5910.334
2004-12-06,5908.159
2004-12-07,5925.514
2004-12-08,5852.153
2004-12-09,5796.854
2004-12-10,5808.796
2004-12-13,5898.952
2004-12-14,5907.892
2004-12-15,5941.401
2004-12-16,5906.947
2004-12-17,5842.715
2004-12-20,5910.705
2004-12-21,5900.701
2004-12-22,5947.706
2004-12-23,6021.778
2004-12-24,6032.109
2004-12-27,6062.409
2004-12-28,6068.471
2004-12-29,6040.472
2004-12-30,6061.832
2004-12-31,6066.869
2005-01-03,6054.822
2005-01-04,5982.056
2005-01-05,5936.112
2005-01-06,5938.342
2005-01-07,5903.109
2005-01-10,5928.75
2005-01-11,5915.784
2005-01-12,5929.939
2005-01-13,5922.574
2005-01-14,5893.499
2005-01-17,5911.062
2005-01-18,5885.342
2005-01-19,5891.491
2005-01-20,5835.687
2005-01-21,5883.72
2005-01-24,5917.605
2005-01-25,5910.749
2005-01-26,5979.121
2005-01-27,5991.986
2005-01-28,5970.615
2005-01-31,6040.359
2005-02-01,6124.602
2005-02-02,6157.858
2005-02-03,6093.505
2005-02-04,6161.327
2005-02-07,6134.569
2005-02-08,6103.956
2005-02-09,6085.704
2005-02-10,6121.676
2005-02-11,6171.066
2005-02-14,6221.438
2005-02-15,6259.829
2005-02-16,6258.569
2005-02-17,6332.215
2005-02-18,6358.364
2005-02-21,6377.105
2005-02-22,6404.941
2005-02-23,6342.315
2005-02-24,6335.494
2005-02-25,6418.376
2005-02-28,6460.079
2005-03-01,6456.605
2005-03-02,6431.779
2005-03-03,6441.951
2005-03-04,6547.22
2005-03-07,6527.655
2005-03-08,6561.066
2005-03-09,6531.2
2005-03-10,6478.092
2005-03-11,6498.313
2005-03-14,6454.96
2005-03-15,6457.907
2005-03-16,6417.711
2005-03-17,6386.326
2005-03-18,6368.105
2005-03-21,6298.922
2005-03-22,6324.487
2005-03-23,6213.084
2005-03-24,6229.094
2005-03-25,6229.094
2005-03-28,6185.377
2005-03-29,6205.596
2005-03-30,6191.92
2005-03-31,6214.436
2005-04-01,6185.116
2005-04-04,6113.734
2005-04-05,6159.686
2005-04-06,6193.852
2005-04-07,6258.427
2005-04-08,6236.181
2005-04-11,6266.292
2005-04-12,6200.17
2005-04-13,6209.076
2005-04-14,6145.124
2005-04-15,6122.691
2005-04-18,6029.598
2005-04-19,6063.835
2005-04-20,6028.514
2005-04-21,6032.942
2005-04-22,6075.124
2005-04-25,6056.646
2005-04-26,6033.453
2005-04-27,5940.197
2005-04-28,5877.874
2005-04-29,5903.661
2005-05-02,5887.143
2005-05-03,5919.262
2005-05-04,5974.073
2005-05-05,6032.223
2005-05-06,6026.733
2005-05-09,5998.082
2005-05-10,5987.851
2005-05-11,5929.849
2005-05-12,5921.22
2005-05-13,5891.143
2005-05-16,5862.158
2005-05-17,5875.181
2005-05-18,5971.537
2005-05-19,6006.866
2005-05-20,5982.272
2005-05-23,6037.445
2005-05-24,6031.074
2005-05-25,6051.126
2005-05-26,6060.48
2005-05-27,6068.672
2005-05-30,6058.944
2005-05-31,5935.311
2005-06-01,6013.282
2005-06-02,6040.89
2005-06-03,6018.866
2005-06-06,5982.658
2005-06-07,6037.932
2005-06-08,6068.89
2005-06-09,6004.319
2005-06-10,6023.308
2005-06-13,6013.262
2005-06-14,6031.464
