Date,NETHERLANDS Standard (Large+Mid Cap)
1979-01-31,222.292
1979-02-28,220.01
1979-03-30,229.718
1979-04-30,229.653
1979-05-31,220.932
1979-06-29,236.202
1979-07-31,237.157
1979-08-31,248.542
1979-09-28,261.152
1979-10-31,243.942
1979-11-30,248.175
1979-12-31,251.82
1980-01-31,257.486
1980-02-29,256.171
1980-03-31,215.824
1980-04-30,242.202
1980-05-30,252.793
1980-06-30,266.382
1980-07-31,274.407
1980-08-29,270.371
1980-09-30,272.277
1980-10-31,286.263
1980-11-28,300.076
1980-12-31,279.688
1981-01-30,265.383
1981-02-27,263.976
1981-03-31,251.109
1981-04-30,240.072
1981-05-29,221.729
1981-06-30,220.663
1981-07-31,219.207
1981-08-31,219.872
1981-09-30,198.158
1981-10-30,220.949
1981-11-30,244.011
1981-12-31,236.58
1982-01-29,233.787
1982-02-26,214.63
1982-03-31,228.352
1982-04-30,248.862
1982-05-31,246.002
1982-06-30,222.281
1982-07-30,224.583
1982-08-31,229.166
1982-09-30,229.381
1982-10-29,247.491
1982-11-30,247.192
1982-12-31,271.79
1983-01-31,275.626
1983-02-28,284.952
1983-03-31,329.633
1983-04-29,340.078
1983-05-31,330.58
1983-06-30,363.126
1983-07-29,359.254
1983-08-31,356.742
1983-09-30,367.294
1983-10-31,351.1
1983-11-30,360.97
1983-12-30,370.838
1984-01-31,415.06
1984-02-29,419.689
1984-03-30,425.316
1984-04-30,408.335
1984-05-31,388.613
1984-06-29,391.041
1984-07-31,353.13
1984-08-31,407.086
1984-09-28,422.207
1984-10-31,417.058
1984-11-30,406.157
1984-12-31,408.764
1985-01-31,443.268
1985-02-28,436.976
1985-03-29,469.666
1985-04-30,486.319
1985-05-31,475.38
1985-06-28,489.087
1985-07-31,533.536
1985-08-30,539.362
1985-09-30,544.316
1985-10-31,578.378
1985-11-29,622.584
1985-12-31,652.476
1986-01-31,650.779
1986-02-28,680.874
1986-03-31,721.183
1986-04-30,772.615
1986-05-30,757.659
1986-06-30,795.775
1986-07-31,795.507
1986-08-29,891.767
1986-09-30,862.655
1986-10-31,837.441
1986-11-28,906.269
1986-12-31,918.273
1987-01-30,963.995
1987-02-27,964.622
1987-03-31,1068.612
1987-04-30,1075.491
1987-05-29,1105.463
1987-06-30,1188.194
1987-07-31,1232.026
1987-08-31,1234.512
1987-09-30,1193.923
1987-10-30,984.921
1987-11-30,912.469
1987-12-31,983.173
1988-01-29,967.194
1988-02-29,1007.457
1988-03-31,1047.282
1988-04-29,1074.242
1988-05-31,1014.513
1988-06-30,1018.573
1988-07-29,1048.422
1988-08-31,1000.846
1988-09-30,1021.796
1988-10-31,1097.351
1988-11-30,1094.586
1988-12-30,1122.667
1989-01-31,1140.358
1989-02-28,1138.873
1989-03-31,1176.828
1989-04-28,1229.667
1989-05-31,1171.798
1989-06-30,1218.576
1989-07-31,1330.172
1989-08-31,1314.327
1989-09-29,1357.845
1989-10-31,1319.747
1989-11-30,1392.849
1989-12-29,1524.501
1990-01-31,1467.015
1990-02-28,1422.875
1990-03-30,1486.34
1990-04-30,1440.218
1990-05-31,1499.421
1990-06-29,1517.586
1990-07-31,1596.634
1990-08-31,1474.028
1990-09-28,1402.596
1990-10-31,1462.762
1990-11-30,1476.018
1990-12-31,1475.861
1991-01-31,1471.279
1991-02-28,1583.024
1991-03-29,1514.813
1991-04-30,1550.575
1991-05-31,1572.545
1991-06-28,1476.177
1991-07-31,1566.789
1991-08-30,1557.784
1991-09-30,1593.168
1991-10-31,1611.227
1991-11-29,1618.68
1991-12-31,1738.588
1992-01-31,1735.178
1992-02-28,1740.099
1992-03-31,1713.425
1992-04-30,1791.142
1992-05-29,1867.371
1992-06-30,1883.978
1992-07-31,1887.445
1992-08-31,1937.663
1992-09-30,1979.874
1992-10-30,1789.432
1992-11-30,1758.542
1992-12-31,1778.537
1993-01-29,1818.066
1993-02-26,1875.699
1993-03-31,1995.378
1993-04-30,1986.595
1993-05-31,2027.169
1993-06-30,2011.169
1993-07-30,2013.333
1993-08-31,2216.839
1993-09-30,2225.9
1993-10-29,2357.097
1993-11-30,2284.416
1993-12-31,2405.937
1994-01-31,2516.442
1994-02-28,2468.2
1994-03-31,2386.734
1994-04-29,2520.128
1994-05-31,2441.526
1994-06-30,2419.279
1994-07-29,2567.089
1994-08-31,2658.585
1994-09-30,2584.416
1994-10-31,2757.869
1994-11-30,2617.483
1994-12-30,2687.524
1995-01-31,2719.344
1995-02-28,2796.292
1995-03-31,2937.741
1995-04-28,3036.86
1995-05-31,3075.193
1995-06-30,3107.336
1995-07-31,3283.74
1995-08-31,3086.955
1995-09-29,3236.224
1995-10-31,3188.741
1995-11-30,3289.767
1995-12-29,3432.368
1996-01-31,3452.851
1996-02-29,3528.558
1996-03-29,3632.626
1996-04-30,3648.614
1996-05-31,3817.528
1996-06-28,3826.252
1996-07-31,3765.45
1996-08-30,3828.795
1996-09-30,3926.185
1996-10-31,4024.436
1996-11-29,4275.838
1996-12-31,4376.676
1997-01-31,4341.629
1997-02-28,4517.853
1997-03-31,4626.46
1997-04-30,4579.187
1997-05-30,4870.706
1997-06-30,5252.758
1997-07-31,5682.016
1997-08-29,5121.825
1997-09-30,5571.568
1997-10-31,5329.503
1997-11-28,5284.689
1997-12-31,5416.794
1998-01-30,5467.875
1998-02-27,6026.581
1998-03-31,6217.372
1998-04-30,6430.477
1998-05-29,6768.365
1998-06-30,6653.066
1998-07-31,6693.111
1998-08-31,5870.103
1998-09-30,5527.504
1998-10-30,5841.453
1998-11-30,6147.291
1998-12-31,6675.038
1999-01-29,6173.808
1999-02-26,6131.408
1999-03-31,6194.684
1999-04-30,6589.659
1999-05-31,6212.64
1999-06-30,6230.841
1999-07-30,6431.476
1999-08-31,6580.875
1999-09-30,6342.101
1999-10-29,6560.461
1999-11-30,6518.833
1999-12-31,7134.588
2000-01-31,6282.914
2000-02-29,6683.961
2000-03-31,6879.827
2000-04-28,6650.219
2000-05-31,6829.206
2000-06-30,7208.248
2000-07-31,6895.065
2000-08-31,6884.07
2000-09-29,6618.594
2000-10-31,6564.58
2000-11-30,6510.293
2000-12-29,6842.977
2001-01-31,6796.75
2001-02-28,6355.191
2001-03-30,5780.71
2001-04-30,6187.278
2001-05-31,5945.488
2001-06-29,5805.062
2001-07-31,5755.196
2001-08-31,5724.418
2001-09-28,4961.06
2001-10-31,4977.378
2001-11-30,5198.474
2001-12-31,5330.673
2002-01-31,5122.806
2002-02-28,5136.763
2002-03-29,5583.995
2002-04-30,5555.782
2002-05-31,5586.881
2002-06-28,5415.243
2002-07-31,4452.341
2002-08-30,4532.937
2002-09-30,3725.835
2002-10-31,4211.932
2002-11-29,4459.99
2002-12-31,4220.092
2003-01-31,3955.597
2003-02-28,3663.444
2003-03-31,3556.973
2003-04-30,4009.355
2003-05-30,4258.852
2003-06-30,4291.383
2003-07-31,4477.245
2003-08-29,4569.323
2003-09-30,4508.774
2003-10-31,4782.761
2003-11-28,4950.648
2003-12-31,5405.341
2004-01-30,5382.57
2004-02-27,5467.342
2004-03-31,5194.284
2004-04-30,5169.935
2004-05-31,5271.22
2004-06-30,5369.027
2004-07-30,5119.773
2004-08-31,5102.896
2004-09-30,5212.757
2004-10-29,5437.91
2004-11-30,5798.333
2004-12-31,6066.869
2005-01-31,6040.359
2005-02-28,6460.079
2005-03-31,6214.436
2005-04-29,5903.661
2005-05-31,5935.311
2005-06-30,6211.007
2005-07-29,6338.724
2005-08-31,6310.413
2005-09-30,6389.862
2005-10-31,6254.807
2005-11-30,6578.068
2005-12-30,6907.251
2006-01-31,7248.689
2006-02-28,7394.223
2006-03-31,7710.842
2006-04-28,7994.155
2006-05-31,7657.156
2006-06-30,7647.709
2006-07-31,7837.692
2006-08-31,8213.128
2006-09-29,8470.138
2006-10-31,8506.425
2006-11-30,8737.938
2006-12-29,9074.853
2007-01-31,9098.957
2007-02-28,9110.642
2007-03-30,9765.571
2007-04-30,10664.055
2007-05-31,10607.86
2007-06-29,10581.127
2007-07-31,10574.142
2007-08-31,10310.459
2007-09-28,11140.394
2007-10-31,11353.208
2007-11-30,10926.511
2007-12-31,10943.412
2008-01-31,9648.298
2008-02-29,9874.938
2008-03-31,10223.179
2008-04-30,10648.221
2008-05-30,10696.417
2008-06-30,9322.345
2008-07-31,8950.364
2008-08-29,9063.956
2008-09-30,7354.982
2008-10-31,5507.419
2008-11-28,5187.117
2008-12-31,5666.65
2009-01-30,5195.841
2009-02-27,4547.865
2009-03-31,4734.733
2009-04-30,5328.824
2009-05-29,5998.705
2009-06-30,5921.979
2009-07-31,6773.536
2009-08-31,7175.879
2009-09-30,7769.673
2009-10-30,7616.577
2009-11-30,7770.866
2009-12-31,8060.947
2010-01-29,7775.228
2010-02-26,7419.794
2010-03-31,7974.757
2010-04-30,7931.507
2010-05-31,6973.547
2010-06-30,6925.781
2010-07-30,7685.572
2010-08-31,7116.814
2010-09-30,8051.723
2010-10-29,8189.322
2010-11-30,7396.945
2010-12-31,8201.377
2011-01-31,8559.425
2011-02-28,8891.499
2011-03-31,9062.611
2011-04-29,9365.302
2011-05-31,8911.449
2011-06-30,8655.351
2011-07-29,8279.59
2011-08-31,7484.702
2011-09-30,6763.485
2011-10-31,7645.166
2011-11-30,7205.105
2011-12-30,7207.496
2012-01-31,7435.708
2012-02-29,7762.452
2012-03-30,7835.004
2012-04-30,7506.565
2012-05-31,6721.124
2012-06-29,7276.371
2012-07-31,7531.431
2012-08-31,7847.265
2012-09-28,7941.893
2012-10-31,8202.898
2012-11-30,8459.359
2012-12-31,8691.777
2013-01-31,9389.342
2013-02-28,8770.0
2013-03-29,8900.765
2013-04-30,9218.721
2013-05-31,9494.278
2013-06-28,9152.881
2013-07-31,10055.482
2013-08-30,9935.057
2013-09-30,10506.341
2013-10-31,11007.206
2013-11-29,11162.205
2013-12-31,11412.469
2014-01-31,10753.779
2014-02-28,11403.687
2014-03-31,11533.178
2014-04-30,11349.183
2014-05-30,11480.745
2014-06-30,11590.817
2014-07-31,10975.845
2014-08-29,11201.641
2014-09-30,11047.056
2014-10-31,10807.606
2014-11-28,11406.847
2014-12-31,11017.524
2015-01-30,11031.433
2015-02-27,11765.864
2015-03-31,11558.306
2015-04-30,12029.491
2015-05-29,12135.212
2015-06-30,11882.871
2015-07-31,12395.425
2015-08-31,11367.549
2015-09-30,10825.386
2015-10-30,11696.474
2015-11-30,11475.524
2015-12-31,11164.889
2016-01-29,10853.04
2016-02-29,10688.902
2016-03-31,11538.665
2016-04-29,11546.279
2016-05-31,11684.632
2016-06-30,10955.293
2016-07-29,11483.857
2016-08-31,11816.495
2016-09-30,11953.397
2016-10-31,11673.453
2016-11-30,11280.795
2016-12-30,11702.674
2017-01-31,11904.344
2017-02-28,12341.348
2017-03-31,13028.576
2017-04-28,13573.229
2017-05-31,14264.138
2017-06-30,14045.018
2017-07-31,15004.772
2017-08-31,14984.072
2017-09-29,15344.555
2017-10-31,15478.218
2017-11-30,15366.231
2017-12-29,15471.409
2018-01-31,16452.49
2018-02-28,15618.68
2018-03-30,15620.102
2018-04-30,15846.715
2018-05-31,15326.234
2018-06-29,15339.945
2018-07-31,15968.36
2018-08-31,15644.919
2018-09-28,15106.263
2018-10-31,13932.124
2018-11-30,14320.752
2018-12-31,13443.823
2019-01-31,14419.272
2019-02-28,15096.678
2019-03-29,15266.134
2019-04-30,16143.551
2019-05-31,15160.305
2019-06-28,16152.165
2019-07-31,16291.832
2019-08-30,16117.042
2019-09-30,16537.277
2019-10-31,16730.66
2019-11-29,17119.521
2019-12-31,17759.053
2020-01-31,17231.022
2020-02-28,15864.613
2020-03-31,14092.382
2020-04-30,15302.604
2020-05-29,16417.067
2020-06-30,17582.988
2020-07-31,18343.046
2020-08-31,18846.339
2020-09-30,18619.582
2020-10-30,18172.642
2020-11-30,20730.399
2020-12-31,22047.567
2021-01-29,22588.794
2021-02-26,23450.736
2021-03-31,24515.217
2021-04-30,25794.024
2021-05-31,26388.508
2021-06-30,26301.696
2021-07-30,27504.187
2021-08-31,29388.76
2021-09-30,27190.994
2021-10-29,29015.658
2021-11-30,27321.883
2021-12-31,28136.012
2022-01-31,24864.608
2022-02-28,23637.164
2022-03-31,23246.296
2022-04-29,20889.243
2022-05-31,21035.712
2022-06-30,18822.621
2022-07-29,20787.891
2022-08-31,18675.449
2022-09-30,16802.437
2022-10-31,17784.768
2022-11-30,20868.4
2022-12-30,20332.143
2023-01-31,23318.646
2023-02-28,22580.944
2023-03-31,23716.36
2023-04-28,23401.643
2023-05-31,23597.794
2023-06-30,24697.778
2023-07-31,25376.977
2023-08-31,23191.886
2023-09-29,21344.442
2023-10-31,21086.288
2023-11-30,23908.606
2023-12-29,25585.216
2024-01-31,27137.85
2024-02-29,28507.255
2024-03-29,29541.428
2024-04-30,28389.547
2024-05-31,30076.934
2024-06-28,31017.447
2024-07-31,29488.38
2024-08-30,30043.373
2024-09-30,29609.523
2024-10-31,26272.518
2024-11-29,26087.538
2024-12-31,25942.065
2025-01-31,27303.604
2025-02-28,27222.483
2025-03-31,26450.323
2025-04-30,27663.148
2025-05-30,30081.664
2025-06-30,31277.606
2025-07-31,29393.38
2025-08-29,30294.064
2025-09-30,34279.097
