Date,PORTUGAL GROWTH Standard (Large+Mid Cap)
2005-11-09,134.416
2005-11-10,134.681
2005-11-11,136.704
2005-11-14,136.385
2005-11-15,135.831
2005-11-16,135.721
2005-11-17,135.566
2005-11-18,136.284
2005-11-21,136.341
2005-11-22,135.27
2005-11-23,137.615
2005-11-24,138.255
2005-11-25,137.755
2005-11-28,137.806
2005-11-29,138.24
2005-11-30,136.956
2005-12-01,136.921
2005-12-02,136.637
2005-12-05,138.588
2005-12-06,140.389
2005-12-07,140.631
2005-12-08,141.296
2005-12-09,141.888
2005-12-12,143.139
2005-12-13,142.217
2005-12-14,144.849
2005-12-15,146.766
2005-12-16,146.33
2005-12-19,145.371
2005-12-20,142.973
2005-12-21,145.332
2005-12-22,146.329
2005-12-23,147.386
2005-12-26,147.386
2005-12-27,147.447
2005-12-28,148.717
2005-12-29,148.414
2005-12-30,148.406
2006-01-02,147.523
2006-01-03,152.29
2006-01-04,155.027
2006-01-05,154.891
2006-01-06,155.18
2006-01-09,155.349
2006-01-10,154.988
2006-01-11,156.661
2006-01-12,153.517
2006-01-13,154.011
2006-01-16,155.764
2006-01-17,153.524
2006-01-18,152.422
2006-01-19,152.678
2006-01-20,151.209
2006-01-23,153.845
2006-01-24,153.234
2006-01-25,152.615
2006-01-26,152.814
2006-01-27,150.692
2006-01-30,150.64
2006-01-31,151.254
2006-02-01,152.221
2006-02-02,149.287
2006-02-03,148.742
2006-02-06,148.864
2006-02-07,162.229
2006-02-08,162.858
2006-02-09,162.001
2006-02-10,161.693
2006-02-13,162.098
2006-02-14,162.673
2006-02-15,164.011
2006-02-16,164.615
2006-02-17,165.155
2006-02-20,165.353
2006-02-21,164.49
2006-02-22,164.796
2006-02-23,165.682
2006-02-24,165.383
2006-02-27,165.412
2006-02-28,164.886
2006-03-01,165.707
2006-03-02,165.957
2006-03-03,166.985
2006-03-06,169.273
2006-03-07,166.448
2006-03-08,167.393
2006-03-09,167.372
2006-03-10,167.108
2006-03-13,169.246
2006-03-14,171.974
2006-03-15,174.239
2006-03-16,175.393
2006-03-17,175.528
2006-03-20,175.949
2006-03-21,175.171
2006-03-22,176.025
2006-03-23,174.226
2006-03-24,174.565
2006-03-27,174.596
2006-03-28,174.388
2006-03-29,173.757
2006-03-30,176.432
2006-03-31,174.901
2006-04-03,176.603
2006-04-04,178.886
2006-04-05,179.164
2006-04-06,178.634
2006-04-07,177.964
2006-04-10,177.655
2006-04-11,177.305
2006-04-12,176.597
2006-04-13,176.964
2006-04-14,176.964
2006-04-17,179.775
2006-04-18,179.1
2006-04-19,180.561
2006-04-20,179.648
2006-04-21,180.212
2006-04-24,181.872
2006-04-25,181.825
2006-04-26,181.633
2006-04-27,182.675
2006-04-28,182.99
2006-05-01,183.309
2006-05-02,183.124
2006-05-03,182.448
2006-05-04,184.608
2006-05-05,183.901
2006-05-08,184.461
2006-05-09,184.507
2006-05-10,185.149
2006-05-11,185.742
2006-05-12,185.032
2006-05-15,183.187
2006-05-16,182.067
2006-05-17,179.393
2006-05-18,178.938
2006-05-19,176.446
2006-05-22,176.776
2006-05-23,177.718
2006-05-24,175.54
2006-05-25,176.611
2006-05-26,177.686
2006-05-29,178.125
2006-05-30,177.899
2006-05-31,175.841
2006-06-01,176.716
2006-06-02,182.495
2006-06-05,182.62
2006-06-06,180.619
2006-06-07,182.465
2006-06-08,177.379
2006-06-09,178.161
2006-06-12,176.419
2006-06-13,173.303
2006-06-14,173.467
2006-06-15,174.521
2006-06-16,174.49
2006-06-19,173.791
2006-06-20,173.66
2006-06-21,175.731
2006-06-22,176.076
2006-06-23,175.363
2006-06-26,175.373
2006-06-27,175.837
2006-06-28,174.504
2006-06-29,175.193
2006-06-30,179.962
2006-07-03,180.226
2006-07-04,180.112
2006-07-05,178.037
2006-07-06,179.358
2006-07-07,180.141
2006-07-10,179.654
2006-07-11,179.4
2006-07-12,178.433
2006-07-13,177.912
2006-07-14,176.478
2006-07-17,174.479
2006-07-18,173.888
2006-07-19,176.563
2006-07-20,177.742
2006-07-21,177.528
2006-07-24,177.407
2006-07-25,178.67
2006-07-26,178.854
2006-07-27,181.491
2006-07-28,181.928
2006-07-31,181.845
2006-08-01,182.088
2006-08-02,184.264
2006-08-03,184.343
2006-08-04,185.362
2006-08-07,185.155
2006-08-08,185.573
2006-08-09,187.088
2006-08-10,184.924
2006-08-11,184.681
2006-08-14,184.49
2006-08-15,184.893
2006-08-16,186.549
2006-08-17,186.109
2006-08-18,185.721
2006-08-21,186.318
2006-08-22,185.604
2006-08-23,184.856
2006-08-24,185.252
2006-08-25,184.121
2006-08-28,186.84
2006-08-29,185.453
2006-08-30,186.552
2006-08-31,185.851
2006-09-01,186.352
2006-09-04,187.607
2006-09-05,186.151
2006-09-06,186.117
2006-09-07,184.649
2006-09-08,184.417
2006-09-11,183.902
2006-09-12,183.918
2006-09-13,184.319
2006-09-14,184.928
2006-09-15,183.572
2006-09-18,184.148
2006-09-19,185.054
2006-09-20,185.846
2006-09-21,186.395
2006-09-22,187.741
2006-09-25,185.283
2006-09-26,184.594
2006-09-27,186.994
2006-09-28,188.931
2006-09-29,188.676
2006-10-02,190.493
2006-10-03,189.9
2006-10-04,189.826
2006-10-05,189.73
2006-10-06,188.3
2006-10-09,189.01
2006-10-10,187.564
2006-10-11,187.463
2006-10-12,187.608
2006-10-13,187.203
2006-10-16,187.379
2006-10-17,187.834
2006-10-18,187.383
2006-10-19,188.296
2006-10-20,188.679
2006-10-23,188.255
2006-10-24,187.572
2006-10-25,190.024
2006-10-26,191.117
2006-10-27,192.14
2006-10-30,191.842
2006-10-31,192.178
2006-11-01,192.355
2006-11-02,192.262
2006-11-03,191.507
2006-11-06,192.579
2006-11-07,193.854
2006-11-08,193.042
2006-11-09,193.769
2006-11-10,194.628
2006-11-13,193.721
2006-11-14,194.007
2006-11-15,194.086
2006-11-16,193.932
2006-11-17,194.269
2006-11-20,193.716
2006-11-21,194.304
2006-11-22,195.546
2006-11-23,195.79
2006-11-24,197.628
2006-11-27,198.169
2006-11-28,197.939
2006-11-29,198.183
2006-11-30,200.37
2006-12-01,201.086
2006-12-04,201.605
2006-12-05,203.518
2006-12-06,206.393
2006-12-07,205.574
2006-12-08,206.258
2006-12-11,204.894
2006-12-12,205.455
2006-12-13,205.938
2006-12-14,205.159
2006-12-15,204.289
2006-12-18,206.347
2006-12-19,207.691
2006-12-20,205.434
2006-12-21,205.497
2006-12-22,205.089
2006-12-25,205.089
2006-12-26,204.769
2006-12-27,205.063
2006-12-28,206.174
2006-12-29,208.119
2007-01-01,208.119
2007-01-02,209.668
2007-01-03,208.012
2007-01-04,207.39
2007-01-05,205.442
2007-01-08,207.16
2007-01-09,208.34
2007-01-10,208.901
2007-01-11,211.122
2007-01-12,211.88
2007-01-15,211.654
2007-01-16,212.169
2007-01-17,215.436
2007-01-18,215.576
2007-01-19,211.945
2007-01-22,210.506
2007-01-23,211.362
2007-01-24,210.938
2007-01-25,211.118
2007-01-26,210.292
2007-01-29,210.54
2007-01-30,211.969
2007-01-31,211.334
2007-02-01,213.447
2007-02-02,212.715
2007-02-05,212.954
2007-02-06,213.652
2007-02-07,217.518
2007-02-08,218.618
2007-02-09,220.639
2007-02-12,219.056
2007-02-13,219.206
2007-02-14,222.009
2007-02-15,224.345
2007-02-16,230.304
2007-02-19,232.309
2007-02-20,232.444
2007-02-21,229.714
2007-02-22,231.675
2007-02-23,229.268
2007-02-26,229.101
2007-02-27,226.298
2007-02-28,223.375
2007-03-01,222.714
2007-03-02,222.176
2007-03-05,219.754
2007-03-06,221.831
2007-03-07,219.924
2007-03-08,220.916
2007-03-09,220.295
2007-03-12,223.043
2007-03-13,221.574
2007-03-14,218.609
2007-03-15,221.369
2007-03-16,220.114
2007-03-19,223.414
2007-03-20,223.167
2007-03-21,223.882
2007-03-22,227.453
2007-03-23,226.807
2007-03-26,227.575
2007-03-27,228.619
2007-03-28,225.88
2007-03-29,225.608
2007-03-30,224.024
2007-04-02,227.544
2007-04-03,229.757
2007-04-04,230.165
2007-04-05,230.541
2007-04-06,230.541
2007-04-09,229.34
2007-04-10,232.384
2007-04-11,232.048
2007-04-12,232.124
2007-04-13,233.843
2007-04-16,235.316
2007-04-17,234.815
2007-04-18,235.22
2007-04-19,236.333
2007-04-20,238.402
2007-04-23,236.753
2007-04-24,237.056
2007-04-25,238.411
2007-04-26,237.335
2007-04-27,237.981
2007-04-30,238.556
2007-05-01,237.665
2007-05-02,236.885
2007-05-03,234.78
2007-05-04,237.24
2007-05-07,239.217
2007-05-08,236.345
2007-05-09,237.265
2007-05-10,236.438
2007-05-11,235.759
2007-05-14,236.575
2007-05-15,236.558
2007-05-16,235.876
2007-05-17,239.786
2007-05-18,240.623
2007-05-21,238.592
2007-05-22,240.905
2007-05-23,244.085
2007-05-24,244.482
2007-05-25,245.116
2007-05-28,245.844
2007-05-29,246.686
2007-05-30,243.676
2007-05-31,246.153
2007-06-01,246.895
2007-06-04,246.685
2007-06-05,244.748
2007-06-06,240.833
2007-06-07,237.058
2007-06-08,236.275
2007-06-11,237.982
2007-06-12,236.46
2007-06-13,237.604
2007-06-14,240.835
2007-06-15,241.956
2007-06-18,242.428
2007-06-19,240.992
2007-06-20,242.865
2007-06-21,241.486
2007-06-22,241.857
2007-06-25,241.736
2007-06-26,241.064
2007-06-27,241.458
2007-06-28,242.441
2007-06-29,242.753
2007-07-02,245.158
2007-07-03,246.023
2007-07-04,247.309
2007-07-05,244.929
2007-07-06,246.041
2007-07-09,246.173
2007-07-10,248.066
2007-07-11,248.424
2007-07-12,249.296
2007-07-13,251.039
2007-07-16,252.55
2007-07-17,253.211
2007-07-18,252.627
2007-07-19,252.991
2007-07-20,254.961
2007-07-23,256.729
2007-07-24,255.348
2007-07-25,252.768
2007-07-26,251.157
2007-07-27,248.692
2007-07-30,247.835
2007-07-31,249.964
2007-08-01,246.226
2007-08-02,248.901
2007-08-03,249.966
2007-08-06,249.353
2007-08-07,249.425
2007-08-08,252.771
2007-08-09,248.861
2007-08-10,244.013
2007-08-13,242.217
2007-08-14,239.58
2007-08-15,237.889
2007-08-16,227.977
2007-08-17,229.009
2007-08-20,230.671
2007-08-21,230.863
2007-08-22,234.658
2007-08-23,236.702
2007-08-24,238.079
2007-08-27,238.075
2007-08-28,236.791
2007-08-29,237.592
2007-08-30,237.592
2007-08-31,238.347
2007-09-03,238.903
2007-09-04,239.874
2007-09-05,239.06
2007-09-06,238.715
2007-09-07,234.6
2007-09-10,232.169
2007-09-11,235.047
2007-09-12,235.065
2007-09-13,233.307
2007-09-14,232.058
2007-09-17,227.227
2007-09-18,228.786
2007-09-19,236.833
2007-09-20,236.825
2007-09-21,239.042
2007-09-24,237.441
2007-09-25,232.433
2007-09-26,233.779
2007-09-27,236.662
2007-09-28,239.664
2007-10-01,243.049
2007-10-02,243.729
2007-10-03,245.4
2007-10-04,244.966
2007-10-05,247.966
2007-10-08,245.702
2007-10-09,248.97
2007-10-10,249.571
2007-10-11,254.898
2007-10-12,251.733
2007-10-15,251.359
2007-10-16,248.174
2007-10-17,251.836
2007-10-18,254.276
2007-10-19,251.892
2007-10-22,249.059
2007-10-23,253.885
2007-10-24,251.471
2007-10-25,254.95
2007-10-26,256.706
2007-10-29,259.355
2007-10-30,258.223
2007-10-31,261.009
2007-11-01,261.667
2007-11-02,260.321
2007-11-05,258.47
2007-11-06,263.583
2007-11-07,269.816
2007-11-08,276.131
2007-11-09,276.344
2007-11-12,274.88
2007-11-13,270.224
2007-11-14,271.144
2007-11-15,270.565
2007-11-16,269.379
2007-11-19,264.423
2007-11-20,264.375
2007-11-21,265.898
2007-11-22,270.372
2007-11-23,271.604
2007-11-26,272.834
2007-11-27,269.845
2007-11-28,272.593
2007-11-29,270.007
2007-11-30,269.858
2007-12-03,272.307
2007-12-04,272.896
2007-12-05,270.254
2007-12-06,268.644
2007-12-07,267.755
2007-12-10,267.297
2007-12-11,269.667
2007-12-12,266.515
2007-12-13,258.906
2007-12-14,260.992
2007-12-17,262.499
2007-12-18,261.995
2007-12-19,259.303
2007-12-20,256.456
2007-12-21,258.18
2007-12-24,260.817
2007-12-25,260.817
2007-12-26,262.609
2007-12-27,259.976
2007-12-28,262.381
2007-12-31,262.043
2008-01-01,262.043
2008-01-02,259.703
2008-01-03,258.724
2008-01-04,259.364
2008-01-07,258.912
2008-01-08,259.445
2008-01-09,253.696
2008-01-10,253.09
2008-01-11,250.325
2008-01-14,253.583
2008-01-15,247.718
2008-01-16,236.226
2008-01-17,235.221
2008-01-18,232.524
2008-01-21,215.944
2008-01-22,216.873
2008-01-23,210.23
2008-01-24,221.134
2008-01-25,222.85
2008-01-28,222.518
2008-01-29,230.103
2008-01-30,229.308
2008-01-31,227.891
2008-02-01,230.259
2008-02-04,230.215
2008-02-05,219.141
2008-02-06,220.494
2008-02-07,215.929
2008-02-08,214.235
2008-02-11,212.595
2008-02-12,218.012
2008-02-13,219.822
2008-02-14,222.702
2008-02-15,219.263
2008-02-18,219.479
2008-02-19,219.678
2008-02-20,214.267
2008-02-21,215.634
2008-02-22,212.65
2008-02-25,214.613
2008-02-26,218.338
2008-02-27,222.936
2008-02-28,219.07
2008-02-29,216.072
2008-03-03,212.516
2008-03-04,211.674
2008-03-05,216.135
2008-03-06,216.469
2008-03-07,216.461
2008-03-10,211.955
2008-03-11,212.514
2008-03-12,215.001
2008-03-13,210.502
2008-03-14,208.494
2008-03-17,206.819
2008-03-18,212.297
2008-03-19,212.169
2008-03-20,209.714
2008-03-21,209.714
2008-03-24,209.415
2008-03-25,219.924
2008-03-26,221.261
2008-03-27,223.12
2008-03-28,224.851
2008-03-31,224.384
2008-04-01,224.568
2008-04-02,228.201
2008-04-03,228.687
2008-04-04,228.822
2008-04-07,232.199
2008-04-08,234.492
2008-04-09,233.734
2008-04-10,235.099
2008-04-11,236.477
2008-04-14,235.621
2008-04-15,235.023
2008-04-16,235.225
2008-04-17,233.016
2008-04-18,232.235
2008-04-21,237.709
2008-04-22,238.394
2008-04-23,234.799
2008-04-24,233.157
2008-04-25,233.963
2008-04-28,235.201
2008-04-29,230.743
2008-04-30,228.894
2008-05-01,227.152
2008-05-02,229.86
2008-05-05,229.89
2008-05-06,234.965
2008-05-07,236.521
2008-05-08,234.776
2008-05-09,232.598
2008-05-12,231.246
2008-05-13,231.691
2008-05-14,230.316
2008-05-15,225.2
2008-05-16,225.553
2008-05-19,226.983
2008-05-20,225.949
2008-05-21,226.976
2008-05-22,226.952
2008-05-23,225.253
2008-05-26,224.557
2008-05-27,223.658
2008-05-28,221.554
2008-05-29,219.816
2008-05-30,219.438
2008-06-02,215.697
2008-06-03,215.941
2008-06-04,211.214
2008-06-05,211.55
2008-06-06,211.087
2008-06-09,208.754
2008-06-10,205.945
2008-06-11,205.183
2008-06-12,204.795
2008-06-13,203.926
2008-06-16,204.836
2008-06-17,206.29
2008-06-18,205.743
2008-06-19,200.521
2008-06-20,198.266
2008-06-23,194.22
2008-06-24,189.985
2008-06-25,192.47
2008-06-26,188.653
2008-06-27,182.995
2008-06-30,180.613
2008-07-01,172.732
2008-07-02,178.776
2008-07-03,176.938
2008-07-04,172.839
2008-07-07,175.175
2008-07-08,177.81
2008-07-09,182.743
2008-07-10,181.258
2008-07-11,177.148
2008-07-14,174.185
2008-07-15,168.263
2008-07-16,171.572
2008-07-17,178.211
2008-07-18,182.957
2008-07-21,183.782
2008-07-22,180.679
2008-07-23,181.37
2008-07-24,179.801
2008-07-25,179.731
2008-07-28,177.293
2008-07-29,174.475
2008-07-30,174.528
2008-07-31,175.73
2008-08-01,172.685
2008-08-04,172.046
2008-08-05,168.813
2008-08-06,163.599
2008-08-07,163.672
2008-08-08,160.864
2008-08-11,164.1
2008-08-12,164.313
2008-08-13,161.39
2008-08-14,162.218
2008-08-15,161.683
2008-08-18,159.911
2008-08-19,157.195
2008-08-20,157.4
2008-08-21,158.52
2008-08-22,160.501
2008-08-25,159.586
2008-08-26,158.506
2008-08-27,158.882
2008-08-28,161.796
2008-08-29,163.513
2008-09-01,163.01
2008-09-02,161.64
2008-09-03,162.917
2008-09-04,159.565
2008-09-05,154.516
2008-09-08,156.828
2008-09-09,153.741
2008-09-10,148.913
2008-09-11,145.859
2008-09-12,150.992
2008-09-15,146.953
2008-09-16,144.747
2008-09-17,142.811
2008-09-18,137.436
2008-09-19,150.871
2008-09-22,150.773
2008-09-23,150.827
2008-09-24,151.305
2008-09-25,150.937
2008-09-26,149.817
2008-09-29,142.946
2008-09-30,142.728
2008-10-01,139.999
2008-10-02,133.838
2008-10-03,132.083
2008-10-06,113.393
2008-10-07,115.267
2008-10-08,112.205
2008-10-09,113.568
2008-10-10,108.311
2008-10-13,122.205
2008-10-14,130.517
2008-10-15,126.186
2008-10-16,118.824
2008-10-17,120.456
2008-10-20,121.343
2008-10-21,116.259
2008-10-22,107.869
2008-10-23,106.742
2008-10-24,99.991
2008-10-27,96.09
2008-10-28,97.834
2008-10-29,109.48
2008-10-30,109.071
2008-10-31,108.764
2008-11-03,112.288
2008-11-04,119.59
2008-11-05,116.784
2008-11-06,109.711
2008-11-07,112.2
2008-11-10,111.791
2008-11-11,106.992
2008-11-12,104.811
2008-11-13,104.017
2008-11-14,105.999
2008-11-17,103.638
2008-11-18,105.218
2008-11-19,104.246
2008-11-20,98.164
2008-11-21,96.103
2008-11-24,103.369
2008-11-25,103.723
2008-11-26,102.654
2008-11-27,104.066
2008-11-28,103.167
2008-12-01,99.789
2008-12-02,99.404
2008-12-03,99.143
2008-12-04,98.512
2008-12-05,93.355
2008-12-08,98.551
2008-12-09,98.778
2008-12-10,98.88
2008-12-11,100.547
2008-12-12,99.855
2008-12-15,102.974
2008-12-16,105.041
2008-12-17,111.114
2008-12-18,114.789
2008-12-19,108.55
2008-12-22,108.423
2008-12-23,108.709
2008-12-24,108.899
2008-12-25,108.899
2008-12-26,109.424
2008-12-29,111.723
2008-12-30,112.35
2008-12-31,109.466
2009-01-01,109.466
2009-01-02,111.398
2009-01-05,111.998
2009-01-06,112.009
2009-01-07,112.544
2009-01-08,112.351
2009-01-09,110.241
2009-01-12,107.189
2009-01-13,106.077
2009-01-14,102.553
2009-01-15,104.507
2009-01-16,108.184
2009-01-19,106.498
2009-01-20,103.825
2009-01-21,102.172
2009-01-22,104.272
2009-01-23,103.9
2009-01-26,107.5
2009-01-27,106.52
2009-01-28,108.967
2009-01-29,108.233
2009-01-30,107.332
2009-02-02,105.462
2009-02-03,107.206
2009-02-04,107.577
2009-02-05,107.353
2009-02-06,108.852
2009-02-09,110.172
2009-02-10,108.159
2009-02-11,107.366
2009-02-12,104.846
2009-02-13,105.401
2009-02-16,102.599
2009-02-17,97.921
2009-02-18,97.98
2009-02-19,100.482
2009-02-20,98.092
2009-02-23,99.381
2009-02-24,98.332
2009-02-25,96.315
2009-02-26,98.362
2009-02-27,98.865
2009-03-02,95.986
2009-03-03,93.34
2009-03-04,95.469
2009-03-05,93.068
2009-03-06,96.181
2009-03-09,96.387
2009-03-10,99.153
2009-03-11,100.57
2009-03-12,100.705
2009-03-13,101.83
2009-03-16,103.021
2009-03-17,103.453
2009-03-18,106.211
2009-03-19,113.548
2009-03-20,113.413
2009-03-23,116.48
2009-03-24,114.077
2009-03-25,114.427
2009-03-26,111.186
2009-03-27,106.997
2009-03-30,105.051
2009-03-31,109.057
2009-04-01,108.553
2009-04-02,112.934
2009-04-03,111.619
2009-04-06,112.675
2009-04-07,112.29
2009-04-08,112.32
2009-04-09,113.509
2009-04-10,113.509
2009-04-13,114.471
2009-04-14,114.243
2009-04-15,113.063
2009-04-16,113.509
2009-04-17,112.395
2009-04-20,109.617
2009-04-21,108.858
2009-04-22,110.377
2009-04-23,109.851
2009-04-24,112.827
2009-04-27,111.494
2009-04-28,110.451
2009-04-29,114.952
2009-04-30,116.442
2009-05-01,116.459
2009-05-04,120.716
2009-05-05,120.382
2009-05-06,121.697
2009-05-07,123.464
2009-05-08,126.162
2009-05-11,127.167
2009-05-12,125.338
2009-05-13,125.254
2009-05-14,124.126
2009-05-15,124.113
2009-05-18,124.146
2009-05-19,127.994
2009-05-20,130.506
2009-05-21,128.678
2009-05-22,132.001
2009-05-25,132.478
2009-05-26,132.669
2009-05-27,133.114
2009-05-28,132.698
2009-05-29,135.274
2009-06-01,136.126
2009-06-02,136.768
2009-06-03,134.516
2009-06-04,134.026
2009-06-05,131.844
2009-06-08,128.676
2009-06-09,132.807
2009-06-10,130.767
2009-06-11,133.407
2009-06-12,132.13
2009-06-15,128.797
2009-06-16,128.835
2009-06-17,125.629
2009-06-18,127.977
2009-06-19,130.413
2009-06-22,127.894
2009-06-23,131.331
2009-06-24,132.641
2009-06-25,132.284
2009-06-26,133.911
2009-06-29,135.089
2009-06-30,134.672
2009-07-01,137.535
2009-07-02,134.089
2009-07-03,134.169
2009-07-06,132.346
2009-07-07,132.622
2009-07-08,131.65
2009-07-09,132.574
2009-07-10,130.349
2009-07-13,131.976
2009-07-14,132.278
2009-07-15,136.055
2009-07-16,134.536
2009-07-17,134.725
2009-07-20,136.727
2009-07-21,136.776
2009-07-22,135.891
2009-07-23,137.057
2009-07-24,136.632
2009-07-27,137.495
2009-07-28,137.181
2009-07-29,136.53
2009-07-30,136.154
2009-07-31,136.621
2009-08-03,141.225
2009-08-04,141.517
2009-08-05,141.534
2009-08-06,140.244
2009-08-07,139.405
2009-08-10,138.464
2009-08-11,138.091
2009-08-12,139.874
2009-08-13,141.049
2009-08-14,139.722
2009-08-17,135.701
2009-08-18,136.519
2009-08-19,138.531
2009-08-20,139.629
2009-08-21,142.659
2009-08-24,145.188
2009-08-25,146.15
2009-08-26,145.266
2009-08-27,144.958
2009-08-28,145.818
2009-08-31,145.655
2009-09-01,144.272
2009-09-02,141.569
2009-09-03,142.977
2009-09-04,144.037
2009-09-07,147.315
2009-09-08,148.618
2009-09-09,149.621
2009-09-10,150.21
2009-09-11,151.303
2009-09-14,151.712
2009-09-15,152.128
2009-09-16,154.444
2009-09-17,159.09
2009-09-18,158.302
2009-09-21,156.063
2009-09-22,158.045
2009-09-23,157.061
2009-09-24,154.776
2009-09-25,153.693
2009-09-28,155.134
2009-09-29,154.686
2009-09-30,156.299
2009-10-01,155.143
2009-10-02,154.128
2009-10-05,155.878
2009-10-06,160.88
2009-10-07,160.594
2009-10-08,162.534
2009-10-09,162.439
2009-10-12,163.801
2009-10-13,161.718
2009-10-14,165.707
2009-10-15,164.307
2009-10-16,162.606
2009-10-19,163.672
2009-10-20,163.257
2009-10-21,163.741
2009-10-22,161.656
2009-10-23,160.645
2009-10-26,158.298
2009-10-27,158.517
2009-10-28,155.275
2009-10-29,158.779
2009-10-30,155.477
2009-11-02,157.373
2009-11-03,154.88
2009-11-04,159.947
2009-11-05,161.051
2009-11-06,161.115
2009-11-09,163.569
2009-11-10,162.999
2009-11-11,163.091
2009-11-12,161.754
2009-11-13,162.703
2009-11-16,164.477
2009-11-17,162.166
2009-11-18,164.374
2009-11-19,161.152
2009-11-20,161.471
2009-11-23,164.156
2009-11-24,163.058
2009-11-25,164.818
2009-11-26,161.455
2009-11-27,162.702
2009-11-30,161.638
2009-12-01,165.872
2009-12-02,166.074
2009-12-03,166.971
2009-12-04,165.382
2009-12-07,164.137
2009-12-08,161.391
2009-12-09,159.072
2009-12-10,160.04
2009-12-11,160.423
2009-12-14,160.96
2009-12-15,160.061
2009-12-16,161.166
2009-12-17,157.228
2009-12-18,156.184
2009-12-21,158.689
2009-12-22,159.001
2009-12-23,161.685
2009-12-24,161.734
2009-12-25,161.734
2009-12-28,161.325
2009-12-29,162.484
2009-12-30,161.792
2009-12-31,160.996
2010-01-01,160.996
2010-01-04,163.821
2010-01-05,163.932
2010-01-06,163.45
2010-01-07,163.73
2010-01-08,164.665
2010-01-11,166.269
2010-01-12,164.884
2010-01-13,165.023
2010-01-14,164.002
2010-01-15,158.534
2010-01-18,159.647
2010-01-19,157.72
2010-01-20,153.268
2010-01-21,151.466
2010-01-22,149.679
2010-01-25,149.387
2010-01-26,148.393
2010-01-27,147.392
2010-01-28,144.71
2010-01-29,143.762
2010-02-01,143.812
2010-02-02,145.994
2010-02-03,142.482
2010-02-04,135.717
2010-02-05,133.336
2010-02-08,135.037
2010-02-09,135.806
2010-02-10,137.965
2010-02-11,137.04
2010-02-12,135.237
2010-02-15,134.965
2010-02-16,137.026
2010-02-17,137.195
2010-02-18,139.242
2010-02-19,140.051
2010-02-22,141.44
2010-02-23,140.092
2010-02-24,139.366
2010-02-25,136.767
2010-02-26,139.272
2010-03-01,139.928
2010-03-02,140.987
2010-03-03,142.871
2010-03-04,142.336
2010-03-05,145.259
2010-03-08,145.464
2010-03-09,143.58
2010-03-10,145.778
2010-03-11,145.472
2010-03-12,146.262
2010-03-15,144.63
2010-03-16,147.176
2010-03-17,149.187
2010-03-18,146.903
2010-03-19,146.104
2010-03-22,144.773
2010-03-23,146.706
2010-03-24,143.186
2010-03-25,144.044
2010-03-26,144.956
2010-03-29,147.126
2010-03-30,146.392
2010-03-31,146.936
2010-04-01,147.836
2010-04-02,147.836
2010-04-05,147.497
2010-04-06,146.593
2010-04-07,145.311
2010-04-08,144.581
2010-04-09,148.065
2010-04-12,151.114
2010-04-13,150.645
2010-04-14,152.636
2010-04-15,151.672
2010-04-16,148.104
2010-04-19,145.99
2010-04-20,147.979
2010-04-21,147.041
2010-04-22,142.616
2010-04-23,143.309
2010-04-26,138.25
2010-04-27,131.412
2010-04-28,128.748
2010-04-29,133.611
2010-04-30,135.266
2010-05-03,134.415
2010-05-04,128.204
2010-05-05,124.851
2010-05-06,120.811
2010-05-07,114.575
2010-05-10,130.64
2010-05-11,129.837
2010-05-12,134.32
2010-05-13,133.831
2010-05-14,127.426
2010-05-17,126.249
2010-05-18,126.812
2010-05-19,123.473
2010-05-20,121.45
2010-05-21,124.031
2010-05-24,122.75
2010-05-25,119.172
2010-05-26,123.075
2010-05-27,130.084
2010-05-28,130.519
2010-05-31,130.05
2010-06-01,131.126
2010-06-02,130.363
2010-06-03,131.022
2010-06-04,127.398
2010-06-07,125.277
2010-06-08,123.832
2010-06-09,125.57
2010-06-10,129.53
2010-06-11,129.509
2010-06-14,132.347
2010-06-15,132.907
2010-06-16,134.27
2010-06-17,134.537
2010-06-18,137.548
2010-06-21,138.582
2010-06-22,137.781
2010-06-23,135.952
2010-06-24,133.707
2010-06-25,132.966
2010-06-28,133.008
2010-06-29,128.679
2010-06-30,130.341
2010-07-01,132.985
2010-07-02,135.404
2010-07-05,135.933
2010-07-06,139.465
2010-07-07,140.637
2010-07-08,141.419
2010-07-09,138.66
2010-07-12,138.449
2010-07-13,138.969
2010-07-14,138.819
2010-07-15,142.05
2010-07-16,139.11
2010-07-19,138.992
2010-07-20,139.065
2010-07-21,137.442
2010-07-22,140.268
2010-07-23,139.083
2010-07-26,140.191
2010-07-27,142.018
2010-07-28,143.584
2010-07-29,144.172
2010-07-30,142.988
2010-08-02,146.983
2010-08-03,147.267
2010-08-04,147.836
2010-08-05,146.641
2010-08-06,145.987
2010-08-09,147.681
2010-08-10,145.393
2010-08-11,141.535
2010-08-12,142.529
2010-08-13,142.04
2010-08-16,144.084
2010-08-17,147.462
2010-08-18,147.176
2010-08-19,146.935
2010-08-20,146.009
2010-08-23,145.413
2010-08-24,145.266
2010-08-25,143.016
2010-08-26,144.907
2010-08-27,145.605
2010-08-30,145.613
2010-08-31,146.59
2010-09-01,148.09
2010-09-02,146.923
2010-09-03,146.673
2010-09-06,148.359
2010-09-07,146.903
2010-09-08,145.453
2010-09-09,147.124
2010-09-10,146.797
2010-09-13,150.34
2010-09-14,151.248
2010-09-15,151.311
2010-09-16,151.276
2010-09-17,151.262
2010-09-20,151.296
2010-09-21,153.229
