Date,PORTUGAL GROWTH Standard (Large+Mid Cap)
2002-04-26,116.483
2002-04-29,117.199
2002-04-30,116.148
2002-05-01,116.805
2002-05-02,111.12
2002-05-03,113.774
2002-05-06,113.75
2002-05-07,112.421
2002-05-08,114.5
2002-05-09,114.108
2002-05-10,113.574
2002-05-13,112.827
2002-05-14,112.226
2002-05-15,113.026
2002-05-16,113.243
2002-05-17,115.297
2002-05-20,115.751
2002-05-21,115.772
2002-05-22,116.702
2002-05-23,116.571
2002-05-24,117.815
2002-05-27,117.357
2002-05-28,119.406
2002-05-29,119.6
2002-05-30,120.312
2002-05-31,117.285
2002-06-03,118.282
2002-06-04,117.03
2002-06-05,116.837
2002-06-06,115.942
2002-06-07,114.163
2002-06-10,114.06
2002-06-11,114.106
2002-06-12,113.227
2002-06-13,110.656
2002-06-14,108.45
2002-06-17,110.382
2002-06-18,111.279
2002-06-19,112.703
2002-06-20,114.175
2002-06-21,115.031
2002-06-24,115.902
2002-06-25,116.676
2002-06-26,116.22
2002-06-27,116.406
2002-06-28,117.057
2002-07-01,115.597
2002-07-02,112.425
2002-07-03,108.23
2002-07-04,109.434
2002-07-05,111.56
2002-07-08,114.312
2002-07-09,114.775
2002-07-10,114.456
2002-07-11,112.748
2002-07-12,112.708
2002-07-15,112.942
2002-07-16,112.385
2002-07-17,112.852
2002-07-18,112.041
2002-07-19,109.015
2002-07-22,106.226
2002-07-23,103.309
2002-07-24,101.19
2002-07-25,101.63
2002-07-26,101.124
2002-07-29,102.515
2002-07-30,101.335
2002-07-31,100.594
2002-08-01,100.776
2002-08-02,98.584
2002-08-05,96.642
2002-08-06,94.78
2002-08-07,92.789
2002-08-08,95.466
2002-08-09,97.966
2002-08-12,97.951
2002-08-13,97.695
2002-08-14,97.899
2002-08-15,97.17
2002-08-16,96.992
2002-08-19,97.458
2002-08-20,97.097
2002-08-21,98.858
2002-08-22,101.932
2002-08-23,101.666
2002-08-26,100.757
2002-08-27,103.459
2002-08-28,102.569
2002-08-29,102.291
2002-08-30,102.759
2002-09-02,99.889
2002-09-03,100.368
2002-09-04,98.733
2002-09-05,97.693
2002-09-06,98.015
2002-09-09,96.966
2002-09-10,97.092
2002-09-11,97.699
2002-09-12,96.831
2002-09-13,95.176
2002-09-16,92.697
2002-09-17,89.075
2002-09-18,85.889
2002-09-19,86.143
2002-09-20,87.245
2002-09-23,84.014
2002-09-24,81.078
2002-09-25,83.506
2002-09-26,84.167
2002-09-27,81.337
2002-09-30,78.496
2002-10-01,78.8
2002-10-02,81.562
2002-10-03,81.424
2002-10-04,82.409
2002-10-07,81.831
2002-10-08,82.408
2002-10-09,83.915
2002-10-10,83.595
2002-10-11,86.802
2002-10-14,84.746
2002-10-15,86.587
2002-10-16,86.093
2002-10-17,85.35
2002-10-18,83.703
2002-10-21,83.475
2002-10-22,83.532
2002-10-23,78.746
2002-10-24,80.986
2002-10-25,84.442
2002-10-28,87.724
2002-10-29,85.175
2002-10-30,87.656
2002-10-31,90.108
2002-11-01,90.667
2002-11-04,91.238
2002-11-05,90.673
2002-11-06,90.646
2002-11-07,92.643
2002-11-08,93.448
2002-11-11,93.554
2002-11-12,92.778
2002-11-13,92.612
2002-11-14,93.739
2002-11-15,96.114
2002-11-18,98.382
2002-11-19,99.82
2002-11-20,99.647
2002-11-21,100.593
2002-11-22,100.678
2002-11-25,101.181
2002-11-26,99.221
2002-11-27,100.527
2002-11-28,102.537
2002-11-29,102.972
2002-12-02,101.692
2002-12-03,101.251
2002-12-04,104.074
2002-12-05,104.984
2002-12-06,105.877
2002-12-09,103.709
2002-12-10,102.154
2002-12-11,101.698
2002-12-12,102.672
2002-12-13,102.635
2002-12-16,102.953
2002-12-17,104.337
2002-12-18,105.125
2002-12-19,103.7
2002-12-20,102.87
2002-12-23,102.458
2002-12-24,102.882
2002-12-25,102.882
2002-12-26,103.141
2002-12-27,101.824
2002-12-30,101.424
2002-12-31,103.195
2003-01-01,103.195
2003-01-02,104.67
2003-01-03,104.628
2003-01-06,103.197
2003-01-07,103.586
2003-01-08,103.551
2003-01-09,104.627
2003-01-10,105.117
2003-01-13,105.966
2003-01-14,106.276
2003-01-15,105.583
2003-01-16,106.284
2003-01-17,105.362
2003-01-20,104.445
2003-01-21,101.776
2003-01-22,101.666
2003-01-23,103.655
2003-01-24,104.057
2003-01-27,102.574
2003-01-28,102.258
2003-01-29,99.286
2003-01-30,99.201
2003-01-31,98.807
2003-02-03,98.775
2003-02-04,99.083
2003-02-05,99.174
2003-02-06,99.8
2003-02-07,98.111
2003-02-10,97.607
2003-02-11,97.589
2003-02-12,96.993
2003-02-13,97.817
2003-02-14,97.92
2003-02-17,98.097
2003-02-18,97.437
2003-02-19,97.394
2003-02-20,97.63
2003-02-21,96.722
2003-02-24,94.841
2003-02-25,90.428
2003-02-26,91.019
2003-02-27,91.491
2003-02-28,89.492
2003-03-03,89.63
2003-03-04,89.859
2003-03-05,90.631
2003-03-06,90.958
2003-03-07,91.735
2003-03-10,91.639
2003-03-11,95.552
2003-03-12,97.526
2003-03-13,95.585
2003-03-14,92.489
2003-03-17,89.655
2003-03-18,89.287
2003-03-19,86.774
2003-03-20,85.239
2003-03-21,86.598
2003-03-24,86.763
2003-03-25,87.265
2003-03-26,88.295
2003-03-27,87.807
2003-03-28,87.238
2003-03-31,87.802
2003-04-01,88.936
2003-04-02,89.363
2003-04-03,88.814
2003-04-04,89.368
2003-04-07,89.919
2003-04-08,89.497
2003-04-09,90.09
2003-04-10,89.694
2003-04-11,89.158
2003-04-14,89.189
2003-04-15,90.238
2003-04-16,90.807
2003-04-17,90.835
2003-04-18,90.835
2003-04-21,90.444
2003-04-22,90.455
2003-04-23,91.363
2003-04-24,91.726
2003-04-25,91.523
2003-04-28,92.115
2003-04-29,92.527
2003-04-30,94.912
2003-05-01,95.784
2003-05-02,96.533
2003-05-05,98.4
2003-05-06,99.914
2003-05-07,100.578
2003-05-08,102.183
2003-05-09,102.03
2003-05-12,102.548
2003-05-13,102.209
2003-05-14,102.203
2003-05-15,101.116
2003-05-16,102.384
2003-05-19,102.794
2003-05-20,103.591
2003-05-21,103.243
2003-05-22,103.278
2003-05-23,104.339
2003-05-26,104.982
2003-05-27,104.668
2003-05-28,104.512
2003-05-29,105.403
2003-05-30,103.994
2003-06-02,103.663
2003-06-03,102.561
2003-06-04,102.505
2003-06-05,105.646
2003-06-06,105.671
2003-06-09,105.722
2003-06-10,105.111
2003-06-11,104.307
2003-06-12,101.452
2003-06-13,102.856
2003-06-16,104.706
2003-06-17,104.7
2003-06-18,102.219
2003-06-19,100.94
2003-06-20,101.689
2003-06-23,101.009
2003-06-24,99.072
2003-06-25,99.454
2003-06-26,99.138
2003-06-27,98.464
2003-06-30,98.986
2003-07-01,99.876
2003-07-02,99.689
2003-07-03,98.358
2003-07-04,97.891
2003-07-07,98.395
2003-07-08,96.93
2003-07-09,96.732
2003-07-10,97.029
2003-07-11,97.825
2003-07-14,98.265
2003-07-15,97.639
2003-07-16,97.41
2003-07-17,98.146
2003-07-18,97.335
2003-07-21,97.905
2003-07-22,97.317
2003-07-23,96.475
2003-07-24,96.859
2003-07-25,97.627
2003-07-28,96.206
2003-07-29,95.636
2003-07-30,94.732
2003-07-31,93.239
2003-08-01,92.89
2003-08-04,93.53
2003-08-05,93.4
2003-08-06,93.032
2003-08-07,93.289
2003-08-08,92.613
2003-08-11,93.389
2003-08-12,95.041
2003-08-13,95.474
2003-08-14,96.091
2003-08-15,96.718
2003-08-18,97.088
2003-08-19,96.856
2003-08-20,96.969
2003-08-21,96.882
2003-08-22,96.124
2003-08-25,95.717
2003-08-26,96.816
2003-08-27,96.76
2003-08-28,96.864
2003-08-29,97.829
2003-09-01,98.714
2003-09-02,97.449
2003-09-03,95.87
2003-09-04,96.02
2003-09-05,96.394
2003-09-08,96.199
2003-09-09,97.292
2003-09-10,97.492
2003-09-11,98.54
2003-09-12,99.991
2003-09-15,100.923
2003-09-16,99.874
2003-09-17,103.645
2003-09-18,103.405
2003-09-19,104.173
2003-09-22,104.789
2003-09-23,105.25
2003-09-24,105.075
2003-09-25,103.939
2003-09-26,102.848
2003-09-29,105.096
2003-09-30,105.466
2003-10-01,108.476
2003-10-02,107.948
2003-10-03,109.275
2003-10-06,108.678
2003-10-07,109.548
2003-10-08,109.303
2003-10-09,109.433
2003-10-10,111.496
2003-10-13,110.8
2003-10-14,110.946
2003-10-15,110.001
2003-10-16,110.082
2003-10-17,110.048
2003-10-20,109.48
2003-10-21,109.601
2003-10-22,109.539
2003-10-23,108.731
2003-10-24,109.922
2003-10-27,108.824
2003-10-28,109.381
2003-10-29,109.953
2003-10-30,110.519
2003-10-31,111.277
2003-11-03,110.117
2003-11-04,111.293
2003-11-05,110.856
2003-11-06,109.241
2003-11-07,111.259
2003-11-10,113.877
2003-11-11,114.225
2003-11-12,116.75
2003-11-13,118.823
2003-11-14,119.643
2003-11-17,117.269
2003-11-18,117.996
2003-11-19,120.027
2003-11-20,118.789
2003-11-21,118.621
2003-11-24,118.43
2003-11-25,119.101
2003-11-26,120.447
2003-11-27,121.631
2003-11-28,123.009
2003-12-01,124.509
2003-12-02,125.548
2003-12-03,125.873
2003-12-04,124.421
2003-12-05,123.434
2003-12-08,123.479
2003-12-09,122.582
2003-12-10,123.781
2003-12-11,124.275
2003-12-12,124.578
2003-12-15,124.744
2003-12-16,125.189
2003-12-17,125.72
2003-12-18,125.423
2003-12-19,124.256
2003-12-22,126.692
2003-12-23,127.661
2003-12-24,128.085
2003-12-25,128.085
2003-12-26,128.034
2003-12-29,129.616
2003-12-30,130.215
2003-12-31,131.845
2004-01-01,131.845
2004-01-02,133.262
2004-01-05,134.76
2004-01-06,136.191
2004-01-07,134.436
2004-01-08,138.679
2004-01-09,140.938
2004-01-12,139.423
2004-01-13,141.164
2004-01-14,140.9
2004-01-15,140.396
2004-01-16,139.343
2004-01-19,141.294
2004-01-20,142.475
2004-01-21,142.297
2004-01-22,142.281
2004-01-23,143.223
2004-01-26,140.622
2004-01-27,143.135
2004-01-28,143.526
2004-01-29,138.541
2004-01-30,136.526
2004-02-02,138.471
2004-02-03,139.171
2004-02-04,138.846
2004-02-05,140.829
2004-02-06,144.279
2004-02-09,143.811
2004-02-10,144.449
2004-02-11,147.361
2004-02-12,150.05
2004-02-13,148.992
2004-02-16,148.389
2004-02-17,151.157
2004-02-18,154.142
2004-02-19,149.716
2004-02-20,146.241
2004-02-23,149.189
2004-02-24,151.792
2004-02-25,151.087
2004-02-26,148.247
2004-02-27,148.462
2004-03-01,149.358
2004-03-02,149.643
2004-03-03,149.435
2004-03-04,150.191
2004-03-05,150.904
2004-03-08,152.235
2004-03-09,152.268
2004-03-10,148.333
2004-03-11,144.985
2004-03-12,143.723
2004-03-15,144.932
2004-03-16,148.357
2004-03-17,148.792
2004-03-18,149.05
2004-03-19,148.877
2004-03-22,146.181
2004-03-23,144.601
2004-03-24,144.117
2004-03-25,144.161
2004-03-26,141.412
2004-03-29,142.47
2004-03-30,141.414
2004-03-31,145.654
2004-04-01,145.534
2004-04-02,143.494
2004-04-05,141.545
2004-04-06,141.46
2004-04-07,144.766
2004-04-08,144.303
2004-04-09,144.303
2004-04-12,143.898
2004-04-13,141.872
2004-04-14,142.105
2004-04-15,143.584
2004-04-16,143.693
2004-04-19,144.774
2004-04-20,144.516
2004-04-21,142.679
2004-04-22,142.574
2004-04-23,143.446
2004-04-26,143.589
2004-04-27,144.429
2004-04-28,144.828
2004-04-29,145.749
2004-04-30,145.475
2004-05-03,146.498
2004-05-04,148.437
2004-05-05,148.851
2004-05-06,148.09
2004-05-07,143.494
2004-05-10,139.276
2004-05-11,138.38
2004-05-12,137.684
2004-05-13,135.994
2004-05-14,134.241
2004-05-17,133.647
2004-05-18,135.786
2004-05-19,138.356
2004-05-20,137.097
2004-05-21,137.585
2004-05-24,136.201
2004-05-25,137.583
2004-05-26,138.674
2004-05-27,141.946
2004-05-28,138.663
2004-05-31,139.39
2004-06-01,138.003
2004-06-02,139.467
2004-06-03,139.908
2004-06-04,140.405
2004-06-07,143.911
2004-06-08,143.606
2004-06-09,141.332
2004-06-10,142.492
2004-06-11,142.15
2004-06-14,141.521
2004-06-15,141.017
2004-06-16,142.56
2004-06-17,141.828
2004-06-18,142.938
2004-06-21,143.111
2004-06-22,142.979
2004-06-23,141.431
2004-06-24,141.961
2004-06-25,142.362
2004-06-28,144.908
2004-06-29,143.095
2004-06-30,144.3
2004-07-01,142.737
2004-07-02,143.183
2004-07-05,141.805
2004-07-06,142.541
2004-07-07,142.645
2004-07-08,145.582
2004-07-09,143.533
2004-07-12,144.391
2004-07-13,144.045
2004-07-14,144.3
2004-07-15,143.87
2004-07-16,144.07
2004-07-19,142.509
2004-07-20,143.294
2004-07-21,142.239
2004-07-22,141.82
2004-07-23,139.173
2004-07-26,137.612
2004-07-27,138.097
2004-07-28,138.673
2004-07-29,139.698
2004-07-30,138.933
2004-08-02,137.48
2004-08-03,137.129
2004-08-04,136.245
2004-08-05,137.666
2004-08-06,138.35
2004-08-09,137.083
2004-08-10,138.751
2004-08-11,136.718
2004-08-12,137.353
2004-08-13,136.995
2004-08-16,137.588
2004-08-17,137.134
2004-08-18,136.407
2004-08-19,137.687
2004-08-20,137.447
2004-08-23,136.412
2004-08-24,136.097
2004-08-25,136.665
2004-08-26,136.967
2004-08-27,137.805
2004-08-30,137.837
2004-08-31,138.391
2004-09-01,138.4
2004-09-02,138.689
2004-09-03,137.109
2004-09-06,138.029
2004-09-07,138.176
2004-09-08,141.367
2004-09-09,141.251
2004-09-10,143.556
2004-09-13,144.386
2004-09-14,145.784
2004-09-15,142.752
2004-09-16,143.542
2004-09-17,142.71
2004-09-20,141.734
2004-09-21,143.809
2004-09-22,143.395
2004-09-23,143.32
2004-09-24,143.182
2004-09-27,144.104
2004-09-28,144.56
2004-09-29,146.829
2004-09-30,147.234
2004-10-01,149.135
2004-10-04,149.112
2004-10-05,150.13
2004-10-06,150.536
2004-10-07,148.469
2004-10-08,150.636
2004-10-11,150.03
2004-10-12,148.651
2004-10-13,150.244
2004-10-14,150.191
2004-10-15,150.114
2004-10-18,149.5
2004-10-19,150.263
2004-10-20,151.1
2004-10-21,151.348
2004-10-22,150.386
2004-10-25,151.532
2004-10-26,151.34
2004-10-27,151.748
2004-10-28,152.457
2004-10-29,151.173
2004-11-01,153.588
2004-11-02,153.935
2004-11-03,155.041
2004-11-04,155.105
2004-11-05,155.766
2004-11-08,156.681
2004-11-09,156.031
2004-11-10,156.378
2004-11-11,156.017
2004-11-12,156.47
2004-11-15,156.57
2004-11-16,155.695
2004-11-17,156.433
2004-11-18,155.404
2004-11-19,156.391
2004-11-22,156.731
2004-11-23,157.137
2004-11-24,158.616
2004-11-25,159.583
2004-11-26,159.517
2004-11-29,159.535
2004-11-30,158.707
2004-12-01,157.462
2004-12-02,157.782
2004-12-03,158.433
2004-12-06,158.996
2004-12-07,160.159
2004-12-08,158.392
2004-12-09,159.466
2004-12-10,161.142
2004-12-13,163.023
2004-12-14,163.049
2004-12-15,163.766
2004-12-16,162.121
2004-12-17,160.132
2004-12-20,162.629
2004-12-21,161.569
2004-12-22,162.565
2004-12-23,164.219
2004-12-24,164.279
2004-12-27,165.739
2004-12-28,165.641
2004-12-29,165.346
2004-12-30,165.259
2004-12-31,166.192
2005-01-03,164.453
2005-01-04,163.18
2005-01-05,162.61
2005-01-06,161.287
2005-01-07,160.936
2005-01-10,160.432
2005-01-11,161.008
2005-01-12,162.66
2005-01-13,162.415
2005-01-14,160.805
2005-01-17,162.686
2005-01-18,162.448
2005-01-19,163.783
2005-01-20,163.175
2005-01-21,164.906
2005-01-24,165.218
2005-01-25,163.274
2005-01-26,165.801
2005-01-27,166.208
2005-01-28,166.058
2005-01-31,167.904
2005-02-01,169.224
2005-02-02,168.456
2005-02-03,167.504
2005-02-04,167.347
2005-02-07,167.025
2005-02-08,167.218
2005-02-09,166.366
2005-02-10,166.452
2005-02-11,167.102
2005-02-14,167.284
2005-02-15,167.29
2005-02-16,166.982
2005-02-17,167.468
2005-02-18,167.556
2005-02-21,164.943
2005-02-22,167.204
2005-02-23,164.715
2005-02-24,164.996
2005-02-25,165.8
2005-02-28,166.408
2005-03-01,166.442
2005-03-02,164.034
2005-03-03,163.217
2005-03-04,164.962
2005-03-07,165.268
2005-03-08,166.8
2005-03-09,166.682
2005-03-10,164.755
2005-03-11,166.082
2005-03-14,165.358
2005-03-15,164.395
2005-03-16,164.247
2005-03-17,163.794
2005-03-18,163.453
2005-03-21,162.06
2005-03-22,162.089
2005-03-23,159.703
2005-03-24,160.416
2005-03-25,160.416
2005-03-28,159.291
2005-03-29,160.61
2005-03-30,160.429
2005-03-31,160.781
2005-04-01,160.684
2005-04-04,158.226
2005-04-05,158.578
2005-04-06,158.432
2005-04-07,158.657
2005-04-08,158.555
2005-04-11,160.175
2005-04-12,160.084
2005-04-13,162.958
2005-04-14,160.859
2005-04-15,160.397
2005-04-18,159.549
2005-04-19,160.547
2005-04-20,162.157
2005-04-21,162.892
2005-04-22,163.099
2005-04-25,160.554
2005-04-26,159.526
2005-04-27,155.988
2005-04-28,154.951
2005-04-29,154.523
2005-05-02,154.908
2005-05-03,156.643
2005-05-04,156.285
2005-05-05,156.243
2005-05-06,155.258
2005-05-09,153.759
2005-05-10,153.088
2005-05-11,153.327
2005-05-12,153.672
2005-05-13,153.333
2005-05-16,153.01
2005-05-17,153.58
2005-05-18,155.009
2005-05-19,155.075
2005-05-20,156.321
2005-05-23,157.593
2005-05-24,157.772
2005-05-25,156.413
2005-05-26,154.942
2005-05-27,153.879
2005-05-30,152.591
2005-05-31,149.299
2005-06-01,150.382
2005-06-02,145.511
2005-06-03,145.489
2005-06-06,145.69
2005-06-07,144.717
2005-06-08,144.511
2005-06-09,143.475
2005-06-10,144.075
2005-06-13,143.439
2005-06-14,142.704
2005-06-15,143.614
2005-06-16,142.093
2005-06-17,144.82
2005-06-20,143.248
2005-06-21,144.095
2005-06-22,144.552
2005-06-23,143.387
2005-06-24,141.346
2005-06-27,140.038
2005-06-28,139.761
2005-06-29,141.275
2005-06-30,142.753
2005-07-01,142.784
2005-07-04,141.971
2005-07-05,141.386
2005-07-06,142.418
2005-07-07,140.574
2005-07-08,141.575
2005-07-11,142.525
2005-07-12,143.417
2005-07-13,141.408
2005-07-14,142.716
2005-07-15,141.004
2005-07-18,142.649
2005-07-19,142.242
2005-07-20,141.322
2005-07-21,142.66
2005-07-22,141.91
2005-07-25,140.927
2005-07-26,140.43
2005-07-27,140.724
2005-07-28,142.183
2005-07-29,142.831
2005-08-01,143.1
2005-08-02,143.974
2005-08-03,146.452
2005-08-04,147.318
2005-08-05,147.913
2005-08-08,147.812
2005-08-09,147.745
2005-08-10,148.633
2005-08-11,149.945
2005-08-12,149.862
2005-08-15,150.22
2005-08-16,149.843
2005-08-17,148.768
2005-08-18,145.403
2005-08-19,146.281
2005-08-22,147.715
2005-08-23,146.453
2005-08-24,145.173
2005-08-25,144.011
2005-08-26,144.077
2005-08-29,142.865
2005-08-30,142.293
2005-08-31,146.066
2005-09-01,148.433
2005-09-02,148.811
2005-09-05,149.796
2005-09-06,150.042
2005-09-07,148.836
2005-09-08,148.634
2005-09-09,149.233
2005-09-12,145.218
2005-09-13,145.709
2005-09-14,145.945
2005-09-15,147.242
2005-09-16,145.698
2005-09-19,144.866
2005-09-20,146.16
2005-09-21,146.144
2005-09-22,144.616
2005-09-23,144.935
2005-09-26,144.274
2005-09-27,143.494
2005-09-28,144.507
2005-09-29,145.81
2005-09-30,146.643
2005-10-03,143.514
2005-10-04,144.082
2005-10-05,145.899
2005-10-06,148.832
2005-10-07,147.214
2005-10-10,146.617
2005-10-11,146.549
2005-10-12,146.231
2005-10-13,143.748
2005-10-14,146.722
2005-10-17,145.618
2005-10-18,142.861
2005-10-19,141.343
2005-10-20,142.097
2005-10-21,142.242
2005-10-24,142.146
2005-10-25,143.94
2005-10-26,143.212
2005-10-27,141.594
2005-10-28,140.058
2005-10-31,140.872
2005-11-01,141.437
2005-11-02,142.632
2005-11-03,141.932
2005-11-04,139.189
2005-11-07,140.049
2005-11-08,140.446
