Date,CANADA IMI IMI (Large+Mid+Small Cap)
2006-09-29,778.474
2006-10-31,816.218
2006-11-30,840.898
2006-12-29,836.525
2007-01-31,835.513
2007-02-28,843.939
2007-03-30,867.649
2007-04-30,921.23
2007-05-31,1000.0
2007-06-29,998.215
2007-07-31,993.79
2007-08-31,988.754
2007-09-28,1090.172
2007-10-31,1188.872
2007-11-30,1056.472
2007-12-31,1083.699
2008-01-31,1012.064
2008-02-29,1077.078
2008-03-31,1013.953
2008-04-30,1081.703
2008-05-30,1161.328
2008-06-30,1120.219
2008-07-31,1039.753
2008-08-29,1018.934
2008-09-30,865.818
2008-10-31,626.659
2008-11-28,589.209
2008-12-31,577.323
2009-01-30,559.84
2009-02-27,512.424
2009-03-31,558.885
2009-04-30,638.151
2009-05-29,773.802
2009-06-30,731.569
2009-07-31,819.931
2009-08-31,812.744
2009-09-30,876.525
2009-10-30,837.395
2009-11-30,900.748
2009-12-31,932.338
2010-01-29,867.334
2010-02-26,918.461
2010-03-31,995.277
2010-04-30,1013.446
2010-05-31,941.549
2010-06-30,893.636
2010-07-30,959.122
2010-08-31,942.894
2010-09-30,1020.684
2010-10-29,1057.126
2010-11-30,1073.152
2010-12-31,1158.628
2011-01-31,1160.962
2011-02-28,1244.536
2011-03-31,1244.907
2011-04-29,1263.655
2011-05-31,1223.596
2011-06-30,1185.08
2011-07-29,1169.054
2011-08-31,1123.273
2011-09-30,958.003
2011-10-31,1063.827
2011-11-30,1035.627
2011-12-30,1013.529
2012-01-31,1077.637
2012-02-29,1116.284
2012-03-30,1079.721
2012-04-30,1083.527
2012-05-31,966.139
2012-06-29,990.084
2012-07-31,1013.973
2012-08-31,1057.429
2012-09-28,1099.264
2012-10-31,1093.445
2012-11-30,1085.906
2012-12-31,1103.575
2013-01-31,1124.526
2013-02-28,1103.182
2013-03-29,1112.853
2013-04-30,1095.955
2013-05-31,1087.641
2013-06-28,1026.872
2013-07-31,1089.249
2013-08-30,1079.161
2013-09-30,1122.123
2013-10-31,1157.967
2013-11-29,1145.518
2013-12-31,1166.207
2014-01-31,1119.965
2014-02-28,1174.059
2014-03-31,1191.131
2014-04-30,1227.975
2014-05-30,1236.811
2014-06-30,1316.248
2014-07-31,1307.095
2014-08-29,1339.251
2014-09-30,1244.801
2014-10-31,1202.728
2014-11-28,1198.357
2014-12-31,1174.516
2015-01-30,1075.38
2015-02-27,1139.164
2015-03-31,1101.307
2015-04-30,1182.825
2015-05-29,1131.693
2015-06-30,1098.324
2015-07-31,1049.003
2015-08-31,983.669
2015-09-30,936.231
2015-10-30,977.65
2015-11-30,957.329
2015-12-31,890.529
2016-01-29,866.345
2016-02-29,904.921
2016-03-31,997.912
2016-04-29,1073.273
2016-05-31,1036.405
2016-06-30,1047.012
2016-07-29,1084.268
2016-08-31,1082.403
2016-09-30,1095.461
2016-10-31,1080.658
2016-11-30,1104.326
2016-12-30,1124.79
2017-01-31,1168.096
2017-02-28,1151.01
2017-03-31,1157.883
2017-04-28,1131.62
2017-05-31,1128.554
2017-06-30,1165.519
2017-07-31,1209.527
2017-08-31,1213.334
2017-09-29,1255.205
2017-10-31,1250.901
2017-11-30,1257.393
2017-12-29,1309.523
2018-01-31,1320.512
2018-02-28,1223.759
2018-03-30,1213.71
2018-04-30,1245.763
2018-05-31,1270.952
2018-06-29,1275.313
2018-07-31,1301.496
2018-08-31,1286.741
2018-09-28,1285.047
2018-10-31,1183.932
2018-11-30,1180.978
2018-12-31,1086.927
2019-01-31,1229.475
2019-02-28,1264.407
2019-03-29,1254.209
2019-04-30,1287.412
2019-05-31,1235.062
2019-06-28,1313.788
2019-07-31,1311.845
2019-08-30,1297.978
2019-09-30,1324.16
2019-10-31,1321.747
2019-11-29,1355.69
2019-12-31,1400.68
2020-01-31,1391.034
2020-02-28,1286.499
2020-03-31,998.041
2020-04-30,1140.55
2020-05-29,1181.93
2020-06-30,1229.967
2020-07-31,1309.258
2020-08-31,1380.325
2020-09-30,1312.345
2020-10-30,1274.541
2020-11-30,1451.564
2020-12-31,1509.314
2021-01-29,1498.351
2021-02-26,1582.696
2021-03-31,1656.104
2021-04-30,1732.362
2021-05-31,1826.374
2021-06-30,1825.005
2021-07-30,1823.085
2021-08-31,1828.369
2021-09-30,1785.18
2021-10-29,1919.93
2021-11-30,1824.825
2021-12-31,1908.202
2022-01-31,1890.228
2022-02-28,1900.544
2022-03-31,2002.779
2022-04-29,1856.483
2022-05-31,1880.208
2022-06-30,1678.685
2022-07-29,1770.363
2022-08-31,1701.099
2022-09-30,1552.678
2022-10-31,1655.251
2022-11-30,1758.862
2022-12-30,1676.911
2023-01-31,1829.956
2023-02-28,1749.488
2023-03-31,1755.892
2023-04-28,1800.971
2023-05-31,1707.002
2023-06-30,1814.725
2023-07-31,1879.794
2023-08-31,1803.792
2023-09-29,1747.401
2023-10-31,1648.727
2023-11-30,1812.752
2023-12-29,1934.964
2024-01-31,1917.44
2024-02-29,1928.162
2024-03-29,2016.748
2024-04-30,1952.426
2024-05-31,2023.507
2024-06-28,1985.741
2024-07-31,2082.145
2024-08-30,2159.053
2024-09-30,2221.83
2024-10-31,2175.733
2024-11-29,2310.417
2024-12-31,2180.87
2025-01-31,2237.766
2025-02-28,2241.178
2025-03-31,2208.297
2025-04-30,2301.476
2025-05-30,2443.357
2025-06-30,2538.723
2025-07-31,2548.237
2025-08-29,2697.135
2025-09-30,2813.369
2025-10-31,2825.384
2025-11-28,2952.581
