Date,CANADA IMI IMI (Large+Mid+Small Cap)
2001-06-28,320.359
2001-06-29,326.888
2001-07-02,327.382
2001-07-03,329.496
2001-07-04,328.071
2001-07-05,326.182
2001-07-06,321.248
2001-07-09,321.704
2001-07-10,319.075
2001-07-11,317.475
2001-07-12,321.351
2001-07-13,322.532
2001-07-16,317.624
2001-07-17,320.208
2001-07-18,318.317
2001-07-19,318.72
2001-07-20,318.247
2001-07-23,316.756
2001-07-24,316.558
2001-07-25,318.265
2001-07-26,318.059
2001-07-27,320.862
2001-07-30,320.614
2001-07-31,322.929
2001-08-01,323.24
2001-08-02,323.537
2001-08-03,323.738
2001-08-06,325.468
2001-08-07,325.243
2001-08-08,321.49
2001-08-09,321.699
2001-08-10,318.991
2001-08-13,318.946
2001-08-14,317.406
2001-08-15,316.695
2001-08-16,318.07
2001-08-17,313.695
2001-08-20,313.409
2001-08-21,311.045
2001-08-22,314.398
2001-08-23,314.769
2001-08-24,318.833
2001-08-27,319.454
2001-08-28,316.475
2001-08-29,312.634
2001-08-30,309.283
2001-08-31,307.366
2001-09-03,307.083
2001-09-04,310.265
2001-09-05,308.608
2001-09-06,308.082
2001-09-07,305.088
2001-09-10,303.813
2001-09-11,291.187
2001-09-12,293.652
2001-09-13,294.152
2001-09-14,285.297
2001-09-17,286.116
2001-09-18,282.628
2001-09-19,277.586
2001-09-20,270.11
2001-09-21,269.474
2001-09-24,275.183
2001-09-25,276.745
2001-09-26,274.095
2001-09-27,274.035
2001-09-28,280.025
2001-10-01,279.403
2001-10-02,282.213
2001-10-03,284.931
2001-10-04,284.811
2001-10-05,285.523
2001-10-08,285.926
2001-10-09,284.92
2001-10-10,286.94
2001-10-11,291.64
2001-10-12,290.344
2001-10-15,288.907
2001-10-16,291.037
2001-10-17,286.714
2001-10-18,282.746
2001-10-19,282.984
2001-10-22,283.097
2001-10-23,284.69
2001-10-24,284.012
2001-10-25,285.155
2001-10-26,287.549
2001-10-29,283.364
2001-10-30,279.359
2001-10-31,280.186
2001-11-01,282.948
2001-11-02,284.398
2001-11-05,286.361
2001-11-06,288.318
2001-11-07,289.297
2001-11-08,288.434
2001-11-09,289.856
2001-11-12,290.403
2001-11-13,295.488
2001-11-14,297.227
2001-11-15,294.274
2001-11-16,296.212
2001-11-19,301.501
2001-11-20,298.483
2001-11-21,294.75
2001-11-22,297.01
2001-11-23,298.862
2001-11-26,299.831
2001-11-27,300.872
2001-11-28,299.346
2001-11-29,301.867
2001-11-30,304.171
2001-12-03,301.392
2001-12-04,305.331
2001-12-05,312.403
2001-12-06,311.177
2001-12-07,311.927
2001-12-10,309.061
2001-12-11,308.198
2001-12-12,311.976
2001-12-13,307.044
2001-12-14,306.615
2001-12-17,310.819
2001-12-18,311.053
2001-12-19,307.814
2001-12-20,305.931
2001-12-21,306.873
2001-12-24,305.394
2001-12-25,305.411
2001-12-26,305.329
2001-12-27,309.645
2001-12-28,311.135
2001-12-31,311.865
2002-01-01,311.859
2002-01-02,309.832
2002-01-03,314.577
2002-01-04,316.382
2002-01-07,317.443
2002-01-08,314.19
2002-01-09,314.067
2002-01-10,311.16
2002-01-11,311.469
2002-01-14,308.215
2002-01-15,310.15
2002-01-16,307.903
2002-01-17,306.64
2002-01-18,304.572
2002-01-21,303.279
2002-01-22,303.742
2002-01-23,305.292
2002-01-24,308.555
2002-01-25,307.135
2002-01-28,305.942
2002-01-29,307.727
2002-01-30,306.521
2002-01-31,310.56
2002-02-01,312.151
2002-02-04,307.636
2002-02-05,304.193
2002-02-06,302.075
2002-02-07,301.287
2002-02-08,304.384
2002-02-11,308.462
2002-02-12,306.097
2002-02-13,307.08
2002-02-14,306.357
2002-02-15,305.584
2002-02-18,307.065
2002-02-19,304.688
2002-02-20,302.678
2002-02-21,301.903
2002-02-22,301.695
2002-02-25,303.827
2002-02-26,304.378
2002-02-27,307.666
2002-02-28,308.83
2002-03-01,313.617
2002-03-04,320.845
2002-03-05,320.46
2002-03-06,325.026
2002-03-07,327.437
2002-03-08,324.179
2002-03-11,324.544
2002-03-12,322.149
2002-03-13,321.522
2002-03-14,319.592
2002-03-15,322.453
2002-03-18,324.487
2002-03-19,326.644
2002-03-20,326.393
2002-03-21,323.489
2002-03-22,324.433
2002-03-25,318.374
2002-03-26,317.546
2002-03-27,320.455
2002-03-28,320.793
2002-03-29,320.773
2002-04-01,321.232
2002-04-02,322.29
2002-04-03,321.499
2002-04-04,319.478
2002-04-05,319.962
2002-04-08,317.751
2002-04-09,317.015
2002-04-10,320.246
2002-04-11,316.871
2002-04-12,318.575
2002-04-15,319.532
2002-04-16,324.925
2002-04-17,326.91
2002-04-18,325.041
2002-04-19,328.188
2002-04-22,325.116
2002-04-23,321.156
2002-04-24,322.147
2002-04-25,322.089
2002-04-26,320.15
2002-04-29,317.31
2002-04-30,319.984
2002-05-01,321.507
2002-05-02,322.008
2002-05-03,321.415
2002-05-06,317.813
2002-05-07,316.644
2002-05-08,322.418
2002-05-09,320.223
2002-05-10,320.784
2002-05-13,323.362
2002-05-14,325.988
2002-05-15,326.124
2002-05-16,327.841
2002-05-17,329.907
2002-05-20,330.288
2002-05-21,329.631
2002-05-22,328.077
2002-05-23,331.173
2002-05-24,329.456
2002-05-27,329.573
2002-05-28,329.862
2002-05-29,326.948
2002-05-30,325.401
2002-05-31,329.707
2002-06-03,327.208
2002-06-04,325.662
2002-06-05,322.942
2002-06-06,321.985
2002-06-07,320.854
2002-06-10,319.166
2002-06-11,316.526
2002-06-12,315.154
2002-06-13,311.721
2002-06-14,308.119
2002-06-17,313.231
2002-06-18,312.699
2002-06-19,310.733
2002-06-20,311.358
2002-06-21,309.278
2002-06-24,310.633
2002-06-25,309.461
2002-06-26,305.891
2002-06-27,309.628
2002-06-28,310.624
2002-07-01,311.142
2002-07-02,303.748
2002-07-03,302.688
2002-07-04,302.813
2002-07-05,307.833
2002-07-08,308.088
2002-07-09,306.583
2002-07-10,300.597
2002-07-11,297.286
2002-07-12,294.473
2002-07-15,287.44
2002-07-16,288.574
2002-07-17,287.459
2002-07-18,287.32
2002-07-19,281.113
2002-07-22,270.89
2002-07-23,258.064
2002-07-24,267.105
2002-07-25,264.127
2002-07-26,264.004
2002-07-29,272.719
2002-07-30,274.331
2002-07-31,275.886
2002-08-01,273.596
2002-08-02,272.217
2002-08-05,271.234
2002-08-06,270.496
2002-08-07,271.262
2002-08-08,276.52
2002-08-09,279.803
2002-08-12,276.33
2002-08-13,275.554
2002-08-14,277.578
2002-08-15,278.125
2002-08-16,278.458
2002-08-19,281.039
2002-08-20,279.899
2002-08-21,282.802
2002-08-22,286.85
2002-08-23,281.464
2002-08-26,284.768
2002-08-27,283.454
2002-08-28,279.889
2002-08-29,279.609
2002-08-30,280.775
2002-09-02,281.596
2002-09-03,275.242
2002-09-04,276.202
2002-09-05,273.825
2002-09-06,274.127
2002-09-09,276.368
2002-09-10,276.186
2002-09-11,278.426
2002-09-12,273.058
2002-09-13,271.846
2002-09-16,272.696
2002-09-17,268.421
2002-09-18,263.471
2002-09-19,260.582
2002-09-20,260.749
2002-09-23,253.973
2002-09-24,253.553
2002-09-25,258.583
2002-09-26,260.136
2002-09-27,257.021
2002-09-30,258.401
2002-10-01,260.026
2002-10-02,255.391
2002-10-03,251.129
2002-10-04,247.25
2002-10-07,243.345
2002-10-08,244.051
2002-10-09,238.252
2002-10-10,243.321
2002-10-11,250.967
2002-10-14,251.458
2002-10-15,261.675
2002-10-16,259.389
2002-10-17,266.361
2002-10-18,268.541
2002-10-21,271.384
2002-10-22,267.972
2002-10-23,269.844
2002-10-24,270.914
2002-10-25,272.538
2002-10-28,274.924
2002-10-29,268.865
2002-10-30,269.915
2002-10-31,266.326
2002-11-01,270.517
2002-11-04,275.543
2002-11-05,274.314
2002-11-06,275.854
2002-11-07,274.108
2002-11-08,272.246
2002-11-11,267.452
2002-11-12,268.276
2002-11-13,266.184
2002-11-14,269.792
2002-11-15,272.699
2002-11-18,272.824
2002-11-19,270.894
2002-11-20,274.156
2002-11-21,278.327
2002-11-22,277.477
2002-11-25,280.029
2002-11-26,275.486
2002-11-27,280.231
2002-11-28,281.938
2002-11-29,280.959
2002-12-02,286.115
2002-12-03,285.316
2002-12-04,284.098
2002-12-05,280.61
2002-12-06,281.241
2002-12-09,278.854
2002-12-10,283.412
2002-12-11,283.8
2002-12-12,286.25
2002-12-13,286.334
2002-12-16,288.787
2002-12-17,286.42
2002-12-18,283.412
2002-12-19,282.847
2002-12-20,282.927
2002-12-23,287.099
2002-12-24,286.372
2002-12-25,286.372
2002-12-26,285.721
2002-12-27,282.002
2002-12-30,281.248
2002-12-31,281.059
2003-01-01,281.059
2003-01-02,287.708
2003-01-03,290.699
2003-01-06,294.667
2003-01-07,292.938
2003-01-08,289.088
2003-01-09,292.476
2003-01-10,295.612
2003-01-13,297.235
2003-01-14,297.524
2003-01-15,297.617
2003-01-16,298.747
2003-01-17,296.128
2003-01-20,295.456
2003-01-21,293.46
2003-01-22,294.692
2003-01-23,297.19
2003-01-24,294.72
2003-01-27,289.369
2003-01-28,288.104
2003-01-29,289.898
2003-01-30,287.96
2003-01-31,288.524
2003-02-03,291.976
2003-02-04,290.842
2003-02-05,289.075
2003-02-06,287.433
2003-02-07,286.628
2003-02-10,283.764
2003-02-11,284.848
2003-02-12,284.303
2003-02-13,285.996
2003-02-14,287.399
2003-02-17,290.606
2003-02-18,292.491
2003-02-19,291.89
2003-02-20,293.986
2003-02-21,293.839
2003-02-24,293.376
2003-02-25,293.596
2003-02-26,293.768
2003-02-27,297.501
2003-02-28,297.203
2003-03-03,294.364
2003-03-04,293.492
2003-03-05,293.51
2003-03-06,290.265
2003-03-07,293.336
2003-03-10,289.572
2003-03-11,288.882
2003-03-12,285.374
2003-03-13,287.14
2003-03-14,287.181
2003-03-17,293.367
2003-03-18,294.369
2003-03-19,294.452
2003-03-20,296.246
2003-03-21,296.731
2003-03-24,291.081
2003-03-25,292.718
2003-03-26,292.439
2003-03-27,293.337
2003-03-28,294.718
2003-03-31,292.475
2003-04-01,291.839
2003-04-02,293.856
2003-04-03,293.886
2003-04-04,293.854
2003-04-07,293.935
2003-04-08,296.245
2003-04-09,296.038
2003-04-10,298.68
2003-04-11,299.725
2003-04-14,301.539
2003-04-15,302.692
2003-04-16,302.675
2003-04-17,304.707
2003-04-18,304.707
2003-04-21,306.366
2003-04-22,308.416
2003-04-23,308.543
2003-04-24,305.055
2003-04-25,303.803
2003-04-28,306.18
2003-04-29,306.549
2003-04-30,311.141
2003-05-01,313.918
2003-05-02,315.047
2003-05-05,319.635
2003-05-06,322.204
2003-05-07,321.369
2003-05-08,321.882
2003-05-09,324.365
2003-05-12,328.663
2003-05-13,326.805
2003-05-14,331.745
2003-05-15,333.614
2003-05-16,334.632
2003-05-19,336.41
2003-05-20,337.874
2003-05-21,338.207
2003-05-22,336.38
2003-05-23,333.301
2003-05-26,334.36
2003-05-27,337.544
2003-05-28,334.424
2003-05-29,337.007
2003-05-30,338.634
2003-06-02,343.415
2003-06-03,340.876
2003-06-04,349.284
2003-06-05,355.548
2003-06-06,352.973
2003-06-09,348.722
2003-06-10,350.022
2003-06-11,356.041
2003-06-12,357.129
2003-06-13,355.108
2003-06-16,359.904
2003-06-17,360.588
2003-06-18,361.069
2003-06-19,355.594
2003-06-20,354.901
2003-06-23,350.522
2003-06-24,348.448
2003-06-25,352.6
2003-06-26,351.398
2003-06-27,350.342
2003-06-30,349.452
2003-07-01,351.92
2003-07-02,354.587
2003-07-03,356.175
2003-07-04,355.342
2003-07-07,356.819
2003-07-08,354.236
2003-07-09,351.664
2003-07-10,347.557
2003-07-11,349.114
2003-07-14,352.565
2003-07-15,347.436
2003-07-16,347.188
2003-07-17,345.011
2003-07-18,343.404
2003-07-21,345.604
2003-07-22,346.967
2003-07-23,349.988
2003-07-24,354.81
2003-07-25,358.572
2003-07-28,358.546
2003-07-29,355.137
2003-07-30,350.865
2003-07-31,351.142
2003-08-01,352.804
2003-08-04,350.663
2003-08-05,349.333
2003-08-06,346.45
2003-08-07,351.241
2003-08-08,354.794
2003-08-11,360.439
2003-08-12,362.634
2003-08-13,363.573
2003-08-14,363.773
2003-08-15,363.595
2003-08-18,364.194
2003-08-19,364.052
2003-08-20,364.957
2003-08-21,364.447
2003-08-22,361.577
2003-08-25,363.203
2003-08-26,364.956
2003-08-27,365.528
2003-08-28,367.969
2003-08-29,370.269
2003-09-01,371.783
2003-09-02,372.866
2003-09-03,374.142
2003-09-04,378.344
2003-09-05,379.542
2003-09-08,380.614
2003-09-09,380.511
2003-09-10,379.474
2003-09-11,379.27
2003-09-12,380.647
2003-09-15,379.343
2003-09-16,382.336
2003-09-17,381.669
2003-09-18,381.853
2003-09-19,386.679
2003-09-22,385.726
2003-09-23,387.406
2003-09-24,385.171
2003-09-25,383.177
2003-09-26,376.79
2003-09-29,377.316
2003-09-30,377.783
2003-10-01,383.304
2003-10-02,386.442
2003-10-03,384.971
2003-10-06,387.247
2003-10-07,391.17
2003-10-08,391.679
2003-10-09,392.504
2003-10-10,397.222
2003-10-13,397.761
2003-10-14,402.895
2003-10-15,404.167
2003-10-16,408.124
2003-10-17,404.55
2003-10-20,402.9
2003-10-21,406.834
2003-10-22,407.526
2003-10-23,403.001
2003-10-24,401.37
2003-10-27,402.947
2003-10-28,405.294
2003-10-29,407.124
2003-10-30,407.189
2003-10-31,406.529
2003-11-03,406.6
2003-11-04,406.532
2003-11-05,408.061
2003-11-06,406.616
2003-11-07,409.529
2003-11-10,410.85
2003-11-11,408.242
2003-11-12,413.38
2003-11-13,412.413
2003-11-14,410.979
2003-11-17,409.814
2003-11-18,409.569
2003-11-19,413.329
2003-11-20,413.587
2003-11-21,412.044
2003-11-24,410.636
2003-11-25,410.91
2003-11-26,416.771
2003-11-27,416.48
2003-11-28,417.907
2003-12-01,420.579
2003-12-02,423.035
2003-12-03,423.422
2003-12-04,421.112
2003-12-05,423.167
2003-12-08,424.496
2003-12-09,419.899
2003-12-10,416.464
2003-12-11,414.086
2003-12-12,418.86
2003-12-15,417.13
2003-12-16,419.115
2003-12-17,420.055
2003-12-18,422.788
2003-12-19,420.104
2003-12-22,423.246
2003-12-23,425.961
2003-12-24,429.36
2003-12-25,429.36
2003-12-26,432.19
2003-12-29,437.004
2003-12-30,435.648
2003-12-31,441.237
2004-01-01,441.237
2004-01-02,445.74
2004-01-05,454.113
2004-01-06,454.364
2004-01-07,452.662
2004-01-08,453.883
2004-01-09,455.981
2004-01-12,455.254
2004-01-13,457.694
2004-01-14,451.348
2004-01-15,449.913
2004-01-16,453.869
2004-01-19,456.367
2004-01-20,464.127
2004-01-21,458.765
2004-01-22,457.898
2004-01-23,456.023
2004-01-26,454.278
2004-01-27,456.033
2004-01-28,446.715
2004-01-29,438.647
2004-01-30,444.097
2004-02-02,447.619
2004-02-03,448.808
2004-02-04,443.279
2004-02-05,444.981
2004-02-06,451.372
2004-02-09,454.946
2004-02-10,455.832
2004-02-11,457.091
2004-02-12,459.171
2004-02-13,460.254
2004-02-16,462.044
2004-02-17,464.545
2004-02-18,461.457
2004-02-19,453.888
2004-02-20,446.521
2004-02-23,446.691
2004-02-24,449.731
2004-02-25,448.94
2004-02-26,451.762
2004-02-27,455.442
2004-03-01,461.392
2004-03-02,455.767
2004-03-03,453.932
2004-03-04,456.32
2004-03-05,466.638
2004-03-08,462.562
2004-03-09,460.494
2004-03-10,448.958
2004-03-11,446.827
2004-03-12,446.9
2004-03-15,440.268
2004-03-16,446.119
2004-03-17,445.872
2004-03-18,447.612
2004-03-19,449.733
2004-03-22,444.978
2004-03-23,443.141
2004-03-24,437.633
2004-03-25,446.008
2004-03-26,449.258
2004-03-29,455.265
2004-03-30,460.057
2004-03-31,455.822
2004-04-01,459.282
2004-04-02,466.657
2004-04-05,469.786
2004-04-06,470.28
2004-04-07,466.831
2004-04-08,464.467
2004-04-09,464.467
2004-04-12,466.444
2004-04-13,458.131
2004-04-14,447.643
2004-04-15,447.176
2004-04-16,451.99
2004-04-19,450.895
2004-04-20,443.9
2004-04-21,440.523
2004-04-22,445.177
2004-04-23,443.958
2004-04-26,443.97
2004-04-27,440.133
2004-04-28,421.258
2004-04-29,418.467
2004-04-30,417.807
2004-05-03,419.326
2004-05-04,430.469
2004-05-05,429.436
2004-05-06,426.791
2004-05-07,416.83
2004-05-10,407.501
2004-05-11,411.744
2004-05-12,412.233
2004-05-13,408.2
2004-05-14,410.332
2004-05-17,409.765
2004-05-18,409.119
2004-05-19,415.907
2004-05-20,414.711
2004-05-21,417.608
2004-05-24,418.921
2004-05-25,424.62
2004-05-26,423.644
2004-05-27,429.526
2004-05-28,427.355
2004-05-31,430.898
2004-06-01,429.576
2004-06-02,430.241
2004-06-03,428.055
2004-06-04,431.967
2004-06-07,437.134
2004-06-08,437.415
2004-06-09,429.811
2004-06-10,429.681
2004-06-11,429.627
2004-06-14,424.44
2004-06-15,427.114
2004-06-16,428.846
2004-06-17,432.764
2004-06-18,435.348
2004-06-21,435.205
2004-06-22,439.788
2004-06-23,441.406
2004-06-24,446.039
2004-06-25,441.842
2004-06-28,442.264
2004-06-29,442.593
2004-06-30,446.975
2004-07-01,449.826
2004-07-02,449.067
2004-07-05,448.636
2004-07-06,447.963
2004-07-07,450.199
2004-07-08,448.909
2004-07-09,450.52
2004-07-12,448.327
2004-07-13,447.015
2004-07-14,450.139
2004-07-15,445.307
2004-07-16,447.558
2004-07-19,451.43
2004-07-20,449.995
2004-07-21,447.816
2004-07-22,448.793
2004-07-23,445.141
2004-07-26,438.529
2004-07-27,435.299
2004-07-28,440.301
2004-07-29,446.74
2004-07-30,446.247
2004-08-02,445.075
2004-08-03,449.957
2004-08-04,446.641
2004-08-05,439.782
2004-08-06,438.646
2004-08-09,436.156
2004-08-10,439.716
2004-08-11,432.308
2004-08-12,428.852
2004-08-13,436.793
2004-08-16,442.684
2004-08-17,441.772
2004-08-18,441.107
2004-08-19,449.411
2004-08-20,451.399
2004-08-23,447.557
2004-08-24,447.984
2004-08-25,451.05
2004-08-26,446.582
2004-08-27,446.971
2004-08-30,443.392
2004-08-31,446.907
2004-09-01,452.174
2004-09-02,454.154
2004-09-03,450.462
2004-09-06,451.676
2004-09-07,456.708
2004-09-08,454.681
2004-09-09,457.809
2004-09-10,457.126
2004-09-13,460.03
2004-09-14,461.841
2004-09-15,457.247
2004-09-16,462.291
2004-09-17,459.443
2004-09-20,461.867
2004-09-21,471.227
2004-09-22,470.531
2004-09-23,472.728
2004-09-24,473.498
2004-09-27,469.581
2004-09-28,475.384
2004-09-29,478.227
2004-09-30,482.34
2004-10-01,488.241
2004-10-04,486.758
2004-10-05,491.146
2004-10-06,496.611
2004-10-07,494.837
2004-10-08,496.635
2004-10-11,495.032
2004-10-12,491.597
2004-10-13,485.905
2004-10-14,491.954
2004-10-15,493.975
2004-10-18,493.409
2004-10-19,489.02
2004-10-20,497.143
2004-10-21,499.583
2004-10-22,498.306
2004-10-25,502.926
2004-10-26,506.743
2004-10-27,506.802
2004-10-28,506.911
2004-10-29,512.241
2004-11-01,510.629
2004-11-02,509.249
2004-11-03,514.418
2004-11-04,518.811
2004-11-05,520.843
2004-11-08,522.589
2004-11-09,521.188
2004-11-10,519.887
2004-11-11,522.426
2004-11-12,524.99
2004-11-15,522.54
2004-11-16,528.46
2004-11-17,531.487
2004-11-18,522.731
2004-11-19,526.291
2004-11-22,534.989
2004-11-23,532.982
2004-11-24,535.513
2004-11-25,539.775
2004-11-26,541.361
2004-11-29,539.643
2004-11-30,535.185
2004-12-01,539.58
2004-12-02,536.116
2004-12-03,532.097
2004-12-06,530.914
2004-12-07,523.069
2004-12-08,516.802
2004-12-09,517.4
2004-12-10,514.488
2004-12-13,517.806
2004-12-14,516.455
2004-12-15,523.233
2004-12-16,519.44
2004-12-17,521.751
2004-12-20,526.709
2004-12-21,529.14
2004-12-22,526.95
2004-12-23,527.441
2004-12-24,533.909
2004-12-27,537.103
2004-12-28,536.949
2004-12-29,535.493
2004-12-30,542.619
2004-12-31,545.131
2005-01-03,539.149
2005-01-04,527.599
2005-01-05,520.029
2005-01-06,518.07
2005-01-07,515.213
2005-01-10,520.892
2005-01-11,523.587
2005-01-12,531.992
2005-01-13,528.931
2005-01-14,525.426
2005-01-17,526.595
2005-01-18,527.106
2005-01-19,523.886
2005-01-20,519.602
2005-01-21,522.111
2005-01-24,523.783
2005-01-25,519.461
2005-01-26,526.013
2005-01-27,523.153
2005-01-28,518.911
2005-01-31,523.476
2005-02-01,526.783
2005-02-02,529.745
2005-02-03,528.496
2005-02-04,529.499
2005-02-07,527.477
2005-02-08,530.094
2005-02-09,531.21
2005-02-10,540.815
2005-02-11,544.846
2005-02-14,548.149
2005-02-15,546.917
2005-02-16,547.993
2005-02-17,552.809
2005-02-18,555.753
2005-02-21,555.509
2005-02-22,553.997
2005-02-23,550.652
2005-02-24,548.287
2005-02-25,557.189
2005-02-28,557.516
2005-03-01,555.004
2005-03-02,559.334
2005-03-03,560.698
2005-03-04,572.181
2005-03-07,568.954
2005-03-08,578.074
2005-03-09,575.203
2005-03-10,570.178
2005-03-11,571.279
2005-03-14,571.401
2005-03-15,571.962
2005-03-16,572.923
2005-03-17,577.466
2005-03-18,573.773
2005-03-21,567.208
2005-03-22,569.425
2005-03-23,557.695
2005-03-24,555.721
2005-03-25,555.707
2005-03-28,550.147
2005-03-29,549.849
2005-03-30,553.326
2005-03-31,564.176
2005-04-01,563.96
2005-04-04,560.062
2005-04-05,559.793
2005-04-06,561.307
2005-04-07,560.258
2005-04-08,555.93
2005-04-11,554.851
2005-04-12,551.024
2005-04-13,544.28
2005-04-14,537.47
2005-04-15,530.897
2005-04-18,531.405
2005-04-19,538.366
2005-04-20,537.302
2005-04-21,540.312
2005-04-22,539.784
2005-04-25,540.447
2005-04-26,537.665
2005-04-27,531.876
2005-04-28,527.001
2005-04-29,530.669
2005-05-02,533.438
2005-05-03,530.974
2005-05-04,539.474
2005-05-05,541.449
2005-05-06,544.145
2005-05-09,549.224
2005-05-10,545.886
2005-05-11,537.923
2005-05-12,530.807
2005-05-13,522.527
2005-05-16,521.661
2005-05-17,525.07
2005-05-18,530.245
2005-05-19,533.165
2005-05-20,531.978
2005-05-23,534.906
2005-05-24,537.713
2005-05-25,534.647
2005-05-26,538.144
2005-05-27,542.748
2005-05-30,548.65
2005-05-31,545.446
2005-06-01,552.042
2005-06-02,549.931
2005-06-03,552.9
2005-06-06,553.263
2005-06-07,550.719
2005-06-08,555.702
2005-06-09,553.478
2005-06-10,558.564
2005-06-13,557.798
2005-06-14,557.713
2005-06-15,567.801
2005-06-16,574.486
2005-06-17,575.165
2005-06-20,579.2
2005-06-21,575.596
2005-06-22,580.618
2005-06-23,578.647
2005-06-24,578.937
2005-06-27,580.496
2005-06-28,582.384
2005-06-29,584.194
2005-06-30,577.877
2005-07-01,570.404
2005-07-04,572.069
2005-07-05,577.864
2005-07-06,584.871
2005-07-07,587.402
2005-07-08,596.868
2005-07-11,601.035
2005-07-12,605.835
2005-07-13,604.745
2005-07-14,598.422
2005-07-15,595.804
2005-07-18,596.992
2005-07-19,602.077
2005-07-20,604.252
2005-07-21,606.551
2005-07-22,610.933
2005-07-25,608.381
2005-07-26,603.052
2005-07-27,607.61
2005-07-28,608.921
2005-07-29,608.592
2005-08-01,615.093
2005-08-02,628.898
2005-08-03,625.507
2005-08-04,628.366
2005-08-05,619.952
2005-08-08,626.295
2005-08-09,623.239
2005-08-10,629.895
2005-08-11,637.756
2005-08-12,640.842
2005-08-15,635.947
2005-08-16,629.26
2005-08-17,622.559
2005-08-18,610.083
2005-08-19,618.868
2005-08-22,625.334
2005-08-23,626.436
2005-08-24,629.198
2005-08-25,635.226
2005-08-26,628.877
2005-08-29,632.926
2005-08-30,635.101
2005-08-31,643.602
2005-09-01,653.641
2005-09-02,649.724
2005-09-05,648.932
2005-09-06,652.352
2005-09-07,653.925
2005-09-08,653.488
2005-09-09,665.712
2005-09-12,657.79
2005-09-13,658.266
2005-09-14,664.344
2005-09-15,661.511
2005-09-16,666.603
2005-09-19,674.981
2005-09-20,670.317
2005-09-21,674.942
2005-09-22,669.628
2005-09-23,667.8
2005-09-26,673.48
2005-09-27,675.026
2005-09-28,672.474
2005-09-29,676.903
2005-09-30,682.955
2005-10-03,685.505
2005-10-04,672.831
2005-10-05,655.03
2005-10-06,642.918
2005-10-07,651.344
2005-10-10,651.344
2005-10-11,649.74
2005-10-12,644.798
2005-10-13,634.393
2005-10-14,635.972
2005-10-17,644.226
2005-10-18,629.321
2005-10-19,638.355
2005-10-20,625.118
2005-10-21,626.318
2005-10-24,627.903
2005-10-25,634.652
2005-10-26,634.056
2005-10-27,631.49
2005-10-28,631.635
2005-10-31,634.75
2005-11-01,635.118
2005-11-02,647.415
2005-11-03,653.345
2005-11-04,654.649
2005-11-07,647.783
2005-11-08,643.779
