Date,JAPAN MID CAP Mid Cap
1994-05-31,929.454
1994-06-30,992.088
1994-07-29,963.051
1994-08-31,960.548
1994-09-30,935.886
1994-10-31,950.123
1994-11-30,888.018
1994-12-30,905.835
1995-01-31,861.895
1995-02-28,803.234
1995-03-31,867.403
1995-04-28,899.536
1995-05-31,824.761
1995-06-30,784.521
1995-07-31,833.256
1995-08-31,818.902
1995-09-29,810.912
1995-10-31,773.777
1995-11-30,803.768
1995-12-29,840.424
1996-01-31,840.407
1996-02-29,831.725
1996-03-29,857.576
1996-04-30,929.565
1996-05-31,884.637
1996-06-28,886.862
1996-07-31,844.517
1996-08-30,804.679
1996-09-30,819.448
1996-10-31,767.144
1996-11-29,752.626
1996-12-31,687.361
1997-01-31,622.783
1997-02-28,623.93
1997-03-31,592.074
1997-04-30,601.925
1997-05-30,685.614
1997-06-30,711.579
1997-07-31,666.191
1997-08-29,592.349
1997-09-30,546.414
1997-10-31,543.372
1997-11-28,475.095
1997-12-31,411.827
1998-01-30,477.337
1998-02-27,489.871
1998-03-31,462.716
1998-04-30,449.535
1998-05-29,437.584
1998-06-30,441.782
1998-07-31,437.671
1998-08-31,406.115
1998-09-30,401.305
1998-10-30,454.887
1998-11-30,468.317
1998-12-31,491.501
1999-01-29,491.115
1999-02-26,477.433
1999-03-31,538.279
1999-04-30,563.513
1999-05-31,545.565
1999-06-30,597.86
1999-07-30,647.996
1999-08-31,689.46
1999-09-30,724.208
1999-10-29,740.084
1999-11-30,766.436
1999-12-31,755.272
2000-01-31,751.686
2000-02-29,727.9
2000-03-31,773.32
2000-04-28,721.313
2000-05-31,714.436
2000-06-30,784.046
2000-07-31,685.142
2000-08-31,736.649
2000-09-29,711.865
2000-10-31,654.814
2000-11-30,647.7
2000-12-29,602.384
2001-01-31,591.511
2001-02-28,568.207
2001-03-30,551.96
2001-04-30,603.001
2001-05-31,608.047
2001-06-29,579.681
2001-07-31,539.712
2001-08-31,533.99
2001-09-28,496.512
2001-10-31,502.888
2001-11-30,485.603
2001-12-31,446.627
2002-01-31,418.574
2002-02-28,437.615
2002-03-29,458.998
2002-04-30,484.159
2002-05-31,525.274
2002-06-28,502.186
2002-07-31,474.953
2002-08-30,470.476
2002-09-30,449.542
2002-10-31,413.91
2002-11-29,425.338
2002-12-31,420.146
2003-01-31,410.368
2003-02-28,420.982
2003-03-31,408.952
2003-04-30,417.922
2003-05-30,433.598
2003-06-30,462.653
2003-07-31,476.436
2003-08-29,529.835
2003-09-30,569.077
2003-10-31,605.389
2003-11-28,576.073
2003-12-31,621.281
2004-01-30,630.04
2004-02-27,630.894
2004-03-31,734.784
2004-04-30,691.379
2004-05-31,671.113
2004-06-30,727.309
2004-07-30,671.793
2004-08-31,677.981
2004-09-30,665.148
2004-10-29,678.736
2004-11-30,720.988
2004-12-31,754.02
2005-01-31,760.119
2005-02-28,773.528
2005-03-31,767.667
2005-04-29,749.156
2005-05-31,732.028
2005-06-30,737.459
2005-07-29,744.809
2005-08-31,787.768
2005-09-30,860.766
2005-10-31,870.678
2005-11-30,902.359
2005-12-30,990.212
2006-01-31,1027.829
2006-02-28,994.345
2006-03-31,1030.355
2006-04-28,1044.183
2006-05-31,979.664
2006-06-30,961.654
2006-07-31,943.375
2006-08-31,959.762
2006-09-29,955.341
2006-10-31,961.091
2006-11-30,960.561
2006-12-29,965.857
2007-01-31,979.243
2007-02-28,1026.409
2007-03-30,1016.89
2007-04-30,1002.606
2007-05-31,1000.0
2007-06-29,993.33
2007-07-31,984.158
2007-08-31,957.017
2007-09-28,984.066
2007-10-31,989.148
2007-11-30,958.624
2007-12-31,917.35
2008-01-31,878.938
2008-02-29,885.192
2008-03-31,876.567
2008-04-30,908.382
2008-05-30,925.894
2008-06-30,858.592
2008-07-31,830.475
2008-08-29,797.902
2008-09-30,727.265
2008-10-31,614.281
2008-11-28,643.502
2008-12-31,702.568
2009-01-30,642.002
2009-02-27,550.895
2009-03-31,587.164
2009-04-30,627.69
2009-05-29,696.004
2009-06-30,735.372
2009-07-31,751.662
2009-08-31,795.455
2009-09-30,780.053
2009-10-30,746.131
2009-11-30,726.157
2009-12-31,723.884
2010-01-29,733.074
2010-02-26,747.656
2010-03-31,784.947
2010-04-30,798.497
2010-05-31,739.488
2010-06-30,734.749
2010-07-30,749.196
2010-08-31,729.068
2010-09-30,765.373
2010-10-29,773.911
2010-11-30,789.167
2010-12-31,857.458
2011-01-31,861.224
2011-02-28,886.871
2011-03-31,828.797
2011-04-29,834.256
2011-05-31,824.439
2011-06-30,845.064
2011-07-29,875.408
2011-08-31,826.859
2011-09-30,829.725
2011-10-31,812.857
2011-11-30,772.593
2011-12-30,787.525
2012-01-31,816.432
2012-02-29,830.341
2012-03-30,850.06
2012-04-30,829.612
2012-05-31,753.152
2012-06-29,795.552
2012-07-31,779.535
2012-08-31,777.496
2012-09-28,796.633
2012-10-31,782.391
2012-11-30,787.771
2012-12-31,830.112
2013-01-31,843.447
2013-02-28,872.175
2013-03-29,930.551
2013-04-30,1018.963
2013-05-31,957.23
2013-06-28,970.051
2013-07-31,976.398
2013-08-30,952.769
2013-09-30,1045.315
2013-10-31,1040.924
2013-11-29,1043.638
2013-12-31,1046.924
2014-01-31,1017.708
2014-02-28,1008.568
2014-03-31,999.964
2014-04-30,979.15
2014-05-30,1026.898
2014-06-30,1085.402
2014-07-31,1095.104
2014-08-29,1082.363
2014-09-30,1061.391
2014-10-31,1046.245
2014-11-28,1048.389
2014-12-31,1045.66
2015-01-30,1083.32
2015-02-27,1143.82
2015-03-31,1156.94
2015-04-30,1183.708
2015-05-29,1198.201
2015-06-30,1180.386
2015-07-31,1197.219
2015-08-31,1129.239
2015-09-30,1071.027
2015-10-30,1166.111
2015-11-30,1161.388
2015-12-31,1161.622
2016-01-29,1081.016
2016-02-29,1058.33
2016-03-31,1110.586
2016-04-29,1162.443
2016-05-31,1142.922
2016-06-30,1121.326
2016-07-29,1187.578
2016-08-31,1164.165
2016-09-30,1202.401
2016-10-31,1211.448
2016-11-30,1168.93
2016-12-30,1191.114
2017-01-31,1234.1
2017-02-28,1252.15
2017-03-31,1243.705
2017-04-28,1260.004
2017-05-31,1307.816
2017-06-30,1325.579
2017-07-31,1355.053
2017-08-31,1355.389
2017-09-29,1378.214
2017-10-31,1433.652
2017-11-30,1482.016
2017-12-29,1503.794
2018-01-31,1565.75
2018-02-28,1523.574
2018-03-30,1501.696
2018-04-30,1517.368
2018-05-31,1507.037
2018-06-29,1466.72
2018-07-31,1453.723
2018-08-31,1445.96
2018-09-28,1483.37
2018-10-31,1345.643
2018-11-30,1370.903
2018-12-31,1279.426
2019-01-31,1348.328
2019-02-28,1341.928
2019-03-29,1363.43
2019-04-30,1371.21
2019-05-31,1293.58
2019-06-28,1345.431
2019-07-31,1339.132
2019-08-30,1328.72
2019-09-30,1394.336
2019-10-31,1468.495
2019-11-29,1478.549
2019-12-31,1499.411
2020-01-31,1457.163
2020-02-28,1296.585
2020-03-31,1212.982
2020-04-30,1274.44
2020-05-29,1365.025
2020-06-30,1355.524
2020-07-31,1305.348
2020-08-31,1415.477
2020-09-30,1449.064
2020-10-30,1411.219
2020-11-30,1578.667
2020-12-31,1633.527
2021-01-29,1644.914
2021-02-26,1650.196
2021-03-31,1695.178
2021-04-30,1667.463
2021-05-31,1673.114
2021-06-30,1659.956
2021-07-30,1636.597
2021-08-31,1685.405
2021-09-30,1709.027
2021-10-29,1643.143
2021-11-30,1578.436
2021-12-31,1598.367
2022-01-31,1507.279
2022-02-28,1517.49
2022-03-31,1495.256
2022-04-29,1354.249
2022-05-31,1387.904
2022-06-30,1294.726
2022-07-29,1359.969
2022-08-31,1344.94
2022-09-30,1208.796
2022-10-31,1225.296
2022-11-30,1348.308
2022-12-30,1353.489
2023-01-31,1421.552
2023-02-28,1376.679
2023-03-31,1422.907
2023-04-28,1433.027
2023-05-31,1438.923
2023-06-30,1464.803
2023-07-31,1528.788
2023-08-31,1515.694
2023-09-29,1490.503
2023-10-31,1412.072
2023-11-30,1521.31
2023-12-29,1591.849
2024-01-31,1645.34
2024-02-29,1641.355
2024-03-29,1707.432
2024-04-30,1619.158
2024-05-31,1630.687
2024-06-28,1592.479
2024-07-31,1703.083
2024-08-30,1733.388
2024-09-30,1744.5
2024-10-31,1630.12
2024-11-29,1628.942
2024-12-31,1600.995
2025-01-31,1624.002
2025-02-28,1651.895
2025-03-31,1667.104
2025-04-30,1738.357
2025-05-30,1773.382
2025-06-30,1819.304
2025-07-31,1793.217
2025-08-29,1928.403
