Date,JAPAN MID CAP Mid Cap
2004-02-06,625.116
2004-02-09,621.128
2004-02-10,620.629
2004-02-11,620.629
2004-02-12,625.53
2004-02-13,629.713
2004-02-16,631.832
2004-02-17,633.355
2004-02-18,630.577
2004-02-19,625.294
2004-02-20,614.383
2004-02-23,622.874
2004-02-24,614.419
2004-02-25,613.393
2004-02-26,615.31
2004-02-27,630.894
2004-03-01,649.357
2004-03-02,646.251
2004-03-03,646.341
2004-03-04,644.88
2004-03-05,648.365
2004-03-08,643.625
2004-03-09,650.939
2004-03-10,651.336
2004-03-11,648.715
2004-03-12,642.101
2004-03-15,654.732
2004-03-16,664.388
2004-03-17,682.695
2004-03-18,696.156
2004-03-19,688.623
2004-03-22,684.812
2004-03-23,684.777
2004-03-24,700.871
2004-03-25,713.386
2004-03-26,722.605
2004-03-29,723.989
2004-03-30,719.3
2004-03-31,734.784
2004-04-01,737.927
2004-04-02,739.426
2004-04-05,738.692
2004-04-06,735.431
2004-04-07,741.548
2004-04-08,740.951
2004-04-09,730.742
2004-04-12,741.102
2004-04-13,741.841
2004-04-14,732.066
2004-04-15,715.128
2004-04-16,718.782
2004-04-19,706.024
2004-04-20,720.107
2004-04-21,715.144
2004-04-22,712.113
2004-04-23,716.326
2004-04-26,721.461
2004-04-27,710.815
2004-04-28,709.264
2004-04-29,707.749
2004-04-30,691.379
2004-05-03,691.145
2004-05-04,694.573
2004-05-05,702.309
2004-05-06,683.326
2004-05-07,659.282
2004-05-10,613.278
2004-05-11,618.533
2004-05-12,640.301
2004-05-13,617.652
2004-05-14,616.295
2004-05-17,594.429
2004-05-18,606.806
2004-05-19,633.661
2004-05-20,632.704
2004-05-21,648.167
2004-05-24,649.139
2004-05-25,643.82
2004-05-26,656.921
2004-05-27,659.146
2004-05-28,671.888
2004-05-31,671.113
2004-06-01,678.756
2004-06-02,674.451
2004-06-03,657.349
2004-06-04,660.474
2004-06-07,684.721
2004-06-08,691.225
2004-06-09,693.9
2004-06-10,699.946
2004-06-11,694.018
2004-06-14,690.32
2004-06-15,689.207
2004-06-16,701.211
2004-06-17,704.891
2004-06-18,698.642
2004-06-21,709.54
2004-06-22,706.669
2004-06-23,708.523
2004-06-24,724.999
2004-06-25,722.832
2004-06-28,732.591
2004-06-29,729.51
2004-06-30,727.309
2004-07-01,732.099
2004-07-02,721.322
2004-07-05,702.299
2004-07-06,696.705
2004-07-07,696.211
2004-07-08,692.289
2004-07-09,705.681
2004-07-12,715.649
2004-07-13,711.182
2004-07-14,698.546
2004-07-15,695.039
2004-07-16,702.526
2004-07-19,705.22
2004-07-20,697.121
2004-07-21,695.368
2004-07-22,688.814
2004-07-23,680.616
2004-07-26,675.12
2004-07-27,662.136
2004-07-28,665.158
2004-07-29,656.395
2004-07-30,671.793
2004-08-02,673.446
2004-08-03,669.088
2004-08-04,656.447
2004-08-05,659.741
2004-08-06,664.241
2004-08-09,657.603
2004-08-10,660.47
2004-08-11,666.94
2004-08-12,665.083
2004-08-13,653.873
2004-08-16,646.389
2004-08-17,651.308
2004-08-18,655.055
2004-08-19,665.53
2004-08-20,667.191
2004-08-23,669.526
2004-08-24,668.29
2004-08-25,673.655
2004-08-26,679.155
2004-08-27,684.136
2004-08-30,681.496
2004-08-31,677.981
2004-09-01,683.621
2004-09-02,685.735
2004-09-03,674.093
2004-09-06,687.282
2004-09-07,692.274
2004-09-08,693.342
2004-09-09,682.757
2004-09-10,681.495
2004-09-13,683.198
2004-09-14,688.184
2004-09-15,674.758
2004-09-16,675.447
2004-09-17,670.436
2004-09-20,671.717
2004-09-21,668.962
2004-09-22,663.461
2004-09-23,665.295
2004-09-24,657.724
2004-09-27,654.177
2004-09-28,650.045
2004-09-29,655.502
2004-09-30,665.148
2004-10-01,673.941
2004-10-04,681.9
2004-10-05,682.67
2004-10-06,685.647
2004-10-07,685.152
2004-10-08,693.188
2004-10-11,696.52
2004-10-12,685.344
2004-10-13,682.402
2004-10-14,672.862
2004-10-15,673.095
2004-10-18,670.668
2004-10-19,682.32
2004-10-20,674.53
2004-10-21,674.929
2004-10-22,678.609
2004-10-25,674.193
2004-10-26,670.904
2004-10-27,672.272
2004-10-28,682.298
2004-10-29,678.736
2004-11-01,676.044
2004-11-02,688.476
2004-11-03,689.06
2004-11-04,695.27
2004-11-05,703.993
2004-11-08,699.288
2004-11-09,697.734
2004-11-10,690.236
2004-11-11,684.237
2004-11-12,698.259
2004-11-15,711.768
2004-11-16,711.67
2004-11-17,715.834
2004-11-18,713.686
2004-11-19,723.026
2004-11-22,708.225
2004-11-23,706.036
2004-11-24,714.216
2004-11-25,719.605
2004-11-26,714.818
2004-11-29,724.696
2004-11-30,720.988
2004-12-01,712.03
2004-12-02,721.807
2004-12-03,727.853
2004-12-06,721.849
2004-12-07,715.324
2004-12-08,703.785
2004-12-09,692.648
2004-12-10,687.48
2004-12-13,693.924
2004-12-14,696.587
2004-12-15,708.857
2004-12-16,705.707
2004-12-17,712.916
2004-12-20,716.102
2004-12-21,716.01
2004-12-22,724.282
2004-12-23,727.568
2004-12-24,737.055
2004-12-27,740.457
2004-12-28,743.034
2004-12-29,736.216
2004-12-30,749.885
2004-12-31,754.02
2005-01-03,751.051
2005-01-04,743.465
2005-01-05,739.773
2005-01-06,735.598
2005-01-07,735.625
2005-01-10,738.265
2005-01-11,750.676
2005-01-12,758.015
2005-01-13,752.873
2005-01-14,756.572
2005-01-17,765.391
2005-01-18,757.243
2005-01-19,757.638
2005-01-20,744.133
2005-01-21,744.281
2005-01-24,754.77
2005-01-25,746.467
2005-01-26,761.277
2005-01-27,757.188
2005-01-28,754.259
2005-01-31,760.119
2005-02-01,755.096
2005-02-02,761.187
2005-02-03,753.288
2005-02-04,758.816
2005-02-07,759.486
2005-02-08,747.559
2005-02-09,746.274
2005-02-10,748.865
2005-02-11,748.227
2005-02-14,756.82
2005-02-15,760.309
2005-02-16,750.072
2005-02-17,749.423
2005-02-18,750.825
2005-02-21,753.997
2005-02-22,759.367
2005-02-23,749.221
2005-02-24,750.471
2005-02-25,759.286
2005-02-28,773.528
2005-03-01,776.264
2005-03-02,776.094
2005-03-03,778.123
2005-03-04,783.097
2005-03-07,781.938
2005-03-08,783.667
2005-03-09,791.955
2005-03-10,787.647
2005-03-11,794.416
2005-03-14,784.101
2005-03-15,787.359
2005-03-16,791.823
2005-03-17,785.49
2005-03-18,789.939
2005-03-21,788.66
2005-03-22,791.593
2005-03-23,777.281
2005-03-24,772.615
2005-03-25,773.746
2005-03-28,774.47
2005-03-29,758.213
2005-03-30,753.173
2005-03-31,767.667
2005-04-01,768.164
2005-04-04,757.624
2005-04-05,760.41
2005-04-06,762.552
2005-04-07,764.089
2005-04-08,764.5
2005-04-11,762.465
2005-04-12,754.453
2005-04-13,759.288
2005-04-14,747.172
2005-04-15,740.123
2005-04-18,713.984
2005-04-19,729.038
2005-04-20,732.305
2005-04-21,723.872
2005-04-22,741.114
2005-04-25,742.87
2005-04-26,740.346
2005-04-27,739.693
2005-04-28,741.663
2005-04-29,749.156
2005-05-02,749.557
2005-05-03,749.45
2005-05-04,755.703
2005-05-05,754.545
2005-05-06,762.057
2005-05-09,758.494
2005-05-10,755.355
2005-05-11,753.178
2005-05-12,743.267
2005-05-13,734.074
2005-05-16,724.895
2005-05-17,715.534
2005-05-18,714.809
2005-05-19,725.389
2005-05-20,719.38
2005-05-23,728.103
2005-05-24,726.567
2005-05-25,716.788
2005-05-26,713.379
2005-05-27,718.415
2005-05-30,725.862
2005-05-31,732.028
2005-06-01,730.885
2005-06-02,731.022
2005-06-03,734.634
2005-06-06,739.721
2005-06-07,737.488
2005-06-08,741.359
2005-06-09,729.505
2005-06-10,732.841
2005-06-13,723.757
2005-06-14,726.632
2005-06-15,731.627
2005-06-16,734.986
2005-06-17,744.261
2005-06-20,743.11
2005-06-21,747.223
2005-06-22,746.507
2005-06-23,746.603
2005-06-24,743.462
2005-06-27,735.832
2005-06-28,742.107
2005-06-29,741.646
2005-06-30,737.459
2005-07-01,735.045
2005-07-04,737.939
2005-07-05,734.926
2005-07-06,732.802
2005-07-07,729.369
2005-07-08,725.988
2005-07-11,731.548
2005-07-12,737.787
2005-07-13,729.886
2005-07-14,733.068
2005-07-15,733.087
2005-07-18,736.367
2005-07-19,727.714
2005-07-20,727.005
2005-07-21,746.634
2005-07-22,739.217
2005-07-25,737.979
2005-07-26,733.773
2005-07-27,739.31
2005-07-28,741.397
2005-07-29,744.809
2005-08-01,747.983
2005-08-02,752.178
2005-08-03,754.4
2005-08-04,746.853
2005-08-05,730.88
2005-08-08,735.645
2005-08-09,743.323
2005-08-10,766.965
2005-08-11,782.553
2005-08-12,785.482
2005-08-15,788.18
2005-08-16,793.405
2005-08-17,790.177
2005-08-18,785.073
2005-08-19,780.692
2005-08-22,799.082
2005-08-23,798.501
2005-08-24,796.134
2005-08-25,793.589
2005-08-26,800.957
2005-08-29,786.715
2005-08-30,787.834
2005-08-31,787.768
2005-09-01,801.484
2005-09-02,807.412
2005-09-05,816.279
2005-09-06,807.49
2005-09-07,802.313
2005-09-08,794.009
2005-09-09,811.218
2005-09-12,820.311
2005-09-13,817.23
2005-09-14,821.383
2005-09-15,827.935
2005-09-16,822.065
2005-09-19,822.582
2005-09-20,837.027
2005-09-21,841.475
2005-09-22,839.603
2005-09-23,834.886
2005-09-26,852.158
2005-09-27,841.975
2005-09-28,854.996
2005-09-29,871.484
2005-09-30,860.766
2005-10-03,848.005
2005-10-04,853.606
2005-10-05,846.661
2005-10-06,829.701
2005-10-07,828.782
2005-10-10,825.446
2005-10-11,844.396
2005-10-12,845.713
2005-10-13,839.49
2005-10-14,840.507
2005-10-17,833.447
2005-10-18,825.159
2005-10-19,817.254
2005-10-20,823.241
2005-10-21,824.25
2005-10-24,824.99
2005-10-25,840.671
2005-10-26,844.371
2005-10-27,864.934
2005-10-28,859.331
2005-10-31,870.678
2005-11-01,882.426
2005-11-02,878.683
2005-11-03,876.432
2005-11-04,878.956
2005-11-07,883.351
2005-11-08,885.537
2005-11-09,883.39
2005-11-10,873.715
