Date,JAPAN MID CAP Mid Cap
2001-01-01,602.476
2001-01-02,600.924
2001-01-03,601.502
2001-01-04,588.068
2001-01-05,587.214
2001-01-08,587.087
2001-01-09,574.57
2001-01-10,567.839
2001-01-11,550.607
2001-01-12,552.841
2001-01-15,554.925
2001-01-16,566.253
2001-01-17,565.998
2001-01-18,575.888
2001-01-19,581.847
2001-01-22,583.127
2001-01-23,581.769
2001-01-24,576.943
2001-01-25,585.086
2001-01-26,581.873
2001-01-29,582.792
2001-01-30,585.277
2001-01-31,591.511
2001-02-01,598.284
2001-02-02,594.222
2001-02-05,586.221
2001-02-06,583.63
2001-02-07,580.041
2001-02-08,575.052
2001-02-09,576.198
2001-02-12,576.135
2001-02-13,574.569
2001-02-14,579.983
2001-02-15,585.374
2001-02-16,581.692
2001-02-19,575.73
2001-02-20,584.132
2001-02-21,575.589
2001-02-22,572.312
2001-02-23,580.287
2001-02-26,578.591
2001-02-27,581.786
2001-02-28,568.207
2001-03-01,561.862
2001-03-02,540.989
2001-03-05,539.145
2001-03-06,554.994
2001-03-07,554.454
2001-03-08,555.876
2001-03-09,555.863
2001-03-12,539.038
2001-03-13,526.67
2001-03-14,520.928
2001-03-15,528.072
2001-03-16,522.663
2001-03-19,529.141
2001-03-20,527.328
2001-03-21,551.312
2001-03-22,537.591
2001-03-23,553.366
2001-03-26,578.212
2001-03-27,577.149
2001-03-28,589.712
2001-03-29,568.499
2001-03-30,551.96
2001-04-02,542.962
2001-04-03,558.417
2001-04-04,563.306
2001-04-05,571.376
2001-04-06,574.673
2001-04-09,560.395
2001-04-10,556.975
2001-04-11,563.369
2001-04-12,572.401
2001-04-13,573.411
2001-04-16,568.334
2001-04-17,569.848
2001-04-18,587.112
2001-04-19,595.458
2001-04-20,592.393
2001-04-23,597.547
2001-04-24,598.537
2001-04-25,602.307
2001-04-26,607.201
2001-04-27,601.783
2001-04-30,603.001
2001-05-01,627.531
2001-05-02,627.818
2001-05-03,632.746
2001-05-04,632.85
2001-05-07,633.655
2001-05-08,623.777
2001-05-09,615.411
2001-05-10,610.489
2001-05-11,611.788
2001-05-14,601.096
2001-05-15,605.79
2001-05-16,596.279
2001-05-17,606.155
2001-05-18,603.341
2001-05-21,613.702
2001-05-22,614.203
2001-05-23,623.166
2001-05-24,623.218
2001-05-25,615.128
2001-05-28,609.966
2001-05-29,617.282
2001-05-30,607.264
2001-05-31,608.047
2001-06-01,607.386
2001-06-04,606.562
2001-06-05,600.179
2001-06-06,597.863
2001-06-07,604.57
2001-06-08,606.183
2001-06-11,599.678
2001-06-12,583.443
2001-06-13,587.84
2001-06-14,585.971
2001-06-15,578.819
2001-06-18,572.513
2001-06-19,570.22
2001-06-20,570.249
2001-06-21,574.388
2001-06-22,582.261
2001-06-25,580.207
2001-06-26,583.541
2001-06-27,578.147
2001-06-28,571.901
2001-06-29,579.681
2001-07-02,574.929
2001-07-03,576.301
2001-07-04,569.246
2001-07-05,562.793
2001-07-06,553.492
2001-07-09,547.815
2001-07-10,550.752
2001-07-11,547.019
2001-07-12,556.535
2001-07-13,553.157
2001-07-16,549.76
2001-07-17,544.858
2001-07-18,540.445
2001-07-19,543.247
2001-07-20,544.99
2001-07-23,530.15
2001-07-24,536.166
2001-07-25,540.955
2001-07-26,542.91
2001-07-27,543.242
2001-07-30,529.551
2001-07-31,539.712
2001-08-01,545.948
2001-08-02,562.805
2001-08-03,557.694
2001-08-06,558.387
2001-08-07,561.48
2001-08-08,559.636
2001-08-09,547.25
2001-08-10,552.546
2001-08-13,544.137
2001-08-14,555.327
2001-08-15,565.988
2001-08-16,559.034
2001-08-17,557.56
2001-08-20,548.129
2001-08-21,553.827
2001-08-22,557.026
2001-08-23,550.644
2001-08-24,548.094
2001-08-27,548.684
2001-08-28,544.785
2001-08-29,541.85
2001-08-30,534.603
2001-08-31,533.99
2001-09-03,521.146
2001-09-04,527.913
2001-09-05,516.711
2001-09-06,515.26
2001-09-07,515.024
2001-09-10,501.176
2001-09-11,509.357
2001-09-12,473.991
2001-09-13,484.311
2001-09-14,503.438
2001-09-17,480.79
2001-09-18,489.114
2001-09-19,495.719
2001-09-20,494.047
2001-09-21,484.218
2001-09-24,480.623
2001-09-25,487.804
2001-09-26,487.049
2001-09-27,481.551
2001-09-28,496.512
2001-10-01,501.384
2001-10-02,506.277
2001-10-03,504.114
2001-10-04,512.834
2001-10-05,510.533
2001-10-08,512.301
2001-10-09,501.801
2001-10-10,498.097
2001-10-11,504.35
2001-10-12,509.353
2001-10-15,508.802
2001-10-16,511.295
2001-10-17,515.321
2001-10-18,507.138
2001-10-19,508.009
2001-10-22,506.927
2001-10-23,511.274
2001-10-24,513.37
2001-10-25,519.365
2001-10-26,515.973
2001-10-29,510.483
2001-10-30,507.622
2001-10-31,502.888
2001-11-01,499.848
2001-11-02,498.205
2001-11-05,499.858
2001-11-06,506.589
2001-11-07,499.325
2001-11-08,501.737
2001-11-09,496.068
2001-11-12,493.213
2001-11-13,484.594
2001-11-14,483.686
2001-11-15,490.403
2001-11-16,488.313
2001-11-19,488.529
2001-11-20,487.406
2001-11-21,487.782
2001-11-22,486.213
2001-11-23,484.035
2001-11-26,494.9
2001-11-27,493.148
2001-11-28,487.334
2001-11-29,484.284
2001-11-30,485.603
2001-12-03,473.702
2001-12-04,473.008
2001-12-05,478.232
2001-12-06,481.086
2001-12-07,473.411
2001-12-10,464.799
2001-12-11,458.418
2001-12-12,467.056
2001-12-13,459.525
2001-12-14,452.909
2001-12-17,443.794
2001-12-18,443.816
2001-12-19,440.916
2001-12-20,446.287
2001-12-21,441.935
2001-12-24,440.558
2001-12-25,439.821
2001-12-26,434.427
2001-12-27,439.542
2001-12-28,446.151
2001-12-31,446.627
2002-01-01,446.627
2002-01-02,443.044
2002-01-03,444.474
2002-01-04,451.148
2002-01-07,450.969
2002-01-08,437.47
2002-01-09,435.519
2002-01-10,430.291
2002-01-11,428.125
2002-01-14,429.361
2002-01-15,422.843
2002-01-16,422.118
2002-01-17,421.596
2002-01-18,430.844
2002-01-21,433.401
2002-01-22,420.628
2002-01-23,419.575
2002-01-24,418.162
2002-01-25,419.883
2002-01-28,426.445
2002-01-29,420.968
2002-01-30,419.822
2002-01-31,418.574
2002-02-01,411.835
2002-02-04,407.271
2002-02-05,398.86
2002-02-06,399.534
2002-02-07,404.148
2002-02-08,404.526
2002-02-11,408.128
2002-02-12,420.958
2002-02-13,423.581
2002-02-14,426.495
2002-02-15,424.646
2002-02-18,426.109
2002-02-19,413.386
2002-02-20,411.347
2002-02-21,421.677
2002-02-22,424.503
2002-02-25,422.801
2002-02-26,420.085
2002-02-27,431.758
2002-02-28,437.615
2002-03-01,444.803
2002-03-04,466.721
2002-03-05,463.223
2002-03-06,465.417
2002-03-07,486.093
2002-03-08,487.838
2002-03-11,494.981
2002-03-12,483.908
2002-03-13,470.549
2002-03-14,475.333
2002-03-15,480.439
2002-03-18,470.678
2002-03-19,477.98
2002-03-20,474.261
2002-03-21,472.303
2002-03-22,460.162
2002-03-25,459.111
2002-03-26,459.601
2002-03-27,465.727
2002-03-28,464.823
2002-03-29,458.998
2002-04-01,453.297
2002-04-02,456.753
2002-04-03,466.532
2002-04-04,472.176
2002-04-05,474.383
2002-04-08,475.727
2002-04-09,468.252
2002-04-10,473.076
2002-04-11,466.687
2002-04-12,460.909
2002-04-15,466.344
2002-04-16,473.186
2002-04-17,479.189
2002-04-18,485.05
2002-04-19,482.929
2002-04-22,489.764
2002-04-23,490.055
2002-04-24,488.299
2002-04-25,494.046
2002-04-26,489.589
2002-04-29,488.692
2002-04-30,484.159
2002-05-01,490.792
2002-05-02,490.321
2002-05-03,494.125
2002-05-06,492.573
2002-05-07,483.625
2002-05-08,485.261
2002-05-09,488.997
2002-05-10,490.738
2002-05-13,486.518
2002-05-14,480.726
2002-05-15,489.43
2002-05-16,496.259
2002-05-17,505.344
2002-05-20,508.872
2002-05-21,516.393
2002-05-22,522.451
2002-05-23,523.464
2002-05-24,525.556
2002-05-27,524.976
2002-05-28,526.993
2002-05-29,525.145
2002-05-30,528.029
2002-05-31,525.274
2002-06-03,529.909
2002-06-04,523.387
2002-06-05,522.37
2002-06-06,518.796
2002-06-07,514.03
2002-06-10,511.716
2002-06-11,511.707
2002-06-12,506.154
2002-06-13,500.024
2002-06-14,496.965
2002-06-17,484.129
2002-06-18,488.861
2002-06-19,479.143
2002-06-20,486.482
2002-06-21,486.359
2002-06-24,491.981
2002-06-25,491.515
2002-06-26,489.214
2002-06-27,489.64
2002-06-28,502.186
2002-07-01,504.947
2002-07-02,505.591
2002-07-03,515.724
2002-07-04,510.425
2002-07-05,514.256
2002-07-08,519.108
2002-07-09,530.146
2002-07-10,523.787
2002-07-11,520.066
2002-07-12,522.647
2002-07-15,516.69
2002-07-16,511.044
2002-07-17,509.901
2002-07-18,515.971
2002-07-19,511.602
2002-07-22,506.725
2002-07-23,504.19
2002-07-24,504.833
2002-07-25,498.262
2002-07-26,476.654
2002-07-29,471.634
2002-07-30,477.339
2002-07-31,474.953
2002-08-01,471.226
2002-08-02,469.027
2002-08-05,468.326
2002-08-06,451.687
2002-08-07,463.835
2002-08-08,462.471
2002-08-09,473.584
2002-08-12,467.642
2002-08-13,465.609
2002-08-14,478.35
2002-08-15,480.345
2002-08-16,480.872
2002-08-19,469.313
2002-08-20,467.092
2002-08-21,469.247
2002-08-22,470.179
2002-08-23,472.563
2002-08-26,481.587
2002-08-27,479.044
2002-08-28,475.176
2002-08-29,467.714
2002-08-30,470.476
2002-09-02,467.691
2002-09-03,459.583
2002-09-04,448.224
2002-09-05,454.069
2002-09-06,447.997
2002-09-09,452.566
2002-09-10,450.031
2002-09-11,449.666
2002-09-12,451.603
2002-09-13,446.044
2002-09-16,441.826
2002-09-17,450.604
2002-09-18,451.62
2002-09-19,457.902
2002-09-20,444.494
2002-09-23,442.645
2002-09-24,440.722
2002-09-25,436.648
2002-09-26,442.033
2002-09-27,449.24
2002-09-30,449.542
2002-10-01,436.724
2002-10-02,429.524
2002-10-03,425.36
2002-10-04,426.687
2002-10-07,408.167
2002-10-08,409.339
2002-10-09,401.894
2002-10-10,398.192
2002-10-11,402.78
2002-10-14,402.521
2002-10-15,413.084
2002-10-16,415.508
2002-10-17,415.256
2002-10-18,417.422
2002-10-21,417.896
2002-10-22,404.527
2002-10-23,405.593
2002-10-24,401.556
2002-10-25,408.1
2002-10-28,410.109
2002-10-29,412.869
2002-10-30,415.805
2002-10-31,413.91
2002-11-01,414.356
2002-11-04,413.612
2002-11-05,425.396
2002-11-06,424.31
2002-11-07,425.809
2002-11-08,422.968
2002-11-11,413.96
2002-11-12,413.324
2002-11-13,408.94
2002-11-14,402.121
2002-11-15,406.119
2002-11-18,397.835
2002-11-19,390.984
2002-11-20,392.515
2002-11-21,399.322
2002-11-22,405.305
2002-11-25,414.746
2002-11-26,411.197
2002-11-27,415.311
2002-11-28,423.593
2002-11-29,425.338
2002-12-02,416.445
2002-12-03,416.507
2002-12-04,408.894
2002-12-05,404.224
2002-12-06,404.866
2002-12-09,403.956
2002-12-10,405.427
2002-12-11,403.301
2002-12-12,403.225
2002-12-13,405.925
2002-12-16,399.155
2002-12-17,402.75
2002-12-18,394.715
2002-12-19,400.075
2002-12-20,400.619
2002-12-23,401.819
2002-12-24,404.589
2002-12-25,403.376
2002-12-26,412.382
2002-12-27,417.817
2002-12-30,420.66
2002-12-31,420.146
2003-01-01,420.146
2003-01-02,416.201
2003-01-03,416.253
2003-01-06,427.77
2003-01-07,419.104
2003-01-08,413.121
2003-01-09,414.708
2003-01-10,414.303
2003-01-13,416.375
2003-01-14,424.393
2003-01-15,429.145
2003-01-16,430.586
2003-01-17,433.018
2003-01-20,427.367
2003-01-21,430.349
2003-01-22,426.249
2003-01-23,435.168
2003-01-24,434.777
2003-01-27,426.749
2003-01-28,423.97
2003-01-29,416.752
2003-01-30,412.997
2003-01-31,410.368
2003-02-03,416.552
2003-02-04,422.488
2003-02-05,423.777
2003-02-06,422.572
2003-02-07,420.18
2003-02-10,418.414
2003-02-11,417.121
2003-02-12,423.875
2003-02-13,422.865
2003-02-14,426.272
2003-02-17,429.256
2003-02-18,433.563
2003-02-19,433.407
2003-02-20,432.146
2003-02-21,425.906
2003-02-24,428.784
2003-02-25,420.799
2003-02-26,421.484
2003-02-27,419.636
2003-02-28,420.982
2003-03-03,424.739
2003-03-04,425.174
2003-03-05,425.41
2003-03-06,423.143
2003-03-07,415.289
2003-03-10,408.794
2003-03-11,401.465
2003-03-12,403.874
2003-03-13,400.079
2003-03-14,399.416
2003-03-17,394.56
2003-03-18,397.235
2003-03-19,396.864
2003-03-20,402.931
2003-03-21,398.635
2003-03-24,413.223
2003-03-25,409.023
2003-03-26,415.419
2003-03-27,418.54
2003-03-28,415.316
2003-03-31,408.952
2003-04-01,410.985
2003-04-02,412.914
2003-04-03,409.665
2003-04-04,410.863
2003-04-07,416.145
2003-04-08,413.53
2003-04-09,411.299
2003-04-10,412.16
2003-04-11,406.613
2003-04-14,405.203
2003-04-15,410.585
2003-04-16,411.452
2003-04-17,412.287
2003-04-18,413.15
2003-04-21,414.197
2003-04-22,409.219
2003-04-23,408.252
2003-04-24,410.147
2003-04-25,405.312
2003-04-28,403.111
2003-04-29,403.665
2003-04-30,417.922
2003-05-01,422.376
2003-05-02,423.481
2003-05-05,424.481
2003-05-06,432.242
2003-05-07,438.401
2003-05-08,434.283
2003-05-09,438.126
2003-05-12,441.817
2003-05-13,441.16
2003-05-14,443.6
2003-05-15,437.873
2003-05-16,438.458
2003-05-19,430.485
2003-05-20,431.559
2003-05-21,429.127
2003-05-22,431.512
2003-05-23,438.585
2003-05-26,439.898
2003-05-27,433.691
2003-05-28,431.764
2003-05-29,437.084
2003-05-30,433.598
2003-06-02,439.54
2003-06-03,438.846
2003-06-04,437.984
2003-06-05,446.019
2003-06-06,444.923
2003-06-09,449.313
2003-06-10,451.064
2003-06-11,455.254
2003-06-12,454.337
2003-06-13,458.053
2003-06-16,454.768
2003-06-17,457.141
2003-06-18,458.291
2003-06-19,456.634
2003-06-20,461.018
2003-06-23,466.84
2003-06-24,458.304
2003-06-25,463.118
2003-06-26,458.059
2003-06-27,464.154
2003-06-30,462.653
2003-07-01,471.536
2003-07-02,483.819
2003-07-03,488.255
2003-07-04,485.108
2003-07-07,490.837
2003-07-08,490.995
2003-07-09,499.131
2003-07-10,498.663
2003-07-11,487.081
2003-07-14,492.095
2003-07-15,491.819
2003-07-16,486.264
2003-07-17,475.807
2003-07-18,477.303
2003-07-21,479.035
2003-07-22,473.685
2003-07-23,482.905
2003-07-24,485.452
2003-07-25,484.612
2003-07-28,490.559
2003-07-29,489.665
2003-07-30,479.809
2003-07-31,476.436
2003-08-01,479.202
2003-08-04,475.126
2003-08-05,472.257
2003-08-06,469.146
2003-08-07,473.349
2003-08-08,474.496
2003-08-11,482.438
2003-08-12,486.871
2003-08-13,492.104
2003-08-14,499.089
2003-08-15,498.176
2003-08-18,503.905
2003-08-19,509.514
2003-08-20,521.215
2003-08-21,525.928
2003-08-22,525.717
2003-08-25,525.159
2003-08-26,526.042
2003-08-27,522.988
2003-08-28,521.584
2003-08-29,529.835
2003-09-01,544.739
2003-09-02,545.994
2003-09-03,548.74
2003-09-04,544.485
2003-09-05,541.371
2003-09-08,545.081
2003-09-09,555.882
2003-09-10,551.6
2003-09-11,541.322
2003-09-12,550.001
2003-09-15,549.439
2003-09-16,560.486
2003-09-17,563.972
2003-09-18,571.805
2003-09-19,577.982
2003-09-22,574.653
2003-09-23,576.999
2003-09-24,578.649
2003-09-25,568.621
2003-09-26,566.558
2003-09-29,566.49
2003-09-30,569.077
2003-10-01,580.473
2003-10-02,597.677
2003-10-03,602.357
2003-10-06,600.366
2003-10-07,609.166
2003-10-08,600.686
2003-10-09,602.495
2003-10-10,614.072
2003-10-13,611.96
2003-10-14,615.876
2003-10-15,613.661
2003-10-16,622.872
2003-10-17,625.694
2003-10-20,626.835
2003-10-21,622.851
2003-10-22,617.356
2003-10-23,583.839
2003-10-24,588.961
2003-10-27,601.905
2003-10-28,607.798
2003-10-29,618.709
2003-10-30,618.15
2003-10-31,605.389
2003-11-03,598.449
2003-11-04,622.673
2003-11-05,618.271
2003-11-06,602.525
2003-11-07,607.255
2003-11-10,609.856
2003-11-11,590.808
2003-11-12,586.348
2003-11-13,596.333
2003-11-14,588.632
2003-11-17,560.182
2003-11-18,565.762
2003-11-19,555.217
2003-11-20,565.143
2003-11-21,567.48
2003-11-24,565.325
2003-11-25,572.024
2003-11-26,584.197
2003-11-27,583.921
2003-11-28,576.073
2003-12-01,588.343
2003-12-02,595.473
2003-12-03,594.522
2003-12-04,597.37
2003-12-05,598.021
2003-12-08,586.72
2003-12-09,587.185
2003-12-10,577.049
2003-12-11,582.101
2003-12-12,590.162
2003-12-15,603.364
2003-12-16,597.594
2003-12-17,592.051
2003-12-18,591.429
2003-12-19,598.288
2003-12-22,604.228
2003-12-23,604.538
2003-12-24,604.107
2003-12-25,604.451
2003-12-26,608.554
2003-12-29,613.613
2003-12-30,622.646
2003-12-31,621.281
2004-01-01,621.281
2004-01-02,622.151
2004-01-05,635.415
2004-01-06,634.329
2004-01-07,634.207
2004-01-08,635.646
2004-01-09,637.383
2004-01-12,637.024
2004-01-13,635.508
2004-01-14,637.946
2004-01-15,629.399
2004-01-16,631.038
2004-01-19,636.324
2004-01-20,638.144
2004-01-21,637.328
2004-01-22,641.76
2004-01-23,644.568
2004-01-26,641.867
2004-01-27,640.394
2004-01-28,636.08
2004-01-29,627.379
2004-01-30,630.04
2004-02-02,636.818
2004-02-03,633.798
2004-02-04,622.507
2004-02-05,622.347
