Date,USA VALUE Standard (Large+Mid Cap)
1992-04-30,1397.822
1992-05-29,1403.307
1992-06-30,1397.594
1992-07-31,1451.219
1992-08-31,1405.954
1992-09-30,1422.244
1992-10-30,1415.014
1992-11-30,1448.774
1992-12-31,1472.064
1993-01-29,1515.616
1993-02-26,1570.654
1993-03-31,1615.229
1993-04-30,1610.397
1993-05-31,1633.321
1993-06-30,1659.718
1993-07-30,1689.879
1993-08-31,1749.931
1993-09-30,1751.39
1993-10-29,1749.028
1993-11-30,1716.456
1993-12-31,1746.274
1994-01-31,1822.022
1994-02-28,1754.755
1994-03-31,1688.42
1994-04-29,1722.532
1994-05-31,1752.249
1994-06-30,1710.791
1994-07-29,1769.522
1994-08-31,1821.402
1994-09-30,1760.084
1994-10-31,1805.195
1994-11-30,1735.262
1994-12-30,1756.476
1995-01-31,1808.731
1995-02-28,1883.852
1995-03-31,1933.538
1995-04-28,2000.251
1995-05-31,2082.074
1995-06-30,2115.13
1995-07-31,2197.118
1995-08-31,2215.217
1995-09-29,2291.8
1995-10-31,2260.685
1995-11-30,2377.063
1995-12-29,2430.416
1996-01-31,2508.478
1996-02-29,2528.964
1996-03-29,2574.304
1996-04-30,2611.654
1996-05-31,2641.351
1996-06-28,2635.066
1996-07-31,2517.588
1996-08-30,2589.922
1996-09-30,2696.231
1996-10-31,2791.981
1996-11-29,3003.996
1996-12-31,2954.042
1997-01-31,3109.588
1997-02-28,3126.783
1997-03-31,3019.088
1997-04-30,3145.876
1997-05-30,3328.019
1997-06-30,3454.056
1997-07-31,3754.456
1997-08-29,3583.124
1997-09-30,3789.057
1997-10-31,3698.935
1997-11-28,3850.891
1997-12-31,3947.299
1998-01-30,3905.683
1998-02-27,4165.999
1998-03-31,4376.906
1998-04-30,4470.82
1998-05-29,4367.381
1998-06-30,4409.447
1998-07-31,4347.586
1998-08-31,3664.453
1998-09-30,3865.938
1998-10-30,4186.446
1998-11-30,4424.271
1998-12-31,4550.01
1999-01-29,4665.543
1999-02-26,4628.071
1999-03-31,4745.91
1999-04-30,5166.326
1999-05-31,5075.253
1999-06-30,5218.402
1999-07-30,5076.106
1999-08-31,4912.138
1999-09-30,4687.693
1999-10-29,4953.302
1999-11-30,4938.908
1999-12-31,5041.096
2000-01-31,4887.507
2000-02-29,4566.712
2000-03-31,5044.711
2000-04-28,5059.446
2000-05-31,5069.706
2000-06-30,4943.828
2000-07-31,4988.161
2000-08-31,5238.577
2000-09-29,5211.588
2000-10-31,5289.665
2000-11-30,4976.26
2000-12-29,5184.208
2001-01-31,5281.553
2001-02-28,5020.573
2001-03-30,4821.675
2001-04-30,5136.373
2001-05-31,5206.792
2001-06-29,5080.868
2001-07-31,5021.315
2001-08-31,4718.818
2001-09-28,4338.297
2001-10-31,4278.269
2001-11-30,4533.137
2001-12-31,4574.384
2002-01-31,4522.345
2002-02-28,4372.245
2002-03-29,4649.441
2002-04-30,4402.185
2002-05-31,4390.825
2002-06-28,4073.195
2002-07-31,3658.165
2002-08-30,3673.889
2002-09-30,3241.371
2002-10-31,3521.009
2002-11-29,3806.367
2002-12-31,3542.414
2003-01-31,3470.261
2003-02-28,3384.606
2003-03-31,3369.114
2003-04-30,3722.866
2003-05-30,3999.867
2003-06-30,4052.861
2003-07-31,4101.735
2003-08-29,4174.592
2003-09-30,4135.777
2003-10-31,4352.34
2003-11-28,4407.757
2003-12-31,4724.104
2004-01-30,4795.547
2004-02-27,4880.368
2004-03-31,4812.454
2004-04-30,4721.477
2004-05-31,4757.492
2004-06-30,4882.227
2004-07-30,4815.822
2004-08-31,4892.242
2004-09-30,4934.92
2004-10-29,5007.363
2004-11-30,5231.796
2004-12-31,5412.177
2005-01-31,5305.839
2005-02-28,5467.768
2005-03-31,5381.221
2005-04-29,5301.27
2005-05-31,5407.878
2005-06-30,5442.413
2005-07-29,5579.753
2005-08-31,5535.353
2005-09-30,5612.658
2005-10-31,5489.874
2005-11-30,5693.432
2005-12-30,5736.175
2006-01-31,5887.483
2006-02-28,5942.233
2006-03-31,6017.512
2006-04-28,6175.457
2006-05-31,6024.474
2006-06-30,6056.505
2006-07-31,6215.887
2006-08-31,6342.629
2006-09-29,6493.827
2006-10-31,6708.95
2006-11-30,6836.204
2006-12-29,6996.619
2007-01-31,7079.246
2007-02-28,6966.998
2007-03-30,7079.192
2007-04-30,7373.998
2007-05-31,7635.019
2007-06-29,7468.749
2007-07-31,7135.759
2007-08-31,7240.685
2007-09-28,7487.44
2007-10-31,7497.25
2007-11-30,7125.84
2007-12-31,7030.731
2008-01-31,6744.861
2008-02-29,6423.49
2008-03-31,6407.428
2008-04-30,6663.476
2008-05-30,6625.331
2008-06-30,5986.394
2008-07-31,5959.639
2008-08-29,6048.966
2008-09-30,5659.92
2008-10-31,4753.822
2008-11-28,4483.332
2008-12-31,4543.089
2009-01-30,4012.156
2009-02-27,3467.333
2009-03-31,3776.497
2009-04-30,4163.194
2009-05-29,4439.139
2009-06-30,4395.726
2009-07-31,4746.349
2009-08-31,4987.261
2009-09-30,5146.925
2009-10-30,5013.828
2009-11-30,5313.902
2009-12-31,5362.998
2010-01-29,5247.653
2010-02-26,5373.393
2010-03-31,5700.957
2010-04-30,5786.69
2010-05-31,5333.633
2010-06-30,5070.684
2010-07-30,5410.658
2010-08-31,5188.562
2010-09-30,5572.732
2010-10-29,5719.477
2010-11-30,5687.275
2010-12-31,6133.646
2011-01-31,6307.093
2011-02-28,6566.636
2011-03-31,6558.258
2011-04-29,6756.249
2011-05-31,6654.679
2011-06-30,6521.976
2011-07-29,6299.167
2011-08-31,5950.884
2011-09-30,5542.997
2011-10-31,6102.348
2011-11-30,6077.197
2011-12-30,6224.828
2012-01-31,6424.925
2012-02-29,6681.073
2012-03-30,6880.372
2012-04-30,6814.906
2012-05-31,6416.221
2012-06-29,6724.07
2012-07-31,6809.191
2012-08-31,6902.854
2012-09-28,7107.458
2012-10-31,7067.353
2012-11-30,7021.986
2012-12-31,7157.871
2013-01-31,7607.517
2013-02-28,7728.253
2013-03-29,8026.457
2013-04-30,8236.6
2013-05-31,8421.232
2013-06-28,8359.536
2013-07-31,8743.288
2013-08-30,8419.227
2013-09-30,8606.026
2013-10-31,9011.2
2013-11-29,9250.085
2013-12-31,9471.295
2014-01-31,9132.323
2014-02-28,9498.865
2014-03-31,9759.017
2014-04-30,9876.176
2014-05-30,10019.342
2014-06-30,10231.834
2014-07-31,10056.688
2014-08-29,10408.955
2014-09-30,10253.357
2014-10-31,10455.989
2014-11-28,10640.743
2014-12-31,10635.041
2015-01-30,10206.995
2015-02-27,10714.395
2015-03-31,10489.827
2015-04-30,10695.069
2015-05-29,10793.98
2015-06-30,10517.583
2015-07-31,10600.865
2015-08-31,9987.002
2015-09-30,9779.308
2015-10-30,10554.896
2015-11-30,10593.717
2015-12-31,10428.32
2016-01-29,9979.536
2016-02-29,9971.289
2016-03-31,10645.601
2016-04-29,10772.232
2016-05-31,10954.426
2016-06-30,11082.499
2016-07-29,11412.124
2016-08-31,11481.006
2016-09-30,11466.019
2016-10-31,11300.297
2016-11-30,11852.985
2016-12-30,12187.432
2017-01-31,12247.025
2017-02-28,12699.375
2017-03-31,12610.89
2017-04-28,12596.725
2017-05-31,12616.768
2017-06-30,12855.199
2017-07-31,13042.139
2017-08-31,12928.287
2017-09-29,13311.366
2017-10-31,13475.456
2017-11-30,13884.312
2017-12-29,14060.643
2018-01-31,14594.097
2018-02-28,13862.136
2018-03-30,13574.246
2018-04-30,13603.465
2018-05-31,13669.302
2018-06-29,13745.732
2018-07-31,14334.251
2018-08-31,14529.719
2018-09-28,14592.238
2018-10-31,13954.679
2018-11-30,14374.169
2018-12-31,13051.48
2019-01-31,13990.604
2019-02-28,14432.77
2019-03-29,14549.306
2019-04-30,15017.524
2019-05-31,14039.372
2019-06-28,15000.15
2019-07-31,15153.771
2019-08-30,14760.206
2019-09-30,15279.422
2019-10-31,15498.889
2019-11-29,15962.876
2019-12-31,16409.128
2020-01-31,15999.615
2020-02-28,14448.925
2020-03-31,12185.8
2020-04-30,13479.795
2020-05-29,13863.23
2020-06-30,13764.401
2020-07-31,14284.798
2020-08-31,14850.725
2020-09-30,14521.523
2020-10-30,14194.246
2020-11-30,16043.239
2020-12-31,16564.606
2021-01-29,16369.106
2021-02-26,17121.959
2021-03-31,18287.891
2021-04-30,18959.159
2021-05-31,19453.208
2021-06-30,19271.456
2021-07-30,19496.659
2021-08-31,19884.397
2021-09-30,19165.441
2021-10-29,20258.047
2021-11-30,19710.495
2021-12-31,21065.699
2022-01-31,20549.984
2022-02-28,20170.228
2022-03-31,20761.213
2022-04-29,19739.645
2022-05-31,20111.113
2022-06-30,18463.247
2022-07-29,19507.298
2022-08-31,18957.974
2022-09-30,17403.316
2022-10-31,19343.127
2022-11-30,20517.648
2022-12-30,19750.808
2023-01-31,20384.608
2023-02-28,19688.516
2023-03-31,19547.387
2023-04-28,19803.069
2023-05-31,18996.764
2023-06-30,20169.757
2023-07-31,20895.317
2023-08-31,20373.343
2023-09-29,19637.256
2023-10-31,19077.998
2023-11-30,20448.086
2023-12-29,21575.318
2024-01-31,21693.527
2024-02-29,22444.225
2024-03-29,23532.822
2024-04-30,22542.02
2024-05-31,23193.915
2024-06-28,23194.337
2024-07-31,24309.338
2024-08-30,25010.266
2024-09-30,25444.927
2024-10-31,25144.873
2024-11-29,26512.174
2024-12-31,24668.253
2025-01-31,25770.578
2025-02-28,26017.5
2025-03-31,25385.023
2025-04-30,24487.763
2025-05-30,25136.946
2025-06-30,26258.163
2025-07-31,26389.241
2025-08-29,27120.76
2025-09-30,27611.21
2025-10-31,27355.854
2025-11-28,27838.78
2025-12-31,28051.035
2026-01-30,29308.158
