Date,USA VALUE Standard (Large+Mid Cap)
2001-05-28,5235.718
2001-05-29,5209.276
2001-05-30,5157.589
2001-05-31,5206.792
2001-06-01,5205.489
2001-06-04,5231.839
2001-06-05,5270.586
2001-06-06,5207.214
2001-06-07,5197.536
2001-06-08,5165.955
2001-06-11,5152.265
2001-06-12,5144.697
2001-06-13,5113.315
2001-06-14,5018.874
2001-06-15,5014.562
2001-06-18,4984.645
2001-06-19,5001.195
2001-06-20,5032.722
2001-06-21,5101.017
2001-06-22,5064.969
2001-06-25,5024.287
2001-06-26,5015.544
2001-06-27,5003.88
2001-06-28,5047.703
2001-06-29,5080.868
2001-07-02,5120.382
2001-07-03,5112.748
2001-07-04,5112.748
2001-07-05,5074.738
2001-07-06,4986.296
2001-07-09,5009.828
2001-07-10,4962.651
2001-07-11,4947.428
2001-07-12,5036.435
2001-07-13,5057.087
2001-07-16,5029.803
2001-07-17,5071.834
2001-07-18,5035.495
2001-07-19,5044.968
2001-07-20,5027.562
2001-07-23,4959.913
2001-07-24,4859.504
2001-07-25,4940.416
2001-07-26,5005.782
2001-07-27,5016.245
2001-07-30,5015.151
2001-07-31,5021.315
2001-08-01,5037.503
2001-08-02,5055.495
2001-08-03,5028.565
2001-08-06,4978.431
2001-08-07,4994.981
2001-08-08,4927.718
2001-08-09,4918.494
2001-08-10,4956.537
2001-08-13,4945.72
2001-08-14,4919.414
2001-08-15,4890.645
2001-08-16,4898.519
2001-08-17,4826.18
2001-08-20,4852.612
2001-08-21,4819.892
2001-08-22,4836.276
2001-08-23,4828.35
2001-08-24,4890.128
2001-08-27,4862.184
2001-08-28,4805.871
2001-08-29,4753.12
2001-08-30,4688.356
2001-08-31,4718.818
2001-09-03,4718.818
2001-09-04,4729.614
2001-09-05,4696.315
2001-09-06,4608.63
2001-09-07,4511.792
2001-09-10,4535.367
2001-09-11,4535.367
2001-09-12,4535.367
2001-09-13,4535.367
2001-09-14,4535.367
2001-09-17,4269.647
2001-09-18,4260.083
2001-09-19,4202.012
2001-09-20,4074.964
2001-09-21,4015.133
2001-09-24,4162.432
2001-09-25,4198.647
2001-09-26,4180.967
2001-09-27,4227.626
2001-09-28,4338.297
2001-10-01,4313.985
2001-10-02,4379.508
2001-10-03,4456.573
2001-10-04,4440.262
2001-10-05,4406.199
2001-10-08,4351.475
2001-10-09,4351.447
2001-10-10,4446.027
2001-10-11,4505.445
2001-10-12,4464.45
2001-10-15,4451.543
2001-10-16,4491.374
2001-10-17,4419.716
2001-10-18,4358.882
2001-10-19,4365.24
2001-10-22,4419.601
2001-10-23,4403.984
2001-10-24,4373.948
2001-10-25,4431.765
2001-10-26,4465.418
2001-10-29,4366.521
2001-10-30,4288.152
2001-10-31,4278.269
2001-11-01,4360.815
2001-11-02,4366.132
2001-11-05,4419.188
2001-11-06,4469.251
2001-11-07,4458.695
2001-11-08,4483.996
2001-11-09,4491.972
2001-11-12,4474.338
2001-11-13,4559.166
2001-11-14,4567.164
2001-11-15,4568.64
2001-11-16,4556.053
2001-11-19,4600.176
2001-11-20,4576.77
2001-11-21,4539.127
2001-11-22,4539.127
2001-11-23,4599.329
2001-11-26,4617.195
2001-11-27,4593.627
2001-11-28,4507.432
2001-11-29,4541.086
2001-11-30,4533.137
2001-12-03,4479.886
2001-12-04,4566.344
2001-12-05,4700.071
2001-12-06,4696.942
2001-12-07,4646.846
2001-12-10,4556.469
2001-12-11,4555.341
2001-12-12,4558.241
2001-12-13,4461.985
2001-12-14,4459.71
2001-12-17,4499.304
2001-12-18,4531.54
2001-12-19,4555.412
2001-12-20,4504.902
2001-12-21,4510.769
2001-12-24,4515.788
2001-12-25,4515.788
2001-12-26,4541.926
2001-12-27,4592.256
2001-12-28,4623.7
2001-12-31,4574.384
2002-01-01,4574.384
2002-01-02,4618.062
2002-01-03,4693.453
2002-01-04,4748.479
2002-01-07,4729.388
2002-01-08,4698.818
2002-01-09,4676.436
2002-01-10,4665.487
2002-01-11,4605.14
2002-01-14,4562.71
2002-01-15,4600.374
2002-01-16,4507.683
2002-01-17,4552.564
2002-01-18,4509.618
2002-01-21,4509.618
2002-01-22,4448.605
2002-01-23,4504.306
2002-01-24,4541.189
2002-01-25,4553.121
2002-01-28,4560.446
2002-01-29,4412.695
2002-01-30,4454.442
2002-01-31,4522.345
2002-02-01,4477.008
2002-02-04,4348.643
2002-02-05,4311.62
2002-02-06,4276.167
2002-02-07,4272.641
2002-02-08,4355.232
2002-02-11,4433.317
2002-02-12,4399.34
2002-02-13,4441.402
2002-02-14,4434.51
2002-02-15,4371.408
2002-02-18,4371.408
2002-02-19,4278.213
2002-02-20,4323.741
2002-02-21,4253.788
2002-02-22,4286.844
2002-02-25,4383.646
2002-02-26,4384.743
2002-02-27,4385.561
2002-02-28,4372.245
2002-03-01,4488.191
2002-03-04,4623.686
2002-03-05,4615.654
2002-03-06,4693.726
2002-03-07,4675.083
2002-03-08,4712.612
2002-03-11,4735.284
2002-03-12,4711.213
2002-03-13,4646.759
2002-03-14,4642.626
2002-03-15,4704.763
2002-03-18,4712.248
2002-03-19,4725.708
2002-03-20,4655.342
2002-03-21,4668.511
2002-03-22,4638.258
2002-03-25,4568.075
2002-03-26,4595.842
2002-03-27,4631.502
2002-03-28,4649.441
2002-03-29,4649.441
2002-04-01,4652.707
2002-04-02,4615.129
2002-04-03,4564.695
2002-04-04,4573.984
2002-04-05,4568.376
2002-04-08,4584.914
2002-04-09,4548.02
2002-04-10,4585.393
2002-04-11,4480.558
2002-04-12,4499.743
2002-04-15,4474.58
2002-04-16,4602.07
2002-04-17,4619.937
2002-04-18,4596.022
2002-04-19,4601.663
2002-04-22,4520.684
2002-04-23,4497.47
2002-04-24,4460.855
2002-04-25,4452.006
2002-04-26,4390.11
2002-04-29,4338.815
2002-04-30,4402.185
2002-05-01,4432.114
2002-05-02,4428.219
2002-05-03,4387.723
2002-05-06,4293.465
2002-05-07,4294.131
2002-05-08,4471.516
2002-05-09,4413.128
2002-05-10,4332.787
2002-05-13,4420.044
2002-05-14,4523.421
2002-05-15,4515.366
2002-05-16,4534.688
2002-05-17,4550.18
2002-05-20,4493.135
2002-05-21,4447.416
2002-05-22,4470.156
2002-05-23,4517.729
2002-05-24,4468.631
2002-05-27,4468.631
2002-05-28,4435.799
2002-05-29,4396.701
2002-05-30,4377.941
2002-05-31,4390.825
2002-06-03,4278.073
2002-06-04,4270.242
2002-06-05,4290.329
2002-06-06,4207.325
2002-06-07,4213.186
2002-06-10,4215.273
2002-06-11,4144.194
2002-06-12,4164.45
2002-06-13,4125.381
2002-06-14,4113.612
2002-06-17,4246.119
2002-06-18,4256.118
2002-06-19,4182.923
2002-06-20,4117.569
2002-06-21,4071.639
2002-06-24,4074.02
2002-06-25,4014.63
2002-06-26,3951.336
2002-06-27,4019.455
2002-06-28,4073.195
2002-07-01,3979.391
2002-07-02,3896.247
2002-07-03,3907.539
2002-07-04,3907.539
2002-07-05,4045.876
2002-07-08,4005.863
2002-07-09,3919.93
2002-07-10,3797.482
2002-07-11,3825.44
2002-07-12,3791.76
2002-07-15,3774.904
2002-07-16,3706.83
2002-07-17,3710.884
2002-07-18,3616.836
2002-07-19,3482.672
2002-07-22,3332.636
2002-07-23,3191.191
2002-07-24,3369.605
2002-07-25,3340.452
2002-07-26,3402.509
2002-07-29,3600.61
2002-07-30,3620.125
2002-07-31,3658.165
2002-08-01,3546.225
2002-08-02,3450.449
2002-08-05,3317.413
2002-08-06,3424.723
2002-08-07,3479.741
2002-08-08,3607.013
2002-08-09,3630.591
2002-08-12,3609.361
2002-08-13,3529.653
2002-08-14,3660.008
2002-08-15,3710.668
2002-08-16,3707.65
2002-08-19,3799.108
2002-08-20,3739.472
2002-08-21,3795.242
2002-08-22,3847.509
2002-08-23,3754.545
2002-08-26,3796.829
2002-08-27,3758.052
2002-08-28,3676.651
2002-08-29,3681.401
2002-08-30,3673.889
2002-09-02,3673.889
2002-09-03,3504.948
2002-09-04,3566.19
2002-09-05,3507.422
2002-09-06,3574.306
2002-09-09,3604.713
2002-09-10,3623.631
2002-09-11,3632.169
2002-09-12,3538.529
2002-09-13,3539.19
2002-09-16,3534.891
2002-09-17,3460.802
2002-09-18,3443.1
2002-09-19,3335.0
2002-09-20,3347.707
2002-09-23,3309.381
2002-09-24,3229.84
2002-09-25,3306.556
2002-09-26,3385.912
2002-09-27,3285.739
2002-09-30,3241.371
2002-10-01,3372.88
2002-10-02,3271.229
2002-10-03,3231.711
2002-10-04,3151.905
2002-10-07,3072.302
2002-10-08,3098.21
2002-10-09,2993.866
2002-10-10,3136.244
2002-10-11,3273.054
2002-10-14,3272.384
2002-10-15,3457.005
2002-10-16,3370.332
2002-10-17,3456.893
2002-10-18,3463.006
2002-10-21,3540.493
2002-10-22,3525.292
2002-10-23,3549.123
2002-10-24,3511.929
2002-10-25,3557.326
2002-10-28,3538.246
2002-10-29,3489.954
2002-10-30,3543.547
2002-10-31,3521.009
2002-11-01,3595.491
2002-11-04,3636.923
2002-11-05,3674.27
2002-11-06,3707.761
2002-11-07,3596.866
2002-11-08,3571.68
2002-11-11,3489.384
2002-11-12,3529.057
2002-11-13,3514.332
2002-11-14,3604.756
2002-11-15,3645.354
2002-11-18,3609.93
2002-11-19,3599.943
2002-11-20,3671.961
2002-11-21,3773.065
2002-11-22,3765.363
2002-11-25,3783.958
2002-11-26,3689.907
2002-11-27,3807.769
2002-11-28,3807.769
2002-11-29,3806.367
2002-12-02,3798.916
2002-12-03,3721.709
2002-12-04,3688.554
2002-12-05,3643.929
2002-12-06,3668.55
2002-12-09,3565.509
2002-12-10,3623.98
2002-12-11,3627.95
2002-12-12,3627.169
2002-12-13,3578.146
2002-12-16,3681.159
2002-12-17,3658.053
2002-12-18,3598.632
2002-12-19,3568.952
2002-12-20,3624.161
2002-12-23,3626.979
2002-12-24,3595.618
2002-12-25,3595.618
2002-12-26,3592.789
2002-12-27,3524.279
2002-12-30,3532.263
2002-12-31,3542.414
2003-01-01,3542.414
2003-01-02,3671.14
2003-01-03,3674.207
2003-01-06,3790.568
2003-01-07,3758.896
2003-01-08,3700.283
2003-01-09,3771.9
2003-01-10,3779.944
2003-01-13,3772.633
2003-01-14,3808.507
2003-01-15,3752.749
2003-01-16,3732.674
2003-01-17,3678.166
2003-01-20,3678.166
2003-01-21,3610.698
2003-01-22,3570.588
2003-01-23,3612.419
2003-01-24,3498.349
2003-01-27,3435.311
2003-01-28,3481.314
2003-01-29,3514.526
2003-01-30,3427.928
2003-01-31,3470.261
2003-02-03,3490.05
2003-02-04,3436.716
2003-02-05,3414.595
2003-02-06,3383.588
2003-02-07,3343.744
2003-02-10,3369.228
2003-02-11,3340.808
2003-02-12,3286.647
2003-02-13,3291.813
2003-02-14,3363.782
2003-02-17,3363.782
2003-02-18,3434.655
2003-02-19,3405.733
2003-02-20,3372.467
2003-02-21,3413.18
2003-02-24,3352.604
2003-02-25,3369.601
2003-02-26,3321.968
2003-02-27,3363.785
2003-02-28,3384.606
2003-03-03,3364.999
2003-03-04,3312.153
2003-03-05,3349.144
2003-03-06,3307.719
2003-03-07,3325.862
2003-03-10,3233.057
2003-03-11,3197.521
2003-03-12,3197.087
2003-03-13,3314.36
2003-03-14,3324.504
2003-03-17,3442.424
2003-03-18,3463.923
2003-03-19,3486.742
2003-03-20,3502.214
2003-03-21,3578.155
2003-03-24,3446.003
2003-03-25,3485.227
2003-03-26,3471.051
2003-03-27,3461.363
2003-03-28,3441.648
2003-03-31,3369.114
2003-04-01,3423.419
2003-04-02,3518.007
2003-04-03,3488.476
2003-04-04,3504.31
2003-04-07,3516.959
2003-04-08,3501.43
2003-04-09,3458.724
2003-04-10,3483.727
2003-04-11,3471.486
2003-04-14,3541.708
2003-04-15,3567.515
2003-04-16,3537.386
2003-04-17,3593.891
2003-04-18,3593.891
2003-04-21,3593.744
2003-04-22,3680.67
2003-04-23,3733.117
2003-04-24,3688.917
2003-04-25,3634.731
2003-04-28,3707.103
2003-04-29,3714.467
2003-04-30,3722.866
2003-05-01,3723.019
2003-05-02,3784.596
2003-05-05,3770.458
2003-05-06,3805.09
2003-05-07,3785.103
2003-05-08,3738.953
2003-05-09,3793.419
2003-05-12,3848.858
2003-05-13,3841.995
2003-05-14,3835.919
2003-05-15,3871.296
2003-05-16,3881.723
2003-05-19,3780.293
2003-05-20,3779.566
2003-05-21,3804.429
2003-05-22,3841.15
2003-05-23,3862.388
2003-05-26,3862.388
2003-05-27,3946.15
2003-05-28,3953.703
2003-05-29,3938.434
2003-05-30,3999.867
2003-06-02,4036.836
2003-06-03,4048.749
2003-06-04,4108.784
2003-06-05,4125.022
2003-06-06,4126.653
2003-06-09,4068.288
2003-06-10,4104.071
2003-06-11,4165.338
2003-06-12,4169.745
2003-06-13,4131.321
2003-06-16,4211.219
2003-06-17,4204.119
2003-06-18,4185.354
2003-06-19,4119.427
2003-06-20,4133.241
2003-06-23,4080.528
2003-06-24,4094.539
2003-06-25,4059.455
2003-06-26,4094.57
2003-06-27,4055.875
2003-06-30,4052.861
2003-07-01,4079.221
2003-07-02,4116.378
2003-07-03,4086.962
2003-07-04,4086.962
2003-07-07,4150.555
2003-07-08,4157.068
2003-07-09,4137.788
2003-07-10,4078.706
2003-07-11,4115.771
2003-07-14,4139.453
2003-07-15,4112.62
2003-07-16,4075.272
2003-07-17,4038.254
2003-07-18,4101.382
2003-07-21,4042.769
2003-07-22,4087.606
2003-07-23,4077.8
2003-07-24,4057.516
2003-07-25,4128.682
2003-07-28,4124.456
2003-07-29,4096.686
2003-07-30,4087.184
2003-07-31,4101.735
2003-08-01,4060.294
2003-08-04,4071.688
2003-08-05,4004.566
2003-08-06,4025.294
2003-08-07,4049.264
2003-08-08,4072.276
2003-08-11,4082.157
2003-08-12,4122.146
2003-08-13,4098.955
2003-08-14,4134.064
2003-08-15,4131.53
2003-08-18,4161.225
2003-08-19,4170.158
2003-08-20,4162.644
2003-08-21,4178.685
2003-08-22,4122.782
2003-08-25,4119.127
2003-08-26,4128.49
2003-08-27,4125.159
2003-08-28,4152.101
2003-08-29,4174.592
2003-09-01,4174.592
2003-09-02,4233.328
2003-09-03,4255.291
2003-09-04,4253.144
2003-09-05,4226.868
2003-09-08,4262.408
2003-09-09,4226.595
2003-09-10,4178.668
2003-09-11,4195.67
2003-09-12,4204.004
2003-09-15,4185.927
2003-09-16,4234.819
2003-09-17,4226.617
2003-09-18,4291.592
2003-09-19,4281.693
2003-09-22,4230.959
2003-09-23,4243.742
2003-09-24,4178.765
2003-09-25,4155.136
2003-09-26,4131.51
2003-09-29,4165.371
2003-09-30,4135.777
2003-10-01,4222.718
2003-10-02,4231.973
2003-10-03,4260.207
2003-10-06,4284.477
2003-10-07,4301.822
2003-10-08,4283.762
2003-10-09,4299.467
2003-10-10,4293.563
2003-10-13,4322.981
2003-10-14,4341.841
2003-10-15,4329.316
2003-10-16,4339.253
2003-10-17,4302.101
2003-10-20,4314.652
2003-10-21,4303.399
2003-10-22,4251.499
2003-10-23,4277.659
2003-10-24,4268.669
2003-10-27,4274.311
2003-10-28,4321.286
2003-10-29,4337.952
2003-10-30,4338.888
2003-10-31,4352.34
2003-11-03,4383.453
2003-11-04,4366.908
2003-11-05,4358.626
2003-11-06,4379.4
2003-11-07,4366.268
2003-11-10,4348.786
2003-11-11,4344.696
2003-11-12,4385.012
2003-11-13,4382.102
2003-11-14,4350.904
2003-11-17,4329.105
2003-11-18,4293.347
2003-11-19,4325.995
2003-11-20,4298.105
2003-11-21,4310.058
2003-11-24,4359.186
2003-11-25,4387.728
2003-11-26,4410.518
2003-11-27,4410.518
2003-11-28,4407.757
2003-12-01,4457.791
2003-12-02,4460.947
2003-12-03,4462.942
2003-12-04,4479.789
2003-12-05,4454.909
2003-12-08,4495.469
2003-12-09,4474.723
2003-12-10,4472.359
2003-12-11,4519.447
2003-12-12,4533.54
2003-12-15,4517.697
2003-12-16,4554.069
2003-12-17,4563.53
2003-12-18,4612.279
2003-12-19,4620.525
2003-12-22,4645.16
2003-12-23,4654.494
2003-12-24,4644.422
2003-12-25,4644.422
2003-12-26,4650.779
2003-12-29,4707.909
2003-12-30,4711.741
2003-12-31,4724.104
2004-01-01,4724.104
2004-01-02,4714.865
2004-01-05,4768.559
2004-01-06,4764.349
2004-01-07,4765.973
2004-01-08,4793.741
2004-01-09,4747.03
2004-01-12,4763.78
2004-01-13,4738.986
2004-01-14,4781.312
2004-01-15,4789.032
2004-01-16,4819.868
2004-01-19,4819.868
2004-01-20,4820.772
2004-01-21,4871.214
2004-01-22,4858.389
2004-01-23,4838.491
2004-01-26,4891.97
2004-01-27,4853.514
2004-01-28,4792.76
2004-01-29,4810.19
2004-01-30,4795.547
2004-02-02,4807.501
2004-02-03,4797.111
2004-02-04,4764.583
2004-02-05,4776.833
2004-02-06,4821.494
2004-02-09,4814.179
2004-02-10,4836.119
2004-02-11,4904.232
2004-02-12,4883.411
2004-02-13,4862.767
2004-02-16,4862.767
2004-02-17,4903.485
2004-02-18,4879.366
2004-02-19,4869.977
2004-02-20,4851.419
2004-02-23,4859.07
2004-02-24,4841.916
2004-02-25,4863.495
2004-02-26,4870.571
2004-02-27,4880.368
2004-03-01,4924.893
2004-03-02,4904.823
2004-03-03,4917.772
2004-03-04,4925.677
2004-03-05,4950.669
2004-03-08,4919.614
2004-03-09,4888.264
2004-03-10,4808.606
2004-03-11,4730.582
2004-03-12,4787.032
2004-03-15,4725.979
2004-03-16,4754.847
2004-03-17,4813.776
2004-03-18,4813.566
2004-03-19,4763.442
2004-03-22,4693.664
2004-03-23,4690.838
2004-03-24,4665.302
2004-03-25,4726.808
2004-03-26,4728.805
2004-03-29,4786.472
2004-03-30,4810.794
2004-03-31,4812.454
2004-04-01,4837.638
2004-04-02,4852.104
2004-04-05,4887.497
2004-04-06,4887.992
2004-04-07,4854.371
2004-04-08,4851.155
2004-04-09,4851.155
2004-04-12,4871.156
2004-04-13,4793.546
2004-04-14,4774.924
2004-04-15,4779.977
2004-04-16,4820.527
2004-04-19,4815.067
2004-04-20,4749.897
2004-04-21,4771.076
2004-04-22,4844.268
2004-04-23,4826.17
2004-04-26,4817.606
2004-04-27,4832.919
2004-04-28,4770.136
2004-04-29,4737.217
2004-04-30,4721.477
2004-05-03,4768.619
2004-05-04,4782.541
2004-05-05,4788.908
2004-05-06,4755.634
2004-05-07,4666.219
2004-05-10,4597.758
2004-05-11,4628.853
2004-05-12,4649.61
2004-05-13,4646.57
2004-05-14,4657.714
2004-05-17,4607.598
2004-05-18,4640.029
2004-05-19,4630.358
2004-05-20,4633.807
2004-05-21,4654.9
2004-05-24,4665.494
2004-05-25,4737.184
2004-05-26,4743.624
2004-05-27,4763.013
2004-05-28,4757.492
2004-05-31,4757.492
2004-06-01,4759.809
2004-06-02,4781.837
2004-06-03,4747.695
2004-06-04,4771.374
2004-06-07,4842.543
2004-06-08,4841.962
2004-06-09,4804.838
2004-06-10,4832.356
2004-06-11,4828.536
2004-06-14,4779.72
2004-06-15,4809.729
2004-06-16,4823.997
2004-06-17,4831.259
2004-06-18,4850.014
2004-06-21,4837.173
2004-06-22,4849.572
2004-06-23,4892.588
2004-06-24,4884.458
2004-06-25,4848.839
2004-06-28,4852.884
2004-06-29,4860.187
2004-06-30,4882.227
2004-07-01,4840.123
2004-07-02,4833.842
2004-07-05,4833.842
2004-07-06,4810.975
2004-07-07,4820.282
2004-07-08,4785.027
2004-07-09,4803.33
2004-07-12,4818.702
2004-07-13,4820.155
2004-07-14,4814.568
2004-07-15,4794.512
2004-07-16,4789.361
2004-07-19,4799.109
2004-07-20,4817.981
2004-07-21,4762.044
2004-07-22,4763.194
2004-07-23,4737.031
2004-07-26,4729.708
2004-07-27,4771.23
2004-07-28,4789.889
2004-07-29,4813.642
2004-07-30,4815.822
2004-08-02,4837.224
2004-08-03,4821.336
2004-08-04,4817.767
2004-08-05,4746.613
2004-08-06,4683.328
2004-08-09,4694.131
2004-08-10,4747.882
2004-08-11,4752.163
2004-08-12,4696.04
2004-08-13,4700.448
2004-08-16,4768.457
2004-08-17,4772.221
2004-08-18,4825.951
2004-08-19,4811.127
2004-08-20,4850.012
2004-08-23,4831.002
2004-08-24,4839.607
2004-08-25,4872.658
2004-08-26,4877.78
2004-08-27,4887.768
2004-08-30,4860.895
2004-08-31,4892.242
2004-09-01,4896.074
2004-09-02,4945.695
2004-09-03,4940.995
2004-09-06,4940.995
2004-09-07,4982.373
2004-09-08,4956.213
2004-09-09,4959.852
2004-09-10,4971.818
2004-09-13,4975.62
2004-09-14,4978.829
2004-09-15,4949.405
2004-09-16,4977.426
2004-09-17,5000.704
2004-09-20,4968.808
2004-09-21,5008.134
2004-09-22,4944.693
2004-09-23,4907.374
2004-09-24,4924.131
2004-09-27,4899.992
2004-09-28,4933.88
2004-09-29,4944.504
2004-09-30,4934.92
2004-10-01,5004.314
2004-10-04,5020.233
2004-10-05,5016.584
2004-10-06,5055.799
2004-10-07,5016.243
2004-10-08,4995.503
2004-10-11,5002.656
2004-10-12,4996.373
2004-10-13,4949.366
2004-10-14,4910.195
2004-10-15,4938.699
2004-10-18,4945.911
2004-10-19,4892.452
2004-10-20,4883.482
2004-10-21,4892.484
2004-10-22,4862.946
2004-10-25,4861.157
2004-10-26,4935.101
2004-10-27,4978.733
2004-10-28,4988.355
2004-10-29,5007.363
2004-11-01,5012.532
2004-11-02,5002.059
2004-11-03,5060.594
2004-11-04,5157.742
2004-11-05,5163.623
2004-11-08,5159.177
2004-11-09,5157.18
2004-11-10,5165.522
2004-11-11,5210.252
2004-11-12,5259.233
2004-11-15,5240.225
2004-11-16,5210.543
2004-11-17,5237.632
2004-11-18,5245.512
2004-11-19,5195.959
2004-11-22,5228.588
2004-11-23,5234.421
2004-11-24,5253.945
2004-11-25,5253.945
2004-11-26,5264.38
2004-11-29,5242.547
2004-11-30,5231.796
2004-12-01,5302.627
2004-12-02,5283.08
2004-12-03,5283.383
2004-12-06,5281.912
2004-12-07,5226.274
2004-12-08,5244.969
2004-12-09,5270.121
2004-12-10,5276.368
2004-12-13,5336.488
2004-12-14,5348.386
2004-12-15,5368.933
2004-12-16,5351.761
2004-12-17,5328.269
2004-12-20,5347.548
2004-12-21,5395.459
2004-12-22,5414.378
2004-12-23,5417.146
2004-12-24,5417.146
2004-12-27,5387.397
2004-12-28,5419.96
2004-12-29,5416.764
2004-12-30,5417.324
2004-12-31,5412.177
2005-01-03,5366.198
2005-01-04,5310.74
2005-01-05,5288.113
2005-01-06,5316.286
2005-01-07,5297.169
2005-01-10,5311.105
2005-01-11,5276.022
2005-01-12,5293.4
2005-01-13,5259.422
2005-01-14,5292.101
2005-01-17,5292.101
2005-01-18,5352.401
2005-01-19,5302.711
2005-01-20,5269.704
2005-01-21,5241.363
2005-01-24,5239.836
2005-01-25,5247.342
2005-01-26,5269.531
2005-01-27,5268.584
2005-01-28,5252.564
2005-01-31,5305.839
2005-02-01,5356.433
2005-02-02,5373.192
2005-02-03,5370.652
2005-02-04,5433.485
2005-02-07,5428.336
2005-02-08,5431.716
2005-02-09,5400.03
2005-02-10,5422.992
2005-02-11,5452.802
2005-02-14,5461.561
2005-02-15,5473.441
2005-02-16,5479.17
2005-02-17,5436.597
2005-02-18,5436.185
2005-02-21,5436.185
2005-02-22,5350.88
2005-02-23,5393.773
2005-02-24,5437.073
2005-02-25,5498.474
2005-02-28,5467.768
2005-03-01,5490.783
2005-03-02,5494.072
2005-03-03,5495.227
2005-03-04,5558.969
2005-03-07,5562.204
2005-03-08,5544.714
2005-03-09,5471.403
2005-03-10,5483.924
2005-03-11,5459.381
2005-03-14,5501.443
2005-03-15,5463.605
2005-03-16,5417.161
2005-03-17,5431.614
2005-03-18,5439.226
2005-03-21,5406.903
2005-03-22,5337.467
2005-03-23,5327.32
2005-03-24,5321.241
2005-03-25,5321.241
2005-03-28,5332.013
2005-03-29,5294.671
2005-03-30,5369.045
2005-03-31,5381.221
2005-04-01,5356.662
2005-04-04,5360.377
2005-04-05,5371.992
2005-04-06,5398.754
2005-04-07,5425.437
2005-04-08,5380.94
2005-04-11,5387.474
2005-04-12,5420.152
2005-04-13,5354.408
2005-04-14,5298.385
2005-04-15,5211.185
2005-04-18,5236.378
2005-04-19,5274.921
2005-04-20,5200.798
2005-04-21,5292.091
2005-04-22,5273.768
2005-04-25,5322.1
2005-04-26,5274.104
2005-04-27,5295.128
2005-04-28,5230.214
2005-04-29,5301.27
2005-05-02,5323.885
2005-05-03,5314.883
2005-05-04,5387.6
2005-05-05,5368.91
2005-05-06,5354.549
2005-05-09,5391.721
2005-05-10,5330.859
2005-05-11,5352.784
2005-05-12,5282.721
2005-05-13,5235.717
2005-05-16,5289.383
2005-05-17,5334.195
2005-05-18,5388.67
2005-05-19,5413.654
2005-05-20,5404.878
2005-05-23,5425.398
2005-05-24,5419.116
2005-05-25,5401.438
2005-05-26,5432.01
2005-05-27,5441.916
2005-05-30,5441.916
2005-05-31,5407.878
2005-06-01,5459.292
2005-06-02,5459.145
2005-06-03,5430.693
2005-06-06,5437.09
2005-06-07,5438.94
2005-06-08,5430.721
2005-06-09,5451.513
2005-06-10,5452.589
2005-06-13,5464.455
2005-06-14,5479.417
