Date,ACWI IMI VALUE IMI (Large+Mid+Small Cap)
2002-04-23,461.303
2002-04-24,459.888
2002-04-25,459.039
2002-04-26,456.459
2002-04-29,453.916
2002-04-30,457.204
2002-05-01,460.233
2002-05-02,461.273
2002-05-03,462.024
2002-05-06,457.324
2002-05-07,454.397
2002-05-08,461.305
2002-05-09,458.82
2002-05-10,455.988
2002-05-13,459.883
2002-05-14,462.934
2002-05-15,464.427
2002-05-16,465.786
2002-05-17,468.791
2002-05-20,465.979
2002-05-21,464.259
2002-05-22,465.851
2002-05-23,467.697
2002-05-24,466.663
2002-05-27,466.335
2002-05-28,464.866
2002-05-29,463.669
2002-05-30,462.487
2002-05-31,463.594
2002-06-03,457.609
2002-06-04,454.871
2002-06-05,454.166
2002-06-06,449.338
2002-06-07,448.613
2002-06-10,448.595
2002-06-11,445.387
2002-06-12,444.941
2002-06-13,440.635
2002-06-14,436.285
2002-06-17,444.24
2002-06-18,445.768
2002-06-19,439.8
2002-06-20,436.335
2002-06-21,433.852
2002-06-24,431.824
2002-06-25,430.076
2002-06-26,426.912
2002-06-27,431.118
2002-06-28,438.177
2002-07-01,434.432
2002-07-02,426.375
2002-07-03,422.939
2002-07-04,424.317
2002-07-05,435.432
2002-07-08,435.084
2002-07-09,430.393
2002-07-10,418.995
2002-07-11,414.176
2002-07-12,412.055
2002-07-15,405.927
2002-07-16,401.906
2002-07-17,405.3
2002-07-18,401.973
2002-07-19,390.037
2002-07-22,375.93
2002-07-23,365.953
2002-07-24,373.875
2002-07-25,378.601
2002-07-26,379.923
2002-07-29,395.641
2002-07-30,398.687
2002-07-31,401.733
2002-08-01,391.718
2002-08-02,386.638
2002-08-05,376.559
2002-08-06,382.139
2002-08-07,386.984
2002-08-08,396.993
2002-08-09,401.296
2002-08-12,398.742
2002-08-13,394.931
2002-08-14,401.599
2002-08-15,406.01
2002-08-16,405.898
2002-08-19,411.876
2002-08-20,407.692
2002-08-21,412.512
2002-08-22,416.947
2002-08-23,410.685
2002-08-26,413.557
2002-08-27,414.676
2002-08-28,406.564
2002-08-29,404.397
2002-08-30,405.277
2002-09-02,403.862
2002-09-03,391.103
2002-09-04,392.914
2002-09-05,389.599
2002-09-06,394.251
2002-09-09,394.981
2002-09-10,397.536
2002-09-11,399.328
2002-09-12,391.695
2002-09-13,389.58
2002-09-16,388.286
2002-09-17,383.811
2002-09-18,379.362
2002-09-19,372.821
2002-09-20,372.144
2002-09-23,366.427
2002-09-24,359.825
2002-09-25,364.17
2002-09-26,373.383
2002-09-27,367.333
2002-09-30,361.757
2002-10-01,369.257
2002-10-02,364.976
2002-10-03,360.956
2002-10-04,353.757
2002-10-07,346.698
2002-10-08,346.726
2002-10-09,339.572
2002-10-10,348.126
2002-10-11,360.194
2002-10-14,360.411
2002-10-15,375.99
2002-10-16,371.358
2002-10-17,378.57
2002-10-18,379.082
2002-10-21,383.513
2002-10-22,379.364
2002-10-23,378.741
2002-10-24,378.074
2002-10-25,380.775
2002-10-28,381.753
2002-10-29,375.194
2002-10-30,380.159
2002-10-31,381.213
2002-11-01,385.055
2002-11-04,389.69
2002-11-05,393.025
2002-11-06,393.771
2002-11-07,387.968
2002-11-08,385.941
2002-11-11,379.806
2002-11-12,381.265
2002-11-13,378.75
2002-11-14,383.994
2002-11-15,387.842
2002-11-18,386.792
2002-11-19,385.943
2002-11-20,388.784
2002-11-21,397.235
2002-11-22,397.657
2002-11-25,397.97
2002-11-26,391.386
2002-11-27,399.209
2002-11-28,401.649
2002-11-29,401.563
2002-12-02,400.84
2002-12-03,395.883
2002-12-04,393.534
2002-12-05,390.053
2002-12-06,392.074
2002-12-09,385.488
2002-12-10,388.898
2002-12-11,390.064
2002-12-12,388.899
2002-12-13,386.251
2002-12-16,393.785
2002-12-17,392.153
2002-12-18,386.727
2002-12-19,385.348
2002-12-20,389.755
2002-12-23,390.098
2002-12-24,389.333
2002-12-25,389.214
2002-12-26,390.113
2002-12-27,384.521
2002-12-30,386.911
2002-12-31,388.337
2003-01-01,388.341
2003-01-02,397.148
2003-01-03,398.006
2003-01-06,406.38
2003-01-07,401.734
2003-01-08,396.405
2003-01-09,401.707
2003-01-10,402.555
2003-01-13,403.047
2003-01-14,405.194
2003-01-15,401.575
2003-01-16,400.96
2003-01-17,397.282
2003-01-20,395.657
2003-01-21,390.398
2003-01-22,385.82
2003-01-23,387.67
2003-01-24,381.187
2003-01-27,373.435
2003-01-28,376.001
2003-01-29,377.143
2003-01-30,373.983
2003-01-31,377.249
2003-02-03,380.959
2003-02-04,376.96
2003-02-05,377.202
2003-02-06,373.147
2003-02-07,369.964
2003-02-10,370.054
2003-02-11,369.308
2003-02-12,365.749
2003-02-13,365.696
2003-02-14,370.283
2003-02-17,372.262
2003-02-18,376.423
2003-02-19,373.554
2003-02-20,371.394
2003-02-21,374.473
2003-02-24,369.63
2003-02-25,367.326
2003-02-26,364.589
2003-02-27,367.564
2003-02-28,369.596
2003-03-03,370.239
2003-03-04,365.788
2003-03-05,367.201
2003-03-06,363.483
2003-03-07,362.864
2003-03-10,354.983
2003-03-11,352.217
2003-03-12,348.835
2003-03-13,358.034
2003-03-14,361.409
2003-03-17,369.128
2003-03-18,370.425
2003-03-19,373.391
2003-03-20,374.598
2003-03-21,381.571
2003-03-24,372.607
2003-03-25,375.479
2003-03-26,375.054
2003-03-27,373.634
2003-03-28,372.448
2003-03-31,366.097
2003-04-01,370.616
2003-04-02,377.31
2003-04-03,376.062
2003-04-04,378.02
2003-04-07,382.001
2003-04-08,380.175
2003-04-09,377.476
2003-04-10,378.742
2003-04-11,377.829
2003-04-14,382.967
2003-04-15,387.055
2003-04-16,384.115
2003-04-17,388.261
2003-04-18,388.436
2003-04-21,387.786
2003-04-22,394.313
2003-04-23,398.412
2003-04-24,395.607
2003-04-25,390.416
2003-04-28,396.328
2003-04-29,397.291
2003-04-30,400.388
2003-05-01,400.792
2003-05-02,404.808
2003-05-05,405.268
2003-05-06,409.919
2003-05-07,408.826
2003-05-08,404.856
2003-05-09,409.18
2003-05-12,413.367
2003-05-13,413.119
2003-05-14,413.523
2003-05-15,415.718
2003-05-16,416.56
2003-05-19,409.099
2003-05-20,409.378
2003-05-21,410.431
2003-05-22,414.044
2003-05-23,416.964
2003-05-26,417.626
2003-05-27,421.694
2003-05-28,422.893
2003-05-29,423.378
2003-05-30,427.158
2003-06-02,431.777
2003-06-03,431.592
2003-06-04,436.67
2003-06-05,440.027
2003-06-06,441.178
2003-06-09,436.973
2003-06-10,439.041
2003-06-11,445.416
2003-06-12,447.125
2003-06-13,444.033
2003-06-16,450.925
2003-06-17,452.213
2003-06-18,450.711
2003-06-19,444.968
2003-06-20,446.002
2003-06-23,440.393
2003-06-24,439.319
2003-06-25,439.012
2003-06-26,439.421
2003-06-27,437.911
2003-06-30,436.604
2003-07-01,438.499
2003-07-02,443.819
2003-07-03,443.596
2003-07-04,442.919
2003-07-07,448.94
2003-07-08,449.0
2003-07-09,447.456
2003-07-10,442.497
2003-07-11,444.73
2003-07-14,448.633
2003-07-15,445.612
2003-07-16,442.147
2003-07-17,437.368
2003-07-18,441.372
2003-07-21,437.969
2003-07-22,440.775
2003-07-23,441.395
2003-07-24,443.017
2003-07-25,447.18
2003-07-28,448.519
2003-07-29,446.237
2003-07-30,444.175
2003-07-31,445.063
2003-08-01,441.807
2003-08-04,441.781
2003-08-05,438.424
2003-08-06,437.768
2003-08-07,440.382
2003-08-08,441.989
2003-08-11,444.068
2003-08-12,447.172
2003-08-13,447.181
2003-08-14,451.153
2003-08-15,451.466
2003-08-18,454.345
2003-08-19,455.015
2003-08-20,455.837
2003-08-21,457.11
2003-08-22,452.637
2003-08-25,451.858
2003-08-26,450.884
2003-08-27,451.801
2003-08-28,453.705
2003-08-29,455.822
2003-09-01,458.203
2003-09-02,461.62
2003-09-03,465.008
2003-09-04,465.328
2003-09-05,464.346
2003-09-08,468.198
2003-09-09,466.324
2003-09-10,461.871
2003-09-11,462.461
2003-09-12,464.512
2003-09-15,463.83
2003-09-16,468.335
2003-09-17,469.093
2003-09-18,474.363
2003-09-19,474.111
2003-09-22,470.121
2003-09-23,470.87
2003-09-24,467.248
2003-09-25,463.875
2003-09-26,460.508
2003-09-29,462.439
2003-09-30,459.869
2003-10-01,469.348
2003-10-02,472.181
2003-10-03,476.851
2003-10-06,478.845
2003-10-07,480.962
2003-10-08,479.338
2003-10-09,482.632
2003-10-10,483.887
2003-10-13,486.774
2003-10-14,488.024
2003-10-15,487.541
2003-10-16,489.252
2003-10-17,485.82
2003-10-20,487.018
2003-10-21,486.935
2003-10-22,481.579
2003-10-23,478.357
2003-10-24,478.375
2003-10-27,480.414
2003-10-28,484.734
2003-10-29,487.207
2003-10-30,488.042
2003-10-31,487.275
2003-11-03,489.647
2003-11-04,490.752
2003-11-05,489.334
2003-11-06,488.987
2003-11-07,491.002
2003-11-10,489.137
2003-11-11,486.423
2003-11-12,490.849
2003-11-13,493.151
2003-11-14,492.02
2003-11-17,485.808
2003-11-18,485.14
2003-11-19,485.26
2003-11-20,483.854
2003-11-21,485.039
2003-11-24,488.711
2003-11-25,491.434
2003-11-26,494.947
2003-11-27,495.532
2003-11-28,495.743
2003-12-01,502.002
2003-12-02,503.421
2003-12-03,504.576
2003-12-04,505.14
2003-12-05,503.868
2003-12-08,506.266
2003-12-09,506.116
2003-12-10,503.989
2003-12-11,507.269
2003-12-12,510.572
2003-12-15,510.735
2003-12-16,511.885
2003-12-17,512.554
2003-12-18,517.117
2003-12-19,518.624
2003-12-22,521.158
2003-12-23,522.694
2003-12-24,523.022
2003-12-25,522.999
2003-12-26,523.755
2003-12-29,528.736
2003-12-30,531.224
2003-12-31,532.813
2004-01-01,532.837
2004-01-02,534.528
2004-01-05,541.382
2004-01-06,541.971
2004-01-07,540.37
2004-01-08,543.271
2004-01-09,541.641
2004-01-12,542.409
2004-01-13,541.3
2004-01-14,543.706
2004-01-15,542.783
2004-01-16,543.651
2004-01-19,544.177
2004-01-20,547.077
2004-01-21,551.42
2004-01-22,551.71
2004-01-23,550.622
2004-01-26,551.517
2004-01-27,550.17
2004-01-28,546.659
2004-01-29,542.292
2004-01-30,541.324
2004-02-02,542.985
2004-02-03,543.3
2004-02-04,538.601
2004-02-05,540.329
2004-02-06,546.257
2004-02-09,548.078
2004-02-10,549.989
2004-02-11,554.337
2004-02-12,555.566
2004-02-13,554.164
2004-02-16,555.067
2004-02-17,560.101
2004-02-18,558.483
2004-02-19,557.212
2004-02-20,552.865
2004-02-23,553.667
2004-02-24,552.065
2004-02-25,552.313
2004-02-26,552.023
2004-02-27,554.383
2004-03-01,560.896
2004-03-02,558.6
2004-03-03,556.412
2004-03-04,558.813
2004-03-05,563.372
2004-03-08,560.817
2004-03-09,558.776
2004-03-10,550.33
2004-03-11,541.314
2004-03-12,543.631
2004-03-15,538.157
2004-03-16,542.718
2004-03-17,548.678
2004-03-18,549.956
2004-03-19,546.88
2004-03-22,539.509
2004-03-23,539.083
2004-03-24,536.998
2004-03-25,542.765
2004-03-26,543.669
2004-03-29,550.28
2004-03-30,552.697
2004-03-31,555.332
2004-04-01,559.905
2004-04-02,561.053
2004-04-05,562.443
2004-04-06,562.779
2004-04-07,562.5
2004-04-08,561.682
2004-04-09,560.941
2004-04-12,562.46
2004-04-13,556.469
2004-04-14,550.958
2004-04-15,550.042
2004-04-16,555.232
2004-04-19,554.299
2004-04-20,550.737
2004-04-21,549.095
2004-04-22,553.87
2004-04-23,553.887
2004-04-26,554.259
2004-04-27,554.827
2004-04-28,547.85
2004-04-29,543.901
2004-04-30,540.82
2004-05-03,544.027
2004-05-04,548.136
2004-05-05,549.931
2004-05-06,543.537
2004-05-07,533.035
2004-05-10,519.391
2004-05-11,523.03
2004-05-12,526.189
2004-05-13,524.687
2004-05-14,524.181
2004-05-17,518.274
2004-05-18,521.85
2004-05-19,527.829
2004-05-20,525.455
2004-05-21,530.087
2004-05-24,531.848
2004-05-25,537.314
2004-05-26,540.207
2004-05-27,545.157
2004-05-28,544.971
2004-05-31,545.313
2004-06-01,545.203
2004-06-02,547.411
2004-06-03,543.509
2004-06-04,546.396
2004-06-07,555.829
2004-06-08,555.865
2004-06-09,550.681
2004-06-10,553.256
2004-06-11,551.055
2004-06-14,545.763
2004-06-15,549.401
2004-06-16,551.988
2004-06-17,553.506
2004-06-18,555.565
2004-06-21,555.506
2004-06-22,554.548
2004-06-23,558.13
2004-06-24,561.238
2004-06-25,559.009
2004-06-28,561.303
2004-06-29,559.873
2004-06-30,561.289
2004-07-01,558.972
2004-07-02,558.525
2004-07-05,557.195
2004-07-06,554.778
2004-07-07,556.482
2004-07-08,554.437
2004-07-09,556.73
2004-07-12,558.047
2004-07-13,557.312
2004-07-14,556.305
2004-07-15,553.445
2004-07-16,555.209
2004-07-19,555.399
2004-07-20,555.441
2004-07-21,550.888
2004-07-22,548.521
2004-07-23,544.371
2004-07-26,542.524
2004-07-27,544.384
2004-07-28,545.938
2004-07-29,549.663
2004-07-30,551.075
2004-08-02,552.474
2004-08-03,552.231
2004-08-04,549.708
2004-08-05,545.456
2004-08-06,541.355
2004-08-09,540.311
2004-08-10,545.294
2004-08-11,543.299
2004-08-12,539.648
2004-08-13,540.22
2004-08-16,545.307
2004-08-17,545.888
2004-08-18,549.547
2004-08-19,550.818
2004-08-20,553.212
2004-08-23,552.174
2004-08-24,551.759
2004-08-25,554.56
2004-08-26,556.368
2004-08-27,558.139
2004-08-30,555.883
2004-08-31,557.968
2004-09-01,560.619
2004-09-02,564.39
2004-09-03,562.659
2004-09-06,564.588
2004-09-07,567.837
2004-09-08,566.836
2004-09-09,566.31
2004-09-10,569.367
2004-09-13,570.448
2004-09-14,571.451
2004-09-15,566.778
2004-09-16,569.754
2004-09-17,571.67
2004-09-20,569.573
2004-09-21,574.374
2004-09-22,568.886
2004-09-23,566.727
2004-09-24,567.171
2004-09-27,564.395
2004-09-28,567.551
2004-09-29,569.041
2004-09-30,570.693
2004-10-01,578.632
2004-10-04,580.442
2004-10-05,581.587
2004-10-06,584.511
2004-10-07,581.671
2004-10-08,582.322
2004-10-11,582.656
2004-10-12,578.687
2004-10-13,574.526
2004-10-14,572.287
2004-10-15,574.848
2004-10-18,574.963
2004-10-19,573.433
2004-10-20,572.166
2004-10-21,573.942
2004-10-22,572.657
2004-10-25,571.685
2004-10-26,576.695
2004-10-27,581.836
2004-10-28,584.013
2004-10-29,584.399
2004-11-01,586.417
2004-11-02,587.344
2004-11-03,593.647
2004-11-04,600.642
2004-11-05,603.34
2004-11-08,602.983
2004-11-09,602.547
2004-11-10,603.231
2004-11-11,607.027
2004-11-12,612.692
2004-11-15,612.972
2004-11-16,610.395
2004-11-17,615.003
2004-11-18,614.121
2004-11-19,611.948
2004-11-22,611.995
2004-11-23,613.712
2004-11-24,616.781
2004-11-25,619.912
2004-11-26,620.455
2004-11-29,620.301
2004-11-30,618.99
2004-12-01,624.976
2004-12-02,624.625
2004-12-03,626.153
2004-12-06,625.341
2004-12-07,621.196
2004-12-08,618.316
2004-12-09,617.153
2004-12-10,617.181
2004-12-13,623.715
2004-12-14,625.483
2004-12-15,630.907
2004-12-16,628.46
2004-12-17,624.997
2004-12-20,628.816
2004-12-21,631.332
2004-12-22,634.503
2004-12-23,636.835
2004-12-24,638.66
2004-12-27,638.216
2004-12-28,640.663
2004-12-29,639.879
2004-12-30,642.169
2004-12-31,642.092
2005-01-03,637.314
2005-01-04,631.105
2005-01-05,626.767
2005-01-06,627.131
2005-01-07,625.317
2005-01-10,627.562
2005-01-11,625.962
2005-01-12,628.274
2005-01-13,625.537
2005-01-14,626.9
2005-01-17,627.936
2005-01-18,630.41
2005-01-19,628.13
2005-01-20,623.112
2005-01-21,622.217
2005-01-24,623.016
2005-01-25,622.854
2005-01-26,627.816
2005-01-27,627.832
2005-01-28,625.376
2005-01-31,631.275
2005-02-01,634.845
2005-02-02,637.946
2005-02-03,635.796
2005-02-04,642.225
2005-02-07,641.685
2005-02-08,640.762
2005-02-09,638.828
2005-02-10,642.696
2005-02-11,646.444
2005-02-14,649.804
2005-02-15,651.393
2005-02-16,650.67
2005-02-17,650.003
2005-02-18,651.333
2005-02-21,651.092
2005-02-22,647.147
2005-02-23,646.571
2005-02-24,649.865
2005-02-25,657.29
2005-02-28,657.822
2005-03-01,658.96
2005-03-02,657.946
2005-03-03,658.715
2005-03-04,667.103
2005-03-07,666.652
2005-03-08,667.181
2005-03-09,662.529
2005-03-10,660.891
2005-03-11,661.136
2005-03-14,661.012
2005-03-15,659.01
2005-03-16,655.926
2005-03-17,655.219
2005-03-18,654.677
2005-03-21,650.42
2005-03-22,647.159
2005-03-23,640.447
2005-03-24,639.885
2005-03-25,640.331
2005-03-28,639.628
2005-03-29,636.002
2005-03-30,640.455
2005-03-31,643.761
2005-04-01,643.41
2005-04-04,639.961
2005-04-05,642.806
2005-04-06,645.594
2005-04-07,649.04
2005-04-08,645.508
2005-04-11,646.66
2005-04-12,646.331
2005-04-13,643.854
2005-04-14,636.342
2005-04-15,628.299
2005-04-18,624.777
2005-04-19,630.598
2005-04-20,625.874
2005-04-21,630.945
2005-04-22,632.428
2005-04-25,635.487
2005-04-26,631.502
2005-04-27,629.833
2005-04-28,624.732
2005-04-29,630.056
2005-05-02,631.285
2005-05-03,631.542
2005-05-04,638.782
2005-05-05,639.543
2005-05-06,639.376
2005-05-09,640.359
2005-05-10,635.956
2005-05-11,635.212
2005-05-12,629.34
2005-05-13,624.566
2005-05-16,625.751
2005-05-17,628.027
2005-05-18,634.46
2005-05-19,638.306
2005-05-20,636.2
2005-05-23,640.021
2005-05-24,640.042
2005-05-25,638.046
2005-05-26,640.08
2005-05-27,642.037
2005-05-30,643.017
2005-05-31,639.149
2005-06-01,643.645
2005-06-02,644.33
2005-06-03,642.856
2005-06-06,643.632
2005-06-07,645.454
2005-06-08,646.239
2005-06-09,644.706
2005-06-10,645.534
2005-06-13,645.253
2005-06-14,647.302
2005-06-15,649.84
2005-06-16,653.043
2005-06-17,658.81
2005-06-20,656.48
2005-06-21,656.367
2005-06-22,657.692
2005-06-23,653.892
2005-06-24,650.201
2005-06-27,648.95
2005-06-28,652.374
2005-06-29,652.634
2005-06-30,650.233
2005-07-01,650.746
2005-07-04,650.382
2005-07-05,652.516
2005-07-06,651.246
2005-07-07,648.428
2005-07-08,654.37
2005-07-11,661.091
2005-07-12,664.283
2005-07-13,663.413
2005-07-14,665.125
2005-07-15,663.859
2005-07-18,661.822
2005-07-19,662.852
2005-07-20,664.853
2005-07-21,666.202
2005-07-22,669.027
2005-07-25,667.35
2005-07-26,666.749
2005-07-27,669.525
2005-07-28,673.483
2005-07-29,672.181
2005-08-01,674.105
2005-08-02,678.969
2005-08-03,680.6
2005-08-04,676.564
2005-08-05,670.068
2005-08-08,670.804
2005-08-09,674.135
2005-08-10,679.619
2005-08-11,684.302
2005-08-12,682.412
2005-08-15,682.325
2005-08-16,677.731
2005-08-17,676.13
2005-08-18,671.398
2005-08-19,672.781
2005-08-22,677.679
2005-08-23,674.866
2005-08-24,672.537
2005-08-25,672.891
2005-08-26,670.207
2005-08-29,669.892
2005-08-30,668.423
2005-08-31,676.494
2005-09-01,683.643
2005-09-02,684.404
2005-09-05,686.109
2005-09-06,690.72
2005-09-07,691.626
2005-09-08,689.192
2005-09-09,694.939
2005-09-12,693.386
2005-09-13,689.048
2005-09-14,690.407
2005-09-15,690.062
2005-09-16,694.426
2005-09-19,692.272
2005-09-20,692.18
2005-09-21,688.256
2005-09-22,686.219
2005-09-23,685.189
2005-09-26,689.783
2005-09-27,688.316
2005-09-28,691.933
2005-09-29,697.202
2005-09-30,697.462
2005-10-03,695.756
2005-10-04,692.511
2005-10-05,683.057
2005-10-06,678.533
2005-10-07,679.149
2005-10-10,675.511
2005-10-11,676.097
2005-10-12,672.159
2005-10-13,666.09
2005-10-14,671.388
2005-10-17,671.697
2005-10-18,664.257
2005-10-19,665.027
2005-10-20,659.849
2005-10-21,660.589
2005-10-24,668.412
2005-10-25,671.019
2005-10-26,670.598
2005-10-27,666.627
2005-10-28,670.791
2005-10-31,677.32
2005-11-01,678.35
2005-11-02,684.554
2005-11-03,687.684
2005-11-04,683.838
2005-11-07,685.067
