Date,USA SMALL GROWTH Small Cap
1994-05-31,221.066
1994-06-30,211.771
1994-07-29,216.478
1994-08-31,232.944
1994-09-30,233.461
1994-10-31,237.311
1994-11-30,226.316
1994-12-30,230.766
1995-01-31,227.018
1995-02-28,238.266
1995-03-31,246.729
1995-04-28,250.63
1995-05-31,253.744
1995-06-30,270.949
1995-07-31,292.069
1995-08-31,295.252
1995-09-29,300.59
1995-10-31,287.294
1995-11-30,299.396
1995-12-29,304.846
1996-01-31,302.402
1996-02-29,315.428
1996-03-29,325.126
1996-04-30,353.303
1996-05-31,368.654
1996-06-28,348.698
1996-07-31,307.603
1996-08-30,329.1
1996-09-30,347.011
1996-10-31,332.972
1996-11-29,340.146
1996-12-31,344.286
1997-01-31,351.979
1997-02-28,330.965
1997-03-31,307.346
1997-04-30,301.676
1997-05-30,347.852
1997-06-30,368.603
1997-07-31,390.03
1997-08-29,400.74
1997-09-30,435.228
1997-10-31,410.645
1997-11-28,399.544
1997-12-31,397.302
1998-01-30,395.327
1998-02-27,432.287
1998-03-31,453.561
1998-04-30,456.776
1998-05-29,423.501
1998-06-30,430.212
1998-07-31,396.173
1998-08-31,303.571
1998-09-30,330.852
1998-10-30,347.004
1998-11-30,374.277
1998-12-31,409.016
1999-01-29,427.732
1999-02-26,389.436
1999-03-31,403.044
1999-04-30,431.792
1999-05-31,433.471
1999-06-30,469.204
1999-07-30,461.951
1999-08-31,450.164
1999-09-30,459.516
1999-10-29,478.074
1999-11-30,530.309
1999-12-31,618.999
2000-01-31,611.725
2000-02-29,751.805
2000-03-31,726.758
2000-04-28,646.214
2000-05-31,602.55
2000-06-30,705.514
2000-07-31,652.83
2000-08-31,720.817
2000-09-29,674.483
2000-10-31,633.662
2000-11-30,531.137
2000-12-29,567.518
2001-01-31,612.321
2001-02-28,531.458
2001-03-30,481.554
2001-04-30,536.413
2001-05-31,555.64
2001-06-29,568.245
2001-07-31,532.497
2001-08-31,499.544
2001-09-28,420.415
2001-10-31,459.673
2001-11-30,502.033
2001-12-31,539.01
2002-01-31,527.901
2002-02-28,499.382
2002-03-29,540.89
2002-04-30,528.969
2002-05-31,504.361
2002-06-28,459.541
2002-07-31,405.637
2002-08-30,405.792
2002-09-30,374.974
2002-10-31,394.955
2002-11-29,431.568
2002-12-31,404.249
2003-01-31,396.605
2003-02-28,387.945
2003-03-31,394.931
2003-04-30,430.435
2003-05-30,472.413
2003-06-30,481.945
2003-07-31,506.598
2003-08-29,534.441
2003-09-30,523.75
2003-10-31,569.827
2003-11-28,589.983
2003-12-31,595.652
2004-01-30,616.745
2004-02-27,625.076
2004-03-31,628.232
2004-04-30,603.477
2004-05-31,616.536
2004-06-30,636.455
2004-07-30,593.144
2004-08-31,581.93
2004-09-30,609.296
2004-10-29,624.076
2004-11-30,671.594
2004-12-31,700.187
2005-01-31,682.581
2005-02-28,700.206
2005-03-31,683.457
2005-04-29,649.83
2005-05-31,694.781
2005-06-30,715.684
2005-07-29,758.938
2005-08-31,749.875
2005-09-30,759.206
2005-10-31,732.747
2005-11-30,773.16
2005-12-30,776.876
2006-01-31,838.818
2006-02-28,831.254
2006-03-31,867.529
2006-04-28,870.921
2006-05-31,822.153
2006-06-30,816.046
2006-07-31,780.496
2006-08-31,793.9
2006-09-29,802.457
2006-10-31,841.524
2006-11-30,872.938
2006-12-29,868.545
2007-01-31,897.725
2007-02-28,901.3
2007-03-30,916.593
2007-04-30,949.605
2007-05-31,1000.0
2007-06-29,993.759
2007-07-31,953.383
2007-08-31,965.995
2007-09-28,1000.215
2007-10-31,1044.171
2007-11-30,975.321
2007-12-31,975.209
2008-01-31,894.06
2008-02-29,877.093
2008-03-31,862.336
2008-04-30,925.384
2008-05-30,985.881
2008-06-30,929.662
2008-07-31,919.505
2008-08-29,937.096
2008-09-30,810.041
2008-10-31,631.594
2008-11-28,555.565
2008-12-31,585.307
2009-01-30,546.479
2009-02-27,495.194
2009-03-31,543.336
2009-04-30,628.946
2009-05-29,656.021
2009-06-30,667.046
2009-07-31,721.528
2009-08-31,739.629
2009-09-30,789.973
2009-10-30,745.565
2009-11-30,772.393
2009-12-31,833.869
2010-01-29,801.157
2010-02-26,840.335
2010-03-31,907.618
2010-04-30,954.307
2010-05-31,882.265
2010-06-30,818.914
2010-07-30,874.388
2010-08-31,820.432
2010-09-30,927.26
2010-10-29,965.703
2010-11-30,1009.576
2010-12-31,1089.17
2011-01-31,1103.577
2011-02-28,1167.005
2011-03-31,1203.035
2011-04-29,1243.56
2011-05-31,1226.606
2011-06-30,1200.387
2011-07-29,1151.939
2011-08-31,1050.462
2011-09-30,930.351
2011-10-31,1076.252
2011-11-30,1070.131
2011-12-30,1055.82
2012-01-31,1135.443
2012-02-29,1184.164
2012-03-30,1207.671
2012-04-30,1193.283
2012-05-31,1104.548
2012-06-29,1144.029
2012-07-31,1131.828
2012-08-31,1176.982
2012-09-28,1207.307
2012-10-31,1180.06
2012-11-30,1201.248
2012-12-31,1228.499
2013-01-31,1308.81
2013-02-28,1315.036
2013-03-29,1376.752
2013-04-30,1375.34
2013-05-31,1440.585
2013-06-28,1430.378
2013-07-31,1531.308
2013-08-30,1504.874
2013-09-30,1604.62
2013-10-31,1645.108
2013-11-29,1706.338
2013-12-31,1751.149
2014-01-31,1722.32
2014-02-28,1815.267
2014-03-31,1775.873
2014-04-30,1707.802
2014-05-30,1720.807
2014-06-30,1826.101
2014-07-31,1722.428
2014-08-29,1816.41
2014-09-30,1728.901
2014-10-31,1796.665
2014-11-28,1819.4
2014-12-31,1844.841
2015-01-30,1802.14
2015-02-27,1934.975
2015-03-31,1962.612
2015-04-30,1926.859
2015-05-29,1979.281
2015-06-30,1985.771
2015-07-31,1984.406
2015-08-31,1851.572
2015-09-30,1745.252
2015-10-30,1836.161
2015-11-30,1876.481
2015-12-31,1800.07
2016-01-29,1635.456
2016-02-29,1644.752
2016-03-31,1774.25
2016-04-29,1805.004
2016-05-31,1847.376
2016-06-30,1843.803
2016-07-29,1947.503
2016-08-31,1966.337
2016-09-30,1975.833
2016-10-31,1874.001
2016-11-30,2028.274
2016-12-30,2046.733
2017-01-31,2086.739
2017-02-28,2133.372
2017-03-31,2154.711
2017-04-28,2186.096
2017-05-31,2185.901
2017-06-30,2242.003
2017-07-31,2271.863
2017-08-31,2267.99
2017-09-29,2373.493
2017-10-31,2431.484
2017-11-30,2503.675
2017-12-29,2520.088
2018-01-31,2619.982
2018-02-28,2535.469
2018-03-30,2560.994
2018-04-30,2562.208
2018-05-31,2714.5
2018-06-29,2741.561
2018-07-31,2787.661
2018-08-31,2966.98
2018-09-28,2922.337
2018-10-31,2594.06
2018-11-30,2638.79
2018-12-31,2350.137
2019-01-31,2619.943
2019-02-28,2783.044
2019-03-29,2772.669
2019-04-30,2871.244
2019-05-31,2676.151
2019-06-28,2889.689
2019-07-31,2943.829
2019-08-30,2846.953
2019-09-30,2829.244
2019-10-31,2872.619
2019-11-29,3034.765
2019-12-31,3091.767
2020-01-31,3059.084
2020-02-28,2842.426
2020-03-31,2303.892
2020-04-30,2665.955
2020-05-29,2925.271
2020-06-30,3029.312
2020-07-31,3208.293
2020-08-31,3339.595
2020-09-30,3274.195
2020-10-30,3326.417
2020-11-30,3812.61
2020-12-31,4132.1
2021-01-29,4323.196
2021-02-26,4515.809
2021-03-31,4480.944
2021-04-30,4653.278
2021-05-31,4556.242
2021-06-30,4715.612
2021-07-30,4613.126
2021-08-31,4726.161
2021-09-30,4552.135
2021-10-29,4773.291
2021-11-30,4520.132
2021-12-31,4600.721
2022-01-31,4052.957
2022-02-28,4077.717
2022-03-31,4104.07
2022-04-29,3687.711
2022-05-31,3601.311
2022-06-30,3298.571
2022-07-29,3686.693
2022-08-31,3595.701
2022-09-30,3262.875
2022-10-31,3550.137
2022-11-30,3666.546
2022-12-30,3452.621
2023-01-31,3840.145
2023-02-28,3780.918
2023-03-31,3719.875
2023-04-28,3688.239
2023-05-31,3665.683
2023-06-30,3983.044
2023-07-31,4153.258
2023-08-31,3993.395
2023-09-29,3745.807
2023-10-31,3481.647
2023-11-30,3810.112
2023-12-29,4224.581
2024-01-31,4082.267
2024-02-29,4414.282
2024-03-29,4534.057
2024-04-30,4221.458
2024-05-31,4435.716
2024-06-28,4408.363
2024-07-31,4652.119
2024-08-30,4633.539
2024-09-30,4707.698
2024-10-31,4669.479
2024-11-29,5191.319
2024-12-31,4781.517
2025-01-31,4973.782
2025-02-28,4658.475
2025-03-31,4321.837
2025-04-30,4307.864
2025-05-30,4588.269
2025-06-30,4837.077
2025-07-31,4962.244
